Date,Close,JBL
04/04/2014,18.44,-0.004868822
03/04/2014,18.53,-0.002156335
02/04/2014,18.57,0.025083103
01/04/2014,18.11,0.006092514
31/03/2014,18,0.01342302
28/03/2014,17.76,0.007346741
27/03/2014,17.63,0.010835578
26/03/2014,17.44,-0.018182319
25/03/2014,17.76,-0.001125493
24/03/2014,17.78,0.003380285
21/03/2014,17.72,-0.001128032
20/03/2014,17.74,-0.028890898
19/03/2014,18.26,-0.007637789
18/03/2014,18.4,0.021978907
17/03/2014,18,0.015113638
14/03/2014,17.73,-0.00281611
13/03/2014,17.78,-0.017285069
12/03/2014,18.09,-0.000552639
11/03/2014,18.1,-0.012081421
10/03/2014,18.32,-0.003813679
07/03/2014,18.39,0.000543922
06/03/2014,18.38,-0.008667443
05/03/2014,18.54,-0.014458083
04/03/2014,18.81,0.026941285
03/03/2014,18.31,-0.010863768
28/02/2014,18.51,-0.033991589
27/02/2014,19.15,-0.009355578
26/02/2014,19.33,0.020910328
25/02/2014,18.93,0.012759344
24/02/2014,18.69,0.011299555
21/02/2014,18.48,-0.011299555
20/02/2014,18.69,0.00536482
19/02/2014,18.59,0.006476008
18/02/2014,18.47,-0.001082251
14/02/2014,18.49,0
13/02/2014,18.49,-0.008616101
12/02/2014,18.65,-0.001607287
11/02/2014,18.68,0.022740558
10/02/2014,18.26,0.013785716
07/02/2014,18.01,0.012852929
06/02/2014,17.78,0.02332965
05/02/2014,17.37,-0.009169119
04/02/2014,17.53,0.001712818
03/02/2014,17.5,-0.02650282
31/01/2014,17.97,-0.016009174
30/01/2014,18.26,0.026076373
29/01/2014,17.79,-0.014509183
28/01/2014,18.05,-0.00110742
27/01/2014,18.07,0.006106042
24/01/2014,17.96,-0.032861664
23/01/2014,18.56,0.002697601
22/01/2014,18.51,0.015791235
21/01/2014,18.22,0.011592733
17/01/2014,18.01,0.0235966
16/01/2014,17.59,-0.010181083
15/01/2014,17.77,-0.006730255
14/01/2014,17.89,0.075441793
13/01/2014,16.59,-0.025589019
10/01/2014,17.02,-0.00468934
09/01/2014,17.1,0.002341921
08/01/2014,17.06,0.026129753
07/01/2014,16.62,-0.019661044
06/01/2014,16.95,-0.014059986
03/01/2014,17.19,0.010526413
02/01/2014,17.01,-0.024965012
31/12/2013,17.44,0.020272921
30/12/2013,17.09,0.004692091
27/12/2013,17.01,0.015403148
26/12/2013,16.75,0.010804427
24/12/2013,16.57,0.006660636
23/12/2013,16.46,0.020872458
20/12/2013,16.12,-0.008647367
19/12/2013,16.26,0.036960048
18/12/2013,15.67,-0.229885293
17/12/2013,19.72,0.002030458
16/12/2013,19.68,0.031486472
13/12/2013,19.07,-0.001571915
12/12/2013,19.1,-0.014037142
11/12/2013,19.37,-0.026491615
10/12/2013,19.89,-0.033130348
09/12/2013,20.56,0.006832628
06/12/2013,20.42,-0.003910073
05/12/2013,20.5,0.028198752
04/12/2013,19.93,-0.002505639
03/12/2013,19.98,-0.003996009
02/12/2013,20.06,-0.010414178
29/11/2013,20.27,-0.004430231
27/11/2013,20.36,0.017340043
26/11/2013,20.01,0.014598799
25/11/2013,19.72,0.005083895
22/11/2013,19.62,0.010245991
21/11/2013,19.42,0.004127973
20/11/2013,19.34,-0.018443146
19/11/2013,19.7,-0.017610518
18/11/2013,20.05,0.011537625
15/11/2013,19.82,-0.002519528
14/11/2013,19.87,-0.039472317
13/11/2013,20.67,-0.006750267
12/11/2013,20.81,0.007234177
11/11/2013,20.66,0.007286892
08/11/2013,20.51,0.015229968
07/11/2013,20.2,-0.019122917
06/11/2013,20.59,-0.016378015
05/11/2013,20.93,0.007192551
04/11/2013,20.78,0.00337431
01/11/2013,20.71,-0.007216774
31/10/2013,20.86,-0.003350087
30/10/2013,20.93,-0.048949413
29/10/2013,21.98,-0.030909516
28/10/2013,22.67,0.006638661
25/10/2013,22.52,0.004896515
24/10/2013,22.41,-0.001337793
23/10/2013,22.44,-0.006219478
22/10/2013,22.58,-0.00441892
21/10/2013,22.68,0.007079676
18/10/2013,22.52,0.020637789
17/10/2013,22.06,0.003178209
16/10/2013,21.99,0.013275544
15/10/2013,21.7,-0.013730193
14/10/2013,22,0.000454649
11/10/2013,21.99,-0.00544219
10/10/2013,22.11,0.020562753
09/10/2013,21.66,-0.007359739
08/10/2013,21.82,-0.005940159
07/10/2013,21.95,-0.007262855
04/10/2013,22.11,0.018257011
03/10/2013,21.71,-0.007799994
02/10/2013,21.88,-0.000913659
01/10/2013,21.9,0.01009646
30/09/2013,21.68,0.012065112
27/09/2013,21.42,-0.009293747
26/09/2013,21.62,-0.104435018
25/09/2013,24,0.01215693
24/09/2013,23.71,0.008471038
23/09/2013,23.51,0.017160438
20/09/2013,23.11,-0.023942999
19/09/2013,23.67,0.002114613
18/09/2013,23.62,0
17/09/2013,23.62,-0.004224763
16/09/2013,23.72,0.002110151
13/09/2013,23.67,0.000845309
12/09/2013,23.65,-0.008840302
11/09/2013,23.86,-0.007515693
10/09/2013,24.04,0.027838154
09/09/2013,23.38,0.01638674
06/09/2013,23,-0.003038856
05/09/2013,23.07,-0.005188079
04/09/2013,23.19,0.018716542
03/09/2013,22.76,-0.002632735
30/08/2013,22.82,-0.016945876
29/08/2013,23.21,0.013009724
28/08/2013,22.91,0.020728416
27/08/2013,22.44,-0.034168896
26/08/2013,23.22,-0.007294604
23/08/2013,23.39,-0.005117282
22/08/2013,23.51,0.00468984
21/08/2013,23.4,-0.002134473
20/08/2013,23.45,0.004273511
19/08/2013,23.35,-0.000428174
16/08/2013,23.36,0.005150226
15/08/2013,23.24,-0.027166357
14/08/2013,23.88,-0.00083717
13/08/2013,23.9,0.000418498
12/08/2013,23.89,0.01094287
09/08/2013,23.63,0.011491933
08/08/2013,23.36,-0.000855798
07/08/2013,23.38,0.002569595
06/08/2013,23.32,-0.005985482
05/08/2013,23.46,0.002988263
02/08/2013,23.39,0.001283423
01/08/2013,23.36,0.015965819
31/07/2013,22.99,0.008737496
30/07/2013,22.79,0.012806534
29/07/2013,22.5,-0.004434597
26/07/2013,22.6,0.00177148
25/07/2013,22.56,0.006671139
24/07/2013,22.41,0.002680967
23/07/2013,22.35,-0.000447327
22/07/2013,22.36,0.00493164
19/07/2013,22.25,0.00224972
18/07/2013,22.2,-0.008522142
17/07/2013,22.39,0.003579422
16/07/2013,22.31,0.013538113
15/07/2013,22.01,0.002729756
12/07/2013,21.95,0.010073345
11/07/2013,21.73,0.009246483
10/07/2013,21.53,0.014503178
09/07/2013,21.22,0.040390105
08/07/2013,20.38,-0.026629509
05/07/2013,20.93,0.012984073
03/07/2013,20.66,0
02/07/2013,20.66,0.003879733
01/07/2013,20.58,0.009765703
28/06/2013,20.38,0.000490798
27/06/2013,20.37,0.015335448
26/06/2013,20.06,0.006501648
25/06/2013,19.93,0.025407871
24/06/2013,19.43,-0.040348388
21/06/2013,20.23,0.005452306
20/06/2013,20.12,0.015022816
19/06/2013,19.82,-0.005032723
18/06/2013,19.92,0.011105616
17/06/2013,19.7,0.014315173
14/06/2013,19.42,-0.014822658
13/06/2013,19.71,0.039850033
12/06/2013,18.94,-0.021932994
11/06/2013,19.36,0.000516662
10/06/2013,19.35,-0.00464038
07/06/2013,19.44,0.008783317
06/06/2013,19.27,-0.000518807
05/06/2013,19.28,-0.033659475
04/06/2013,19.94,-0.008986581
03/06/2013,20.12,0.002986563
31/05/2013,20.06,-0.00645965
30/05/2013,20.19,0.026601318
29/05/2013,19.66,-0.002032521
28/05/2013,19.7,0.023107575
24/05/2013,19.25,0.002080084
23/05/2013,19.21,-0.018055688
22/05/2013,19.56,-0.021745484
21/05/2013,19.99,-0.002498128
20/05/2013,20.04,-0.000498878
17/05/2013,20.05,0.020151815
16/05/2013,19.65,0.002547772
15/05/2013,19.6,-0.004581326
14/05/2013,19.69,0.033568863
13/05/2013,19.04,-0.01252626
10/05/2013,19.28,0.003637312
09/05/2013,19.21,-0.007261443
08/05/2013,19.35,0.01615039
07/05/2013,19.04,0.020159834
06/05/2013,18.66,0.023313607
03/05/2013,18.23,0.025556947
02/05/2013,17.77,0.015310761
01/05/2013,17.5,-0.016997576
30/04/2013,17.8,0.011867899
29/04/2013,17.59,0.01604619
26/04/2013,17.31,-0.013199618
25/04/2013,17.54,0.010891481
24/04/2013,17.35,0.012761194
23/04/2013,17.13,0.023627797
22/04/2013,16.73,0.009609684
19/04/2013,16.57,-0.007814888
18/04/2013,16.7,-0.019567775
17/04/2013,17.03,-0.029507492
16/04/2013,17.54,0.015513095
15/04/2013,17.27,-0.041956267
12/04/2013,18.01,-0.013237921
11/04/2013,18.25,0.002194186
10/04/2013,18.21,0.007164539
09/04/2013,18.08,-0.001657917
08/04/2013,18.11,-0.010983087
05/04/2013,18.31,-0.00435968
04/04/2013,18.39,0.010385445
03/04/2013,18.2,0.009384557
02/04/2013,18.03,-0.006633523
01/04/2013,18.15,-0.018018506
28/03/2013,18.48,0.005970167
27/03/2013,18.37,-0.002718132
26/03/2013,18.42,-0.002710763
25/03/2013,18.47,-0.004860933
22/03/2013,18.56,-0.002152853
21/03/2013,18.6,-0.046226717
20/03/2013,19.48,0.015520229
19/03/2013,19.18,-0.007790224
18/03/2013,19.33,0.004147232
15/03/2013,19.25,-0.006730546
14/03/2013,19.38,0.011416834
13/03/2013,19.16,0.007333715
12/03/2013,19.02,-0.011500388
11/03/2013,19.24,0.018358764
08/03/2013,18.89,0.009574541
07/03/2013,18.71,0.00535907
06/03/2013,18.61,0.003768511
05/03/2013,18.54,0.01467019
04/03/2013,18.27,-0.010887424
01/03/2013,18.47,-0.013978722
28/02/2013,18.73,0.005890245
27/02/2013,18.62,0.007006226
26/02/2013,18.49,-0.005931535
25/02/2013,18.6,-0.024954839
22/02/2013,19.07,0.01425955
21/02/2013,18.8,-0.018967903
20/02/2013,19.16,-0.031340865
19/02/2013,19.77,0
15/02/2013,19.77,0.001012146
14/02/2013,19.75,0.001520142
13/02/2013,19.72,0
12/02/2013,19.72,0.004065046
11/02/2013,19.64,0.014359221
08/02/2013,19.36,-0.000516396
07/02/2013,19.37,-0.012314163
06/02/2013,19.61,-0.005086481
05/02/2013,19.71,0.024134676
04/02/2013,19.24,-0.006217637
01/02/2013,19.36,0.023518199
31/01/2013,18.91,-0.009997452
30/01/2013,19.1,-0.002614381
29/01/2013,19.15,-0.023226851
28/01/2013,19.6,-0.017198198
25/01/2013,19.94,-0.003004509
24/01/2013,20,0.012072581
23/01/2013,19.76,0.004056801
22/01/2013,19.68,0.002543883
18/01/2013,19.63,-0.007106629
17/01/2013,19.77,0.002025317
16/01/2013,19.73,-0.001013171
15/01/2013,19.75,0.010689845
14/01/2013,19.54,-0.019260606
11/01/2013,19.92,0.014665244
10/01/2013,19.63,0.028942589
09/01/2013,19.07,0.00157439
08/01/2013,19.04,-0.025921617
07/01/2013,19.54,0.005130848
04/01/2013,19.44,-0.003081667
03/01/2013,19.5,-0.005115101
02/01/2013,19.6,0.015942739
31/12/2012,19.29,0.035887756
28/12/2012,18.61,-0.029647486
27/12/2012,19.17,-0.00208442
26/12/2012,19.21,-0.00415585
24/12/2012,19.29,-0.005170642
21/12/2012,19.39,-0.028471674
20/12/2012,19.95,0.071681768
19/12/2012,18.57,0.00865338
18/12/2012,18.41,0.034257494
17/12/2012,17.79,0.015864355
14/12/2012,17.51,-0.056618894
13/12/2012,18.53,-0.006455106
12/12/2012,18.65,-0.018066379
11/12/2012,18.99,0.038652154
10/12/2012,18.27,-0.005458529
07/12/2012,18.37,-0.007051833
06/12/2012,18.5,-0.016086138
05/12/2012,18.8,0.001064396
04/12/2012,18.78,0.00426895
03/12/2012,18.7,-0.015915455
30/11/2012,19,-0.002628122
29/11/2012,19.05,0.007376219
28/11/2012,18.91,0.009564366
27/11/2012,18.73,-0.010621449
26/11/2012,18.93,-0.001055966
23/11/2012,18.95,0.021334142
21/11/2012,18.55,0.015756914
20/11/2012,18.26,0
19/11/2012,18.26,0.035110879
16/11/2012,17.63,0.011983025
15/11/2012,17.42,0.014455297
14/11/2012,17.17,0.011716596
13/11/2012,16.97,-0.025023127
12/11/2012,17.4,-0.012564414
09/11/2012,17.62,0.00683374
08/11/2012,17.5,-0.019802627
07/11/2012,17.85,-0.034685558
06/11/2012,18.48,0.020777128
05/11/2012,18.1,0.039441732
02/11/2012,17.4,-0.017094433
01/11/2012,17.7,0.020548668
31/10/2012,17.34,0.003466208
26/10/2012,17.28,0.00813485
25/10/2012,17.14,0.006438418
24/10/2012,17.03,-0.001173709
23/10/2012,17.05,-0.01166194
22/10/2012,17.25,0.003484324
19/10/2012,17.19,-0.004063866
18/10/2012,17.26,-0.02630226
17/10/2012,17.72,0.006795043
16/10/2012,17.6,0.027651531
15/10/2012,17.12,0.005270876
12/10/2012,17.03,-0.00818718
11/10/2012,17.17,0.009950331
10/10/2012,17,-0.029558802
09/10/2012,17.51,0.006876818
08/10/2012,17.39,-0.037250356
05/10/2012,18.05,0
04/10/2012,18.05,-0.003870616
03/10/2012,18.12,-0.014790738
02/10/2012,18.39,-0.004340756
01/10/2012,18.47,-0.013444677
28/09/2012,18.72,-0.009569451
27/09/2012,18.9,0
26/09/2012,18.9,-0.103930923
25/09/2012,20.97,-0.018895224
24/09/2012,21.37,-0.008387747
21/09/2012,21.55,-0.018391323
20/09/2012,21.95,-0.008618788
19/09/2012,22.14,-0.007200751
18/09/2012,22.3,-0.004027752
17/09/2012,22.39,-0.013750494
14/09/2012,22.7,0.024527428
13/09/2012,22.15,0.007249692
12/09/2012,21.99,-0.009954833
11/09/2012,22.21,0.015426803
10/09/2012,21.87,-0.001370802
07/09/2012,21.9,-0.001368926
06/09/2012,21.93,0.020733293
05/09/2012,21.48,0.000931532
04/09/2012,21.46,-0.059692221
31/08/2012,22.78,0.00219732
30/08/2012,22.73,-0.023908985
29/08/2012,23.28,0.009928853
28/08/2012,23.05,-0.014215187
27/08/2012,23.38,0.004715979
24/08/2012,23.27,-0.001288383
23/08/2012,23.3,0.001288383
22/08/2012,23.27,-0.009409821
21/08/2012,23.49,0.010269667
20/08/2012,23.25,0.003878479
17/08/2012,23.16,0.005194817
16/08/2012,23.04,0.020610245
15/08/2012,22.57,0.011138453
14/08/2012,22.32,-0.009364617
13/08/2012,22.53,-0.00619471
10/08/2012,22.67,0.007527155
09/08/2012,22.5,0
