Date,Close,JBL
08/08/2012,22.5,-0.001332445
07/08/2012,22.53,0.018365578
06/08/2012,22.12,0.004531045
03/08/2012,22.02,0.040311226
02/08/2012,21.15,-0.00471699
01/08/2012,21.25,-0.020955365
31/07/2012,21.7,0.022839492
30/07/2012,21.21,-0.000471365
27/07/2012,21.22,0.027228814
26/07/2012,20.65,0.031983046
25/07/2012,20,0.016129382
24/07/2012,19.68,-0.028551902
23/07/2012,20.25,-0.014706147
20/07/2012,20.55,-0.013533314
19/07/2012,20.83,0.026266101
18/07/2012,20.29,0.056260084
17/07/2012,19.18,0.012591982
16/07/2012,18.94,-0.004214969
13/07/2012,19.02,0.011634187
12/07/2012,18.8,0.002129926
11/07/2012,18.76,-0.015864955
10/07/2012,19.06,-0.028957556
09/07/2012,19.62,-0.011654553
06/07/2012,19.85,-0.029778875
05/07/2012,20.45,-0.001465918
03/07/2012,20.48,0.021718524
02/07/2012,20.04,-0.014367351
29/06/2012,20.33,0.040145883
28/06/2012,19.53,-0.007142888
27/06/2012,19.67,0.033603575
26/06/2012,19.02,0.011634187
25/06/2012,18.8,-0.049802822
22/06/2012,19.76,-0.01556647
21/06/2012,20.07,-0.033320084
20/06/2012,20.75,0.066242784
19/06/2012,19.42,0.021338306
18/06/2012,19.01,-0.006292627
15/06/2012,19.13,0.034568717
14/06/2012,18.48,-0.008084118
13/06/2012,18.63,-0.037919235
12/06/2012,19.35,0.034168896
11/06/2012,18.7,-0.021164811
08/06/2012,19.1,0.002621233
07/06/2012,19.05,-0.005235614
06/06/2012,19.15,0.029141135
05/06/2012,18.6,0.035571466
04/06/2012,17.95,-0.013281878
01/06/2012,18.19,-0.050385791
31/05/2012,19.13,-0.003131527
30/05/2012,19.19,-0.044338473
29/05/2012,20.06,0.041216722
25/05/2012,19.25,0.018349139
24/05/2012,18.9,-0.025079684
23/05/2012,19.38,-0.006172859
22/05/2012,19.5,0.01030937
21/05/2012,19.3,0.020414213
18/05/2012,18.91,-0.003167901
17/05/2012,18.97,-0.023444679
16/05/2012,19.42,-0.016343571
15/05/2012,19.74,0.021506205
14/05/2012,19.32,-0.036589447
11/05/2012,20.04,-0.002491903
10/05/2012,20.09,-0.038090542
09/05/2012,20.87,-0.014744619
08/05/2012,21.18,0.004732617
07/05/2012,21.08,-0.027142518
04/05/2012,21.66,-0.053921417
03/05/2012,22.86,-0.03608639
02/05/2012,23.7,0.009752038
01/05/2012,23.47,0.000852515
30/04/2012,23.45,-0.0055284
27/04/2012,23.58,0.004675885
26/04/2012,23.47,0.016756568
25/04/2012,23.08,0.056597861
24/04/2012,21.81,-0.015920282
23/04/2012,22.16,-0.018775697
20/04/2012,22.58,0.006219478
19/04/2012,22.44,-0.013280408
18/04/2012,22.74,-0.02946487
17/04/2012,23.42,0.015057286
16/04/2012,23.07,0.001735358
13/04/2012,23.03,-0.014655435
12/04/2012,23.37,0.017264132
11/04/2012,22.97,0.00261552
10/04/2012,22.91,-0.036850785
09/04/2012,23.77,-0.017928352
05/04/2012,24.2,-0.008640251
04/04/2012,24.41,-0.02388294
03/04/2012,25,-0.016266972
02/04/2012,25.41,0.011478456
30/03/2012,25.12,-0.001988468
29/03/2012,25.17,0.001590458
28/03/2012,25.13,-0.016574965
27/03/2012,25.55,-0.005853675
26/03/2012,25.7,0.00781254
23/03/2012,25.5,-0.00039208
22/03/2012,25.51,-0.014399937
21/03/2012,25.88,-0.023296834
20/03/2012,26.49,-0.023872823
19/03/2012,27.13,0.011492249
16/03/2012,26.82,-0.007799482
15/03/2012,27.03,0.007799482
14/03/2012,26.82,-0.003721627
13/03/2012,26.92,0.026347026
12/03/2012,26.22,0.002290952
09/03/2012,26.16,0.02359421
08/03/2012,25.55,0.017769471
07/03/2012,25.1,0.015255214
06/03/2012,24.72,-0.027136541
05/03/2012,25.4,-0.022577837
02/03/2012,25.98,-0.005374293
01/03/2012,26.12,0.011164697
29/02/2012,25.83,-0.015748357
28/02/2012,26.24,0.015361285
27/02/2012,25.84,-0.006557401
24/02/2012,26.01,0.000769231
23/02/2012,25.99,0.011610038
22/02/2012,25.69,-0.008527183
21/02/2012,25.91,-0.004620724
17/02/2012,26.03,0.00500675
16/02/2012,25.9,0.021069839
15/02/2012,25.36,0.013098024
14/02/2012,25.03,-0.005180326
13/02/2012,25.16,0.017642799
10/02/2012,24.72,-0.006049625
09/02/2012,24.87,0.036859209
08/02/2012,23.97,0.005857757
07/02/2012,23.83,0.000419727
06/02/2012,23.82,-0.012515808
03/02/2012,24.12,0.041910896
02/02/2012,23.13,-0.006464147
01/02/2012,23.28,0.026993367
31/01/2012,22.66,0.007085946
30/01/2012,22.5,-0.013245227
27/01/2012,22.8,0.007926065
26/01/2012,22.62,-0.019265044
25/01/2012,23.06,-0.004758824
24/01/2012,23.17,0.002592914
23/01/2012,23.11,0.004771208
20/01/2012,23,-0.006500565
19/01/2012,23.15,0.034721132
18/01/2012,22.36,0.030883472
17/01/2012,21.68,0.029964789
13/01/2012,21.04,-0.021627547
12/01/2012,21.5,0.000930665
11/01/2012,21.48,0.00233046
10/01/2012,21.43,0.004677277
09/01/2012,21.33,0.021801811
06/01/2012,20.87,0.005284663
05/01/2012,20.76,0.028336043
04/01/2012,20.18,0.003474811
03/01/2012,20.11,0.022631089
30/12/2011,19.66,-0.012636003
29/12/2011,19.91,0.018246832
28/12/2011,19.55,-0.028241917
27/12/2011,20.11,0.009995086
23/12/2011,19.91,0.007056481
22/12/2011,19.77,0.018892571
21/12/2011,19.4,-0.027956077
20/12/2011,19.95,0.050897647
19/12/2011,18.96,-0.023971966
16/12/2011,19.42,-0.004623692
15/12/2011,19.51,0.014975751
14/12/2011,19.22,-0.026188916
13/12/2011,19.73,-0.027494859
12/12/2011,20.28,-0.018080141
09/12/2011,20.65,0.027991025
08/12/2011,20.08,-0.028475169
07/12/2011,20.66,-0.009633986
06/12/2011,20.86,-0.012387009
05/12/2011,21.12,0.019603783
02/12/2011,20.71,0.015081775
01/12/2011,20.4,0.00639294
30/11/2011,20.27,0.061025541
29/11/2011,19.07,0.002099738
28/11/2011,19.03,0.036932214
25/11/2011,18.34,-0.001089918
23/11/2011,18.36,-0.08954991
22/11/2011,20.08,-0.019236105
21/11/2011,20.47,0.007354777
18/11/2011,20.32,0.004438972
17/11/2011,20.23,-0.030666798
16/11/2011,20.86,-0.013333531
15/11/2011,21.14,0.021516489
14/11/2011,20.69,-0.010577022
11/11/2011,20.91,0.031085553
10/11/2011,20.27,0.021946018
09/11/2011,19.83,-0.057802572
08/11/2011,21.01,0.014381839
07/11/2011,20.71,0.005811154
04/11/2011,20.59,-0.000970874
03/11/2011,20.61,0.040094457
02/11/2011,19.8,0.004555817
01/11/2011,19.71,-0.042221319
31/10/2011,20.56,-0.036298159
28/10/2011,21.32,0.00942514
27/10/2011,21.12,0.046520016
26/10/2011,20.16,0.021560123
25/10/2011,19.73,-0.041693384
24/10/2011,20.57,0.032109452
21/10/2011,19.92,0.031619156
20/10/2011,19.3,-0.012358551
19/10/2011,19.54,-0.026264136
18/10/2011,20.06,0.022688142
17/10/2011,19.61,-0.023186523
14/10/2011,20.07,0.001495887
13/10/2011,20.04,-0.006961739
12/10/2011,20.18,0.017496072
11/10/2011,19.83,-0.016008346
10/10/2011,20.15,0.080042708
07/10/2011,18.6,-0.014411779
06/10/2011,18.87,0.009049836
05/10/2011,18.7,0.036486487
04/10/2011,18.03,0.056473516
03/10/2011,17.04,-0.04307298
30/09/2011,17.79,-0.047209644
29/09/2011,18.65,-0.010136123
28/09/2011,18.84,0.080662149
27/09/2011,17.38,0.038116605
26/09/2011,16.73,0.027266154
23/09/2011,16.28,0.012361097
22/09/2011,16.08,-0.046180745
21/09/2011,16.84,-0.026371291
20/09/2011,17.29,-0.012643847
19/09/2011,17.51,-0.008530049
16/09/2011,17.66,0.001133145
15/09/2011,17.64,0.009683926
14/09/2011,17.47,0.041490029
13/09/2011,16.76,0.044533128
12/09/2011,16.03,0.016986882
09/09/2011,15.76,-0.041633848
08/09/2011,16.43,-0.024648077
07/09/2011,16.84,0.056809166
06/09/2011,15.91,-0.028502549
02/09/2011,16.37,-0.022350674
01/09/2011,16.74,-0.006549592
31/08/2011,16.85,0.015550553
30/08/2011,16.59,0.004833846
29/08/2011,16.51,0.065710215
26/08/2011,15.46,0.045657947
25/08/2011,14.77,-0.01678455
24/08/2011,15.02,0.009364617
23/08/2011,14.88,0.052425797
22/08/2011,14.12,-0.007057192
19/08/2011,14.22,-0.003510007
18/08/2011,14.27,-0.12561648
17/08/2011,16.18,-0.014724192
16/08/2011,16.42,-0.012708189
15/08/2011,16.63,0.023115384
12/08/2011,16.25,-0.000615195
11/08/2011,16.26,0.107001878
10/08/2011,14.61,-0.061067411
09/08/2011,15.53,0.098018286
08/08/2011,14.08,-0.098661994
05/08/2011,15.54,-0.00896867
04/08/2011,15.68,-0.087277073
03/08/2011,17.11,0.02485335
02/08/2011,16.69,-0.062701904
01/08/2011,17.77,-0.029935717
29/07/2011,18.31,-0.013561369
28/07/2011,18.56,-0.020795204
27/07/2011,18.95,-0.051926339
26/07/2011,19.96,0.001504137
25/07/2011,19.93,-0.016422365
22/07/2011,20.26,0.021452556
21/07/2011,19.83,0
20/07/2011,19.83,-0.010035207
19/07/2011,20.03,0.037644323
18/07/2011,19.29,-0.025589933
15/07/2011,19.79,0.004050638
14/07/2011,19.71,-0.02505141
13/07/2011,20.21,0.012948388
12/07/2011,19.95,-0.011958289
11/07/2011,20.19,-0.055864307
08/07/2011,21.35,0.00140614
07/07/2011,21.32,0.023251344
06/07/2011,20.83,0.01890049
05/07/2011,20.44,-0.016015873
01/07/2011,20.77,0.027827033
30/06/2011,20.2,0.025571712
29/06/2011,19.69,0.007647246
28/06/2011,19.54,0.009771227
27/06/2011,19.35,0.010912033
24/06/2011,19.14,0.002092051
23/06/2011,19.1,-0.018158735
22/06/2011,19.45,0.031334156
21/06/2011,18.85,0.031800039
20/06/2011,18.26,-0.001641587
17/06/2011,18.29,-0.016807118
16/06/2011,18.6,-0.017057983
15/06/2011,18.92,-0.04242747
14/06/2011,19.74,0.029822261
13/06/2011,19.16,0.004184107
10/06/2011,19.08,-0.023311079
09/06/2011,19.53,0.012364918
08/06/2011,19.29,-0.030630266
07/06/2011,19.89,0.004030232
06/06/2011,19.81,-0.007042283
03/06/2011,19.95,-0.040761842
02/06/2011,20.78,0.014054023
01/06/2011,20.49,-0.051829998
31/05/2011,21.58,0.016822827
27/05/2011,21.22,0.015194974
26/05/2011,20.9,0.022255394
25/05/2011,20.44,0.002939738
24/05/2011,20.38,-0.009279676
23/05/2011,20.57,-0.008230499
20/05/2011,20.74,-0.005769247
19/05/2011,20.86,-0.000479272
18/05/2011,20.87,0.006248518
17/05/2011,20.74,-0.018629629
16/05/2011,21.13,-0.021073128
13/05/2011,21.58,-0.000463285
12/05/2011,21.59,0.000463285
11/05/2011,21.58,-0.007386922
10/05/2011,21.74,0.017165812
09/05/2011,21.37,0.017941935
06/05/2011,20.99,0.025085734
05/05/2011,20.47,0.049058886
04/05/2011,19.49,-0.034294838
03/05/2011,20.17,-0.005931802
02/05/2011,20.29,0.022428052
29/04/2011,19.84,-0.048694153
28/04/2011,20.83,-0.004311384
27/04/2011,20.92,0.020768677
26/04/2011,20.49,0.025705815
25/04/2011,19.97,0.003009029
21/04/2011,19.91,0.01416311
20/04/2011,19.63,0.032620029
19/04/2011,19,0.011114166
18/04/2011,18.79,-0.020543256
15/04/2011,19.18,0.012064138
14/04/2011,18.95,-0.016745551
13/04/2011,19.27,0.009384845
12/04/2011,19.09,-0.009384845
11/04/2011,19.27,-0.026627277
08/04/2011,19.79,-0.027904152
07/04/2011,20.35,-0.002944065
06/04/2011,20.41,-0.001468789
05/04/2011,20.44,-0.001466634
04/04/2011,20.47,0.021230123
01/04/2011,20.04,-0.019274133
31/03/2011,20.43,-0.036524963
30/03/2011,21.19,-0.008458697
29/03/2011,21.37,-0.000467836
28/03/2011,21.38,0.004688241
25/03/2011,21.28,-0.006557401
24/03/2011,21.42,0.020278931
23/03/2011,20.99,0.103298169
22/03/2011,18.93,-0.030179189
21/03/2011,19.51,0.048303353
18/03/2011,18.59,-0.011233068
17/03/2011,18.8,-0.039118417
16/03/2011,19.55,-0.04304969
15/03/2011,20.41,-0.000979432
14/03/2011,20.43,-0.002444391
11/03/2011,20.48,0.012776587
10/03/2011,20.22,-0.011310669
09/03/2011,20.45,-0.043537132
08/03/2011,21.36,0.001405482
07/03/2011,21.33,-0.021336616
04/03/2011,21.79,0.002297267
03/03/2011,21.74,0.011566171
02/03/2011,21.49,0.01831467
01/03/2011,21.1,-0.015518769
28/02/2011,21.43,0.023608273
25/02/2011,20.93,0.032041576
24/02/2011,20.27,0.023460023
23/02/2011,19.8,-0.061693569
22/02/2011,21.06,-0.069246084
18/02/2011,22.57,-0.018002682
17/02/2011,22.98,0.020664618
16/02/2011,22.51,0.022462759
15/02/2011,22.01,-0.016670807
14/02/2011,22.38,0.032700461
11/02/2011,21.66,0.013479172
10/02/2011,21.37,-0.00280374
09/02/2011,21.43,0.006084737
08/02/2011,21.3,-0.011668744
07/02/2011,21.55,0.015431683
04/02/2011,21.22,0.014238494
03/02/2011,20.92,0.013474699
02/02/2011,20.64,-0.003868477
01/02/2011,20.72,0.024921886
31/01/2011,20.21,0.019990671
28/01/2011,19.81,-0.039589534
27/01/2011,20.61,0.037572388
26/01/2011,19.85,0.004544315
