Date,Close,PCP
30/12/2013,268.43,-0.001079773
27/12/2013,268.72,-0.007599807
26/12/2013,270.77,-0.000775265
24/12/2013,270.98,0.008412286
23/12/2013,268.71,0.003205609
20/12/2013,267.85,0.014894773
19/12/2013,263.89,-0.003366943
18/12/2013,264.78,0.012197358
17/12/2013,261.57,0.016070639
16/12/2013,257.4,0.016807118
13/12/2013,253.11,-0.002012907
12/12/2013,253.62,0.007043119
11/12/2013,251.84,-0.005662148
10/12/2013,253.27,-0.001459825
09/12/2013,253.64,-0.002716698
06/12/2013,254.33,0.00753827
05/12/2013,252.42,-0.005570385
04/12/2013,253.83,-0.009917955
03/12/2013,256.36,-0.005523801
02/12/2013,257.78,-0.002595744
29/11/2013,258.45,-0.005825521
27/11/2013,259.96,0.00389278
26/11/2013,258.95,0.004683668
25/11/2013,257.74,-0.002015505
22/11/2013,258.26,0.018445228
21/11/2013,253.54,0.012102602
20/11/2013,250.49,-0.014387597
19/11/2013,254.12,-0.006862907
18/11/2013,255.87,0.022408905
15/11/2013,250.2,0.005329926
14/11/2013,248.87,0.002695799
13/11/2013,248.2,-0.006065372
12/11/2013,249.71,0.006266843
11/11/2013,248.15,-0.011857688
08/11/2013,251.11,0.015208045
07/11/2013,247.32,-0.021361667
06/11/2013,252.66,0.001544769
05/11/2013,252.27,-0.001782214
04/11/2013,252.72,-0.001423488
01/11/2013,253.08,-0.001460921
31/10/2013,253.45,0.005499411
30/10/2013,252.06,-0.011478737
29/10/2013,254.97,0.005032842
28/10/2013,253.69,-0.00440512
25/10/2013,254.81,-0.006337553
24/10/2013,256.43,0.040873992
23/10/2013,246.16,0.015351224
22/10/2013,242.41,0.00210609
21/10/2013,241.9,-0.005935225
18/10/2013,243.34,0.007258961
17/10/2013,241.58,0.007395439
16/10/2013,239.8,0.007324507
15/10/2013,238.05,-0.014430144
14/10/2013,241.51,0.006313624
11/10/2013,239.99,0.005724927
10/10/2013,238.62,0.0371844
09/10/2013,229.91,-0.012534742
08/10/2013,232.81,-0.006336994
07/10/2013,234.29,0.001708745
04/10/2013,233.89,0.011048886
03/10/2013,231.32,0.005070763
02/10/2013,230.15,-0.008910864
01/10/2013,232.21,0.021635407
30/09/2013,227.24,-0.00373356
27/09/2013,228.09,-0.008252061
26/09/2013,229.98,0.008602861
25/09/2013,228.01,-0.008646342
24/09/2013,229.99,0.006018335
23/09/2013,228.61,-0.015538507
20/09/2013,232.19,-0.013772673
19/09/2013,235.41,-0.007322009
18/09/2013,237.14,0.000210868
17/09/2013,237.09,0.011624092
16/09/2013,234.35,0.009087464
13/09/2013,232.23,0.009388115
12/09/2013,230.06,0.006235168
11/09/2013,228.63,0.019343475
10/09/2013,224.25,0.007429987
09/09/2013,222.59,0.012613472
06/09/2013,219.8,0.012866772
05/09/2013,216.99,-0.003634109
04/09/2013,217.78,0.018163784
03/09/2013,213.86,0.012326667
30/08/2013,211.24,-0.01096972
29/08/2013,213.57,0.005540441
28/08/2013,212.39,0.001319199
27/08/2013,212.11,-0.019330138
26/08/2013,216.25,-0.008793593
23/08/2013,218.16,-0.005576647
22/08/2013,219.38,0.019795334
21/08/2013,215.08,-0.003944229
20/08/2013,215.93,-0.006738694
19/08/2013,217.39,0.002072158
16/08/2013,216.94,-0.002945781
15/08/2013,217.58,-0.008831191
14/08/2013,219.51,-0.002411558
13/08/2013,220.04,0.017697954
12/08/2013,216.18,-0.01085767
09/08/2013,218.54,-0.010378826
08/08/2013,220.82,-0.0006338
07/08/2013,220.96,-0.004380327
06/08/2013,221.93,-0.012804616
05/08/2013,224.79,0.003520581
02/08/2013,224,-0.00249688
01/08/2013,224.56,0.012727608
31/07/2013,221.72,0.000135315
30/07/2013,221.69,-0.012372956
29/07/2013,224.45,-0.002447437
26/07/2013,225,-0.025017763
25/07/2013,230.7,-0.011035546
24/07/2013,233.26,-0.010575792
23/07/2013,235.74,0.003101436
22/07/2013,235.01,0.002300418
19/07/2013,234.47,0.005817203
18/07/2013,233.11,0.000514911
17/07/2013,232.99,0.005681589
16/07/2013,231.67,-0.011757774
15/07/2013,234.41,-0.001193775
12/07/2013,234.69,-0.010933239
11/07/2013,237.27,0.012511031
10/07/2013,234.32,0.001665777
09/07/2013,233.93,0.010442052
08/07/2013,231.5,-0.015048193
05/07/2013,235.01,0.020723012
03/07/2013,230.19,0.017308672
02/07/2013,226.24,-0.016526404
01/07/2013,230.01,0.01754354
28/06/2013,226.01,0.001638437
27/06/2013,225.64,0.026723347
26/06/2013,219.69,0.033887425
25/06/2013,212.37,0.012699787
24/06/2013,209.69,-0.009728857
21/06/2013,211.74,-0.008184045
20/06/2013,213.48,-0.014786153
19/06/2013,216.66,-0.022815372
18/06/2013,221.66,0.012301283
17/06/2013,218.95,-0.004465921
14/06/2013,219.93,-0.001317733
13/06/2013,220.22,0.018006947
12/06/2013,216.29,-0.013911751
11/06/2013,219.32,-0.000865939
10/06/2013,219.51,0.005161125
07/06/2013,218.38,0.015180119
06/06/2013,215.09,0.023425342
05/06/2013,210.11,-0.017877413
04/06/2013,213.9,-0.012359029
03/06/2013,216.56,0.012265532
31/05/2013,213.92,-0.009027936
30/05/2013,215.86,0.023957453
29/05/2013,210.75,-0.010196944
28/05/2013,212.91,0.010291848
24/05/2013,210.73,0.00513822
23/05/2013,209.65,-0.009730705
22/05/2013,211.7,-0.007716959
21/05/2013,213.34,-0.008122915
20/05/2013,215.08,0.009717886
17/05/2013,213,0.016425239
16/05/2013,209.53,-0.009358071
15/05/2013,211.5,-0.003728266
14/05/2013,212.29,0.018206088
13/05/2013,208.46,-0.007217487
10/05/2013,209.97,0.01579296
09/05/2013,206.68,0.07357217
08/05/2013,192.02,-0.007781333
07/05/2013,193.52,0.013107438
06/05/2013,191,0.00577581
03/05/2013,189.9,0.008567401
02/05/2013,188.28,-0.008725367
01/05/2013,189.93,-0.007135018
30/04/2013,191.29,0.020491871
29/04/2013,187.41,-0.000320102
26/04/2013,187.47,-0.00282313
25/04/2013,188,-0.004564037
24/04/2013,188.86,0.014560646
23/04/2013,186.13,0.003390472
22/04/2013,185.5,-0.002960573
19/04/2013,186.05,0.016092239
18/04/2013,183.08,-0.01226876
17/04/2013,185.34,-0.018602204
16/04/2013,188.82,0.022873751
15/04/2013,184.55,-0.023456147
12/04/2013,188.93,0.003977625
11/04/2013,188.18,0.004687342
10/04/2013,187.3,0.012031513
09/04/2013,185.06,0.011467205
08/04/2013,182.95,0.000163993
05/04/2013,182.92,-0.002293454
04/04/2013,183.34,-0.010039973
03/04/2013,185.19,0.000378062
02/04/2013,185.12,-0.00887365
01/04/2013,186.77,-0.015144156
28/03/2013,189.62,-0.001422888
27/03/2013,189.89,-0.007031935
26/03/2013,191.23,0.008454823
25/03/2013,189.62,-0.017201689
22/03/2013,192.91,-0.00010367
21/03/2013,192.93,-0.011748473
20/03/2013,195.21,0.006630199
19/03/2013,193.92,-0.000154691
18/03/2013,193.95,-0.002111716
15/03/2013,194.36,0.014250053
14/03/2013,191.61,0.005967354
13/03/2013,190.47,0.007483172
12/03/2013,189.05,-0.008375302
11/03/2013,190.64,0.000262309
08/03/2013,190.59,0.006263343
07/03/2013,189.4,0.000422476
06/03/2013,189.32,-0.001688833
05/03/2013,189.64,0.013965447
04/03/2013,187.01,0.006437445
01/03/2013,185.81,-0.00418905
28/02/2013,186.59,0.003328326
27/02/2013,185.97,0.014133937
26/02/2013,183.36,0.015111423
25/02/2013,180.61,-0.021309453
22/02/2013,184.5,0.010625355
21/02/2013,182.55,0.000712387
20/02/2013,182.42,-0.015286575
19/02/2013,185.23,-0.001294848
15/02/2013,185.47,0.004485161
14/02/2013,184.64,-0.001947842
13/02/2013,185,-0.009896811
12/02/2013,186.84,-0.015718251
11/02/2013,189.8,-0.007662873
08/02/2013,191.26,0.019268419
07/02/2013,187.61,0.004005667
06/02/2013,186.86,0.001767589
05/02/2013,186.53,0.010942621
04/02/2013,184.5,-0.011425
01/02/2013,186.62,0.017404904
31/01/2013,183.4,-0.006521762
30/01/2013,184.6,-0.016333911
29/01/2013,187.64,0.002347669
28/01/2013,187.2,-0.022658024
25/01/2013,191.49,0.00141099
24/01/2013,191.22,0.02617368
23/01/2013,186.28,-5.36812E-05
22/01/2013,186.29,0.005004719
18/01/2013,185.36,-0.004897354
17/01/2013,186.27,0.013403433
16/01/2013,183.79,-0.02869368
15/01/2013,189.14,0.006098712
14/01/2013,187.99,0.001011203
11/01/2013,187.8,-0.011699136
10/01/2013,190.01,0.009412083
09/01/2013,188.23,0.007786706
08/01/2013,186.77,-0.014247224
07/01/2013,189.45,-0.010867104
04/01/2013,191.52,-0.002451046
03/01/2013,191.99,-0.005143269
02/01/2013,192.98,0.018619785
31/12/2012,189.42,0.019295945
28/12/2012,185.8,-0.011398727
27/12/2012,187.93,0.003838572
26/12/2012,187.21,-0.004530079
24/12/2012,188.06,-0.000531604
21/12/2012,188.16,-0.003501516
20/12/2012,188.82,0.006695386
19/12/2012,187.56,-0.004415488
18/12/2012,188.39,0.010083043
17/12/2012,186.5,0.012409115
14/12/2012,184.2,0.006317416
13/12/2012,183.04,-0.007998954
12/12/2012,184.51,-0.000758479
11/12/2012,184.65,-5.4155E-05
10/12/2012,184.66,0.006029186
07/12/2012,183.55,0.003274218
06/12/2012,182.95,-0.006211877
05/12/2012,184.09,0.012792652
04/12/2012,181.75,0
03/12/2012,181.75,-0.008982916
30/11/2012,183.39,0.001527968
29/11/2012,183.11,0.00894161
28/11/2012,181.48,0.013480358
27/11/2012,179.05,0.003356647
26/11/2012,178.45,-0.004974996
23/11/2012,179.34,0.013585793
21/11/2012,176.92,0.000904773
20/11/2012,176.76,0.001302047
19/11/2012,176.53,0.014148219
16/11/2012,174.05,-0.001320587
15/11/2012,174.28,0.005639005
14/11/2012,173.3,-0.024228063
13/11/2012,177.55,-0.011980885
12/11/2012,179.69,0.047641623
09/11/2012,171.33,0.006558553
08/11/2012,170.21,-0.01839507
07/11/2012,173.37,-0.024668696
06/11/2012,177.7,0.013141687
05/11/2012,175.38,0.014010335
02/11/2012,172.94,-0.005018035
01/11/2012,173.81,0.004266612
31/10/2012,173.07,0.016780677
26/10/2012,170.19,0.017844384
25/10/2012,167.18,0.031906933
24/10/2012,161.93,0.001359535
23/10/2012,161.71,-0.020807311
22/10/2012,165.11,-0.003446299
19/10/2012,165.68,-0.017589445
18/10/2012,168.62,0.005172887
17/10/2012,167.75,-0.000119218
16/10/2012,167.77,0.007658746
15/10/2012,166.49,0.024811245
12/10/2012,162.41,-0.00338077
11/10/2012,162.96,0.01141741
10/10/2012,161.11,-0.00674278
09/10/2012,162.2,-0.008716524
08/10/2012,163.62,0.000366771
05/10/2012,163.56,-0.001466276
04/10/2012,163.8,0.004773279
03/10/2012,163.02,-0.000367985
02/10/2012,163.08,-0.011462142
01/10/2012,164.96,0.009869102
28/09/2012,163.34,0.003618637
27/09/2012,162.75,0.010438315
26/09/2012,161.06,0.000931764
25/09/2012,160.91,-0.002420783
24/09/2012,161.3,-0.012996395
21/09/2012,163.41,0.01361655
20/09/2012,161.2,0.010790013
19/09/2012,159.47,0.000752776
18/09/2012,159.35,0.006042695
17/09/2012,158.39,-0.01876345
14/09/2012,161.39,0.003973433
13/09/2012,160.75,0.01270872
12/09/2012,158.72,-0.004212386
11/09/2012,159.39,0.001883949
10/09/2012,159.09,-0.022560852
07/09/2012,162.72,-0.006737332
06/09/2012,163.82,0.033644785
05/09/2012,158.4,-0.012858888
04/09/2012,160.45,-0.003918768
31/08/2012,161.08,-0.001116833
30/08/2012,161.26,-0.012938385
29/08/2012,163.36,0.001041188
28/08/2012,163.19,-0.001408408
27/08/2012,163.42,-0.008712396
24/08/2012,164.85,0.019540605
23/08/2012,161.66,-0.011317626
22/08/2012,163.5,-0.007009018
21/08/2012,164.65,-0.000607165
20/08/2012,164.75,6.06999E-05
17/08/2012,164.74,0.017327848
16/08/2012,161.91,0.010680015
15/08/2012,160.19,0.001999626
14/08/2012,159.87,-0.003683705
13/08/2012,160.46,-0.007141335
10/08/2012,161.61,0.000866658
09/08/2012,161.47,0.012714412
08/08/2012,159.43,-0.000877743
07/08/2012,159.57,0.019043374
06/08/2012,156.56,0.001982034
03/08/2012,156.25,0.013790655
02/08/2012,154.11,0.012405487
01/08/2012,152.21,-0.021770363
31/07/2012,155.56,-0.003337187
30/07/2012,156.08,-0.013428146
27/07/2012,158.19,0.007869559
26/07/2012,156.95,-0.019371524
25/07/2012,160.02,-0.00567068
24/07/2012,160.93,-0.007737342
23/07/2012,162.18,-0.017359849
20/07/2012,165.02,-0.019919065
19/07/2012,168.34,0.004405556
18/07/2012,167.6,0.020251415
17/07/2012,164.24,0.009174937
16/07/2012,162.74,-0.001105448
13/07/2012,162.92,0.025487797
12/07/2012,158.82,-0.00389619
11/07/2012,159.44,-0.02324749
10/07/2012,163.19,0.002392713
09/07/2012,162.8,-0.003066546
06/07/2012,163.3,-0.014288129
05/07/2012,165.65,-0.011165922
03/07/2012,167.51,0.010019583
02/07/2012,165.84,0.00817369
29/06/2012,164.49,0.017849402
28/06/2012,161.58,-0.007153459
27/06/2012,162.74,0.000614666
26/06/2012,162.64,-0.007839335
25/06/2012,163.92,-0.006385135
22/06/2012,164.97,-0.000666566
21/06/2012,165.08,-0.015149983
20/06/2012,167.6,-0.012275186
19/06/2012,169.67,0.003424257
18/06/2012,169.09,0.012676855
15/06/2012,166.96,0.001498487
14/06/2012,166.71,0.008070388
13/06/2012,165.37,-0.013275462
12/06/2012,167.58,0.023730848
11/06/2012,163.65,-0.002014468
08/06/2012,163.98,-0.000609645
07/06/2012,164.08,0.01492061
06/06/2012,161.65,0.02018377
05/06/2012,158.42,-0.007170293
04/06/2012,159.56,-0.012765998
01/06/2012,161.61,-0.028066024
31/05/2012,166.21,-0.002463721
30/05/2012,166.62,-0.005207877
29/05/2012,167.49,0.010744724
25/05/2012,165.7,-0.015390908
24/05/2012,168.27,-0.004683849
23/05/2012,169.06,-0.006015233
22/05/2012,170.08,-0.010702169
21/05/2012,171.91,0.026107143
18/05/2012,167.48,0.00562842
17/05/2012,166.54,0.005298026
16/05/2012,165.66,-0.006618158
15/05/2012,166.76,-0.012751171
14/05/2012,168.9,-0.003428102
11/05/2012,169.48,0.00348731
10/05/2012,168.89,-0.00207021
09/05/2012,169.24,-0.018035388
08/05/2012,172.32,-0.000406138
07/05/2012,172.39,-0.003994563
04/05/2012,173.08,-0.022226311
03/05/2012,176.97,-0.010958552
02/05/2012,178.92,0.011467242
01/05/2012,176.88,0.002887475
30/04/2012,176.37,-0.005992104
27/04/2012,177.43,0.010823168
26/04/2012,175.52,0.004110533
25/04/2012,174.8,0.013361176
24/04/2012,172.48,0.007098418
23/04/2012,171.26,-0.015297552
20/04/2012,173.9,0.010520936
19/04/2012,172.08,-0.005909977
18/04/2012,173.1,0.000288892
17/04/2012,173.05,0.017664493
16/04/2012,170.02,0.000411801
13/04/2012,169.95,-0.007561805
12/04/2012,171.24,0.017912334
11/04/2012,168.2,0.02852426
10/04/2012,163.47,-0.025070025
09/04/2012,167.62,-0.015215947
05/04/2012,170.19,-0.009299128
04/04/2012,171.78,-0.005283491
03/04/2012,172.69,-0.01088501
02/04/2012,174.58,0.009669697
30/03/2012,172.9,0.006207777
29/03/2012,171.83,-0.008864741
28/03/2012,173.36,-0.009358472
27/03/2012,174.99,-0.007117873
26/03/2012,176.24,0.022609559
23/03/2012,172.3,0.008685316
22/03/2012,170.81,-0.011004158
21/03/2012,172.7,-0.001793411
20/03/2012,173.01,-0.014517541
19/03/2012,175.54,5.69687E-05
16/03/2012,175.53,0.000683878
15/03/2012,175.41,-0.001822635
14/03/2012,175.73,-0.000398259
13/03/2012,175.8,0.020980795
12/03/2012,172.15,-0.013386617
09/03/2012,174.47,0.016878038
08/03/2012,171.55,0.038989903
07/03/2012,164.99,-0.001635125
06/03/2012,165.26,-0.011311793
05/03/2012,167.14,-0.001136126
02/03/2012,167.33,-0.00536418
01/03/2012,168.23,0.004766737
29/02/2012,167.43,-0.001730569
28/02/2012,167.72,-0.00131085
27/02/2012,167.94,-0.004930068
24/02/2012,168.77,0.009884563
23/02/2012,167.11,-0.002748896
22/02/2012,167.57,0.000238735
21/02/2012,167.53,0.000119389
17/02/2012,167.51,0.003408585
16/02/2012,166.94,-0.008351277
15/02/2012,168.34,-0.011340937
14/02/2012,170.26,-0.003927436
13/02/2012,170.93,0.014912014
10/02/2012,168.4,-0.011336919
09/02/2012,170.32,-0.008186223
08/02/2012,171.72,0.011774145
07/02/2012,169.71,-0.000117841
06/02/2012,169.73,-0.012762145
03/02/2012,171.91,0.029576253
02/02/2012,166.9,0.002699867
01/02/2012,166.45,0.016781662
31/01/2012,163.68,-0.006090895
30/01/2012,164.68,-0.011111225
27/01/2012,166.52,0.001081536
26/01/2012,166.34,-0.058039754
25/01/2012,176.28,0.012501233
24/01/2012,174.09,-0.009376319
23/01/2012,175.73,-0.008104553
20/01/2012,177.16,-0.000846334
19/01/2012,177.31,0.015459245
18/01/2012,174.59,0.007127696
17/01/2012,173.35,0.016577375
13/01/2012,170.5,-0.01125606
12/01/2012,172.43,-0.00768368
11/01/2012,173.76,-0.008024805
10/01/2012,175.16,0.026729969
09/01/2012,170.54,0.005350279
06/01/2012,169.63,0.004194364
05/01/2012,168.92,-0.000118392
04/01/2012,168.94,0.000473653
03/01/2012,168.86,0.024398033
30/12/2011,164.79,-0.012243451
29/12/2011,166.82,0.019735491
28/12/2011,163.56,-0.012938677
27/12/2011,165.69,0.007025648
23/12/2011,164.53,0.002799758
22/12/2011,164.07,0.004336812
21/12/2011,163.36,0.003741073
20/12/2011,162.75,0.042359274
19/12/2011,156,-0.000192289
16/12/2011,156.03,0.000576979
15/12/2011,155.94,0.012194093
14/12/2011,154.05,-0.006147892
13/12/2011,155,-0.023212367
12/12/2011,158.64,-0.022932211
09/12/2011,162.32,0.025520025
08/12/2011,158.23,-0.030129886
07/12/2011,163.07,0.006398053
06/12/2011,162.03,-0.015189855
05/12/2011,164.51,0.016733971
02/12/2011,161.78,-0.012775017
01/12/2011,163.86,-0.005416769
30/11/2011,164.75,0.034833386
29/11/2011,159.11,0.001131933
28/11/2011,158.93,0.038483553
25/11/2011,152.93,0.005770886
23/11/2011,152.05,-0.016049405
22/11/2011,154.51,-0.019991695
21/11/2011,157.63,-0.008653688
18/11/2011,159,0.003465116
17/11/2011,158.45,-0.019808815
16/11/2011,161.62,-0.018270387
15/11/2011,164.6,0.002554901
14/11/2011,164.18,-0.019064284
11/11/2011,167.34,0.007798948
10/11/2011,166.04,0.010839066
09/11/2011,164.25,-0.033172722
08/11/2011,169.79,0.010836524
07/11/2011,167.96,-0.000654703
04/11/2011,168.07,0.007405229
03/11/2011,166.83,0.030737942
02/11/2011,161.78,0.022503762
01/11/2011,158.18,-0.030936398
31/10/2011,163.15,0.007567637
28/10/2011,161.92,-0.027712727
27/10/2011,166.47,-0.036335463
26/10/2011,172.63,0.007967706
25/10/2011,171.26,-0.010917646
24/10/2011,173.14,0.021247589
21/10/2011,169.5,0.026604469
20/10/2011,165.05,0.004737043
19/10/2011,164.27,-0.016961324
18/10/2011,167.08,0.033224839
17/10/2011,161.62,-0.02227209
14/10/2011,165.26,0.009851098
13/10/2011,163.64,-0.000977278
12/10/2011,163.8,-0.0005493
11/10/2011,163.89,0.011784338
10/10/2011,161.97,0.034546835
07/10/2011,156.47,0.009374667
06/10/2011,155.01,0.015603983
05/10/2011,152.61,0.046885159
04/10/2011,145.62,-0.018439032
03/10/2011,148.33,-0.046948942
30/09/2011,155.46,-0.016776027
29/09/2011,158.09,-0.025295668
28/09/2011,162.14,-0.03138822
27/09/2011,167.31,0.026343607
26/09/2011,162.96,0.005229655
23/09/2011,162.11,0.031456228
22/09/2011,157.09,-0.025951002
21/09/2011,161.22,-0.057957554
20/09/2011,170.84,0.000292714
19/09/2011,170.79,-0.004090224
16/09/2011,171.49,0.010846411
15/09/2011,169.64,0.014727107
14/09/2011,167.16,0.01945093
13/09/2011,163.94,0.031162503
12/09/2011,158.91,0.013366896
09/09/2011,156.8,-0.018826761
08/09/2011,159.78,-0.005430217
07/09/2011,160.65,0.028475045
06/09/2011,156.14,0.000256213
02/09/2011,156.1,-0.028357706
01/09/2011,160.59,-0.020096842
31/08/2011,163.85,-0.01098612
30/08/2011,165.66,0.010436988
29/08/2011,163.94,0.035324446
26/08/2011,158.25,0.029889347
25/08/2011,153.59,-0.010814417
24/08/2011,155.26,0.030540219
23/08/2011,150.59,0.041558259
22/08/2011,144.46,0.014011592
19/08/2011,142.45,0.011863708
18/08/2011,140.77,-0.076029222
17/08/2011,151.89,0.011854836
16/08/2011,150.1,-0.016125118
15/08/2011,152.54,0.001115083
12/08/2011,152.37,0.016543522
11/08/2011,149.87,0.062001762
10/08/2011,140.86,-0.035771637
09/08/2011,145.99,0.050648181
08/08/2011,138.78,-0.073067759
05/08/2011,149.3,0.002884263
04/08/2011,148.87,-0.050302006
03/08/2011,156.55,-0.002488119
02/08/2011,156.94,-0.024049003
01/08/2011,160.76,-0.003849263
29/07/2011,161.38,0.014040354
28/07/2011,159.13,0.01954501
27/07/2011,156.05,-0.026683424
26/07/2011,160.27,-0.014863716
25/07/2011,162.67,-0.016643174
22/07/2011,165.4,-0.012735965
21/07/2011,167.52,0.031286655
20/07/2011,162.36,0.000554477
19/07/2011,162.27,0.018409625
18/07/2011,159.31,-0.013529306
15/07/2011,161.48,0.006211972
14/07/2011,160.48,-0.008438869
13/07/2011,161.84,0.005700846
12/07/2011,160.92,-0.005453658
11/07/2011,161.8,-0.006100022
08/07/2011,162.79,-0.00850236
07/07/2011,164.18,-0.03483505
06/07/2011,170,0.01708632
05/07/2011,167.12,0.007688649
01/07/2011,165.84,0.007201459
30/06/2011,164.65,0.016657866
29/06/2011,161.93,0.013992331
28/06/2011,159.68,0.029359674
27/06/2011,155.06,0.008289129
24/06/2011,153.78,-0.00654635
23/06/2011,154.79,-0.017673509
22/06/2011,157.55,0.004516691
21/06/2011,156.84,0.011607531
20/06/2011,155.03,0.013507576
17/06/2011,152.95,0.007678967
16/06/2011,151.78,0.004357881
15/06/2011,151.12,-0.014126849
14/06/2011,153.27,0.032694136
13/06/2011,148.34,-0.00060653
10/06/2011,148.43,-0.018093093
09/06/2011,151.14,-0.000991965
08/06/2011,151.29,-0.010062233
07/06/2011,152.82,-0.002875067
06/06/2011,153.26,0.00078329
03/06/2011,153.14,-0.003845281
02/06/2011,153.73,0.002801031
01/06/2011,153.3,-0.024485759
31/05/2011,157.1,0.002996209
27/05/2011,156.63,0.003389509
26/05/2011,156.1,0.016470581
25/05/2011,153.55,0.019664571
24/05/2011,150.56,-0.007477289
23/05/2011,151.69,-0.010688276
20/05/2011,153.32,-0.009929666
19/05/2011,154.85,0.000839875
18/05/2011,154.72,0.014845956
17/05/2011,152.44,-0.022828488
16/05/2011,155.96,0.005207173
13/05/2011,155.15,-0.014588524
12/05/2011,157.43,0.007843678
11/05/2011,156.2,-0.011331205
10/05/2011,157.98,0.002725575
09/05/2011,157.55,-0.001458789
06/05/2011,157.78,0.024443879
05/05/2011,153.97,0.003513341
04/05/2011,153.43,-0.009987113
03/05/2011,154.97,0.006863534
02/05/2011,153.91,-0.003955522
29/04/2011,154.52,0.006622971
28/04/2011,153.5,0.01133435
27/04/2011,151.77,0.006411761
26/04/2011,150.8,0.016110513
25/04/2011,148.39,-0.011391171
21/04/2011,150.09,0.01300984
20/04/2011,148.15,0.034611709
19/04/2011,143.11,0.005184263
18/04/2011,142.37,-0.012008802
15/04/2011,144.09,0.012922333
14/04/2011,142.24,-0.010072833
13/04/2011,143.68,-0.002294137
12/04/2011,144.01,-0.012833072
11/04/2011,145.87,-0.002601672
08/04/2011,146.25,-0.006406783
07/04/2011,147.19,-0.003526623
06/04/2011,147.71,0.001558319
05/04/2011,147.48,-0.008708916
04/04/2011,148.77,-0.005630419
01/04/2011,149.61,0.016375581
31/03/2011,147.18,-0.003662262
30/03/2011,147.72,-0.002906684
29/03/2011,148.15,0.015303818
28/03/2011,145.9,-0.000205599
25/03/2011,145.93,0.005703895
24/03/2011,145.1,0.007957143
23/03/2011,143.95,0.012583179
22/03/2011,142.15,-0.005262247
21/03/2011,142.9,0.018789844
18/03/2011,140.24,0.007802753
17/03/2011,139.15,0.009168746
16/03/2011,137.88,-0.027681201
15/03/2011,141.75,-0.016928216
14/03/2011,144.17,-0.010625186
11/03/2011,145.71,0.042192663
10/03/2011,139.69,-0.0135805
09/03/2011,141.6,0.014224991
08/03/2011,139.6,0.021870667
07/03/2011,136.58,-0.018641964
04/03/2011,139.15,-0.016605876
03/03/2011,141.48,0.026355006
02/03/2011,137.8,-0.001015449
01/03/2011,137.94,-0.027246135
28/02/2011,141.75,-0.003380523
25/02/2011,142.23,0.014090225
24/02/2011,140.24,-0.009439054
23/02/2011,141.57,-0.015490059
22/02/2011,143.78,-0.033175643
18/02/2011,148.63,-0.003157226
17/02/2011,149.1,-0.010076492
16/02/2011,150.61,-0.002850988
15/02/2011,151.04,-0.001389395
14/02/2011,151.25,0.013043374
11/02/2011,149.29,-0.001338778
10/02/2011,149.49,0.001807774
09/02/2011,149.22,0.009764716
08/02/2011,147.77,0.002574876
07/02/2011,147.39,0.016486333
04/02/2011,144.98,0.015641068
03/02/2011,142.73,-0.000840395
02/02/2011,142.85,-0.006975961
01/02/2011,143.85,0.005996392
31/01/2011,142.99,0.014156661
