Date,Close,SJM
27/06/2011,75.48,0.00771383
24/06/2011,74.9,-0.017601195
23/06/2011,76.23,-0.018327672
22/06/2011,77.64,-0.010123749
21/06/2011,78.43,0.007037327
20/06/2011,77.88,0.010844413
17/06/2011,77.04,0.012407917
16/06/2011,76.09,-0.004327592
15/06/2011,76.42,-0.018154026
14/06/2011,77.82,0.012022639
13/06/2011,76.89,-0.001559455
10/06/2011,77.01,-0.014438822
09/06/2011,78.13,0.022522308
08/06/2011,76.39,-0.01841816
07/06/2011,77.81,0.006317303
06/06/2011,77.32,-0.011061206
03/06/2011,78.18,-0.00980088
02/06/2011,78.95,-0.004927674
01/06/2011,79.34,0.000756525
31/05/2011,79.28,0.012949273
27/05/2011,78.26,0.012083962
26/05/2011,77.32,0.013017627
25/05/2011,76.32,-0.013664081
24/05/2011,77.37,0.005963201
23/05/2011,76.91,-0.011634051
20/05/2011,77.81,0.007481975
19/05/2011,77.23,0.011852955
18/05/2011,76.32,-0.005097051
17/05/2011,76.71,0.019614925
16/05/2011,75.22,-0.002920485
13/05/2011,75.44,-0.005683711
12/05/2011,75.87,0.015139731
11/05/2011,74.73,-0.008793022
10/05/2011,75.39,0.009730167
09/05/2011,74.66,0.008338986
06/05/2011,74.04,0.002027987
05/05/2011,73.89,-0.015177244
04/05/2011,75.02,-0.001198961
03/05/2011,75.11,-0.001596382
02/05/2011,75.23,0.002129076
29/04/2011,75.07,0.0011996
28/04/2011,74.98,0
27/04/2011,74.98,0.008706773
26/04/2011,74.33,0.018466241
25/04/2011,72.97,-0.008460749
21/04/2011,73.59,-0.008389765
20/04/2011,74.21,0.013020664
19/04/2011,73.25,-0.006124551
18/04/2011,73.7,-0.01012496
15/04/2011,74.45,0.000403036
14/04/2011,74.42,0.001210084
13/04/2011,74.33,0.006749486
12/04/2011,73.83,0.010894837
11/04/2011,73.03,-0.00054757
08/04/2011,73.07,-0.000136846
07/04/2011,73.08,-0.004505435
06/04/2011,73.41,0.004231799
05/04/2011,73.1,-0.000410313
04/04/2011,73.13,0.009480046
01/04/2011,72.44,0.01460083
31/03/2011,71.39,0.001822643
30/03/2011,71.26,-0.007688582
29/03/2011,71.81,-0.008320669
28/03/2011,72.41,-0.000552257
25/03/2011,72.45,0.008872927
24/03/2011,71.81,-0.001669682
23/03/2011,71.93,0.002923775
22/03/2011,71.72,-0.006808892
21/03/2011,72.21,0.024959232
18/03/2011,70.43,0.018485874
17/03/2011,69.14,-0.002311472
16/03/2011,69.3,-0.004175973
15/03/2011,69.59,-0.008727432
14/03/2011,70.2,-0.016949558
11/03/2011,71.4,0.016664699
10/03/2011,70.22,-0.00822583
09/03/2011,70.8,0.005949869
08/03/2011,70.38,0.012438505
07/03/2011,69.51,-0.004306639
04/03/2011,69.81,0.001576948
03/03/2011,69.7,0.021755753
02/03/2011,68.2,0.005587428
01/03/2011,67.82,-0.014927835
28/02/2011,68.84,0.004805251
25/02/2011,68.51,0.015000281
24/02/2011,67.49,0.000741125
23/02/2011,67.44,0.000296604
22/02/2011,67.42,0.001335807
18/02/2011,67.33,0.010150856
17/02/2011,66.65,0.041353519
16/02/2011,63.95,0.016396394
15/02/2011,62.91,0.000954199
14/02/2011,62.85,0.001911133
11/02/2011,62.73,0.003353297
10/02/2011,62.52,-0.007171917
09/02/2011,62.97,-0.011055072
08/02/2011,63.67,0.012644392
07/02/2011,62.87,0.006863007
04/02/2011,62.44,0.00304756
03/02/2011,62.25,0.017011346
02/02/2011,61.2,-0.008298803
01/02/2011,61.71,-0.007265714
31/01/2011,62.16,0.005161302
28/01/2011,61.84,0.001780368
27/01/2011,61.73,-0.009833238
26/01/2011,62.34,-0.012275961
25/01/2011,63.11,-0.010089948
24/01/2011,63.75,0.006294277
21/01/2011,63.35,-0.001577287
20/01/2011,63.45,0.003631487
19/01/2011,63.22,-0.008505328
18/01/2011,63.76,0.005662173
14/01/2011,63.4,-0.010200167
13/01/2011,64.05,-0.002027607
12/01/2011,64.18,0.006408775
11/01/2011,63.77,0.009295065
10/01/2011,63.18,0.006829217
07/01/2011,62.75,0.005593303
06/01/2011,62.4,-0.013529852
05/01/2011,63.25,-0.000632211
04/01/2011,63.29,-0.035390935
03/01/2011,65.57,-0.001219326
31/12/2010,65.65,0.001829548
30/12/2010,65.53,0.002138711
29/12/2010,65.39,-0.001986098
28/12/2010,65.52,-0.004872117
27/12/2010,65.84,0
23/12/2010,65.84,0.00304229
22/12/2010,65.64,0.001677213
21/12/2010,65.53,-0.001524855
20/12/2010,65.63,-0.003498368
17/12/2010,65.86,0.005023224
16/12/2010,65.53,0.001221561
15/12/2010,65.45,-0.001221561
14/12/2010,65.53,-0.000305157
13/12/2010,65.55,0.000763068
10/12/2010,65.5,0.003058106
09/12/2010,65.3,-0.000918414
08/12/2010,65.36,0.004907985
07/12/2010,65.04,0.004623217
06/12/2010,64.74,-0.003238495
03/12/2010,64.95,-0.00307456
