Date,Close,BWA
22/07/2013,91.66,0.005360183
19/07/2013,91.17,0.00384637
18/07/2013,90.82,0.016206371
17/07/2013,89.36,0.024354152
16/07/2013,87.21,-0.018180253
15/07/2013,88.81,-0.005502232
12/07/2013,89.3,0.005051933
11/07/2013,88.85,0.018171994
10/07/2013,87.25,0.005977716
09/07/2013,86.73,0.00439104
08/07/2013,86.35,0.000695088
05/07/2013,86.29,0.021317275
03/07/2013,84.47,-0.005784116
02/07/2013,84.96,-0.01495355
01/07/2013,86.24,0.001044144
28/06/2013,86.15,-0.003244875
27/06/2013,86.43,0.022110043
26/06/2013,84.54,0.018022807
25/06/2013,83.03,0.014069365
24/06/2013,81.87,-0.016835618
21/06/2013,83.26,0.001682895
20/06/2013,83.12,-0.031500532
19/06/2013,85.78,-0.010898659
18/06/2013,86.72,0.004970821
17/06/2013,86.29,0.020488921
14/06/2013,84.54,-0.01362803
13/06/2013,85.7,0.028644401
12/06/2013,83.28,-0.003954706
11/06/2013,83.61,-0.00274709
10/06/2013,83.84,0.014658439
07/06/2013,82.62,0.029852963
06/06/2013,80.19,0.009270926
05/06/2013,79.45,-0.011637496
04/06/2013,80.38,-0.001864397
03/06/2013,80.53,-0.006683193
31/05/2013,81.07,-0.020994302
30/05/2013,82.79,-0.000845155
29/05/2013,82.86,0.002053761
28/05/2013,82.69,0.008867352
24/05/2013,81.96,-0.002315521
23/05/2013,82.15,-0.00643089
22/05/2013,82.68,-0.015243649
21/05/2013,83.95,-0.010192077
20/05/2013,84.81,-0.006346989
17/05/2013,85.35,0.025272746
16/05/2013,83.22,-0.007780277
15/05/2013,83.87,0.006339355
14/05/2013,83.34,0.017185465
13/05/2013,81.92,-0.00365542
10/05/2013,82.22,0.005488153
09/05/2013,81.77,-0.004149384
08/05/2013,82.11,0.0184371
07/05/2013,80.61,0.015628248
06/05/2013,79.36,0.000252048
03/05/2013,79.34,0.020115255
02/05/2013,77.76,0.001802034
01/05/2013,77.62,-0.007060816
30/04/2013,78.17,-0.012837799
29/04/2013,79.18,0.015912754
26/04/2013,77.93,0.004888098
25/04/2013,77.55,0.031170674
24/04/2013,75.17,0.024373387
23/04/2013,73.36,0.008349922
22/04/2013,72.75,0.000825083
19/04/2013,72.69,0.025780011
18/04/2013,70.84,-0.010950552
17/04/2013,71.62,-0.033771226
16/04/2013,74.08,0.030982602
15/04/2013,71.82,-0.040788577
12/04/2013,74.81,-0.007855709
11/04/2013,75.4,0.009059481
10/04/2013,74.72,0.02960966
09/04/2013,72.54,-0.000551268
08/04/2013,72.58,-0.008779206
05/04/2013,73.22,-0.010461341
04/04/2013,73.99,-0.00633212
03/04/2013,74.46,-0.011483635
02/04/2013,75.32,-0.018025618
01/04/2013,76.69,-0.008439964
28/03/2013,77.34,-0.005930145
27/03/2013,77.8,0.005413082
26/03/2013,77.38,0.017731886
25/03/2013,76.02,-0.005247978
22/03/2013,76.42,-0.009247868
21/03/2013,77.13,-0.016841691
20/03/2013,78.44,0.005753388
19/03/2013,77.99,-0.007536601
18/03/2013,78.58,-0.014904912
15/03/2013,79.76,-0.002129126
14/03/2013,79.93,0.010059182
13/03/2013,79.13,-0.00189382
12/03/2013,79.28,-0.002393702
11/03/2013,79.47,-0.00037743
08/03/2013,79.5,0.025350061
07/03/2013,77.51,0.004266604
06/03/2013,77.18,0.021742834
05/03/2013,75.52,0.011586998
04/03/2013,74.65,-0.005610488
01/03/2013,75.07,0.00883067
28/02/2013,74.41,-0.00576216
27/02/2013,74.84,0.020246339
26/02/2013,73.34,0.00766497
25/02/2013,72.78,-0.022686567
22/02/2013,74.45,0.000940671
21/02/2013,74.38,-0.017194692
20/02/2013,75.67,-0.014822859
19/02/2013,76.8,0.009024978
15/02/2013,76.11,0.012826622
14/02/2013,75.14,-0.000399175
13/02/2013,75.17,-0.003187677
12/02/2013,75.41,0.006385548
11/02/2013,74.93,-0.000133449
08/02/2013,74.94,0.020900107
07/02/2013,73.39,-0.010032622
06/02/2013,74.13,-0.001617469
05/02/2013,74.25,0.012740752
04/02/2013,73.31,-0.016236319
01/02/2013,74.51,0.004438773
31/01/2013,74.18,-0.013390666
30/01/2013,75.18,-0.00966319
29/01/2013,75.91,-0.004468987
28/01/2013,76.25,-0.013547166
25/01/2013,77.29,0.00988176
24/01/2013,76.53,0.018595986
23/01/2013,75.12,-0.005707854
22/01/2013,75.55,-0.001058341
18/01/2013,75.63,-0.00488031
17/01/2013,76,0.005938652
16/01/2013,75.55,0.025742137
15/01/2013,73.63,0.022803186
14/01/2013,71.97,0.003758618
11/01/2013,71.7,-0.010681936
10/01/2013,72.47,-0.00192997
09/01/2013,72.61,0.001654032
08/01/2013,72.49,-0.013700721
07/01/2013,73.49,-0.004073879
04/01/2013,73.79,-0.008098303
03/01/2013,74.39,-0.00161182
02/01/2013,74.51,0.03955898
31/12/2012,71.62,0.022165092
28/12/2012,70.05,-0.005977815
27/12/2012,70.47,0.015012077
26/12/2012,69.42,0.007373705
24/12/2012,68.91,0.00392585
21/12/2012,68.64,0.001166181
20/12/2012,68.56,0.008789977
19/12/2012,67.96,0.006791699
18/12/2012,67.5,0.015527335
17/12/2012,66.46,-0.000150455
14/12/2012,66.47,0
13/12/2012,66.47,-0.007941901
12/12/2012,67,-0.000895122
11/12/2012,67.06,-0.007280323
10/12/2012,67.55,0.004451046
07/12/2012,67.25,0.012418803
06/12/2012,66.42,-0.000602047
05/12/2012,66.46,-0.002554664
04/12/2012,66.63,0.004965029
03/12/2012,66.3,0
30/11/2012,66.3,-0.000753864
29/11/2012,66.35,0.017637678
28/11/2012,65.19,0.003842316
27/11/2012,64.94,0.002466853
26/11/2012,64.78,-0.007995123
23/11/2012,65.3,0.024493551
21/11/2012,63.72,0.003143668
20/11/2012,63.52,0.000472404
19/11/2012,63.49,0.027788438
16/11/2012,61.75,-0.002910739
15/11/2012,61.93,0.0081064
14/11/2012,61.43,-0.011652503
13/11/2012,62.15,-0.005775726
12/11/2012,62.51,-0.011452328
09/11/2012,63.23,0.017871865
08/11/2012,62.11,-0.047324715
07/11/2012,65.12,-0.044745491
06/11/2012,68.1,0.011816977
05/11/2012,67.3,0.014216476
02/11/2012,66.35,-0.007357943
01/11/2012,66.84,0.01537796
31/10/2012,65.82,0.032582207
26/10/2012,63.71,-0.014801236
25/10/2012,64.66,0.010259689
24/10/2012,64,-0.007316916
23/10/2012,64.47,-0.021027557
22/10/2012,65.84,0.000759705
19/10/2012,65.79,-0.016880582
18/10/2012,66.91,-0.00164265
17/10/2012,67.02,-0.003128494
16/10/2012,67.23,0.005668273
15/10/2012,66.85,0.004197278
12/10/2012,66.57,-0.004346855
11/10/2012,66.86,0.000748111
10/10/2012,66.81,-0.038754299
09/10/2012,69.45,-0.044220102
08/10/2012,72.59,-0.015175628
05/10/2012,73.7,0.007353976
04/10/2012,73.16,0.030955348
03/10/2012,70.93,-0.010378775
02/10/2012,71.67,0.007422483
01/10/2012,71.14,0.028950328
28/09/2012,69.11,-0.003899203
27/09/2012,69.38,0.005637075
26/09/2012,68.99,-0.012531673
25/09/2012,69.86,-0.036817422
24/09/2012,72.48,0.002624855
21/09/2012,72.29,-0.024999594
20/09/2012,74.12,-0.026100017
19/09/2012,76.08,0.005800174
18/09/2012,75.64,-0.005274274
17/09/2012,76.04,-0.026474424
14/09/2012,78.08,0.027527056
13/09/2012,75.96,0.02654728
12/09/2012,73.97,0.008280778
11/09/2012,73.36,0.024004463
10/09/2012,71.62,-0.010555654
07/09/2012,72.38,0.038160209
06/09/2012,69.67,0.040122512
05/09/2012,66.93,-0.00536434
04/09/2012,67.29,-0.021901368
31/08/2012,68.78,0.016861333
30/08/2012,67.63,-0.021792453
29/08/2012,69.12,0.012520181
28/08/2012,68.26,-0.005405813
27/08/2012,68.63,0.002918432
24/08/2012,68.43,-0.008874722
23/08/2012,69.04,-0.011234455
22/08/2012,69.82,-0.000858984
21/08/2012,69.88,-0.008123753
20/08/2012,70.45,-0.011291581
17/08/2012,71.25,-0.001542669
16/08/2012,71.36,0.008867677
15/08/2012,70.73,0.004676548
14/08/2012,70.4,-0.019830479
13/08/2012,71.81,0.006846949
10/08/2012,71.32,0.018967306
09/08/2012,69.98,0.00904334
08/08/2012,69.35,-0.009900361
07/08/2012,70.04,0.032504312
06/08/2012,67.8,0.027968622
03/08/2012,65.93,0.033938164
02/08/2012,63.73,-0.034089828
01/08/2012,65.94,-0.017438806
31/07/2012,67.1,-0.000744879
30/07/2012,67.15,-0.002528446
27/07/2012,67.32,0.066481386
26/07/2012,62.99,0.01374702
25/07/2012,62.13,0.02592466
24/07/2012,60.54,-0.036332248
23/07/2012,62.78,-0.01909027
20/07/2012,63.99,-0.020265215
19/07/2012,65.3,0.012326812
18/07/2012,64.5,0.008094689
17/07/2012,63.98,0.006900906
16/07/2012,63.54,-0.018091573
13/07/2012,64.7,0.023615141
12/07/2012,63.19,-0.003633208
11/07/2012,63.42,-0.002676956
10/07/2012,63.59,-0.010481128
09/07/2012,64.26,-0.015441937
06/07/2012,65.26,-0.028847428
05/07/2012,67.17,0.013640322
03/07/2012,66.26,0.015666911
02/07/2012,65.23,-0.005503759
29/06/2012,65.59,0.016602995
28/06/2012,64.51,0.00481704
27/06/2012,64.2,0.001090938
26/06/2012,64.13,0.000467909
25/06/2012,64.1,-0.021605779
22/06/2012,65.5,0.00076365
21/06/2012,65.45,-0.03733847
20/06/2012,67.94,-0.009521789
19/06/2012,68.59,0.039401514
18/06/2012,65.94,0.011439155
15/06/2012,65.19,0.031476578
14/06/2012,63.17,-0.021765519
13/06/2012,64.56,-0.022211222
12/06/2012,66.01,0.005316334
11/06/2012,65.66,-0.036927733
08/06/2012,68.13,0.012851938
07/06/2012,67.26,-0.001634109
06/06/2012,67.37,0.022820387
05/06/2012,65.85,0.016382514
04/06/2012,64.78,-0.027557502
01/06/2012,66.59,-0.074633439
31/05/2012,71.75,-0.013703585
30/05/2012,72.74,-0.047650429
29/05/2012,76.29,0.026027229
25/05/2012,74.33,-0.019319767
24/05/2012,75.78,-0.015061512
23/05/2012,76.93,0.00678234
22/05/2012,76.41,0.001309586
21/05/2012,76.31,0.040243382
18/05/2012,73.3,-0.00544219
17/05/2012,73.7,-0.020281402
16/05/2012,75.21,0.001330495
15/05/2012,75.11,-0.015981321
14/05/2012,76.32,-0.016374635
11/05/2012,77.58,0.003745081
10/05/2012,77.29,0.000517665
09/05/2012,77.25,-0.00632301
08/05/2012,77.74,-0.014050557
07/05/2012,78.84,0.010968099
04/05/2012,77.98,-0.021942665
03/05/2012,79.71,-0.025270761
02/05/2012,81.75,0.018519048
01/05/2012,80.25,0.015192709
30/04/2012,79.04,-0.008566442
27/04/2012,79.72,-0.003381132
26/04/2012,79.99,-0.031017871
25/04/2012,82.51,0.036031041
24/04/2012,79.59,-0.005887897
23/04/2012,80.06,-0.006598219
20/04/2012,80.59,-0.010614763
19/04/2012,81.45,-0.028801604
18/04/2012,83.83,0.002867043
17/04/2012,83.59,0.011914215
16/04/2012,82.6,0.009732437
13/04/2012,81.8,-0.022722757
12/04/2012,83.68,0.027379057
11/04/2012,81.42,0.022858138
10/04/2012,79.58,-0.027636681
09/04/2012,81.81,-0.030575323
05/04/2012,84.35,0.002492731
04/04/2012,84.14,-0.010992369
03/04/2012,85.07,-0.004573983
02/04/2012,85.46,0.013192182
30/03/2012,84.34,0.004396656
29/03/2012,83.97,-0.000119083
28/03/2012,83.98,-0.023652335
27/03/2012,85.99,0.00793933
26/03/2012,85.31,0.01738146
23/03/2012,83.84,0.006101592
22/03/2012,83.33,-0.013469421
21/03/2012,84.46,0.012270093
20/03/2012,83.43,-0.017112717
19/03/2012,84.87,-0.010198787
16/03/2012,85.74,-0.015163205
15/03/2012,87.05,0.00449025
14/03/2012,86.66,0.013826979
13/03/2012,85.47,0.028963449
12/03/2012,83.03,-0.0098275
09/03/2012,83.85,0.018172472
08/03/2012,82.34,0.031834891
07/03/2012,79.76,0.002636371
06/03/2012,79.55,-0.041369927
05/03/2012,82.91,-0.029824583
02/03/2012,85.42,0.014504116
01/03/2012,84.19,0.016165113
29/02/2012,82.84,-0.005057205
28/02/2012,83.26,0.007474417
27/02/2012,82.64,0.002544376
24/02/2012,82.43,0.020591486
23/02/2012,80.75,0.006585102
22/02/2012,80.22,-0.001121286
21/02/2012,80.31,-0.011144246
17/02/2012,81.21,-0.008582691
16/02/2012,81.91,0.016370604
15/02/2012,80.58,0.014626175
14/02/2012,79.41,0.007076991
13/02/2012,78.85,0.023092752
10/02/2012,77.05,-0.004919741
09/02/2012,77.43,0.005568881
08/02/2012,77,-0.015208439
07/02/2012,78.18,-0.013719727
06/02/2012,79.26,-0.003149212
03/02/2012,79.51,0.046861451
02/02/2012,75.87,0.005418635
01/02/2012,75.46,0.011060143
31/01/2012,74.63,-0.008406214
30/01/2012,75.26,0.007200991
27/01/2012,74.72,-0.008794194
26/01/2012,75.38,-0.015140833
25/01/2012,76.53,0.007081068
24/01/2012,75.99,0.010982578
23/01/2012,75.16,0.003732342
20/01/2012,74.88,-0.005593303
19/01/2012,75.3,0.005860432
18/01/2012,74.86,0.017654255
17/01/2012,73.55,-0.002037352
13/01/2012,73.7,-0.003656806
12/01/2012,73.97,0.019659336
11/01/2012,72.53,0.003867942
10/01/2012,72.25,0.115640005
09/01/2012,64.36,-0.0117394
06/01/2012,65.12,-0.014937025
05/01/2012,66.1,0.00121102
04/01/2012,66.02,0.008976858
03/01/2012,65.43,0.02616856
30/12/2011,63.74,-0.002037459
29/12/2011,63.87,0.003450443
28/12/2011,63.65,-0.010004773
27/12/2011,64.29,-0.019866673
23/12/2011,65.58,0.013664141
22/12/2011,64.69,0.007291941
21/12/2011,64.22,0.013797648
20/12/2011,63.34,0.019610035
19/12/2011,62.11,-0.003856666
16/12/2011,62.35,-0.009259325
15/12/2011,62.93,0.016502818
14/12/2011,61.9,-0.032894044
13/12/2011,63.97,-0.062416136
12/12/2011,68.09,-0.015447699
09/12/2011,69.15,0.012954115
08/12/2011,68.26,-0.023884757
07/12/2011,69.91,-0.003141962
06/12/2011,70.13,0.005289883
05/12/2011,69.76,0.038727715
02/12/2011,67.11,0.000596214
01/12/2011,67.07,0.017294965
30/11/2011,65.92,0.05824767
29/11/2011,62.19,-0.015160268
28/11/2011,63.14,0.031207294
25/11/2011,61.2,-0.013148473
23/11/2011,62.01,-0.017742014
22/11/2011,63.12,0.009231325
21/11/2011,62.54,-0.020886835
18/11/2011,63.86,-0.011056719
17/11/2011,64.57,-0.016283002
16/11/2011,65.63,-0.027205405
15/11/2011,67.44,0.001335411
14/11/2011,67.35,-0.009016394
11/11/2011,67.96,0.00206216
10/11/2011,67.82,0.02689941
09/11/2011,66.02,-0.073285372
08/11/2011,71.04,-0.048629276
07/11/2011,74.58,-0.01556607
04/11/2011,75.75,0.003040923
03/11/2011,75.52,0.01494158
02/11/2011,74.4,0.007419933
01/11/2011,73.85,-0.035124004
31/10/2011,76.49,0.002093968
28/10/2011,76.33,-0.004574872
27/10/2011,76.68,0.055778532
26/10/2011,72.52,-0.005363418
25/10/2011,72.91,-0.021439084
24/10/2011,74.49,0.030670979
21/10/2011,72.24,0.039818899
20/10/2011,69.42,-0.002014679
19/10/2011,69.56,-0.022038284
18/10/2011,71.11,0.027805313
17/10/2011,69.16,-0.024283439
14/10/2011,70.86,0.01837266
13/10/2011,69.57,0.010693744
12/10/2011,68.83,-0.009974785
11/10/2011,69.52,0.012884724
10/10/2011,68.63,0.063771415
07/10/2011,64.39,0.003578378
06/10/2011,64.16,0.049031777
05/10/2011,61.09,0.015839302
04/10/2011,60.13,0.068660314
03/10/2011,56.14,-0.075290539
30/09/2011,60.53,-0.01654826
29/09/2011,61.54,0.026009697
28/09/2011,59.96,-0.034585107
27/09/2011,62.07,0.04818619
26/09/2011,59.15,-0.012432956
23/09/2011,59.89,-0.003999339
22/09/2011,60.13,-0.051850265
21/09/2011,63.33,-0.085747354
20/09/2011,69,-0.003905407
19/09/2011,69.27,-0.002163098
16/09/2011,69.42,-0.001583304
15/09/2011,69.53,0.025638695
14/09/2011,67.77,0.021477336
13/09/2011,66.33,0.003473537
12/09/2011,66.1,0.004245003
09/09/2011,65.82,-0.031701219
08/09/2011,67.94,-0.028154523
07/09/2011,69.88,0.034651887
06/09/2011,67.5,-0.00840899
02/09/2011,68.07,-0.048181362
01/09/2011,71.43,0.000560146
31/08/2011,71.39,0.012545094
30/08/2011,70.5,-0.003963765
29/08/2011,70.78,0.033619026
26/08/2011,68.44,0.017986627
25/08/2011,67.22,-0.017402002
24/08/2011,68.4,0.02907354
23/08/2011,66.44,0.049520413
22/08/2011,63.23,-0.003315705
19/08/2011,63.44,-0.040166042
18/08/2011,66.04,-0.043555988
17/08/2011,68.98,-0.022930211
16/08/2011,70.58,-0.010429975
15/08/2011,71.32,0.022976475
12/08/2011,69.7,0.030592335
11/08/2011,67.6,0.054412449
10/08/2011,64.02,-0.041608939
09/08/2011,66.74,0.064678377
08/08/2011,62.56,-0.090269597
05/08/2011,68.47,-0.02708709
04/08/2011,70.35,-0.078828259
03/08/2011,76.12,0.002104156
02/08/2011,75.96,-0.049567214
01/08/2011,79.82,0.002508782
29/07/2011,79.62,0.001508296
28/07/2011,79.5,0.10382431
27/07/2011,71.66,-0.034696658
26/07/2011,74.19,-0.018959179
25/07/2011,75.61,-0.007247841
22/07/2011,76.16,-0.002753558
21/07/2011,76.37,0.004067446
20/07/2011,76.06,-0.00065716
19/07/2011,76.11,0.013092827
18/07/2011,75.12,-0.017942434
15/07/2011,76.48,-0.00872231
14/07/2011,77.15,-0.016327418
13/07/2011,78.42,-0.006482387
12/07/2011,78.93,-0.000380011
11/07/2011,78.96,-0.015457424
08/07/2011,80.19,-0.009803392
07/07/2011,80.98,0.007188034
06/07/2011,80.4,-0.003228613
05/07/2011,80.66,-0.000991326
01/07/2011,80.74,-0.00061908
30/06/2011,80.79,0.009201756
29/06/2011,80.05,0.013203587
28/06/2011,79,0.005839803
27/06/2011,78.54,0.004850041
24/06/2011,78.16,0.022513566
23/06/2011,76.42,0.015827289
22/06/2011,75.22,-0.00450989
21/06/2011,75.56,0.032004883
20/06/2011,73.18,0.022945029
17/06/2011,71.52,0.030090263
16/06/2011,69.4,-0.003452247
15/06/2011,69.64,-0.017084698
14/06/2011,70.84,0.050075575
13/06/2011,67.38,-0.008129525
10/06/2011,67.93,-0.020255702
09/06/2011,69.32,0.029127562
08/06/2011,67.33,-0.00901906
07/06/2011,67.94,-0.006601652
06/06/2011,68.39,-0.00757469
03/06/2011,68.91,-0.007373705
02/06/2011,69.42,-0.001007847
01/06/2011,69.49,-0.042541626
31/05/2011,72.51,0.00858731
27/05/2011,71.89,0.025785155
26/05/2011,70.06,0.00028551
25/05/2011,70.04,0.055027451
24/05/2011,66.29,-0.027525356
23/05/2011,68.14,-0.035890571
20/05/2011,70.63,-0.006491697
19/05/2011,71.09,0.003099467
18/05/2011,70.87,0.003958721
17/05/2011,70.59,-0.036033668
16/05/2011,73.18,-0.008707538
13/05/2011,73.82,-0.030024271
12/05/2011,76.07,-0.013838341
11/05/2011,77.13,-0.007362947
10/05/2011,77.7,0.008400696
09/05/2011,77.05,0.010174886
06/05/2011,76.27,0.024151917
05/05/2011,74.45,0.00161312
04/05/2011,74.33,-0.006971472
03/05/2011,74.85,-0.02467632
02/05/2011,76.72,-0.006755027
29/04/2011,77.24,0.008712102
28/04/2011,76.57,-0.025657309
27/04/2011,78.56,0.011908714
26/04/2011,77.63,0.018986266
25/04/2011,76.17,-0.010058213
21/04/2011,76.94,0.029545805
20/04/2011,74.7,0.041686938
19/04/2011,71.65,0.010663774
18/04/2011,70.89,-0.015258923
15/04/2011,71.98,0.008370585
14/04/2011,71.38,-0.012391387
13/04/2011,72.27,0.00291
12/04/2011,72.06,-0.030746427
11/04/2011,74.31,-0.014163786
08/04/2011,75.37,-0.007929208
07/04/2011,75.97,-0.023288635
06/04/2011,77.76,-0.024767888
05/04/2011,79.71,-0.024169237
04/04/2011,81.66,0.007744829
01/04/2011,81.03,0.016675349
31/03/2011,79.69,0.01364519
30/03/2011,78.61,0.007790091
29/03/2011,78,0.021380795
28/03/2011,76.35,-0.012107158
25/03/2011,77.28,0.020524938
24/03/2011,75.71,0.017319911
23/03/2011,74.41,0.016258318
22/03/2011,73.21,-0.040160664
21/03/2011,76.21,0.023364929
18/03/2011,74.45,0.010532098
17/03/2011,73.67,0.011879705
16/03/2011,72.8,-0.01296504
15/03/2011,73.75,-0.011593551
14/03/2011,74.61,-0.000669927
11/03/2011,74.66,-0.023823255
10/03/2011,76.46,-0.011184926
09/03/2011,77.32,0.006357465
08/03/2011,76.83,0.015742159
07/03/2011,75.63,-0.027645521
04/03/2011,77.75,0.001673425
03/03/2011,77.62,0.022144972
02/03/2011,75.92,0.000922449
01/03/2011,75.85,-0.022938579
28/02/2011,77.61,0.008540425
25/02/2011,76.95,0.02087923
24/02/2011,75.36,-0.008061895
23/02/2011,75.97,-0.023288635
22/02/2011,77.76,-0.03127035
18/02/2011,80.23,0.002745883
17/02/2011,80.01,-0.003617994
16/02/2011,80.3,0.010390029
15/02/2011,79.47,-0.007021972
14/02/2011,80.03,0.034319586
11/02/2011,77.33,0.047129834
10/02/2011,73.77,0.023730625
09/02/2011,72.04,0.001945256
08/02/2011,71.9,0.020089177
07/02/2011,70.47,0.050046807
04/02/2011,67.03,0.019736987
03/02/2011,65.72,-0.000304275
02/02/2011,65.74,-0.023155447
01/02/2011,67.28,-0.001782002
31/01/2011,67.4,-0.003406654
28/01/2011,67.63,-0.042270007
