Date,Close,KLAC
04/04/2014,69.4,-0.02588681
03/04/2014,71.22,0.004644298
02/04/2014,70.89,0.012348464
01/04/2014,70.02,0.012647481
31/03/2014,69.14,0.005656698
28/03/2014,68.75,0.003642991
27/03/2014,68.5,-0.007127821
26/03/2014,68.99,-0.011815699
25/03/2014,69.81,0.003300096
24/03/2014,69.58,-0.006303746
21/03/2014,70.02,0.001143184
20/03/2014,69.94,0.019345197
19/03/2014,68.6,0.000729129
18/03/2014,68.55,0.01129624
17/03/2014,67.78,0.013367197
14/03/2014,66.88,0.001945671
13/03/2014,66.75,-0.013097374
12/03/2014,67.63,0.018806524
11/03/2014,66.37,0.00347144
10/03/2014,66.14,-0.010677596
07/03/2014,66.85,0.010828802
06/03/2014,66.13,0.010183233
05/03/2014,65.46,0.003673099
04/03/2014,65.22,0.013895545
03/03/2014,64.32,-0.012821679
28/02/2014,65.15,0.002766679
27/02/2014,64.97,-0.004147153
26/02/2014,65.24,-0.000459735
25/02/2014,65.27,-0.001224927
24/02/2014,65.35,0.005831815
21/02/2014,64.97,0.00493752
20/02/2014,64.65,0.003874472
19/02/2014,64.4,-0.00139654
18/02/2014,64.49,-0.012175538
14/02/2014,65.28,0.012951152
13/02/2014,64.44,0.01013812
12/02/2014,63.79,0.002825748
11/02/2014,63.61,0.02032784
10/02/2014,62.33,0.001444971
07/02/2014,62.24,0.006609196
06/02/2014,61.83,0.014663019
05/02/2014,60.93,0.010559412
04/02/2014,60.29,0.009331846
03/02/2014,59.73,-0.028714844
31/01/2014,61.47,-0.003410478
30/01/2014,61.68,0.002597404
29/01/2014,61.52,-0.00146187
28/01/2014,61.61,-0.001459736
27/01/2014,61.7,-0.00597885
24/01/2014,62.07,-0.023249455
23/01/2014,63.53,-0.002044187
22/01/2014,63.66,0.019350326
21/01/2014,62.44,-0.004793107
17/01/2014,62.74,-0.005087451
16/01/2014,63.06,-0.012919669
15/01/2014,63.88,0.000313136
14/01/2014,63.86,0.024571261
13/01/2014,62.31,-0.02080596
10/01/2014,63.62,0.017921342
09/01/2014,62.49,0.003045118
08/01/2014,62.3,-0.000481425
07/01/2014,62.33,-0.000481193
06/01/2014,62.36,-0.017643309
03/01/2014,63.47,0.001418999
02/01/2014,63.38,-0.016896522
31/12/2013,64.46,0.004041666
30/12/2013,64.2,0.002183067
27/12/2013,64.06,-0.000936184
26/12/2013,64.12,0.00124844
24/12/2013,64.04,0.002971306
23/12/2013,63.85,0.011498906
20/12/2013,63.12,0.006676229
19/12/2013,62.7,0
18/12/2013,62.7,0.012195273
17/12/2013,61.94,0.016112319
16/12/2013,60.95,-0.003766483
13/12/2013,61.18,0.004258811
12/12/2013,60.92,-0.017088869
11/12/2013,61.97,-0.006433994
10/12/2013,62.37,-0.006552161
09/12/2013,62.78,0.00207287
06/12/2013,62.65,0.013498518
05/12/2013,61.81,-0.001939551
04/12/2013,61.93,-0.027551707
03/12/2013,63.66,0.000157097
02/12/2013,63.65,-0.003450443
29/11/2013,63.87,-0.002501956
27/11/2013,64.03,-0.006538006
26/11/2013,64.45,0.015479943
25/11/2013,63.46,-0.000472627
22/11/2013,63.49,0.001260835
21/11/2013,63.41,0.024586168
20/11/2013,61.87,-0.002421504
19/11/2013,62.02,-0.013771234
18/11/2013,62.88,-0.010284087
15/11/2013,63.53,0.014267839
14/11/2013,62.63,-0.020544338
13/11/2013,63.93,0.0095875
12/11/2013,63.32,0.008564684
11/11/2013,62.78,-0.031669052
08/11/2013,64.8,0.014612416
07/11/2013,63.86,-0.012294918
06/11/2013,64.65,0.010573882
05/11/2013,63.97,-0.007785776
04/11/2013,64.47,-0.006493529
01/11/2013,64.89,-0.010882167
31/10/2013,65.6,-0.003348048
30/10/2013,65.82,-0.005605651
29/10/2013,66.19,0.021995694
28/10/2013,64.75,0.013527377
25/10/2013,63.88,0.002350914
24/10/2013,63.73,0.010727347
23/10/2013,63.05,-0.027686135
22/10/2013,64.82,0.006034835
21/10/2013,64.43,-0.000465513
18/10/2013,64.46,0.008882022
17/10/2013,63.89,0.016730188
16/10/2013,62.83,0.014105058
15/10/2013,61.95,-0.014741494
14/10/2013,62.87,0.019109373
11/10/2013,61.68,0.00781254
10/10/2013,61.2,0.028843372
09/10/2013,59.46,-0.004028203
08/10/2013,59.7,-0.017599657
07/10/2013,60.76,-0.000658111
04/10/2013,60.8,0.006269613
03/10/2013,60.42,-0.00873368
02/10/2013,60.95,-0.00065606
01/10/2013,60.99,0.002298097
30/09/2013,60.85,-0.000985545
27/09/2013,60.91,-0.000820547
26/09/2013,60.96,-0.008494007
25/09/2013,61.48,0.005545602
24/09/2013,61.14,-0.00212401
23/09/2013,61.27,0.000326477
20/09/2013,61.25,-0.008292056
19/09/2013,61.76,-0.004039757
18/09/2013,62.01,0.005335933
17/09/2013,61.68,0.009611543
16/09/2013,61.09,0.013347813
13/09/2013,60.28,0.001328021
12/09/2013,60.2,0.00800538
11/09/2013,59.72,0.00150817
10/09/2013,59.63,0.012317712
09/09/2013,58.9,0.002379739
06/09/2013,58.76,0.00375107
05/09/2013,58.54,0.002051984
04/09/2013,58.42,0.053439779
03/09/2013,55.38,0.004161772
30/08/2013,55.15,-0.003439229
29/08/2013,55.34,0.008893788
28/08/2013,54.85,0.003287074
27/08/2013,54.67,-0.031154046
26/08/2013,56.4,-0.004775812
23/08/2013,56.67,0.004244038
22/08/2013,56.43,0.009794398
21/08/2013,55.88,-0.008375706
20/08/2013,56.35,0.000532529
19/08/2013,56.32,-0.00389864
16/08/2013,56.54,-0.009330232
15/08/2013,57.07,-0.029352936
14/08/2013,58.77,-0.0098206
13/08/2013,59.35,0.010160968
12/08/2013,58.75,0.017860684
09/08/2013,57.71,-0.012398988
08/08/2013,58.43,0.000342349
07/08/2013,58.41,0.000685049
06/08/2013,58.37,-0.004785516
05/08/2013,58.65,-0.014388737
02/08/2013,59.5,-0.010366252
01/08/2013,60.12,0.025096054
31/07/2013,58.63,0.003588214
30/07/2013,58.42,0.011361802
29/07/2013,57.76,-0.017505166
26/07/2013,58.78,-0.017036762
25/07/2013,59.79,0.0057028
24/07/2013,59.45,-0.011206942
23/07/2013,60.12,-0.003155363
22/07/2013,60.31,-0.005291893
19/07/2013,60.63,0.007449749
18/07/2013,60.18,0.000332392
17/07/2013,60.16,0.011367558
16/07/2013,59.48,0.003874342
15/07/2013,59.25,-0.019057748
12/07/2013,60.39,0.007646314
11/07/2013,59.93,0.011580225
10/07/2013,59.24,0.01857111
09/07/2013,58.15,0.046823055
08/07/2013,55.49,-0.017506699
05/07/2013,56.47,0.02510442
03/07/2013,55.07,0.004002917
02/07/2013,54.85,-0.007808993
01/07/2013,55.28,-0.008107422
28/06/2013,55.73,0.002875114
27/06/2013,55.57,0.00432823
26/06/2013,55.33,-0.003067764
25/06/2013,55.5,0.030923697
24/06/2013,53.81,-0.017683275
21/06/2013,54.77,0.006227126
20/06/2013,54.43,-0.032179205
19/06/2013,56.21,-0.003197161
18/06/2013,56.39,0.007297354
17/06/2013,55.98,0.00483482
14/06/2013,55.71,-0.016025984
13/06/2013,56.61,0.025585079
12/06/2013,55.18,-0.001810611
11/06/2013,55.28,-0.02606825
10/06/2013,56.74,-0.000528588
07/06/2013,56.77,0.012228774
06/06/2013,56.08,-0.007461395
05/06/2013,56.5,-0.008459691
04/06/2013,56.98,0.001404988
03/06/2013,56.9,0.010778442
31/05/2013,56.29,-0.003900714
30/05/2013,56.51,0.015874765
29/05/2013,55.62,-0.000898553
28/05/2013,55.67,0.018126289
24/05/2013,54.67,-0.004926568
23/05/2013,54.94,-0.009780915
22/05/2013,55.48,-0.01039995
21/05/2013,56.06,0.007879697
20/05/2013,55.62,-0.004484715
17/05/2013,55.87,0.011883467
16/05/2013,55.21,0.002902233
15/05/2013,55.05,0.010959014
14/05/2013,54.45,0.013869848
13/05/2013,53.7,-0.01423709
10/05/2013,54.47,0.004969183
09/05/2013,54.2,-0.009182801
08/05/2013,54.7,0.004397222
07/05/2013,54.46,0.007371946
06/05/2013,54.06,-0.004429686
03/05/2013,54.3,0.007579295
02/05/2013,53.89,0.005582448
01/05/2013,53.59,-0.012240509
30/04/2013,54.25,0.021237758
29/04/2013,53.11,0.019008366
26/04/2013,52.11,-0.070207511
25/04/2013,55.9,0.007361556
24/04/2013,55.49,0.005058728
23/04/2013,55.21,0.0266144
22/04/2013,53.76,0.013294831
19/04/2013,53.05,0.003398795
18/04/2013,52.87,0.002272298
17/04/2013,52.75,-0.012808614
16/04/2013,53.43,0.021184829
15/04/2013,52.31,-0.027528133
12/04/2013,53.77,-0.000557776
11/04/2013,53.8,-0.00851384
10/04/2013,54.26,0.03031102
09/04/2013,52.64,0.012424895
08/04/2013,51.99,0.005013508
05/04/2013,51.73,0.003679679
04/04/2013,51.54,0.004667453
03/04/2013,51.3,-0.00194742
02/04/2013,51.4,-0.003301936
01/04/2013,51.57,-0.022434073
28/03/2013,52.74,0.019143004
27/03/2013,51.74,-0.005973618
26/03/2013,52.05,0.007714599
25/03/2013,51.65,0.000581001
22/03/2013,51.62,0.006998473
21/03/2013,51.26,-0.00622328
20/03/2013,51.58,0.004469064
19/03/2013,51.35,-0.007372948
18/03/2013,51.73,-0.017628355
15/03/2013,52.65,-0.042393409
14/03/2013,54.93,0.003647642
13/03/2013,54.73,0.00164579
12/03/2013,54.64,-0.001280293
11/03/2013,54.71,-0.008191545
08/03/2013,55.16,0.002177859
07/03/2013,55.04,0.000727008
06/03/2013,55,-0.009950331
05/03/2013,55.55,0.028855179
04/03/2013,53.97,-0.009772365
01/03/2013,54.5,-0.004759299
28/02/2013,54.76,0.000547995
27/02/2013,54.73,0.014910539
26/02/2013,53.92,0.016832266
25/02/2013,53.02,-0.032655963
22/02/2013,54.78,0.016937076
21/02/2013,53.86,-0.019125261
20/02/2013,54.9,-0.026778489
19/02/2013,56.39,0.011235071
15/02/2013,55.76,-0.006079046
14/02/2013,56.1,-0.009049836
13/02/2013,56.61,-0.001764914
12/02/2013,56.71,0.005836076
11/02/2013,56.38,-0.003364324
08/02/2013,56.57,-0.003881445
07/02/2013,56.79,-0.00404183
06/02/2013,57.02,0.008276881
05/02/2013,56.55,0.012992974
04/02/2013,55.82,0.001075462
01/02/2013,55.76,0.015361285
31/01/2013,54.91,-0.004723846
30/01/2013,55.17,-0.011712901
29/01/2013,55.82,-0.005003584
28/01/2013,56.1,-0.00426895
25/01/2013,56.34,0.080738133
24/01/2013,51.97,-0.007285308
23/01/2013,52.35,0.010561788
22/01/2013,51.8,-0.000771903
18/01/2013,51.84,-0.000964041
17/01/2013,51.89,0.067562295
16/01/2013,48.5,0.002270617
15/01/2013,48.39,-0.01089313
14/01/2013,48.92,-0.00550404
11/01/2013,49.19,0.012272602
10/01/2013,48.59,0.015555639
09/01/2013,47.84,0.009872993
08/01/2013,47.37,-0.026251507
07/01/2013,48.63,-0.007171427
04/01/2013,48.98,-0.003261316
03/01/2013,49.14,-0.008712445
02/01/2013,49.57,0.037197343
31/12/2012,47.76,0.015615426
28/12/2012,47.02,-0.008681897
27/12/2012,47.43,-0.005257083
26/12/2012,47.68,-0.0027228
24/12/2012,47.81,-0.011644964
21/12/2012,48.37,-0.002890175
20/12/2012,48.51,0.012237008
19/12/2012,47.92,0.001670844
18/12/2012,47.84,0.01029529
17/12/2012,47.35,0.003596746
14/12/2012,47.18,0.012154964
13/12/2012,46.61,-0.010033172
12/12/2012,47.08,-0.007195798
11/12/2012,47.42,0
10/12/2012,47.42,0.004862075
07/12/2012,47.19,0.00488583
06/12/2012,46.96,0.011996716
05/12/2012,46.4,-0.016882547
04/12/2012,47.19,0.038890189
03/12/2012,45.39,-0.001760951
30/11/2012,45.47,-0.002196837
29/11/2012,45.57,0.000878156
28/11/2012,45.53,0.017503493
27/11/2012,44.74,-0.008457651
26/11/2012,45.12,-0.001107542
23/11/2012,45.17,0.023293326
21/11/2012,44.13,-0.004521825
20/11/2012,44.33,0.001806277
19/11/2012,44.25,-0.001806277
16/11/2012,44.33,0.008154066
15/11/2012,43.97,-0.026039631
14/11/2012,45.13,-0.020614765
13/11/2012,46.07,-0.032670782
12/11/2012,47.6,0.028987537
09/11/2012,46.24,0.012622583
