Date,Close,TXN
04/04/2014,46.34,-0.028716213
03/04/2014,47.69,0.001468891
02/04/2014,47.62,0.00189175
01/04/2014,47.53,0.007815015
31/03/2014,47.16,0.011087534
28/03/2014,46.64,0.012079526
27/03/2014,46.08,-0.006704902
26/03/2014,46.39,-0.00644609
25/03/2014,46.69,0.002573452
24/03/2014,46.57,-0.012377452
21/03/2014,47.15,0.004250803
20/03/2014,46.95,0.030931416
19/03/2014,45.52,0.002639685
18/03/2014,45.4,0.002867544
17/03/2014,45.27,0.021434176
14/03/2014,44.31,-0.015229858
13/03/2014,44.99,-0.031505559
12/03/2014,46.43,0.016504175
11/03/2014,45.67,-0.004369681
10/03/2014,45.87,0.00043611
07/03/2014,45.85,0.003714633
06/03/2014,45.68,0.011006054
05/03/2014,45.18,-0.001769129
04/03/2014,45.26,0.015138312
03/03/2014,44.58,-0.008487878
28/02/2014,44.96,0.004011594
27/02/2014,44.78,0.003355333
26/02/2014,44.63,0.003591474
25/02/2014,44.47,0.000449843
24/02/2014,44.45,0.006772035
21/02/2014,44.15,-0.001131862
20/02/2014,44.2,0.006127331
19/02/2014,43.93,-0.001819423
18/02/2014,44.01,0.003414138
14/02/2014,43.86,0.002739728
13/02/2014,43.74,0.01011038
12/02/2014,43.3,0.003933824
11/02/2014,43.13,0.01801429
10/02/2014,42.36,0.009726088
07/02/2014,41.95,0.017312286
06/02/2014,41.23,0.006326055
05/02/2014,40.97,0.001954557
04/02/2014,40.89,-0.014807893
03/02/2014,41.5,-0.021454935
31/01/2014,42.4,-0.006816339
30/01/2014,42.69,0.006816339
29/01/2014,42.4,-0.011723464
28/01/2014,42.9,0.006079046
27/01/2014,42.64,-0.007243869
24/01/2014,42.95,-0.026196351
23/01/2014,44.09,-0.01172505
22/01/2014,44.61,0.01718333
21/01/2014,43.85,0.009163867
17/01/2014,43.45,0.001842894
16/01/2014,43.37,-0.003912098
15/01/2014,43.54,0.00460406
14/01/2014,43.34,0.025708357
13/01/2014,42.24,-0.020387349
10/01/2014,43.11,0.001160497
09/01/2014,43.06,-0.00532717
08/01/2014,43.29,0.013722741
07/01/2014,42.7,-0.005371962
06/01/2014,42.93,-0.008350779
03/01/2014,43.29,0.004398664
02/01/2014,43.1,-0.018619087
31/12/2013,43.91,0.000227764
30/12/2013,43.9,0.005252953
27/12/2013,43.67,0.001833601
26/12/2013,43.59,0.00367732
24/12/2013,43.43,0.001613089
23/12/2013,43.36,0.012065112
20/12/2013,42.84,0.008909789
19/12/2013,42.46,-0.014960541
18/12/2013,43.1,0.015667338
17/12/2013,42.43,0.003305008
16/12/2013,42.29,0.008072219
13/12/2013,41.95,-0.011141516
12/12/2013,42.42,-0.009151771
11/12/2013,42.81,-0.013918109
10/12/2013,43.41,-0.0039085
09/12/2013,43.58,0.002067303
06/12/2013,43.49,0.019269314
05/12/2013,42.66,0.005406054
04/12/2013,42.43,-0.009616586
03/12/2013,42.84,0.000700525
02/12/2013,42.81,-0.004428396
29/11/2013,43,0.011225562
27/11/2013,42.52,-0.004224367
26/11/2013,42.7,0.003519065
25/11/2013,42.55,-0.002112925
22/11/2013,42.64,0.004701466
21/11/2013,42.44,0.012089753
20/11/2013,41.93,-0.005233123
19/11/2013,42.15,-0.006856629
18/11/2013,42.44,-0.002588541
15/11/2013,42.55,-0.001878376
14/11/2013,42.63,0.005645745
13/11/2013,42.39,0.012820688
12/11/2013,41.85,0.00143472
11/11/2013,41.79,-0.004536238
08/11/2013,41.98,0.007891946
07/11/2013,41.65,-0.01169604
06/11/2013,42.14,0.005711581
05/11/2013,41.9,-0.002145668
04/11/2013,41.99,-0.000952154
01/11/2013,42.03,-0.001426534
31/10/2013,42.09,0.008829553
30/10/2013,41.72,-0.000958313
29/10/2013,41.76,0.018123004
28/10/2013,41.01,0.019202953
25/10/2013,40.23,0.008738041
24/10/2013,39.88,0.003768375
23/10/2013,39.73,-0.013748498
22/10/2013,40.28,-0.017473067
21/10/2013,40.99,0.006854372
18/10/2013,40.71,0.001474927
17/10/2013,40.65,-0.002457004
16/10/2013,40.75,0.012345836
15/10/2013,40.25,-0.007425777
14/10/2013,40.55,0.004201168
11/10/2013,40.38,0.00645965
10/10/2013,40.12,0.02090493
09/10/2013,39.29,0.001273399
08/10/2013,39.24,-0.01567668
07/10/2013,39.86,-0.001754606
04/10/2013,39.93,-0.007236463
03/10/2013,40.22,-0.000994036
02/10/2013,40.26,-0.003471365
01/10/2013,40.4,0.002726486
30/09/2013,40.29,0.003231824
27/09/2013,40.16,-0.005463138
26/09/2013,40.38,0.001486989
25/09/2013,40.32,0.000248047
24/09/2013,40.31,-0.003961382
23/09/2013,40.47,-0.00123472
20/09/2013,40.52,-0.006886402
19/09/2013,40.8,-0.00122474
18/09/2013,40.85,0.0029419
17/09/2013,40.73,0.006898278
16/09/2013,40.45,0.004211576
13/09/2013,40.28,0.009228149
12/09/2013,39.91,-0.003002254
11/09/2013,40.03,-0.006970404
10/09/2013,40.31,0.013989736
09/09/2013,39.75,0.014443429
06/09/2013,39.18,-0.007627802
05/09/2013,39.48,0.00279011
04/09/2013,39.37,0.018716096
03/09/2013,38.64,0.011452494
30/08/2013,38.2,-0.010675795
29/08/2013,38.61,0.004672906
28/08/2013,38.43,0.004694844
27/08/2013,38.25,-0.024278052
26/08/2013,39.19,0.003066703
23/08/2013,39.07,0.006419331
22/08/2013,38.82,0.009576882
21/08/2013,38.45,-0.00777206
20/08/2013,38.75,0.008032172
19/08/2013,38.44,-0.007774074
16/08/2013,38.74,0.002325883
15/08/2013,38.65,-0.013364373
14/08/2013,39.17,-0.014950234
13/08/2013,39.76,0.001258337
12/08/2013,39.71,-0.001761228
09/08/2013,39.78,0.003273325
08/08/2013,39.65,0
07/08/2013,39.65,-0.002015622
06/08/2013,39.73,-0.003266745
05/08/2013,39.86,-0.002005013
02/08/2013,39.94,0.003009029
01/08/2013,39.82,0.016202886
31/07/2013,39.18,0.010777625
30/07/2013,38.76,0.004395611
29/07/2013,38.59,-0.013385013
26/07/2013,39.11,-0.003573255
25/07/2013,39.25,0.008186283
24/07/2013,38.93,0
23/07/2013,38.93,0.039559841
22/07/2013,37.42,0.004284956
19/07/2013,37.26,-0.009083685
18/07/2013,37.6,-0.007947062
17/07/2013,37.9,0.002113049
16/07/2013,37.82,0.000793546
15/07/2013,37.79,0.007970287
12/07/2013,37.49,0.008572246
11/07/2013,37.17,0.015727005
10/07/2013,36.59,0.009611498
09/07/2013,36.24,0.015292944
08/07/2013,35.69,-0.008648401
05/07/2013,36,0.01483167
03/07/2013,35.47,0.009631803
02/07/2013,35.13,0.0025652
01/07/2013,35.04,0.005437129
28/06/2013,34.85,0
27/06/2013,34.85,-0.003151414
26/06/2013,34.96,-0.001714776
25/06/2013,35.02,0.023986123
24/06/2013,34.19,-0.021985265
21/06/2013,34.95,0.00919811
20/06/2013,34.63,-0.030710403
19/06/2013,35.71,-0.011415967
18/06/2013,36.12,0.00945765
17/06/2013,35.78,0.008419921
14/06/2013,35.48,0
13/06/2013,35.48,0.019639168
12/06/2013,34.79,-0.013419188
11/06/2013,35.26,-0.037845362
10/06/2013,36.62,0.012088059
07/06/2013,36.18,0.014196481
06/06/2013,35.67,-0.005591292
05/06/2013,35.87,-0.021239248
04/06/2013,36.64,0.016788615
03/06/2013,36.03,0.003336117
31/05/2013,35.91,-0.015474197
30/05/2013,36.47,0.010474186
29/05/2013,36.09,-0.0030433
28/05/2013,36.2,0.005817997
24/05/2013,35.99,0
23/05/2013,35.99,-0.000555556
22/05/2013,36.01,-0.016251563
21/05/2013,36.6,-0.000819336
20/05/2013,36.63,-0.003814719
17/05/2013,36.77,0.004634055
16/05/2013,36.6,-0.005721307
15/05/2013,36.81,0.008183352
14/05/2013,36.51,-0.000821355
13/05/2013,36.54,-0.013590859
10/05/2013,37.04,0.000810263
09/05/2013,37.01,-0.002159245
08/05/2013,37.09,0.001348982
07/05/2013,37.04,0
06/05/2013,37.04,0.000810263
03/05/2013,37.01,0.008411391
02/05/2013,36.7,0.007933293
01/05/2013,36.41,0.005508138
30/04/2013,36.21,0.006650066
29/04/2013,35.97,0.006414748
26/04/2013,35.74,-0.010299326
25/04/2013,36.11,0.002773158
24/04/2013,36.01,0.008645989
23/04/2013,35.7,0.025245987
22/04/2013,34.81,0.016218137
19/04/2013,34.25,0.009681754
18/04/2013,33.92,-0.008513188
17/04/2013,34.21,-0.043752511
16/04/2013,35.74,0.013237765
15/04/2013,35.27,-0.016310823
12/04/2013,35.85,0.00447303
11/04/2013,35.69,-0.001959413
10/04/2013,35.76,0.016920877
09/04/2013,35.16,0.002563009
08/04/2013,35.07,0.02512042
05/04/2013,34.2,-0.008443783
04/04/2013,34.49,0.009906841
03/04/2013,34.15,-0.01799236
02/04/2013,34.77,-0.006878789
01/04/2013,35.01,-0.013335422
28/03/2013,35.48,0.01133799
27/03/2013,35.08,-0.000569963
26/03/2013,35.1,0.017821685
25/03/2013,34.48,0.000580215
22/03/2013,34.46,0.004945465
21/03/2013,34.29,-0.022207113
20/03/2013,35.06,0.011474595
19/03/2013,34.66,0.001154735
18/03/2013,34.62,-0.013199618
15/03/2013,35.08,-0.008515521
14/03/2013,35.38,0.002547051
13/03/2013,35.29,-0.00930764
12/03/2013,35.62,0.00281136
11/03/2013,35.52,0.00649628
08/03/2013,35.29,0.002553555
07/03/2013,35.2,0.001706
06/03/2013,35.14,0.003992021
05/03/2013,35,0.012651118
04/03/2013,34.56,0.001158078
01/03/2013,34.52,0.002610589
28/02/2013,34.43,0.004074511
27/02/2013,34.29,0.015577097
26/02/2013,33.76,0.000889021
25/02/2013,33.73,-0.013253029
22/02/2013,34.18,0.051016162
21/02/2013,32.48,-0.017699577
20/02/2013,33.06,-0.026270167
19/02/2013,33.94,0.010365856
15/02/2013,33.59,-0.005936497
14/02/2013,33.79,0.002073768
13/02/2013,33.72,0.004756252
12/02/2013,33.56,-0.003866176
11/02/2013,33.69,-0.017361036
08/02/2013,34.28,0.025407571
07/02/2013,33.42,-0.004180358
06/02/2013,33.56,-0.005645536
05/02/2013,33.75,0.014324327
04/02/2013,33.27,-0.013435043
01/02/2013,33.72,0.019162263
31/01/2013,33.08,0.007890784
30/01/2013,32.82,0.00458086
29/01/2013,32.67,-0.011261723
28/01/2013,33.04,0.007290433
25/01/2013,32.8,-0.008802607
24/01/2013,33.09,0.000302252
23/01/2013,33.08,-0.011421825
22/01/2013,33.46,-0.00179158
18/01/2013,33.52,0.011099559
17/01/2013,33.15,0.019494982
16/01/2013,32.51,0.007099891
15/01/2013,32.28,-0.001857011
14/01/2013,32.34,-0.002470662
11/01/2013,32.42,-0.000308404
10/01/2013,32.43,0.013348018
09/01/2013,32,0.014162314
08/01/2013,31.55,-0.011659184
07/01/2013,31.92,0.00313775
04/01/2013,31.82,-0.002197458
03/01/2013,31.89,-0.013084299
02/01/2013,32.31,0.044944273
31/12/2012,30.89,0.013689914
28/12/2012,30.47,-0.008822145
27/12/2012,30.74,-0.002274574
26/12/2012,30.81,-0.003887274
24/12/2012,30.93,0
21/12/2012,30.93,-0.011252329
20/12/2012,31.28,0.000959539
19/12/2012,31.25,-0.002875861
18/12/2012,31.34,0.013815481
17/12/2012,30.91,0.003565066
14/12/2012,30.8,0.007168489
13/12/2012,30.58,-0.015574617
12/12/2012,31.06,0.001611085
11/12/2012,31.01,0.039130424
10/12/2012,29.82,-0.001005531
07/12/2012,29.85,0.001340932
06/12/2012,29.81,-0.001675884
05/12/2012,29.86,0.00840765
04/12/2012,29.61,0
03/12/2012,29.61,0.004739345
30/11/2012,29.47,-0.019489864
29/11/2012,30.05,0.009025634
28/11/2012,29.78,0.010803616
27/11/2012,29.46,-0.005753951
26/11/2012,29.63,0.001350895
23/11/2012,29.59,0.013267757
21/11/2012,29.2,-0.003760045
20/11/2012,29.31,0.01408716
19/11/2012,28.9,0.020273326
16/11/2012,28.32,-0.016459836
15/11/2012,28.79,0.001042572
14/11/2012,28.76,-0.021328638
13/11/2012,29.38,-0.004415018
12/11/2012,29.51,0
09/11/2012,29.51,0.012617388
08/11/2012,29.14,-0.00513436
07/11/2012,29.29,-0.021949218
06/11/2012,29.94,0.015822582
05/11/2012,29.47,0.032416632
02/11/2012,28.53,-0.023554951
01/11/2012,29.21,0.039097475
31/10/2012,28.09,-0.029119756
26/10/2012,28.92,0.027696775
25/10/2012,28.13,0.015404209
24/10/2012,27.7,-0.005041422
23/10/2012,27.84,0.001797592
22/10/2012,27.79,-0.000719424
19/10/2012,27.81,-0.033589865
18/10/2012,28.76,0.010134632
17/10/2012,28.47,-0.009090972
16/10/2012,28.73,0.017910927
15/10/2012,28.22,0.033877113
12/10/2012,27.28,-0.000732869
11/10/2012,27.3,0.004773279
10/10/2012,27.17,-0.005505611
09/10/2012,27.32,-0.024228269
08/10/2012,27.99,-0.006055228
05/10/2012,28.16,0.008917484
04/10/2012,27.91,0.015890547
03/10/2012,27.47,-0.005083526
02/10/2012,27.61,0
01/10/2012,27.61,0.00181258
28/09/2012,27.56,-0.01154414
27/09/2012,27.88,0.011181361
26/09/2012,27.57,-0.009386351
25/09/2012,27.83,-0.03008544
24/09/2012,28.68,-0.010750927
21/09/2012,28.99,0.00484095
20/09/2012,28.85,0.005561363
19/09/2012,28.69,0.001046208
18/09/2012,28.66,-0.015235752
17/09/2012,29.1,-0.015683922
14/09/2012,29.56,0.02223454
13/09/2012,28.91,0.01113055
12/09/2012,28.59,0.000349834
11/09/2012,28.58,-0.003144107
10/09/2012,28.67,-0.017632263
07/09/2012,29.18,-0.012938553
06/09/2012,29.56,0.035816501
05/09/2012,28.52,-0.009422509
04/09/2012,28.79,-0.008646085
31/08/2012,29.04,0.001033592
30/08/2012,29.01,-0.013354076
29/08/2012,29.4,0.005457039
28/08/2012,29.24,-0.002732242
27/08/2012,29.32,-0.008152219
24/08/2012,29.56,0.008152219
23/08/2012,29.32,-0.002044294
22/08/2012,29.38,-0.00881063
21/08/2012,29.64,0.003718105
20/08/2012,29.53,-0.011113096
17/08/2012,29.86,-0.013637331
16/08/2012,30.27,0.012298643
15/08/2012,29.9,0.014146413
14/08/2012,29.48,-0.00203321
13/08/2012,29.54,-0.007083855
10/08/2012,29.75,0.007083855
09/08/2012,29.54,0.006112073
08/08/2012,29.36,0.004437625
07/08/2012,29.23,0.034456166
06/08/2012,28.24,-0.001061759
03/08/2012,28.27,0.036747651
02/08/2012,27.25,-0.013848618
01/08/2012,27.63,0.014215658
31/07/2012,27.24,0.001101928
30/07/2012,27.21,-0.004766279
27/07/2012,27.34,0.010663826
26/07/2012,27.05,0.015648605
25/07/2012,26.63,0.00225564
24/07/2012,26.57,-0.009365118
23/07/2012,26.82,-0.015905643
20/07/2012,27.25,-0.028578541
19/07/2012,28.04,0.014006334
18/07/2012,27.65,0.039090523
17/07/2012,26.59,0.006035477
16/07/2012,26.43,-0.022077604
13/07/2012,27.02,0.010416761
12/07/2012,26.74,-0.020726131
11/07/2012,27.3,-0.003291281
10/07/2012,27.39,-0.000729927
09/07/2012,27.41,-0.011246264
06/07/2012,27.72,-0.024587022
05/07/2012,28.41,-0.005265942
03/07/2012,28.56,0.009852296
02/07/2012,28.28,-0.014393789
29/06/2012,28.69,0.065538207
28/06/2012,26.87,-0.007415681
27/06/2012,27.07,0.001478743
26/06/2012,27.03,0.00185151
25/06/2012,26.98,-0.038892781
22/06/2012,28.05,0.016172859
21/06/2012,27.6,-0.033490839
20/06/2012,28.54,0.00950544
19/06/2012,28.27,0.008882631
18/06/2012,28.02,0.005726573
15/06/2012,27.86,0.004677109
14/06/2012,27.73,-0.003240327
13/06/2012,27.82,-0.014984226
12/06/2012,28.24,0.021113685
11/06/2012,27.65,-0.030979868
