Date,Close,TXN
08/06/2012,28.52,0.010220353
07/06/2012,28.23,-0.013021476
06/06/2012,28.6,0.03994825
05/06/2012,27.48,0.014293811
04/06/2012,27.09,0.00332779
01/06/2012,27,-0.053365221
31/05/2012,28.48,-0.016368117
30/05/2012,28.95,-0.014063
29/05/2012,29.36,0.014408483
25/05/2012,28.94,0.001729207
24/05/2012,28.89,-0.008616286
23/05/2012,29.14,-0.007521403
22/05/2012,29.36,-0.004078864
21/05/2012,29.48,0.025770194
18/05/2012,28.73,-0.021350673
17/05/2012,29.35,-0.020570612
16/05/2012,29.96,-0.010954466
15/05/2012,30.29,-0.011162296
14/05/2012,30.63,-0.003584817
11/05/2012,30.74,-0.00130039
10/05/2012,30.78,0.005865119
09/05/2012,30.6,-0.000979912
08/05/2012,30.63,0.000653168
07/05/2012,30.61,0.000653595
04/05/2012,30.59,-0.025816213
03/05/2012,31.39,-0.022055084
02/05/2012,32.09,0.007507073
01/05/2012,31.85,-0.002821761
30/04/2012,31.94,-0.007175198
27/04/2012,32.17,0.00686216
26/04/2012,31.95,-0.000625782
25/04/2012,31.97,0.019264768
24/04/2012,31.36,-0.016759286
23/04/2012,31.89,-0.018024105
20/04/2012,32.47,-0.005221944
19/04/2012,32.64,-0.002447982
18/04/2012,32.72,-0.001832062
17/04/2012,32.78,0.017852121
16/04/2012,32.2,0.000621311
13/04/2012,32.18,-0.010202593
12/04/2012,32.51,0.01612438
11/04/2012,31.99,0.00942218
10/04/2012,31.69,-0.014100187
09/04/2012,32.14,-0.009907202
05/04/2012,32.46,0.009285118
04/04/2012,32.16,-0.013588844
03/04/2012,32.6,-0.020043185
02/04/2012,33.26,-0.010468168
30/03/2012,33.61,0.012575016
29/03/2012,33.19,-0.004209267
28/03/2012,33.33,-0.016071775
27/03/2012,33.87,-0.003536697
26/03/2012,33.99,0.019008591
23/03/2012,33.35,-0.002395928
22/03/2012,33.43,-0.005369941
21/03/2012,33.61,0.00089299
20/03/2012,33.58,-0.007712883
19/03/2012,33.84,0.024530096
16/03/2012,33.02,0.007294865
15/03/2012,32.78,0.023770219
14/03/2012,32.01,-0.008709231
13/03/2012,32.29,0.011838144
12/03/2012,31.91,-0.011218566
09/03/2012,32.27,-0.010174282
08/03/2012,32.6,-0.001532567
07/03/2012,32.65,0.016365967
06/03/2012,32.12,-0.002176956
05/03/2012,32.19,-0.01938224
02/03/2012,32.82,-0.010607767
01/03/2012,33.17,-0.005411919
29/02/2012,33.35,-0.011033361
28/02/2012,33.72,0.018255782
27/02/2012,33.11,-0.006322466
24/02/2012,33.32,0
23/02/2012,33.32,0.010863112
22/02/2012,32.96,-0.009661911
21/02/2012,33.28,-0.009271788
17/02/2012,33.59,-0.009481553
16/02/2012,33.91,0.0148547
15/02/2012,33.41,0.005703152
14/02/2012,33.22,-0.00120337
13/02/2012,33.26,-0.003002104
10/02/2012,33.36,-0.013103225
09/02/2012,33.8,-0.001478197
08/02/2012,33.85,0.012485299
07/02/2012,33.43,-0.005369941
06/02/2012,33.61,-0.009475937
03/02/2012,33.93,0.025975486
02/02/2012,33.06,0.00606798
01/02/2012,32.86,0.014715164
31/01/2012,32.38,0.006195807
30/01/2012,32.18,-0.013273848
27/01/2012,32.61,0.007695898
26/01/2012,32.36,-0.013505423
25/01/2012,32.8,0.008573231
24/01/2012,32.52,-0.020393341
23/01/2012,33.19,-0.013467209
20/01/2012,33.64,-0.005336508
19/01/2012,33.82,0.00296121
18/01/2012,33.72,0.08184841
17/01/2012,31.07,0.003869724
13/01/2012,30.95,-0.013479023
12/01/2012,31.37,0.020612646
11/01/2012,30.73,0.001954398
10/01/2012,30.67,0.016768435
09/01/2012,30.16,0.012679516
06/01/2012,29.78,0
05/01/2012,29.78,0.007076693
04/01/2012,29.57,-0.006404876
03/01/2012,29.76,0.022083452
30/12/2011,29.11,-0.007870015
29/12/2011,29.34,0.009245058
28/12/2011,29.07,-0.019080647
27/12/2011,29.63,-0.003369275
23/12/2011,29.73,0.007766374
22/12/2011,29.5,0.032383126
21/12/2011,28.56,-0.028647343
20/12/2011,29.39,0.050237281
19/12/2011,27.95,-0.02613143
16/12/2011,28.69,0.006293727
15/12/2011,28.51,0.016622841
14/12/2011,28.04,-0.013109134
13/12/2011,28.41,-0.025027375
12/12/2011,29.13,-0.027426808
09/12/2011,29.94,0.000668226
08/12/2011,29.92,-0.024757825
07/12/2011,30.67,0.008184691
06/12/2011,30.42,0.006265478
05/12/2011,30.23,0.008637927
02/12/2011,29.97,-0.007976114
01/12/2011,30.21,0.003647824
30/11/2011,30.1,0.04972083
29/11/2011,28.64,-0.002092781
28/11/2011,28.7,0.032220879
25/11/2011,27.79,-0.00538311
23/11/2011,27.94,-0.026489276
22/11/2011,28.69,-0.018304776
21/11/2011,29.22,-0.028009255
18/11/2011,30.05,-0.011250946
17/11/2011,30.39,-0.034603291
16/11/2011,31.46,0.009902652
15/11/2011,31.15,-0.000320976
14/11/2011,31.16,-0.010852325
11/11/2011,31.5,0.028660793
10/11/2011,30.61,0.009849062
09/11/2011,30.31,-0.040095898
08/11/2011,31.55,0.000634115
07/11/2011,31.53,-0.008212301
04/11/2011,31.79,0.021301076
03/11/2011,31.12,0.034655315
02/11/2011,30.06,0.006675592
01/11/2011,29.86,-0.028719584
31/10/2011,30.73,-0.02474817
28/10/2011,31.5,-0.010107477
27/10/2011,31.82,0.026107818
26/10/2011,31,0.000968211
25/10/2011,30.97,-0.02298218
24/10/2011,31.69,0.039586826
21/10/2011,30.46,0.016885023
20/10/2011,29.95,-0.00996686
19/10/2011,30.25,-0.020936322
18/10/2011,30.89,0.022259512
17/10/2011,30.21,-0.023553591
14/10/2011,30.93,0.017283978
13/10/2011,30.4,0.023295563
12/10/2011,29.7,0.002697237
11/10/2011,29.62,-0.006394099
10/10/2011,29.81,0.029273704
07/10/2011,28.95,0.022001935
06/10/2011,28.32,0.004246291
05/10/2011,28.2,0.034268457
04/10/2011,27.25,0.029419362
03/10/2011,26.46,-0.007154992
30/09/2011,26.65,-0.020060108
29/09/2011,27.19,-0.005135741
28/09/2011,27.33,-0.025290365
27/09/2011,28.03,0.022732352
26/09/2011,27.4,0.006591016
23/09/2011,27.22,0.037048203
22/09/2011,26.23,-0.024478722
21/09/2011,26.88,-0.024256978
20/09/2011,27.54,-0.00579292
19/09/2011,27.7,-0.004322773
16/09/2011,27.82,0.003961828
15/09/2011,27.71,0.016006162
14/09/2011,27.27,0.022998046
13/09/2011,26.65,0.013980957
12/09/2011,26.28,0.007639457
09/09/2011,26.08,0.010794245
08/09/2011,25.8,-0.003482302
07/09/2011,25.89,0.038587464
06/09/2011,24.91,-0.006801386
02/09/2011,25.08,-0.019349074
01/09/2011,25.57,-0.024721228
31/08/2011,26.21,0.000381607
30/08/2011,26.2,0.001527884
29/08/2011,26.16,0.024769068
26/08/2011,25.52,0.008262884
25/08/2011,25.31,-0.031118808
24/08/2011,26.11,-0.004966581
23/08/2011,26.24,0.042029532
22/08/2011,25.16,0.013605652
19/08/2011,24.82,-0.022705616
18/08/2011,25.39,-0.058885511
17/08/2011,26.93,0
16/08/2011,26.93,-0.020581395
15/08/2011,27.49,0.011340893
12/08/2011,27.18,-0.004405293
11/08/2011,27.3,0.029741969
10/08/2011,26.5,-0.022019923
09/08/2011,27.09,0.033786998
08/08/2011,26.19,-0.0374716
05/08/2011,27.19,-0.026494019
04/08/2011,27.92,-0.048244238
03/08/2011,29.3,0.006849342
02/08/2011,29.1,-0.026785802
01/08/2011,29.89,0.004694844
29/07/2011,29.75,-0.012360271
28/07/2011,30.12,-0.008924204
27/07/2011,30.39,-0.038093696
26/07/2011,31.57,0.003172591
25/07/2011,31.47,-0.00980245
22/07/2011,31.78,0.005363635
21/07/2011,31.61,0.012414611
20/07/2011,31.22,-0.006385718
19/07/2011,31.42,0.030373902
18/07/2011,30.48,-0.011093099
15/07/2011,30.82,0.003249922
14/07/2011,30.72,-0.009073296
13/07/2011,31,-0.008032172
12/07/2011,31.25,-0.037372853
11/07/2011,32.44,-0.013472341
08/07/2011,32.88,-0.017486125
07/07/2011,33.46,0.018398951
06/07/2011,32.85,-0.002128631
05/07/2011,32.92,-0.0180619
01/07/2011,33.52,0.020799544
30/06/2011,32.83,0.029363878
29/06/2011,31.88,-0.003131853
28/06/2011,31.98,0.007532992
27/06/2011,31.74,0.006638242
24/06/2011,31.53,-0.018539416
23/06/2011,32.12,0.011901174
22/06/2011,31.74,-0.009095249
21/06/2011,32.03,0.023694048
20/06/2011,31.28,0.001279591
17/06/2011,31.24,-0.002557546
16/06/2011,31.32,-0.008583744
15/06/2011,31.59,-0.023154977
14/06/2011,32.33,0.018417877
13/06/2011,31.74,-0.012834736
10/06/2011,32.15,-0.023364112
09/06/2011,32.91,0.007319337
08/06/2011,32.67,-0.018198864
07/06/2011,33.27,-0.001501727
06/06/2011,33.32,-0.005387622
03/06/2011,33.5,-0.021849112
02/06/2011,34.24,0.008505697
01/06/2011,33.95,-0.03899411
31/05/2011,35.3,0.016567074
27/05/2011,34.72,0.011587615
26/05/2011,34.32,0.001166181
25/05/2011,34.28,0.005851392
24/05/2011,34.08,-0.004975863
23/05/2011,34.25,-0.021661497
20/05/2011,35,0.00085751
19/05/2011,34.97,-0.005987188
18/05/2011,35.18,0.02125906
17/05/2011,34.44,-0.013554642
16/05/2011,34.91,-0.007704418
13/05/2011,35.18,-0.004254722
12/05/2011,35.33,0.012245632
11/05/2011,34.9,-0.015918471
10/05/2011,35.46,0.003389834
09/05/2011,35.34,0.003117475
06/05/2011,35.23,0.005978665
05/05/2011,35.02,0.005727393
04/05/2011,34.82,0.000574548
03/05/2011,34.8,-0.006016348
02/05/2011,35.01,-0.014743675
29/04/2011,35.53,-0.000562746
28/04/2011,35.55,-0.009797139
27/04/2011,35.9,0.004466786
26/04/2011,35.74,0.008993877
25/04/2011,35.42,-0.002819286
21/04/2011,35.52,0.011040452
20/04/2011,35.13,0.016937394
19/04/2011,34.54,-0.007211916
18/04/2011,34.79,-0.005732317
15/04/2011,34.99,0.008034477
14/04/2011,34.71,0.010716974
13/04/2011,34.34,0.005841138
12/04/2011,34.14,-0.022876341
11/04/2011,34.93,-0.006847388
08/04/2011,35.17,-0.001988355
07/04/2011,35.24,0.010841761
06/04/2011,34.86,0.004888579
05/04/2011,34.69,0.016860865
04/04/2011,34.11,-0.003511856
01/04/2011,34.23,-0.009594491
31/03/2011,34.56,-0.005194817
30/03/2011,34.74,-0.00631279
29/03/2011,34.96,0.013535124
28/03/2011,34.49,-0.004339657
25/03/2011,34.64,-0.006330956
24/03/2011,34.86,0.018822041
23/03/2011,34.21,0.016802164
22/03/2011,33.64,-0.001188354
21/03/2011,33.68,0.009546612
18/03/2011,33.36,0.00873105
17/03/2011,33.07,0.008502936
16/03/2011,32.79,-0.033291424
15/03/2011,33.9,-0.01928193
14/03/2011,34.56,0.004931119
11/03/2011,34.39,0.00407926
10/03/2011,34.25,-0.014205196
09/03/2011,34.74,-0.031730707
08/03/2011,35.86,0.010653311
07/03/2011,35.48,-0.022021796
04/03/2011,36.27,-0.007963793
03/03/2011,36.56,0.011554461
02/03/2011,36.14,0.032052224
01/03/2011,35,-0.017278436
28/02/2011,35.61,-0.000280781
25/02/2011,35.62,0.005348359
24/02/2011,35.43,0.000847099
23/02/2011,35.4,-0.009838449
22/02/2011,35.75,-0.013337236
18/02/2011,36.23,-0.00687666
17/02/2011,36.48,0.011857301
16/02/2011,36.05,0.002221606
15/02/2011,35.97,0.003899726
14/02/2011,35.83,0.005878253
11/02/2011,35.62,0.012145327
10/02/2011,35.19,0.002560821
09/02/2011,35.1,-0.005115101
08/02/2011,35.28,0.000567054
07/02/2011,35.26,-0.005091949
04/02/2011,35.44,0.012778819
03/02/2011,34.99,-0.003708462
02/02/2011,35.12,0.003422707
01/02/2011,35,0.031638105
31/01/2011,33.91,-0.01056038
28/01/2011,34.27,-0.010450023
27/01/2011,34.63,0.008992084
26/01/2011,34.32,0.009956158
25/01/2011,33.98,-0.019525609
