Date,Close,XRX
27/01/2011,10.79,0.024391453
26/01/2011,10.53,-0.079385029
25/01/2011,11.4,0.015024587
24/01/2011,11.23,0.008046534
21/01/2011,11.14,-0.000897263
20/01/2011,11.15,-0.034379763
19/01/2011,11.54,-0.012914514
18/01/2011,11.69,0.006006024
14/01/2011,11.62,0.026156679
13/01/2011,11.32,-0.018381262
12/01/2011,11.53,0.004345943
11/01/2011,11.48,0.006116227
10/01/2011,11.41,0.009687438
07/01/2011,11.3,-0.014059986
06/01/2011,11.46,0
05/01/2011,11.46,0.005249356
04/01/2011,11.4,-0.026829822
03/01/2011,11.71,0.016358522
31/12/2010,11.52,0.003478264
30/12/2010,11.48,-0.012121361
29/12/2010,11.62,0.003448279
28/12/2010,11.58,-0.004308494
27/12/2010,11.63,-0.005145809
23/12/2010,11.69,-0.005970167
22/12/2010,11.76,-0.010993768
21/12/2010,11.89,0.007598179
20/12/2010,11.8,0.004246291
17/12/2010,11.75,-0.00509339
16/12/2010,11.81,0.017941532
15/12/2010,11.6,-0.025533302
14/12/2010,11.9,-0.001679262
13/12/2010,11.92,-0.006688988
10/12/2010,12,-0.000832986
09/12/2010,12.01,0.007521974
08/12/2010,11.92,0.005046268
07/12/2010,11.86,0.005071862
06/12/2010,11.8,-0.002539147
03/12/2010,11.83,0.005084757
02/12/2010,11.77,0.000849979
01/12/2010,11.76,0.025841231
30/11/2010,11.46,-0.012142387
29/11/2010,11.6,-0.013698844
26/11/2010,11.76,-0.003395589
24/11/2010,11.8,0.025752496
23/11/2010,11.5,-0.018949749
22/11/2010,11.72,0.003418807
19/11/2010,11.68,0.006011182
18/11/2010,11.61,0.041324561
17/11/2010,11.14,0.009923401
16/11/2010,11.03,-0.025068457
15/11/2010,11.31,0.001769912
12/11/2010,11.29,-0.013198608
11/11/2010,11.44,-0.011299555
10/11/2010,11.57,-0.01713838
09/11/2010,11.77,0.003404259
08/11/2010,11.73,-0.014388737
05/11/2010,11.9,-0.002517836
04/11/2010,11.93,0.019467394
03/11/2010,11.7,-0.001707942
02/11/2010,11.72,0.009429988
01/11/2010,11.61,-0.007722046
29/10/2010,11.7,0.001710864
28/10/2010,11.68,0.01119254
27/10/2010,11.55,0.005208345
26/10/2010,11.49,-0.009528006
25/10/2010,11.6,0.015638894
22/10/2010,11.42,0.018559967
21/10/2010,11.21,0.010762436
20/10/2010,11.09,0.013618004
19/10/2010,10.94,-0.025272103
18/10/2010,11.22,0.014362904
15/10/2010,11.06,0.002716163
14/10/2010,11.03,-0.004522848
13/10/2010,11.08,-0.007194276
12/10/2010,11.16,0.010810916
11/10/2010,11.04,0.008185585
08/10/2010,10.95,0.019364367
07/10/2010,10.74,0
06/10/2010,10.74,0.001863933
05/10/2010,10.72,0.026466573
04/10/2010,10.44,-0.005730675
01/10/2010,10.5,0.014388737
30/09/2010,10.35,0.00581397
29/09/2010,10.29,-0.02495331
28/09/2010,10.55,0.004750603
27/09/2010,10.5,-0.00190295
24/09/2010,10.52,0.034819765
23/09/2010,10.16,-0.003929278
22/09/2010,10.2,-0.006839304
21/09/2010,10.27,-0.008725213
20/09/2010,10.36,0.025416813
17/09/2010,10.1,0.004962789
16/09/2010,10.05,0.030305349
15/09/2010,9.75,0.015504187
14/09/2010,9.6,-0.021639175
13/09/2010,9.81,0.074029562
10/09/2010,9.11,-0.003287674
09/09/2010,9.14,0.021006853
08/09/2010,8.95,0.005602256
07/09/2010,8.9,-0.021123631
03/09/2010,9.09,0.017758513
02/09/2010,8.93,0.012394525
01/09/2010,8.82,0.042855429
31/08/2010,8.45,-0.001182732
30/08/2010,8.46,-0.021053409
27/08/2010,8.64,0.019872074
26/08/2010,8.47,-0.014068227
25/08/2010,8.59,0.015249562
24/08/2010,8.46,-0.039402548
23/08/2010,8.8,-0.019133955
20/08/2010,8.97,-0.008879082
19/08/2010,9.05,-0.022939291
18/08/2010,9.26,0.002162163
17/08/2010,9.24,0.024097552
16/08/2010,9.02,0.001109262
13/08/2010,9.01,-0.009939342
12/08/2010,9.1,-0.018508966
11/08/2010,9.27,-0.037060885
10/08/2010,9.62,-0.01342302
09/08/2010,9.75,0.016546396
06/08/2010,9.59,-0.00520022
05/08/2010,9.64,-0.010320009
04/08/2010,9.74,0.009283202
03/08/2010,9.65,-0.017463207
02/08/2010,9.82,0.008180005
30/07/2010,9.74,0.011357892
29/07/2010,9.63,0.011488377
28/07/2010,9.52,-0.005238357
27/07/2010,9.57,0.004188488
26/07/2010,9.53,0.029821166
23/07/2010,9.25,0.024071184
22/07/2010,9.03,0.071130893
21/07/2010,8.41,-0.007109035
20/07/2010,8.47,0.0035482
19/07/2010,8.44,0.016726794
16/07/2010,8.3,-0.036668804
15/07/2010,8.61,0
14/07/2010,8.61,-0.002320187
13/07/2010,8.63,0.027012799
12/07/2010,8.4,0.021661497
09/07/2010,8.22,0.0061013
08/07/2010,8.17,0.006138755
07/07/2010,8.12,0.026202372
06/07/2010,7.91,-0.010062978
02/07/2010,7.99,0.002506267
01/07/2010,7.97,-0.00874459
30/06/2010,8.04,-0.036634133
29/06/2010,8.34,-0.043408574
28/06/2010,8.71,-0.003438399
25/06/2010,8.74,-0.003426617
24/06/2010,8.77,-0.028107528
23/06/2010,9.02,-0.012121361
22/06/2010,9.13,-0.023810649
21/06/2010,9.35,-0.008519753
18/06/2010,9.43,-0.003176286
17/06/2010,9.46,0.002116403
16/06/2010,9.44,-0.002116403
15/06/2010,9.46,0.033318504
14/06/2010,9.15,0.014309545
11/06/2010,9.02,0
10/06/2010,9.02,0.060555334
09/06/2010,8.49,-0.00821119
08/06/2010,8.56,-0.006984895
07/06/2010,8.62,-0.029716472
04/06/2010,8.88,-0.042981823
03/06/2010,9.27,0.005408342
02/06/2010,9.22,0.029721505
01/06/2010,8.95,-0.039435559
28/05/2010,9.31,-0.015983292
27/05/2010,9.46,0.050959535
26/05/2010,8.99,-0.01106206
25/05/2010,9.09,0.015521376
24/05/2010,8.95,-0.029721505
21/05/2010,9.22,0.010905233
20/05/2010,9.12,-0.050251085
19/05/2010,9.59,-0.042863704
18/05/2010,10.01,-0.008950831
17/05/2010,10.1,0.007952328
14/05/2010,10.02,-0.0275608
13/05/2010,10.3,0.010737048
12/05/2010,10.19,0.008871423
11/05/2010,10.1,-0.003952574
10/05/2010,10.14,0.041274102
07/05/2010,9.73,-0.031363218
06/05/2010,10.04,-0.037149922
05/05/2010,10.42,-0.017126965
04/05/2010,10.6,-0.041576427
03/05/2010,11.05,0.013667639
30/04/2010,10.9,-0.028935111
29/04/2010,11.22,0.010752792
28/04/2010,11.1,0.026473477
27/04/2010,10.81,-0.048746112
26/04/2010,11.35,0.002646671
23/04/2010,11.32,0.079969094
22/04/2010,10.45,-0.014252023
21/04/2010,10.6,-0.013121088
20/04/2010,10.74,0.002797205
19/04/2010,10.71,0.037094124
16/04/2010,10.32,-0.016338662
15/04/2010,10.49,-0.005703438
14/04/2010,10.55,0.009523882
13/04/2010,10.45,-0.003820444
12/04/2010,10.49,0.00477784
09/04/2010,10.44,0.001917546
08/04/2010,10.42,0.025268594
07/04/2010,10.16,-0.010768582
06/04/2010,10.27,-0.010653854
05/04/2010,10.38,0.038296285
01/04/2010,9.99,0.024317308
31/03/2010,9.75,0.006172859
30/03/2010,9.69,-0.00411947
29/03/2010,9.73,0.003088011
26/03/2010,9.7,0.008281621
25/03/2010,9.62,-0.024641904
24/03/2010,9.86,-0.025038864
23/03/2010,10.11,0.02402518
22/03/2010,9.87,0.030866648
19/03/2010,9.57,-0.029852963
18/03/2010,9.86,-0.004048589
17/03/2010,9.9,-0.019010077
16/03/2010,10.09,0.006961739
15/03/2010,10.02,0.01305895
12/03/2010,9.89,-0.011060947
11/03/2010,10,0.015113638
10/03/2010,9.85,0.011230338
09/03/2010,9.74,-0.017303231
08/03/2010,9.91,0.004044495
05/03/2010,9.87,0.034006368
04/03/2010,9.54,0.002098637
03/03/2010,9.52,0.00210305
02/03/2010,9.5,-0.005249356
01/03/2010,9.55,0.019028058
26/02/2010,9.37,0.008574543
25/02/2010,9.29,0.004315001
24/02/2010,9.25,0.016349138
23/02/2010,9.1,-0.015267472
22/02/2010,9.24,0.004338402
19/02/2010,9.2,0.003266198
18/02/2010,9.17,0.02764134
17/02/2010,8.92,0.006749182
16/02/2010,8.86,0.010209958
12/02/2010,8.77,0.001140901
11/02/2010,8.76,0.036029464
10/02/2010,8.45,0.008318527
09/02/2010,8.38,-0.008318527
08/02/2010,8.45,-0.002364067
05/02/2010,8.47,-0.021028812
04/02/2010,8.65,-0.038553528
03/02/2010,8.99,-0.015452846
02/02/2010,9.13,0.017680019
01/02/2010,8.97,0.028266438
29/01/2010,8.72,-0.011402632
28/01/2010,8.82,-0.00790518
27/01/2010,8.89,0.003380285
26/01/2010,8.86,-0.003380285
25/01/2010,8.89,-0.008958627
22/01/2010,8.97,-0.033975871
21/01/2010,9.28,0.042934497
20/01/2010,8.89,-0.014517285
19/01/2010,9.02,0.020157457
15/01/2010,8.84,-0.005640173
14/01/2010,8.89,-0.006726483
13/01/2010,8.95,0.011236073
12/01/2010,8.85,0.007941051
11/01/2010,8.78,0.024208675
08/01/2010,8.57,-0.003494471
07/01/2010,8.6,0.004662013
06/01/2010,8.56,-0.009302393
05/01/2010,8.64,0.001158078
04/01/2010,8.63,0.019895331
31/12/2009,8.46,-0.023365549
30/12/2009,8.66,0.009280809
29/12/2009,8.58,0.011723464
28/12/2009,8.48,-0.019848871
24/12/2009,8.65,0.011628038
23/12/2009,8.55,-0.003502631
22/12/2009,8.58,0.011723464
21/12/2009,8.48,0.013056565
18/12/2009,8.37,-0.007142888
17/12/2009,8.43,0.002375298
16/12/2009,8.41,0.005963047
15/12/2009,8.36,0.016888218
14/12/2009,8.22,0.035917173
11/12/2009,7.93,0.006325132
10/12/2009,7.88,-0.002534856
09/12/2009,7.9,0.012739026
08/12/2009,7.8,-0.012739026
07/12/2009,7.9,-0.001265022
04/12/2009,7.91,0.019145448
03/12/2009,7.76,-0.0051414
02/12/2009,7.8,-0.003838776
01/12/2009,7.83,0.016742181
30/11/2009,7.7,-0.011620531
27/11/2009,7.79,-0.015286922
25/11/2009,7.91,-0.001263424
24/11/2009,7.92,-0.00126183
23/11/2009,7.93,0.012690526
20/11/2009,7.83,0.006406172
19/11/2009,7.78,-0.020356937
18/11/2009,7.94,-0.006277485
17/11/2009,7.99,-0.002500001
16/11/2009,8.01,0.018904155
13/11/2009,7.86,0.001273075
12/11/2009,7.85,-0.005082603
11/11/2009,7.89,0.0063573
10/11/2009,7.84,-0.028914648
09/11/2009,8.07,0.017500447
06/11/2009,7.93,-0.00126024
05/11/2009,7.94,0.002522069
04/11/2009,7.92,0.046520016
03/11/2009,7.56,0.009302393
02/11/2009,7.49,-0.00399734
30/10/2009,7.52,-0.02495205
29/10/2009,7.71,0.02894939
28/10/2009,7.49,-0.030245567
27/10/2009,7.72,-0.0064558
26/10/2009,7.77,-0.014057739
23/10/2009,7.88,-0.018856624
22/10/2009,8.03,0.039370164
21/10/2009,7.72,-0.019243698
20/10/2009,7.87,0.008934329
19/10/2009,7.8,0.024660562
16/10/2009,7.61,-0.010457612
15/10/2009,7.69,-0.003893581
14/10/2009,7.72,0.019621297
13/10/2009,7.57,-0.029930666
12/10/2009,7.8,0.00643089
09/10/2009,7.75,0.018229671
08/10/2009,7.61,0.048461703
07/10/2009,7.25,-0.008241805
06/10/2009,7.31,-0.017627575
05/10/2009,7.44,0.016260521
02/10/2009,7.32,-0.02295847
01/10/2009,7.49,-0.03283289
30/09/2009,7.74,-0.022989518
29/09/2009,7.92,0.030771659
28/09/2009,7.68,-0.160824787
25/09/2009,9.02,-0.012121361
24/09/2009,9.13,-0.019523397
23/09/2009,9.31,0.010799241
22/09/2009,9.21,-0.02466613
21/09/2009,9.44,-0.004228336
18/09/2009,9.48,-0.00315956
17/09/2009,9.51,-0.006289329
16/09/2009,9.57,0.001045478
15/09/2009,9.56,0.042741548
14/09/2009,9.16,-0.001091108
11/09/2009,9.17,-0.02157581
10/09/2009,9.37,0.055966332
09/09/2009,8.86,0.025144182
08/09/2009,8.64,0
04/09/2009,8.64,0.024605811
03/09/2009,8.43,0.010733556
02/09/2009,8.34,-0.014285957
01/09/2009,8.46,-0.022210147
31/08/2009,8.65,-0.027367729
28/08/2009,8.89,0.005640173
27/08/2009,8.84,0.013667639
26/08/2009,8.72,0
25/08/2009,8.72,0.018519048
24/08/2009,8.56,0.012933749
21/08/2009,8.45,0.020323473
20/08/2009,8.28,-0.01676686
19/08/2009,8.42,0.022823814
18/08/2009,8.23,0.010995835
17/08/2009,8.14,-0.039740329
14/08/2009,8.47,-0.007058853
13/08/2009,8.53,0.002347419
12/08/2009,8.51,0.008259634
11/08/2009,8.44,-0.034927881
10/08/2009,8.74,0.033743748
07/08/2009,8.45,0.005934736
06/08/2009,8.4,-0.013010237
05/08/2009,8.51,0.017783515
04/08/2009,8.36,0.019324273
03/08/2009,8.2,0.001220256
31/07/2009,8.19,-0.015748357
30/07/2009,8.32,0.013309331
29/07/2009,8.21,-0.001217286
28/07/2009,8.22,0.035917173
27/07/2009,7.93,0.003790276
24/07/2009,7.9,0.021753897
23/07/2009,7.73,0.099198714
22/07/2009,7,0.010050336
21/07/2009,6.93,-0.010050336
20/07/2009,7,0.043802623
17/07/2009,6.7,-0.020680205
16/07/2009,6.84,0.026668247
15/07/2009,6.66,0.032039354
14/07/2009,6.45,0.020360923
13/07/2009,6.32,0.033792435
10/07/2009,6.11,0.009868501
09/07/2009,6.05,-0.003300333
08/07/2009,6.07,0.003300333
07/07/2009,6.05,-0.037311708
06/07/2009,6.28,-0.01892801
02/07/2009,6.4,-0.032285663
01/07/2009,6.61,0.019863143
30/06/2009,6.48,-0.02137486
29/06/2009,6.62,-0.001509434
26/06/2009,6.63,-0.00301205
25/06/2009,6.65,0.024354324
24/06/2009,6.49,0.01396454
23/06/2009,6.4,-0.003120127
22/06/2009,6.42,-0.048641807
19/06/2009,6.74,-0.02201116
18/06/2009,6.89,-0.001450327
17/06/2009,6.9,-0.007220248
16/06/2009,6.95,0.007220248
15/06/2009,6.9,-0.011527505
12/06/2009,6.98,-0.002861232
11/06/2009,7,-0.009950331
10/06/2009,7.07,-0.007047246
09/06/2009,7.12,0.002812941
08/06/2009,7.1,-0.00140746
05/06/2009,7.11,-0.019499225
04/06/2009,7.25,0.055294027
03/06/2009,6.86,-0.023055776
02/06/2009,7.02,0.004282662
01/06/2009,6.99,0.027557944
29/05/2009,6.8,0.005899722
28/05/2009,6.76,-0.002954212
27/05/2009,6.78,-0.021882711
26/05/2009,6.93,0.021882711
22/05/2009,6.78,-0.00588237
21/05/2009,6.82,-0.01166194
20/05/2009,6.9,0.020498522
19/05/2009,6.76,0.033085725
18/05/2009,6.54,0.048560833
15/05/2009,6.23,-0.014342875
14/05/2009,6.32,0.058648727
13/05/2009,5.96,-0.026491615
12/05/2009,6.12,-0.058700434
11/05/2009,6.49,-0.030351343
08/05/2009,6.69,0.015060526
07/05/2009,6.59,-0.015060526
06/05/2009,6.69,0.025739498
05/05/2009,6.52,-0.006116227
04/05/2009,6.56,0.018462063
01/05/2009,6.44,0.052601767
30/04/2009,6.11,0.034974422
29/04/2009,5.9,0.034486176
28/04/2009,5.7,0.015915455
27/04/2009,5.61,-0.0588405
24/04/2009,5.95,0.035932009
23/04/2009,5.74,0.012270093
22/04/2009,5.67,0.019591009
21/04/2009,5.56,0.036634133
20/04/2009,5.36,-0.099372474
17/04/2009,5.92,0.029136594
16/04/2009,5.75,0.055420794
15/04/2009,5.44,0.014815086
14/04/2009,5.36,0.005612737
13/04/2009,5.33,-0.024097552
09/04/2009,5.46,0.108213585
08/04/2009,4.9,0.041672696
07/04/2009,4.7,-0.033475929
06/04/2009,4.86,-0.028399475
03/04/2009,5,0.004008021
02/04/2009,4.98,0.047285273
01/04/2009,4.75,0.043017385
31/03/2009,4.55,-0.008752791
30/03/2009,4.59,-0.105360516
27/03/2009,5.1,-0.040351296
26/03/2009,5.31,0.084446615
25/03/2009,4.88,0.048278
24/03/2009,4.65,-0.025479085
23/03/2009,4.77,0.094471957
20/03/2009,4.34,-0.207351305
19/03/2009,5.34,-0.007462721
18/03/2009,5.38,0.035954677
17/03/2009,5.19,0.013579258
16/03/2009,5.12,-0.013579258
13/03/2009,5.19,0.039297787
12/03/2009,4.99,0.042995363
11/03/2009,4.78,-0.002089865
10/03/2009,4.79,0.138614376
09/03/2009,4.17,-0.026036974
06/03/2009,4.28,-0.038951087
05/03/2009,4.45,-0.075711822
04/03/2009,4.8,0.044735894
03/03/2009,4.59,-0.034264594
02/03/2009,4.75,-0.086660438
27/02/2009,5.18,-0.032291505
26/02/2009,5.35,-0.054558984
25/02/2009,5.65,0.00177148
24/02/2009,5.64,0.058410762
23/02/2009,5.32,-0.036904557
20/02/2009,5.52,-0.058063801
19/02/2009,5.85,-0.021978907
18/02/2009,5.98,-0.013289232
17/02/2009,6.06,-0.06081874
13/02/2009,6.44,-0.012345836
12/02/2009,6.52,-0.019742479
11/02/2009,6.65,0.016679689
10/02/2009,6.54,-0.070826053
09/02/2009,7.02,-0.005681833
06/02/2009,7.06,0.041943965
05/02/2009,6.77,0.010393561
04/02/2009,6.7,-0.011869576
03/02/2009,6.78,0.020865138
02/02/2009,6.64,0
30/01/2009,6.64,-0.048503261
29/01/2009,6.97,-0.065255624
28/01/2009,7.44,0.036965194
27/01/2009,7.17,0.03983457
26/01/2009,6.89,-0.020115621
23/01/2009,7.03,-0.076644886
22/01/2009,7.59,-0.029852963
21/01/2009,7.82,0.055204554
20/01/2009,7.4,-0.038440783
16/01/2009,7.69,-0.016763771
15/01/2009,7.82,-0.012706651
14/01/2009,7.92,-0.060030268
13/01/2009,8.41,0.016786965
12/01/2009,8.27,-0.054130861
09/01/2009,8.73,-0.012521507
08/01/2009,8.84,0.012521507
07/01/2009,8.73,-0.041509044
06/01/2009,9.1,0.022223137
05/01/2009,8.9,
