Date,Close,OI
22/01/2013,22.86,-0.00043735
18/01/2013,22.87,0.007901709
17/01/2013,22.69,0.022733317
16/01/2013,22.18,-0.008082666
15/01/2013,22.36,0.005381179
14/01/2013,22.24,0.006314861
11/01/2013,22.1,-0.005865119
10/01/2013,22.23,0.007676714
09/01/2013,22.06,-0.000906208
08/01/2013,22.08,-0.013048554
07/01/2013,22.37,-0.007570733
04/01/2013,22.54,0.0129495
03/01/2013,22.25,0.019515028
02/01/2013,21.82,0.025529351
31/12/2012,21.27,0.023787991
28/12/2012,20.77,-0.010536496
27/12/2012,20.99,-0.001903856
26/12/2012,21.03,-0.000475398
24/12/2012,21.04,0.005719749
21/12/2012,20.92,-0.02128243
20/12/2012,21.37,0.018895224
19/12/2012,20.97,0.009583207
18/12/2012,20.77,0.013084752
17/12/2012,20.5,0.020700591
14/12/2012,20.08,0.018090946
13/12/2012,19.72,-0.011094415
12/12/2012,19.94,-0.014438887
11/12/2012,20.23,0.010434877
10/12/2012,20.02,0.010544913
07/12/2012,19.81,0.031797551
06/12/2012,19.19,-0.002602135
05/12/2012,19.24,-0.001038961
04/12/2012,19.26,-0.004145084
03/12/2012,19.34,-0.03505566
30/11/2012,20.03,0.001999001
29/11/2012,19.99,0.011066511
28/11/2012,19.77,0.023542541
27/11/2012,19.31,-0.015926358
26/11/2012,19.62,-0.008627305
23/11/2012,19.79,0.014762294
21/11/2012,19.5,0.017067909
20/11/2012,19.17,-0.010895049
19/11/2012,19.38,0.030916793
16/11/2012,18.79,0.005871381
15/11/2012,18.68,0.005906057
14/11/2012,18.57,-0.023417781
13/11/2012,19.01,-0.001051525
12/11/2012,19.03,-0.008372629
09/11/2012,19.19,-0.005197517
08/11/2012,19.29,0
07/11/2012,19.29,-0.018999288
06/11/2012,19.66,0.00509945
05/11/2012,19.56,-0.00509945
02/11/2012,19.66,-0.016145659
01/11/2012,19.98,0.02483026
31/10/2012,19.49,-0.003585151
26/10/2012,19.56,-0.01873947
25/10/2012,19.93,0.026437737
24/10/2012,19.41,-0.017871295
23/10/2012,19.76,-0.007562426
22/10/2012,19.91,-0.009995086
19/10/2012,20.11,-0.024073872
18/10/2012,20.6,-0.000970403
17/10/2012,20.62,0.000485084
16/10/2012,20.61,0.022075952
15/10/2012,20.16,0.023081807
12/10/2012,19.7,-0.003041057
11/10/2012,19.76,0.007620052
10/10/2012,19.61,-0.023684655
09/10/2012,20.08,0.004492146
08/10/2012,19.99,-0.010945383
05/10/2012,20.21,0.04296845
04/10/2012,19.36,0.020877585
03/10/2012,18.96,-0.005784923
02/10/2012,19.07,-0.004186296
01/10/2012,19.15,0.020575772
28/09/2012,18.76,-0.009021022
27/09/2012,18.93,0.002644805
26/09/2012,18.88,0.002120892
25/09/2012,18.84,-0.012658397
24/09/2012,19.08,0.000524246
21/09/2012,19.07,-0.01095187
20/09/2012,19.28,-0.008778781
19/09/2012,19.45,0.002574004
18/09/2012,19.4,0.00464997
17/09/2012,19.31,-0.033608051
14/09/2012,19.97,0.011584113
13/09/2012,19.74,0.020988741
12/09/2012,19.33,-0.022001399
11/09/2012,19.76,0.007110238
10/09/2012,19.62,-0.002036661
07/09/2012,19.66,0.045793641
06/09/2012,18.78,0.08498033
05/09/2012,17.25,0.010489607
04/09/2012,17.07,-0.023734833
31/08/2012,17.48,-0.006841532
30/08/2012,17.6,-0.00623055
29/08/2012,17.71,-0.00450705
28/08/2012,17.79,-0.010623527
27/08/2012,17.98,-0.008859416
24/08/2012,18.14,-0.012054941
23/08/2012,18.36,-0.01137299
22/08/2012,18.57,-0.002688896
21/08/2012,18.62,-0.012807005
20/08/2012,18.86,0.004250803
17/08/2012,18.78,0.001598721
16/08/2012,18.75,0.021564178
15/08/2012,18.35,0.003822008
14/08/2012,18.28,-0.003822008
13/08/2012,18.35,-0.005976655
10/08/2012,18.46,-0.006479504
09/08/2012,18.58,0.018468749
08/08/2012,18.24,0.001097093
07/08/2012,18.22,-0.006564575
06/08/2012,18.34,0.012620195
03/08/2012,18.11,0.03027137
02/08/2012,17.57,-0.021397213
01/08/2012,17.95,-0.027474256
31/07/2012,18.45,0.013093477
30/07/2012,18.21,0.013267193
27/07/2012,17.97,0.021941809
26/07/2012,17.58,-0.05747438
25/07/2012,18.62,-0.006424005
24/07/2012,18.74,-0.025291127
23/07/2012,19.22,-0.021616899
20/07/2012,19.64,-0.020660851
19/07/2012,20.05,0.050112734
18/07/2012,19.07,-0.003141364
17/07/2012,19.13,0.01953084
16/07/2012,18.76,-0.02422446
13/07/2012,19.22,0.031178219
12/07/2012,18.63,-0.010678158
11/07/2012,18.83,-0.006880154
10/07/2012,18.96,-0.00263366
09/07/2012,19.01,-0.007337559
06/07/2012,19.15,-0.034388813
05/07/2012,19.82,0.006072893
03/07/2012,19.7,0.02883825
02/07/2012,19.14,-0.001566171
29/06/2012,19.17,0.040452562
28/06/2012,18.41,-0.000543036
27/06/2012,18.42,0.010368442
26/06/2012,18.23,-0.002191782
25/06/2012,18.27,-0.023263153
22/06/2012,18.7,-0.003736327
21/06/2012,18.77,-0.029915639
20/06/2012,19.34,0.005184045
19/06/2012,19.24,0.01624348
18/06/2012,18.93,-0.008416673
15/06/2012,19.09,0.017970885
14/06/2012,18.75,0.010723963
13/06/2012,18.55,-0.018162892
12/06/2012,18.89,0.019781452
11/06/2012,18.52,-0.045390377
08/06/2012,19.38,-0.00411947
07/06/2012,19.46,0.016580691
06/06/2012,19.14,0.03509132
05/06/2012,18.48,0.017467693
04/06/2012,18.16,-0.018549359
01/06/2012,18.5,-0.054692915
31/05/2012,19.54,0.003588827
30/05/2012,19.47,-0.037797394
29/05/2012,20.22,0.030632573
25/05/2012,19.61,-0.007620052
24/05/2012,19.76,0.010684406
23/05/2012,19.55,-0.005102052
22/05/2012,19.65,-0.011133718
21/05/2012,19.87,0.022392793
18/05/2012,19.43,-0.008711303
17/05/2012,19.6,-0.028170877
16/05/2012,20.16,-0.02836376
15/05/2012,20.74,-0.025703462
14/05/2012,21.28,-0.02092613
11/05/2012,21.73,-0.005049357
10/05/2012,21.84,-0.013191003
09/05/2012,22.13,0.002261933
08/05/2012,22.08,0.003629768
07/05/2012,22,-0.002270149
