Date,Close,SWK
20/12/2013,80.56,-0.002108005
19/12/2013,80.73,0.002232144
18/12/2013,80.55,0.009730616
17/12/2013,79.77,-0.00325407
16/12/2013,80.03,-0.005607142
13/12/2013,80.48,-0.000869403
12/12/2013,80.55,0.015009663
11/12/2013,79.35,-0.016994036
10/12/2013,80.71,-0.002351341
09/12/2013,80.9,0.002351341
06/12/2013,80.71,0.011714989
05/12/2013,79.77,0.002259037
04/12/2013,79.59,-0.002885643
03/12/2013,79.82,0.003639791
02/12/2013,79.53,-0.023118106
29/11/2013,81.39,0.004432959
27/11/2013,81.03,0.002347564
26/11/2013,80.84,0.002353088
25/11/2013,80.65,-0.017210013
22/11/2013,82.05,0.007707874
21/11/2013,81.42,0.002952032
20/11/2013,81.18,-0.007486075
19/11/2013,81.79,-0.011548174
18/11/2013,82.74,0.001209336
15/11/2013,82.64,0.008262501
14/11/2013,81.96,-0.00498997
13/11/2013,82.37,0.00669958
12/11/2013,81.82,0.002569909
11/11/2013,81.61,0.008985229
08/11/2013,80.88,-0.002099673
07/11/2013,81.05,0.005691676
06/11/2013,80.59,0.025766523
05/11/2013,78.54,-0.013782857
04/11/2013,79.63,0.007310343
01/11/2013,79.05,-0.000505881
31/10/2013,79.09,0.004562167
30/10/2013,78.73,-0.014376036
29/10/2013,79.87,0.018703945
28/10/2013,78.39,-0.000892573
25/10/2013,78.46,0.00909039
24/10/2013,77.75,0.017646754
23/10/2013,76.39,-0.012618054
22/10/2013,77.36,-0.001679045
21/10/2013,77.49,0.004267708
18/10/2013,77.16,0.036828553
17/10/2013,74.37,-0.031500752
16/10/2013,76.75,-0.153796964
15/10/2013,89.51,-0.022862556
14/10/2013,91.58,0.00306212
11/10/2013,91.3,0.01156719
10/10/2013,90.25,0.020711628
09/10/2013,88.4,-0.005415176
08/10/2013,88.88,-0.012855803
07/10/2013,90.03,-0.012253838
04/10/2013,91.14,0.003076926
03/10/2013,90.86,-0.00494045
02/10/2013,91.31,-0.011433674
01/10/2013,92.36,0.019570952
30/09/2013,90.57,-0.000220799
27/09/2013,90.59,0.00088349
26/09/2013,90.51,0.008209498
25/09/2013,89.77,0.002007137
24/09/2013,89.59,0.005821129
23/09/2013,89.07,-0.011830495
20/09/2013,90.13,-0.0150859
19/09/2013,91.5,0.000109296
18/09/2013,91.49,0.020316477
17/09/2013,89.65,-0.000111539
16/09/2013,89.66,0.00447128
13/09/2013,89.26,0.00022409
12/09/2013,89.24,-0.002462228
11/09/2013,89.46,0.000447227
10/09/2013,89.42,0.014531374
09/09/2013,88.13,0.009806236
06/09/2013,87.27,0.007014345
05/09/2013,86.66,0.006483005
04/09/2013,86.1,-0.001392758
03/09/2013,86.22,0.011196758
30/08/2013,85.26,-0.006896176
29/08/2013,85.85,0.007834923
28/08/2013,85.18,0.006950608
27/08/2013,84.59,-0.025790565
26/08/2013,86.8,-0.009174376
23/08/2013,87.6,-0.000342407
22/08/2013,87.63,0.013557193
21/08/2013,86.45,-0.003464207
20/08/2013,86.75,0.006592287
19/08/2013,86.18,-0.007168489
16/08/2013,86.8,-0.001381534
15/08/2013,86.92,-0.012007692
14/08/2013,87.97,-0.009503409
13/08/2013,88.81,0.007005678
12/08/2013,88.19,0.029808295
09/08/2013,85.6,0.000233672
08/08/2013,85.58,-0.002217684
07/08/2013,85.77,0.000816469
06/08/2013,85.7,-0.013675031
05/08/2013,86.88,-0.008481426
02/08/2013,87.62,0.007331075
01/08/2013,86.98,0.027507562
31/07/2013,84.62,0.009618313
30/07/2013,83.81,-0.002978497
29/07/2013,84.06,0.000475964
26/07/2013,84.02,0.018135368
25/07/2013,82.51,0
24/07/2013,82.51,-0.016586919
23/07/2013,83.89,0.005138942
22/07/2013,83.46,0.004082128
19/07/2013,83.12,0.01613036
18/07/2013,81.79,0.009952776
17/07/2013,80.98,-0.006523502
16/07/2013,81.51,-0.00842959
15/07/2013,82.2,-0.001215806
12/07/2013,82.3,0.009400057
11/07/2013,81.53,0.019444541
10/07/2013,79.96,-0.00772397
09/07/2013,80.58,0.015886256
08/07/2013,79.31,0.003030688
05/07/2013,79.07,0.014779222
03/07/2013,77.91,0.001669986
02/07/2013,77.78,-0.00730164
01/07/2013,78.35,0.013492013
28/06/2013,77.3,-0.01055215
27/06/2013,78.12,0.016650917
26/06/2013,76.83,0.004827461
25/06/2013,76.46,0.01861317
24/06/2013,75.05,-0.012578782
21/06/2013,76,-0.015147848
20/06/2013,77.16,-0.028365259
19/06/2013,79.38,-0.019955763
18/06/2013,80.98,0.011675701
17/06/2013,80.04,0.007776284
14/06/2013,79.42,-0.000377667
13/06/2013,79.45,0.009738899
12/06/2013,78.68,-0.010871046
11/06/2013,79.54,-0.00338877
10/06/2013,79.81,0.001504702
07/06/2013,79.69,0.0159376
06/06/2013,78.43,0.01503015
05/06/2013,77.26,-0.017704119
04/06/2013,78.64,-0.008987971
03/06/2013,79.35,0.001639655
31/05/2013,79.22,-0.012793351
30/05/2013,80.24,-0.007573442
29/05/2013,80.85,0.012195273
28/05/2013,79.87,0.014249027
24/05/2013,78.74,-0.011616292
23/05/2013,79.66,-0.019517059
22/05/2013,81.23,-0.007481485
21/05/2013,81.84,0.006251169
20/05/2013,81.33,0.004806813
17/05/2013,80.94,0.005823695
16/05/2013,80.47,-0.005947236
15/05/2013,80.95,-0.00049401
14/05/2013,80.99,0.018317128
13/05/2013,79.52,-0.002637364
10/05/2013,79.73,0.006038514
09/05/2013,79.25,-0.006790771
08/05/2013,79.79,0.01400919
07/05/2013,78.68,0.02145371
06/05/2013,77.01,0.004685678
03/05/2013,76.65,0.019231362
02/05/2013,75.19,0.011100081
01/05/2013,74.36,-0.006033403
30/04/2013,74.81,0.004420933
29/04/2013,74.48,0.001074691
26/04/2013,74.4,-0.020355921
25/04/2013,75.93,-0.027922079
24/04/2013,78.08,0.01392852
23/04/2013,77,0.005077805
22/04/2013,76.61,0.00274492
19/04/2013,76.4,0.006434268
18/04/2013,75.91,-0.006696014
17/04/2013,76.42,-0.008729128
16/04/2013,77.09,0.010825016
15/04/2013,76.26,-0.038332667
12/04/2013,79.24,-0.00641552
11/04/2013,79.75,0.007173
10/04/2013,79.18,0.01758231
09/04/2013,77.8,-0.001284522
08/04/2013,77.9,0.004374123
05/04/2013,77.56,-0.010644538
04/04/2013,78.39,-0.009016507
03/04/2013,79.1,-0.00604993
02/04/2013,79.58,-0.003136569
01/04/2013,79.83,-0.014179342
28/03/2013,80.97,0.015307374
27/03/2013,79.74,-0.018020745
26/03/2013,81.19,-0.003565504
25/03/2013,81.48,-0.001103956
22/03/2013,81.57,0.004792636
21/03/2013,81.18,-0.005282892
20/03/2013,81.61,0.003928796
19/03/2013,81.29,0.009144898
18/03/2013,80.55,-0.007667611
15/03/2013,81.17,0.000986072
14/03/2013,81.09,0.011410269
13/03/2013,80.17,0.004876534
12/03/2013,79.78,0.001003261
11/03/2013,79.7,0.009328191
08/03/2013,78.96,0.010695289
07/03/2013,78.12,-0.005107263
06/03/2013,78.52,0.002295041
05/03/2013,78.34,0.012200755
04/03/2013,77.39,-0.00258098
01/03/2013,77.59,-0.014204603
28/02/2013,78.7,0.009960496
27/02/2013,77.92,0.021534105
26/02/2013,76.26,0.014795514
25/02/2013,75.14,-0.030150403
22/02/2013,77.44,0.017718025
21/02/2013,76.08,-0.020168532
20/02/2013,77.63,-0.019643489
19/02/2013,79.17,0.009008498
15/02/2013,78.46,0.008318983
14/02/2013,77.81,0.004250119
13/02/2013,77.48,-0.000129057
12/02/2013,77.49,0.020337033
11/02/2013,75.93,-0.004074396
08/02/2013,76.24,-0.000786679
07/02/2013,76.3,-0.013150375
06/02/2013,77.31,-0.002067451
05/02/2013,77.47,0.016004505
04/02/2013,76.24,-0.014712849
01/02/2013,77.37,0.00700392
31/01/2013,76.83,-0.002859373
30/01/2013,77.05,0.002468977
29/01/2013,76.86,0.003649639
28/01/2013,76.58,-0.003779737
25/01/2013,76.87,-0.004542807
24/01/2013,77.22,-0.009537384
23/01/2013,77.96,0.0008983
22/01/2013,77.89,0.012141715
18/01/2013,76.95,-0.00427933
17/01/2013,77.28,0.016044171
16/01/2013,76.05,-0.001182732
15/01/2013,76.14,0.011226427
14/01/2013,75.29,0.001063123
11/01/2013,75.21,-0.008209792
10/01/2013,75.83,0.009540287
09/01/2013,75.11,-0.004118786
08/01/2013,75.42,0.004385098
07/01/2013,75.09,0.004404412
04/01/2013,74.76,0.009542442
03/01/2013,74.05,-0.018597098
02/01/2013,75.44,0.019678033
31/12/2012,73.97,0.0261605
28/12/2012,72.06,-0.008429539
27/12/2012,72.67,-0.001237709
26/12/2012,72.76,-0.009166218
24/12/2012,73.43,-0.000136175
21/12/2012,73.44,-0.012987196
20/12/2012,74.4,0.006066753
19/12/2012,73.95,-0.007544155
18/12/2012,74.51,0.032186059
17/12/2012,72.15,0.011710715
14/12/2012,71.31,-0.00949065
13/12/2012,71.99,-0.013795225
12/12/2012,72.99,0.009360013
11/12/2012,72.31,0.006521008
10/12/2012,71.84,0.009089065
07/12/2012,71.19,0.001968505
06/12/2012,71.05,0.005221207
05/12/2012,70.68,0.009524558
04/12/2012,70.01,-0.010938386
03/12/2012,70.78,-0.015838862
30/11/2012,71.91,-0.019145272
29/11/2012,73.3,0.011387926
28/11/2012,72.47,0.029547763
27/11/2012,70.36,-0.014953022
26/11/2012,71.42,0.000420139
23/11/2012,71.39,0.019234082
21/11/2012,70.03,-0.000428296
20/11/2012,70.06,0.002858778
19/11/2012,69.86,0.035699865
16/11/2012,67.41,0.009539497
15/11/2012,66.77,-0.006568168
14/11/2012,67.21,-0.031488286
13/11/2012,69.36,0.00999791
12/11/2012,68.67,-0.000873363
09/11/2012,68.73,0.000145507
08/11/2012,68.72,-0.00941422
07/11/2012,69.37,-0.031640577
06/11/2012,71.6,0.01633379
05/11/2012,70.44,0.008124911
02/11/2012,69.87,-0.00371429
01/11/2012,70.13,0.011905756
31/10/2012,69.3,0.025724891
26/10/2012,67.54,-0.011921548
25/10/2012,68.35,-0.010334129
24/10/2012,69.06,-0.011946886
23/10/2012,69.89,0.009199432
22/10/2012,69.25,-0.01462182
19/10/2012,70.27,0.001139114
18/10/2012,70.19,0.015361726
17/10/2012,69.12,-0.045256592
16/10/2012,72.32,0.013363228
15/10/2012,71.36,0.018385471
12/10/2012,70.06,-0.023557052
11/10/2012,71.73,-0.002367195
10/10/2012,71.9,-0.004717644
09/10/2012,72.24,-0.027174472
08/10/2012,74.23,-0.010719652
05/10/2012,75.03,0.00414024
04/10/2012,74.72,0.00040158
03/10/2012,74.69,-0.023813799
02/10/2012,76.49,0.005374595
01/10/2012,76.08,-0.002231997
28/09/2012,76.25,0.002626397
27/09/2012,76.05,0.015504187
26/09/2012,74.88,-0.013002704
25/09/2012,75.86,-0.024480389
24/09/2012,77.74,-0.006538904
21/09/2012,78.25,0.024842784
20/09/2012,76.33,-0.002093968
19/09/2012,76.49,0.010646089
18/09/2012,75.68,0.00291121
17/09/2012,75.46,-0.016298994
14/09/2012,76.7,0.042208222
13/09/2012,73.53,0.008742031
12/09/2012,72.89,0.009788456
11/09/2012,72.18,0.005975145
10/09/2012,71.75,-0.001810207
07/09/2012,71.88,0.006980344
06/09/2012,71.38,0.077454298
05/09/2012,66.06,0.001818182
04/09/2012,65.94,0.002429397
31/08/2012,65.78,0.001673641
30/08/2012,65.67,-0.012108518
29/08/2012,66.47,0.003617186
28/08/2012,66.23,-0.014688513
27/08/2012,67.21,-0.003712784
24/08/2012,67.46,0.010730356
23/08/2012,66.74,-0.015757722
22/08/2012,67.8,0.003546103
21/08/2012,67.56,0.012811139
20/08/2012,66.7,-0.024875431
17/08/2012,68.38,0.008813218
16/08/2012,67.78,0.011425304
15/08/2012,67.01,0.003587984
14/08/2012,66.77,-0.017076664
13/08/2012,67.92,-0.006896073
10/08/2012,68.39,0.009106996
09/08/2012,67.77,-0.009983933
08/08/2012,68.45,-0.00422772
07/08/2012,68.74,0.021765565
06/08/2012,67.26,-0.011089047
03/08/2012,68.01,0.036688999
02/08/2012,65.56,-0.016789323
01/08/2012,66.67,-0.003294403
31/07/2012,66.89,-0.023784266
30/07/2012,68.5,-0.002187387
27/07/2012,68.65,0.038911948
26/07/2012,66.03,0.028105974
25/07/2012,64.2,-0.003576152
24/07/2012,64.43,-0.008654049
23/07/2012,64.99,-0.022216373
20/07/2012,66.45,0.005432336
19/07/2012,66.09,0.043764232
18/07/2012,63.26,0.057586245
17/07/2012,59.72,0.007901193
16/07/2012,59.25,-0.015740446
13/07/2012,60.19,0.01085787
12/07/2012,59.54,0.000335965
11/07/2012,59.52,-0.011193835
10/07/2012,60.19,-0.022668513
09/07/2012,61.57,-0.015791498
06/07/2012,62.55,-0.013970699
05/07/2012,63.43,0.000473074
03/07/2012,63.4,0.006170417
02/07/2012,63.01,-0.021198878
29/06/2012,64.36,0.037035408
28/06/2012,62.02,0.006308149
27/06/2012,61.63,0.011094909
26/06/2012,60.95,0.00559396
25/06/2012,60.61,-0.017013334
22/06/2012,61.65,0.002761311
21/06/2012,61.48,-0.022834245
20/06/2012,62.9,-0.013893498
19/06/2012,63.78,0.011511599
18/06/2012,63.05,-0.004115232
15/06/2012,63.31,0.020586381
14/06/2012,62.02,-0.007229528
13/06/2012,62.47,-0.016825794
12/06/2012,63.53,-0.001729968
11/06/2012,63.64,-0.016055212
08/06/2012,64.67,0.014955879
07/06/2012,63.71,-0.015110499
06/06/2012,64.68,0.027587957
05/06/2012,62.92,0.013601298
04/06/2012,62.07,-0.025607761
01/06/2012,63.68,-0.039564923
31/05/2012,66.25,-0.007668634
30/05/2012,66.76,-0.031552079
29/05/2012,68.9,0.005384572
25/05/2012,68.53,-0.00465862
24/05/2012,68.85,-0.021978907
23/05/2012,70.38,0.026929412
22/05/2012,68.51,0.012484557
21/05/2012,67.66,0.024840421
18/05/2012,66,0.009591304
17/05/2012,65.37,-0.041354207
16/05/2012,68.13,0.003087103
15/05/2012,67.92,-0.023427772
14/05/2012,69.53,-0.017676868
11/05/2012,70.77,-0.001835251
10/05/2012,70.9,-0.004784025
09/05/2012,71.24,-0.011305864
08/05/2012,72.05,-0.007329079
07/05/2012,72.58,0.004972386
04/05/2012,72.22,-0.014707158
03/05/2012,73.29,-0.011126302
02/05/2012,74.11,0.005683371
01/05/2012,73.69,0.007218281
30/04/2012,73.16,-0.017344608
27/04/2012,74.44,0.005387944
26/04/2012,74.04,0.014694142
25/04/2012,72.96,0.004257956
24/04/2012,72.65,0.002342728
23/04/2012,72.48,-0.012749504
20/04/2012,73.41,0.006834362
19/04/2012,72.91,-0.073745424
18/04/2012,78.49,-0.006729757
17/04/2012,79.02,0.021231134
16/04/2012,77.36,0.009089791
13/04/2012,76.66,-0.01283149
12/04/2012,77.65,0.02108355
11/04/2012,76.03,0.015374723
10/04/2012,74.87,-0.021014452
09/04/2012,76.46,-0.015701354
05/04/2012,77.67,0.005292725
04/04/2012,77.26,-0.010941732
03/04/2012,78.11,0.000128033
02/04/2012,78.1,0.01470425
30/03/2012,76.96,-0.011626536
29/03/2012,77.86,-0.003461764
28/03/2012,78.13,-0.009680371
27/03/2012,78.89,-0.003669265
26/03/2012,79.18,0.012454094
23/03/2012,78.2,0.004485749
22/03/2012,77.85,-0.016308171
21/03/2012,79.13,-0.001010484
20/03/2012,79.21,-0.012046827
19/03/2012,80.17,-0.000498815
16/03/2012,80.21,-0.013989705
15/03/2012,81.34,0.007651524
14/03/2012,80.72,-0.000247739
13/03/2012,80.74,0.039022566
12/03/2012,77.65,0.000257599
09/03/2012,77.63,0.017674274
08/03/2012,76.27,0.008030057
07/03/2012,75.66,0.026518227
06/03/2012,73.68,-0.025592607
05/03/2012,75.59,-0.006461419
02/03/2012,76.08,-0.009289005
01/03/2012,76.79,-0.000130217
29/02/2012,76.8,0.008762235
28/02/2012,76.13,0.012025252
27/02/2012,75.22,0.004931042
24/02/2012,74.85,-0.006657814
23/02/2012,75.35,0.014840837
22/02/2012,74.24,-0.015371552
21/02/2012,75.39,0.00039801
17/02/2012,75.36,0.007993648
16/02/2012,74.76,0.001606426
15/02/2012,74.64,-0.014101604
14/02/2012,75.7,0.00410352
13/02/2012,75.39,0.004120429
10/02/2012,75.08,-0.004253063
09/02/2012,75.4,0.013351333
08/02/2012,74.4,0.000537779
07/02/2012,74.36,0.003502631
06/02/2012,74.1,0.004056801
03/02/2012,73.8,0.032640782
02/02/2012,71.43,-0.000979501
01/02/2012,71.5,0.01863408
31/01/2012,70.18,-0.007665048
30/01/2012,70.72,-0.015713006
27/01/2012,71.84,-0.009834555
26/01/2012,72.55,0.002898753
25/01/2012,72.34,0.034454649
24/01/2012,69.89,-0.012936423
23/01/2012,70.8,-0.004368973
20/01/2012,71.11,-0.000983906
19/01/2012,71.18,-0.023602373
18/01/2012,72.88,0.023180995
17/01/2012,71.21,-0.005461816
13/01/2012,71.6,-0.014007579
12/01/2012,72.61,0.012054181
11/01/2012,71.74,-0.00153214
10/01/2012,71.85,0.015286743
09/01/2012,70.76,0.004390631
06/01/2012,70.45,-0.004673237
05/01/2012,70.78,0.003821931
04/01/2012,70.51,0.003836594
03/01/2012,70.24,0.038309966
30/12/2011,67.6,-0.010740926
29/12/2011,68.33,0.029555875
28/12/2011,66.34,-0.025008746
27/12/2011,68.02,-0.007031966
23/12/2011,68.5,0.008208783
22/12/2011,67.94,0.005904948
21/12/2011,67.54,0.01762555
20/12/2011,66.36,0.059767921
19/12/2011,62.51,-0.009394226
16/12/2011,63.1,0.001744786
15/12/2011,62.99,-0.000158743
14/12/2011,63,-0.030790899
13/12/2011,64.97,0.002002928
12/12/2011,64.84,0.000462784
09/12/2011,64.81,0.012889378
08/12/2011,63.98,-0.032295595
07/12/2011,66.08,-0.010387749
06/12/2011,66.77,0.001048925
05/12/2011,66.7,0.025356251
02/12/2011,65.03,-0.003377344
01/12/2011,65.25,-0.002754823
30/11/2011,65.43,0.037211423
29/11/2011,63.04,0.000158642
28/11/2011,63.03,0.045440236
25/11/2011,60.23,-0.000332005
23/11/2011,60.25,-0.042725576
22/11/2011,62.88,0.011999184
21/11/2011,62.13,-0.024327458
18/11/2011,63.66,-0.013418831
17/11/2011,64.52,-0.012935197
16/11/2011,65.36,-0.037241541
15/11/2011,67.84,0.006655353
14/11/2011,67.39,-0.010333721
11/11/2011,68.09,0.039696667
10/11/2011,65.44,0.015243963
09/11/2011,64.45,-0.048605434
08/11/2011,67.66,0.015940747
07/11/2011,66.59,-0.002699462
04/11/2011,66.77,0.006913162
03/11/2011,66.31,0.03405237
02/11/2011,64.09,0.034122171
01/11/2011,61.94,-0.030370408
31/10/2011,63.85,-0.043518434
28/10/2011,66.69,0.014195346
27/10/2011,65.75,0.041931609
26/10/2011,63.05,0.033382121
25/10/2011,60.98,-0.030045872
24/10/2011,62.84,0.009272648
21/10/2011,62.26,0.030164511
20/10/2011,60.41,0.010148993
19/10/2011,59.8,-0.019704255
18/10/2011,60.99,0.081971111
17/10/2011,56.19,-0.032738153
14/10/2011,58.06,0.018601145
13/10/2011,56.99,-0.016704756
12/10/2011,57.95,0.03494342
11/10/2011,55.96,-0.001428572
10/10/2011,56.04,0.045823477
07/10/2011,53.53,-0.03126404
06/10/2011,55.23,0.027720912
05/10/2011,53.72,0.027936887
04/10/2011,52.24,0.079452657
03/10/2011,48.25,-0.017463207
30/09/2011,49.1,-0.050437531
29/09/2011,51.64,0.003686104
28/09/2011,51.45,-0.033635886
27/09/2011,53.21,0.026856199
26/09/2011,51.8,0.02482293
23/09/2011,50.53,0.054914162
22/09/2011,47.83,-0.06240631
21/09/2011,50.91,-0.057998324
20/09/2011,53.95,-0.025076815
19/09/2011,55.32,-0.025168665
16/09/2011,56.73,-0.005098912
15/09/2011,57.02,0.002458298
14/09/2011,56.88,0.034702105
13/09/2011,54.94,0.016887332
12/09/2011,54.02,-0.016341133
09/09/2011,54.91,-0.040858417
08/09/2011,57.2,-0.031999978
07/09/2011,59.06,0.025378591
06/09/2011,57.58,-0.009334554
02/09/2011,58.12,-0.037816795
01/09/2011,60.36,-0.026485118
31/08/2011,61.98,-0.001289907
30/08/2011,62.06,0.000967274
29/08/2011,62,0.035292953
26/08/2011,59.85,0.028471674
25/08/2011,58.17,-0.025124391
24/08/2011,59.65,0.014862628
23/08/2011,58.77,0.048458417
22/08/2011,55.99,-0.002319152
19/08/2011,56.12,-0.011163401
18/08/2011,56.75,-0.067617477
17/08/2011,60.72,-0.004928546
16/08/2011,61.02,-0.029549256
15/08/2011,62.85,0.025623834
12/08/2011,61.26,0.022617555
11/08/2011,59.89,0.058268908
10/08/2011,56.5,-0.056597785
09/08/2011,59.79,0.063880879
08/08/2011,56.09,-0.093541976
05/08/2011,61.59,-0.008568479
04/08/2011,62.12,-0.040538632
03/08/2011,64.69,0.020616067
02/08/2011,63.37,-0.031990306
01/08/2011,65.43,-0.005182938
29/07/2011,65.77,0.014086897
28/07/2011,64.85,-0.0066088
27/07/2011,65.28,-0.037581456
26/07/2011,67.78,-0.016389012
25/07/2011,68.9,-0.017266616
22/07/2011,70.1,0.015816289
21/07/2011,69,-0.00404976
20/07/2011,69.28,0.019531302
19/07/2011,67.94,-0.009813334
18/07/2011,68.61,-0.015618539
15/07/2011,69.69,0.010095269
14/07/2011,68.99,-0.03012577
13/07/2011,71.1,-0.000702988
12/07/2011,71.15,-0.017968308
11/07/2011,72.44,-0.027906255
08/07/2011,74.49,-0.011213574
07/07/2011,75.33,0.017002886
06/07/2011,74.06,0.002162748
05/07/2011,73.9,0.003117167
01/07/2011,73.67,0.022235338
30/06/2011,72.05,0.025300014
29/06/2011,70.25,0.009439429
28/06/2011,69.59,0.001294126
27/06/2011,69.5,0.003170488
24/06/2011,69.28,-0.025368326
23/06/2011,71.06,0.020329082
22/06/2011,69.63,-0.004442223
21/06/2011,69.94,0.015998035
20/06/2011,68.83,0.007876353
17/06/2011,68.29,0.001025566
16/06/2011,68.22,0.007208564
15/06/2011,67.73,-0.014074415
14/06/2011,68.69,0.02909887
13/06/2011,66.72,-0.006275234
10/06/2011,67.14,-0.025295466
09/06/2011,68.86,0.005533726
08/06/2011,68.48,-0.016940968
07/06/2011,69.65,0.015190165
06/06/2011,68.6,-0.004798962
03/06/2011,68.93,-0.026767504
02/06/2011,70.8,0.004955762
01/06/2011,70.45,-0.047538917
31/05/2011,73.88,0.006927023
27/05/2011,73.37,-0.008144473
26/05/2011,73.97,0.025466875
25/05/2011,72.11,0.006120481
24/05/2011,71.67,-0.023987916
23/05/2011,73.41,-0.026349152
20/05/2011,75.37,-0.00621654
19/05/2011,75.84,0.006349228
18/05/2011,75.36,0.027579605
17/05/2011,73.31,-0.004355526
16/05/2011,73.63,-0.005823024
13/05/2011,74.06,-0.009942309
12/05/2011,74.8,-0.003469909
11/05/2011,75.06,-0.007433005
10/05/2011,75.62,0.023955645
09/05/2011,73.83,0.003256006
06/05/2011,73.59,-0.005555946
05/05/2011,74,0.023517627
04/05/2011,72.28,0.009173101
03/05/2011,71.62,-0.01414137
02/05/2011,72.64,-0.000137656
29/04/2011,72.65,-0.025816651
28/04/2011,74.55,-0.010275663
27/04/2011,75.32,-0.025818877
26/04/2011,77.29,0.008967504
25/04/2011,76.6,-0.002477347
21/04/2011,76.79,0.002477347
20/04/2011,76.6,0.007863736
19/04/2011,76,0.00488031
18/04/2011,75.63,-0.018471738
15/04/2011,77.04,0.015171622
14/04/2011,75.88,0.013132775
13/04/2011,74.89,0.012495964
12/04/2011,73.96,-0.011828095
11/04/2011,74.84,0.001738549
08/04/2011,74.71,-0.011710047
07/04/2011,75.59,0.001721285
06/04/2011,75.46,0.000662822
05/04/2011,75.41,-0.003177548
04/04/2011,75.65,-0.013523478
01/04/2011,76.68,0.001043841
31/03/2011,76.6,-0.002607563
30/03/2011,76.8,0.000390701
29/03/2011,76.77,0.011924403
28/03/2011,75.86,-0.012705653
25/03/2011,76.83,0.012178504
24/03/2011,75.9,0.007007367
23/03/2011,75.37,0.007457752
22/03/2011,74.81,-0.009843123
21/03/2011,75.55,0.014398329
18/03/2011,74.47,0.013655319
17/03/2011,73.46,0.010262114
16/03/2011,72.71,-0.020689454
15/03/2011,74.23,-0.010319732
14/03/2011,75,-0.007306575
11/03/2011,75.55,0.002518058
10/03/2011,75.36,-0.019969134
09/03/2011,76.88,-0.004412726
08/03/2011,77.22,0.029970697
07/03/2011,74.94,-0.012201743
04/03/2011,75.86,0.002243485
03/03/2011,75.69,0.015712707
02/03/2011,74.51,0.002015182
01/03/2011,74.36,-0.01957583
28/02/2011,75.83,0.009540287
25/02/2011,75.11,0.011785325
24/02/2011,74.23,0.022892402
23/02/2011,72.55,-0.021814089
22/02/2011,74.15,-0.025826782
18/02/2011,76.09,0.015095626
17/02/2011,74.95,0.013702525
16/02/2011,73.93,0.009240452
15/02/2011,73.25,-0.003135012
14/02/2011,73.48,-0.00826731
11/02/2011,74.09,0.010447147
10/02/2011,73.32,0.006568168
09/02/2011,72.84,-0.007658681
08/02/2011,73.4,0.006698132
07/02/2011,72.91,0.005363418
04/02/2011,72.52,0.008168962
03/02/2011,71.93,-0.012571831
02/02/2011,72.84,-0.000548998
01/02/2011,72.88,0.002748009
31/01/2011,72.68,-0.000550206
28/01/2011,72.72,0.001376084
