Date,Close,PM
18/09/2013,89.95,0.019420266
17/09/2013,88.22,0.00420288
16/09/2013,87.85,0.00079713
13/09/2013,87.78,0.017235863
12/09/2013,86.28,-0.003239994
11/09/2013,86.56,0.027286663
10/09/2013,84.23,-0.003318718
09/09/2013,84.51,0.003793721
06/09/2013,84.19,0.001069582
05/09/2013,84.1,0.002977079
04/09/2013,83.85,0.005381179
03/09/2013,83.4,-0.000479501
30/08/2013,83.44,-0.005259395
29/08/2013,83.88,0.011149189
28/08/2013,82.95,-0.013887449
27/08/2013,84.11,-0.003560412
26/08/2013,84.41,-0.011308873
23/08/2013,85.37,0.014156188
22/08/2013,84.17,0.004763615
21/08/2013,83.77,-0.005238731
20/08/2013,84.21,-0.011218161
19/08/2013,85.16,-0.006904246
16/08/2013,85.75,-0.016079935
15/08/2013,87.14,-0.011864159
14/08/2013,88.18,-0.001699621
13/08/2013,88.33,0.000339693
12/08/2013,88.3,-0.004519782
09/08/2013,88.7,-0.007413265
08/08/2013,89.36,0.012952819
07/08/2013,88.21,-0.00632842
06/08/2013,88.77,-0.005056475
05/08/2013,89.22,-0.004138477
02/08/2013,89.59,-0.001338539
01/08/2013,89.71,0.005925446
31/07/2013,89.18,0.000112139
30/07/2013,89.17,0.005623047
29/07/2013,88.67,-0.002365532
26/07/2013,88.88,-0.003818084
25/07/2013,89.22,0.007650802
24/07/2013,88.54,-0.002706972
23/07/2013,88.78,-0.005055907
22/07/2013,89.23,0.006972588
19/07/2013,88.61,-0.007196703
18/07/2013,89.25,-0.005140825
17/07/2013,89.71,-0.002671715
16/07/2013,89.95,0.00378704
15/07/2013,89.61,-0.001003848
12/07/2013,89.7,-0.007109561
11/07/2013,90.34,0.021369052
10/07/2013,88.43,-0.008445521
09/07/2013,89.18,0.006863599
08/07/2013,88.57,0.012040127
05/07/2013,87.51,-0.00273879
03/07/2013,87.75,0.00216759
02/07/2013,87.56,0.000342681
01/07/2013,87.53,0.010450856
28/06/2013,86.62,-0.013302948
27/06/2013,87.78,0.002737852
26/06/2013,87.54,0.011951418
25/06/2013,86.5,-0.004038079
24/06/2013,86.85,-0.006999053
21/06/2013,87.46,0.00953537
20/06/2013,86.63,-0.041048218
19/06/2013,90.26,-0.026134558
18/06/2013,92.65,0.001944685
17/06/2013,92.47,0.003792193
14/06/2013,92.12,-0.004981061
13/06/2013,92.58,0.010096161
12/06/2013,91.65,0.004593184
11/06/2013,91.23,-0.004374939
10/06/2013,91.63,-0.005007631
07/06/2013,92.09,0.000977783
06/06/2013,92,0.016770273
05/06/2013,90.47,-0.015573905
04/06/2013,91.89,-0.005318295
03/06/2013,92.38,0.016040499
31/05/2013,90.91,-0.016473399
30/05/2013,92.42,0.001841123
29/05/2013,92.25,-0.011960705
28/05/2013,93.36,-0.008107576
24/05/2013,94.12,-0.002016665
23/05/2013,94.31,0.003611646
22/05/2013,93.97,-0.004565491
21/05/2013,94.4,-0.006335818
20/05/2013,95,-0.007132399
17/05/2013,95.68,0.002511512
16/05/2013,95.44,-0.008970541
15/05/2013,96.3,0.014012569
14/05/2013,94.96,0.009735527
13/05/2013,94.04,0.007685777
10/05/2013,93.32,-0.00417046
09/05/2013,93.71,-0.008500742
08/05/2013,94.51,0.009568434
07/05/2013,93.61,0.005355625
06/05/2013,93.11,-0.012275332
03/05/2013,94.26,-0.007925228
02/05/2013,95.01,-0.00692262
01/05/2013,95.67,0.000836558
30/04/2013,95.59,-0.003863226
29/04/2013,95.96,0.006796701
26/04/2013,95.31,0.007054517
25/04/2013,94.64,0.006253664
24/04/2013,94.05,0.004796172
23/04/2013,93.6,0.00836825
22/04/2013,92.82,0.009417183
19/04/2013,91.95,0.002831629
18/04/2013,91.69,-0.025306902
17/04/2013,94.04,-0.009840829
16/04/2013,94.97,0.009096741
15/04/2013,94.11,-0.024456742
12/04/2013,96.44,0.008748233
11/04/2013,95.6,0.003562825
10/04/2013,95.26,0.00758697
09/04/2013,94.54,0.001058313
08/04/2013,94.44,0.018380513
05/04/2013,92.72,-0.019333045
04/04/2013,94.53,0.00179999
03/04/2013,94.36,-0.000529745
02/04/2013,94.41,0.0174159
01/04/2013,92.78,0.000754758
28/03/2013,92.71,0.007687765
27/03/2013,92,0.002612104
26/03/2013,91.76,-0.002503403
25/03/2013,91.99,0.004030287
22/03/2013,91.62,0.006240782
21/03/2013,91.05,-0.004055467
20/03/2013,91.42,0.006694861
19/03/2013,90.81,0.00496772
18/03/2013,90.36,-0.011115505
15/03/2013,91.37,0.000656886
14/03/2013,91.31,0.008358126
13/03/2013,90.55,-0.0037478
12/03/2013,90.89,-0.003514556
11/03/2013,91.21,0.001096972
08/03/2013,91.11,-0.007653656
07/03/2013,91.81,0.002289952
06/03/2013,91.6,-0.007396162
05/03/2013,92.28,-0.000866551
04/03/2013,92.36,0.010010965
01/03/2013,91.44,-0.003384467
28/02/2013,91.75,0.003493835
27/02/2013,91.43,-0.00185762
26/02/2013,91.6,0.000436777
25/02/2013,91.56,-0.02011096
22/02/2013,93.42,0.003109089
21/02/2013,93.13,0.011230007
20/02/2013,92.09,0.008506049
19/02/2013,91.31,0.014561758
15/02/2013,89.99,-0.000222222
14/02/2013,90.01,-0.010828835
13/02/2013,90.99,0.009385593
12/02/2013,90.14,-0.002327
11/02/2013,90.35,-0.001106195
08/02/2013,90.45,0.006989544
07/02/2013,89.82,0.0239998
06/02/2013,87.69,-0.003074298
05/02/2013,87.96,0.007188119
04/02/2013,87.33,-0.009118951
01/02/2013,88.13,-0.000340348
31/01/2013,88.16,0.005801734
30/01/2013,87.65,-0.014273011
29/01/2013,88.91,-0.001011748
28/01/2013,89,-0.004708001
25/01/2013,89.42,-0.003795071
24/01/2013,89.76,0.010302443
23/01/2013,88.84,-0.013305949
22/01/2013,90.03,0.000555525
18/01/2013,89.98,0.009379256
17/01/2013,89.14,0.009015161
16/01/2013,88.34,-0.006544083
15/01/2013,88.92,-0.001685488
