Date,Close,SE
09/10/2013,33.97,-0.003526304
08/10/2013,34.09,-0.004098366
07/10/2013,34.23,-0.010173028
04/10/2013,34.58,0.004347203
03/10/2013,34.43,-0.010976424
02/10/2013,34.81,0.004029942
01/10/2013,34.67,0.012772307
30/09/2013,34.23,0.001754386
27/09/2013,34.17,-0.008451165
26/09/2013,34.46,0.013144632
25/09/2013,34.01,-0.00440077
24/09/2013,34.16,-0.000877835
23/09/2013,34.19,0.003809528
20/09/2013,34.06,-0.005854818
19/09/2013,34.26,0.003508776
18/09/2013,34.14,0.019521472
17/09/2013,33.48,0.001793722
16/09/2013,33.42,-0.004776128
13/09/2013,33.58,0.016514412
12/09/2013,33.03,-0.003022977
11/09/2013,33.13,-0.007817238
10/09/2013,33.39,0.007213737
09/09/2013,33.15,0.010919126
06/09/2013,32.79,0.006424988
05/09/2013,32.58,-0.008253142
04/09/2013,32.85,0.001218398
03/09/2013,32.81,-0.009102005
30/08/2013,33.11,0.000302069
29/08/2013,33.1,-0.007824295
28/08/2013,33.36,-0.002694209
27/08/2013,33.45,0.000897263
26/08/2013,33.42,-0.003286037
23/08/2013,33.53,-0.000596303
22/08/2013,33.55,-0.000595948
21/08/2013,33.57,-0.000297841
20/08/2013,33.58,0.002683765
19/08/2013,33.49,-0.00149187
16/08/2013,33.54,-0.008313587
15/08/2013,33.82,-0.009417374
14/08/2013,34.14,-0.006714373
13/08/2013,34.37,-0.012145898
12/08/2013,34.79,-0.001149095
09/08/2013,34.83,-0.009429988
08/08/2013,35.16,0.000284455
07/08/2013,35.15,-0.009908078
06/08/2013,35.5,-0.014263981
05/08/2013,36.01,0.000555556
02/08/2013,35.99,-0.011876952
01/08/2013,36.42,0.011876952
31/07/2013,35.99,-0.001665742
30/07/2013,36.05,-0.008562406
29/07/2013,36.36,-0.010668956
26/07/2013,36.75,0.010668956
25/07/2013,36.36,0.018038508
24/07/2013,35.71,-0.007532467
23/07/2013,35.98,-0.005543251
22/07/2013,36.18,-0.004137366
19/07/2013,36.33,0.005243561
18/07/2013,36.14,0.007777817
17/07/2013,35.86,0.005312469
16/07/2013,35.67,-0.005591292
15/07/2013,35.87,0.007274794
12/07/2013,35.61,-0.000561482
11/07/2013,35.63,0.009588342
10/07/2013,35.29,-0.008465062
09/07/2013,35.59,0.004505781
08/07/2013,35.43,0.016218879
05/07/2013,34.86,0.009801174
03/07/2013,34.52,-0.002892684
02/07/2013,34.62,-0.001731602
01/07/2013,34.68,0.006363921
28/06/2013,34.46,0.006112666
27/06/2013,34.25,-0.00204171
26/06/2013,34.32,0.006137678
25/06/2013,34.11,0.017150036
24/06/2013,33.53,-0.003869628
21/06/2013,33.66,0.002081785
20/06/2013,33.59,-0.019166148
19/06/2013,34.24,-0.012191733
18/06/2013,34.66,0.002021661
17/06/2013,34.59,0.007253767
14/06/2013,34.34,0.007600154
13/06/2013,34.08,0.011806513
12/06/2013,33.68,0.105096629
11/06/2013,30.32,-0.014407584
10/06/2013,30.76,0.005541986
07/06/2013,30.59,0.02081
06/06/2013,29.96,0.005690392
05/06/2013,29.79,-0.017964555
04/06/2013,30.33,-0.018618862
03/06/2013,30.9,0.010737048
31/05/2013,30.57,-0.009765703
30/05/2013,30.87,0.002270149
29/05/2013,30.8,-0.010657294
28/05/2013,31.13,-0.006723252
24/05/2013,31.34,-0.003503746
23/05/2013,31.45,-0.005707054
22/05/2013,31.63,-0.009753105
21/05/2013,31.94,0.00376412
20/05/2013,31.82,0.004409456
17/05/2013,31.68,0.01079033
16/05/2013,31.34,-0.005727028
15/05/2013,31.52,0.011166171
14/05/2013,31.17,0.001926783
13/05/2013,31.11,0.010339349
10/05/2013,30.79,0.000649773
09/05/2013,30.77,-0.006155859
08/05/2013,30.96,-0.006118197
07/05/2013,31.15,0.0067644
06/05/2013,30.94,0
03/05/2013,30.94,0.001617338
02/05/2013,30.89,0.002593194
01/05/2013,30.81,-0.023100161
30/04/2013,31.53,0.005406278
29/04/2013,31.36,0.006077102
26/04/2013,31.17,0.006114259
25/04/2013,30.98,0.000968836
24/04/2013,30.95,0.009088021
23/04/2013,30.67,0.002284969
22/04/2013,30.6,0.000980873
19/04/2013,30.57,0.003933142
18/04/2013,30.45,0.015222001
17/04/2013,29.99,-0.009953632
16/04/2013,30.29,0.010954466
15/04/2013,29.96,-0.018846648
12/04/2013,30.53,-0.007180188
11/04/2013,30.75,0.00130166
10/04/2013,30.71,0.008830801
09/04/2013,30.44,0.003949972
08/04/2013,30.32,0.012946239
05/04/2013,29.93,-0.007986731
04/04/2013,30.17,0.004318226
03/04/2013,30.04,-0.024010362
02/04/2013,30.77,0.001951855
01/04/2013,30.71,-0.00130166
28/03/2013,30.75,0.017055185
27/03/2013,30.23,0.010307656
26/03/2013,29.92,0.011766819
25/03/2013,29.57,0.003048267
22/03/2013,29.48,0.015382289
21/03/2013,29.03,0.005873225
20/03/2013,28.86,0.009749381
19/03/2013,28.58,-0.00627836
18/03/2013,28.76,-0.006584671
15/03/2013,28.95,0.005194817
14/03/2013,28.8,0.001389854
13/03/2013,28.76,-0.006584671
12/03/2013,28.95,-0.012358551
11/03/2013,29.31,0.003075348
08/03/2013,29.22,0.014130857
07/03/2013,28.81,-0.003465007
06/03/2013,28.91,-0.009981153
05/03/2013,29.2,0.006528111
04/03/2013,29.01,0.006918049
01/03/2013,28.81,-0.007951641
28/02/2013,29.04,0.002068253
27/02/2013,28.98,-0.000689893
26/02/2013,29,0.001035018
25/02/2013,28.97,-0.018807188
22/02/2013,29.52,0.006116227
21/02/2013,29.34,-0.008484694
20/02/2013,29.59,-0.005056475
19/02/2013,29.74,0.00945953
15/02/2013,29.46,-0.003388685
14/02/2013,29.56,0.004067802
13/02/2013,29.44,-0.013495481
12/02/2013,29.84,0.009766031
11/02/2013,29.55,-0.001014713
08/02/2013,29.58,0.005423742
07/02/2013,29.42,0.004428554
06/02/2013,29.29,0.035798784
05/02/2013,28.26,0.009957408
04/02/2013,27.98,-0.009603488
01/02/2013,28.25,0.01677712
31/01/2013,27.78,0.003245
30/01/2013,27.69,-0.000722022
29/01/2013,27.71,0.0189441
28/01/2013,27.19,0.003684603
25/01/2013,27.09,0.00332779
24/01/2013,27,-0.007747687
23/01/2013,27.21,-0.007688121
22/01/2013,27.42,0.008423415
18/01/2013,27.19,-0.003304574
17/01/2013,27.28,-0.008395742
16/01/2013,27.51,-0.004352564
15/01/2013,27.63,-0.002169198
14/01/2013,27.69,0.003255564
11/01/2013,27.6,-0.010093813
10/01/2013,27.88,0.002154399
09/01/2013,27.82,-0.005734783
08/01/2013,27.98,-0.003211421
07/01/2013,28.07,-0.009219923
04/01/2013,28.33,0.004954009
03/01/2013,28.19,0.00462223
02/01/2013,28.06,0.024532255
31/12/2012,27.38,0.015087683
28/12/2012,26.97,0.003342621
27/12/2012,26.88,-0.00630449
26/12/2012,27.05,-0.0139503
24/12/2012,27.43,-0.004002188
21/12/2012,27.54,-0.009756175
20/12/2012,27.81,0.00794228
19/12/2012,27.59,-0.002895406
18/12/2012,27.67,0.002533021
17/12/2012,27.6,0.014966514
14/12/2012,27.19,0.002577796
13/12/2012,27.12,0.001845359
12/12/2012,27.07,-0.007361093
11/12/2012,27.27,-0.002563634
10/12/2012,27.34,0.000731797
07/12/2012,27.32,-0.002923979
06/12/2012,27.4,-0.001458789
05/12/2012,27.44,0.001458789
04/12/2012,27.4,-0.010528324
03/12/2012,27.69,-0.009345862
30/11/2012,27.95,0.008623841
29/11/2012,27.71,-0.008623841
28/11/2012,27.95,0.008984786
27/11/2012,27.7,-0.002883924
26/11/2012,27.78,-0.010741242
23/11/2012,28.08,0.008943004
21/11/2012,27.83,0.003599716
20/11/2012,27.73,0.000360685
19/11/2012,27.72,0.001082837
16/11/2012,27.69,0.034910766
15/11/2012,26.74,-0.011896051
14/11/2012,27.06,-0.00552793
13/11/2012,27.21,-0.000734754
12/11/2012,27.23,-0.007682496
09/11/2012,27.44,-0.007623925
08/11/2012,27.65,-0.005050516
07/11/2012,27.79,-0.028730474
06/11/2012,28.6,0.010544913
05/11/2012,28.3,0.008160414
02/11/2012,28.07,-0.020452053
01/11/2012,28.65,-0.007649551
31/10/2012,28.87,-0.005182254
26/10/2012,29.02,-0.003439976
25/10/2012,29.12,0.00896867
24/10/2012,28.86,-0.005184045
23/10/2012,29.01,-0.017088591
22/10/2012,29.51,-0.00372062
19/10/2012,29.62,-0.004043132
18/10/2012,29.74,-0.014023602
17/10/2012,30.16,0.014023602
16/10/2012,29.74,0.019009398
15/10/2012,29.18,0.005153765
12/10/2012,29.03,-0.013344937
11/10/2012,29.42,-0.003393285
10/10/2012,29.52,-0.012790481
09/10/2012,29.9,0.003350087
08/10/2012,29.8,-0.006022099
05/10/2012,29.98,0.000333611
04/10/2012,29.97,0.010397545
03/10/2012,29.66,0.000337211
02/10/2012,29.65,0.003040029
01/10/2012,29.56,0.006788892
28/09/2012,29.36,0.003411808
27/09/2012,29.26,0.004109595
26/09/2012,29.14,-0.004109595
25/09/2012,29.26,-0.000683294
24/09/2012,29.28,0.007542031
21/09/2012,29.06,0.006559664
20/09/2012,28.87,-0.004147949
19/09/2012,28.99,0.000345006
18/09/2012,28.98,-0.000345006
17/09/2012,28.99,0.006575556
14/09/2012,28.8,-0.000347162
13/09/2012,28.81,0.011169401
12/09/2012,28.49,-0.005949274
11/09/2012,28.66,-0.002439451
10/09/2012,28.73,-0.007973695
07/09/2012,28.96,0.011809793
06/09/2012,28.62,0.011243969
05/09/2012,28.3,-0.005989097
04/09/2012,28.47,0.007403524
31/08/2012,28.26,-0.009158218
30/08/2012,28.52,-0.003150712
29/08/2012,28.61,-0.003837437
28/08/2012,28.72,-0.004169568
27/08/2012,28.84,-0.000693241
24/08/2012,28.86,0.000693241
23/08/2012,28.84,-0.007255171
22/08/2012,29.05,-0.00446506
21/08/2012,29.18,-0.004786334
20/08/2012,29.32,0.004786334
17/08/2012,29.18,-0.00546823
16/08/2012,29.34,-0.00306279
15/08/2012,29.43,-0.000339732
14/08/2012,29.44,0.007843177
13/08/2012,29.21,-0.002735044
10/08/2012,29.29,0.011330593
09/08/2012,28.96,-0.001725031
08/08/2012,29.01,-0.024179622
07/08/2012,29.72,-0.002352547
06/08/2012,29.79,0.002689077
03/08/2012,29.71,0.004385232
02/08/2012,29.58,-0.032266228
01/08/2012,30.55,-0.004572183
31/07/2012,30.69,-0.00487568
30/07/2012,30.84,0.007159158
27/07/2012,30.62,0.013149433
26/07/2012,30.22,0.017693668
25/07/2012,29.69,0.001348163
24/07/2012,29.65,-0.014398374
23/07/2012,30.08,-0.010911003
20/07/2012,30.41,0.000987005
19/07/2012,30.38,0.002306806
18/07/2012,30.31,0.01128081
17/07/2012,29.97,0.002004009
16/07/2012,29.91,0.008730747
13/07/2012,29.65,0.01324073
12/07/2012,29.26,0.003423488
11/07/2012,29.16,0.007227703
10/07/2012,28.95,-0.001725626
09/07/2012,29,-0.004472741
06/07/2012,29.13,-0.001372213
05/07/2012,29.17,0.000685871
03/07/2012,29.15,0.001716739
02/07/2012,29.1,0.001375516
29/06/2012,29.06,0.007599346
28/06/2012,28.84,0.021732366
27/06/2012,28.22,0.014994926
26/06/2012,27.8,-0.001078555
25/06/2012,27.83,-0.004302624
22/06/2012,27.95,0.017322699
21/06/2012,27.47,-0.014815086
20/06/2012,27.88,-0.005008955
19/06/2012,28.02,0.011125182
18/06/2012,27.71,-0.01076823
15/06/2012,28.01,0.01076823
14/06/2012,27.71,0.006880346
13/06/2012,27.52,-0.014072034
12/06/2012,27.91,0.00466871
11/06/2012,27.78,-0.001079331
08/06/2012,27.81,-0.016405503
07/06/2012,28.27,0.003188665
06/06/2012,28.18,0.010702921
05/06/2012,27.88,0.005034171
04/06/2012,27.74,-0.005034171
01/06/2012,27.88,-0.029335908
31/05/2012,28.71,0.001743072
30/05/2012,28.66,-0.018323762
29/05/2012,29.19,0.01033067
25/05/2012,28.89,0.001732202
24/05/2012,28.84,0.005214682
23/05/2012,28.69,-0.010402313
22/05/2012,28.99,0.005881352
21/05/2012,28.82,0.016795356
18/05/2012,28.34,0.000705965
17/05/2012,28.32,-0.019581045
16/05/2012,28.88,-0.014096847
15/05/2012,29.29,-0.009514173
14/05/2012,29.57,-0.021412662
11/05/2012,30.21,0.002983592
10/05/2012,30.12,0.010010094
09/05/2012,29.82,-0.017946643
08/05/2012,30.36,-0.001316656
07/05/2012,30.4,0.002964917
04/05/2012,30.31,-0.011154971
03/05/2012,30.65,-0.025130188
02/05/2012,31.43,-0.002542105
01/05/2012,31.51,0.024740218
30/04/2012,30.74,0.006527438
27/04/2012,30.54,0.001638539
26/04/2012,30.49,0.014868934
25/04/2012,30.04,-0.000665557
24/04/2012,30.06,0.007680786
23/04/2012,29.83,-0.01431211
20/04/2012,30.26,-0.003957789
19/04/2012,30.38,-0.002301497
18/04/2012,30.45,0
17/04/2012,30.45,0.014222168
16/04/2012,30.02,-0.010273495
13/04/2012,30.33,-0.003948672
12/04/2012,30.45,0.009237941
11/04/2012,30.17,0.00033151
10/04/2012,30.16,-0.032939551
09/04/2012,31.17,-0.006395928
05/04/2012,31.37,-0.000637349
04/04/2012,31.39,0
03/04/2012,31.39,-0.005717932
02/04/2012,31.57,0.000633714
30/03/2012,31.55,0.000317007
29/03/2012,31.54,-0.002216945
28/03/2012,31.61,-0.009759246
27/03/2012,31.92,0.005340047
26/03/2012,31.75,0.003470582
23/03/2012,31.64,-0.003155572
22/03/2012,31.74,-0.004714766
21/03/2012,31.89,-0.000940292
20/03/2012,31.92,-0.007179678
19/03/2012,32.15,0.002803304
16/03/2012,32.06,-0.000935308
15/03/2012,32.09,0.004372274
14/03/2012,31.95,-0.000625782
13/03/2012,31.97,-0.00249922
12/03/2012,32.05,0.015723594
09/03/2012,31.55,-0.004111978
08/03/2012,31.68,0.022666573
07/03/2012,30.97,-0.000968211
06/03/2012,31,-0.007071711
05/03/2012,31.22,-0.007975796
02/03/2012,31.47,-0.000952835
01/03/2012,31.5,0.003816799
29/02/2012,31.38,0.004471422
28/02/2012,31.24,-0.009874264
27/02/2012,31.55,-0.005689017
24/02/2012,31.73,0.00537211
23/02/2012,31.56,0.007952961
22/02/2012,31.31,0.004802314
21/02/2012,31.16,0.006762222
17/02/2012,30.95,0.006808261
16/02/2012,30.74,0.003584817
15/02/2012,30.63,-0.011684651
14/02/2012,30.99,0.000322737
13/02/2012,30.98,0.006476707
10/02/2012,30.78,-0.010342691
09/02/2012,31.1,0.002898086
08/02/2012,31.01,-0.009947138
07/02/2012,31.32,0.018366877
06/02/2012,30.75,0.00619803
03/02/2012,30.56,-0.010092874
02/02/2012,30.87,-0.020520117
01/02/2012,31.51,0.000634921
31/01/2012,31.49,-0.00790768
30/01/2012,31.74,0.003471678
27/01/2012,31.63,-0.005360252
26/01/2012,31.8,0.004728141
25/01/2012,31.65,0.005068113
24/01/2012,31.49,-0.00790768
23/01/2012,31.74,0.006004126
20/01/2012,31.55,0.004447275
19/01/2012,31.41,0.004147398
18/01/2012,31.28,-0.00095862
17/01/2012,31.31,0.008983057
13/01/2012,31.03,0.01101761
12/01/2012,30.69,0.007522521
11/01/2012,30.46,-0.004585661
10/01/2012,30.6,0.00294551
09/01/2012,30.51,0.001968505
06/01/2012,30.45,-0.011103968
05/01/2012,30.79,-0.000649351
04/01/2012,30.81,0.013396704
03/01/2012,30.4,-0.011447386
30/12/2011,30.75,-0.003246756
29/12/2011,30.85,0.002921606
28/12/2011,30.76,-0.00712669
27/12/2011,30.98,0.003556996
23/12/2011,30.87,0.012386078
22/12/2011,30.49,-0.000327923
21/12/2011,30.5,0.015529802
20/12/2011,30.03,0.028370697
19/12/2011,29.19,-0.007508568
16/12/2011,29.41,0.01094028
15/12/2011,29.09,0.003788536
14/12/2011,28.98,-0.014048544
13/12/2011,29.39,0.005801074
12/12/2011,29.22,-0.010214593
09/12/2011,29.52,0.013642776
08/12/2011,29.12,-0.015673234
07/12/2011,29.58,-0.002026343
06/12/2011,29.64,-0.002358889
05/12/2011,29.71,-0.002017486
02/12/2011,29.77,0.012846695
01/12/2011,29.39,-0.001020235
30/11/2011,29.42,0.020258204
29/11/2011,28.83,0.005565232
28/11/2011,28.67,0.015466038
25/11/2011,28.23,0.00675318
23/11/2011,28.04,-0.011347639
22/11/2011,28.36,0.002824861
21/11/2011,28.28,-0.01891475
18/11/2011,28.82,0.016795356
17/11/2011,28.34,-0.003873926
16/11/2011,28.45,-0.020526029
15/11/2011,29.04,0.003795071
14/11/2011,28.93,-0.011683982
11/11/2011,29.27,0.007888911
10/11/2011,29.04,0.005871196
09/11/2011,28.87,-0.027333441
08/11/2011,29.67,0.008801682
07/11/2011,29.41,0.00272387
04/11/2011,29.33,0.01165994
03/11/2011,28.99,0.010402313
02/11/2011,28.69,0.029356662
01/11/2011,27.86,-0.027263151
31/10/2011,28.63,-0.018685665
28/10/2011,29.17,-0.009892627
27/10/2011,29.46,0.02335271
26/10/2011,28.78,0.022133347
25/10/2011,28.15,-0.014109582
24/10/2011,28.55,0.010209559
21/10/2011,28.26,0.020014964
20/10/2011,27.7,0.002892265
19/10/2011,27.62,-0.00108558
18/10/2011,27.65,0.030105064
17/10/2011,26.83,0.007482265
14/10/2011,26.63,0.020486301
13/10/2011,26.09,0.008854726
12/10/2011,25.86,-0.003088806
11/10/2011,25.94,-0.006149135
10/10/2011,26.1,0.02994585
07/10/2011,25.33,-0.007081068
06/10/2011,25.51,0.020594787
05/10/2011,24.99,0.012887814
04/10/2011,24.67,0.022132051
03/10/2011,24.13,-0.016440979
30/09/2011,24.53,-0.022572502
29/09/2011,25.09,0.019722917
28/09/2011,24.6,-0.032002731
27/09/2011,25.4,0.013875346
26/09/2011,25.05,0.025880943
23/09/2011,24.41,-0.007753559
22/09/2011,24.6,-0.02051973
21/09/2011,25.11,-0.030204296
20/09/2011,25.88,-0.002315709
19/09/2011,25.94,-0.002310359
16/09/2011,26,0.001924928
15/09/2011,25.95,0.016709151
14/09/2011,25.52,0.015002255
13/09/2011,25.14,-0.002383791
12/09/2011,25.2,0.012779727
09/09/2011,24.88,-0.015553654
08/09/2011,25.27,-0.009844537
07/09/2011,25.52,0.025398191
06/09/2011,24.88,-0.022258471
02/09/2011,25.44,-0.018692133
01/09/2011,25.92,-0.001927154
31/08/2011,25.97,0.006955206
30/08/2011,25.79,-0.004256149
29/08/2011,25.9,0.021464239
26/08/2011,25.35,0.010708014
25/08/2011,25.08,-0.017783515
24/08/2011,25.53,0.026594145
23/08/2011,24.86,0.039800125
22/08/2011,23.89,-0.006675035
19/08/2011,24.05,-0.008693907
18/08/2011,24.26,-0.041580157
17/08/2011,25.29,0.007142888
16/08/2011,25.11,-0.008328424
15/08/2011,25.32,0.031290158
12/08/2011,24.54,0.002039568
11/08/2011,24.49,0.042115876
10/08/2011,23.48,-0.034738793
09/08/2011,24.31,0.049325067
08/08/2011,23.14,-0.070892535
05/08/2011,24.84,-0.010412589
04/08/2011,25.1,-0.047081249
03/08/2011,26.31,-0.005307063
02/08/2011,26.45,-0.025383968
01/08/2011,27.13,0.004062794
29/07/2011,27.02,-0.001848771
28/07/2011,27.07,-0.003319199
27/07/2011,27.16,-0.001103956
26/07/2011,27.19,-0.008058652
25/07/2011,27.41,-0.008717818
22/07/2011,27.65,-0.001084403
21/07/2011,27.68,0.016390824
20/07/2011,27.23,-0.004397222
19/07/2011,27.35,0.008076402
18/07/2011,27.13,-0.010997178
15/07/2011,27.43,0.0187678
14/07/2011,26.92,0
13/07/2011,26.92,-0.002596922
12/07/2011,26.99,-0.005542227
11/07/2011,27.14,-0.018978672
08/07/2011,27.66,-0.009714054
07/07/2011,27.93,0.006825965
06/07/2011,27.74,-0.001080886
05/07/2011,27.77,-0.001079719
01/07/2011,27.8,0.01412811
30/06/2011,27.41,0.009162608
29/06/2011,27.16,0.006649452
28/06/2011,26.98,0.014560646
27/06/2011,26.59,0.005279047
24/06/2011,26.45,-0.011278315
23/06/2011,26.75,-0.010042859
22/06/2011,27.02,-0.008843094
21/06/2011,27.26,0.015527114
20/06/2011,26.84,0.007854912
17/06/2011,26.63,0.004893667
16/06/2011,26.5,-0.001508296
15/06/2011,26.54,-0.025298968
14/06/2011,27.22,0.017043762
13/06/2011,26.76,-0.00596127
10/06/2011,26.92,-0.008875798
09/06/2011,27.16,0.009619016
08/06/2011,26.9,-0.002227999
07/06/2011,26.96,0.009316259
06/06/2011,26.71,-0.0156021
03/06/2011,27.13,-0.00514707
02/06/2011,27.27,0.002937938
01/06/2011,27.19,-0.01460413
31/05/2011,27.59,0.012399867
27/05/2011,27.25,-0.002931479
26/05/2011,27.33,0
25/05/2011,27.33,0.009558896
24/05/2011,27.07,-0.000738552
23/05/2011,27.09,-0.011013327
20/05/2011,27.39,-0.00546151
19/05/2011,27.54,0.007288662
18/05/2011,27.34,0.015109924
17/05/2011,26.93,-0.004815716
16/05/2011,27.06,-0.00809721
13/05/2011,27.28,-0.008032172
12/05/2011,27.5,-0.002904868
11/05/2011,27.58,-0.039109143
10/05/2011,28.68,0.009810871
09/05/2011,28.4,0.011687755
06/05/2011,28.07,0.015799251
05/05/2011,27.63,-0.017934484
04/05/2011,28.13,0.003561257
03/05/2011,28.03,-0.023970129
02/05/2011,28.71,-0.011428696
29/04/2011,29.04,0.008298803
28/04/2011,28.8,0.000347283
27/04/2011,28.79,0.013991134
26/04/2011,28.39,0.01133558
25/04/2011,28.07,0.00249688
21/04/2011,28,0.003577821
20/04/2011,27.9,0.030939684
19/04/2011,27.05,0.001479837
18/04/2011,27.01,-0.0172513
15/04/2011,27.48,0.013555804
14/04/2011,27.11,0.005548377
13/04/2011,26.96,0.003343863
12/04/2011,26.87,-0.011838836
11/04/2011,27.19,0.001103956
08/04/2011,27.16,0.005908437
07/04/2011,27,-0.003696862
06/04/2011,27.1,-0.008085307
05/04/2011,27.32,0.000366099
04/04/2011,27.31,-0.002925048
01/04/2011,27.39,0.007696575
31/03/2011,27.18,-0.003305788
30/03/2011,27.27,0.012175026
29/03/2011,26.94,0.00297398
28/03/2011,26.86,-0.008526465
25/03/2011,27.09,0.013378126
24/03/2011,26.73,0.005627477
23/03/2011,26.58,0.002637033
22/03/2011,26.51,-0.002260739
21/03/2011,26.57,0.02130168
18/03/2011,26.01,0.000384541
17/03/2011,26,0.020202707
16/03/2011,25.48,-0.01441677
15/03/2011,25.85,-0.018778095
14/03/2011,26.34,0.004566218
11/03/2011,26.22,0.006888661
10/03/2011,26.04,-0.033235687
09/03/2011,26.92,-0.003707828
08/03/2011,27.02,0.001481482
07/03/2011,26.98,0.000741565
04/03/2011,26.96,0.004460974
03/03/2011,26.84,0.016529302
02/03/2011,26.4,0
01/03/2011,26.4,-0.013170463
28/02/2011,26.75,0.014686764
25/02/2011,26.36,0.009912395
24/02/2011,26.1,0.000383215
23/02/2011,26.09,0.006537228
22/02/2011,25.92,-0.012651118
18/02/2011,26.25,-0.00796817
17/02/2011,26.46,0.009874748
16/02/2011,26.2,0.009973232
15/02/2011,25.94,0
14/02/2011,25.94,0.003475578
11/02/2011,25.85,0.0034877
10/02/2011,25.76,-0.005033893
09/02/2011,25.89,-0.017231903
08/02/2011,26.34,0.00075959
07/02/2011,26.32,0.004951448
04/02/2011,26.19,0
03/02/2011,26.19,-0.005331315
02/02/2011,26.33,-0.003033753
01/02/2011,26.41,0.006838932
31/01/2011,26.23,0.020412802
28/01/2011,25.7,-0.013526776
27/01/2011,26.05,0.004617169
26/01/2011,25.93,0.013198949
25/01/2011,25.59,-0.007009374
