Date,Close,SE
24/01/2011,25.77,0.011317194
21/01/2011,25.48,0.006694256
20/01/2011,25.31,0.007535233
19/01/2011,25.12,0
18/01/2011,25.12,0.004388597
14/01/2011,25.01,0.008028947
13/01/2011,24.81,-0.016390533
12/01/2011,25.22,0.003972989
11/01/2011,25.12,0.016051709
10/01/2011,24.72,-0.009661911
07/01/2011,24.96,0.004014457
06/01/2011,24.86,-0.016753483
05/01/2011,25.28,0.002772828
04/01/2011,25.21,0.006766195
03/01/2011,25.04,0.001998801
31/12/2010,24.99,0
30/12/2010,24.99,-0.010746372
29/12/2010,25.26,0.001584786
28/12/2010,25.22,0.004371157
27/12/2010,25.11,0.001594261
23/12/2010,25.07,-0.001992429
22/12/2010,25.12,0.007191401
21/12/2010,24.94,0.006839697
20/12/2010,24.77,0.015050111
17/12/2010,24.4,-0.003273325
16/12/2010,24.48,0
15/12/2010,24.48,-0.014196142
14/12/2010,24.83,-0.005622505
13/12/2010,24.97,0.017778246
10/12/2010,24.53,0.002857728
09/12/2010,24.46,-0.004893974
08/12/2010,24.58,0.002443993
07/12/2010,24.52,-0.002850745
06/12/2010,24.59,-0.004463387
03/12/2010,24.7,-0.002426204
02/12/2010,24.76,0.013008314
01/12/2010,24.44,0.027796853
30/11/2010,23.77,-0.003359936
29/11/2010,23.85,0.000419375
26/11/2010,23.84,-0.008354267
24/11/2010,24.04,0.01382221
23/11/2010,23.71,-0.017144472
22/11/2010,24.12,0.002906375
19/11/2010,24.05,0.00249792
18/11/2010,23.99,0.011740177
17/11/2010,23.71,0.000421852
16/11/2010,23.7,-0.022941569
15/11/2010,24.25,0.005789925
12/11/2010,24.11,-0.015229765
11/11/2010,24.48,-0.000408413
10/11/2010,24.49,0.002862402
09/11/2010,24.42,-0.004901971
08/11/2010,24.54,-0.006498804
05/11/2010,24.7,0.002838032
04/11/2010,24.63,0.026328135
03/11/2010,23.99,-0.007061296
02/11/2010,24.16,0.015433049
01/11/2010,23.79,0.000841043
29/10/2010,23.77,0.005484089
28/10/2010,23.64,0.002117299
27/10/2010,23.59,-0.006338496
26/10/2010,23.74,0
25/10/2010,23.74,-0.001683502
22/10/2010,23.78,0.010568689
21/10/2010,23.53,0.00297936
20/10/2010,23.46,0.005128216
19/10/2010,23.34,-0.020356937
18/10/2010,23.82,0.009278852
15/10/2010,23.6,0.003820849
14/10/2010,23.51,-0.005091229
13/10/2010,23.63,0.010208511
12/10/2010,23.39,-0.001281778
11/10/2010,23.42,-0.001280137
08/10/2010,23.45,0.012012156
07/10/2010,23.17,0.004325266
06/10/2010,23.07,-0.002597404
05/10/2010,23.13,0.026282722
04/10/2010,22.53,-0.011912782
01/10/2010,22.8,0.01102547
30/09/2010,22.55,0.002219757
29/09/2010,22.5,-0.000444346
28/09/2010,22.51,0.019740435
27/09/2010,22.07,-0.008572126
24/09/2010,22.26,0.028710106
23/09/2010,21.63,-0.011034595
22/09/2010,21.87,-0.008196767
21/09/2010,22.05,-0.000453412
20/09/2010,22.06,0.021535769
17/09/2010,21.59,-0.006923637
16/09/2010,21.74,-0.007789272
15/09/2010,21.91,0.001370176
14/09/2010,21.88,-0.001370176
13/09/2010,21.91,0.018890218
10/09/2010,21.5,0.014523563
09/09/2010,21.19,-0.004708107
08/09/2010,21.29,0.00376471
07/09/2010,21.21,-0.015438903
03/09/2010,21.54,0.010266072
02/09/2010,21.32,0.010372559
01/09/2010,21.1,0.03668365
31/08/2010,20.34,-0.007835496
30/08/2010,20.5,-0.023144717
27/08/2010,20.98,0.016823276
26/08/2010,20.63,-0.013481186
25/08/2010,20.91,0.007199455
24/08/2010,20.76,-0.013872502
23/08/2010,21.05,0.003330957
20/08/2010,20.98,-0.002855785
19/08/2010,21.04,-0.016498135
18/08/2010,21.39,-0.010695289
17/08/2010,21.62,0.026243306
16/08/2010,21.06,-0.009922123
13/08/2010,21.27,0.01659199
12/08/2010,20.92,-0.001433007
11/08/2010,20.95,-0.040229934
10/08/2010,21.81,-0.006854036
09/08/2010,21.96,0.001367054
06/08/2010,21.93,0.006404413
05/08/2010,21.79,0.012468414
04/08/2010,21.52,0.013096539
03/08/2010,21.24,-0.002351283
02/08/2010,21.29,0.023765377
30/07/2010,20.79,0.00482161
29/07/2010,20.69,-0.020569967
28/07/2010,21.12,-0.015504187
27/07/2010,21.45,-0.001863065
26/07/2010,21.49,0.012172435
23/07/2010,21.23,0.000471143
22/07/2010,21.22,0.018549878
21/07/2010,20.83,-0.018549878
20/07/2010,21.22,0.01471662
19/07/2010,20.91,0.003833258
16/07/2010,20.83,-0.018078513
15/07/2010,21.21,-0.000471365
14/07/2010,21.22,-0.011712479
13/07/2010,21.47,0.000465875
12/07/2010,21.46,0.006545138
09/07/2010,21.32,0.004230324
08/07/2010,21.23,0.014709637
07/07/2010,20.92,0.027624727
06/07/2010,20.35,0.008388897
02/07/2010,20.18,-0.002968829
01/07/2010,20.24,0.008434682
30/06/2010,20.07,-0.008928631
29/06/2010,20.25,-0.028239462
28/06/2010,20.83,-0.003833258
25/06/2010,20.91,0.007199455
24/06/2010,20.76,-0.012446307
23/06/2010,21.02,-0.00994091
22/06/2010,21.23,-0.017278039
21/06/2010,21.6,-0.00415801
18/06/2010,21.69,0.009263614
17/06/2010,21.49,0.007942111
16/06/2010,21.32,-0.002810306
15/06/2010,21.38,0.033288856
14/06/2010,20.68,0.002905571
11/06/2010,20.62,0.003400538
10/06/2010,20.55,0.040213907
09/06/2010,19.74,-0.000506457
08/06/2010,19.75,0.026681932
07/06/2010,19.23,-0.010346704
04/06/2010,19.43,-0.03439894
03/06/2010,20.11,0.013013197
02/06/2010,19.85,0.033293728
01/06/2010,19.2,-0.04132187
28/05/2010,20.01,-0.010934503
27/05/2010,20.23,0.038291832
26/05/2010,19.47,0.008769723
25/05/2010,19.3,-0.002070394
24/05/2010,19.34,-0.017427402
21/05/2010,19.68,0.015877414
20/05/2010,19.37,-0.086021384
19/05/2010,21.11,-0.01970045
18/05/2010,21.53,-0.00970657
17/05/2010,21.74,-0.012343014
14/05/2010,22.01,-0.016670807
13/05/2010,22.38,-0.012874762
12/05/2010,22.67,0
11/05/2010,22.67,0.006638661
10/05/2010,22.52,0.056166324
07/05/2010,21.29,-0.013992766
06/05/2010,21.59,-0.046604226
05/05/2010,22.62,-0.027040461
04/05/2010,23.24,-0.021286457
03/05/2010,23.74,0.016992762
30/04/2010,23.34,-0.004275338
29/04/2010,23.44,0.012449184
28/04/2010,23.15,0.013043663
27/04/2010,22.85,-0.022929839
26/04/2010,23.38,-0.003842054
23/04/2010,23.47,0.014160288
22/04/2010,23.14,-0.00431221
21/04/2010,23.24,-0.003007521
20/04/2010,23.31,0.0064558
19/04/2010,23.16,0.012163486
16/04/2010,22.88,-0.017760917
15/04/2010,23.29,-0.0025729
14/04/2010,23.35,0.008602204
13/04/2010,23.15,-0.007745306
12/04/2010,23.33,0.001716002
09/04/2010,23.29,0.006461362
08/04/2010,23.14,0.003463207
07/04/2010,23.06,-0.006483705
06/04/2010,23.21,-0.001291712
05/04/2010,23.24,0.017361547
01/04/2010,22.84,0.01366563
31/03/2010,22.53,-0.008837883
30/03/2010,22.73,-0.003951707
29/03/2010,22.82,0.011015754
26/03/2010,22.57,0.007114303
25/03/2010,22.41,0.00536914
24/03/2010,22.29,-0.008487878
23/03/2010,22.48,0.009834679
22/03/2010,22.26,0.001798562
19/03/2010,22.22,-0.012522525
18/03/2010,22.5,0.002224695
17/03/2010,22.45,0.000445534
16/03/2010,22.44,0.005361943
15/03/2010,22.32,0.000448129
12/03/2010,22.31,-0.000448129
11/03/2010,22.32,0
10/03/2010,22.32,0.014440684
09/03/2010,22,-0.003176767
08/03/2010,22.07,-0.001358388
05/03/2010,22.1,0.017344113
04/03/2010,21.72,-0.007339482
03/03/2010,21.88,-0.004559971
02/03/2010,21.98,0
01/03/2010,21.98,0.008222979
26/02/2010,21.8,0.002296212
25/02/2010,21.75,0.001380262
24/02/2010,21.72,0.019526422
23/02/2010,21.3,-0.013986242
22/02/2010,21.6,-0.004618946
19/02/2010,21.7,0.00972455
18/02/2010,21.49,0.005131805
17/02/2010,21.38,0.003748833
16/02/2010,21.3,0.027125146
12/02/2010,20.73,0.000482509
11/02/2010,20.72,0.003868477
10/02/2010,20.64,-0.018243425
09/02/2010,21.02,0.012446307
08/02/2010,20.76,-0.011018076
05/02/2010,20.99,0.002862597
04/02/2010,20.93,-0.036128724
03/02/2010,21.7,-0.012820688
02/02/2010,21.98,0.011439155
01/02/2010,21.73,0.022336899
29/01/2010,21.25,-0.026011685
28/01/2010,21.81,-0.010490404
27/01/2010,22.04,-0.009932362
26/01/2010,22.26,-0.001346802
25/01/2010,22.29,0.013550343
22/01/2010,21.99,-0.027804482
21/01/2010,22.61,-0.005733202
20/01/2010,22.74,-0.012672226
19/01/2010,23.03,0.040315537
15/01/2010,22.12,-0.002708805
14/01/2010,22.18,0.021878721
13/01/2010,21.7,0.026618429
12/01/2010,21.13,0.003318325
11/01/2010,21.06,0.003329373
08/01/2010,20.99,0.008612493
07/01/2010,20.81,0.00529994
06/01/2010,20.7,0.001934237
05/01/2010,20.66,-0.007234177
04/01/2010,20.81,0.014521068
31/12/2009,20.51,-0.006802747
30/12/2009,20.65,0.004367879
29/12/2009,20.56,0.000973236
28/12/2009,20.54,-0.001945526
24/12/2009,20.58,0.003407158
23/12/2009,20.51,0.003418807
22/12/2009,20.44,0.000978953
21/12/2009,20.42,0.009348162
18/12/2009,20.23,-0.005914261
17/12/2009,20.35,-0.00783166
16/12/2009,20.51,0.005377671
15/12/2009,20.4,-0.008298803
14/12/2009,20.57,0.018646271
11/12/2009,20.19,0.003970229
10/12/2009,20.11,0.021614312
09/12/2009,19.68,0.007139245
08/12/2009,19.54,-0.004085808
07/12/2009,19.62,0
04/12/2009,19.62,0.010245991
03/12/2009,19.42,-0.004623692
02/12/2009,19.51,-0.003070627
01/12/2009,19.57,0.008209384
30/11/2009,19.41,0.005165301
27/11/2009,19.31,-0.017963018
25/11/2009,19.66,0.011767851
24/11/2009,19.43,0.002060794
23/11/2009,19.39,0.015069134
20/11/2009,19.1,0.004723179
19/11/2009,19.01,-0.012545904
18/11/2009,19.25,-0.006214417
17/11/2009,19.37,-0.000516129
16/11/2009,19.38,0.010895049
13/11/2009,19.17,0.010487773
12/11/2009,18.97,-0.014652277
11/11/2009,19.25,-0.004664429
10/11/2009,19.34,-0.017935403
09/11/2009,19.69,0.017935403
06/11/2009,19.34,0
05/11/2009,19.34,-0.006699329
04/11/2009,19.47,0.009287992
03/11/2009,19.29,0.005197517
02/11/2009,19.19,0.003654402
30/10/2009,19.12,-0.023262874
29/10/2009,19.57,0.029558802
28/10/2009,19,-0.025462534
27/10/2009,19.49,-0.010209379
26/10/2009,19.69,-0.015621381
23/10/2009,20,-0.017348638
22/10/2009,20.35,0.007398307
21/10/2009,20.2,-0.004938282
20/10/2009,20.3,-0.005893927
19/10/2009,20.42,0.004417185
16/10/2009,20.33,-0.009789603
15/10/2009,20.53,0.021167416
14/10/2009,20.1,0.017060123
13/10/2009,19.76,-0.008566442
12/10/2009,19.93,0.008566442
09/10/2009,19.76,0.013245227
08/10/2009,19.5,0.014983489
07/10/2009,19.21,0.003128261
06/10/2009,19.15,0.013140794
05/10/2009,18.9,0.025724891
02/10/2009,18.42,-0.01026204
01/10/2009,18.61,-0.017577017
30/09/2009,18.94,-0.010504298
29/09/2009,19.14,-0.002608924
28/09/2009,19.19,0.00627289
25/09/2009,19.07,0.001049318
24/09/2009,19.05,-0.012519725
23/09/2009,19.29,-0.019507805
22/09/2009,19.67,0.012276369
21/09/2009,19.43,-0.003596202
18/09/2009,19.5,0.005656996
17/09/2009,19.39,-0.016368652
16/09/2009,19.71,0.013793322
15/09/2009,19.44,0.01346473
14/09/2009,19.18,0.004703432
11/09/2009,19.09,0.000523972
10/09/2009,19.08,0.013720532
09/09/2009,18.82,0.001063264
08/09/2009,18.8,0.022049831
04/09/2009,18.39,0.00873845
03/09/2009,18.23,-0.002738977
02/09/2009,18.28,-0.004366819
01/09/2009,18.36,-0.024745749
31/08/2009,18.82,-0.008992391
28/08/2009,18.99,-0.006822383
27/08/2009,19.12,-0.007295499
26/08/2009,19.26,0.00938974
25/08/2009,19.08,-0.009908816
24/08/2009,19.27,0.008861147
21/08/2009,19.1,0.019561819
20/08/2009,18.73,0.005353332
19/08/2009,18.63,0.014054285
18/08/2009,18.37,0.006006024
17/08/2009,18.26,-0.011976191
14/08/2009,18.48,-0.016635747
13/08/2009,18.79,-0.00689475
12/08/2009,18.92,-0.006322466
11/08/2009,19.04,-0.014598799
10/08/2009,19.32,0.026220695
07/08/2009,18.82,0.016068905
06/08/2009,18.52,-0.000539811
05/08/2009,18.53,-0.010201431
04/08/2009,18.72,-0.00266738
03/08/2009,18.77,0.022085465
31/07/2009,18.36,0.008203491
30/07/2009,18.21,0.019967386
29/07/2009,17.85,-0.015012792
28/07/2009,18.12,-0.005503591
27/07/2009,18.22,0.01103764
24/07/2009,18.02,0.008358923
23/07/2009,17.87,0.025504358
22/07/2009,17.42,-0.005724114
21/07/2009,17.52,0.004003437
20/07/2009,17.45,0.027303468
17/07/2009,16.98,-0.005286356
16/07/2009,17.07,-0.001755927
15/07/2009,17.1,0.026668247
14/07/2009,16.65,0.015738824
13/07/2009,16.39,0.01537073
10/07/2009,16.14,-0.006792246
09/07/2009,16.25,0.013007306
08/07/2009,16.04,-0.003112359
07/07/2009,16.09,-0.022127516
06/07/2009,16.45,-0.000607718
02/07/2009,16.46,-0.04223048
01/07/2009,17.17,0.014667321
30/06/2009,16.92,0
29/06/2009,16.92,0.012489012
26/06/2009,16.71,-0.007749666
25/06/2009,16.84,0.022823814
24/06/2009,16.46,0.007929288
23/06/2009,16.33,-0.006105025
22/06/2009,16.43,-0.016299787
19/06/2009,16.7,-0.009535233
18/06/2009,16.86,0.007740438
17/06/2009,16.73,-0.003579956
16/06/2009,16.79,-0.021797623
15/06/2009,17.16,-0.019619787
12/06/2009,17.5,-0.002283106
11/06/2009,17.54,0.02599049
10/06/2009,17.09,0.01651955
09/06/2009,16.81,0.010164512
08/06/2009,16.64,0.008449054
05/06/2009,16.5,0.000606244
04/06/2009,16.49,0.01097572
03/06/2009,16.31,-0.026619842
02/06/2009,16.75,0.000597193
01/06/2009,16.74,0.042092215
29/05/2009,16.05,0.013801976
28/05/2009,15.83,0.043246494
27/05/2009,15.16,-0.018301164
26/05/2009,15.44,0.025583553
22/05/2009,15.05,0.006666691
21/05/2009,14.95,-0.023141529
20/05/2009,15.3,-0.019418086
19/05/2009,15.6,0.007722046
18/05/2009,15.48,0.042896712
15/05/2009,14.83,-0.01870462
14/05/2009,15.11,-0.00528054
13/05/2009,15.19,-0.036203049
12/05/2009,15.75,0.002542913
11/05/2009,15.71,-0.027003211
08/05/2009,16.14,0.035954677
07/05/2009,15.57,0.000642467
06/05/2009,15.56,0.004508864
05/05/2009,15.49,0.001938611
04/05/2009,15.46,0.034883432
01/05/2009,14.93,0.029223962
30/04/2009,14.5,-0.01777217
29/04/2009,14.76,0.021918686
28/04/2009,14.44,0.003468613
27/04/2009,14.39,-0.007615129
24/04/2009,14.5,0.004146516
23/04/2009,14.44,-0.013755375
22/04/2009,14.64,-0.010869672
21/04/2009,14.8,0.019100171
20/04/2009,14.52,-0.045768418
17/04/2009,15.2,0.010582109
16/04/2009,15.04,0.018115222
15/04/2009,14.77,-0.00135318
14/04/2009,14.79,-0.008080852
13/04/2009,14.91,0
09/04/2009,14.91,0.018957914
08/04/2009,14.63,0.015846008
07/04/2009,14.4,-0.020619287
06/04/2009,14.7,-0.011498267
03/04/2009,14.87,0.011498267
02/04/2009,14.7,0.015769953
01/04/2009,14.47,0.02306988
31/03/2009,14.14,0.007809766
30/03/2009,14.03,-0.034329115
27/03/2009,14.52,-0.030521189
26/03/2009,14.97,0.028457205
25/03/2009,14.55,0.014538158
24/03/2009,14.34,-0.024794659
23/03/2009,14.7,0.0466496
20/03/2009,14.03,-0.004976903
19/03/2009,14.1,0.032435276
18/03/2009,13.65,0.017738824
17/03/2009,13.41,0.040324977
16/03/2009,12.88,0.023567469
13/03/2009,12.58,0.022508989
12/03/2009,12.3,0.023027333
11/03/2009,12.02,0
10/03/2009,12.02,0.044224894
09/03/2009,11.5,-0.007795622
06/03/2009,11.59,0.006926435
05/03/2009,11.51,-0.0524655
04/03/2009,12.13,0.024198094
03/03/2009,11.84,-0.0150883
02/03/2009,12.02,-0.078377428
27/02/2009,13,-0.019048195
26/02/2009,13.25,0.001510574
25/02/2009,13.23,0.002270149
24/02/2009,13.2,0.05689107
23/02/2009,12.47,-0.04852282
20/02/2009,13.09,-0.019667805
19/02/2009,13.35,0.000749344
18/02/2009,13.34,-0.014142402
17/02/2009,13.53,-0.060233258
13/02/2009,14.37,0.009087794
12/02/2009,14.24,-0.011173301
11/02/2009,14.4,-0.017212129
10/02/2009,14.65,-0.014232704
09/02/2009,14.86,-0.056260748
06/02/2009,15.72,0.050222487
05/02/2009,14.95,0.01754431
04/02/2009,14.69,0.002044294
03/02/2009,14.66,0.018589176
02/02/2009,14.39,-0.008304546
30/01/2009,14.51,-0.024507694
29/01/2009,14.87,-0.036319608
28/01/2009,15.42,0.026282722
27/01/2009,15.02,0.01273049
26/01/2009,14.83,0.002024975
23/01/2009,14.8,0.011552966
22/01/2009,14.63,-0.009523882
21/01/2009,14.77,0.039356132
20/01/2009,14.2,-0.040032951
16/01/2009,14.78,-0.016107731
15/01/2009,15.02,0.009364617
14/01/2009,14.88,-0.031097445
13/01/2009,15.35,-0.011014041
12/01/2009,15.52,-0.046578589
09/01/2009,16.26,-0.036828792
08/01/2009,16.87,0.017943065
07/01/2009,16.57,-0.035569843
06/01/2009,17.17,0.018813018
05/01/2009,16.85,
