Date,Close,VRSN
31/12/2013,59.78,0.010425519
30/12/2013,59.16,-0.004889985
27/12/2013,59.45,-0.003861333
26/12/2013,59.68,0.00689368
24/12/2013,59.27,-0.003368708
23/12/2013,59.47,0.003368708
20/12/2013,59.27,0.019421394
19/12/2013,58.13,-0.003263206
18/12/2013,58.32,0.009129337
17/12/2013,57.79,0.000519256
16/12/2013,57.76,0.012368418
13/12/2013,57.05,0.010749949
12/12/2013,56.44,0.002661228
11/12/2013,56.29,-0.018655944
10/12/2013,57.35,0.010164826
09/12/2013,56.77,-0.007545881
06/12/2013,57.2,0.00543432
05/12/2013,56.89,0.001055223
04/12/2013,56.83,0.002995861
03/12/2013,56.66,-0.008960791
02/12/2013,57.17,0.005437179
29/11/2013,56.86,0.002817895
27/11/2013,56.7,0.002118645
26/11/2013,56.58,0.002300275
25/11/2013,56.45,-0.004771592
22/11/2013,56.72,0.013847194
21/11/2013,55.94,0.011868508
20/11/2013,55.28,-0.003791645
19/11/2013,55.49,0
18/11/2013,55.49,-0.002879253
15/11/2013,55.65,-0.002870987
14/11/2013,55.81,0.012803349
13/11/2013,55.1,0.006737711
12/11/2013,54.73,0.007887778
11/11/2013,54.3,0.002766253
08/11/2013,54.15,0.016009277
07/11/2013,53.29,-0.018959676
06/11/2013,54.31,0.000184145
05/11/2013,54.3,-0.001288304
04/11/2013,54.37,0.003316142
01/11/2013,54.19,-0.001659445
31/10/2013,54.28,0.001290442
30/10/2013,54.21,0.003881347
29/10/2013,54,0.008181526
28/10/2013,53.56,-0.003727175
25/10/2013,53.76,0.01254111
24/10/2013,53.09,-0.000564919
23/10/2013,53.12,-0.002819816
22/10/2013,53.27,0.005081407
21/10/2013,53,-0.001508296
18/10/2013,53.08,0.018635261
17/10/2013,52.1,0.000383951
16/10/2013,52.08,0.008484432
15/10/2013,51.64,-0.000967773
14/10/2013,51.69,0.007378674
11/10/2013,51.31,0.003123173
10/10/2013,51.15,0.028958787
09/10/2013,49.69,0.000201268
08/10/2013,49.68,-0.023081009
07/10/2013,50.84,-0.015032006
04/10/2013,51.61,0.008366621
03/10/2013,51.18,-0.008560364
02/10/2013,51.62,0.007583896
01/10/2013,51.23,0.006658857
30/09/2013,50.89,-0.00568239
27/09/2013,51.18,-0.010689053
26/09/2013,51.73,0.009517407
25/09/2013,51.24,-0.007388717
24/09/2013,51.62,0.008755771
23/09/2013,51.17,-0.010304359
20/09/2013,51.7,-0.003861009
19/09/2013,51.9,0.011628038
18/09/2013,51.3,0.016906241
17/09/2013,50.44,0.010963929
16/09/2013,49.89,0.000802085
13/09/2013,49.85,-0.000601624
12/09/2013,49.88,-0.000601263
11/09/2013,49.91,0.000200381
10/09/2013,49.9,0.008048333
09/09/2013,49.5,0.003845769
06/09/2013,49.31,0.009782022
05/09/2013,48.83,0.001229508
04/09/2013,48.77,0.004315223
03/09/2013,48.56,0.011807491
30/08/2013,47.99,-0.008093849
29/08/2013,48.38,-0.00165221
28/08/2013,48.46,-0.005966482
27/08/2013,48.75,-0.023916827
26/08/2013,49.93,0.008649355
23/08/2013,49.5,0.006688988
22/08/2013,49.17,0.011248713
21/08/2013,48.62,-0.005742428
20/08/2013,48.9,0.006359648
19/08/2013,48.59,-0.002671875
16/08/2013,48.72,0.000410593
15/08/2013,48.7,-0.011230338
14/08/2013,49.25,-0.001420311
13/08/2013,49.32,0.003656311
12/08/2013,49.14,0.007763062
09/08/2013,48.76,0.009478744
08/08/2013,48.3,0
07/08/2013,48.3,-0.005162634
06/08/2013,48.55,-0.001852043
05/08/2013,48.64,0.004533286
02/08/2013,48.42,0.000826446
01/08/2013,48.38,0.011224396
31/07/2013,47.84,0.005659799
30/07/2013,47.57,0.00442432
29/07/2013,47.36,0.000844951
26/07/2013,47.32,0.029814541
25/07/2013,45.93,0.012928853
24/07/2013,45.34,0.000661886
23/07/2013,45.31,-0.007475848
22/07/2013,45.65,-0.001969582
19/07/2013,45.74,-0.003056104
18/07/2013,45.88,0.0037122
17/07/2013,45.71,0.005484274
16/07/2013,45.46,-0.009632299
15/07/2013,45.9,-0.003045467
12/07/2013,46.04,-0.001302366
11/07/2013,46.1,0.009590309
10/07/2013,45.66,0.008136384
09/07/2013,45.29,0.000441696
08/07/2013,45.27,-0.004408206
05/07/2013,45.47,0.010390278
03/07/2013,45,0.00177936
02/07/2013,44.92,0.000222643
01/07/2013,44.91,0.005582241
28/06/2013,44.66,-0.000223889
27/06/2013,44.67,0.005612317
26/06/2013,44.42,-0.005612317
25/06/2013,44.67,0.024474369
24/06/2013,43.59,-0.013670753
21/06/2013,44.19,0.010006906
20/06/2013,43.75,-0.027059148
19/06/2013,44.95,-0.001111729
18/06/2013,45,-0.00377066
17/06/2013,45.17,0.003104215
14/06/2013,45.03,-0.007742545
13/06/2013,45.38,0.002647839
12/06/2013,45.26,-0.009455815
11/06/2013,45.69,-0.001093733
10/06/2013,45.74,-0.010006609
07/06/2013,46.2,0.01614698
06/06/2013,45.46,-0.001977805
05/06/2013,45.55,-0.006782654
04/06/2013,45.86,-0.018150887
03/06/2013,46.7,-0.007254139
31/05/2013,47.04,-0.001062361
30/05/2013,47.09,0.014976745
29/05/2013,46.39,-0.019637771
28/05/2013,47.31,-0.001900539
24/05/2013,47.4,-0.002317986
23/05/2013,47.51,-0.005457612
22/05/2013,47.77,-0.012275198
21/05/2013,48.36,-0.001652893
20/05/2013,48.44,-0.005353111
17/05/2013,48.7,-0.003689285
16/05/2013,48.88,-0.007947062
15/05/2013,49.27,0.006107511
14/05/2013,48.97,0.00081716
13/05/2013,48.93,-0.000612933
10/05/2013,48.96,0.005529968
09/05/2013,48.69,-0.003280708
08/05/2013,48.85,0.012358551
07/05/2013,48.25,0.013353005
06/05/2013,47.61,0.005476004
03/05/2013,47.35,0.012538683
02/05/2013,46.76,0.01075048
01/05/2013,46.26,0.004115678
30/04/2013,46.07,0.018180328
29/04/2013,45.24,0.010443379
26/04/2013,44.77,-0.029274678
25/04/2013,46.1,0.015961856
24/04/2013,45.37,0.018687974
23/04/2013,44.53,0.0031489
22/04/2013,44.39,-0.007182971
19/04/2013,44.71,-0.013771875
18/04/2013,45.33,-0.004621996
17/04/2013,45.54,-0.010050336
16/04/2013,46,0.001958438
15/04/2013,45.91,-0.017703398
12/04/2013,46.73,0.004934044
11/04/2013,46.5,0.001937359
10/04/2013,46.41,0.019802627
09/04/2013,45.5,-0.014184635
08/04/2013,46.15,0.004343112
05/04/2013,45.95,-0.014904693
04/04/2013,46.64,0.003866815
03/04/2013,46.46,-0.009425948
02/04/2013,46.9,-0.008281181
01/04/2013,47.29,0.000423012
28/03/2013,47.27,0.003178305
27/03/2013,47.12,0.007455568
26/03/2013,46.77,0.009668138
25/03/2013,46.32,-0.000863185
22/03/2013,46.36,0.016090802
21/03/2013,45.62,-0.007860302
20/03/2013,45.98,0.014016874
19/03/2013,45.34,0.002429062
18/03/2013,45.23,-0.009243024
15/03/2013,45.65,-0.00240674
14/03/2013,45.76,-0.011731614
13/03/2013,46.3,-0.002372992
12/03/2013,46.41,-0.009436055
11/03/2013,46.85,0.001495248
08/03/2013,46.78,0.007940808
07/03/2013,46.41,-0.004729158
06/03/2013,46.63,0.001072846
05/03/2013,46.58,0.003656311
04/03/2013,46.41,0.005184717
01/03/2013,46.17,0.007827829
28/02/2013,45.81,0.010753972
27/02/2013,45.32,0.011986825
26/02/2013,44.78,-0.00223065
25/02/2013,44.88,-0.02029183
22/02/2013,45.8,0.010977059
21/02/2013,45.3,-0.007039184
20/02/2013,45.62,-0.013066388
19/02/2013,46.22,0.001732352
15/02/2013,46.14,0.010238626
14/02/2013,45.67,0.001972603
13/02/2013,45.58,0.001097574
12/02/2013,45.53,-0.002851192
11/02/2013,45.66,0.005930825
08/02/2013,45.39,0.00907387
07/02/2013,44.98,0.001112223
06/02/2013,44.93,-0.003554769
05/02/2013,45.09,0.010702443
04/02/2013,44.61,0.006070845
01/02/2013,44.34,0.021197375
31/01/2013,43.41,0.00554402
30/01/2013,43.17,0.008607707
29/01/2013,42.8,-0.001867414
28/01/2013,42.88,-0.001863933
25/01/2013,42.96,0.071640027
24/01/2013,39.99,0.003005261
23/01/2013,39.87,0.004272974
22/01/2013,39.7,0.003785493
18/01/2013,39.55,0.003546103
17/01/2013,39.41,0.004068147
16/01/2013,39.25,-0.002798628
15/01/2013,39.36,0.025213582
14/01/2013,38.38,0.009950331
11/01/2013,38,-0.022636585
10/01/2013,38.87,-0.017595762
09/01/2013,39.56,-0.008307159
08/01/2013,39.89,-0.004252664
07/01/2013,40.06,0.000499376
04/01/2013,40.04,0.000249781
03/01/2013,40.03,0.004506768
02/01/2013,39.85,0.026186827
31/12/2012,38.82,0.021349418
28/12/2012,38,-0.003152919
27/12/2012,38.12,0.008429976
26/12/2012,37.8,-0.005803234
24/12/2012,38.02,-0.000525901
21/12/2012,38.04,0.003951013
20/12/2012,37.89,-0.010762671
19/12/2012,38.3,0.036425667
18/12/2012,36.93,0.018860748
17/12/2012,36.24,0.009426186
14/12/2012,35.9,0.000557258
13/12/2012,35.88,-0.025317808
12/12/2012,36.8,-0.00379713
11/12/2012,36.94,-0.001352631
10/12/2012,36.99,0.019380981
07/12/2012,36.28,-0.007688121
06/12/2012,36.56,0.030267478
05/12/2012,35.47,-0.003658369
04/12/2012,35.6,-0.007834399
03/12/2012,35.88,0.049417451
30/11/2012,34.15,-0.141479227
29/11/2012,39.34,-0.017886861
28/11/2012,40.05,0.004504512
27/11/2012,39.87,0.004524895
26/11/2012,39.69,-0.029297031
23/11/2012,40.87,0
21/11/2012,40.87,0.010082466
20/11/2012,40.46,-0.00370051
19/11/2012,40.61,-0.007604599
16/11/2012,40.92,-0.016721582
15/11/2012,41.61,-0.007661038
14/11/2012,41.93,-0.00854909
13/11/2012,42.29,-0.015951546
12/11/2012,42.97,0.035290814
09/11/2012,41.48,-0.006488068
08/11/2012,41.75,0.032374739
07/11/2012,40.42,-0.001730318
06/11/2012,40.49,0.008681687
05/11/2012,40.14,0.011778109
02/11/2012,39.67,-0.036628693
01/11/2012,41.15,0.10441591
31/10/2012,37.07,-0.06070396
26/10/2012,39.39,-0.168088564
25/10/2012,46.6,-0.001929468
24/10/2012,46.69,-0.01467019
23/10/2012,47.38,0.001478509
22/10/2012,47.31,-0.001267427
19/10/2012,47.37,-0.027689913
18/10/2012,48.7,-0.005528836
17/10/2012,48.97,0.007584335
16/10/2012,48.6,0.007020471
15/10/2012,48.26,0.004777245
12/10/2012,48.03,0.002710311
11/10/2012,47.9,0.004603482
10/10/2012,47.68,0.002099518
09/10/2012,47.58,-0.016880676
08/10/2012,48.39,-0.016803674
05/10/2012,49.21,-0.005875815
04/10/2012,49.5,0.000404122
03/10/2012,49.48,0.019592463
02/10/2012,48.52,-0.00554929
01/10/2012,48.79,0.002051704
28/09/2012,48.69,0.001850139
27/09/2012,48.6,0.016597891
26/09/2012,47.8,-0.000418323
25/09/2012,47.82,0.009243763
24/09/2012,47.38,-0.004632563
21/09/2012,47.6,0.006533905
20/09/2012,47.29,0.000846203
19/09/2012,47.25,0.008715115
18/09/2012,46.84,-0.003410063
17/09/2012,47,-0.01645954
14/09/2012,47.78,-0.004802181
13/09/2012,48.01,0.012365242
12/09/2012,47.42,0.003591427
11/09/2012,47.25,-0.01366285
10/09/2012,47.9,-0.021275201
07/09/2012,48.93,-0.001633654
06/09/2012,49.01,0.014799859
05/09/2012,48.29,0.003942323
04/09/2012,48.1,0.008770154
31/08/2012,47.68,0.01011813
30/08/2012,47.2,-0.004861047
29/08/2012,47.43,0.003590668
28/08/2012,47.26,0.00084674
27/08/2012,47.22,-0.005912179
24/08/2012,47.5,-0.000841751
23/08/2012,47.54,-0.006499656
22/08/2012,47.85,0.007551955
21/08/2012,47.49,-0.005040968
20/08/2012,47.73,-0.00896867
17/08/2012,48.16,0.008340332
16/08/2012,47.76,0.001466737
15/08/2012,47.69,0.015212632
14/08/2012,46.97,-0.011010063
13/08/2012,47.49,0.015491026
10/08/2012,46.76,0.003427595
09/08/2012,46.6,0.002148229
08/08/2012,46.5,0.01429524
07/08/2012,45.84,-0.000654236
06/08/2012,45.87,0.004807702
03/08/2012,45.65,0.011899656
02/08/2012,45.11,0.002441462
01/08/2012,45,0.012972671
31/07/2012,44.42,-0.024242264
30/07/2012,45.51,0.001979545
27/07/2012,45.42,0.063394306
26/07/2012,42.63,0.028311633
25/07/2012,41.44,-0.008171158
24/07/2012,41.78,-0.008579652
23/07/2012,42.14,-0.024611579
20/07/2012,43.19,-0.018580647
19/07/2012,44,0.004327532
18/07/2012,43.81,0.005722804
17/07/2012,43.56,0.007142065
16/07/2012,43.25,0.001851424
13/07/2012,43.17,0.0149361
12/07/2012,42.53,-0.009594083
11/07/2012,42.94,-0.00325506
10/07/2012,43.08,-0.008091594
09/07/2012,43.43,-0.008711655
06/07/2012,43.81,-0.026578141
05/07/2012,44.99,0.015681325
03/07/2012,44.29,0.020760413
02/07/2012,43.38,-0.004370335
29/06/2012,43.57,0.024394287
28/06/2012,42.52,-0.025541207
27/06/2012,43.62,-0.003204397
26/06/2012,43.76,0.026396531
25/06/2012,42.62,-0.013748323
22/06/2012,43.21,0.009066667
21/06/2012,42.82,-0.01690442
20/06/2012,43.55,0.002529028
19/06/2012,43.44,-0.003217654
18/06/2012,43.58,0.029102275
15/06/2012,42.33,0.007588369
14/06/2012,42.01,0.020440774
13/06/2012,41.16,0.021115442
12/06/2012,40.3,0.017522351
11/06/2012,39.6,-0.005289019
08/06/2012,39.81,0.010352321
07/06/2012,39.4,0.010460613
06/06/2012,38.99,0.017072324
05/06/2012,38.33,0.014717743
04/06/2012,37.77,0.001059603
01/06/2012,37.73,-0.013165014
31/05/2012,38.23,-0.010149729
30/05/2012,38.62,-0.033107174
29/05/2012,39.92,0.003010539
25/05/2012,39.8,0.014170278
24/05/2012,39.24,-0.017431286
23/05/2012,39.93,0.012854619
22/05/2012,39.42,-0.004050638
21/05/2012,39.58,0.024553663
18/05/2012,38.62,-0.025058841
17/05/2012,39.6,-0.013544225
16/05/2012,40.14,0.008757719
15/05/2012,39.79,0.000754243
14/05/2012,39.76,-0.013738195
11/05/2012,40.31,0.003728102
10/05/2012,40.16,-0.008430499
09/05/2012,40.5,-0.004680388
08/05/2012,40.69,-0.003679631
07/05/2012,40.84,0.002942621
04/05/2012,40.72,-0.014869256
03/05/2012,41.33,-0.001450677
02/05/2012,41.39,0.000483325
01/05/2012,41.37,0.00630458
30/04/2012,41.11,-0.014249728
27/04/2012,41.7,-0.00788252
26/04/2012,42.03,0.006684198
25/04/2012,41.75,0.011805944
24/04/2012,41.26,-0.02536628
23/04/2012,42.32,0.00830471
20/04/2012,41.97,0.000476644
19/04/2012,41.95,-0.017954652
18/04/2012,42.71,0.01938595
17/04/2012,41.89,0.031771801
16/04/2012,40.58,-0.002215386
13/04/2012,40.67,0.024391453
12/04/2012,39.69,0.006318737
11/04/2012,39.44,0.011218884
10/04/2012,39,0
09/04/2012,39,0.001539646
05/04/2012,38.94,0.010325337
04/04/2012,38.54,-0.011864983
03/04/2012,39,0.00643089
02/04/2012,38.75,0.010376228
30/03/2012,38.35,-0.004942135
29/03/2012,38.54,0.008337724
28/03/2012,38.22,-0.002873941
27/03/2012,38.33,-0.003125817
26/03/2012,38.45,0.008095096
23/03/2012,38.14,-0.008615117
22/03/2012,38.47,0.01176638
21/03/2012,38.02,-0.004461364
20/03/2012,38.19,-0.009641769
19/03/2012,38.56,0.002336753
16/03/2012,38.47,0.012819011
15/03/2012,37.98,0.000526732
14/03/2012,37.96,-0.004730626
13/03/2012,38.14,0.019325552
12/03/2012,37.41,0.012372401
09/03/2012,36.95,0.012801482
08/03/2012,36.48,0.013800937
07/03/2012,35.98,-0.00609589
06/03/2012,36.2,-0.014806961
05/03/2012,36.74,-0.007051833
02/03/2012,37,0
01/03/2012,37,0.001352265
29/02/2012,36.95,-0.010231646
28/02/2012,37.33,-0.006674701
27/02/2012,37.58,-0.001595321
24/02/2012,37.64,-0.00872906
23/02/2012,37.97,0.013789664
22/02/2012,37.45,0.003477334
21/02/2012,37.32,0.003758394
17/02/2012,37.18,-0.000537779
16/02/2012,37.2,0.008910549
15/02/2012,36.87,-0.008910549
14/02/2012,37.2,0.006472515
13/02/2012,36.96,0.00951482
10/02/2012,36.61,-0.007076785
09/02/2012,36.87,0.009538157
08/02/2012,36.52,-0.000273785
07/02/2012,36.53,-0.0019144
06/02/2012,36.6,-0.011950169
03/02/2012,37.04,0.005685679
02/02/2012,36.83,-0.016960967
01/02/2012,37.46,0.011275287
31/01/2012,37.04,-0.001888065
30/01/2012,37.11,0.021517921
27/01/2012,36.32,0.01107431
26/01/2012,35.92,-0.013549219
25/01/2012,36.41,-0.003016594
24/01/2012,36.52,0.01156719
23/01/2012,36.1,0.002496188
20/01/2012,36.01,0.007246409
19/01/2012,35.75,-0.004465539
18/01/2012,35.91,0.003067915
17/01/2012,35.8,0.007289071
13/01/2012,35.54,-0.007568361
12/01/2012,35.81,0.006443502
11/01/2012,35.58,-0.003927074
10/01/2012,35.72,0.019791429
09/01/2012,35.02,-0.010792493
06/01/2012,35.4,-0.00955869
05/01/2012,35.74,-0.002235887
04/01/2012,35.82,0
03/01/2012,35.82,0.002795641
30/12/2011,35.72,0.001400757
29/12/2011,35.67,0.000280387
28/12/2011,35.66,-0.016133869
27/12/2011,36.24,0.010819914
23/12/2011,35.85,-0.003341691
22/12/2011,35.97,0.00809495
21/12/2011,35.68,0.003087722
20/12/2011,35.57,0.021885199
19/12/2011,34.8,0.002301497
16/12/2011,34.72,0.018018506
15/12/2011,34.1,0.025543414
14/12/2011,33.24,-0.003903323
13/12/2011,33.37,-0.009840545
12/12/2011,33.7,-0.007096422
09/12/2011,33.94,0.020238786
08/12/2011,33.26,-0.003002104
07/12/2011,33.36,-0.005977304
06/12/2011,33.56,-0.004162956
05/12/2011,33.7,0.008343314
02/12/2011,33.42,-0.013375144
01/12/2011,33.87,0.008599015
30/11/2011,33.58,0.037007559
29/11/2011,32.36,0.002165507
28/11/2011,32.29,0.025405161
25/11/2011,31.48,-0.000635122
23/11/2011,31.5,-0.013871597
22/11/2011,31.94,0.002821761
21/11/2011,31.85,-0.014339398
18/11/2011,32.31,0.002168862
17/11/2011,32.24,-0.029341958
16/11/2011,33.2,-0.01018888
15/11/2011,33.54,0.012903405
14/11/2011,33.11,-0.003617731
11/11/2011,33.23,0.02344452
10/11/2011,32.46,0.011152532
09/11/2011,32.1,-0.051012881
08/11/2011,33.78,0.013111034
07/11/2011,33.34,0.010553392
04/11/2011,32.99,-0.000908953
03/11/2011,33.02,0.028880655
02/11/2011,32.08,0.014442951
01/11/2011,31.62,-0.014754623
31/10/2011,32.09,-0.02340729
28/10/2011,32.85,0.014410797
27/10/2011,32.38,0.061783415
26/10/2011,30.44,-0.010457612
25/10/2011,30.76,-0.004864612
24/10/2011,30.91,0.000971031
21/10/2011,30.88,0.027578898
20/10/2011,30.04,0.003334448
19/10/2011,29.94,-0.016233585
18/10/2011,30.43,0.010571621
17/10/2011,30.11,-0.012213388
14/10/2011,30.48,0.014540904
13/10/2011,30.04,-0.015524672
12/10/2011,30.51,-0.004904375
11/10/2011,30.66,-0.001629461
10/10/2011,30.71,0.033778046
07/10/2011,29.69,-0.004033619
06/10/2011,29.81,0.008083574
05/10/2011,29.57,0.046729387
04/10/2011,28.22,0.025117933
03/10/2011,27.52,-0.038843294
30/09/2011,28.61,-0.011813897
29/09/2011,28.95,0.012863032
28/09/2011,28.58,-0.03134405
27/09/2011,29.49,0.013313049
26/09/2011,29.1,0.02646394
23/09/2011,28.34,0.019597991
22/09/2011,27.79,-0.022064952
21/09/2011,28.41,-0.001055409
20/09/2011,28.44,-0.025344179
19/09/2011,29.17,0.005844954
16/09/2011,29,-0.003098643
15/09/2011,29.09,-0.000687285
14/09/2011,29.11,-0.011272536
13/09/2011,29.44,0.003061748
12/09/2011,29.35,0.010962768
09/09/2011,29.03,-0.155380178
08/09/2011,33.91,-0.017249368
07/09/2011,34.5,0.073350177
06/09/2011,32.06,0.066078488
02/09/2011,30.01,-0.025659302
01/09/2011,30.79,-0.011624283
31/08/2011,31.15,0.001928021
30/08/2011,31.09,0.00289902
29/08/2011,31,0.018886918
26/08/2011,30.42,0.018580495
25/08/2011,29.86,-0.020878969
24/08/2011,30.49,0.000656168
23/08/2011,30.47,0.0546326
22/08/2011,28.85,0.00416812
19/08/2011,28.73,-0.006245683
18/08/2011,28.91,-0.05517713
17/08/2011,30.55,-0.007825276
16/08/2011,30.79,-0.023749512
15/08/2011,31.53,0.015984995
12/08/2011,31.03,0.033423819
11/08/2011,30.01,0.065761083
10/08/2011,28.1,-0.040451819
09/08/2011,29.26,0.045088888
08/08/2011,27.97,-0.033746612
05/08/2011,28.93,-0.011683982
04/08/2011,29.27,-0.038208401
03/08/2011,30.41,0.013907509
02/08/2011,29.99,-0.02176867
01/08/2011,30.65,-0.018105894
29/07/2011,31.21,-0.025934407
28/07/2011,32.03,-0.021007878
27/07/2011,32.71,-0.03218807
26/07/2011,33.78,0.002667854
25/07/2011,33.69,-0.002371777
22/07/2011,33.77,0.017926981
21/07/2011,33.17,-0.004511964
20/07/2011,33.32,-0.011933316
19/07/2011,33.72,0.014337163
18/07/2011,33.24,-0.012556219
15/07/2011,33.66,0.026186598
14/07/2011,32.79,-0.018432309
13/07/2011,33.4,-0.004778982
12/07/2011,33.56,-0.007717462
11/07/2011,33.82,-0.017585447
08/07/2011,34.42,-0.005793759
07/07/2011,34.62,0.004922552
06/07/2011,34.45,0.006114446
05/07/2011,34.24,0.010569681
01/07/2011,33.88,0.012474174
30/06/2011,33.46,-0.003282115
29/06/2011,33.57,0.025035239
28/06/2011,32.74,-0.00030539
27/06/2011,32.75,0.00030539
24/06/2011,32.74,-0.010028955
23/06/2011,33.07,-0.001812689
22/06/2011,33.13,-0.004216874
21/06/2011,33.27,0.020343802
20/06/2011,32.6,-0.003674223
17/06/2011,32.72,-0.001526951
16/06/2011,32.77,-0.006387854
15/06/2011,32.98,-0.014449378
14/06/2011,33.46,0.005694606
13/06/2011,33.27,-0.012841747
10/06/2011,33.7,-0.00945075
09/06/2011,34.02,-0.002935136
08/06/2011,34.12,-0.002634276
07/06/2011,34.21,-0.002335767
06/06/2011,34.29,-0.017919555
03/06/2011,34.91,-0.004002292
02/06/2011,35.05,0.015236747
01/06/2011,34.52,-0.014380461
31/05/2011,35.02,-0.009944676
27/05/2011,35.37,-0.02705506
26/05/2011,36.34,0.003307611
25/05/2011,36.22,-0.001379501
24/05/2011,36.27,-0.011240694
23/05/2011,36.68,-0.015957066
20/05/2011,37.27,0.000268348
19/05/2011,37.26,-0.000804829
18/05/2011,37.29,0.040777301
17/05/2011,35.8,0.002797205
16/05/2011,35.7,-0.022983152
13/05/2011,36.53,-0.004097807
12/05/2011,36.68,0.031010237
11/05/2011,35.56,-0.006167667
10/05/2011,35.78,0.00504344
09/05/2011,35.6,0.000843052
06/05/2011,35.57,0.026493502
05/05/2011,34.64,-0.04432624
04/05/2011,36.21,-0.009619423
03/05/2011,36.56,-0.015739809
02/05/2011,37.14,0.00431733
29/04/2011,36.98,-0.007006226
28/04/2011,37.24,0.001343544
27/04/2011,37.19,0.004311513
26/04/2011,37.03,-0.003235376
25/04/2011,37.15,-0.004029555
21/04/2011,37.3,0
20/04/2011,37.3,0.022229161
19/04/2011,36.48,-0.002737478
18/04/2011,36.58,-0.004364437
15/04/2011,36.74,-0.00488733
14/04/2011,36.92,-0.012382392
13/04/2011,37.38,0.014280183
12/04/2011,36.85,0.0208398
11/04/2011,36.09,-0.009376792
08/04/2011,36.43,-0.013360799
07/04/2011,36.92,-0.001353363
06/04/2011,36.97,-0.000270453
05/04/2011,36.98,0.004879381
04/04/2011,36.8,0.00873368
01/04/2011,36.48,0.007428841
31/03/2011,36.21,-0.006606135
30/03/2011,36.45,0.000274386
29/03/2011,36.44,0.010205577
28/03/2011,36.07,-0.003597624
25/03/2011,36.2,0.009994531
24/03/2011,35.84,0.015748357
23/03/2011,35.28,0.00113443
22/03/2011,35.24,-0.007350895
21/03/2011,35.5,0.014184635
18/03/2011,35,-0.001998003
17/03/2011,35.07,0.004572743
16/03/2011,34.91,-0.019572317
15/03/2011,35.6,-0.000842342
14/03/2011,35.63,-0.010330959
11/03/2011,36,0.009489326
10/03/2011,35.66,-0.012817116
09/03/2011,36.12,-0.004419897
08/03/2011,36.28,0.020889215
07/03/2011,35.53,-0.016746135
04/03/2011,36.13,0.004994461
03/03/2011,35.95,0.008660482
02/03/2011,35.64,0.016692989
01/03/2011,35.05,-0.006824024
28/02/2011,35.29,-0.019363591
25/02/2011,35.98,0.009775249
24/02/2011,35.63,0.014417211
23/02/2011,35.12,0.000569638
22/02/2011,35.1,-0.045664949
18/02/2011,36.74,-0.004074432
17/02/2011,36.89,-0.002436714
16/02/2011,36.98,0.010328986
15/02/2011,36.6,0.000546597
14/02/2011,36.58,-0.003547555
11/02/2011,36.71,0.013713874
10/02/2011,36.21,0.004151106
09/02/2011,36.06,0.015651521
08/02/2011,35.5,-0.000844714
07/02/2011,35.53,0.007061179
04/02/2011,35.28,0.023807234
03/02/2011,34.45,0.012266509
02/02/2011,34.03,-0.003520098
01/02/2011,34.15,0.01474953
31/01/2011,33.65,-0.002967361
28/01/2011,33.75,0.02550776
27/01/2011,32.9,-0.001822047
26/01/2011,32.96,0.013746971
25/01/2011,32.51,-0.006133107
