Date,Close,EQT
04/10/2013,87.57,0.014029669
03/10/2013,86.35,-0.007384365
02/10/2013,86.99,-0.021381458
01/10/2013,88.87,0.001689285
30/09/2013,88.72,-0.018427011
27/09/2013,90.37,-0.011442528
26/09/2013,91.41,0.017769906
25/09/2013,89.8,-0.006216716
24/09/2013,90.36,-0.010349096
23/09/2013,91.3,0.000547795
20/09/2013,91.25,-0.01425409
19/09/2013,92.56,0.0033548
18/09/2013,92.25,0.024692613
17/09/2013,90,0.011510436
16/09/2013,88.97,0.009599712
13/09/2013,88.12,0.01026586
12/09/2013,87.22,-0.000687679
11/09/2013,87.28,0.017685255
10/09/2013,85.75,-0.004189463
09/09/2013,86.11,0.016037804
06/09/2013,84.74,-0.004591755
05/09/2013,85.13,-0.008189096
04/09/2013,85.83,-0.011698749
03/09/2013,86.84,0.012981174
30/08/2013,85.72,0.000816946
29/08/2013,85.65,-0.009990789
28/08/2013,86.51,0.023863572
27/08/2013,84.47,-0.010012452
26/08/2013,85.32,0.000234439
23/08/2013,85.3,-0.003627644
22/08/2013,85.61,0.029516752
21/08/2013,83.12,-0.006475619
20/08/2013,83.66,0.010212139
19/08/2013,82.81,-0.00985348
16/08/2013,83.63,-0.004890569
15/08/2013,84.04,-0.001545687
14/08/2013,84.17,-0.000712589
13/08/2013,84.23,0.007986216
12/08/2013,83.56,-0.012723877
09/08/2013,84.63,-0.00318528
08/08/2013,84.9,0.011610129
07/08/2013,83.92,-0.016896485
06/08/2013,85.35,-0.009909728
05/08/2013,86.2,-0.007742571
02/08/2013,86.87,-0.004020914
01/08/2013,87.22,0.008289248
31/07/2013,86.5,0.009058243
30/07/2013,85.72,0.014097978
29/07/2013,84.52,-0.008599923
26/07/2013,85.25,-0.003162151
25/07/2013,85.52,0.048269953
24/07/2013,81.49,-0.009526208
23/07/2013,82.27,-0.003034167
22/07/2013,82.52,-0.012045436
19/07/2013,83.52,-0.008821132
18/07/2013,84.26,0.029996828
17/07/2013,81.77,0.008227467
16/07/2013,81.1,0.007674255
15/07/2013,80.48,-0.020903257
12/07/2013,82.18,-0.004007535
11/07/2013,82.51,0.008642255
10/07/2013,81.8,0.005147701
09/07/2013,81.38,0.000983526
08/07/2013,81.3,0.016869663
05/07/2013,79.94,0.00325774
03/07/2013,79.68,-0.000125494
02/07/2013,79.69,-0.000376388
01/07/2013,79.72,0.004400032
28/06/2013,79.37,-0.020328692
27/06/2013,81,-0.000246883
26/06/2013,81.02,0.005817928
25/06/2013,80.55,0.003108489
24/06/2013,80.3,0.008002043
21/06/2013,79.66,0.005665024
20/06/2013,79.21,-0.039482883
19/06/2013,82.4,-0.015175529
18/06/2013,83.66,0.023829371
17/06/2013,81.69,0.024787488
14/06/2013,79.69,-0.004257457
13/06/2013,80.03,0.013206909
12/06/2013,78.98,-0.01781952
11/06/2013,80.4,-0.017507536
10/06/2013,81.82,0.004900769
07/06/2013,81.42,0.038179742
06/06/2013,78.37,0.011163265
05/06/2013,77.5,-0.021319503
04/06/2013,79.17,-0.007550055
03/06/2013,79.77,-0.001378015
31/05/2013,79.88,-0.018849764
30/05/2013,81.4,0.010000701
29/05/2013,80.59,-0.002973611
28/05/2013,80.83,0.003097704
24/05/2013,80.58,0.008975378
23/05/2013,79.86,-0.000500751
22/05/2013,79.9,-0.013673302
21/05/2013,81,-0.005294601
20/05/2013,81.43,0.029789702
17/05/2013,79.04,0.031879306
16/05/2013,76.56,-0.010395104
15/05/2013,77.36,0.01078703
14/05/2013,76.53,0.02152893
13/05/2013,74.9,-0.01207632
10/05/2013,75.81,-0.004868751
09/05/2013,76.18,0.010291686
08/05/2013,75.4,-0.004895161
07/05/2013,75.77,0.001584996
06/05/2013,75.65,0.006897494
03/05/2013,75.13,0.009764005
02/05/2013,74.4,-0.019038051
01/05/2013,75.83,0.009407158
30/04/2013,75.12,-0.008351609
29/04/2013,75.75,0.025402435
26/04/2013,73.85,-0.001488398
25/04/2013,73.96,0.075523459
24/04/2013,68.58,0.011586256
23/04/2013,67.79,0.014112988
22/04/2013,66.84,0.002696631
19/04/2013,66.66,-0.004340999
18/04/2013,66.95,0.013079943
17/04/2013,66.08,-0.011285952
16/04/2013,66.83,0.018728836
15/04/2013,65.59,-0.04937806
12/04/2013,68.91,-0.008957009
11/04/2013,69.53,-0.005736428
10/04/2013,69.93,0.007607874
09/04/2013,69.4,0.002019329
08/04/2013,69.26,0.026629225
05/04/2013,67.44,0.026596113
04/04/2013,65.67,0.005190851
03/04/2013,65.33,-0.029263023
02/04/2013,67.27,-0.006224086
01/04/2013,67.69,-0.000886001
28/03/2013,67.75,-0.005446396
27/03/2013,68.12,-0.000880411
26/03/2013,68.18,0.015818203
25/03/2013,67.11,0.003283585
22/03/2013,66.89,0.002844526
21/03/2013,66.7,-0.007468295
20/03/2013,67.2,0.001638246
19/03/2013,67.09,0.008983441
18/03/2013,66.49,-0.003153393
15/03/2013,66.7,-0.016652184
14/03/2013,67.82,0.037099697
13/03/2013,65.35,-0.000917712
12/03/2013,65.41,0.004136352
11/03/2013,65.14,-0.001840491
08/03/2013,65.26,-0.00687183
07/03/2013,65.71,0.036576214
06/03/2013,63.35,0.003954137
05/03/2013,63.1,0.006678352
04/03/2013,62.68,-0.019589884
01/03/2013,63.92,0.013070023
28/02/2013,63.09,0.023738083
27/02/2013,61.61,0.031659693
26/02/2013,59.69,0.013832879
25/02/2013,58.87,-0.028302986
22/02/2013,60.56,0.023219952
21/02/2013,59.17,-0.001857324
20/02/2013,59.28,-0.024001152
19/02/2013,60.72,0.022484085
15/02/2013,59.37,-0.018854317
14/02/2013,60.5,-0.003465064
13/02/2013,60.71,0.000494275
12/02/2013,60.68,-0.011306962
11/02/2013,61.37,-0.007467567
08/02/2013,61.83,0.000647144
07/02/2013,61.79,-0.005487425
06/02/2013,62.13,0.004031938
05/02/2013,61.88,0.033355594
04/02/2013,59.85,0.005025136
01/02/2013,59.55,0.002353733
31/01/2013,59.41,-0.02082194
30/01/2013,60.66,0.004295397
29/01/2013,60.4,0.003482879
28/01/2013,60.19,-0.028821383
25/01/2013,61.95,0.01939593
24/01/2013,60.76,0.018940589
23/01/2013,59.62,-0.013494582
22/01/2013,60.43,0.015509358
18/01/2013,59.5,0.007422436
17/01/2013,59.06,0.006795813
16/01/2013,58.66,-0.004931563
15/01/2013,58.95,0.007491947
14/01/2013,58.51,0.001539383
11/01/2013,58.42,0.012401123
10/01/2013,57.7,0.008878116
09/01/2013,57.19,-0.025719895
08/01/2013,58.68,-0.030213779
07/01/2013,60.48,0.000992556
04/01/2013,60.42,0.0227663
03/01/2013,59.06,0.012608789
02/01/2013,58.32,-0.011253316
31/12/2012,58.98,0.014516522
28/12/2012,58.13,-0.008394054
27/12/2012,58.62,-0.006292003
26/12/2012,58.99,-0.003891385
24/12/2012,59.22,-0.014750519
21/12/2012,60.1,0.015595185
20/12/2012,59.17,0.037187966
19/12/2012,57.01,-0.021345713
18/12/2012,58.24,0.016620881
17/12/2012,57.28,0.010706552
14/12/2012,56.67,-0.005104297
13/12/2012,56.96,-0.021536088
12/12/2012,58.2,0.002063984
11/12/2012,58.08,0.006044401
10/12/2012,57.73,-0.01887496
07/12/2012,58.83,-0.001189162
06/12/2012,58.9,0.002379739
05/12/2012,58.76,0.016645601
04/12/2012,57.79,-0.027141719
03/12/2012,59.38,-0.011386593
30/11/2012,60.06,-0.007960241
29/11/2012,60.54,-0.020922633
28/11/2012,61.82,0.022079562
27/11/2012,60.47,-0.013306151
26/11/2012,61.28,-0.023545677
23/11/2012,62.74,0.013155973
21/11/2012,61.92,0.011042658
20/11/2012,61.24,-0.003097744
19/11/2012,61.43,0.020059864
16/11/2012,60.21,0.005662907
15/11/2012,59.87,-0.005496807
14/11/2012,60.2,0.001496135
13/11/2012,60.11,0.017114512
12/11/2012,59.09,0.00747413
09/11/2012,58.65,-0.002384197
08/11/2012,58.79,-0.017033889
07/11/2012,59.8,-0.035644736
06/11/2012,61.97,0.011686548
05/11/2012,61.25,0.01182474
02/11/2012,60.53,-0.009536409
01/11/2012,61.11,0.007885699
31/10/2012,60.63,-0.029095917
26/10/2012,62.42,0.027612604
25/10/2012,60.72,0.04617501
24/10/2012,57.98,-0.00206754
23/10/2012,58.1,-0.017741851
22/10/2012,59.14,-0.017266375
19/10/2012,60.17,-0.017463376
18/10/2012,61.23,0.002616518
17/10/2012,61.07,0.009046858
16/10/2012,60.52,0.010464343
15/10/2012,59.89,-0.007154177
12/10/2012,60.32,-0.008583744
11/10/2012,60.84,0.019082965
10/10/2012,59.69,-0.01331356
09/10/2012,60.49,0.007300514
08/10/2012,60.05,0.003670341
05/10/2012,59.83,-0.000668338
04/10/2012,59.87,0.026230457
03/10/2012,58.32,-0.022549061
02/10/2012,59.65,-0.006516858
01/10/2012,60.04,0.017473563
28/09/2012,59,0.002715548
27/09/2012,58.84,0.032648206
26/09/2012,56.95,-0.00245528
25/09/2012,57.09,-0.014088415
24/09/2012,57.9,-0.006026708
21/09/2012,58.25,0.017141793
20/09/2012,57.26,0.002272927
19/09/2012,57.13,-0.008540357
18/09/2012,57.62,-0.007951641
17/09/2012,58.08,-0.019944409
14/09/2012,59.25,0.025469285
13/09/2012,57.76,0.002426765
12/09/2012,57.62,0.013805374
11/09/2012,56.83,0.034368874
10/09/2012,54.91,-0.004542572
07/09/2012,55.16,0.012587962
06/09/2012,54.47,0.022652287
05/09/2012,53.25,-0.001313691
04/09/2012,53.32,-0.011931536
31/08/2012,53.96,0.007813993
30/08/2012,53.54,0.002618292
29/08/2012,53.4,-0.001497006
28/08/2012,53.48,-0.009861462
27/08/2012,54.01,0.00037037
24/08/2012,53.99,-0.008300334
23/08/2012,54.44,-0.032884625
22/08/2012,56.26,-0.006201845
21/08/2012,56.61,0.002476124
20/08/2012,56.47,0.000354233
17/08/2012,56.45,0.00675438
16/08/2012,56.07,0.016000341
15/08/2012,55.18,0.001995466
14/08/2012,55.07,-0.008138213
13/08/2012,55.52,-0.003595833
10/08/2012,55.72,-0.020077071
09/08/2012,56.85,0.018821578
08/08/2012,55.79,-0.009987599
07/08/2012,56.35,0.022069614
06/08/2012,55.12,0.016831718
03/08/2012,54.2,0.015619507
02/08/2012,53.36,-0.046860696
01/08/2012,55.92,-0.008547061
31/07/2012,56.4,-0.020184977
30/07/2012,57.55,0.009778321
27/07/2012,56.99,0.021819047
26/07/2012,55.76,0.019558755
25/07/2012,54.68,-0.012720506
24/07/2012,55.38,-0.015943016
23/07/2012,56.27,-0.004609937
20/07/2012,56.53,0.020011388
19/07/2012,55.41,-0.007372145
18/07/2012,55.82,-0.001253245
17/07/2012,55.89,0.012060267
16/07/2012,55.22,0.002901707
13/07/2012,55.06,0.038320283
12/07/2012,52.99,-0.006583302
11/07/2012,53.34,0.002064372
10/07/2012,53.23,-0.024862134
09/07/2012,54.57,0.011426589
06/07/2012,53.95,-0.012159324
05/07/2012,54.61,0.0003663
03/07/2012,54.59,0.01476314
02/07/2012,53.79,0.002978963
29/06/2012,53.63,-0.00817089
28/06/2012,54.07,0.004448571
27/06/2012,53.83,0.039986379
26/06/2012,51.72,0.011473145
25/06/2012,51.13,-0.000391083
22/06/2012,51.15,0.013977981
21/06/2012,50.44,-0.006127107
20/06/2012,50.75,0.019700169
19/06/2012,49.76,0.021121825
18/06/2012,48.72,0.002671875
15/06/2012,48.59,0.022688037
14/06/2012,47.5,0.04060272
13/06/2012,45.61,-0.013934473
12/06/2012,46.25,0.01525084
11/06/2012,45.55,-0.013302998
08/06/2012,46.16,0.009359085
07/06/2012,45.73,-0.006756046
06/06/2012,46.04,0.032673988
05/06/2012,44.56,0.012646962
04/06/2012,44,-0.016231195
01/06/2012,44.72,-0.036447503
31/05/2012,46.38,0.023119896
30/05/2012,45.32,-0.048453874
29/05/2012,47.57,0.014184635
25/05/2012,46.9,0.006846411
24/05/2012,46.58,-0.011526275
23/05/2012,47.12,0.014536383
22/05/2012,46.44,-0.007508348
21/05/2012,46.79,0.017680495
18/05/2012,45.97,-0.000652387
17/05/2012,46,-0.015958933
16/05/2012,46.74,0.005793386
15/05/2012,46.47,-0.048103362
14/05/2012,48.76,-0.025112701
11/05/2012,50,0.003205131
10/05/2012,49.84,-0.001002707
09/05/2012,49.89,0.007847912
08/05/2012,49.5,0.009336378
07/05/2012,49.04,0.001020096
04/05/2012,48.99,-0.008536637
03/05/2012,49.41,-0.005248296
02/05/2012,49.67,-0.036374834
01/05/2012,51.51,0.033359454
30/04/2012,49.82,0.040763452
27/04/2012,47.83,0.006291967
26/04/2012,47.53,0.002527914
25/04/2012,47.41,0.021964845
24/04/2012,46.38,-0.001723396
23/04/2012,46.46,-0.004509833
20/04/2012,46.67,-0.006833253
19/04/2012,46.99,0.021945803
18/04/2012,45.97,-0.008663689
17/04/2012,46.37,0.022683633
16/04/2012,45.33,-0.018577739
13/04/2012,46.18,-0.009053737
12/04/2012,46.6,0.011655647
11/04/2012,46.06,-0.029942357
10/04/2012,47.46,-0.024147718
09/04/2012,48.62,-0.010027711
05/04/2012,49.11,-0.001424357
04/04/2012,49.18,-0.006687633
03/04/2012,49.51,0.001617142
02/04/2012,49.43,0.024991059
30/03/2012,48.21,0.014205378
29/03/2012,47.53,-0.018345313
28/03/2012,48.41,-0.01983908
27/03/2012,49.38,-0.012677502
26/03/2012,50.01,0.011867785
23/03/2012,49.42,0.012624888
22/03/2012,48.8,-0.035430437
21/03/2012,50.56,-0.008664883
20/03/2012,51,-0.000979912
19/03/2012,51.05,0.017189004
16/03/2012,50.18,0.00099691
15/03/2012,50.13,0.00499951
14/03/2012,49.88,-0.018866611
13/03/2012,50.83,0.006513395
12/03/2012,50.5,-0.026960023
09/03/2012,51.88,-0.017388419
08/03/2012,52.79,0.022412585
07/03/2012,51.62,0.001939112
06/03/2012,51.52,-0.022265795
05/03/2012,52.68,-0.008505864
02/03/2012,53.13,-0.014388737
01/03/2012,53.9,0.016461277
29/02/2012,53.02,-0.009573044
28/02/2012,53.53,-0.017774954
27/02/2012,54.49,0.008292686
24/02/2012,54.04,-0.002956395
23/02/2012,54.2,0.029584633
22/02/2012,52.62,-0.001708915
21/02/2012,52.71,0.001138952
17/02/2012,52.65,0.026170437
16/02/2012,51.29,0.019093189
15/02/2012,50.32,0.015824066
14/02/2012,49.53,0.011779178
13/02/2012,48.95,-0.00122499
10/02/2012,49.01,-0.02697426
09/02/2012,50.35,0.008977616
08/02/2012,49.9,-0.01570765
07/02/2012,50.69,-0.002364533
06/02/2012,50.81,0.017471161
03/02/2012,49.93,-0.002800002
02/02/2012,50.07,0.001799101
01/02/2012,49.98,-0.010746372
31/01/2012,50.52,0.017572337
30/01/2012,49.64,0.017476568
27/01/2012,48.78,0.009061018
26/01/2012,48.34,-0.052781636
25/01/2012,50.96,0.025036078
24/01/2012,49.7,-0.008614698
23/01/2012,50.13,0.07947767
20/01/2012,46.3,-0.028530783
19/01/2012,47.64,-0.022416879
18/01/2012,48.72,0.002054655
17/01/2012,48.62,-0.003695344
13/01/2012,48.8,-0.007349972
12/01/2012,49.16,-0.034979083
11/01/2012,50.91,-0.052981125
10/01/2012,53.68,-0.017725723
09/01/2012,54.64,-0.020828427
06/01/2012,55.79,-0.005719408
05/01/2012,56.11,0.005719408
04/01/2012,55.79,0.023027035
03/01/2012,54.52,-0.004940089
30/12/2011,54.79,-0.006911632
29/12/2011,55.17,0.009287147
28/12/2011,54.66,-0.023147507
27/12/2011,55.94,-0.000536145
23/12/2011,55.97,0.008973499
22/12/2011,55.47,-0.005931535
21/12/2011,55.8,0.01753638
20/12/2011,54.83,0.028301158
19/12/2011,53.3,-0.019324273
16/12/2011,54.34,0.014271394
15/12/2011,53.57,0.000746965
14/12/2011,53.53,-0.022717756
13/12/2011,54.76,-0.017020147
12/12/2011,55.7,-0.016735302
09/12/2011,56.64,-0.00176398
08/12/2011,56.74,-0.024718404
07/12/2011,58.16,-0.02814222
06/12/2011,59.82,-0.018385611
05/12/2011,60.93,0.000656707
02/12/2011,60.89,-0.007852159
01/12/2011,61.37,-0.010374546
30/11/2011,62.01,0.054344993
29/11/2011,58.73,0.029899402
28/11/2011,57,0.029374609
25/11/2011,55.35,-0.00809721
23/11/2011,55.8,-0.026177653
22/11/2011,57.28,0.00262215
21/11/2011,57.13,-0.032377548
18/11/2011,59.01,-0.003552402
17/11/2011,59.22,-0.021053409
16/11/2011,60.48,-0.037801565
15/11/2011,62.81,-0.010137898
14/11/2011,63.45,-0.021516265
11/11/2011,64.83,0.030540311
10/11/2011,62.88,0.016031122
09/11/2011,61.88,-0.047496503
08/11/2011,64.89,0.025282245
07/11/2011,63.27,-0.002840911
04/11/2011,63.45,-0.006127759
03/11/2011,63.84,0.021373409
02/11/2011,62.49,0.017759589
01/11/2011,61.39,-0.03379295
31/10/2011,63.5,-0.037553667
28/10/2011,65.93,0.024256639
27/10/2011,64.35,-0.042591989
26/10/2011,67.15,0.016971197
25/10/2011,66.02,-0.034683837
24/10/2011,68.35,0.01103358
21/10/2011,67.6,0.022741854
20/10/2011,66.08,0.014020345
19/10/2011,65.16,-0.008861785
18/10/2011,65.74,0.036085991
17/10/2011,63.41,0.005852132
14/10/2011,63.04,0.03980464
13/10/2011,60.58,0.029822951
12/10/2011,58.8,0.008539762
11/10/2011,58.3,-0.00496194
10/10/2011,58.59,0.048790164
07/10/2011,55.8,-0.01458841
06/10/2011,56.62,0.016920877
05/10/2011,55.67,0.04181794
04/10/2011,53.39,0.03390801
03/10/2011,51.61,-0.033345949
30/09/2011,53.36,-0.039141423
29/09/2011,55.49,-0.008970279
28/09/2011,55.99,-0.038196655
27/09/2011,58.17,0.015767458
26/09/2011,57.26,0.041724719
23/09/2011,54.92,-0.041724719
22/09/2011,57.26,-0.05586717
21/09/2011,60.55,-0.021404297
20/09/2011,61.86,-0.012210949
19/09/2011,62.62,0.014314679
16/09/2011,61.73,0.016496903
15/09/2011,60.72,0.016438726
14/09/2011,59.73,0.008406236
13/09/2011,59.23,0.018918332
12/09/2011,58.12,-0.015535951
09/09/2011,59.03,-0.037897173
08/09/2011,61.31,-0.012641984
07/09/2011,62.09,0.059045502
06/09/2011,58.53,0.007029605
02/09/2011,58.12,-0.029999708
01/09/2011,59.89,0.001169493
31/08/2011,59.82,0.028830214
30/08/2011,58.12,0.01980951
29/08/2011,56.98,0.04394932
26/08/2011,54.53,0.029025293
25/08/2011,52.97,-0.030125
24/08/2011,54.59,0.009571212
23/08/2011,54.07,0.041731723
22/08/2011,51.86,-0.006917783
19/08/2011,52.22,-0.03481394
18/08/2011,54.07,-0.043252919
17/08/2011,56.46,0.001595321
16/08/2011,56.37,-0.025224669
15/08/2011,57.81,0.054567067
12/08/2011,54.74,0.016578018
11/08/2011,53.84,0.056153762
10/08/2011,50.9,-0.029043668
09/08/2011,52.4,0.084585453
08/08/2011,48.15,-0.114107198
05/08/2011,53.97,-0.033524728
04/08/2011,55.81,-0.078704859
03/08/2011,60.38,-0.015121919
02/08/2011,61.3,-0.042478045
01/08/2011,63.96,0.007532992
29/07/2011,63.48,-0.006907406
28/07/2011,63.92,0.043321727
27/07/2011,61.21,-0.021495777
26/07/2011,62.54,-0.000479578
25/07/2011,62.57,-0.004146736
22/07/2011,62.83,0.017986674
21/07/2011,61.71,0.019637352
20/07/2011,60.51,0.006798799
19/07/2011,60.1,0.017455965
18/07/2011,59.06,0.026768929
15/07/2011,57.5,0.049372943
14/07/2011,54.73,-0.006556206
13/07/2011,55.09,0.019984165
12/07/2011,54,0.003524723
11/07/2011,53.81,-0.012924848
08/07/2011,54.51,0.001101322
07/07/2011,54.45,0.020783825
06/07/2011,53.33,-0.002434686
05/07/2011,53.46,0.000748503
01/07/2011,53.42,0.016991158
30/06/2011,52.52,0.004197678
29/06/2011,52.3,0.02164754
28/06/2011,51.18,0.028941564
27/06/2011,49.72,0.01092023
24/06/2011,49.18,-0.01272873
23/06/2011,49.81,-0.016328519
22/06/2011,50.63,-0.004729073
21/06/2011,50.87,0.015451971
20/06/2011,50.09,-0.004382477
17/06/2011,50.31,0.000198787
16/06/2011,50.3,-0.004166259
15/06/2011,50.51,-0.020380874
14/06/2011,51.55,0.021569464
13/06/2011,50.45,-0.040782351
10/06/2011,52.55,-0.011541137
09/06/2011,53.16,0.02630226
08/06/2011,51.78,0.005228011
07/06/2011,51.51,0.003305788
06/06/2011,51.34,-0.033895059
03/06/2011,53.11,0.000188306
02/06/2011,53.1,0.019011979
01/06/2011,52.1,-0.039146888
31/05/2011,54.18,0.015625318
27/05/2011,53.34,0.005640173
26/05/2011,53.04,0.008520358
25/05/2011,52.59,0.031681228
24/05/2011,50.95,0.021224639
23/05/2011,49.88,-0.023381291
20/05/2011,51.06,0.008654657
19/05/2011,50.62,0.003562244
18/05/2011,50.44,0.006963124
17/05/2011,50.09,0.011848718
16/05/2011,49.5,-0.017820073
13/05/2011,50.39,-0.006133168
12/05/2011,50.7,0.011904903
11/05/2011,50.1,-0.03471958
10/05/2011,51.87,0
09/05/2011,51.87,0.016326893
06/05/2011,51.03,0.013613705
05/05/2011,50.34,-0.023364173
04/05/2011,51.53,-0.024536404
03/05/2011,52.81,0.00246469
02/05/2011,52.68,0.001139601
29/04/2011,52.62,0.054077779
28/04/2011,49.85,0.039485543
27/04/2011,47.92,0.013445581
26/04/2011,47.28,0.00508907
25/04/2011,47.04,-0.002547772
21/04/2011,47.16,-0.009496748
20/04/2011,47.61,0.025958904
19/04/2011,46.39,0.009094909
18/04/2011,45.97,-0.022158592
15/04/2011,47,0.003410063
14/04/2011,46.84,-0.000426894
13/04/2011,46.86,0.004920322
12/04/2011,46.63,-0.039938053
11/04/2011,48.53,-0.017970669
08/04/2011,49.41,-0.016260521
07/04/2011,50.22,-0.000597193
06/04/2011,50.25,0.00099552
05/04/2011,50.2,-0.001194505
04/04/2011,50.26,0.001792294
01/04/2011,50.17,0.005396236
31/03/2011,49.9,0.009463475
30/03/2011,49.43,0.017139779
29/03/2011,48.59,0.015764691
28/03/2011,47.83,-0.028240566
25/03/2011,49.2,0.015154908
24/03/2011,48.46,0.020009004
23/03/2011,47.5,-0.002943033
22/03/2011,47.64,-0.001887387
21/03/2011,47.73,0.018182319
18/03/2011,46.87,0.016998796
17/03/2011,46.08,0.036689198
16/03/2011,44.42,-0.00941078
15/03/2011,44.84,0.004022352
14/03/2011,44.66,0.000447928
11/03/2011,44.64,0.004490353
10/03/2011,44.44,-0.053024468
09/03/2011,46.86,-0.000213379
08/03/2011,46.87,-0.003833054
07/03/2011,47.05,-0.010570923
04/03/2011,47.55,-0.015649772
03/03/2011,48.3,0.007481332
02/03/2011,47.94,-0.002500001
01/03/2011,48.06,-0.025473851
28/02/2011,49.3,0.011834458
25/02/2011,48.72,0.019482482
24/02/2011,47.78,-0.012065884
23/02/2011,48.36,0.025339017
22/02/2011,47.15,-0.010128806
18/02/2011,47.63,0.002943652
17/02/2011,47.49,-0.00420257
16/02/2011,47.69,-0.001466737
15/02/2011,47.76,-0.012691318
14/02/2011,48.37,0.001862391
11/02/2011,48.28,-0.008250872
10/02/2011,48.68,0.039385065
09/02/2011,46.8,-0.027191052
08/02/2011,48.09,-0.006218926
07/02/2011,48.39,0.000206676
04/02/2011,48.38,-0.011099806
03/02/2011,48.92,0.007180254
02/02/2011,48.57,-0.007793313
01/02/2011,48.95,0.015647838
31/01/2011,48.19,0.034624527
28/01/2011,46.55,-0.004287252
27/01/2011,46.75,0.018784963
