Date,Close,ROP
17/11/2009,53.98,-0.000370439
16/11/2009,54,0.022851715
13/11/2009,52.78,0.011816413
12/11/2009,52.16,-0.016541874
11/11/2009,53.03,-0.001695714
10/11/2009,53.12,-0.000940822
09/11/2009,53.17,0.01554239
06/11/2009,52.35,0.004211339
05/11/2009,52.13,0.032559656
04/11/2009,50.46,-0.004153076
03/11/2009,50.67,0.008920666
02/11/2009,50.22,-0.006549592
30/10/2009,50.55,-0.017647517
29/10/2009,51.45,0.012714108
28/10/2009,50.8,0
27/10/2009,50.8,-0.024500545
26/10/2009,52.06,-0.002877148
23/10/2009,52.21,0.002877148
22/10/2009,52.06,0.01353724
21/10/2009,51.36,-0.004080449
20/10/2009,51.57,-0.016729551
19/10/2009,52.44,0.015954207
16/10/2009,51.61,-0.010600465
15/10/2009,52.16,0.00172695
14/10/2009,52.07,0.018413157
13/10/2009,51.12,0.004116442
12/10/2009,50.91,0.004922723
09/10/2009,50.66,0.014114139
08/10/2009,49.95,0.031936
07/10/2009,48.38,-0.005359732
06/10/2009,48.64,0.012204102
05/10/2009,48.05,0.011512424
02/10/2009,47.5,-0.027819938
01/10/2009,48.84,-0.04288375
30/09/2009,50.98,-0.009177063
29/09/2009,51.45,0.009177063
28/09/2009,50.98,0.006494168
25/09/2009,50.65,0.008725021
24/09/2009,50.21,-0.00990892
23/09/2009,50.71,-0.02338832
22/09/2009,51.91,0.001735275
21/09/2009,51.82,0.000772201
18/09/2009,51.78,-0.010565846
17/09/2009,52.33,-0.013665045
16/09/2009,53.05,0.015194974
15/09/2009,52.25,0.021277398
14/09/2009,51.15,0.010218206
11/09/2009,50.63,0.009725193
10/09/2009,50.14,0.029345423
09/09/2009,48.69,0.017611561
08/09/2009,47.84,0.00860717
04/09/2009,47.43,0.013799179
03/09/2009,46.78,0.001925752
02/09/2009,46.69,0.005153544
01/09/2009,46.45,-0.019823733
31/08/2009,47.38,-0.028299849
28/08/2009,48.74,0.009482652
27/08/2009,48.28,0.013974573
26/08/2009,47.61,0.012257127
25/08/2009,47.03,0.01975585
24/08/2009,46.11,-0.001949952
21/08/2009,46.2,0.015487277
20/08/2009,45.49,0.000219853
19/08/2009,45.48,0.005954368
18/08/2009,45.21,0.015829112
17/08/2009,44.5,-0.027483999
14/08/2009,45.74,-0.020985086
13/08/2009,46.71,0.000642467
12/08/2009,46.68,0.010336009
11/08/2009,46.2,-0.007547206
10/08/2009,46.55,-0.008982096
07/08/2009,46.97,0.005336762
06/08/2009,46.72,-0.014871742
05/08/2009,47.42,-0.019835706
04/08/2009,48.37,0.001448226
03/08/2009,48.3,0.009987599
31/07/2009,47.82,-0.002506267
30/07/2009,47.94,0.022572417
29/07/2009,46.87,0.003419537
28/07/2009,46.71,0.001928641
27/07/2009,46.62,-0.011728464
24/07/2009,47.17,-0.019731958
23/07/2009,48.11,0.026112244
