Date,Close,HAL
04/04/2014,59.31,-0.008227735
03/04/2014,59.8,-0.002171554
02/04/2014,59.93,0.005018411
01/04/2014,59.63,0.012487506
31/03/2014,58.89,-0.009632521
28/03/2014,59.46,0.023310286
27/03/2014,58.09,-0.004808527
26/03/2014,58.37,-0.013105455
25/03/2014,59.14,0.023264819
24/03/2014,57.78,-0.004834264
21/03/2014,58.06,0.012129762
20/03/2014,57.36,0.010163045
19/03/2014,56.78,-0.00211119
18/03/2014,56.9,0.004933061
17/03/2014,56.62,0.025580502
14/03/2014,55.19,-0.001086563
13/03/2014,55.25,-0.002530732
12/03/2014,55.39,-0.005940077
11/03/2014,55.72,-0.013370375
10/03/2014,56.47,0.004792767
07/03/2014,56.2,-0.012730016
06/03/2014,56.92,0.012907968
05/03/2014,56.19,-0.012556536
04/03/2014,56.9,0.009180855
03/03/2014,56.38,-0.010936782
28/02/2014,57,0.02325067
27/02/2014,55.69,0.009562545
26/02/2014,55.16,-0.007585371
25/02/2014,55.58,-0.014113678
24/02/2014,56.37,0.019164194
21/02/2014,55.3,-0.001445609
20/02/2014,55.38,0.015467509
19/02/2014,54.53,0.007362448
18/02/2014,54.13,0.010399351
14/02/2014,53.57,0.002055499
13/02/2014,53.46,0.006380206
12/02/2014,53.12,-0.01346318
11/02/2014,53.84,0.037276097
10/02/2014,51.87,-0.001926041
07/02/2014,51.97,0.023557986
06/02/2014,50.76,0.029793266
05/02/2014,49.27,-0.001825003
04/02/2014,49.36,0.021087894
03/02/2014,48.33,-0.013971873
31/01/2014,49.01,-0.008735454
30/01/2014,49.44,0.025400792
29/01/2014,48.2,-0.002693465
28/01/2014,48.33,-0.003305105
27/01/2014,48.49,-0.00247168
24/01/2014,48.61,-0.030391318
23/01/2014,50.11,-0.008544513
22/01/2014,50.54,0.015151805
21/01/2014,49.78,-0.017523348
17/01/2014,50.66,-0.004726279
16/01/2014,50.9,0.005121146
15/01/2014,50.64,0.004750603
14/01/2014,50.4,0.016403648
13/01/2014,49.58,-0.018781771
10/01/2014,50.52,0.018176871
09/01/2014,49.61,0.002219757
08/01/2014,49.5,-0.014042357
07/01/2014,50.2,-0.002387586
06/01/2014,50.32,0.003782981
03/01/2014,50.13,0.002396646
02/01/2014,50.01,-0.014688632
31/12/2013,50.75,0.006920443
30/12/2013,50.4,-0.013401856
27/12/2013,51.08,-0.002541794
26/12/2013,51.21,0.01040347
24/12/2013,50.68,0.007526278
23/12/2013,50.3,-0.004760025
20/12/2013,50.54,0.022409901
19/12/2013,49.42,-0.009866183
18/12/2013,49.91,0.011283618
17/12/2013,49.35,-0.015681865
16/12/2013,50.13,0.014871657
13/12/2013,49.39,-0.004041226
12/12/2013,49.59,0.012173005
11/12/2013,48.99,-0.008941332
10/12/2013,49.43,-0.009663856
09/12/2013,49.91,-0.012939366
06/12/2013,50.56,0.001583532
05/12/2013,50.48,-0.002769537
04/12/2013,50.62,-0.027281505
03/12/2013,52.02,0.000192252
02/12/2013,52.01,-0.012799869
29/11/2013,52.68,0.004947679
27/11/2013,52.42,-0.014394188
26/11/2013,53.18,0.00906693
25/11/2013,52.7,-0.033585246
22/11/2013,54.5,0.005519793
21/11/2013,54.2,0.011505044
20/11/2013,53.58,-0.003353832
19/11/2013,53.76,-0.010546864
18/11/2013,54.33,-0.034373862
15/11/2013,56.23,-0.000533381
14/11/2013,56.26,0.012880321
13/11/2013,55.54,0.019636995
12/11/2013,54.46,-0.015306421
11/11/2013,55.3,-0.000361598
08/11/2013,55.32,0.026004029
07/11/2013,53.9,-0.009233676
06/11/2013,54.4,0.023622413
05/11/2013,53.13,-0.016982773
04/11/2013,54.04,0.015102366
01/11/2013,53.23,0.003764356
31/10/2013,53.03,-0.004327789
30/10/2013,53.26,0.000187776
29/10/2013,53.25,0.023177329
28/10/2013,52.03,0.006556136
25/10/2013,51.69,0.011479842
24/10/2013,51.1,0.007069943
23/10/2013,50.74,-0.02028942
22/10/2013,51.78,0.02186733
21/10/2013,50.66,-0.035104933
18/10/2013,52.47,0.014397024
17/10/2013,51.72,-0.004822075
16/10/2013,51.97,0.015708652
15/10/2013,51.16,-0.00370696
14/10/2013,51.35,0.013330917
11/10/2013,50.67,0.013311014
10/10/2013,50,0.029222859
09/10/2013,48.56,-0.002057191
08/10/2013,48.66,-0.007371041
07/10/2013,49.02,-0.000815661
04/10/2013,49.06,0.013544225
03/10/2013,48.4,-0.014155534
02/10/2013,49.09,0.010031817
01/10/2013,48.6,0.009302393
30/09/2013,48.15,-0.004972043
27/09/2013,48.39,-0.006591167
26/09/2013,48.71,-0.003483967
25/09/2013,48.88,0.002663117
24/09/2013,48.75,0.007412017
23/09/2013,48.39,-0.01944193
20/09/2013,49.34,-0.004045313
19/09/2013,49.54,-0.00423004
18/09/2013,49.75,0.001609334
17/09/2013,49.67,-0.003015381
16/09/2013,49.82,0.002612804
13/09/2013,49.69,0.009910082
12/09/2013,49.2,-0.01992218
11/09/2013,50.19,-0.002586809
10/09/2013,50.32,0.00119308
09/09/2013,50.26,0.014429108
06/09/2013,49.54,-0.004631969
05/09/2013,49.77,0.013960773
04/09/2013,49.08,0.016020059
03/09/2013,48.3,0.00623055
30/08/2013,48,-0.011187189
29/08/2013,48.54,-0.007389196
28/08/2013,48.9,0.015871713
27/08/2013,48.13,-0.006420235
26/08/2013,48.44,-0.005558429
23/08/2013,48.71,0.018440386
22/08/2013,47.82,0.017721983
21/08/2013,46.98,-0.00784484
20/08/2013,47.35,0.014893892
19/08/2013,46.65,-0.006410278
16/08/2013,46.95,0.005767398
15/08/2013,46.68,-0.002994655
14/08/2013,46.82,0.005139198
13/08/2013,46.58,0.01209518
12/08/2013,46.02,-0.000217273
09/08/2013,46.03,-0.002386895
08/08/2013,46.14,0.013308803
07/08/2013,45.53,-0.007003749
06/08/2013,45.85,-0.004352564
05/08/2013,46.05,-0.005414198
02/08/2013,46.3,-0.002372992
01/08/2013,46.41,0.02663913
31/07/2013,45.19,-0.00088476
30/07/2013,45.23,-0.006610866
29/07/2013,45.53,-0.00983507
26/07/2013,45.98,0.036319315
25/07/2013,44.34,-0.010767264
24/07/2013,44.82,-0.016814555
23/07/2013,45.58,0.011030335
22/07/2013,45.08,-0.016500209
19/07/2013,45.83,0.024070942
18/07/2013,44.74,0.013501555
17/07/2013,44.14,0.011621414
16/07/2013,43.63,-0.010941527
15/07/2013,44.11,-0.011943804
12/07/2013,44.64,0.01035812
11/07/2013,44.18,0.001132375
10/07/2013,44.13,-0.004070562
09/07/2013,44.31,0.008840588
08/07/2013,43.92,0.004792888
05/07/2013,43.71,0.024549635
03/07/2013,42.65,-0.003277156
02/07/2013,42.79,0.007977518
01/07/2013,42.45,0.017346283
28/06/2013,41.72,-0.00287219
27/06/2013,41.84,0.008882545
26/06/2013,41.47,0.007746347
25/06/2013,41.15,0.004872117
24/06/2013,40.95,-0.020305266
21/06/2013,41.79,-0.000239263
20/06/2013,41.8,-0.029465891
19/06/2013,43.05,-0.023417048
18/06/2013,44.07,0.010263518
17/06/2013,43.62,0.015944879
14/06/2013,42.93,-0.00348797
13/06/2013,43.08,0.034718329
12/06/2013,41.61,-0.010281023
11/06/2013,42.04,-0.018383737
10/06/2013,42.82,-0.007908857
07/06/2013,43.16,0.018945719
06/06/2013,42.35,0.014029478
