Date,Close,COH
05/06/2013,57.57,-0.017221021
04/06/2013,58.57,0.000512339
03/06/2013,58.54,0.00479453
31/05/2013,58.26,-0.001886308
30/05/2013,58.37,0.002401373
29/05/2013,58.23,-0.005992656
28/05/2013,58.58,0.014096847
24/05/2013,57.76,-0.014267539
23/05/2013,58.59,-0.007820509
22/05/2013,59.05,-0.009271031
21/05/2013,59.6,0.001175187
20/05/2013,59.53,0.005052217
17/05/2013,59.23,0.014454805
16/05/2013,58.38,-0.008018468
15/05/2013,58.85,-0.004239091
14/05/2013,59.1,-0.001352723
13/05/2013,59.18,-0.005392666
10/05/2013,59.5,0.016436869
09/05/2013,58.53,-0.003581482
08/05/2013,58.74,0.007861944
07/05/2013,58.28,0.016434934
06/05/2013,57.33,-0.015920046
03/05/2013,58.25,0.001202439
02/05/2013,58.18,-0.001030751
01/05/2013,58.24,-0.010589339
30/04/2013,58.86,0.010074362
29/04/2013,58.27,0.014694706
26/04/2013,57.42,-0.001913876
25/04/2013,57.53,0.021967319
24/04/2013,56.28,0.013055716
23/04/2013,55.55,0.093529588
22/04/2013,50.59,-0.011985604
19/04/2013,51.2,-0.00350946
18/04/2013,51.38,0.010368869
17/04/2013,50.85,-0.016771064
16/04/2013,51.71,0.005235106
15/04/2013,51.44,-0.017917828
12/04/2013,52.37,0.000764088
11/04/2013,52.33,0.021634995
10/04/2013,51.21,0.025312801
09/04/2013,49.93,-0.001400981
08/04/2013,50,-0.001998003
05/04/2013,50.1,-0.004580313
04/04/2013,50.33,-0.004361625
03/04/2013,50.55,0.003170203
02/04/2013,50.39,0.007969757
01/04/2013,49.99,0
28/03/2013,49.99,0.007630559
27/03/2013,49.61,0.002219757
26/03/2013,49.5,-0.004434597
25/03/2013,49.72,-0.011001211
22/03/2013,50.27,0.009192711
21/03/2013,49.81,0.010494546
20/03/2013,49.29,0.016776171
19/03/2013,48.47,-0.016370327
18/03/2013,49.27,-0.022874192
15/03/2013,50.41,0.008366583
14/03/2013,49.99,0.006421856
13/03/2013,49.67,0.017465919
12/03/2013,48.81,-0.01403746
11/03/2013,49.5,0.011581964
08/03/2013,48.93,0.008002505
07/03/2013,48.54,-0.028233824
06/03/2013,49.93,-0.003398984
05/03/2013,50.1,0.016502689
04/03/2013,49.28,0.021744446
01/03/2013,48.22,-0.002278613
28/02/2013,48.33,0.010608524
27/02/2013,47.82,0.027991649
26/02/2013,46.5,-0.005789659
25/02/2013,46.77,-0.000427533
22/02/2013,46.79,-0.017583336
21/02/2013,47.62,-0.010652842
20/02/2013,48.13,-0.018322695
19/02/2013,49.02,0.012728564
15/02/2013,48.4,0.004140793
14/02/2013,48.2,-0.011756349
13/02/2013,48.77,-0.004908989
12/02/2013,49.01,0.001633654
11/02/2013,48.93,0
08/02/2013,48.93,0.006561434
07/02/2013,48.61,-0.010029764
06/02/2013,49.1,0.005923825
05/02/2013,48.81,0.002872386
04/02/2013,48.67,-0.024356796
01/02/2013,49.87,-0.022406013
31/01/2013,51,-0.010726578
30/01/2013,51.55,-0.012913353
29/01/2013,52.22,0.013495481
28/01/2013,51.52,0.006035256
25/01/2013,51.21,0.006071902
24/01/2013,50.9,0.002951306
23/01/2013,50.75,-0.178702537
22/01/2013,60.68,-0.01828921
18/01/2013,61.8,0.003728626
17/01/2013,61.57,0.009300875
16/01/2013,61,-0.006698824
15/01/2013,61.41,0.006534903
14/01/2013,61.01,0.035366488
11/01/2013,58.89,0.024060277
10/01/2013,57.49,-0.008142098
09/01/2013,57.96,0.010929071
08/01/2013,57.33,0.030101423
07/01/2013,55.63,0.002159439
04/01/2013,55.51,0.010139504
03/01/2013,54.95,-0.003270352
02/01/2013,55.13,-0.006869152
31/12/2012,55.51,0.022038958
28/12/2012,54.3,-0.010260259
27/12/2012,54.86,0.013395925
26/12/2012,54.13,-0.060744153
24/12/2012,57.52,-0.000868885
21/12/2012,57.57,-0.014656698
20/12/2012,58.42,-0.012587341
19/12/2012,59.16,0.004065046
18/12/2012,58.92,0.017635934
17/12/2012,57.89,0.014616582
14/12/2012,57.05,0.007212627
13/12/2012,56.64,0.003714517
12/12/2012,56.43,0
11/12/2012,56.43,0.00195122
10/12/2012,56.32,-0.023167059
07/12/2012,57.64,-0.003982344
06/12/2012,57.87,0.009026272
05/12/2012,57.35,-0.00295987
04/12/2012,57.52,-0.011752641
03/12/2012,58.2,0.006204777
30/11/2012,57.84,-0.025940021
29/11/2012,59.36,-0.013220844
28/11/2012,60.15,0.042798177
27/11/2012,57.63,-0.00415585
26/11/2012,57.87,-0.030462664
23/11/2012,59.66,0.023402798
21/11/2012,58.28,0.014692166
20/11/2012,57.43,0.014734524
19/11/2012,56.59,0.036897914
16/11/2012,54.54,0.032233811
15/11/2012,52.81,-0.005852938
14/11/2012,53.12,-0.019019779
13/11/2012,54.14,-0.010838721
12/11/2012,54.73,0.016023918
09/11/2012,53.86,-0.000927902
08/11/2012,53.91,-0.0548577
07/11/2012,56.95,-0.01394966
06/11/2012,57.75,0.002600782
05/11/2012,57.6,0.010997754
02/11/2012,56.97,-0.003854244
01/11/2012,57.19,0.020134908
31/10/2012,56.05,0.002858676
26/10/2012,55.89,-0.016326893
25/10/2012,56.81,-0.011028558
24/10/2012,57.44,-0.012284954
23/10/2012,58.15,0.070898629
22/10/2012,54.17,-0.033224441
19/10/2012,56,-0.024169828
18/10/2012,57.37,0.016520587
17/10/2012,56.43,0.003906255
16/10/2012,56.21,0.012531492
15/10/2012,55.51,0.032963981
12/10/2012,53.71,-0.013316269
11/10/2012,54.43,0.026623559
10/10/2012,53,-0.036677569
09/10/2012,54.98,-0.019274667
08/10/2012,56.05,-0.005692953
05/10/2012,56.37,-0.000532056
04/10/2012,56.4,0.002485355
03/10/2012,56.26,0.003382893
02/10/2012,56.07,0.025285797
01/10/2012,54.67,-0.024393657
28/09/2012,56.02,0.031000398
27/09/2012,54.31,0.002211982
26/09/2012,54.19,0.001662204
25/09/2012,54.1,-0.02842757
24/09/2012,55.66,-0.017100524
21/09/2012,56.62,-0.041344641
20/09/2012,59.01,-0.016470961
19/09/2012,59.99,-0.006645647
18/09/2012,60.39,-0.027600348
17/09/2012,62.08,0.000322217
14/09/2012,62.06,0.010366144
13/09/2012,61.42,0.00850234
12/09/2012,60.9,-0.009478744
11/09/2012,61.48,-0.018053359
10/09/2012,62.6,0.014481347
07/09/2012,61.7,0.028773049
06/09/2012,59.95,0.048181509
05/09/2012,57.13,-0.0059337
04/09/2012,57.47,-0.011418809
31/08/2012,58.13,0.013509038
30/08/2012,57.35,0.019366802
29/08/2012,56.25,-0.003372086
28/08/2012,56.44,0.009256029
27/08/2012,55.92,0.000536625
24/08/2012,55.89,0.010431749
23/08/2012,55.31,-0.004329792
22/08/2012,55.55,0.013046027
21/08/2012,54.83,-0.02307656
20/08/2012,56.11,-0.024123011
17/08/2012,57.48,0.011372706
16/08/2012,56.83,0.020982278
15/08/2012,55.65,0.024005517
14/08/2012,54.33,-0.029203127
13/08/2012,55.94,0.020042198
10/08/2012,54.83,-0.00418601
09/08/2012,55.06,-0.023690986
08/08/2012,56.38,0.008729012
07/08/2012,55.89,0.018965619
06/08/2012,54.84,0.040563701
03/08/2012,52.66,0.046049904
02/08/2012,50.29,0.009189038
01/08/2012,49.83,0.010084797
31/07/2012,49.33,-0.20543239
30/07/2012,60.58,-0.024781183
27/07/2012,62.1,0.039079016
26/07/2012,59.72,0.040494129
25/07/2012,57.35,0.00577076
24/07/2012,57.02,-0.017040927
23/07/2012,58,-0.014378885
20/07/2012,58.84,-0.036379784
19/07/2012,61.02,0.050931097
18/07/2012,57.99,0.02726965
17/07/2012,56.43,0.001773679
16/07/2012,56.33,-0.014976934
13/07/2012,57.18,0.033431278
12/07/2012,55.3,-0.00971755
11/07/2012,55.84,-0.019156315
10/07/2012,56.92,-0.013437075
09/07/2012,57.69,0.002255966
06/07/2012,57.56,-0.03633662
05/07/2012,59.69,0.022705143
03/07/2012,58.35,-0.003763261
02/07/2012,58.57,0.001537805
29/06/2012,58.48,0.04119256
28/06/2012,56.12,-0.026897991
27/06/2012,57.65,0.000173476
26/06/2012,57.64,-0.001733403
25/06/2012,57.74,-0.034888249
22/06/2012,59.79,-0.001003009
21/06/2012,59.85,-0.030442499
20/06/2012,61.7,-0.001943006
19/06/2012,61.82,0.017953804
18/06/2012,60.72,-0.008037442
15/06/2012,61.21,0.02113336
14/06/2012,59.93,-0.003664228
13/06/2012,60.15,-0.02997031
12/06/2012,61.98,0.002584816
11/06/2012,61.82,-0.034656147
08/06/2012,64,0.030620303
07/06/2012,62.07,-0.012329033
06/06/2012,62.84,-0.017509715
05/06/2012,63.95,-0.001718616
04/06/2012,64.06,0.014624052
01/06/2012,63.13,-0.06619049
31/05/2012,67.45,-0.016905952
30/05/2012,68.6,-0.021772902
29/05/2012,70.11,0.017264132
25/05/2012,68.91,-0.005210607
24/05/2012,69.27,0.003181032
23/05/2012,69.05,0.008727328
22/05/2012,68.45,0.008214803
21/05/2012,67.89,0.029902063
18/05/2012,65.89,0.009607394
17/05/2012,65.26,-0.034044559
16/05/2012,67.52,0.011619377
15/05/2012,66.74,-0.00612445
14/05/2012,67.15,-0.017127246
11/05/2012,68.31,-0.00569303
10/05/2012,68.7,-0.01272797
09/05/2012,69.58,-0.017381831
08/05/2012,70.8,-0.017640105
07/05/2012,72.06,-0.006501164
04/05/2012,72.53,-0.023437508
03/05/2012,74.25,-0.011382781
02/05/2012,75.1,0.020583225
01/05/2012,73.57,0.00558851
30/04/2012,73.16,-0.010199313
27/04/2012,73.91,0.008696889
26/04/2012,73.27,0.016097204
25/04/2012,72.1,0.003195113
24/04/2012,71.87,-0.044227903
23/04/2012,75.12,-0.007294946
20/04/2012,75.67,0.011162907
19/04/2012,74.83,-0.006659588
18/04/2012,75.33,0.002791627
17/04/2012,75.12,0.017186245
16/04/2012,73.84,-0.005402498
13/04/2012,74.24,-0.008183022
12/04/2012,74.85,0.016161968
11/04/2012,73.65,0.010235504
10/04/2012,72.9,-0.031727265
09/04/2012,75.25,-0.003846414
05/04/2012,75.54,0.010914523
04/04/2012,74.72,-0.010119927
03/04/2012,75.48,-0.03872122
02/04/2012,78.46,0.015153751
30/03/2012,77.28,0.000258833
29/03/2012,77.26,-0.001034929
28/03/2012,77.34,-0.017812991
27/03/2012,78.73,-0.00380325
26/03/2012,79.03,0.024853957
23/03/2012,77.09,-0.016467631
22/03/2012,78.37,-0.005091013
21/03/2012,78.77,0.006751188
20/03/2012,78.24,0.011311175
19/03/2012,77.36,-0.006185587
16/03/2012,77.84,-0.004486324
15/03/2012,78.19,-0.007390452
14/03/2012,78.77,0.00114322
13/03/2012,78.68,0.018212636
12/03/2012,77.26,-0.000646956
09/03/2012,77.31,0.00674889
08/03/2012,76.79,0.045286737
07/03/2012,73.39,0.003685759
06/03/2012,73.12,-0.040865757
05/03/2012,76.17,-0.004192329
02/03/2012,76.49,-0.003263071
01/03/2012,76.74,0.025070583
29/02/2012,74.84,-0.005463402
28/02/2012,75.25,-0.010575115
27/02/2012,76.05,0.010176523
24/02/2012,75.28,0.017419709
23/02/2012,73.98,-0.004181567
22/02/2012,74.29,-0.000134599
21/02/2012,74.3,-0.009777082
17/02/2012,75.03,0.006820488
16/02/2012,74.52,-0.008019289
15/02/2012,75.12,-0.009275275
14/02/2012,75.82,0.011007339
13/02/2012,74.99,0.006018877
10/02/2012,74.54,0.006730406
09/02/2012,74.04,0.011273464
08/02/2012,73.21,0.011402006
07/02/2012,72.38,-0.002621595
06/02/2012,72.57,-0.000275558
03/02/2012,72.59,0.025533302
02/02/2012,70.76,0.002263725
01/02/2012,70.6,0.007820872
31/01/2012,70.05,0.022229553
30/01/2012,68.51,0.000584027
27/01/2012,68.47,-0.006115336
26/01/2012,68.89,-0.005933877
25/01/2012,69.3,0.019378475
24/01/2012,67.97,0.056440362
23/01/2012,64.24,-0.009296627
20/01/2012,64.84,-0.002464573
19/01/2012,65,0.006947153
18/01/2012,64.55,0.029557253
17/01/2012,62.67,0.010425951
13/01/2012,62.02,0.010861743
12/01/2012,61.35,0.005721307
11/01/2012,61,-0.021408537
10/01/2012,62.32,-0.00862763
09/01/2012,62.86,0.00350598
06/01/2012,62.64,0.012530284
05/01/2012,61.86,0.004374248
04/01/2012,61.59,0.025488513
03/01/2012,60.04,-0.01651838
30/12/2011,61.04,-0.008157983
29/12/2011,61.54,0.011111225
28/12/2011,60.86,-0.014355875
27/12/2011,61.74,0.008948242
23/12/2011,61.19,0.023981965
22/12/2011,59.74,-0.002173732
21/12/2011,59.87,0.020758487
20/12/2011,58.64,0.029770284
19/12/2011,56.92,-0.011702168
16/12/2011,57.59,-0.020962967
15/12/2011,58.81,-0.011832457
14/12/2011,59.51,-0.009199697
13/12/2011,60.06,-0.024180798
12/12/2011,61.53,-0.014841376
09/12/2011,62.45,0.022673036
08/12/2011,61.05,-0.025870481
07/12/2011,62.65,-0.006998597
06/12/2011,63.09,-0.006005075
05/12/2011,63.47,0.020212354
02/12/2011,62.2,-0.007846946
01/12/2011,62.69,0.001596424
30/11/2011,62.59,0.038933169
29/11/2011,60.2,-0.031556612
28/11/2011,62.13,0.064484872
25/11/2011,58.25,-0.007695634
23/11/2011,58.7,-0.019902833
22/11/2011,59.88,0.001504137
21/11/2011,59.79,-0.016751366
18/11/2011,60.8,-0.010959462
17/11/2011,61.47,-0.020928001
16/11/2011,62.77,-0.025481089
15/11/2011,64.39,-0.003101258
14/11/2011,64.59,0.002635456
11/11/2011,64.42,0.028818623
10/11/2011,62.59,0.000479425
09/11/2011,62.56,-0.045313173
08/11/2011,65.46,0.01834631
07/11/2011,64.27,-0.012370654
04/11/2011,65.07,-0.008721653
03/11/2011,65.64,0.021247913
02/11/2011,64.26,0.021550185
01/11/2011,62.89,-0.034076445
31/10/2011,65.07,-0.019630852
28/10/2011,66.36,0.023943195
27/10/2011,64.79,0.037906559
26/10/2011,62.38,0.013232402
25/10/2011,61.56,-0.017710977
24/10/2011,62.66,0.034418982
21/10/2011,60.54,0.025427934
20/10/2011,59.02,-0.003045172
19/10/2011,59.2,-0.028147416
18/10/2011,60.89,0.006425593
17/10/2011,60.5,-0.025780511
14/10/2011,62.08,0.024128983
13/10/2011,60.6,-0.007889587
12/10/2011,61.08,0.029743823
11/10/2011,59.29,-0.011737224
10/10/2011,59.99,0.060468358
07/10/2011,56.47,-0.005474627
06/10/2011,56.78,0.064186346
05/10/2011,53.25,0.009813251
04/10/2011,52.73,0.041628312
03/10/2011,50.58,-0.024412891
30/09/2011,51.83,-0.041014914
29/09/2011,54,-0.062800901
28/09/2011,57.5,-0.023546675
27/09/2011,58.87,0.023546675
26/09/2011,57.5,0.012776931
23/09/2011,56.77,0.040623846
22/09/2011,54.51,-0.040447681
21/09/2011,56.76,-0.044620269
20/09/2011,59.35,-0.011725427
19/09/2011,60.05,0.009369317
16/09/2011,59.49,0.000336247
15/09/2011,59.47,0.040667867
14/09/2011,57.1,0.00509175
13/09/2011,56.81,0.034381184
12/09/2011,54.89,0.023036124
09/09/2011,53.64,-0.020299645
08/09/2011,54.74,-0.014508778
07/09/2011,55.54,0.044361741
06/09/2011,53.13,-0.001504608
02/09/2011,53.21,-0.039972169
01/09/2011,55.38,-0.015054048
31/08/2011,56.22,0.009112901
30/08/2011,55.71,-0.002867899
29/08/2011,55.87,0.020067563
26/08/2011,54.76,0.06254392
25/08/2011,51.44,-0.02230004
24/08/2011,52.6,0.025610334
23/08/2011,51.27,0.082711893
22/08/2011,47.2,0.02662244
19/08/2011,45.96,-0.014472658
18/08/2011,46.63,-0.089581522
17/08/2011,51,-0.025361925
16/08/2011,52.31,-0.046137606
15/08/2011,54.78,0.007328725
12/08/2011,54.38,0.028160369
11/08/2011,52.87,0.004549771
10/08/2011,52.63,-0.008702287
09/08/2011,53.09,0.05597356
08/08/2011,50.2,-0.12633424
05/08/2011,56.96,-0.019644265
04/08/2011,58.09,-0.063849697
03/08/2011,61.92,0.014477683
02/08/2011,61.03,-0.067473339
01/08/2011,65.29,0.011243861
29/07/2011,64.56,0.002481391
28/07/2011,64.4,0.005449605
27/07/2011,64.05,-0.030445156
26/07/2011,66.03,-0.004382327
25/07/2011,66.32,-0.00721157
22/07/2011,66.8,-0.007011291
21/07/2011,67.27,0.014524475
20/07/2011,66.3,-0.016455121
19/07/2011,67.4,0.027984375
18/07/2011,65.54,0.000915891
15/07/2011,65.48,0.002293404
14/07/2011,65.33,-0.008990537
13/07/2011,65.92,-0.000454994
12/07/2011,65.95,-0.00393463
11/07/2011,66.21,-0.009170928
08/07/2011,66.82,-0.000897532
07/07/2011,66.88,-0.011003829
06/07/2011,67.62,0.012799698
05/07/2011,66.76,0.011600883
01/07/2011,65.99,0.031714481
30/06/2011,63.93,0.029203789
29/06/2011,62.09,0.023795125
28/06/2011,60.63,0.023868278
27/06/2011,59.2,0.009163478
24/06/2011,58.66,-0.037310894
23/06/2011,60.89,0.004939095
22/06/2011,60.59,-0.014093973
21/06/2011,61.45,0.017565912
20/06/2011,60.38,0.017879998
17/06/2011,59.31,0.011531415
16/06/2011,58.63,0.004273146
15/06/2011,58.38,-0.023195825
14/06/2011,59.75,0.01670784
13/06/2011,58.76,-0.006107925
10/06/2011,59.12,-0.014608605
09/06/2011,59.99,0.02378454
08/06/2011,58.58,-0.021448091
07/06/2011,59.85,-0.007158942
06/06/2011,60.28,-0.012037411
03/06/2011,61.01,-0.012703754
02/06/2011,61.79,-0.009503172
01/06/2011,62.38,-0.020311711
31/05/2011,63.66,-0.003919422
27/05/2011,63.91,0.003605302
26/05/2011,63.68,0.0489158
25/05/2011,60.64,0.011277068
24/05/2011,59.96,0.015123797
23/05/2011,59.06,-0.007086245
20/05/2011,59.48,-0.019479514
19/05/2011,60.65,0.013946764
18/05/2011,59.81,0.017031016
17/05/2011,58.8,-0.004581326
16/05/2011,59.07,-0.0154547
13/05/2011,59.99,-0.020296052
12/05/2011,61.22,0.023802777
11/05/2011,59.78,-0.014613345
10/05/2011,60.66,0.011440065
09/05/2011,59.97,0.005015056
06/05/2011,59.67,0.009429267
05/05/2011,59.11,0.008153604
04/05/2011,58.63,-0.009168146
03/05/2011,59.17,0.000507142
02/05/2011,59.14,-0.011265357
29/04/2011,59.81,-0.008822363
28/04/2011,60.34,0.037313352
27/04/2011,58.13,0.015254239
26/04/2011,57.25,0.00297385
25/04/2011,57.08,-0.009936454
21/04/2011,57.65,0.006787947
20/04/2011,57.26,0.038815626
19/04/2011,55.08,0.009119159
18/04/2011,54.58,0.002201028
15/04/2011,54.46,0.000734754
14/04/2011,54.42,0.008303397
13/04/2011,53.97,0.035647339
12/04/2011,52.08,0.022328857
11/04/2011,50.93,0.003343498
08/04/2011,50.76,-0.010971897
07/04/2011,51.32,-0.021589119
06/04/2011,52.44,-0.012318928
05/04/2011,53.09,0.003018301
04/04/2011,52.93,0.00435483
01/04/2011,52.7,0.012602802
31/03/2011,52.04,-0.00670308
30/03/2011,52.39,0.014225538
29/03/2011,51.65,0.008360115
28/03/2011,51.22,-0.015498179
25/03/2011,52.02,0.008106588
24/03/2011,51.6,0.005441133
23/03/2011,51.32,0.004491756
22/03/2011,51.09,-0.007021679
21/03/2011,51.45,0.03199325
18/03/2011,49.83,-0.020066234
17/03/2011,50.84,0.003349427
16/03/2011,50.67,-0.026294241
15/03/2011,52.02,-0.020736974
14/03/2011,53.11,-0.054414008
11/03/2011,56.08,-0.000891186
10/03/2011,56.13,0.001426279
09/03/2011,56.05,0.005008059
08/03/2011,55.77,0.020835974
07/03/2011,54.62,-0.005659531
04/03/2011,54.93,-0.009422066
03/03/2011,55.45,0.01911756
02/03/2011,54.4,0.009048164
01/03/2011,53.91,-0.018561591
28/02/2011,54.92,0.007126572
25/02/2011,54.53,0.007547206
24/02/2011,54.12,-0.001108033
23/02/2011,54.18,-0.03944785
22/02/2011,56.36,-0.033499294
18/02/2011,58.28,0.028366994
17/02/2011,56.65,-0.011932059
16/02/2011,57.33,-0.000697472
15/02/2011,57.37,-0.010404117
14/02/2011,57.97,0.001899336
11/02/2011,57.86,0.004330136
10/02/2011,57.61,0.00347766
09/02/2011,57.41,0.003489796
08/02/2011,57.21,0.023343235
07/02/2011,55.89,0.023534757
04/02/2011,54.59,0.007169807
03/02/2011,54.2,0.006292821
02/02/2011,53.86,-0.002595959
01/02/2011,54,-0.001665279
31/01/2011,54.09,0.023759419
28/01/2011,52.82,-0.02209414
27/01/2011,54,-0.000740467
