Date,Close,BEN
30/10/2013,54.24,-0.008079368
29/10/2013,54.68,0.004950051
28/10/2013,54.41,-0.001652741
25/10/2013,54.5,0.00036704
24/10/2013,54.48,0.003493614
23/10/2013,54.29,0.002397419
22/10/2013,54.16,0.005740225
21/10/2013,53.85,0
18/10/2013,53.85,0.006333851
17/10/2013,53.51,0.024594505
16/10/2013,52.21,0.021293875
15/10/2013,51.11,-0.006630289
14/10/2013,51.45,0.003504676
11/10/2013,51.27,0.002343293
10/10/2013,51.15,0.022139667
09/10/2013,50.03,0.010246197
08/10/2013,49.52,-0.02591335
07/10/2013,50.82,-0.016587364
04/10/2013,51.67,0.013836331
03/10/2013,50.96,0.000785238
02/10/2013,50.92,0.001375651
01/10/2013,50.85,0.005917177
30/09/2013,50.55,-0.005327032
27/09/2013,50.82,-0.002751033
26/09/2013,50.96,0.0102565
25/09/2013,50.44,-0.0051414
24/09/2013,50.7,-0.002167275
23/09/2013,50.81,-0.017171154
20/09/2013,51.69,-0.013642252
19/09/2013,52.4,-0.005139442
18/09/2013,52.67,0.041280932
17/09/2013,50.54,0.006949298
16/09/2013,50.19,0.033221609
13/09/2013,48.55,0.007235174
12/09/2013,48.2,-0.00207254
11/09/2013,48.3,0.011243092
10/09/2013,47.76,0.013915468
09/09/2013,47.1,-0.000212292
06/09/2013,47.11,0.02080504
05/09/2013,46.14,-0.017189938
04/09/2013,46.94,0.006840557
03/09/2013,46.62,0.009916011
30/08/2013,46.16,-0.000433182
29/08/2013,46.18,0.020344134
28/08/2013,45.25,0.001105583
27/08/2013,45.2,-0.037133786
26/08/2013,46.91,-0.001278228
23/08/2013,46.97,-0.016469967
22/08/2013,47.75,0.027602602
21/08/2013,46.45,-0.008361073
20/08/2013,46.84,0.011595578
19/08/2013,46.3,-0.008173846
16/08/2013,46.68,-0.013194488
15/08/2013,47.3,-0.028347042
14/08/2013,48.66,-0.009001697
13/08/2013,49.1,0.013120319
12/08/2013,48.46,-0.017388185
09/08/2013,49.31,-0.003845769
08/08/2013,49.5,0.002022245
07/08/2013,49.4,-0.000202409
06/08/2013,49.41,-0.013468894
05/08/2013,50.08,0.003801145
02/08/2013,49.89,-0.002402404
01/08/2013,50.01,0.022854671
31/07/2013,48.88,0.003073458
30/07/2013,48.73,0.013428567
29/07/2013,48.08,-0.011991047
26/07/2013,48.66,-1.08460868
25/07/2013,143.95,-0.016193291
24/07/2013,146.3,-0.008846604
23/07/2013,147.6,-0.008164412
22/07/2013,148.81,0.020228765
19/07/2013,145.83,-0.002055077
18/07/2013,146.13,-0.001299368
17/07/2013,146.32,0.009752155
16/07/2013,144.9,0.003387373
15/07/2013,144.41,0.00639113
12/07/2013,143.49,0.025123049
11/07/2013,139.93,0.021307368
10/07/2013,136.98,-0.017942892
09/07/2013,139.46,0.016046604
08/07/2013,137.24,0.002115322
05/07/2013,136.95,-0.007347892
03/07/2013,137.96,-0.002027517
02/07/2013,138.24,-0.00231214
01/07/2013,138.56,0.018501511
28/06/2013,136.02,-0.021168275
27/06/2013,138.93,0.011146612
26/06/2013,137.39,0.000946659
25/06/2013,137.26,0.024186402
24/06/2013,133.98,-0.022436365
21/06/2013,137.02,-0.002987796
20/06/2013,137.43,-0.056855183
19/06/2013,145.47,-0.036780015
18/06/2013,150.92,0.024482258
17/06/2013,147.27,0.000951087
14/06/2013,147.13,0.000203922
13/06/2013,147.1,0.026172293
12/06/2013,143.3,-0.026240271
11/06/2013,147.11,-0.022117805
10/06/2013,150.4,-0.000398857
07/06/2013,150.46,0.006333988
06/06/2013,149.51,0.006845664
05/06/2013,148.49,-0.038186698
04/06/2013,154.27,-0.007812792
03/06/2013,155.48,0.004318547
31/05/2013,154.81,-0.04069538
30/05/2013,161.24,-0.004455453
29/05/2013,161.96,-0.017443904
28/05/2013,164.81,0.01141126
24/05/2013,162.94,0.005538817
23/05/2013,162.04,-0.009886783
22/05/2013,163.65,-0.009608442
21/05/2013,165.23,-0.015732281
20/05/2013,167.85,-0.002796206
17/05/2013,168.32,0.014180391
16/05/2013,165.95,-0.003849166
15/05/2013,166.59,-0.00491019
14/05/2013,167.41,0.026143698
13/05/2013,163.09,0.011594333
10/05/2013,161.21,0.01173034
09/05/2013,159.33,-0.006817853
08/05/2013,160.42,0.010212801
07/05/2013,158.79,0.006507684
06/05/2013,157.76,0.008594126
03/05/2013,156.41,0.021977486
02/05/2013,153.01,-0.003978742
01/05/2013,153.62,-0.006747139
30/04/2013,154.66,-0.001421464
29/04/2013,154.88,0.008233701
26/04/2013,153.61,-0.00324971
25/04/2013,154.11,0.010764367
24/04/2013,152.46,0.00440428
23/04/2013,151.79,0.023732865
22/04/2013,148.23,0.009489667
19/04/2013,146.83,0.014405517
18/04/2013,144.73,-0.02112538
17/04/2013,147.82,-0.033200002
16/04/2013,152.81,0.017161005
15/04/2013,150.21,-0.033131222
12/04/2013,155.27,-0.004754571
11/04/2013,156.01,0.005269935
10/04/2013,155.19,0.022481643
09/04/2013,151.74,0.015072826
08/04/2013,149.47,0.009410569
05/04/2013,148.07,-0.007803605
04/04/2013,149.23,0.021950614
03/04/2013,145.99,-0.031155588
02/04/2013,150.61,0.006127225
01/04/2013,149.69,-0.007454277
28/03/2013,150.81,0.008256256
27/03/2013,149.57,-0.0076593
26/03/2013,150.72,0.015040893
25/03/2013,148.47,-0.001144357
22/03/2013,148.64,0.010142761
21/03/2013,147.14,-0.013366836
20/03/2013,149.12,0.008350217
19/03/2013,147.88,-0.0020941
18/03/2013,148.19,-0.011473171
15/03/2013,149.9,-0.001266709
14/03/2013,150.09,0.008363211
13/03/2013,148.84,0.004646629
12/03/2013,148.15,0.001283307
11/03/2013,147.96,0.007598408
08/03/2013,146.84,0.004368011
07/03/2013,146.2,0
06/03/2013,146.2,0.007759163
05/03/2013,145.07,0.019068079
04/03/2013,142.33,0.010594816
01/03/2013,140.83,-0.002977881
28/02/2013,141.25,-0.004027278
27/02/2013,141.82,0.016494047
26/02/2013,139.5,-0.003292066
25/02/2013,139.96,-0.023164878
22/02/2013,143.24,0.016897051
21/02/2013,140.84,-0.01577942
20/02/2013,143.08,-0.020750502
19/02/2013,146.08,0.010459771
15/02/2013,144.56,0.000899685
14/02/2013,144.43,0.013102146
13/02/2013,142.55,0.002106742
12/02/2013,142.25,0.014801446
11/02/2013,140.16,-0.000285347
08/02/2013,140.2,0.004073908
07/02/2013,139.63,-0.006638377
06/02/2013,140.56,0.003063881
05/02/2013,140.13,0.009896811
04/02/2013,138.75,-0.007324462
01/02/2013,139.77,0.020893585
31/01/2013,136.88,-0.003209339
30/01/2013,137.32,-0.00428733
29/01/2013,137.91,0.013872886
28/01/2013,136.01,0.011312923
25/01/2013,134.48,0.011893771
24/01/2013,132.89,0.001129391
23/01/2013,132.74,-0.00488484
22/01/2013,133.39,0
18/01/2013,133.39,-0.018494975
17/01/2013,135.88,0.002284031
16/01/2013,135.57,-0.000221263
15/01/2013,135.6,0.000147504
14/01/2013,135.58,-0.000589884
11/01/2013,135.66,0.012237331
10/01/2013,134.01,0.019896655
09/01/2013,131.37,-0.006146861
08/01/2013,132.18,0.012561545
07/01/2013,130.53,-0.007175603
04/01/2013,131.47,0.012860929
03/01/2013,129.79,-0.001385895
02/01/2013,129.97,0.033405539
31/12/2012,125.7,0.008308084
28/12/2012,124.66,-0.013069998
27/12/2012,126.3,-0.002609419
26/12/2012,126.63,-0.013958821
24/12/2012,128.41,0.000623199
21/12/2012,128.33,-0.008380588
20/12/2012,129.41,0.004647208
19/12/2012,128.81,0.002643036
18/12/2012,128.47,-0.002720667
17/12/2012,128.82,0.014307738
14/12/2012,126.99,0.001339585
13/12/2012,126.82,0.001578283
12/12/2012,126.62,-0.006062772
11/12/2012,127.39,-0.000156986
10/12/2012,127.41,-0.002116901
07/12/2012,127.68,0.002902077
06/12/2012,127.31,-0.002196941
05/12/2012,127.59,-0.008817505
04/12/2012,128.72,-0.025692582
03/12/2012,132.07,0.000378659
30/11/2012,132.02,-0.00453447
29/11/2012,132.62,0.008252933
28/11/2012,131.53,-0.000911923
27/11/2012,131.65,-0.003033753
26/11/2012,132.05,-0.008520958
23/11/2012,133.18,0.011858593
21/11/2012,131.61,0.006938383
20/11/2012,130.7,0.000918555
19/11/2012,130.58,0.019018741
16/11/2012,128.12,0.003205256
15/11/2012,127.71,0.002037938
14/11/2012,127.45,-0.018732816
13/11/2012,129.86,0.002853289
12/11/2012,129.49,0.004566748
09/11/2012,128.9,0.006225701
08/11/2012,128.1,-0.009169386
07/11/2012,129.28,-0.022108378
06/11/2012,132.17,0.008510043
05/11/2012,131.05,-0.006844133
02/11/2012,131.95,-0.004461424
01/11/2012,132.54,0.036417945
31/10/2012,127.8,-0.001563722
26/10/2012,128,0.013132733
25/10/2012,126.33,-0.016330739
24/10/2012,128.41,0.002182896
23/10/2012,128.13,-0.022991292
22/10/2012,131.11,0.00443358
19/10/2012,130.53,-0.020173595
18/10/2012,133.19,-0.001125577
17/10/2012,133.34,0.015036741
16/10/2012,131.35,0.019682345
15/10/2012,128.79,0.011636665
12/10/2012,127.3,-0.007668869
11/10/2012,128.28,0.007511772
10/10/2012,127.32,-0.009847676
09/10/2012,128.58,-0.00426837
08/10/2012,129.13,-0.001470304
05/10/2012,129.32,0.000386713
04/10/2012,129.27,0.022372648
03/10/2012,126.41,0.003089968
02/10/2012,126.02,0.001349903
01/10/2012,125.85,0.006217141
28/09/2012,125.07,0.001840663
27/09/2012,124.84,0.012574726
26/09/2012,123.28,-0.008802803
25/09/2012,124.37,-0.007928604
24/09/2012,125.36,0.001916321
21/09/2012,125.12,-0.001836548
20/09/2012,125.35,-0.006758126
19/09/2012,126.2,0.006917691
18/09/2012,125.33,-0.00929205
17/09/2012,126.5,-0.011787956
14/09/2012,128,0.012737023
13/09/2012,126.38,0.021595657
12/09/2012,123.68,0.014660631
11/09/2012,121.88,0.004358022
10/09/2012,121.35,-8.24029E-05
07/09/2012,121.36,0.006530838
06/09/2012,120.57,0.029800185
05/09/2012,117.03,-0.004773686
04/09/2012,117.59,0.00161709
31/08/2012,117.4,0.004524701
30/08/2012,116.87,-0.010130764
29/08/2012,118.06,-0.000846668
28/08/2012,118.16,0.00152452
27/08/2012,117.98,-0.009448358
24/08/2012,119.1,0.008855213
23/08/2012,118.05,-0.003044915
22/08/2012,118.41,0.004655699
21/08/2012,117.86,-0.0072703
20/08/2012,118.72,-0.01014046
17/08/2012,119.93,0.001335002
16/08/2012,119.77,0.014973362
15/08/2012,117.99,0.013481433
14/08/2012,116.41,0.005944962
13/08/2012,115.72,-0.004397507
10/08/2012,116.23,0.000430274
09/08/2012,116.18,-0.002836394
08/08/2012,116.51,-0.005307323
07/08/2012,117.13,0.026822857
06/08/2012,114.03,0.004658735
03/08/2012,113.5,0.022452832
02/08/2012,110.98,-0.019010792
01/08/2012,113.11,-0.016136455
31/07/2012,114.95,-0.003820444
30/07/2012,115.39,0.02794558
27/07/2012,112.21,0.035282307
26/07/2012,108.32,0.01422552
25/07/2012,106.79,-0.005416524
24/07/2012,107.37,-0.013138605
23/07/2012,108.79,-0.014237714
20/07/2012,110.35,-0.027264259
19/07/2012,113.4,0.000793966
18/07/2012,113.31,0.001147954
17/07/2012,113.18,0.006470793
16/07/2012,112.45,-0.012636584
13/07/2012,113.88,0.043980883
12/07/2012,108.98,-0.00558175
11/07/2012,109.59,-0.000547345
10/07/2012,109.65,-0.008988212
09/07/2012,110.64,-0.008011926
06/07/2012,111.53,-0.013713483
05/07/2012,113.07,-0.007489352
03/07/2012,113.92,0.017801471
02/07/2012,111.91,0.00825487
29/06/2012,110.99,0.047228181
28/06/2012,105.87,0.005018712
27/06/2012,105.34,0.017331788
26/06/2012,103.53,0.004647118
25/06/2012,103.05,-0.013302683
22/06/2012,104.43,0.002012941
21/06/2012,104.22,-0.036182579
20/06/2012,108.06,-0.010677568
19/06/2012,109.22,0.018574669
18/06/2012,107.21,-0.018208368
15/06/2012,109.18,0.032960809
14/06/2012,105.64,0.008842463
13/06/2012,104.71,-0.014506061
12/06/2012,106.24,0.007843177
11/06/2012,105.41,-0.025199216
08/06/2012,108.1,-0.000369959
07/06/2012,108.14,0.010504396
06/06/2012,107.01,0.02526749
05/06/2012,104.34,0.01555061
04/06/2012,102.73,0.006641298
01/06/2012,102.05,-0.0454014
31/05/2012,106.79,0.000843131
30/05/2012,106.7,-0.018202583
29/05/2012,108.66,0.017359452
25/05/2012,106.79,-0.011266938
24/05/2012,108,0.00612986
23/05/2012,107.34,-0.005018132
22/05/2012,107.88,-0.010511853
21/05/2012,109.02,0.014412666
18/05/2012,107.46,-0.007786469
17/05/2012,108.3,-0.02543553
16/05/2012,111.09,-0.016958636
15/05/2012,112.99,-0.007055325
14/05/2012,113.79,-0.006045491
11/05/2012,114.48,-0.004531993
10/05/2012,115,0.001827756
09/05/2012,114.79,-0.005646542
08/05/2012,115.44,-0.006217637
07/05/2012,116.16,-0.01206535
04/05/2012,117.57,-0.015780252
03/05/2012,119.44,-0.01907347
02/05/2012,121.74,-0.033838574
01/05/2012,125.93,0.00334076
30/04/2012,125.51,-0.002705285
27/04/2012,125.85,0.001749643
26/04/2012,125.63,0.01386629
25/04/2012,123.9,0.022362802
24/04/2012,121.16,0.012206919
23/04/2012,119.69,-0.024837285
20/04/2012,122.7,0.002774832
19/04/2012,122.36,-0.00911168
18/04/2012,123.48,-0.013992991
17/04/2012,125.22,0.020329839
16/04/2012,122.7,0.003756026
13/04/2012,122.24,-0.018640624
12/04/2012,124.54,0.020769853
11/04/2012,121.98,0.001723077
10/04/2012,121.77,-0.024658561
09/04/2012,124.81,-0.014950577
05/04/2012,126.69,0.013109472
04/04/2012,125.04,-0.008203622
03/04/2012,126.07,-0.003879196
02/04/2012,126.56,0.020193032
30/03/2012,124.03,0.005984168
29/03/2012,123.29,-0.014094382
28/03/2012,125.04,-0.003592388
27/03/2012,125.49,0.002633155
26/03/2012,125.16,0.019361689
23/03/2012,122.76,0.00081493
22/03/2012,122.66,-0.01577256
21/03/2012,124.61,0.005229927
20/03/2012,123.96,-0.008194792
19/03/2012,124.98,-0.003833258
16/03/2012,125.46,-0.000557791
15/03/2012,125.53,0.018167702
14/03/2012,123.27,-0.002511648
13/03/2012,123.58,0.032150765
12/03/2012,119.67,-0.006164631
09/03/2012,120.41,0.003994347
08/03/2012,119.93,0.017071432
07/03/2012,117.9,0.019700851
06/03/2012,115.6,-0.015621294
05/03/2012,117.42,-0.005689795
02/03/2012,118.09,-0.006415148
01/03/2012,118.85,0.008110208
29/02/2012,117.89,-0.000254442
28/02/2012,117.92,-0.003470903
27/02/2012,118.33,-0.004300719
24/02/2012,118.84,0.00489246
23/02/2012,118.26,0.016368652
22/02/2012,116.34,-0.008473539
21/02/2012,117.33,0.002474721
17/02/2012,117.04,-0.003156326
16/02/2012,117.41,0.01225432
15/02/2012,115.98,-8.6218E-05
14/02/2012,115.99,-0.010036541
13/02/2012,117.16,0.009088633
10/02/2012,116.1,-0.006439172
09/02/2012,116.85,0.001284522
08/02/2012,116.7,-0.0003427
07/02/2012,116.74,0.004464293
06/02/2012,116.22,-0.001633496
03/02/2012,116.41,0.027697294
02/02/2012,113.23,0.01119017
01/02/2012,111.97,0.053848933
31/01/2012,106.1,-0.013201821
30/01/2012,107.51,0.009814539
27/01/2012,106.46,-0.002064372
26/01/2012,106.68,0.015016573
25/01/2012,105.09,0.014183276
24/01/2012,103.61,0.009795918
23/01/2012,102.6,0.00195122
20/01/2012,102.4,0.010602887
19/01/2012,101.32,0.016218454
18/01/2012,99.69,0.028798734
17/01/2012,96.86,0.006213773
13/01/2012,96.26,-0.00321527
12/01/2012,96.57,-0.001034982
11/01/2012,96.67,-0.051706988
10/01/2012,101.8,0.029608902
09/01/2012,98.83,0.005784176
06/01/2012,98.26,-0.006896579
05/01/2012,98.94,0.011282327
04/01/2012,97.83,-0.012090571
03/01/2012,99.02,0.030348854
30/12/2011,96.06,-0.000312256
29/12/2011,96.09,0.02230967
28/12/2011,93.97,-0.019078313
27/12/2011,95.78,-0.001460616
23/12/2011,95.92,0.008480394
22/12/2011,95.11,0.009189397
21/12/2011,94.24,-0.010870246
20/12/2011,95.27,0.026591654
19/12/2011,92.77,-0.014128459
16/12/2011,94.09,0.013697378
15/12/2011,92.81,-0.018574402
14/12/2011,94.55,-0.014489964
13/12/2011,95.93,-0.009957556
12/12/2011,96.89,-0.030893626
09/12/2011,99.93,0.035134208
08/12/2011,96.48,-0.043008657
07/12/2011,100.72,0.001987677
06/12/2011,100.52,-0.003079218
05/12/2011,100.83,0.023988705
02/12/2011,98.44,-0.007589977
01/12/2011,99.19,-0.016299546
30/11/2011,100.82,0.071319378
29/11/2011,93.88,-0.003402811
28/11/2011,94.2,0.027661453
25/11/2011,91.63,-0.002615805
23/11/2011,91.87,-0.03801846
22/11/2011,95.43,-0.000419068
21/11/2011,95.47,-0.039937556
18/11/2011,99.36,-0.000704261
17/11/2011,99.43,-0.031384054
16/11/2011,102.6,-0.021311254
15/11/2011,104.81,-0.001048968
14/11/2011,104.92,-0.025129552
11/11/2011,107.59,0.026560235
10/11/2011,104.77,0.012872416
09/11/2011,103.43,-0.053003134
08/11/2011,109.06,0.016362741
07/11/2011,107.29,0.003361034
04/11/2011,106.93,0.000935629
03/11/2011,106.83,0.03031543
02/11/2011,103.64,0.03575317
01/11/2011,100,-0.064194712
31/10/2011,106.63,-0.039444323
28/10/2011,110.92,0.024458237
27/10/2011,108.24,0.070716719
26/10/2011,100.85,-0.001882214
25/10/2011,101.04,-0.050466547
24/10/2011,106.27,0.0261216
21/10/2011,103.53,0.034391285
20/10/2011,100.03,-0.002595848
19/10/2011,100.29,-0.018572104
18/10/2011,102.17,0.039428232
17/10/2011,98.22,-0.02909807
14/10/2011,101.12,0.032361381
13/10/2011,97.9,0.004812378
12/10/2011,97.43,0.005970782
11/10/2011,96.85,-0.029704147
10/10/2011,99.77,0.049727759
07/10/2011,94.93,-0.046515227
06/10/2011,99.45,0.016219311
05/10/2011,97.85,0.023158277
04/10/2011,95.61,0.056254413
03/10/2011,90.38,-0.056568139
30/09/2011,95.64,-0.049666082
29/09/2011,100.51,0.029072402
28/09/2011,97.63,-0.041235716
27/09/2011,101.74,0.001377004
26/09/2011,101.6,0.028350871
23/09/2011,98.76,0.020148981
22/09/2011,96.79,-0.134009117
21/09/2011,110.67,-0.040984627
20/09/2011,115.3,-0.003117425
19/09/2011,115.66,-0.031237912
16/09/2011,119.33,-0.006182142
15/09/2011,120.07,0.03889096
14/09/2011,115.49,0.01500508
13/09/2011,113.77,0.005729664
12/09/2011,113.12,0.012722026
09/09/2011,111.69,-0.023186879
08/09/2011,114.31,-0.01243224
07/09/2011,115.74,0.032401096
06/09/2011,112.05,-0.014706147
02/09/2011,113.71,-0.038049709
01/09/2011,118.12,-0.015123797
31/08/2011,119.92,0.011658761
30/08/2011,118.53,-0.006223737
29/08/2011,119.27,0.029179902
26/08/2011,115.84,0.005887463
25/08/2011,115.16,-0.014311823
24/08/2011,116.82,0.015267472
23/08/2011,115.05,0.023302879
22/08/2011,112.4,0.015872637
19/08/2011,110.63,0.008259634
18/08/2011,109.72,-0.053501027
17/08/2011,115.75,0.008763994
16/08/2011,114.74,-0.010231599
15/08/2011,115.92,0.00207254
12/08/2011,115.68,0.000172906
11/08/2011,115.66,0.055278399
10/08/2011,109.44,-0.052334419
09/08/2011,115.32,0.078345975
08/08/2011,106.63,-0.098434211
05/08/2011,117.66,0.000850268
04/08/2011,117.56,-0.060564576
03/08/2011,124.9,0.020791106
02/08/2011,122.33,-0.033045576
01/08/2011,126.44,-0.004104189
29/07/2011,126.96,-0.019190853
28/07/2011,129.42,0.019427176
27/07/2011,126.93,-0.045283782
26/07/2011,132.81,-0.00052693
25/07/2011,132.88,-0.004729916
22/07/2011,133.51,-0.009764174
21/07/2011,134.82,0.031188969
20/07/2011,130.68,0.002068253
19/07/2011,130.41,0.016467959
18/07/2011,128.28,-0.015777589
15/07/2011,130.32,0.000306984
14/07/2011,130.28,-0.007341728
13/07/2011,131.24,-0.000913938
12/07/2011,131.36,-0.00304044
11/07/2011,131.76,-0.039582611
08/07/2011,137.08,-0.00131224
07/07/2011,137.26,0.018752618
06/07/2011,134.71,0.003048216
05/07/2011,134.3,0.000297885
01/07/2011,134.26,0.022369602
30/06/2011,131.29,0.015428022
29/06/2011,129.28,0.020474264
28/06/2011,126.66,0.011673748
27/06/2011,125.19,0.016510664
24/06/2011,123.14,-0.00792692
23/06/2011,124.12,-0.005784078
22/06/2011,124.84,-0.011864613
21/06/2011,126.33,0.016038644
20/06/2011,124.32,-0.000482509
17/06/2011,124.38,0.006290851
16/06/2011,123.6,0.006249259
15/06/2011,122.83,-0.025559983
14/06/2011,126.01,0.026618917
13/06/2011,122.7,0.006541315
10/06/2011,121.9,-0.012797175
09/06/2011,123.47,0.009602938
08/06/2011,122.29,-0.001470829
07/06/2011,122.47,0.004254977
06/06/2011,121.95,-0.017476568
03/06/2011,124.1,-0.010261434
02/06/2011,125.38,0.002475545
01/06/2011,125.07,-0.03542487
31/05/2011,129.58,0.022002916
27/05/2011,126.76,0.012862424
26/05/2011,125.14,0.010927314
25/05/2011,123.78,0.003398886
24/05/2011,123.36,-0.000405236
23/05/2011,123.41,-0.019419644
20/05/2011,125.83,-0.00964892
19/05/2011,127.05,-0.0002361
18/05/2011,127.08,0.007820872
17/05/2011,126.09,-0.006718596
16/05/2011,126.94,-0.00259628
13/05/2011,127.27,-0.005953797
12/05/2011,128.03,0.014317425
11/05/2011,126.21,-0.016813721
10/05/2011,128.35,0.009472066
09/05/2011,127.14,0.00686637
06/05/2011,126.27,0.010428785
05/05/2011,124.96,-0.023255022
04/05/2011,127.9,-0.00584683
03/05/2011,128.65,-0.003181874
02/05/2011,129.06,-0.000464792
29/04/2011,129.12,0.013960063
28/04/2011,127.33,0.011532513
27/04/2011,125.87,-0.003806206
26/04/2011,126.35,0.013546024
25/04/2011,124.65,-0.010216387
21/04/2011,125.93,0.014396793
20/04/2011,124.13,0.022403283
19/04/2011,121.38,-0.000164758
18/04/2011,121.4,-0.013743672
15/04/2011,123.08,0.004233844
14/04/2011,122.56,-0.010228192
13/04/2011,123.82,-0.002097621
12/04/2011,124.08,0.000644953
11/04/2011,124,-0.004827041
08/04/2011,124.6,0.003618094
07/04/2011,124.15,-0.007383069
06/04/2011,125.07,-0.001837281
05/04/2011,125.3,-0.016620881
04/04/2011,127.4,0.001571092
01/04/2011,127.2,0.016807118
31/03/2011,125.08,0.018396517
30/03/2011,122.8,0.022065773
29/03/2011,120.12,-0.000249719
28/03/2011,120.15,-0.008536081
25/03/2011,121.18,-0.002390275
24/03/2011,121.47,0.025091968
23/03/2011,118.46,0.00779665
22/03/2011,117.54,-0.009314997
21/03/2011,118.64,0.018030766
18/03/2011,116.52,0.008186525
17/03/2011,115.57,0.012625881
16/03/2011,114.12,-0.023298157
15/03/2011,116.81,-0.01461741
14/03/2011,118.53,-0.020707094
11/03/2011,121.01,0.013896625
10/03/2011,119.34,-0.0381437
09/03/2011,123.98,-0.02501126
08/03/2011,127.12,0.022031352
07/03/2011,124.35,-0.009603915
04/03/2011,125.55,-0.010616484
03/03/2011,126.89,0.025542134
02/03/2011,123.69,0.00348249
01/03/2011,123.26,-0.018965531
28/02/2011,125.62,0.005427855
25/02/2011,124.94,0.009489416
24/02/2011,123.76,0.001698274
23/02/2011,123.55,-0.011427776
22/02/2011,124.97,-0.042532941
18/02/2011,130.4,0.005459662
17/02/2011,129.69,-0.003694301
16/02/2011,130.17,0.001537634
15/02/2011,129.97,0.007181221
14/02/2011,129.04,0.0038045
11/02/2011,128.55,0.01268218
10/02/2011,126.93,0.006798445
09/02/2011,126.07,-0.004274187
08/02/2011,126.61,0.015441249
07/02/2011,124.67,0.018049132
04/02/2011,122.44,0.006062114
03/02/2011,121.7,-0.001559999
02/02/2011,121.89,-0.013850637
01/02/2011,123.59,0.024075844
31/01/2011,120.65,-0.001573564
28/01/2011,120.84,-0.015519464
