Date,Close,PNR
23/11/2010,32.51,-0.003684376
22/11/2010,32.63,0.00306937
19/11/2010,32.53,-0.001228879
18/11/2010,32.57,0.007705386
17/11/2010,32.32,-0.004630352
16/11/2010,32.47,-0.011635159
15/11/2010,32.85,0.000913659
12/11/2010,32.82,-0.008495197
11/11/2010,33.1,-0.000302069
10/11/2010,33.11,0.005147627
09/11/2010,32.94,-0.020135917
08/11/2010,33.61,-0.007706025
05/11/2010,33.87,-0.002064593
04/11/2010,33.94,0.015739003
03/11/2010,33.41,0.00781254
02/11/2010,33.15,0.017344113
01/11/2010,32.58,-0.004593485
29/10/2010,32.73,0.010133666
28/10/2010,32.4,-0.009522419
27/10/2010,32.71,-0.015170194
26/10/2010,33.21,-0.065272218
25/10/2010,35.45,0.030357429
22/10/2010,34.39,-0.005798799
21/10/2010,34.59,0.002315486
20/10/2010,34.51,0.012538435
19/10/2010,34.08,-0.026351604
18/10/2010,34.99,0.008322619
15/10/2010,34.7,0
14/10/2010,34.7,-0.006320044
13/10/2010,34.92,0.020834087
12/10/2010,34.2,-0.015090246
11/10/2010,34.72,0.00144113
08/10/2010,34.67,0.00752754
07/10/2010,34.41,-0.002032226
06/10/2010,34.48,0.00406859
05/10/2010,34.34,0.040712798
04/10/2010,32.97,-0.018034754
01/10/2010,33.57,-0.001785715
30/09/2010,33.63,0.002381662
29/09/2010,33.55,0.015317915
28/09/2010,33.04,0.000302709
27/09/2010,33.03,-0.005133637
24/09/2010,33.2,0.020694591
23/09/2010,32.52,-0.009792
22/09/2010,32.84,-0.007885998
21/09/2010,33.1,-0.006624535
20/09/2010,33.32,0.014815086
17/09/2010,32.83,0.00335622
16/09/2010,32.72,-0.00061106
15/09/2010,32.74,0.002752716
14/09/2010,32.65,-0.002447233
13/09/2010,32.73,0.013534504
10/09/2010,32.29,0.000619579
09/09/2010,32.27,0.014671716
08/09/2010,31.8,0.014252023
07/09/2010,31.35,-0.014880756
03/09/2010,31.82,0.01328713
02/09/2010,31.4,0.011531198
01/09/2010,31.04,0.030751524
31/08/2010,30.1,-0.011560822
30/08/2010,30.45,-0.018546164
27/08/2010,31.02,0.023484445
26/08/2010,30.3,-0.001648805
25/08/2010,30.35,0.012933359
24/08/2010,29.96,-0.02407371
23/08/2010,30.69,-0.013592442
20/08/2010,31.11,0.001930503
19/08/2010,31.05,-0.039158776
18/08/2010,32.29,-0.005250977
17/08/2010,32.46,0.022115837
16/08/2010,31.75,0.004102894
13/08/2010,31.62,-0.005990874
12/08/2010,31.81,-0.006267648
11/08/2010,32.01,-0.043106169
10/08/2010,33.42,-0.018087965
09/08/2010,34.03,0.001470372
06/08/2010,33.98,-0.01576675
05/08/2010,34.52,-0.007791123
04/08/2010,34.79,0.003166837
03/08/2010,34.68,-0.00918491
02/08/2010,35,0.023122417
30/07/2010,34.2,0.00881063
29/07/2010,33.9,-0.00294551
28/07/2010,34,-0.007909811
27/07/2010,34.27,-0.006688988
26/07/2010,34.5,0.004066227
23/07/2010,34.36,0.022069455
22/07/2010,33.61,0.033583552
21/07/2010,32.5,-0.003992021
20/07/2010,32.63,0.007073688
19/07/2010,32.4,0.01492565
