Date,Close,UPS
04/04/2014,98.1,-0.004272207
03/04/2014,98.52,0.005598264
02/04/2014,97.97,0.006451305
01/04/2014,97.34,-0.000410846
31/03/2014,97.38,0.000410846
28/03/2014,97.34,0.002983695
27/03/2014,97.05,0.003095978
26/03/2014,96.75,-0.009259325
25/03/2014,97.65,0.003179653
24/03/2014,97.34,0.004943367
21/03/2014,96.86,-0.000516076
20/03/2014,96.91,-0.000412669
19/03/2014,96.95,-0.004733493
18/03/2014,97.41,0.004320994
17/03/2014,96.99,0.007451137
14/03/2014,96.27,-0.008584632
13/03/2014,97.1,-0.014518198
12/03/2014,98.52,0.002133822
11/03/2014,98.31,-0.004364381
10/03/2014,98.74,0.005280272
07/03/2014,98.22,0.003671975
06/03/2014,97.86,0.008002505
05/03/2014,97.08,0.001030609
04/03/2014,96.98,0.012450877
03/03/2014,95.78,0.000104411
28/02/2014,95.77,0.002299813
27/02/2014,95.55,0.003669729
26/02/2014,95.2,-0.002622608
25/02/2014,95.45,-0.005224672
24/02/2014,95.95,-0.001666146
21/02/2014,96.11,0.004588599
20/02/2014,95.67,0.005134934
19/02/2014,95.18,-0.01366954
18/02/2014,96.49,-0.007742773
14/02/2014,97.24,0.007017573
13/02/2014,96.56,0.005503934
12/02/2014,96.03,-0.001352828
11/02/2014,96.16,0.014982731
10/02/2014,94.73,-0.006733324
07/02/2014,95.37,0.006627766
06/02/2014,94.74,0.010397972
05/02/2014,93.76,-0.001385558
04/02/2014,93.89,0.002879848
03/02/2014,93.62,-0.017050982
31/01/2014,95.23,-0.005758877
30/01/2014,95.78,0.004709338
29/01/2014,95.33,-0.005022507
28/01/2014,95.81,0.006702298
27/01/2014,95.17,-0.012115031
24/01/2014,96.33,-0.01657525
23/01/2014,97.94,-0.010663789
22/01/2014,98.99,0.004251879
21/01/2014,98.57,-0.013502825
17/01/2014,99.91,-0.005788439
16/01/2014,100.49,-0.005557224
15/01/2014,101.05,0.001188237
14/01/2014,100.93,0.006959662
13/01/2014,100.23,-0.022590356
10/01/2014,102.52,0.003909309
09/01/2014,102.12,0.001175779
08/01/2014,102,-0.000784006
07/01/2014,102.08,0.003237995
06/01/2014,101.75,-0.013083569
03/01/2014,103.09,-0.002228575
02/01/2014,103.32,-0.016890997
31/12/2013,105.08,0.00152381
30/12/2013,104.92,0.001908033
27/12/2013,104.72,0.000477578
26/12/2013,104.67,0.002008321
24/12/2013,104.46,0.004798013
23/12/2013,103.96,0.00607846
20/12/2013,103.33,0.001452714
19/12/2013,103.18,0.001940241
18/12/2013,102.98,0.009758079
17/12/2013,101.98,-0.001469796
16/12/2013,102.13,0.007370679
13/12/2013,101.38,0.004250488
12/12/2013,100.95,0.000792786
11/12/2013,100.87,-0.008489686
10/12/2013,101.73,-0.005978359
09/12/2013,102.34,-0.000879035
06/12/2013,102.43,0.007840871
05/12/2013,101.63,-0.000885173
04/12/2013,101.72,-0.001768
03/12/2013,101.9,-0.004210945
02/12/2013,102.33,-0.000488496
29/11/2013,102.38,-0.001561585
27/11/2013,102.54,0.00244105
26/11/2013,102.29,0.010515551
25/11/2013,101.22,-0.00748035
22/11/2013,101.98,0.008369898
21/11/2013,101.13,0.009937476
20/11/2013,100.13,-0.005875048
19/11/2013,100.72,-0.005544569
18/11/2013,101.28,0.003362677
15/11/2013,100.94,-0.000297162
14/11/2013,100.97,-0.000693035
13/11/2013,101.04,0.012147914
12/11/2013,99.82,0.005424423
11/11/2013,99.28,-0.003418807
08/11/2013,99.62,0.010393111
07/11/2013,98.59,-0.005159605
06/11/2013,99.1,-0.012036254
05/11/2013,100.3,0.00419623
04/11/2013,99.88,0.016759605
01/11/2013,98.22,-0.000203604
31/10/2013,98.24,-0.000407083
30/10/2013,98.28,-0.000305204
29/10/2013,98.31,0.00550797
28/10/2013,97.77,0.022340364
25/10/2013,95.61,0.011783408
24/10/2013,94.49,0.005731283
23/10/2013,93.95,0.00191775
22/10/2013,93.77,-0.000106638
21/10/2013,93.78,0.008352121
18/10/2013,93,0.01168086
17/10/2013,91.92,0.006439313
16/10/2013,91.33,0.011563369
15/10/2013,90.28,-0.00088574
14/10/2013,90.36,-0.004527143
11/10/2013,90.77,0.005412883
10/10/2013,90.28,0.017656063
09/10/2013,88.7,-0.002589654
08/10/2013,88.93,-0.012293405
07/10/2013,90.03,-0.010716558
04/10/2013,91,0.009939342
03/10/2013,90.1,-0.013011541
02/10/2013,91.28,-0.005680592
01/10/2013,91.8,0.004695101
30/09/2013,91.37,0.001314205
27/09/2013,91.25,-0.006009305
26/09/2013,91.8,0.008752791
25/09/2013,91,-0.002853069
24/09/2013,91.26,-0.000328677
23/09/2013,91.29,-0.002844019
20/09/2013,91.55,-0.001637108
19/09/2013,91.7,0.007992597
18/09/2013,90.97,0.011943081
17/09/2013,89.89,0.003342994
16/09/2013,89.59,0.010434877
13/09/2013,88.66,0.000789845
12/09/2013,88.59,-0.001804444
11/09/2013,88.75,0.007691476
10/09/2013,88.07,0.010730697
09/09/2013,87.13,0.00425557
06/09/2013,86.76,-0.000576136
05/09/2013,86.81,0.002999541
04/09/2013,86.55,0.00684021
03/09/2013,85.96,0.004430461
30/08/2013,85.58,-0.001517894
29/08/2013,85.71,0.000817041
28/08/2013,85.64,-0.002332635
27/08/2013,85.84,-0.015719233
26/08/2013,87.2,0.000344096
23/08/2013,87.17,0.002411992
22/08/2013,86.96,0.010054982
21/08/2013,86.09,-0.002436337
20/08/2013,86.3,0.002552502
19/08/2013,86.08,0.000348574
16/08/2013,86.05,0.001046451
15/08/2013,85.96,-0.01718513
14/08/2013,87.45,-0.002968716
13/08/2013,87.71,-0.000683839
12/08/2013,87.77,-0.000455633
09/08/2013,87.81,-0.003524133
08/08/2013,88.12,0.002727274
07/08/2013,87.88,-0.000796224
06/08/2013,87.95,0.001023833
05/08/2013,87.86,-0.000682672
02/08/2013,87.92,-0.001363947
01/08/2013,88.04,0.014184635
31/07/2013,86.8,0.004503212
30/07/2013,86.41,-0.004618413
29/07/2013,86.81,-0.002071347
26/07/2013,86.99,0.001840985
25/07/2013,86.83,-0.001726023
24/07/2013,86.98,-0.006074865
23/07/2013,87.51,-0.001142074
22/07/2013,87.61,-0.005350346
19/07/2013,88.08,0.002614678
18/07/2013,87.85,0.013753798
17/07/2013,86.65,0.007762305
16/07/2013,85.98,0.005832281
15/07/2013,85.48,-0.007459242
12/07/2013,86.12,-0.060050702
11/07/2013,91.45,0.013319587
10/07/2013,90.24,0.005667626
09/07/2013,89.73,0.015498963
08/07/2013,88.35,0.009210367
05/07/2013,87.54,0.015889799
03/07/2013,86.16,-0.005209249
02/07/2013,86.61,-0.005067384
01/07/2013,87.05,0.006569493
28/06/2013,86.48,-0.007028893
27/06/2013,87.09,0.007722936
26/06/2013,86.42,0.00813296
25/06/2013,85.72,0.005263478
24/06/2013,85.27,-0.001640497
21/06/2013,85.41,0.006106889
20/06/2013,84.89,-0.017284093
19/06/2013,86.37,-0.01219808
18/06/2013,87.43,0.010231738
17/06/2013,86.54,0.007306498
14/06/2013,85.91,-0.004761084
13/06/2013,86.32,0.009427993
12/06/2013,85.51,-0.001635897
11/06/2013,85.65,-0.00813958
10/06/2013,86.35,-0.000231589
07/06/2013,86.37,0.01881666
06/06/2013,84.76,-0.002356824
05/06/2013,84.96,-0.011701514
04/06/2013,85.96,-0.003367984
03/06/2013,86.25,0.004066227
31/05/2013,85.9,-0.005340777
30/05/2013,86.36,0.000231616
29/05/2013,86.34,-0.004737429
28/05/2013,86.75,-0.000921765
24/05/2013,86.83,-0.00551282
23/05/2013,87.31,-0.009461456
22/05/2013,88.14,-0.00723494
21/05/2013,88.78,0.002594035
20/05/2013,88.55,-0.001692525
17/05/2013,88.7,0.009629075
16/05/2013,87.85,-0.008501043
15/05/2013,88.6,0.002259888
14/05/2013,88.4,0.004080713
13/05/2013,88.04,-0.00340175
10/05/2013,88.34,0.001245965
09/05/2013,88.23,-0.00902635
08/05/2013,89.03,0.004164562
07/05/2013,88.66,0.018441046
