Date,Close,MA
04/04/2014,72.18,-0.03203873
03/04/2014,74.53,-0.002278363
02/04/2014,74.7,-0.001471474
01/04/2014,74.81,0.001471474
31/03/2014,74.7,0.020011484
28/03/2014,73.22,-0.001637555
27/03/2014,73.34,-0.005032313
26/03/2014,73.71,-0.02107602
25/03/2014,75.28,-0.027643078
24/03/2014,77.39,0.018255821
21/03/2014,75.99,-0.031349718
20/03/2014,78.41,0.001276161
19/03/2014,78.31,-0.007759372
18/03/2014,78.92,0.01390772
17/03/2014,77.83,0.019329914
14/03/2014,76.34,-0.003661092
13/03/2014,76.62,-0.022200189
12/03/2014,78.34,0.005632375
11/03/2014,77.9,0.00656838
10/03/2014,77.39,-0.007081727
07/03/2014,77.94,0.003985349
06/03/2014,77.63,-0.007315697
05/03/2014,78.2,-0.003828977
04/03/2014,78.5,0.022805859
03/03/2014,76.73,-0.012819858
28/02/2014,77.72,-0.000514536
27/02/2014,77.76,0.005157309
26/02/2014,77.36,0.008046766
25/02/2014,76.74,0.010216199
24/02/2014,75.96,0.003428726
21/02/2014,75.7,-0.002111376
20/02/2014,75.86,-0.010360069
19/02/2014,76.65,-0.01089929
18/02/2014,77.49,0.001291322
14/02/2014,77.39,0.011174752
13/02/2014,76.53,0.007344295
12/02/2014,75.97,-0.002891695
11/02/2014,76.19,-0.002097811
10/02/2014,76.35,0.00052404
07/02/2014,76.31,0.018650101
06/02/2014,74.9,0.027888636
05/02/2014,72.84,-0.003836672
04/02/2014,73.12,-0.01074621
03/02/2014,73.91,-0.023665788
31/01/2014,75.68,-0.052508201
30/01/2014,79.76,0.026166868
29/01/2014,77.7,-0.014438378
28/01/2014,78.83,0.035902616
27/01/2014,76.05,-0.031834987
24/01/2014,78.51,-0.047873877
23/01/2014,82.36,-0.011348667
22/01/2014,83.3,-2.285000412
21/01/2014,818.48,7.33093E-05
17/01/2014,818.42,-0.008613611
16/01/2014,825.5,0.002583589
15/01/2014,823.37,0.00201814
14/01/2014,821.71,0.014353287
13/01/2014,810,-0.030110011
10/01/2014,834.76,-0.01053419
09/01/2014,843.6,0.008045555
08/01/2014,836.84,-0.000298698
07/01/2014,837.09,0.012501816
06/01/2014,826.69,-0.004971353
03/01/2014,830.81,-0.004000125
02/01/2014,834.14,-0.001581217
31/12/2013,835.46,0.00258875
30/12/2013,833.3,0.006537584
27/12/2013,827.87,0.007237404
26/12/2013,821.9,0.010641651
24/12/2013,813.2,-0.002333723
23/12/2013,815.1,-0.002389487
20/12/2013,817.05,0.014386077
19/12/2013,805.38,0.004130798
18/12/2013,802.06,0.005137479
17/12/2013,797.95,0.001504986
16/12/2013,796.75,0.011080935
13/12/2013,787.97,0.006914979
12/12/2013,782.54,-0.010209165
11/12/2013,790.57,0.034697017
10/12/2013,763.61,0.00623988
09/12/2013,758.86,0.000514061
06/12/2013,758.47,0.009232037
05/12/2013,751.5,0.004440984
04/12/2013,748.17,-0.00789476
03/12/2013,754.1,-0.002675109
02/12/2013,756.12,-0.006183561
29/11/2013,760.81,0.000539045
27/11/2013,760.4,0.004428518
26/11/2013,757.04,0.000726778
25/11/2013,756.49,0.002700307
22/11/2013,754.45,0.009923822
21/11/2013,747,0.001433423
20/11/2013,745.93,-0.001366486
19/11/2013,746.95,-0.010123297
18/11/2013,754.55,0.003039536
15/11/2013,752.26,0.011672894
14/11/2013,743.53,0.010885767
13/11/2013,735.48,-0.002986779
12/11/2013,737.68,-0.0047064
11/11/2013,741.16,0.009067376
08/11/2013,734.47,0.018066284
07/11/2013,721.32,-0.017249034
06/11/2013,733.87,-0.003414389
05/11/2013,736.38,0.010895942
04/11/2013,728.4,-0.012388621
01/11/2013,737.48,0.028023668
31/10/2013,717.1,-0.011893845
30/10/2013,725.68,-0.00927228
29/10/2013,732.44,0.003419087
28/10/2013,729.94,0.00847486
25/10/2013,723.78,-0.001256498
24/10/2013,724.69,0.019113742
23/10/2013,710.97,-0.010785961
22/10/2013,718.68,0.001169493
21/10/2013,717.84,0.003698461
18/10/2013,715.19,0.014861208
17/10/2013,704.64,0.013056023
16/10/2013,695.5,0.013185032
15/10/2013,686.39,-0.003940419
14/10/2013,689.1,0.007165357
11/10/2013,684.18,0.008203925
10/10/2013,678.59,0.031983083
09/10/2013,657.23,0.005125478
08/10/2013,653.87,-0.018486215
07/10/2013,666.07,-0.010840781
04/10/2013,673.33,0.006361809
03/10/2013,669.06,-0.010777809
02/10/2013,676.31,-0.002185955
01/10/2013,677.79,0.007419124
30/09/2013,672.78,-0.013391311
27/09/2013,681.85,0.006282065
26/09/2013,677.58,0.008358576
25/09/2013,671.94,-0.019789788
24/09/2013,685.37,0.00347862
23/09/2013,682.99,-0.004018329
20/09/2013,685.74,-0.000918294
19/09/2013,686.37,-0.001848604
18/09/2013,687.64,0.012393981
17/09/2013,679.17,0.012102327
16/09/2013,671,0.00686404
13/09/2013,666.41,-0.001664256
12/09/2013,667.52,0.013665577
11/09/2013,658.46,0.010626379
10/09/2013,651.5,0.017184415
09/09/2013,640.4,0.00592005
06/09/2013,636.62,0.012041675
05/09/2013,629,0.008942889
04/09/2013,623.4,-8.02021E-05
03/09/2013,623.45,0.028256579
30/08/2013,606.08,-0.010651231
29/08/2013,612.57,0.003204764
28/08/2013,610.61,0.004415163
27/08/2013,607.92,-0.011871614
26/08/2013,615.18,-0.017611167
23/08/2013,626.11,0.008066176
22/08/2013,621.08,0.002853943
21/08/2013,619.31,-0.004993084
20/08/2013,622.41,0.004056997
19/08/2013,619.89,0.002713837
16/08/2013,618.21,-0.000856947
15/08/2013,618.74,-0.018002921
14/08/2013,629.98,-0.00530354
13/08/2013,633.33,0.004129589
12/08/2013,630.72,-0.011413561
09/08/2013,637.96,-0.01227621
08/08/2013,645.84,-0.000742942
07/08/2013,646.32,-0.011812614
06/08/2013,654,0.017818359
05/08/2013,642.45,-0.004844655
02/08/2013,645.57,-0.001253919
01/08/2013,646.38,0.056929109
31/07/2013,610.61,0.015164932
30/07/2013,601.42,0.007342912
29/07/2013,597.02,-0.001890945
26/07/2013,598.15,-0.00138665
25/07/2013,598.98,0.013429112
24/07/2013,590.99,-0.011791657
23/07/2013,598,-0.007662873
22/07/2013,602.6,0.01550289
19/07/2013,593.33,-0.006032364
18/07/2013,596.92,0.005998657
17/07/2013,593.35,0.006017903
16/07/2013,589.79,-0.010255981
15/07/2013,595.87,-0.005005325
12/07/2013,598.86,-0.003600364
11/07/2013,601.02,0.01696449
10/07/2013,590.91,-0.004525124
09/07/2013,593.59,0.007270423
08/07/2013,589.29,-0.009693402
05/07/2013,595.03,0.014984915
03/07/2013,586.18,0.005336813
02/07/2013,583.06,-0.00025723
01/07/2013,583.21,0.01504723
28/06/2013,574.5,0.006671465
27/06/2013,570.68,0.001192271
26/06/2013,570,0.009554269
25/06/2013,564.58,0.003513196
24/06/2013,562.6,-0.018822801
21/06/2013,573.29,0.000994756
20/06/2013,572.72,-0.023554049
19/06/2013,586.37,0.003348198
18/06/2013,584.41,0.010700257
17/06/2013,578.19,0.012233154
14/06/2013,571.16,-0.004472092
13/06/2013,573.72,0.027818353
12/06/2013,557.98,-0.00439907
11/06/2013,560.44,-0.009483121
10/06/2013,565.78,-0.000830367
07/06/2013,566.25,0.002298445
06/06/2013,564.95,0.0095686
05/06/2013,559.57,-0.015340036
04/06/2013,568.22,-0.013442731
03/06/2013,575.91,0.009876537
31/05/2013,570.25,-0.010310539
30/05/2013,576.16,0.005482231
29/05/2013,573.01,-0.004753001
28/05/2013,575.74,0.00746168
24/05/2013,571.46,0.003031925
23/05/2013,569.73,-0.012176976
22/05/2013,576.71,-0.014015864
21/05/2013,584.85,0.002585197
20/05/2013,583.34,-0.002465501
17/05/2013,584.78,0.025353763
16/05/2013,570.14,-0.007374433
15/05/2013,574.36,0.008181578
14/05/2013,569.68,0.024594317
13/05/2013,555.84,0.001278163
10/05/2013,555.13,0.005871689
09/05/2013,551.88,-0.003328512
08/05/2013,553.72,0.004452577
07/05/2013,551.26,0.006424102
06/05/2013,547.73,-0.010569618
03/05/2013,553.55,0.014594283
02/05/2013,545.53,0.010522049
01/05/2013,539.82,-0.023995661
30/04/2013,552.93,0.025497288
29/04/2013,539.01,0.006850744
26/04/2013,535.33,0.000354984
25/04/2013,535.14,0.005847312
24/04/2013,532.02,0.001919061
23/04/2013,531,0.016883728
22/04/2013,522.11,0.000287337
19/04/2013,521.96,0.001840915
18/04/2013,521,-0.009094793
17/04/2013,525.76,-0.011008869
16/04/2013,531.58,0.018741826
15/04/2013,521.71,-0.021390784
12/04/2013,532.99,-0.015360141
11/04/2013,541.24,0.012662045
10/04/2013,534.43,0.012786525
09/04/2013,527.64,-0.01267425
08/04/2013,534.37,0.005197156
05/04/2013,531.6,-0.004916412
04/04/2013,534.22,0.001817382
03/04/2013,533.25,-0.013670778
02/04/2013,540.59,0.006234827
01/04/2013,537.23,-0.007233238
28/03/2013,541.13,0.005745225
27/03/2013,538.03,0.004769455
26/03/2013,535.47,0.029335285
25/03/2013,519.99,0.004800055
22/03/2013,517.5,0.006766805
21/03/2013,514.01,-0.008928717
20/03/2013,518.62,0.013628368
19/03/2013,511.6,-0.006643248
18/03/2013,515.01,-0.008430221
15/03/2013,519.37,-0.014925508
14/03/2013,527.18,-0.000568904
13/03/2013,527.48,0.008223605
12/03/2013,523.16,-0.014667499
11/03/2013,530.89,0.003131723
08/03/2013,529.23,0.004848954
07/03/2013,526.67,-0.001726346
06/03/2013,527.58,0.000910229
05/03/2013,527.1,0.010853603
04/03/2013,521.41,0.005982455
01/03/2013,518.3,0.000926534
28/02/2013,517.82,0.005091927
27/02/2013,515.19,0.010713447
26/02/2013,509.7,-0.002351559
25/02/2013,510.9,-0.024993328
22/02/2013,523.83,0.008127165
21/02/2013,519.59,0.012939648
20/02/2013,512.91,-0.019213351
19/02/2013,522.86,-0.000516257
15/02/2013,523.13,0.001855945
14/02/2013,522.16,0.005665629
13/02/2013,519.21,-0.000827839
12/02/2013,519.64,-0.002325828
11/02/2013,520.85,-0.006926136
08/02/2013,524.47,0.009425177
07/02/2013,519.55,-0.007669484
06/02/2013,523.55,0.005477682
05/02/2013,520.69,0.012503666
04/02/2013,514.22,-0.008693771
01/02/2013,518.71,0.000597815
31/01/2013,518.4,0.00464038
30/01/2013,516,-0.004794689
29/01/2013,518.48,0.008444753
28/01/2013,514.12,-0.010256103
25/01/2013,519.42,-0.005452744
24/01/2013,522.26,0.009040088
23/01/2013,517.56,-0.004241706
22/01/2013,519.76,-0.002382875
18/01/2013,521,-0.004500415
17/01/2013,523.35,0.003943948
16/01/2013,521.29,-0.002892473
15/01/2013,522.8,-0.001357151
14/01/2013,523.51,-0.009827202
11/01/2013,528.68,0.001950149
10/01/2013,527.65,-0.008943118
09/01/2013,532.39,0.027748612
08/01/2013,517.82,-0.003296865
07/01/2013,519.53,0.016594106
04/01/2013,510.98,-3.91397E-05
03/01/2013,511,0.001429593
02/01/2013,510.27,0.037925767
31/12/2012,491.28,0.016831959
28/12/2012,483.08,-0.009866706
27/12/2012,487.87,0.003428915
26/12/2012,486.2,-0.017978104
24/12/2012,495.02,0.002933473
21/12/2012,493.57,-0.009999075
20/12/2012,498.53,0.018504051
19/12/2012,489.39,-0.007106019
18/12/2012,492.88,0.007249065
17/12/2012,489.32,0.014450345
14/12/2012,482.3,-0.004406615
13/12/2012,484.43,0.00204573
12/12/2012,483.44,0.003979445
11/12/2012,481.52,0.003995344
10/12/2012,479.6,0.007345511
07/12/2012,476.09,-0.010010847
06/12/2012,480.88,0.006007026
05/12/2012,478,-0.011275109
04/12/2012,483.42,-0.006659338
03/12/2012,486.65,-0.0041627
30/11/2012,488.68,0.005067249
29/11/2012,486.21,0.00971363
28/11/2012,481.51,0.006291687
27/11/2012,478.49,-0.00321329
26/11/2012,480.03,-0.002517504
23/11/2012,481.24,0.003768208
21/11/2012,479.43,0.003887152
20/11/2012,477.57,-0.00232157
19/11/2012,478.68,0.029877019
16/11/2012,464.59,0.016121857
15/11/2012,457.16,-0.013362937
14/11/2012,463.31,-0.0169287
13/11/2012,471.22,0.002592382
12/11/2012,470,0.011426739
09/11/2012,464.66,0.006174058
08/11/2012,461.8,-0.006260139
07/11/2012,464.7,-0.015120739
06/11/2012,471.78,0.013078496
05/11/2012,465.65,-0.008127518
02/11/2012,469.45,0.001620228
01/11/2012,468.69,0.016695381
31/10/2012,460.93,0.017398213
26/10/2012,452.98,0.008023626
25/10/2012,449.36,-0.01146157
24/10/2012,454.54,-0.011636177
23/10/2012,459.86,-0.015257258
22/10/2012,466.93,-0.006680993
19/10/2012,470.06,-0.012200301
18/10/2012,475.83,-0.014956006
17/10/2012,483,0.00829518
16/10/2012,479.01,0.006681843
15/10/2012,475.82,0.005183433
12/10/2012,473.36,0.001670314
11/10/2012,472.57,0.022426207
10/10/2012,462.09,-0.00601963
09/10/2012,464.88,-0.015051362
08/10/2012,471.93,-0.007052394
05/10/2012,475.27,0.000820923
04/10/2012,474.88,0.002361276
03/10/2012,473.76,0.034596165
02/10/2012,457.65,0.001662038
01/10/2012,456.89,0.011911587
28/09/2012,451.48,-0.00152714
27/09/2012,452.17,0.014098072
26/09/2012,445.84,-0.012659525
25/09/2012,451.52,-0.00831491
24/09/2012,455.29,-0.009247888
21/09/2012,459.52,0.011688871
20/09/2012,454.18,0.005054808
19/09/2012,451.89,-0.002409187
18/09/2012,452.98,-0.001147295
17/09/2012,453.5,-0.001498326
14/09/2012,454.18,-0.002375089
13/09/2012,455.26,0.019630872
12/09/2012,446.41,0.007961539
11/09/2012,442.87,0.012222425
10/09/2012,437.49,0.002952995
07/09/2012,436.2,0.00828734
06/09/2012,432.6,0.024571261
05/09/2012,422.1,-0.005387027
04/09/2012,424.38,0.003493536
31/08/2012,422.9,0.004621683
30/08/2012,420.95,-0.01150266
29/08/2012,425.82,0.002869172
28/08/2012,424.6,0.002782955
27/08/2012,423.42,0.002293498
24/08/2012,422.45,0.009800502
23/08/2012,418.33,-0.006837186
22/08/2012,421.2,-0.004996991
21/08/2012,423.31,-0.009147516
20/08/2012,427.2,0.000913338
17/08/2012,426.81,-0.003998462
16/08/2012,428.52,0.003342648
15/08/2012,427.09,-0.00231533
14/08/2012,428.08,0.00573967
13/08/2012,425.63,-0.000939342
10/08/2012,426.03,0.000211275
09/08/2012,425.94,0.003504278
08/08/2012,424.45,0.019147876
07/08/2012,416.4,-0.008251168
06/08/2012,419.85,-0.010142507
03/08/2012,424.13,0.001651801
02/08/2012,423.43,-0.008864076
01/08/2012,427.2,-0.021696441
31/07/2012,436.57,-0.010436225
30/07/2012,441.15,0.010024005
27/07/2012,436.75,0.030170094
26/07/2012,423.77,0.027366856
25/07/2012,412.33,0.005935169
24/07/2012,409.89,-0.014748351
23/07/2012,415.98,-0.017089544
20/07/2012,423.15,-0.011256273
19/07/2012,427.94,-0.020538212
18/07/2012,436.82,0.002613182
17/07/2012,435.68,-0.002773418
16/07/2012,436.89,0.016826904
13/07/2012,429.6,0.012531639
12/07/2012,424.25,0.010330132
11/07/2012,419.89,-0.000857
10/07/2012,420.25,-0.025884572
09/07/2012,431.27,-0.023738083
06/07/2012,441.63,-0.005464741
05/07/2012,444.05,0.005147784
03/07/2012,441.77,0.004241956
02/07/2012,439.9,0.022506438
29/06/2012,430.11,0.020695821
28/06/2012,421.3,-0.024895217
27/06/2012,431.92,-0.000694332
26/06/2012,432.22,0.008597306
25/06/2012,428.52,-0.015192511
22/06/2012,435.08,0.03249337
21/06/2012,421.17,-0.017977378
20/06/2012,428.81,0.002895913
19/06/2012,427.57,0.004571088
18/06/2012,425.62,-0.002510825
15/06/2012,426.69,0.01806751
14/06/2012,419.05,0.022443027
13/06/2012,409.75,-0.01933595
12/06/2012,417.75,0.009403742
11/06/2012,413.84,-0.006527077
08/06/2012,416.55,0.002018601
07/06/2012,415.71,-0.010219189
06/06/2012,419.98,0.028449841
05/06/2012,408.2,0.019642914
04/06/2012,400.26,0.021413878
01/06/2012,391.78,-0.036908071
31/05/2012,406.51,-0.012394883
30/05/2012,411.58,-0.010802033
29/05/2012,416.05,0.005036095
25/05/2012,413.96,-0.014080517
24/05/2012,419.83,0.006547842
23/05/2012,417.09,0.008789625
22/05/2012,413.44,0.006941607
21/05/2012,410.58,0.039799574
18/05/2012,394.56,-0.010137011
17/05/2012,398.58,-0.026711162
16/05/2012,409.37,-0.012381203
15/05/2012,414.47,7.23842E-05
14/05/2012,414.44,-0.019024521
11/05/2012,422.4,-0.001372164
10/05/2012,422.98,0.00035469
09/05/2012,422.83,-0.0206217
08/05/2012,431.64,-0.010325527
07/05/2012,436.12,-0.008152498
04/05/2012,439.69,-0.006212327
03/05/2012,442.43,-0.020182365
02/05/2012,451.45,-0.009808862
01/05/2012,455.9,0.007994141
30/04/2012,452.27,-0.011672386
27/04/2012,457.58,0.007898589
26/04/2012,453.98,0.01984404
25/04/2012,445.06,0.033726465
24/04/2012,430.3,9.29627E-05
23/04/2012,430.26,-0.02338455
20/04/2012,440.44,0.008253016
19/04/2012,436.82,0.00027475
18/04/2012,436.7,-0.003953703
17/04/2012,438.43,0.013247964
16/04/2012,432.66,-0.017867435
13/04/2012,440.46,0.014821185
12/04/2012,433.98,0.009120222
11/04/2012,430.04,0.012424555
10/04/2012,424.73,-0.033706114
09/04/2012,439.29,-0.001273972
05/04/2012,439.85,0.02046489
04/04/2012,430.94,-0.016295702
03/04/2012,438.02,0.013723249
02/04/2012,432.05,0.027001723
30/03/2012,420.54,-0.018097482
29/03/2012,428.22,0.001636011
28/03/2012,427.52,-0.007317845
27/03/2012,430.66,-0.011589113
26/03/2012,435.68,0.027150989
23/03/2012,424.01,0.017054585
22/03/2012,416.84,-0.002635426
21/03/2012,417.94,-0.002485305
20/03/2012,418.98,-0.014477725
19/03/2012,425.09,0.01164152
16/03/2012,420.17,0.001476683
15/03/2012,419.55,-0.004447253
14/03/2012,421.42,-0.004262177
13/03/2012,423.22,0.007970816
12/03/2012,419.86,0.000810122
09/03/2012,419.52,0.005401672
08/03/2012,417.26,0.013317447
07/03/2012,411.74,0.008291921
06/03/2012,408.34,-0.022471767
05/03/2012,417.62,0.011657165
02/03/2012,412.78,-0.018363234
01/03/2012,420.43,0.001023286
29/02/2012,420,-0.009407987
28/02/2012,423.97,0.006080197
27/02/2012,421.4,0.013835181
24/02/2012,415.61,0.023147886
23/02/2012,406.1,-0.001795973
22/02/2012,406.83,0.018056494
21/02/2012,399.55,0.008924703
17/02/2012,396,0.007222993
16/02/2012,393.15,0.000483393
15/02/2012,392.96,-0.006569376
14/02/2012,395.55,-0.002777078
13/02/2012,396.65,0.001286596
10/02/2012,396.14,-0.000656118
09/02/2012,396.4,0.003765912
08/02/2012,394.91,0.005077313
07/02/2012,392.91,0.004080493
06/02/2012,391.31,0.002533169
03/02/2012,390.32,0.022672595
02/02/2012,381.57,0.06482335
01/02/2012,357.62,0.005748835
31/01/2012,355.57,0.010176191
30/01/2012,351.97,0.009075923
27/01/2012,348.79,0.002756167
26/01/2012,347.83,-0.002698824
25/01/2012,348.77,0.017615612
24/01/2012,342.68,0.010619984
23/01/2012,339.06,-0.00470783
20/01/2012,340.66,-0.035299818
19/01/2012,352.9,0.001474592
18/01/2012,352.38,0.018358073
17/01/2012,345.97,0.020115998
13/01/2012,339.08,-0.012368633
12/01/2012,343.3,0.005344873
11/01/2012,341.47,-0.02132487
10/01/2012,348.83,0.008666289
09/01/2012,345.82,0.008421225
06/01/2012,342.92,-0.027298087
05/01/2012,352.41,-0.010837461
04/01/2012,356.25,-0.033455136
03/01/2012,368.37,-0.012007862
30/12/2011,372.82,-0.014512497
29/12/2011,378.27,0.011940837
28/12/2011,373.78,-0.002591748
27/12/2011,374.75,-0.009031805
23/12/2011,378.15,0.018415252
22/12/2011,371.25,-0.007861275
21/12/2011,374.18,0.000721838
20/12/2011,373.91,0.041417235
19/12/2011,358.74,-0.009488211
16/12/2011,362.16,0.008178927
15/12/2011,359.21,-0.005303137
14/12/2011,361.12,-0.021423716
13/12/2011,368.94,-0.006322466
12/12/2011,371.28,-0.016402131
09/12/2011,377.42,0.021722226
08/12/2011,369.31,-0.013554789
07/12/2011,374.35,0.008180827
06/12/2011,371.3,-0.004139012
05/12/2011,372.84,-0.014749608
02/12/2011,378.38,-0.006795401
01/12/2011,380.96,0.016969077
30/11/2011,374.55,0.046086573
29/11/2011,357.68,-0.004379793
28/11/2011,359.25,0.037001882
25/11/2011,346.2,-0.002452219
23/11/2011,347.05,-0.021380518
22/11/2011,354.55,0.007786547
21/11/2011,351.8,-0.024207186
18/11/2011,360.42,0.002861868
17/11/2011,359.39,-0.004469809
16/11/2011,361,-0.028213197
15/11/2011,371.33,0.010993883
14/11/2011,367.27,-0.007811057
11/11/2011,370.15,0.027498789
10/11/2011,360.11,0.007442024
09/11/2011,357.44,-0.029305622
08/11/2011,368.07,0.005885736
07/11/2011,365.91,0.016033401
04/11/2011,360.09,-0.017890057
03/11/2011,366.59,0.024661243
02/11/2011,357.66,0.067544021
01/11/2011,334.3,-0.03797739
31/10/2011,347.24,-0.020917807
28/10/2011,354.58,0.015432361
27/10/2011,349.15,0.059261524
26/10/2011,329.06,0.004721516
25/10/2011,327.51,-0.039454384
24/10/2011,340.69,0.021630003
21/10/2011,333.4,0.023427666
20/10/2011,325.68,0.005881917
19/10/2011,323.77,-0.048588649
18/10/2011,339.89,0.014133359
17/10/2011,335.12,-0.019093236
14/10/2011,341.58,0.016500515
13/10/2011,335.99,0.024098278
12/10/2011,327.99,-0.004623582
11/10/2011,329.51,0.011292313
10/10/2011,325.81,0.04504347
07/10/2011,311.46,-0.015293741
06/10/2011,316.26,0.009307712
05/10/2011,313.33,0.018261671
04/10/2011,307.66,-0.010411709
03/10/2011,310.88,-0.019999393
30/09/2011,317.16,-0.034734643
29/09/2011,328.37,-0.00440603
28/09/2011,329.82,-0.024824235
27/09/2011,338.11,0.011033405
26/09/2011,334.4,-0.007834066
23/09/2011,337.03,0.018174425
22/09/2011,330.96,-0.029796975
21/09/2011,340.97,-0.036880754
20/09/2011,353.78,0.016530244
19/09/2011,347.98,0.00296433
16/09/2011,346.95,-0.002849374
15/09/2011,347.94,0.031264861
14/09/2011,337.23,0.025133062
13/09/2011,328.86,0.020956367
12/09/2011,322.04,6.2106E-05
09/09/2011,322.02,-0.048165932
08/09/2011,337.91,-0.003515461
07/09/2011,339.1,0.048642726
06/09/2011,323,0.007208582
02/09/2011,320.68,-0.028830715
01/09/2011,330.06,0.001060976
31/08/2011,329.71,-6.06575E-05
30/08/2011,329.73,0.007183108
29/08/2011,327.37,0.006250978
26/08/2011,325.33,0.007621259
25/08/2011,322.86,-0.007221585
24/08/2011,325.2,0.008678385
23/08/2011,322.39,0.052176891
22/08/2011,306,0.019269436
19/08/2011,300.16,-0.015700985
18/08/2011,304.91,-0.067555349
17/08/2011,326.22,-0.026558531
16/08/2011,335,0
15/08/2011,335,0.020903532
12/08/2011,328.07,0.002074879
11/08/2011,327.39,0.075078822
10/08/2011,303.71,-0.060990616
09/08/2011,322.81,0.100447108
08/08/2011,291.96,-0.111935646
05/08/2011,326.54,0.012139287
04/08/2011,322.6,-0.048022296
03/08/2011,338.47,0.125699031
02/08/2011,298.49,-0.018685929
01/08/2011,304.12,0.002864813
29/07/2011,303.25,-0.011964414
28/07/2011,306.9,0.012492171
27/07/2011,303.09,-0.031406332
26/07/2011,312.76,-0.011413072
25/07/2011,316.35,0.007010449
22/07/2011,314.14,0.011590435
21/07/2011,310.52,0.007272289
20/07/2011,308.27,-0.010070124
19/07/2011,311.39,0.01240847
18/07/2011,307.55,0
15/07/2011,307.55,0.006098873
14/07/2011,305.68,-0.000686757
13/07/2011,305.89,0.006493955
12/07/2011,303.91,-0.011613393
11/07/2011,307.46,-0.025147853
08/07/2011,315.29,-0.011760947
07/07/2011,319.02,0.019370146
06/07/2011,312.9,-0.009731973
05/07/2011,315.96,0.004726941
01/07/2011,314.47,0.042649487
30/06/2011,301.34,-0.027364892
29/06/2011,309.7,0.107155977
28/06/2011,278.23,0.020442591
27/06/2011,272.6,-0.005852248
24/06/2011,274.2,0.003909895
23/06/2011,273.13,0.00731258
22/06/2011,271.14,-0.010602297
21/06/2011,274.03,0.015000833
20/06/2011,269.95,0.014402159
17/06/2011,266.09,-0.00221484
16/06/2011,266.68,-0.014111749
15/06/2011,270.47,-0.01340478
14/06/2011,274.12,0.024745511
13/06/2011,267.42,0.001459445
10/06/2011,267.03,-0.017337505
09/06/2011,271.7,0.006276557
08/06/2011,270,-0.015435808
07/06/2011,274.2,0.008349862
06/06/2011,271.92,-0.018726184
03/06/2011,277.06,-0.020329026
02/06/2011,282.75,0.007419143
01/06/2011,280.66,-0.022512444
31/05/2011,287.05,0.006325485
27/05/2011,285.24,0.011069313
26/05/2011,282.1,0.027383219
25/05/2011,274.48,0.016123162
24/05/2011,270.09,-0.00689976
23/05/2011,271.96,-0.020418157
20/05/2011,277.57,-0.02311233
19/05/2011,284.06,0.009586038
18/05/2011,281.35,-0.002484914
17/05/2011,282.05,0.010335088
16/05/2011,279.15,-0.003040331
13/05/2011,280,-0.007472015
12/05/2011,282.1,0.014172988
11/05/2011,278.13,-0.010621848
10/05/2011,281.1,0.008323409
09/05/2011,278.77,0.01634697
06/05/2011,274.25,-0.000911162
05/05/2011,274.5,-0.028337833
04/05/2011,282.39,3.54126E-05
03/05/2011,282.38,0.025428594
02/05/2011,275.29,-0.002177148
29/04/2011,275.89,0.004322642
28/04/2011,274.7,-0.002399739
27/04/2011,275.36,-0.003625031
26/04/2011,276.36,0.018000084
