Date,Close,DVA
15/04/2013,124.19,-0.021665523
12/04/2013,126.91,-0.001102536
11/04/2013,127.05,0.013550665
10/04/2013,125.34,-0.002947622
09/04/2013,125.71,-0.000318142
08/04/2013,125.75,0.002946683
05/04/2013,125.38,0.000398867
04/04/2013,125.33,0.000159591
03/04/2013,125.31,-0.014969984
02/04/2013,127.2,0.05901919
01/04/2013,119.91,0.011069295
28/03/2013,118.59,0.003294061
27/03/2013,118.2,-0.001014713
26/03/2013,118.32,0.003556011
25/03/2013,117.9,0.001103238
22/03/2013,117.77,0.000254766
21/03/2013,117.74,-0.010980767
20/03/2013,119.04,0.009792413
19/03/2013,117.88,0.00510292
18/03/2013,117.28,-0.007813867
15/03/2013,118.2,-0.002956708
14/03/2013,118.55,0.011452935
13/03/2013,117.2,-0.001364257
12/03/2013,117.36,-0.008822589
11/03/2013,118.4,-0.002699057
08/03/2013,118.72,-0.001599125
07/03/2013,118.91,-0.02524422
06/03/2013,121.95,-0.011414718
05/03/2013,123.35,0.012563389
04/03/2013,121.81,0.014720742
01/03/2013,120.03,0.00342166
28/02/2013,119.62,0.011349905
27/02/2013,118.27,0.0174852
26/02/2013,116.22,0.006820661
25/02/2013,115.43,-0.005356847
22/02/2013,116.05,0.003885176
21/02/2013,115.6,-0.005004756
20/02/2013,116.18,0.002412962
19/02/2013,115.9,-0.0133701
15/02/2013,117.46,-0.014788794
14/02/2013,119.21,0.003950415
13/02/2013,118.74,0.00261416
12/02/2013,118.43,-0.003119338
11/02/2013,118.8,-0.001009591
08/02/2013,118.92,-8.40866E-05
07/02/2013,118.93,0.00615698
06/02/2013,118.2,0.013800372
05/02/2013,116.58,0.014602584
04/02/2013,114.89,-0.015802755
01/02/2013,116.72,0.011286899
31/01/2013,115.41,0.0046029
30/01/2013,114.88,-0.000870095
29/01/2013,114.98,0.01163465
28/01/2013,113.65,-0.007713247
25/01/2013,114.53,0.001747794
24/01/2013,114.33,0.003592556
23/01/2013,113.92,-0.006997929
22/01/2013,114.72,0.013073229
18/01/2013,113.23,0.005135481
17/01/2013,112.65,0.004715941
16/01/2013,112.12,0.016275142
15/01/2013,110.31,0.0075527
14/01/2013,109.48,0.002560821
11/01/2013,109.2,-0.004385972
10/01/2013,109.68,0.000364764
09/01/2013,109.64,-0.000273585
08/01/2013,109.67,0.012663043
07/01/2013,108.29,-0.014211948
04/01/2013,109.84,-0.000819038
03/01/2013,109.93,0.006662736
02/01/2013,109.2,-0.012105914
31/12/2012,110.53,0.006990813
28/12/2012,109.76,-0.001547636
27/12/2012,109.93,-0.001454413
26/12/2012,110.09,-0.009942237
24/12/2012,111.19,-0.006633226
21/12/2012,111.93,-0.006323217
20/12/2012,112.64,0.015838549
19/12/2012,110.87,0.001715189
18/12/2012,110.68,0.008802634
17/12/2012,109.71,0.005850643
14/12/2012,109.07,0.019254506
13/12/2012,106.99,-0.003917915
12/12/2012,107.41,-0.001209584
11/12/2012,107.54,0.009811787
10/12/2012,106.49,0
07/12/2012,106.49,0.004895049
06/12/2012,105.97,-0.003297379
05/12/2012,106.32,0.001788657
04/12/2012,106.13,-0.003949601
03/12/2012,106.55,-0.013516869
30/11/2012,108,0.003710579
29/11/2012,107.6,-0.007407441
28/11/2012,108.4,-0.008176811
27/11/2012,109.29,-0.006475466
26/11/2012,110,-0.012916225
23/11/2012,111.43,0.01282532
21/11/2012,110.01,-0.031055339
20/11/2012,113.48,-0.004571838
19/11/2012,114,0.008633654
16/11/2012,113.02,0.001150901
15/11/2012,112.89,0.007468693
14/11/2012,112.05,-0.004985321
13/11/2012,112.61,-0.002571949
12/11/2012,112.9,0.004171665
09/11/2012,112.43,0.00544037
08/11/2012,111.82,-0.008903193
07/11/2012,112.82,-0.018964572
06/11/2012,114.98,0.029657955
05/11/2012,111.62,0.001075654
02/11/2012,111.5,-0.007683411
01/11/2012,112.36,-0.001422981
31/10/2012,112.52,0.013420618
26/10/2012,111.02,-0.003506725
25/10/2012,111.41,0.005309827
24/10/2012,110.82,-0.005040515
23/10/2012,111.38,-0.005551093
22/10/2012,112,0.011494379
19/10/2012,110.72,-0.021002604
18/10/2012,113.07,0.02262965
17/10/2012,110.54,0.006079598
16/10/2012,109.87,0.007949966
15/10/2012,109,-0.012943395
12/10/2012,110.42,0.008640738
11/10/2012,109.47,-0.000821805
10/10/2012,109.56,0.016009174
09/10/2012,107.82,-0.005457166
08/10/2012,108.41,0.000184502
05/10/2012,108.39,-9.22552E-05
04/10/2012,108.4,0.006478505
03/10/2012,107.7,0.033901552
02/10/2012,104.11,0.006456298
01/10/2012,103.44,-0.001642116
28/09/2012,103.61,0.011747138
27/09/2012,102.4,0.014162314
26/09/2012,100.96,0.006558704
25/09/2012,100.3,-0.000697663
24/09/2012,100.37,-0.011195441
21/09/2012,101.5,0.028379203
20/09/2012,98.66,0.00091264
19/09/2012,98.57,-0.009491186
18/09/2012,99.51,-0.001706913
17/09/2012,99.68,0.01241625
14/09/2012,98.45,-0.011512953
13/09/2012,99.59,0.011309825
12/09/2012,98.47,0.00887444
11/09/2012,97.6,-0.008772881
10/09/2012,98.46,-0.021303056
07/09/2012,100.58,-0.002680834
06/09/2012,100.85,0.005568275
05/09/2012,100.29,0.026778744
04/09/2012,97.64,0.003796629
31/08/2012,97.27,0.002779638
30/08/2012,97,-0.003293539
29/08/2012,97.32,-0.00184786
28/08/2012,97.5,0.000410341
27/08/2012,97.46,0.004421828
24/08/2012,97.03,0.008798773
23/08/2012,96.18,-0.003321572
22/08/2012,96.5,0.005090656
21/08/2012,96.01,-0.02041308
20/08/2012,97.99,0.003680609
17/08/2012,97.63,-0.006737469
16/08/2012,98.29,0.001629162
15/08/2012,98.13,0.002653063
14/08/2012,97.87,0.015341356
13/08/2012,96.38,-0.003107845
10/08/2012,96.68,0.004145943
09/08/2012,96.28,-0.009921537
08/08/2012,97.24,0.002471171
07/08/2012,97,0.01317925
06/08/2012,95.73,-0.036513132
03/08/2012,99.29,0.019526706
02/08/2012,97.37,-0.01285732
01/08/2012,98.63,0.00213144
31/07/2012,98.42,-0.013924148
30/07/2012,99.8,0.011995507
27/07/2012,98.61,0.00906643
26/07/2012,97.72,0.02078346
25/07/2012,95.71,0.009553377
24/07/2012,94.8,-0.003474968
23/07/2012,95.13,-0.021526334
20/07/2012,97.2,-0.012168461
19/07/2012,98.39,-0.00263906
18/07/2012,98.65,-0.009282682
17/07/2012,99.57,0.006751676
16/07/2012,98.9,-0.000808571
13/07/2012,98.98,0.012197752
12/07/2012,97.78,0.003893847
11/07/2012,97.4,0.006902618
10/07/2012,96.73,-0.006491856
09/07/2012,97.36,0.007526197
06/07/2012,96.63,-0.009680817
05/07/2012,97.57,-0.001433839
03/07/2012,97.71,0.000921517
02/07/2012,97.62,-0.006025653
29/06/2012,98.21,0.015391233
28/06/2012,96.71,0.014582073
27/06/2012,95.31,0.01320186
26/06/2012,94.06,-0.002548313
25/06/2012,94.3,-0.003176286
22/06/2012,94.6,0.029500664
21/06/2012,91.85,-0.020901429
20/06/2012,93.79,0.002669088
19/06/2012,93.54,0.02205018
18/06/2012,91.5,0.023442029
15/06/2012,89.38,0.01431091
14/06/2012,88.11,0.012907827
13/06/2012,86.98,0.011912475
12/06/2012,85.95,0.011938344
11/06/2012,84.93,-0.007857895
08/06/2012,85.6,0.015303418
07/06/2012,84.3,0.005590926
06/06/2012,83.83,0.015386768
05/06/2012,82.55,0.018214549
04/06/2012,81.06,0.010292111
01/06/2012,80.23,-0.012633311
31/05/2012,81.25,-0.004910998
30/05/2012,81.65,-0.012777783
29/05/2012,82.7,0.011431476
25/05/2012,81.76,-0.003174994
24/05/2012,82.02,0.02007333
23/05/2012,80.39,0.001743028
22/05/2012,80.25,-0.055148781
21/05/2012,84.8,0.048194823
18/05/2012,80.81,-0.00653718
17/05/2012,81.34,-0.017427776
16/05/2012,82.77,0.006545478
15/05/2012,82.23,0.00292291
14/05/2012,81.99,-0.010917139
11/05/2012,82.89,-0.015324136
10/05/2012,84.17,-0.015794765
09/05/2012,85.51,0.000818953
08/05/2012,85.44,0.009289267
07/05/2012,84.65,0.003194702
04/05/2012,84.38,-0.010609554
03/05/2012,85.28,-0.01327917
02/05/2012,86.42,-0.036470955
01/05/2012,89.63,0.011783987
30/04/2012,88.58,-0.006638562
27/04/2012,89.17,0.010597619
26/04/2012,88.23,0.003519731
25/04/2012,87.92,0.017555382
24/04/2012,86.39,0.001969759
23/04/2012,86.22,-0.016107113
20/04/2012,87.62,0.004804951
19/04/2012,87.2,0.004828151
18/04/2012,86.78,0.001499164
17/04/2012,86.65,0.012425405
16/04/2012,85.58,-0.002217684
13/04/2012,85.77,-0.011245843
12/04/2012,86.74,0.012645914
11/04/2012,85.65,0.010445491
10/04/2012,84.76,-0.008575677
09/04/2012,85.49,-0.017393759
05/04/2012,86.99,0.001035137
04/04/2012,86.9,-0.028586339
03/04/2012,89.42,-0.003349339
02/04/2012,89.72,-0.005003068
30/03/2012,90.17,0.009919279
29/03/2012,89.28,0.011603803
28/03/2012,88.25,-0.003619504
27/03/2012,88.57,0.001242727
26/03/2012,88.46,0.021250657
23/03/2012,86.6,-0.009309877
22/03/2012,87.41,-0.006840752
21/03/2012,88.01,0.005240386
20/03/2012,87.55,-0.006375975
19/03/2012,88.11,-0.005432951
16/03/2012,88.59,0.007477941
15/03/2012,87.93,0.000113733
14/03/2012,87.92,0.008452363
13/03/2012,87.18,0.010724891
12/03/2012,86.25,0.000347887
09/03/2012,86.22,-0.018159331
08/03/2012,87.8,0.014108165
07/03/2012,86.57,0.008351748
06/03/2012,85.85,-0.008698228
05/03/2012,86.6,-0.001500029
02/03/2012,86.73,-0.001037165
01/03/2012,86.82,0.003114728
29/02/2012,86.55,-0.002423404
28/02/2012,86.76,0.006359506
27/02/2012,86.21,-0.006820441
24/02/2012,86.8,0.009608223
23/02/2012,85.97,0.000581767
22/02/2012,85.92,-0.000930665
21/02/2012,86,0.003261126
17/02/2012,85.72,0.00280374
16/02/2012,85.48,-0.004784977
15/02/2012,85.89,0.013361662
14/02/2012,84.75,0.009365251
13/02/2012,83.96,-0.000119097
10/02/2012,83.97,-0.000476247
09/02/2012,84.01,0.003696862
08/02/2012,83.7,-0.001074691
07/02/2012,83.79,-0.005237484
06/02/2012,84.23,0.003687188
03/02/2012,83.92,0.012590849
02/02/2012,82.87,-0.012233302
01/02/2012,83.89,0.025106931
31/01/2012,81.81,0.005024213
30/01/2012,81.4,0.003075979
27/01/2012,81.15,0.00308547
26/01/2012,80.9,-0.011796647
25/01/2012,81.86,0.012167544
24/01/2012,80.87,0.005331362
23/01/2012,80.44,0.008364071
20/01/2012,79.77,0.000250752
19/01/2012,79.75,0.016435262
18/01/2012,78.45,-0.003562798
17/01/2012,78.73,0.003562798
13/01/2012,78.45,-0.005466231
12/01/2012,78.88,0.004065046
11/01/2012,78.56,-0.000763456
10/01/2012,78.62,0.010613232
09/01/2012,77.79,-0.000385579
06/01/2012,77.82,0.003217713
05/01/2012,77.57,0.003098776
04/01/2012,77.33,0.002589669
03/01/2012,77.13,0.0172621
30/12/2011,75.81,-0.001845019
29/12/2011,75.95,0.007931304
28/12/2011,75.35,-0.014100517
27/12/2011,76.42,-0.000915571
23/12/2011,76.49,0.007611585
22/12/2011,75.91,0.012727203
21/12/2011,74.95,0.003608906
20/12/2011,74.68,0.021110392
19/12/2011,73.12,-0.013988141
16/12/2011,74.15,0.004189478
15/12/2011,73.84,0.016797937
14/12/2011,72.61,-0.0020637
13/12/2011,72.76,-0.007121367
12/12/2011,73.28,-0.017986826
09/12/2011,74.61,0.009291119
08/12/2011,73.92,-0.020089064
07/12/2011,75.42,-0.003044948
06/12/2011,75.65,-0.009996137
05/12/2011,76.41,-0.005221262
02/12/2011,76.81,0.002476701
01/12/2011,76.62,0.005759178
30/11/2011,76.18,0.026739205
29/11/2011,74.17,-0.003902313
28/11/2011,74.46,0.021859536
25/11/2011,72.85,0.006748872
23/11/2011,72.36,-0.009216655
22/11/2011,73.03,0.004804072
21/11/2011,72.68,-0.009448889
18/11/2011,73.37,0.029179973
17/11/2011,71.26,-0.028907344
16/11/2011,73.35,-0.004217406
15/11/2011,73.66,-0.002305242
14/11/2011,73.83,-0.006884012
11/11/2011,74.34,0.012861478
10/11/2011,73.39,0.009721443
09/11/2011,72.68,-0.024195825
08/11/2011,74.46,0.004846536
07/11/2011,74.1,0.001755927
04/11/2011,73.97,0.006102128
03/11/2011,73.52,0.047064233
02/11/2011,70.14,0.027755468
01/11/2011,68.22,-0.025757465
31/10/2011,70,-0.037846142
28/10/2011,72.7,0.009397526
27/10/2011,72.02,0.045594775
26/10/2011,68.81,0.011988448
25/10/2011,67.99,-0.011843109
24/10/2011,68.8,-0.005941616
21/10/2011,69.21,0.032602006
20/10/2011,66.99,0.003589057
19/10/2011,66.75,0.020584956
18/10/2011,65.39,0.059058331
17/10/2011,61.64,-0.022775644
14/10/2011,63.06,0.00254049
13/10/2011,62.9,-0.010438178
12/10/2011,63.56,-0.004082279
11/10/2011,63.82,0.012138558
10/10/2011,63.05,0.021806219
07/10/2011,61.69,-0.044078156
06/10/2011,64.47,0.028476714
05/10/2011,62.66,0.027341346
04/10/2011,60.97,0.005427199
03/10/2011,60.64,-0.032928123
30/09/2011,62.67,-0.004140133
29/09/2011,62.93,-0.09179361
28/09/2011,68.98,-0.036020693
27/09/2011,71.51,0.03081536
26/09/2011,69.34,0.020396978
23/09/2011,67.94,-0.017797698
22/09/2011,69.16,-0.045369188
21/09/2011,72.37,-0.014404529
20/09/2011,73.42,0.00614798
19/09/2011,72.97,0.000274123
16/09/2011,72.95,-0.014425944
15/09/2011,74.01,0.013466843
14/09/2011,73.02,0.015874445
13/09/2011,71.87,0.001253046
12/09/2011,71.78,0.005868397
09/09/2011,71.36,-0.02764134
08/09/2011,73.36,-0.018770384
07/09/2011,74.75,0.036927692
06/09/2011,72.04,0.009484032
02/09/2011,71.36,-0.026823121
01/09/2011,73.3,-0.003812641
31/08/2011,73.58,-0.005421537
30/08/2011,73.98,-0.002430135
29/08/2011,74.16,0.030392483
26/08/2011,71.94,0.033930312
25/08/2011,69.54,-0.028913579
24/08/2011,71.58,-0.001675042
23/08/2011,71.7,0.034190152
22/08/2011,69.29,-0.005038519
19/08/2011,69.64,-0.013549377
18/08/2011,70.59,-0.039580255
17/08/2011,73.44,-0.008811824
16/08/2011,74.09,-0.007663903
15/08/2011,74.66,0.025640691
12/08/2011,72.77,0.005097483
11/08/2011,72.4,0.021359087
10/08/2011,70.87,-0.048205422
09/08/2011,74.37,0.038236929
08/08/2011,71.58,-0.089476437
05/08/2011,78.28,0.006022185
04/08/2011,77.81,-0.00793655
03/08/2011,78.43,-0.016313988
02/08/2011,79.72,0.000627392
01/08/2011,79.67,-0.047432456
29/07/2011,83.54,0.005762321
28/07/2011,83.06,0.004948414
27/07/2011,82.65,-0.018223739
26/07/2011,84.17,-0.00863553
25/07/2011,84.9,-0.011593314
22/07/2011,85.89,-0.009386476
21/07/2011,86.7,0.004160894
20/07/2011,86.34,-0.003122292
19/07/2011,86.61,0.008813695
18/07/2011,85.85,-0.014455297
15/07/2011,87.1,0.001148765
14/07/2011,87,-0.002181527
13/07/2011,87.19,-0.003777693
12/07/2011,87.52,0.00595922
11/07/2011,87,-0.019013495
08/07/2011,88.67,-0.007751541
07/07/2011,89.36,0.009670603
06/07/2011,88.5,0.005097717
05/07/2011,88.05,0.009700504
01/07/2011,87.2,0.006789049
30/06/2011,86.61,0.01243118
29/06/2011,85.54,0.000350775
28/06/2011,85.51,0.007277027
27/06/2011,84.89,0.011015806
24/06/2011,83.96,-0.005108416
23/06/2011,84.39,-0.007437612
22/06/2011,85.02,0.003298778
21/06/2011,84.74,-0.00235738
20/06/2011,84.94,0.01029534
17/06/2011,84.07,-0.001901367
16/06/2011,84.23,0.012183619
15/06/2011,83.21,-0.007423406
14/06/2011,83.83,0.00766379
13/06/2011,83.19,0.00192516
10/06/2011,83.03,-0.011852877
09/06/2011,84.02,0.009086624
08/06/2011,83.26,0.00674864
07/06/2011,82.7,-0.002777276
06/06/2011,82.93,-0.009242099
03/06/2011,83.7,-0.008565363
02/06/2011,84.42,0.006178727
01/06/2011,83.9,-0.001786246
31/05/2011,84.05,0.005129134
27/05/2011,83.62,-0.003819532
26/05/2011,83.94,0.005854608
25/05/2011,83.45,-0.002393777
24/05/2011,83.65,-0.009991757
23/05/2011,84.49,-0.013285717
20/05/2011,85.62,-0.012419636
19/05/2011,86.69,0.000461521
18/05/2011,86.65,0.007064712
17/05/2011,86.04,0.007583306
16/05/2011,85.39,-0.002339456
13/05/2011,85.59,-0.011962282
12/05/2011,86.62,0.01009465
11/05/2011,85.75,0.003621711
10/05/2011,85.44,0.019381368
09/05/2011,83.8,-0.006660348
06/05/2011,84.36,-0.001303086
05/05/2011,84.47,-0.010949659
04/05/2011,85.4,-0.005837728
03/05/2011,85.9,-0.037360831
02/05/2011,89.17,0.012185641
29/04/2011,88.09,-0.001021161
28/04/2011,88.18,0.003749365
27/04/2011,87.85,0.000341549
26/04/2011,87.82,-0.001706582
25/04/2011,87.97,0.002845924
21/04/2011,87.72,0.003769064
20/04/2011,87.39,0.00711992
19/04/2011,86.77,0.007519267
18/04/2011,86.12,-0.010626111
15/04/2011,87.04,0.001034542
14/04/2011,86.95,0.002879357
13/04/2011,86.7,0.003003352
12/04/2011,86.44,-0.002195644
11/04/2011,86.63,-0.000461627
08/04/2011,86.67,-0.00334044
07/04/2011,86.96,0.000345046
06/04/2011,86.93,0.007621284
05/04/2011,86.27,-0.005779027
04/04/2011,86.77,0.002769765
01/04/2011,86.53,0.011857846
31/03/2011,85.51,0.016270107
30/03/2011,84.13,0.013402139
29/03/2011,83.01,0
28/03/2011,83.01,-0.002045852
25/03/2011,83.18,0.004095898
24/03/2011,82.84,-0.000362078
23/03/2011,82.87,0.015198785
22/03/2011,81.62,0.023553835
21/03/2011,79.72,-0.000626999
18/03/2011,79.77,-0.009854754
17/03/2011,80.56,0.014881785
16/03/2011,79.37,-0.014509323
15/03/2011,80.53,-0.01270916
14/03/2011,81.56,-0.002693769
11/03/2011,81.78,0.010942508
10/03/2011,80.89,-0.017523884
09/03/2011,82.32,-0.009671255
08/03/2011,83.12,0.007729507
07/03/2011,82.48,-0.015399727
04/03/2011,83.76,0.035978601
03/03/2011,80.8,0.001858161
02/03/2011,80.65,0.013984496
01/03/2011,79.53,0.002013846
28/02/2011,79.37,0.010003249
25/02/2011,78.58,0.013581247
24/02/2011,77.52,-0.001160317
23/02/2011,77.61,-0.008979024
22/02/2011,78.31,-0.017217795
18/02/2011,79.67,-0.004633406
17/02/2011,80.04,-0.000749344
16/02/2011,80.1,0.012436565
15/02/2011,79.11,0.006976625
14/02/2011,78.56,0.000636659
11/02/2011,78.51,0.030258321
10/02/2011,76.17,0.002365932
09/02/2011,75.99,-0.010081918
08/02/2011,76.76,0.010476785
07/02/2011,75.96,-0.007867861
04/02/2011,76.56,0.022455045
03/02/2011,74.86,0.003345156
02/02/2011,74.61,-0.001874666
01/02/2011,74.75,0.012113203
31/01/2011,73.85,-0.005805728
28/01/2011,74.28,-0.013771192
27/01/2011,75.31,0.024191477
