Date,Close,NLSN
23/09/2013,36.38,0.014117882
20/09/2013,35.87,-0.035869691
19/09/2013,37.18,0.006476008
18/09/2013,36.94,0.015000963
17/09/2013,36.39,0.021948374
16/09/2013,35.6,0.001124227
13/09/2013,35.56,-0.002527736
12/09/2013,35.65,0.005625894
11/09/2013,35.45,0.001411433
10/09/2013,35.4,0.009080653
09/09/2013,35.08,0.002283106
06/09/2013,35,0.004868977
05/09/2013,34.83,0.008361012
04/09/2013,34.54,-0.003756687
03/09/2013,34.67,0.004915436
30/08/2013,34.5,-0.000869187
29/08/2013,34.53,0.010187834
28/08/2013,34.18,0.012364008
27/08/2013,33.76,-0.016160187
26/08/2013,34.31,0.007313182
23/08/2013,34.06,0.00500369
22/08/2013,33.89,0.009487175
21/08/2013,33.57,-0.002677378
20/08/2013,33.66,0.03353282
19/08/2013,32.55,-0.00551472
16/08/2013,32.73,0.002141001
15/08/2013,32.66,-0.0064093
14/08/2013,32.87,-0.015995512
13/08/2013,33.4,-0.000598623
12/08/2013,33.42,0.009923401
09/08/2013,33.09,0.007279377
08/08/2013,32.85,-0.009392585
07/08/2013,33.16,-0.015856727
06/08/2013,33.69,-0.003555559
05/08/2013,33.81,0.00207254
02/08/2013,33.74,0.004753425
01/08/2013,33.58,0.004776128
31/07/2013,33.42,-0.004180358
30/07/2013,33.56,0.006277109
29/07/2013,33.35,0.00360469
26/07/2013,33.23,-0.000601685
25/07/2013,33.25,-0.001802885
24/07/2013,33.31,0.000300255
23/07/2013,33.3,-0.002998503
22/07/2013,33.4,0.006006024
19/07/2013,33.2,-0.006604647
18/07/2013,33.42,0.013556466
17/07/2013,32.97,-0.026045478
16/07/2013,33.84,-0.017575145
15/07/2013,34.44,-0.000870701
12/07/2013,34.47,0.006110888
11/07/2013,34.26,0.021537932
10/07/2013,33.53,-0.020661892
09/07/2013,34.23,-0.025098678
08/07/2013,35.1,0.011461444
05/07/2013,34.7,0.022145427
03/07/2013,33.94,-0.000883522
02/07/2013,33.97,0.020521166
01/07/2013,33.28,-0.009271788
28/06/2013,33.59,-0.015068981
27/06/2013,34.1,0.009132484
26/06/2013,33.79,-0.000591716
25/06/2013,33.81,-0.003248194
24/06/2013,33.92,-0.002649788
21/06/2013,34.01,-0.012564081
20/06/2013,34.44,-0.017556934
19/06/2013,35.05,-0.000855554
18/06/2013,35.08,0.013777485
17/06/2013,34.6,0.007834075
14/06/2013,34.33,-0.000291248
13/06/2013,34.34,0.012306045
12/06/2013,33.92,-0.000294768
11/06/2013,33.93,-0.001472537
10/06/2013,33.98,-0.007914448
07/06/2013,34.25,0.018565437
06/06/2013,33.62,0.006265872
05/06/2013,33.41,-0.0071578
04/06/2013,33.65,-0.010641543
03/06/2013,34.01,0.002944643
31/05/2013,33.91,0.000589971
30/05/2013,33.89,-0.000295029
29/05/2013,33.9,-0.029931044
28/05/2013,34.93,-0.002287676
24/05/2013,35.01,0.015254289
23/05/2013,34.48,-0.002028104
22/05/2013,34.55,-0.00893249
21/05/2013,34.86,-0.016218879
20/05/2013,35.43,0.004242688
17/05/2013,35.28,0.00796817
16/05/2013,35,0.000285755
15/05/2013,34.99,0.009764581
14/05/2013,34.65,-0.010336009
13/05/2013,35.01,-0.052848782
10/05/2013,36.91,0.002984672
09/05/2013,36.8,0.007090294
08/05/2013,36.54,0.007416598
07/05/2013,36.27,0.006916614
06/05/2013,36.02,0.010605737
03/05/2013,35.64,0.008736141
02/05/2013,35.33,0.000283086
01/05/2013,35.32,0.020017826
30/04/2013,34.62,0.011329097
29/04/2013,34.23,-0.014789308
26/04/2013,34.74,0.003171402
25/04/2013,34.63,0.007536268
24/04/2013,34.37,-0.0014537
23/04/2013,34.42,-0.000290487
22/04/2013,34.43,-0.014990191
19/04/2013,34.95,0.006602579
18/04/2013,34.72,-0.006602579
17/04/2013,34.95,-0.003427595
16/04/2013,35.07,0.011182912
15/04/2013,34.68,-0.023087815
12/04/2013,35.49,-0.009813621
11/04/2013,35.84,0.009531892
10/04/2013,35.5,0.016759375
09/04/2013,34.91,0.001720184
08/04/2013,34.85,0.00691048
05/04/2013,34.61,-0.009775811
04/04/2013,34.95,-0.002286369
03/04/2013,35.03,-0.009093555
02/04/2013,35.35,-0.000848296
01/04/2013,35.38,-0.012359708
28/03/2013,35.82,0.018597324
27/03/2013,35.16,0.005418522
26/03/2013,34.97,0.011504297
25/03/2013,34.57,-0.001734104
22/03/2013,34.63,0.005211361
21/03/2013,34.45,-0.006077287
20/03/2013,34.66,0.004916857
19/03/2013,34.49,-0.003184255
18/03/2013,34.6,-0.001732602
15/03/2013,34.66,0.000865926
14/03/2013,34.63,-0.002883508
13/03/2013,34.73,0.001152406
12/03/2013,34.69,-0.004027623
11/03/2013,34.83,-0.001721171
08/03/2013,34.89,0.017054901
07/03/2013,34.3,-0.008997303
06/03/2013,34.61,0.01250198
05/03/2013,34.18,0.007930722
04/03/2013,33.91,-0.004120076
01/03/2013,34.05,0.010628975
28/02/2013,33.69,-0.002371777
27/02/2013,33.77,0.023974777
26/02/2013,32.97,0.016514137
25/02/2013,32.43,0.005255848
22/02/2013,32.26,0.012162944
21/02/2013,31.87,-0.011852915
20/02/2013,32.25,-0.013551177
19/02/2013,32.69,0.008910798
15/02/2013,32.4,-0.004618946
14/02/2013,32.55,-0.035313764
13/02/2013,33.72,0.013735659
12/02/2013,33.26,0.017898248
11/02/2013,32.67,-0.004276121
08/02/2013,32.81,0.003052505
07/02/2013,32.71,0.012613611
06/02/2013,32.3,-0.00030955
05/02/2013,32.31,0.010578817
04/02/2013,31.97,-0.017672139
01/02/2013,32.54,0.000922367
31/01/2013,32.51,-0.000922367
30/01/2013,32.54,0.000922367
29/01/2013,32.51,-0.000922367
28/01/2013,32.54,0.012368741
25/01/2013,32.14,-0.001243781
24/01/2013,32.18,0.015028461
23/01/2013,31.7,0.006329135
22/01/2013,31.5,-0.004118491
18/01/2013,31.63,0.011127122
17/01/2013,31.28,0.005771096
16/01/2013,31.1,-0.007049052
15/01/2013,31.32,0.005763705
14/01/2013,31.14,-0.000642055
11/01/2013,31.16,0.008379037
10/01/2013,30.9,-0.003875974
09/01/2013,31.02,-0.005465373
08/01/2013,31.19,-0.011476058
07/01/2013,31.55,0.011476058
04/01/2013,31.19,0.011284982
03/01/2013,30.84,-0.004852023
02/01/2013,30.99,0.012991414
31/12/2012,30.59,0.01084645
28/12/2012,30.26,-0.001650983
27/12/2012,30.31,-0.001648261
26/12/2012,30.36,-0.001316656
24/12/2012,30.4,-0.00623055
21/12/2012,30.59,-0.006841532
20/12/2012,30.8,0.00847739
19/12/2012,30.54,-0.012365924
18/12/2012,30.92,0.042953415
17/12/2012,29.62,-0.001012317
14/12/2012,29.65,0.008467451
13/12/2012,29.4,0.004089985
12/12/2012,29.28,-0.004430063
11/12/2012,29.41,0.005455179
10/12/2012,29.25,0.000341939
07/12/2012,29.24,0.01169604
06/12/2012,28.9,0.014639509
05/12/2012,28.48,0
04/12/2012,28.48,0.007754709
03/12/2012,28.26,-0.002120892
30/11/2012,28.32,-0.005633818
29/11/2012,28.48,0.010944505
28/11/2012,28.17,0.003912507
27/11/2012,28.06,-0.007102303
26/11/2012,28.26,0
23/11/2012,28.26,0.007458745
21/11/2012,28.05,0.017623186
20/11/2012,27.56,-0.004344685
19/11/2012,27.68,0.001446132
16/11/2012,27.64,-0.000723327
15/11/2012,27.66,-0.018270256
14/11/2012,28.17,-0.014449591
13/11/2012,28.58,-0.011480384
12/11/2012,28.91,0.004159451
09/11/2012,28.79,-0.008301673
08/11/2012,29.03,-0.011303426
07/11/2012,29.36,-0.008478938
06/11/2012,29.61,0.005757848
05/11/2012,29.44,-0.011146881
02/11/2012,29.77,0.006402718
01/11/2012,29.58,0.02256506
31/10/2012,28.92,0
26/10/2012,28.92,0.015682496
25/10/2012,28.47,0.004223871
24/10/2012,28.35,-0.023358217
23/10/2012,29.02,-0.021476878
22/10/2012,29.65,-0.058936858
19/10/2012,31.45,0.004780886
18/10/2012,31.3,-0.015848192
17/10/2012,31.8,0.006309169
16/10/2012,31.6,0.020784121
15/10/2012,30.95,0.00583281
12/10/2012,30.77,0.003255211
11/10/2012,30.67,0.007527445
10/10/2012,30.44,0.00560041
09/10/2012,30.27,-0.011496267
08/10/2012,30.62,-0.005536572
05/10/2012,30.79,0.011103968
04/10/2012,30.45,0.004278433
03/10/2012,30.32,0.003303604
02/10/2012,30.22,0.01634732
01/10/2012,29.73,-0.008373856
28/09/2012,29.98,0.008373856
27/09/2012,29.73,0.010142075
26/09/2012,29.43,-0.003392134
25/09/2012,29.53,-0.015123797
24/09/2012,29.98,-0.0162121
21/09/2012,30.47,0.007577042
20/09/2012,30.24,0.002317498
19/09/2012,30.17,0.005317394
18/09/2012,30.01,0.00971044
17/09/2012,29.72,0.007429957
14/09/2012,29.5,-0.000338926
13/09/2012,29.51,-0.003045172
12/09/2012,29.6,0.040329436
11/09/2012,28.43,0.003523612
10/09/2012,28.33,-0.005982773
07/09/2012,28.5,-0.004201687
06/09/2012,28.62,0.001398602
05/09/2012,28.58,0.005965977
04/09/2012,28.41,0.013109134
31/08/2012,28.04,-0.003915292
30/08/2012,28.15,0.002845964
29/08/2012,28.07,-0.004265915
28/08/2012,28.19,-0.004247794
27/08/2012,28.31,0.001767722
24/08/2012,28.26,0.008885788
23/08/2012,28.01,-0.013123082
22/08/2012,28.38,-0.003517415
21/08/2012,28.48,-0.006649193
20/08/2012,28.67,-0.003829422
17/08/2012,28.78,0.000347524
16/08/2012,28.77,0.00592646
15/08/2012,28.6,0.004555817
14/08/2012,28.47,-0.013259092
13/08/2012,28.85,-0.004495944
10/08/2012,28.98,-0.001034661
09/08/2012,29.01,0.013185479
08/08/2012,28.63,-0.002790375
07/08/2012,28.71,-0.010739753
06/08/2012,29.02,-0.005840937
03/08/2012,29.19,0.010676871
02/08/2012,28.88,0.012193149
01/08/2012,28.53,0.001052078
31/07/2012,28.5,0.004571838
30/07/2012,28.37,0.011343617
27/07/2012,28.05,0.002498663
26/07/2012,27.98,0.01621365
25/07/2012,27.53,0.095201214
24/07/2012,25.03,-0.024858254
23/07/2012,25.66,-0.003889542
20/07/2012,25.76,-0.008888947
19/07/2012,25.99,0.000769823
18/07/2012,25.97,-0.003075743
17/07/2012,26.05,-0.004595948
16/07/2012,26.17,-0.00571539
13/07/2012,26.32,0.008777007
12/07/2012,26.09,-0.00649477
11/07/2012,26.26,-0.003421406
10/07/2012,26.35,-0.015813583
09/07/2012,26.77,0.004868012
06/07/2012,26.64,0.003007521
05/07/2012,26.56,-0.000376435
03/07/2012,26.57,0.004526601
02/07/2012,26.45,0.00873368
29/06/2012,26.22,0.022758938
28/06/2012,25.63,-0.012793351
27/06/2012,25.96,0.001927897
26/06/2012,25.91,-0.021760736
25/06/2012,26.48,-0.017964555
22/06/2012,26.96,-0.019468016
21/06/2012,27.49,-0.010133999
20/06/2012,27.77,0.006502913
19/06/2012,27.59,0.022357537
18/06/2012,26.98,0.006320899
15/06/2012,26.81,-0.020672571
14/06/2012,27.37,0
13/06/2012,27.37,-0.014868814
12/06/2012,27.78,0.012679032
11/06/2012,27.43,0.015430137
08/06/2012,27.01,-0.012143663
07/06/2012,27.34,-0.006562182
06/06/2012,27.52,0.007293978
05/06/2012,27.32,-0.001097494
04/06/2012,27.35,0
01/06/2012,27.35,-0.014158886
31/05/2012,27.74,0.002526621
30/05/2012,27.67,-0.015064847
29/05/2012,28.09,0.012538226
25/05/2012,27.74,0.001804078
24/05/2012,27.69,0.011989244
23/05/2012,27.36,-0.016673094
22/05/2012,27.82,0.001798885
21/05/2012,27.77,0.009770297
18/05/2012,27.5,0.011704596
17/05/2012,27.18,-0.036131098
16/05/2012,28.18,0.004267432
15/05/2012,28.06,0.000713013
14/05/2012,28.04,-0.018725154
11/05/2012,28.57,-0.003842799
10/05/2012,28.68,-0.009024705
09/05/2012,28.94,-0.009628685
08/05/2012,29.22,0.005146692
07/05/2012,29.07,-0.018067647
04/05/2012,29.6,0.011552966
03/05/2012,29.26,0.004452825
02/05/2012,29.13,0.000343348
01/05/2012,29.12,-0.003428183
30/04/2012,29.22,-0.005120339
27/04/2012,29.37,-0.006786589
26/04/2012,29.57,0.01361955
25/04/2012,29.17,-0.003422317
24/04/2012,29.27,0.012029703
23/04/2012,28.92,-0.011004238
20/04/2012,29.24,0.018292141
19/04/2012,28.71,-0.006942062
18/04/2012,28.91,-0.007581015
17/04/2012,29.13,0.005853003
16/04/2012,28.96,-0.007910617
13/04/2012,29.19,-0.008188377
12/04/2012,29.43,0.008531019
11/04/2012,29.18,0
10/04/2012,29.18,-0.015303818
09/04/2012,29.63,-0.004377848
05/04/2012,29.76,-0.008032172
04/04/2012,30,-0.009620243
03/04/2012,30.29,0.003969572
02/04/2012,30.17,0.00099486
30/03/2012,30.14,0.019769449
29/03/2012,29.55,-0.009095565
28/03/2012,29.82,-0.015968403
27/03/2012,30.3,-0.003952574
26/03/2012,30.42,-0.000328677
23/03/2012,30.43,0.010903792
22/03/2012,30.1,-0.013201512
21/03/2012,30.5,-0.004253237
20/03/2012,30.63,0.011822798
19/03/2012,30.27,-0.004285485
16/03/2012,30.4,0.008257685
15/03/2012,30.15,0.011341015
14/03/2012,29.81,0.00100688
13/03/2012,29.78,0.008430332
12/03/2012,29.53,0.001355473
09/03/2012,29.49,-0.005410903
08/03/2012,29.65,0.015635941
07/03/2012,29.19,0
06/03/2012,29.19,-0.011241815
05/03/2012,29.52,0.000677736
02/03/2012,29.5,-0.001355014
01/03/2012,29.54,0.001694054
29/02/2012,29.49,0.007146534
28/02/2012,29.28,0.01618214
27/02/2012,28.81,0.03209586
24/02/2012,27.9,-0.001432665
23/02/2012,27.94,0.003944778
22/02/2012,27.83,-0.006803965
21/02/2012,28.02,-0.0092363
17/02/2012,28.28,-0.005641764
16/02/2012,28.44,0.022041418
15/02/2012,27.82,0.018502251
14/02/2012,27.31,-0.004748867
13/02/2012,27.44,-0.036849098
10/02/2012,28.47,0.002813931
09/02/2012,28.39,-0.003165116
08/02/2012,28.48,0.013788445
07/02/2012,28.09,-0.026696352
06/02/2012,28.85,-0.046393964
03/02/2012,30.22,0.050214076
02/02/2012,28.74,-0.008316056
01/02/2012,28.98,0
31/01/2012,28.98,-0.001034661
30/01/2012,29.01,-0.005842945
27/01/2012,29.18,0.004120885
26/01/2012,29.06,0.015256884
25/01/2012,28.62,-0.001745506
24/01/2012,28.67,-0.010754657
23/01/2012,28.98,0.031192296
20/01/2012,28.09,-0.021483482
19/01/2012,28.7,-0.022736081
18/01/2012,29.36,0.001022321
17/01/2012,29.33,0.028706796
13/01/2012,28.5,-0.026317308
12/01/2012,29.26,-0.010877062
11/01/2012,29.58,-0.000675904
10/01/2012,29.6,0.012236726
09/01/2012,29.24,-0.002732242
06/01/2012,29.32,-0.001022669
05/01/2012,29.35,0.002046385
04/01/2012,29.29,-0.021615161
03/01/2012,29.93,0.008051033
30/12/2011,29.69,0.001348163
29/12/2011,29.65,0.003716848
28/12/2011,29.54,-0.006747664
27/12/2011,29.74,-0.004361691
23/12/2011,29.87,0.001675323
22/12/2011,29.82,0.001342282
21/12/2011,29.78,0.010464231
20/12/2011,29.47,0.038745767
19/12/2011,28.35,0.019591009
16/12/2011,27.8,-0.002155948
15/12/2011,27.86,-0.001076233
14/12/2011,27.89,-0.021635886
13/12/2011,28.5,-0.007689657
12/12/2011,28.72,0.00034825
09/12/2011,28.71,0.021475918
08/12/2011,28.1,-0.026340417
07/12/2011,28.85,-0.001039321
06/12/2011,28.88,-0.027997732
05/12/2011,29.7,-0.005372746
02/12/2011,29.86,0.016546047
01/12/2011,29.37,0.010955262
30/11/2011,29.05,0.01386504
29/11/2011,28.65,-0.012831804
28/11/2011,29.02,0.017730345
25/11/2011,28.51,0.00175531
23/11/2011,28.46,-0.026353814
22/11/2011,29.22,0.018653391
21/11/2011,28.68,0.004192878
18/11/2011,28.56,-0.011142177
17/11/2011,28.88,-0.041043577
16/11/2011,30.09,-0.029471681
15/11/2011,30.99,0.001937985
14/11/2011,30.93,0.020248896
11/11/2011,30.31,0.009947032
10/11/2011,30.01,0.017818592
09/11/2011,29.48,-0.025784117
08/11/2011,30.25,0.006633523
07/11/2011,30.05,0.019489864
04/11/2011,29.47,0.018493678
03/11/2011,28.93,0.007981996
02/11/2011,28.7,-0.001392758
01/11/2011,28.74,-0.021002666
31/10/2011,29.35,-0.003401364
28/10/2011,29.45,-0.01449545
27/10/2011,29.88,0.087011377
26/10/2011,27.39,-0.028434523
25/10/2011,28.18,-0.021068195
24/10/2011,28.78,-0.006925235
21/10/2011,28.98,0.005883388
20/10/2011,28.81,0.022110043
19/10/2011,28.18,-0.004249298
18/10/2011,28.3,0.009229742
17/10/2011,28.04,-0.006398884
14/10/2011,28.22,0.009613747
13/10/2011,27.95,0.008984786
12/10/2011,27.7,0.022636965
11/10/2011,27.08,-0.015390557
10/10/2011,27.5,0.00766567
07/10/2011,27.29,-0.003292485
06/10/2011,27.38,0.031536652
05/10/2011,26.53,0.054611827
04/10/2011,25.12,0.002790514
03/10/2011,25.05,-0.04029491
30/09/2011,26.08,-0.025365736
29/09/2011,26.75,-0.022182056
28/09/2011,27.35,-0.001826485
27/09/2011,27.4,0.023634778
26/09/2011,26.76,0.005245422
23/09/2011,26.62,0.018961509
22/09/2011,26.12,-0.090355702
21/09/2011,28.59,0.032708213
20/09/2011,27.67,-0.021098583
19/09/2011,28.26,-0.000707464
16/09/2011,28.28,0.020000667
15/09/2011,27.72,0.024097552
14/09/2011,27.06,-0.020121403
13/09/2011,27.61,-0.006857995
12/09/2011,27.8,-0.018885293
09/09/2011,28.33,-0.027847257
08/09/2011,29.13,0.002061856
07/09/2011,29.07,0.008290203
06/09/2011,28.83,-0.023312677
02/09/2011,29.51,0.004074709
01/09/2011,29.39,-0.009144856
31/08/2011,29.66,0.007784774
30/08/2011,29.43,-0.004069182
29/08/2011,29.55,0.043575359
26/08/2011,28.29,0.027595372
25/08/2011,27.52,-0.008322827
24/08/2011,27.75,0.011234037
23/08/2011,27.44,-0.008708328
22/08/2011,27.68,0.041303806
19/08/2011,26.56,-0.031501586
18/08/2011,27.41,-0.039346993
17/08/2011,28.51,0.022704061
16/08/2011,27.87,-0.000358744
15/08/2011,27.88,0.030222581
12/08/2011,27.05,-0.0139503
11/08/2011,27.43,0.035625289
10/08/2011,26.47,-0.021674989
09/08/2011,27.05,0.034985701
08/08/2011,26.12,-0.056924424
05/08/2011,27.65,-0.016855339
04/08/2011,28.12,-0.034600691
03/08/2011,29.11,0.003785928
02/08/2011,29,-0.030228146
01/08/2011,29.89,-0.002339182
29/07/2011,29.96,-0.014250448
28/07/2011,30.39,0
27/07/2011,30.39,0.003295982
26/07/2011,30.29,-0.002966872
25/07/2011,30.38,-0.018265348
22/07/2011,30.94,0.013995346
21/07/2011,30.51,0.009550542
20/07/2011,30.22,-0.020308592
19/07/2011,30.84,0.010102742
18/07/2011,30.53,-0.016566889
15/07/2011,31.04,0.024128983
14/07/2011,30.3,0.006622541
13/07/2011,30.1,0.001662511
12/07/2011,30.05,-0.000997838
11/07/2011,30.08,-0.017792891
08/07/2011,30.62,-0.023879805
07/07/2011,31.36,0.021596327
06/07/2011,30.69,-0.006819315
05/07/2011,30.9,0.001943635
01/07/2011,30.84,-0.010322672
30/06/2011,31.16,0.021408537
29/06/2011,30.5,0.018865362
28/06/2011,29.93,0.017866648
27/06/2011,29.4,-0.019202207
24/06/2011,29.97,-0.025693113
23/06/2011,30.75,0.024359335
22/06/2011,30.01,-0.017834026
21/06/2011,30.55,0.033619409
20/06/2011,29.54,-0.024742151
17/06/2011,30.28,0.038718858
16/06/2011,29.13,-0.02072437
15/06/2011,29.74,-0.028833812
14/06/2011,30.61,-0.000979592
13/06/2011,30.64,0.002614381
10/06/2011,30.56,-0.029978071
09/06/2011,31.49,0.001589068
08/06/2011,31.44,-0.010441481
07/06/2011,31.77,0.019708203
06/06/2011,31.15,-0.014975587
03/06/2011,31.62,-0.011946071
02/06/2011,32,0.037247661
01/06/2011,30.83,-0.021181793
31/05/2011,31.49,0.00413684
27/05/2011,31.36,0.010901038
26/05/2011,31.02,0.00906742
25/05/2011,30.74,0.004237985
24/05/2011,30.61,-0.02707223
23/05/2011,31.45,-0.01546016
20/05/2011,31.94,0.007542462
19/05/2011,31.7,-0.010356283
18/05/2011,32.03,-0.000936184
17/05/2011,32.06,0.036852963
16/05/2011,30.9,0.009756175
13/05/2011,30.6,0.010842886
12/05/2011,30.27,0.002646379
11/05/2011,30.19,-0.000993213
10/05/2011,30.22,-0.002313668
09/05/2011,30.29,0.015303027
06/05/2011,29.83,0.002013423
05/05/2011,29.77,0.031391182
04/05/2011,28.85,-0.017182553
03/05/2011,29.35,-0.016222052
02/05/2011,29.83,-0.002009378
29/04/2011,29.89,0.019254099
28/04/2011,29.32,0.020676133
27/04/2011,28.72,0.008742843
26/04/2011,28.47,-0.004555817
25/04/2011,28.6,-0.005231049
21/04/2011,28.75,0.052483934
20/04/2011,27.28,-0.01166194
19/04/2011,27.6,0.010929071
18/04/2011,27.3,-0.026031839
15/04/2011,28.02,0.012931215
14/04/2011,27.66,-0.014714064
13/04/2011,28.07,-0.000356189
12/04/2011,28.08,0.015431851
11/04/2011,27.65,0.022678368
08/04/2011,27.03,-0.016511107
07/04/2011,27.48,-0.000727537
06/04/2011,27.5,0.003278094
05/04/2011,27.41,-0.01232793
04/04/2011,27.75,0.016715505
01/04/2011,27.29,-0.000732601
31/03/2011,27.31,-0.018502251
30/03/2011,27.82,-0.004304167
29/03/2011,27.94,0.016237052
28/03/2011,27.49,-0.004717846
25/03/2011,27.62,0.020483525
24/03/2011,27.06,0.010401282
23/03/2011,26.78,-0.013721706
22/03/2011,27.15,0.00554018
21/03/2011,27,0.01342302
18/03/2011,26.64,0.020861747
17/03/2011,26.09,0.00230238
16/03/2011,26.03,-0.011838977
15/03/2011,26.34,-0.004545462
14/03/2011,26.46,0.017537621
11/03/2011,26,-0.000768935
10/03/2011,26.02,-0.035859664
09/03/2011,26.97,-0.004808591
08/03/2011,27.1,0.003696862
07/03/2011,27,0.016807118
04/03/2011,26.55,-0.007130824
03/03/2011,26.74,-0.006708933
02/03/2011,26.92,-0.007770622
01/03/2011,27.13,0.020104921
28/02/2011,26.59,0.022823357
25/02/2011,25.99,0.001540239
24/02/2011,25.95,-0.026992705
23/02/2011,26.66,0.009043016
22/02/2011,26.42,-0.046950038
18/02/2011,27.69,0.024864169
17/02/2011,27.01,0.03811063
16/02/2011,26,0.024135076
15/02/2011,25.38,0.000394089
14/02/2011,25.37,0.005930043
11/02/2011,25.22,-0.007111843
10/02/2011,25.4,-0.007061622
09/02/2011,25.58,-0.017438923
08/02/2011,26.03,0.009262899
07/02/2011,25.79,-0.011181917
04/02/2011,26.08,0.004997127
03/02/2011,25.95,0
02/02/2011,25.95,0.007736983
01/02/2011,25.75,-0.012350601
31/01/2011,26.07,0.041909403
28/01/2011,25,-0.015873349
27/01/2011,25.4,
