Date,Close,DISCA
19/06/2013,76.53,-0.017101077
18/06/2013,77.85,0.010329337
17/06/2013,77.05,0.00873368
14/06/2013,76.38,0.004198379
13/06/2013,76.06,0.033285169
12/06/2013,73.57,-0.004069458
11/06/2013,73.87,-0.006476881
10/06/2013,74.35,-0.027068125
07/06/2013,76.39,0.018097053
06/06/2013,75.02,-0.0113984
05/06/2013,75.88,-0.036362937
04/06/2013,78.69,-0.004058344
03/06/2013,79.01,0.001773499
31/05/2013,78.87,-0.012849761
30/05/2013,79.89,0.00741256
29/05/2013,79.3,-0.018738837
28/05/2013,80.8,0.015842657
24/05/2013,79.53,-0.003138538
23/05/2013,79.78,0.00792806
22/05/2013,79.15,-0.010681848
21/05/2013,80,0.014606152
20/05/2013,78.84,-0.000126831
17/05/2013,78.85,0.000761228
16/05/2013,78.79,-0.007082362
15/05/2013,79.35,0.013065449
14/05/2013,78.32,0.009493336
13/05/2013,77.58,-0.014079332
10/05/2013,78.68,0.013048669
09/05/2013,77.66,0.009314427
08/05/2013,76.94,-0.012014872
07/05/2013,77.87,-0.014660215
06/05/2013,79.02,-0.002401568
03/05/2013,79.21,-0.003528674
02/05/2013,79.49,0.017129138
01/05/2013,78.14,-0.008664682
30/04/2013,78.82,-0.000126863
29/04/2013,78.83,-0.004808918
26/04/2013,79.21,-0.008548135
25/04/2013,79.89,0.009305902
24/04/2013,79.15,0.00215013
23/04/2013,78.98,0.009669287
22/04/2013,78.22,0.004741471
19/04/2013,77.85,0.015664765
18/04/2013,76.64,-0.021556175
17/04/2013,78.31,-0.013697107
16/04/2013,79.39,0.007078781
15/04/2013,78.83,-0.027525821
12/04/2013,81.03,0.003956973
11/04/2013,80.71,0.003350918
10/04/2013,80.44,0.023139865
09/04/2013,78.6,-0.003556011
08/04/2013,78.88,0.004065046
05/04/2013,78.56,0.01126484
04/04/2013,77.68,-0.004623692
03/04/2013,78.04,-0.008294567
02/04/2013,78.69,0.009063699
01/04/2013,77.98,-0.009698902
28/03/2013,78.74,0.001906821
27/03/2013,78.59,-0.011889844
26/03/2013,79.53,0.005800773
25/03/2013,79.07,-0.000758534
22/03/2013,79.13,0.009140599
21/03/2013,78.41,-0.006989925
20/03/2013,78.96,0.015057066
19/03/2013,77.78,0.004768358
18/03/2013,77.41,0.001163317
15/03/2013,77.32,-0.017944598
14/03/2013,78.72,0.00560511
13/03/2013,78.28,0.004737828
12/03/2013,77.91,0.001412883
11/03/2013,77.8,-0.001284522
08/03/2013,77.9,0.009544765
07/03/2013,77.16,0.023737263
06/03/2013,75.35,-0.016453152
05/03/2013,76.6,0.013273077
04/03/2013,75.59,0.009437167
01/03/2013,74.88,0.02078067
28/02/2013,73.34,0.000409137
27/02/2013,73.31,0.032580687
26/02/2013,70.96,0.015050689
25/02/2013,69.9,-0.008121438
22/02/2013,70.47,0.025292338
21/02/2013,68.71,-0.01387506
20/02/2013,69.67,-0.013685174
19/02/2013,70.63,0.004683185
15/02/2013,70.3,-0.007652014
14/02/2013,70.84,-0.009553318
13/02/2013,71.52,0.006874808
12/02/2013,71.03,0.001126919
11/02/2013,70.95,-0.007302378
08/02/2013,71.47,0.011964391
07/02/2013,70.62,0.008818148
06/02/2013,70,-0.004276557
05/02/2013,70.3,0.011301172
04/02/2013,69.51,-0.011443409
01/02/2013,70.31,0.013315395
31/01/2013,69.38,0.00781367
30/01/2013,68.84,0.003200934
29/01/2013,68.62,-0.002910363
28/01/2013,68.82,-0.002612104
25/01/2013,69,0.010489607
24/01/2013,68.28,0.001465631
23/01/2013,68.18,0.006031648
22/01/2013,67.77,0.000738062
18/01/2013,67.72,0.005478654
17/01/2013,67.35,0.006255606
16/01/2013,66.93,-0.002387704
15/01/2013,67.09,-0.010527193
14/01/2013,67.8,-0.005295688
11/01/2013,68.16,0.011361244
10/01/2013,67.39,-0.005475411
09/01/2013,67.76,-0.001327336
08/01/2013,67.85,0.028857501
07/01/2013,65.92,-0.002424244
04/01/2013,66.08,0.008358076
03/01/2013,65.53,0.000763301
02/01/2013,65.48,0.031019857
31/12/2012,63.48,0.02536628
28/12/2012,61.89,-0.007886095
27/12/2012,62.38,-0.00893718
26/12/2012,62.94,-0.004280625
24/12/2012,63.21,0.000949668
21/12/2012,63.15,-0.005369564
20/12/2012,63.49,0.010768117
19/12/2012,62.81,-0.012656394
18/12/2012,63.61,0.022254932
17/12/2012,62.21,0.022597076
14/12/2012,60.82,0.009250149
13/12/2012,60.26,-0.020206026
12/12/2012,61.49,-0.000325203
11/12/2012,61.51,0.016225874
10/12/2012,60.52,-0.009374298
07/12/2012,61.09,-0.012202218
06/12/2012,61.84,0.001618385
05/12/2012,61.74,0.020123378
04/12/2012,60.51,0.009297759
03/12/2012,59.95,-0.007643773
30/11/2012,60.41,0.014170446
29/11/2012,59.56,0.009955368
28/11/2012,58.97,0.021771666
27/11/2012,57.7,-0.003114728
26/11/2012,57.88,-0.005513453
23/11/2012,58.2,0.014189544
21/11/2012,57.38,-0.002263035
20/11/2012,57.51,0.011190884
19/11/2012,56.87,0.030167393
16/11/2012,55.18,-0.001810611
15/11/2012,55.28,0.001267083
14/11/2012,55.21,-0.027863921
13/11/2012,56.77,0.012407107
12/11/2012,56.07,-0.00675438
09/11/2012,56.45,0.014992249
08/11/2012,55.61,-0.020997213
07/11/2012,56.79,-0.0117288
06/11/2012,57.46,-0.03404657
05/11/2012,59.45,-0.007206936
02/11/2012,59.88,-0.022784542
01/11/2012,61.26,0.037250732
31/10/2012,59.02,0.014162851
26/10/2012,58.19,-0.009747833
25/10/2012,58.76,-0.004923191
24/10/2012,59.05,-0.00759177
23/10/2012,59.5,-0.02079077
22/10/2012,60.75,0.005115945
19/10/2012,60.44,-0.021766672
18/10/2012,61.77,0.008617239
17/10/2012,61.24,-0.010234839
16/10/2012,61.87,0.005510549
15/10/2012,61.53,0.012922401
12/10/2012,60.74,0.004455085
11/10/2012,60.47,0.009303938
10/10/2012,59.91,0.003678934
09/10/2012,59.69,-0.01612
08/10/2012,60.66,-0.009679347
05/10/2012,61.25,0.003106862
04/10/2012,61.06,0.014516916
03/10/2012,60.18,0.006000018
02/10/2012,59.82,-0.002170828
01/10/2012,59.95,0.005855307
28/09/2012,59.6,0.001847343
27/09/2012,59.49,0.02054925
26/09/2012,58.28,-0.002912707
25/09/2012,58.45,-0.013425301
24/09/2012,59.24,-0.011079516
21/09/2012,59.9,0.005356558
20/09/2012,59.58,0.002352547
19/09/2012,59.44,0.015769721
18/09/2012,58.51,-0.001195662
17/09/2012,58.58,-0.002897812
14/09/2012,58.75,0.010265274
13/09/2012,58.15,0.026133891
12/09/2012,56.65,0.011183218
11/09/2012,56.02,-0.003741652
10/09/2012,56.23,-0.003373283
07/09/2012,56.42,0.0040849
06/09/2012,56.19,0.016870465
05/09/2012,55.25,-0.000542839
04/09/2012,55.28,0.007991325
31/08/2012,54.84,0.012108018
30/08/2012,54.18,0.005923749
29/08/2012,53.86,0.00577229
28/08/2012,53.55,-0.002424696
27/08/2012,53.68,0.006541468
24/08/2012,53.33,0.01511459
23/08/2012,52.53,-0.005694776
22/08/2012,52.83,0.001325883
21/08/2012,52.76,0.006846737
20/08/2012,52.4,-0.00646759
17/08/2012,52.74,-0.00548361
16/08/2012,53.03,-0.003200605
15/08/2012,53.2,0.001316656
14/08/2012,53.13,-0.018462063
13/08/2012,54.12,-0.008463712
10/08/2012,54.58,0.012351526
09/08/2012,53.91,-0.001112347
08/08/2012,53.97,0.0018546
07/08/2012,53.87,0.01458515
06/08/2012,53.09,0.014801029
03/08/2012,52.31,0.04017701
02/08/2012,50.25,0.019086466
01/08/2012,49.3,-0.026620205
31/07/2012,50.63,-0.005907855
30/07/2012,50.93,-0.021176119
27/07/2012,52.02,0.029654924
26/07/2012,50.5,0.022225362
25/07/2012,49.39,0.00588894
24/07/2012,49.1,-0.003253358
23/07/2012,49.26,-0.017307737
20/07/2012,50.12,-0.018189509
19/07/2012,51.04,0.010636303
18/07/2012,50.5,-0.002768442
17/07/2012,50.64,0.024993803
16/07/2012,49.39,-0.020044768
13/07/2012,50.39,0.002981221
12/07/2012,50.24,0.004388597
11/07/2012,50.02,-0.004587621
10/07/2012,50.25,-0.02379426
09/07/2012,51.46,-0.02589576
06/07/2012,52.81,-0.017829129
05/07/2012,53.76,-0.014588016
03/07/2012,54.55,-0.005666773
02/07/2012,54.86,0.015800439
29/06/2012,54,0.016807118
28/06/2012,53.1,-0.006756782
27/06/2012,53.46,0.011475998
26/06/2012,52.85,0.007788053
25/06/2012,52.44,-0.010622255
22/06/2012,53,0.009859769
21/06/2012,52.48,-0.000761905
20/06/2012,52.52,0.013031997
19/06/2012,51.84,0.012617852
18/06/2012,51.19,0.011197445
15/06/2012,50.62,0.011124469
14/06/2012,50.06,-0.005180326
13/06/2012,50.32,-0.035337986
12/06/2012,52.13,0.014296998
11/06/2012,51.39,0.007225888
08/06/2012,51.02,0.009848415
07/06/2012,50.52,0.00436422
06/06/2012,50.3,0.025776699
05/06/2012,49.02,0.01066458
04/06/2012,48.5,-0.00288244
01/06/2012,48.64,-0.02957477
31/05/2012,50.1,-0.002193202
30/05/2012,50.21,-0.016787202
29/05/2012,51.06,0.009840662
25/05/2012,50.56,0.004758137
24/05/2012,50.32,0.010789315
23/05/2012,49.78,0.005236669
22/05/2012,49.52,-0.007243492
21/05/2012,49.88,0.030740334
18/05/2012,48.37,-0.014571833
17/05/2012,49.08,-0.042092581
16/05/2012,51.19,0.007057469
15/05/2012,50.83,0.004337546
14/05/2012,50.61,-0.015294416
11/05/2012,51.39,0.011941025
10/05/2012,50.78,0.006123476
09/05/2012,50.47,-0.006517254
08/05/2012,50.8,-0.062568077
07/05/2012,54.08,0.011904903
04/05/2012,53.44,-0.031134503
03/05/2012,55.13,0.017566783
02/05/2012,54.17,0.000923446
01/05/2012,54.12,-0.005711669
30/04/2012,54.43,-0.00841571
27/04/2012,54.89,0.028082392
26/04/2012,53.37,0.021974743
25/04/2012,52.21,0.013886433
24/04/2012,51.49,-0.000970591
23/04/2012,51.54,-0.017692769
20/04/2012,52.46,0.010924881
19/04/2012,51.89,-0.005189824
18/04/2012,52.16,-0.004781495
17/04/2012,52.41,0.009971319
16/04/2012,51.89,0.003668312
13/04/2012,51.7,0.00796198
12/04/2012,51.29,0.011372672
11/04/2012,50.71,0.019313691
10/04/2012,49.74,-0.02148054
09/04/2012,50.82,-0.017941199
05/04/2012,51.74,0.015779036
04/04/2012,50.93,-0.00294089
03/04/2012,51.08,0.001763496
02/04/2012,50.99,0.007677959
30/03/2012,50.6,0.023798743
29/03/2012,49.41,0.000809881
28/03/2012,49.37,-0.002629717
27/03/2012,49.5,0.01403746
26/03/2012,48.81,0.008435396
23/03/2012,48.4,0.004555817
22/03/2012,48.18,-0.003108489
21/03/2012,48.33,0.019008405
20/03/2012,47.42,-0.014030175
19/03/2012,48.09,0.003332642
16/03/2012,47.93,0.00125261
15/03/2012,47.87,-0.000835247
14/03/2012,47.91,-0.004996887
13/03/2012,48.15,0.030362864
12/03/2012,46.71,-0.010011799
09/03/2012,47.18,0.002121792
08/03/2012,47.08,0.011321279
07/03/2012,46.55,-0.000429553
06/03/2012,46.57,-0.020194118
05/03/2012,47.52,0.003372684
02/03/2012,47.36,0.017895663
01/03/2012,46.52,-0.0027906
29/02/2012,46.65,0.01991839
28/02/2012,45.73,0.025917942
27/02/2012,44.56,0.000673476
24/02/2012,44.53,0.008343717
23/02/2012,44.16,-0.002035969
22/02/2012,44.25,-0.008102678
21/02/2012,44.61,-0.013581418
17/02/2012,45.22,0.0062112
16/02/2012,44.94,-0.017863525
15/02/2012,45.75,0.012094705
14/02/2012,45.2,0.000885348
13/02/2012,45.16,0.008226839
10/02/2012,44.79,-0.005121935
09/02/2012,45.02,-0.007303341
08/02/2012,45.35,0.001323919
07/02/2012,45.29,0.014679979
06/02/2012,44.63,-0.000671968
03/02/2012,44.66,0.021730144
02/02/2012,43.7,0.005507127
01/02/2012,43.46,0.013435458
31/01/2012,42.88,-0.003259607
30/01/2012,43.02,-0.014996244
27/01/2012,43.67,-0.015225837
26/01/2012,44.34,-0.003152446
25/01/2012,44.48,0.017691548
24/01/2012,43.7,0.000457771
23/01/2012,43.68,-0.002743486
20/01/2012,43.8,-0.020563373
19/01/2012,44.71,0.016234855
18/01/2012,43.99,0.006614233
17/01/2012,43.7,0.008272106
13/01/2012,43.34,-0.004374359
12/01/2012,43.53,0.012948158
11/01/2012,42.97,0.014533777
10/01/2012,42.35,0.018830255
09/01/2012,41.56,0.006517826
06/01/2012,41.29,0.006073139
05/01/2012,41.04,0.001463058
04/01/2012,40.98,0.002687845
03/01/2012,40.87,-0.002443794
30/12/2011,40.97,-0.000731975
29/12/2011,41,0.008327259
28/12/2011,40.66,0.005672725
27/12/2011,40.43,-0.002223596
23/12/2011,40.52,0.003956484
22/12/2011,40.36,0.000743587
21/12/2011,40.33,-0.005193532
20/12/2011,40.54,0.028523325
19/12/2011,39.4,-0.019354632
16/12/2011,40.17,-0.000746547
15/12/2011,40.2,0.000497636
14/12/2011,40.18,-0.025554216
13/12/2011,41.22,-0.007010787
12/12/2011,41.51,-0.0095901
09/12/2011,41.91,0.020733626
08/12/2011,41.05,-0.017866241
07/12/2011,41.79,-0.001195743
06/12/2011,41.84,0.004791576
05/12/2011,41.64,0.003608809
02/12/2011,41.49,0.007499733
01/12/2011,41.18,-0.019240613
30/11/2011,41.98,0.042083311
29/11/2011,40.25,0.000497018
28/11/2011,40.23,0.025426165
25/11/2011,39.22,0.004600059
23/11/2011,39.04,-0.038688573
22/11/2011,40.58,0.012148408
21/11/2011,40.09,-0.013133629
18/11/2011,40.62,-0.002458816
17/11/2011,40.72,-0.017768509
16/11/2011,41.45,-0.013419804
15/11/2011,42.01,-0.020731013
14/11/2011,42.89,-0.011590301
11/11/2011,43.39,0.030894102
10/11/2011,42.07,0.001665279
09/11/2011,42,-0.070325317
08/11/2011,45.06,0.019496416
07/11/2011,44.19,0.003854443
04/11/2011,44.02,-0.009045742
03/11/2011,44.42,0.009045742
02/11/2011,44.02,0.040566462
01/11/2011,42.27,-0.02776336
31/10/2011,43.46,0.014602183
28/10/2011,42.83,-0.005587907
27/10/2011,43.07,0.023967313
26/10/2011,42.05,-0.002375298
25/10/2011,42.15,-0.020197962
24/10/2011,43.01,0.010047987
21/10/2011,42.58,0.036350248
20/10/2011,41.06,-0.000243516
19/10/2011,41.07,-0.012100825
18/10/2011,41.57,0.017961648
17/10/2011,40.83,-0.022521838
14/10/2011,41.76,0.028170877
13/10/2011,40.6,-0.000738643
12/10/2011,40.63,0.013878785
11/10/2011,40.07,0.023738488
10/10/2011,39.13,0.026937656
07/10/2011,38.09,-0.013300496
06/10/2011,38.6,0.016982773
05/10/2011,37.95,0.005284028
04/10/2011,37.75,0.027391616
03/10/2011,36.73,-0.023941964
30/09/2011,37.62,-0.024160839
29/09/2011,38.54,-0.031164719
28/09/2011,39.76,-0.049556374
27/09/2011,41.78,0.00287632
26/09/2011,41.66,0.043165112
23/09/2011,39.9,0.029503666
22/09/2011,38.74,-0.030255263
21/09/2011,39.93,0.004769684
20/09/2011,39.74,0.003024196
19/09/2011,39.62,-0.013537434
16/09/2011,40.16,0.000747291
15/09/2011,40.13,0.022937364
14/09/2011,39.22,0.020868978
13/09/2011,38.41,0.01653798
12/09/2011,37.78,-0.013931097
09/09/2011,38.31,-0.030083256
08/09/2011,39.48,-0.022540398
07/09/2011,40.38,0.015221754
06/09/2011,39.77,-0.014230673
02/09/2011,40.34,-0.025212448
01/09/2011,41.37,-0.021758181
31/08/2011,42.28,0.016454407
30/08/2011,41.59,0.023599198
29/08/2011,40.62,0.027453683
26/08/2011,39.52,0.034233172
25/08/2011,38.19,-0.012748969
24/08/2011,38.68,0.024602131
23/08/2011,37.74,0.039453915
22/08/2011,36.28,-0.001101928
19/08/2011,36.32,-0.004121451
18/08/2011,36.47,-0.071165813
17/08/2011,39.16,-0.006617484
16/08/2011,39.42,-0.00202737
15/08/2011,39.5,0.011970091
12/08/2011,39.03,0.022018763
11/08/2011,38.18,0.054358283
10/08/2011,36.16,-0.028355226
09/08/2011,37.2,0.068129189
08/08/2011,34.75,-0.06920388
05/08/2011,37.24,0.012973155
04/08/2011,36.76,-0.038425218
03/08/2011,38.2,0.001571915
02/08/2011,38.14,-0.027923221
01/08/2011,39.22,-0.014680092
29/07/2011,39.8,-0.011491508
28/07/2011,40.26,0.008480969
27/07/2011,39.92,0.000250532
26/07/2011,39.91,-0.003501754
25/07/2011,40.05,-0.024418527
22/07/2011,41.04,0.006600684
21/07/2011,40.77,0.013830796
20/07/2011,40.21,-0.018724371
19/07/2011,40.97,0.009318361
18/07/2011,40.59,-0.024578436
15/07/2011,41.6,0.000240414
14/07/2011,41.59,-0.00551494
13/07/2011,41.82,-0.001433692
12/07/2011,41.88,0.007189104
11/07/2011,41.58,-0.008382279
08/07/2011,41.93,-0.013502515
07/07/2011,42.5,0.021163553
06/07/2011,41.61,-0.010994375
05/07/2011,42.07,0.009553452
01/07/2011,41.67,0.017185465
30/06/2011,40.96,0.006613619
29/06/2011,40.69,-0.004413936
28/06/2011,40.87,0.012557102
27/06/2011,40.36,0.003474811
24/06/2011,40.22,-0.010388419
23/06/2011,40.64,-0.025508489
22/06/2011,41.69,-0.008360254
21/06/2011,42.04,0.027002605
20/06/2011,40.92,0.012541662
17/06/2011,40.41,0.004961558
16/06/2011,40.21,0.010751447
15/06/2011,39.78,-0.017443752
14/06/2011,40.48,0.012178602
13/06/2011,39.99,0.00050025
10/06/2011,39.97,-0.024466808
09/06/2011,40.96,0.007597145
08/06/2011,40.65,-0.017798836
07/06/2011,41.38,0.007763261
06/06/2011,41.06,-0.021682372
03/06/2011,41.96,-0.01513747
02/06/2011,42.6,-0.002578832
01/06/2011,42.71,-0.019706213
31/05/2011,43.56,-0.003437611
27/05/2011,43.71,0.007347909
26/05/2011,43.39,0.001383764
25/05/2011,43.33,-0.007128925
24/05/2011,43.64,-0.013655196
23/05/2011,44.24,-0.01101506
20/05/2011,44.73,-0.013765759
19/05/2011,45.35,0.003534353
18/05/2011,45.19,0.030329181
17/05/2011,43.84,0.004801656
16/05/2011,43.63,-0.01456226
13/05/2011,44.27,-0.014575883
12/05/2011,44.92,0.023424494
11/05/2011,43.88,-0.018738555
10/05/2011,44.71,0.010567833
09/05/2011,44.24,-0.009448889
06/05/2011,44.66,0.011485319
05/05/2011,44.15,-0.001131862
04/05/2011,44.2,-0.00900907
03/05/2011,44.6,-0.001120448
02/05/2011,44.65,0.008772973
29/04/2011,44.26,0.025630694
28/04/2011,43.14,0.017538156
27/04/2011,42.39,0.022183378
26/04/2011,41.46,-0.007209837
25/04/2011,41.76,0.009382963
21/04/2011,41.37,0.00024175
20/04/2011,41.36,0.02027179
19/04/2011,40.53,0.012913018
18/04/2011,40.01,-0.001248907
15/04/2011,40.06,-0.00124735
14/04/2011,40.11,-0.003981095
13/04/2011,40.27,0.006477352
12/04/2011,40.01,-0.005234961
11/04/2011,40.22,0.00373646
08/04/2011,40.07,-0.004730496
07/04/2011,40.26,-0.001737189
06/04/2011,40.33,-0.002229103
05/04/2011,40.42,-0.001483313
04/04/2011,40.48,0.001730746
01/04/2011,40.41,0.012700955
31/03/2011,39.9,-0.00250313
30/03/2011,40,0.035627178
29/03/2011,38.6,-0.01030937
28/03/2011,39,-0.008680167
25/03/2011,39.34,-0.005576694
24/03/2011,39.56,-0.000505433
23/03/2011,39.58,0.000252685
22/03/2011,39.57,-0.009807698
21/03/2011,39.96,0.018182319
18/03/2011,39.24,0.010761057
17/03/2011,38.82,0.001546791
16/03/2011,38.76,-0.024717783
15/03/2011,39.73,-0.011013879
14/03/2011,40.17,-0.018742842
11/03/2011,40.93,0.010314433
10/03/2011,40.51,-0.018102256
09/03/2011,41.25,-0.005560271
08/03/2011,41.48,0.000241109
07/03/2011,41.47,-0.011269751
04/03/2011,41.94,-0.01912917
03/03/2011,42.75,0.012001556
02/03/2011,42.24,0.007843177
01/03/2011,41.91,-0.028230527
28/02/2011,43.11,0.00465009
25/02/2011,42.91,0.006781272
24/02/2011,42.62,0.008009466
23/02/2011,42.28,-0.014557665
22/02/2011,42.9,-0.023270259
18/02/2011,43.91,0.013758529
17/02/2011,43.31,-0.01966227
16/02/2011,44.17,0.01001146
15/02/2011,43.73,0.006883919
14/02/2011,43.43,-0.007341166
11/02/2011,43.75,0.011494379
10/02/2011,43.25,0.008591717
09/02/2011,42.88,0.007725662
08/02/2011,42.55,0.00660224
07/02/2011,42.27,0.013816323
04/02/2011,41.69,0.013280408
03/02/2011,41.14,0.035629697
02/02/2011,39.7,0.017789542
01/02/2011,39,0
31/01/2011,39,0.008756172
28/01/2011,38.66,-0.016927821
27/01/2011,39.32,-0.001524778
