Date,Close,NRG
28/07/2010,23.17,-0.011585626
27/07/2010,23.44,0.007708818
26/07/2010,23.26,0.016035013
23/07/2010,22.89,0.021639175
22/07/2010,22.4,0.016201975
21/07/2010,22.04,-0.022432524
20/07/2010,22.54,0.003555559
19/07/2010,22.46,0.009393941
16/07/2010,22.25,-0.027483999
15/07/2010,22.87,0.002626972
14/07/2010,22.81,-0.003937874
13/07/2010,22.9,-0.004357305
12/07/2010,23,0.016217756
09/07/2010,22.63,0.013345394
08/07/2010,22.33,0.009901071
07/07/2010,22.11,0.034041926
06/07/2010,21.37,0.017465632
02/07/2010,21,-0.009006935
01/07/2010,21.19,-0.000943396
30/06/2010,21.21,-0.002354604
29/06/2010,21.26,-0.033760432
28/06/2010,21.99,0.006386883
25/06/2010,21.85,0.003208804
24/06/2010,21.78,-0.01955052
23/06/2010,22.21,-0.008518321
22/06/2010,22.4,-0.052185753
21/06/2010,23.6,-0.001693481
18/06/2010,23.64,0.01534557
17/06/2010,23.28,-0.002574004
16/06/2010,23.34,-0.00980609
15/06/2010,23.57,0.027964825
14/06/2010,22.92,-0.00087222
11/06/2010,22.94,-0.020708246
10/06/2010,23.42,0.034313899
09/06/2010,22.63,0.004428705
08/06/2010,22.53,0.000443951
07/06/2010,22.52,0.000444148
04/06/2010,22.51,-0.039630703
03/06/2010,23.42,0.026391322
02/06/2010,22.81,0.028008054
01/06/2010,22.18,-0.051406002
28/05/2010,23.35,0.014233581
27/05/2010,23.02,0.040333408
26/05/2010,22.11,0.01917867
25/05/2010,21.69,0.00415801
24/05/2010,21.6,-0.009216655
21/05/2010,21.8,0.013392027
20/05/2010,21.51,-0.044552823
19/05/2010,22.49,-0.00487914
18/05/2010,22.6,-0.004415018
17/05/2010,22.7,-0.000440432
14/05/2010,22.71,-0.030785002
13/05/2010,23.42,0.001709402
12/05/2010,23.38,0.06220307
11/05/2010,21.97,-0.004541334
10/05/2010,22.07,-0.025499033
07/05/2010,22.64,-0.005286356
06/05/2010,22.76,-0.040048409
05/05/2010,23.69,-0.024188002
04/05/2010,24.27,-0.036411789
03/05/2010,25.17,0.040540614
30/04/2010,24.17,0.01584687
29/04/2010,23.79,0.009714966
28/04/2010,23.56,-0.000848536
27/04/2010,23.58,0.011087534
26/04/2010,23.32,0.023867481
23/04/2010,22.77,0.015936592
22/04/2010,22.41,0.003128494
21/04/2010,22.34,-0.00802501
20/04/2010,22.52,0.020637789
19/04/2010,22.06,0.009565092
16/04/2010,21.85,-0.038164003
15/04/2010,22.7,0.009294159
14/04/2010,22.49,-0.0026643
13/04/2010,22.55,0.006227778
12/04/2010,22.41,0.027597318
09/04/2010,21.8,0.006442728
08/04/2010,21.66,0.009742596
07/04/2010,21.45,-0.008818809
06/04/2010,21.64,-0.000462
05/04/2010,21.65,0.008814717
01/04/2010,21.46,0.026441578
31/03/2010,20.9,-0.009049836
30/03/2010,21.09,0.023507919
29/03/2010,20.6,0.017136282
26/03/2010,20.25,-0.003450829
25/03/2010,20.32,-0.040979462
24/03/2010,21.17,-0.019181875
23/03/2010,21.58,-0.001851852
22/03/2010,21.62,-0.020147202
19/03/2010,22.06,0.001814883
18/03/2010,22.02,-0.020229955
17/03/2010,22.47,-0.001334223
16/03/2010,22.5,0.010274828
15/03/2010,22.27,0.003598744
12/03/2010,22.19,-0.033240375
11/03/2010,22.94,0.013163858
10/03/2010,22.64,-0.004846892
09/03/2010,22.75,-0.006571765
08/03/2010,22.9,0.003499566
05/03/2010,22.82,0.023050666
04/03/2010,22.3,-0.008928631
03/03/2010,22.5,-0.007527155
02/03/2010,22.67,0.003977906
01/03/2010,22.58,0.033321408
26/02/2010,21.84,-0.010476069
25/02/2010,22.07,0.009560738
24/02/2010,21.86,-0.018132863
23/02/2010,22.26,-0.035741726
22/02/2010,23.07,-0.005619206
19/02/2010,23.2,0.027530688
18/02/2010,22.57,-0.00088574
17/02/2010,22.59,0.004436565
16/02/2010,22.49,0.019304752
12/02/2010,22.06,-0.00722677
11/02/2010,22.22,0.025525543
10/02/2010,21.66,-0.01056267
09/02/2010,21.89,0.013799667
08/02/2010,21.59,-0.005542739
05/02/2010,21.71,-0.017804625
04/02/2010,22.1,-0.044687816
03/02/2010,23.11,-0.019284934
02/02/2010,23.56,-0.0143281
01/02/2010,23.9,-0.008748233
29/01/2010,24.11,-0.02498594
