Date,Close,LLTC
02/06/2011,33.46,-0.002388061
01/06/2011,33.54,-0.030825867
31/05/2011,34.59,0.015440948
27/05/2011,34.06,0.003824096
26/05/2011,33.93,0.001474709
25/05/2011,33.88,0.016967218
24/05/2011,33.31,-0.009560874
23/05/2011,33.63,-0.020601082
20/05/2011,34.33,-0.006677336
19/05/2011,34.56,0.005221944
18/05/2011,34.38,0.011114475
17/05/2011,34,-0.008201569
16/05/2011,34.28,-0.015629841
13/05/2011,34.82,-0.012557243
12/05/2011,35.26,0.018606519
11/05/2011,34.61,-0.008057598
10/05/2011,34.89,0.004020683
09/05/2011,34.75,0.000287811
06/05/2011,34.74,0.003171402
05/05/2011,34.63,0.002023414
04/05/2011,34.56,-0.00028931
03/05/2011,34.57,-0.006631133
02/05/2011,34.8,-0.000287315
29/04/2011,34.81,0.001437401
28/04/2011,34.76,-0.006309169
27/04/2011,34.98,0.013817146
26/04/2011,34.5,0.006105558
25/04/2011,34.29,0.002335767
21/04/2011,34.21,-0.009310512
20/04/2011,34.53,0.038074541
19/04/2011,33.24,0.016378892
18/04/2011,32.7,-0.013365934
15/04/2011,33.14,0.008180624
14/04/2011,32.87,0.009475847
13/04/2011,32.56,-0.000307078
12/04/2011,32.57,-0.012509698
11/04/2011,32.98,-0.012055601
08/04/2011,33.38,-0.010727159
07/04/2011,33.74,-0.00207254
06/04/2011,33.81,0.005932975
05/04/2011,33.61,0.015894772
04/04/2011,33.08,-0.010823918
01/04/2011,33.44,-0.005665738
31/03/2011,33.63,-0.007406344
30/03/2011,33.88,0.011279431
29/03/2011,33.5,0.012918912
28/03/2011,33.07,-0.001208825
25/03/2011,33.11,-0.008720548
24/03/2011,33.4,0.011745354
23/03/2011,33.01,0.005163261
22/03/2011,32.84,-0.002736812
21/03/2011,32.93,0.014375534
18/03/2011,32.46,0.009907202
17/03/2011,32.14,0.014100187
16/03/2011,31.69,-0.028617816
15/03/2011,32.61,-0.013705103
14/03/2011,33.06,-0.012325423
11/03/2011,33.47,0.011116233
10/03/2011,33.1,-0.013205474
09/03/2011,33.54,-0.021239737
08/03/2011,34.26,0.012039494
07/03/2011,33.85,-0.020468551
04/03/2011,34.55,-0.008358602
03/03/2011,34.84,0.019125474
02/03/2011,34.18,0.014736488
01/03/2011,33.68,-0.025792755
28/02/2011,34.56,-0.00749499
25/02/2011,34.82,0.024714152
24/02/2011,33.97,0.001767826
23/02/2011,33.91,-0.026194746
22/02/2011,34.81,-0.028880829
18/02/2011,35.83,0.007845375
17/02/2011,35.55,0.004793468
16/02/2011,35.38,0
15/02/2011,35.38,-0.01040358
14/02/2011,35.75,0.006735922
11/02/2011,35.51,0.00479888
10/02/2011,35.34,0.001699236
