Date,Close,LOW
04/04/2014,48.44,-0.012514267
03/04/2014,49.05,-0.009536442
02/04/2014,49.52,0.001819101
01/04/2014,49.43,0.010780131
31/03/2014,48.9,-0.000408914
28/03/2014,48.92,0.007798111
27/03/2014,48.54,0.000206037
26/03/2014,48.53,0.003509138
25/03/2014,48.36,-0.016814011
24/03/2014,49.18,-0.001422331
21/03/2014,49.25,-0.006072893
20/03/2014,49.55,-0.000605266
19/03/2014,49.58,-0.005029686
18/03/2014,49.83,0.007048665
17/03/2014,49.48,0.007913199
14/03/2014,49.09,0.007771
13/03/2014,48.71,-0.013661136
12/03/2014,49.38,-0.001618778
11/03/2014,49.46,-0.010658723
10/03/2014,49.99,-0.008564936
07/03/2014,50.42,0.006566534
06/03/2014,50.09,-0.005177232
05/03/2014,50.35,-0.005545667
04/03/2014,50.63,0.008728482
03/03/2014,50.19,0.003192978
28/02/2014,50.03,-0.015667152
27/02/2014,50.82,0.001969668
26/02/2014,50.72,0.052830254
25/02/2014,48.11,0.018672524
24/02/2014,47.22,0.003394148
21/02/2014,47.06,0.008536117
20/02/2014,46.66,0.002575109
19/02/2014,46.54,-0.008344972
18/02/2014,46.93,-0.007430243
14/02/2014,47.28,0.013628831
13/02/2014,46.64,-0.000857265
12/02/2014,46.68,-0.001712329
11/02/2014,46.76,0.013781441
10/02/2014,46.12,0.001084716
07/02/2014,46.07,-0.011009286
06/02/2014,46.58,0.022799815
05/02/2014,45.53,0.013933655
04/02/2014,44.9,-0.015469922
03/02/2014,45.6,-0.015018239
31/01/2014,46.29,-0.004526358
30/01/2014,46.5,0.011463303
29/01/2014,45.97,-0.021307166
28/01/2014,46.96,-0.021904835
27/01/2014,48,0.003547953
24/01/2014,47.83,-0.006668081
23/01/2014,48.15,0.008342071
22/01/2014,47.75,-0.001464895
21/01/2014,47.82,0.004401139
17/01/2014,47.61,-0.011901174
16/01/2014,48.18,-0.002280503
15/01/2014,48.29,-0.012552897
14/01/2014,48.9,0.004920059
13/01/2014,48.66,-0.0207451
10/01/2014,49.68,0.01889724
09/01/2014,48.75,0.004111003
08/01/2014,48.55,0.00350769
07/01/2014,48.38,0.002483445
06/01/2014,48.26,-0.014196309
03/01/2014,48.95,-0.009960444
02/01/2014,49.44,-0.002222448
31/12/2013,49.55,0.006072893
30/12/2013,49.25,0.00856449
27/12/2013,48.83,-0.004087478
26/12/2013,49.03,0.006753326
24/12/2013,48.7,0.006179216
23/12/2013,48.4,0.008923998
20/12/2013,47.97,-0.008717365
19/12/2013,48.39,0.001447627
18/12/2013,48.32,0.035172626
17/12/2013,46.65,-0.010236814
16/12/2013,47.13,0.000424448
13/12/2013,47.11,0.00468086
12/12/2013,46.89,-0.008917257
11/12/2013,47.31,-0.001056301
10/12/2013,47.36,-0.008410479
09/12/2013,47.76,-0.004595788
06/12/2013,47.98,0.028969147
05/12/2013,46.61,-0.005349323
04/12/2013,46.86,0.00771212
03/12/2013,46.5,-0.007071711
02/12/2013,46.83,-0.013784547
29/11/2013,47.48,-0.008598145
27/11/2013,47.89,-0.002502608
26/11/2013,48.01,0.005430256
25/11/2013,47.75,-0.003136437
22/11/2013,47.9,-0.006243517
21/11/2013,48.2,0.018214677
20/11/2013,47.33,-0.063640167
19/11/2013,50.44,-0.00888193
18/11/2013,50.89,-0.01714439
15/11/2013,51.77,-0.003470887
14/11/2013,51.95,0.012980905
13/11/2013,51.28,0.022880683
12/11/2013,50.12,0.020561095
11/11/2013,49.1,0.007769411
08/11/2013,48.72,-0.007158227
07/11/2013,49.07,-0.018174975
06/11/2013,49.97,-0.004193716
05/11/2013,50.18,0.008204148
04/11/2013,49.77,0.011925356
01/11/2013,49.18,-0.01212626
31/10/2013,49.78,-0.007405217
30/10/2013,50.15,-0.009130671
29/10/2013,50.61,0.009928596
28/10/2013,50.11,-0.009533339
25/10/2013,50.59,0.002969417
24/10/2013,50.44,0.023875143
23/10/2013,49.25,0.021757837
22/10/2013,48.19,0.00353394
21/10/2013,48.02,0.007525119
18/10/2013,47.66,-0.028135906
17/10/2013,49.02,0.011283328
16/10/2013,48.47,0.000412712
15/10/2013,48.45,-0.008835977
14/10/2013,48.88,0.001638002
11/10/2013,48.8,0.020286351
10/10/2013,47.82,0.025843421
09/10/2013,46.6,0.001503275
08/10/2013,46.53,-0.015567006
07/10/2013,47.26,-0.018449161
04/10/2013,48.14,0.004371819
03/10/2013,47.93,-0.009964791
02/10/2013,48.41,0.004554873
01/10/2013,48.19,0.012108707
30/09/2013,47.61,-0.003355004
27/09/2013,47.77,-0.002508887
26/09/2013,47.89,0.007335252
25/09/2013,47.54,-0.010462535
24/09/2013,48.04,0.016158152
23/09/2013,47.27,-0.011986265
20/09/2013,47.84,-0.023549942
19/09/2013,48.98,0.025432985
18/09/2013,47.75,0.019028058
17/09/2013,46.85,0.00021347
16/09/2013,46.84,-0.000426894
13/09/2013,46.86,-0.00277038
12/09/2013,46.99,-0.008054304
11/09/2013,47.37,0.004655108
10/09/2013,47.15,0.011089898
09/09/2013,46.63,0.022336394
06/09/2013,45.6,-0.005685561
05/09/2013,45.86,-0.002395732
04/09/2013,45.97,0.007862019
03/09/2013,45.61,-0.004593686
30/08/2013,45.82,-0.013009724
29/08/2013,46.42,0.000862069
28/08/2013,46.38,0.008226935
27/08/2013,46,-0.021293417
26/08/2013,46.99,0.000212834
23/08/2013,46.98,-0.008689257
22/08/2013,47.39,0.033908828
21/08/2013,45.81,0.038496243
20/08/2013,44.08,0.009344797
19/08/2013,43.67,-0.006618762
16/08/2013,43.96,0.002505411
15/08/2013,43.85,-0.025887771
14/08/2013,45,-0.024801008
13/08/2013,46.13,0.007179406
12/08/2013,45.8,0.002623526
09/08/2013,45.68,-0.010453057
08/08/2013,46.16,0.041128945
07/08/2013,44.3,-0.012784743
06/08/2013,44.87,-0.013283348
05/08/2013,45.47,0.010612525
02/08/2013,44.99,-0.001110741
01/08/2013,45.04,0.010265656
31/07/2013,44.58,0.012187016
30/07/2013,44.04,0.013717636
29/07/2013,43.44,-0.012126908
26/07/2013,43.97,-0.00363224
25/07/2013,44.13,-0.013951621
24/07/2013,44.75,-0.007790802
23/07/2013,45.1,0.009356272
22/07/2013,44.68,0.009218727
19/07/2013,44.27,-0.000451671
18/07/2013,44.29,0.000677583
17/07/2013,44.26,0.010675854
16/07/2013,43.79,0.000913868
15/07/2013,43.75,-0.001826902
12/07/2013,43.83,0.010550557
11/07/2013,43.37,-0.000461042
10/07/2013,43.39,-0.009633102
09/07/2013,43.81,0.007101164
08/07/2013,43.5,0.016690234
