Date,Close,ROK
12/09/2013,104.5,0.007299302
11/09/2013,103.74,-0.002695419
10/09/2013,104.02,0.017162393
09/09/2013,102.25,0.021850689
06/09/2013,100.04,0.002702569
05/09/2013,99.77,0.006939932
04/09/2013,99.08,0.010960126
03/09/2013,98,0.007888173
30/08/2013,97.23,-0.005538476
29/08/2013,97.77,0.007494517
28/08/2013,97.04,-0.000206079
27/08/2013,97.06,-0.020093491
26/08/2013,99.03,0.00232523
23/08/2013,98.8,-0.010070579
22/08/2013,99.8,0.026191732
21/08/2013,97.22,-0.000925307
20/08/2013,97.31,0.004635122
19/08/2013,96.86,-0.001856628
16/08/2013,97.04,0.003509862
15/08/2013,96.7,-0.021484202
14/08/2013,98.8,-0.003435388
13/08/2013,99.14,0.002625999
12/08/2013,98.88,0.001619434
09/08/2013,98.72,-0.008071069
08/08/2013,99.52,0.008273683
07/08/2013,98.7,-0.006966559
06/08/2013,99.39,-0.007118181
05/08/2013,100.1,0
02/08/2013,100.1,0.009233305
01/08/2013,99.18,0.023772991
31/07/2013,96.85,0.012676811
30/07/2013,95.63,0.054584394
29/07/2013,90.55,-0.002867227
26/07/2013,90.81,-0.006366652
25/07/2013,91.39,-0.006869881
24/07/2013,92.02,-0.011023563
23/07/2013,93.04,0.003661036
22/07/2013,92.7,-0.001293661
19/07/2013,92.82,-0.005050787
18/07/2013,93.29,0.011535894
17/07/2013,92.22,0.013207636
16/07/2013,91.01,-0.003728892
15/07/2013,91.35,0.004828277
12/07/2013,90.91,0.010504879
11/07/2013,89.96,0.027726334
10/07/2013,87.5,-0.007514552
09/07/2013,88.16,0.00774315
08/07/2013,87.48,0.008495057
05/07/2013,86.74,0.022737527
03/07/2013,84.79,-0.000235849
02/07/2013,84.81,-0.002120142
01/07/2013,84.99,0.022007669
28/06/2013,83.14,-0.012787745
27/06/2013,84.21,0.008706597
26/06/2013,83.48,0.002518742
25/06/2013,83.27,0.017688855
24/06/2013,81.81,-0.024630003
21/06/2013,83.85,0.003105593
20/06/2013,83.59,-0.03860396
19/06/2013,86.88,-0.014058178
18/06/2013,88.11,0.014173286
17/06/2013,86.87,0.002074211
14/06/2013,86.69,0.000576934
13/06/2013,86.64,0.027854346
12/06/2013,84.26,-0.012384424
11/06/2013,85.31,-0.012695995
10/06/2013,86.4,0.000347283
07/06/2013,86.37,0.011294292
06/06/2013,85.4,-0.002923124
05/06/2013,85.65,-0.021255276
04/06/2013,87.49,-0.007969077
03/06/2013,88.19,0.001929517
31/05/2013,88.02,-0.006567796
30/05/2013,88.6,0.007477094
29/05/2013,87.94,-0.006799664
28/05/2013,88.54,0.012844735
24/05/2013,87.41,-0.005021122
23/05/2013,87.85,-0.00838817
22/05/2013,88.59,-0.023428113
21/05/2013,90.69,-0.002422909
20/05/2013,90.91,-0.000439899
17/05/2013,90.95,0.016965534
16/05/2013,89.42,-0.002568829
15/05/2013,89.65,-0.003785353
14/05/2013,89.99,0.01477694
13/05/2013,88.67,0.008494303
10/05/2013,87.92,-0.000341161
09/05/2013,87.95,-0.009054957
08/05/2013,88.75,0.009509864
07/05/2013,87.91,0.019527384
06/05/2013,86.21,0.01307666
03/05/2013,85.09,0.024868912
02/05/2013,83,0.008226516
01/05/2013,82.32,-0.029445574
30/04/2013,84.78,-0.000825326
29/04/2013,84.85,-0.000235682
26/04/2013,84.87,-0.023061819
25/04/2013,86.85,0.006352895
24/04/2013,86.3,0.014707864
23/04/2013,85.04,0.012066868
22/04/2013,84.02,0.010047931
19/04/2013,83.18,0.003733819
18/04/2013,82.87,-0.011398528
17/04/2013,83.82,-0.011152091
16/04/2013,84.76,0.017015105
15/04/2013,83.33,-0.050314777
12/04/2013,87.63,-0.015400599
11/04/2013,88.99,0.002137354
10/04/2013,88.8,0.013948176
09/04/2013,87.57,0.005496407
08/04/2013,87.09,-0.010281105
05/04/2013,87.99,0.011889931
04/04/2013,86.95,0.027517184
03/04/2013,84.59,0.003078383
02/04/2013,84.33,-0.003905562
01/04/2013,84.66,-0.019765569
28/03/2013,86.35,0.015287071
27/03/2013,85.04,0.002236742
26/03/2013,84.85,-0.003881673
25/03/2013,85.18,-0.008882714
22/03/2013,85.94,-0.002556655
21/03/2013,86.16,-0.00797646
20/03/2013,86.85,0.001613275
19/03/2013,86.71,-0.008497984
18/03/2013,87.45,-0.012387226
15/03/2013,88.54,-0.009330628
14/03/2013,89.37,0.005160433
13/03/2013,88.91,0.004170195
12/03/2013,88.54,-0.017021688
11/03/2013,90.06,-0.005978098
08/03/2013,90.6,-0.002094934
07/03/2013,90.79,0.012524409
06/03/2013,89.66,0.001674388
05/03/2013,89.51,0.015991332
04/03/2013,88.09,-0.01341848
01/03/2013,89.28,-0.011802832
28/02/2013,90.34,-0.000442674
27/02/2013,90.38,0.017861605
26/02/2013,88.78,0.007008054
25/02/2013,88.16,-0.021322769
22/02/2013,90.06,0.015103492
21/02/2013,88.71,-0.009424506
20/02/2013,89.55,-0.014412666
19/02/2013,90.85,0.000991135
15/02/2013,90.76,-0.000991135
14/02/2013,90.85,-0.00658258
13/02/2013,91.45,0.001203567
12/02/2013,91.34,0.004498828
11/02/2013,90.93,-0.000549722
08/02/2013,90.98,0.005068881
07/02/2013,90.52,-0.00517879
06/02/2013,90.99,0.003302513
05/02/2013,90.69,0.007970816
04/02/2013,89.97,-0.01028372
01/02/2013,90.9,0.018991076
31/01/2013,89.19,0.012069404
30/01/2013,88.12,-0.019887179
29/01/2013,89.89,-0.00222247
28/01/2013,90.09,0.004895971
25/01/2013,89.65,0.005592856
24/01/2013,89.15,-0.002912188
23/01/2013,89.41,0.010795112
22/01/2013,88.45,0.008059525
18/01/2013,87.74,0.007665503
17/01/2013,87.07,0.018196017
16/01/2013,85.5,-0.000350816
15/01/2013,85.53,-0.002218979
14/01/2013,85.72,-0.001864802
11/01/2013,85.88,-0.006036703
10/01/2013,86.4,0.002897713
09/01/2013,86.15,0.014498091
08/01/2013,84.91,-0.023511325
07/01/2013,86.93,-0.004132712
04/01/2013,87.29,0.012681747
03/01/2013,86.19,0.001160901
02/01/2013,86.09,0.024695517
31/12/2012,83.99,0.023734624
28/12/2012,82.02,-0.008740041
27/12/2012,82.74,0.001209336
26/12/2012,82.64,-0.003864739
24/12/2012,82.96,-0.000602519
21/12/2012,83.01,0.000723066
20/12/2012,82.95,-0.007685879
19/12/2012,83.59,-0.009880445
18/12/2012,84.42,0.021915733
17/12/2012,82.59,0.004125218
14/12/2012,82.25,0.002922199
13/12/2012,82.01,-0.001096825
12/12/2012,82.1,0.009915009
11/12/2012,81.29,0.010635767
10/12/2012,80.43,0.000497451
07/12/2012,80.39,0.0034891
06/12/2012,80.11,-0.0034891
05/12/2012,80.39,0.01807505
04/12/2012,78.95,0.007628772
03/12/2012,78.35,-0.011295253
30/11/2012,79.24,0.003033369
29/11/2012,79,0
28/11/2012,79,0.006476624
27/11/2012,78.49,-0.003053049
26/11/2012,78.73,0.004327909
23/11/2012,78.39,0.012709588
21/11/2012,77.4,-0.006824207
20/11/2012,77.93,0.000513413
19/11/2012,77.89,0.019053133
16/11/2012,76.42,0.001702574
15/11/2012,76.29,0.004598313
14/11/2012,75.94,-0.029581815
13/11/2012,78.22,0.009763695
12/11/2012,77.46,0.004399024
09/11/2012,77.12,0.010296604
08/11/2012,76.33,-0.018818283
07/11/2012,77.78,-0.014550352
06/11/2012,78.92,0.011469477
05/11/2012,78.02,0.032700106
02/11/2012,75.51,0.008511822
01/11/2012,74.87,0.052228686
31/10/2012,71.06,0.024214258
26/10/2012,69.36,0.006654154
25/10/2012,68.9,0.002470393
24/10/2012,68.73,-0.009845164
23/10/2012,69.41,-0.012456314
22/10/2012,70.28,0.005135532
19/10/2012,69.92,-0.037888635
18/10/2012,72.62,0.004554559
17/10/2012,72.29,0.021957389
16/10/2012,70.72,0.008662981
15/10/2012,70.11,0.005434796
12/10/2012,69.73,0.006185735
11/10/2012,69.3,0.001733103
10/10/2012,69.18,-0.013496257
09/10/2012,70.12,-0.003132567
08/10/2012,70.34,-0.006094555
05/10/2012,70.77,0.004815873
04/10/2012,70.43,0.017329471
03/10/2012,69.22,0.001156404
02/10/2012,69.14,-0.003465207
01/10/2012,69.38,-0.002447277
28/09/2012,69.55,0.006780665
27/09/2012,69.08,0.00449765
26/09/2012,68.77,-0.016441097
25/09/2012,69.91,-0.034168526
24/09/2012,72.34,0.007214238
21/09/2012,71.82,-0.006799443
20/09/2012,72.31,0.004157434
19/09/2012,72.01,0.016522358
18/09/2012,70.83,0.002402998
17/09/2012,70.66,-0.002120592
14/09/2012,70.81,0.012076584
13/09/2012,69.96,-0.004278997
12/09/2012,70.26,-0.008079993
11/09/2012,70.83,-0.022475993
10/09/2012,72.44,-0.010573391
07/09/2012,73.21,0.022097295
06/09/2012,71.61,0.013072082
05/09/2012,70.68,-0.012233859
04/09/2012,71.55,-0.007102599
31/08/2012,72.06,0.007102599
30/08/2012,71.55,-0.00904354
29/08/2012,72.2,0.001663433
28/08/2012,72.08,-0.001940403
27/08/2012,72.22,-0.000968791
24/08/2012,72.29,0.003186702
23/08/2012,72.06,0.006264376
22/08/2012,71.61,-0.0095894
21/08/2012,72.3,-0.007303829
20/08/2012,72.83,-0.012146175
17/08/2012,73.72,0.011734341
16/08/2012,72.86,0.019681855
15/08/2012,71.44,-0.007808182
14/08/2012,72,0.006688988
13/08/2012,71.52,0.007156419
10/08/2012,71.01,-0.000844595
09/08/2012,71.07,0.011035766
08/08/2012,70.29,-0.004967015
07/08/2012,70.64,0.020884753
06/08/2012,69.18,0.003910498
03/08/2012,68.91,0.035148332
02/08/2012,66.53,0.004972511
01/08/2012,66.2,-0.017370907
31/07/2012,67.36,-0.016782375
30/07/2012,68.5,0.008797711
27/07/2012,67.9,0.046730431
26/07/2012,64.8,0.028647181
25/07/2012,62.97,-0.034033881
24/07/2012,65.15,-0.010990799
23/07/2012,65.87,0.014835479
20/07/2012,64.9,-0.015290818
19/07/2012,65.9,0.003343976
18/07/2012,65.68,0.057498803
17/07/2012,62.01,-0.006590074
16/07/2012,62.42,-0.006706077
13/07/2012,62.84,0.021229488
12/07/2012,61.52,-0.028523004
11/07/2012,63.3,0.00015799
10/07/2012,63.29,-0.026659931
09/07/2012,65,-0.002918813
06/07/2012,65.19,-0.003827609
05/07/2012,65.44,0.005362765
03/07/2012,65.09,0.009726051
02/07/2012,64.46,-0.024518544
29/06/2012,66.06,0.046476766
28/06/2012,63.06,-0.019472977
27/06/2012,64.3,0.004051743
26/06/2012,64.04,-0.012877379
25/06/2012,64.87,-0.010885504
22/06/2012,65.58,-0.018132863
21/06/2012,66.78,-0.03270287
20/06/2012,69,-0.00765181
19/06/2012,69.53,0.008521753
18/06/2012,68.94,-0.003619782
15/06/2012,69.19,0.006234163
14/06/2012,68.76,-0.003339386
13/06/2012,68.99,-0.015961227
12/06/2012,70.1,0.019300614
11/06/2012,68.76,-0.016014192
08/06/2012,69.87,0.010213712
07/06/2012,69.16,0.001012658
06/06/2012,69.09,0.02743918
05/06/2012,67.22,0.004472946
04/06/2012,66.92,-0.027705869
01/06/2012,68.8,-0.052520738
31/05/2012,72.51,-0.031895219
30/05/2012,74.86,-0.031038788
29/05/2012,77.22,0.024780029
25/05/2012,75.33,-0.008328424
24/05/2012,75.96,0.000921963
23/05/2012,75.89,0.003035304
22/05/2012,75.66,0.024619922
21/05/2012,73.82,0.034312701
18/05/2012,71.33,-0.010737048
17/05/2012,72.1,-0.03876718
16/05/2012,74.95,-0.010749224
15/05/2012,75.76,-0.011940049
14/05/2012,76.67,-0.01102547
11/05/2012,77.52,0.004395611
10/05/2012,77.18,-0.004782534
09/05/2012,77.55,-0.005657724
08/05/2012,77.99,0.014855275
07/05/2012,76.84,-0.000910569
04/05/2012,76.91,-0.0195706
03/05/2012,78.43,0.002425481
02/05/2012,78.24,0.00140692
01/05/2012,78.13,0.01016282
30/04/2012,77.34,-0.010930476
27/04/2012,78.19,0.008863826
26/04/2012,77.5,0.025880415
25/04/2012,75.52,-0.024589259
24/04/2012,77.4,0.016675738
23/04/2012,76.12,-0.028619629
20/04/2012,78.33,0.002300615
19/04/2012,78.15,-0.005614408
18/04/2012,78.59,-0.015404345
17/04/2012,79.81,0.022555442
16/04/2012,78.03,0.006815432
13/04/2012,77.5,-0.033996171
12/04/2012,80.18,0.038911457
11/04/2012,77.12,0.012001188
10/04/2012,76.2,-0.013814895
09/04/2012,77.26,-0.02568339
05/04/2012,79.27,0.014741657
04/04/2012,78.11,-0.013353031
03/04/2012,79.16,-0.01205439
02/04/2012,80.12,0.005255925
30/03/2012,79.7,-0.001629788
29/03/2012,79.83,0.005149148
28/03/2012,79.42,-0.016731568
27/03/2012,80.76,-0.008753061
26/03/2012,81.47,0.014589774
23/03/2012,80.29,-0.001617821
22/03/2012,80.42,-0.012358042
21/03/2012,81.42,0
20/03/2012,81.42,-0.024267146
19/03/2012,83.42,-0.003470356
16/03/2012,83.71,-0.00702342
15/03/2012,84.3,0.007381865
14/03/2012,83.68,-0.010343075
13/03/2012,84.55,0.024908484
12/03/2012,82.47,0.021572108
09/03/2012,80.71,0.000743679
08/03/2012,80.65,0.024094527
07/03/2012,78.73,0.02912577
06/03/2012,76.47,-0.039110055
05/03/2012,79.52,-0.009636518
02/03/2012,80.29,-0.01262393
01/03/2012,81.31,0.016492407
29/02/2012,79.98,-0.010942661
28/02/2012,80.86,-0.005426752
27/02/2012,81.3,-0.016710763
24/02/2012,82.67,0.012537441
23/02/2012,81.64,-0.006835964
22/02/2012,82.2,-0.015811083
21/02/2012,83.51,0.014595277
17/02/2012,82.3,0.012840286
16/02/2012,81.25,0.018132638
15/02/2012,79.79,0
14/02/2012,79.79,-0.013815641
13/02/2012,80.9,0.007942459
10/02/2012,80.26,-0.019616939
09/02/2012,81.85,-0.002318629
08/02/2012,82.04,0.008569033
07/02/2012,81.34,0.000860956
06/02/2012,81.27,-0.003194106
03/02/2012,81.53,0.01744554
02/02/2012,80.12,0.002624509
01/02/2012,79.91,0.025860232
31/01/2012,77.87,-0.002052599
30/01/2012,78.03,0.014587492
27/01/2012,76.9,-0.008417013
26/01/2012,77.55,-0.023827336
25/01/2012,79.42,-0.028915584
24/01/2012,81.75,0.008599562
23/01/2012,81.05,0.000740558
20/01/2012,80.99,-0.00934012
19/01/2012,81.75,-0.002077352
18/01/2012,81.92,0.022841909
17/01/2012,80.07,0.005510346
13/01/2012,79.63,0.000251193
12/01/2012,79.61,0.02068733
11/01/2012,77.98,0.040832681
10/01/2012,74.86,0.02324429
09/01/2012,73.14,0.010445395
06/01/2012,72.38,-0.04603634
05/01/2012,75.79,-0.007230689
04/01/2012,76.34,0.008947428
03/01/2012,75.66,0.030734486
30/12/2011,73.37,-0.000953614
29/12/2011,73.44,0.019247226
28/12/2011,72.04,-0.031427645
27/12/2011,74.34,0.002289409
23/12/2011,74.17,0.000944223
22/12/2011,74.1,0.022518864
21/12/2011,72.45,-0.032054897
20/12/2011,74.81,0.037036227
19/12/2011,72.09,0.003334726
16/12/2011,71.85,-0.002640908
15/12/2011,72.04,-0.000832524
14/12/2011,72.1,-0.04554867
13/12/2011,75.46,-0.000265006
12/12/2011,75.48,-0.026023044
09/12/2011,77.47,0.018105346
08/12/2011,76.08,-0.01823442
07/12/2011,77.48,0.002714057
06/12/2011,77.27,0.014732031
05/12/2011,76.14,0.020165183
02/12/2011,74.62,0.00645337
01/12/2011,74.14,-0.011932836
30/11/2011,75.03,0.056194558
29/11/2011,70.93,-0.001549623
28/11/2011,71.04,0.059894666
25/11/2011,66.91,-0.003878286
23/11/2011,67.17,-0.029629624
22/11/2011,69.19,0.004635674
21/11/2011,68.87,-0.03397415
18/11/2011,71.25,0.010723963
17/11/2011,70.49,-0.024523053
16/11/2011,72.24,-0.029058726
15/11/2011,74.37,0.010543488
14/11/2011,73.59,-0.014033424
11/11/2011,74.63,0.033656695
10/11/2011,72.16,0.025545249
09/11/2011,70.34,-0.055174012
08/11/2011,74.33,0.062737373
07/11/2011,69.81,-0.002432221
04/11/2011,69.98,-0.021767644
03/11/2011,71.52,0.033988341
02/11/2011,69.13,0.051194325
01/11/2011,65.68,-0.029552889
31/10/2011,67.65,-0.049599325
28/10/2011,71.09,0.010463896
27/10/2011,70.35,0.073113442
26/10/2011,65.39,0.012154931
25/10/2011,64.6,-0.057158414
24/10/2011,68.4,0.027569554
21/10/2011,66.54,0.043775706
20/10/2011,63.69,0.000471143
19/10/2011,63.66,-0.025435614
18/10/2011,65.3,0.05008503
17/10/2011,62.11,-0.060899239
14/10/2011,66.01,0.03939646
13/10/2011,63.46,-0.010814305
12/10/2011,64.15,0.036188682
11/10/2011,61.87,0.00453589
10/10/2011,61.59,0.040084863
07/10/2011,59.17,-0.028818518
06/10/2011,60.9,0.023593053
05/10/2011,59.48,0.028824371
04/10/2011,57.79,0.057698038
03/10/2011,54.55,-0.026233978
30/09/2011,56,-0.025563314
29/09/2011,57.45,0.015436195
28/09/2011,56.57,-0.024619314
27/09/2011,57.98,0.05494914
26/09/2011,54.88,0.048343835
23/09/2011,52.29,0.014446943
22/09/2011,51.54,-0.047551339
21/09/2011,54.05,-0.043268583
20/09/2011,56.44,-0.037044493
19/09/2011,58.57,-0.015585611
16/09/2011,59.49,-0.010367986
15/09/2011,60.11,0.024077264
14/09/2011,58.68,0.0085573
13/09/2011,58.18,0.017512368
12/09/2011,57.17,0.010727264
09/09/2011,56.56,-0.020994473
08/09/2011,57.76,-0.025469285
07/09/2011,59.25,0.035561593
06/09/2011,57.18,-0.036405119
02/09/2011,59.3,-0.0507957
01/09/2011,62.39,-0.027507267
31/08/2011,64.13,0.028469422
30/08/2011,62.33,0.029303741
29/08/2011,60.53,0.011464776
26/08/2011,59.84,0.035897365
25/08/2011,57.73,-0.02057333
24/08/2011,58.93,0.02787517
23/08/2011,57.31,0.064875925
22/08/2011,53.71,0.000931359
19/08/2011,53.66,-0.037850757
18/08/2011,55.73,-0.10645448
17/08/2011,61.99,-0.016320362
16/08/2011,63.01,-0.023836788
15/08/2011,64.53,-0.006179535
12/08/2011,64.93,0.045369255
11/08/2011,62.05,0.057888642
10/08/2011,58.56,-0.039017088
09/08/2011,60.89,0.075536535
08/08/2011,56.46,-0.101154019
05/08/2011,62.47,-0.043846071
04/08/2011,65.27,-0.081608934
03/08/2011,70.82,0.045202988
02/08/2011,67.69,-0.049851866
01/08/2011,71.15,-0.008536893
29/07/2011,71.76,-0.023686043
28/07/2011,73.48,-0.047700839
27/07/2011,77.07,-0.04552869
26/07/2011,80.66,-0.027633498
25/07/2011,82.92,-0.001566548
22/07/2011,83.05,-0.009467385
21/07/2011,83.84,0.012119906
20/07/2011,82.83,-0.0004828
19/07/2011,82.87,0.020111593
18/07/2011,81.22,0.001478561
15/07/2011,81.1,0.003829766
14/07/2011,80.79,-0.0340707
13/07/2011,83.59,-0.001315082
12/07/2011,83.7,-0.022212633
11/07/2011,85.58,-0.024014084
08/07/2011,87.66,-0.018871683
07/07/2011,89.33,0.013184032
06/07/2011,88.16,-0.00090703
05/07/2011,88.24,-0.008463629
01/07/2011,88.99,0.025378318
30/06/2011,86.76,0.010544099
29/06/2011,85.85,0.022022912
28/06/2011,83.98,0.034402617
27/06/2011,81.14,0.0064293
24/06/2011,80.62,-0.01379672
23/06/2011,81.74,0.005274468
22/06/2011,81.31,-0.006130475
21/06/2011,81.81,0.025001302
20/06/2011,79.79,0.008432496
17/06/2011,79.12,0.009907359
16/06/2011,78.34,0.000766186
15/06/2011,78.28,-0.025228381
14/06/2011,80.28,0.04067668
13/06/2011,77.08,-0.013914164
10/06/2011,78.16,-0.01900957
09/06/2011,79.66,0.005160165
08/06/2011,79.25,-0.020235514
07/06/2011,80.87,0.004088972
06/06/2011,80.54,-0.010375587
03/06/2011,81.38,-0.020313293
02/06/2011,83.05,0.024993681
01/06/2011,81,-0.025715877
31/05/2011,83.11,-0.001442828
27/05/2011,83.23,0.001202212
26/05/2011,83.13,0.009791556
25/05/2011,82.32,0.016658886
24/05/2011,80.96,-0.00554291
23/05/2011,81.41,-0.017412921
20/05/2011,82.84,-0.008414523
19/05/2011,83.54,-0.000957167
18/05/2011,83.62,0.038646852
17/05/2011,80.45,-0.016396841
16/05/2011,81.78,-0.009250309
13/05/2011,82.54,-0.017295651
12/05/2011,83.98,0.001787737
11/05/2011,83.83,-0.029965229
10/05/2011,86.38,0.017753328
09/05/2011,84.86,0.006146591
06/05/2011,84.34,0.006661933
05/05/2011,83.78,0.013216581
04/05/2011,82.68,-0.021418707
03/05/2011,84.47,-0.029396728
02/05/2011,86.99,-0.001608087
29/04/2011,87.13,-0.012885748
28/04/2011,88.26,-0.013951621
27/04/2011,89.5,-0.089094866
26/04/2011,97.84,0.034416247
25/04/2011,94.53,-0.00695765
21/04/2011,95.19,0.005794675
20/04/2011,94.64,0.033522692
19/04/2011,91.52,0.003941323
18/04/2011,91.16,-0.020520779
15/04/2011,93.05,0.011565821
14/04/2011,91.98,0.004685891
13/04/2011,91.55,-0.002073218
12/04/2011,91.74,-0.007276709
11/04/2011,92.41,0.000324693
08/04/2011,92.38,-0.010659589
07/04/2011,93.37,-0.004168231
06/04/2011,93.76,-0.021106735
05/04/2011,95.76,-0.011731253
04/04/2011,96.89,-0.001134664
01/04/2011,97,0.024525101
31/03/2011,94.65,0.006571997
30/03/2011,94.03,0.001383494
29/03/2011,93.9,0.018270256
28/03/2011,92.2,-0.009176853
25/03/2011,93.05,0.010479219
24/03/2011,92.08,0.00982219
23/03/2011,91.18,0.016587796
22/03/2011,89.68,-0.009323042
21/03/2011,90.52,0.028234006
18/03/2011,88,0.011773583
17/03/2011,86.97,0.028456731
16/03/2011,84.53,-0.018170595
15/03/2011,86.08,-0.01120557
14/03/2011,87.05,-0.001721665
11/03/2011,87.2,0.017818359
10/03/2011,85.66,-0.027745981
09/03/2011,88.07,-0.005887032
08/03/2011,88.59,0.02121914
07/03/2011,86.73,-0.013286188
04/03/2011,87.89,-0.015691466
03/03/2011,89.28,0.036500402
02/03/2011,86.08,0.008282345
01/03/2011,85.37,-0.027269165
28/02/2011,87.73,-0.012347934
25/02/2011,88.82,0.019784613
24/02/2011,87.08,0.01539115
23/02/2011,85.75,-0.013897155
22/02/2011,86.95,-0.027563703
18/02/2011,89.38,-0.004799384
17/02/2011,89.81,-0.012943374
16/02/2011,90.98,0.028994002
15/02/2011,88.38,-0.004628331
14/02/2011,88.79,0.009960467
11/02/2011,87.91,0.012706942
10/02/2011,86.8,0.013570933
09/02/2011,85.63,0.005856189
08/02/2011,85.13,0.011935149
07/02/2011,84.12,0.01884018
04/02/2011,82.55,-0.001210654
03/02/2011,82.65,-0.003502631
02/02/2011,82.94,0.008232492
01/02/2011,82.26,0.015312359
31/01/2011,81.01,0.008304975
28/01/2011,80.34,-0.028951973
27/01/2011,82.7,0.016950592
