Date,Close,FAST
05/01/2011,60.08,0.004336954
04/01/2011,59.82,-0.017071766
03/01/2011,60.85,0.015568383
31/12/2010,59.91,-0.003332781
30/12/2010,60.11,0.002165044
29/12/2010,59.98,0.005349394
28/12/2010,59.66,-0.001172628
27/12/2010,59.73,0.004362423
23/12/2010,59.47,-0.00218359
22/12/2010,59.6,-0.004519971
21/12/2010,59.87,0.00468777
20/12/2010,59.59,0.000839419
17/12/2010,59.54,0.006064709
16/12/2010,59.18,0.000676133
15/12/2010,59.14,0.002539576
14/12/2010,58.99,0.001866464
13/12/2010,58.88,-0.004913182
10/12/2010,59.17,0.015327276
09/12/2010,58.27,-0.004281195
08/12/2010,58.52,-0.000683294
07/12/2010,58.56,0.01202557
06/12/2010,57.86,0.001383605
03/12/2010,57.78,0.014995922
02/12/2010,56.92,0.035405093
01/12/2010,54.94,0.026186265
30/11/2010,53.52,-0.008558192
29/11/2010,53.98,-0.000740741
26/11/2010,54.02,0.000555504
24/11/2010,53.99,0.025132606
23/11/2010,52.65,-0.004169832
22/11/2010,52.87,0.007594493
19/11/2010,52.47,0.008421102
18/11/2010,52.03,0.009268265
17/11/2010,51.55,0.00642213
16/11/2010,51.22,-0.027346206
15/11/2010,52.64,0.005906467
12/11/2010,52.33,-0.019491581
11/11/2010,53.36,-0.001498128
10/11/2010,53.44,0.008267616
09/11/2010,53,-0.003390472
08/11/2010,53.18,-0.010475217
05/11/2010,53.74,-0.000186064
04/11/2010,53.75,0.009909401
03/11/2010,53.22,0.002257337
02/11/2010,53.1,0.025559278
01/11/2010,51.76,0.005424267
29/10/2010,51.48,0.002333723
28/10/2010,51.36,0.000973994
27/10/2010,51.31,-0.022927505
26/10/2010,52.5,-0.002283106
25/10/2010,52.62,-0.005307063
22/10/2010,52.9,0
21/10/2010,52.9,0.009496748
20/10/2010,52.4,0.014029249
19/10/2010,51.67,-0.004248751
18/10/2010,51.89,-0.004038855
15/10/2010,52.1,-0.011640242
14/10/2010,52.71,-0.000758581
13/10/2010,52.75,0.013551119
12/10/2010,52.04,-0.050764715
11/10/2010,54.75,0.004209762
08/10/2010,54.52,0.015340842
07/10/2010,53.69,-0.005016267
06/10/2010,53.96,-0.000555813
05/10/2010,53.99,0.025322557
04/10/2010,52.64,-0.013959857
01/10/2010,53.38,0.003565735
30/09/2010,53.19,-0.00861106
29/09/2010,53.65,-0.002791998
28/09/2010,53.8,0.017626558
27/09/2010,52.86,-0.010351085
24/09/2010,53.41,0.027908788
23/09/2010,51.94,-0.004610073
22/09/2010,52.18,0.003455561
21/09/2010,52,-0.004030329
20/09/2010,52.21,0.012915842
17/09/2010,51.54,0.007204782
