Date,Close,KSU
04/04/2014,100.73,-0.036551996
03/04/2014,104.48,0.001724304
02/04/2014,104.3,0.011378003
01/04/2014,103.12,0.010332483
31/03/2014,102.06,0.024298314
28/03/2014,99.61,0.017418162
27/03/2014,97.89,0.003786914
26/03/2014,97.52,-0.023010493
25/03/2014,99.79,0.013620752
24/03/2014,98.44,-0.001421176
21/03/2014,98.58,-0.00938974
20/03/2014,99.51,-0.003310763
19/03/2014,99.84,-0.001401261
18/03/2014,99.98,0.015116684
17/03/2014,98.48,0.019274741
14/03/2014,96.6,-0.013469948
13/03/2014,97.91,-0.033445246
12/03/2014,101.24,0.010026391
11/03/2014,100.23,0.010732838
10/03/2014,99.16,0.007998828
07/03/2014,98.37,0.008370812
06/03/2014,97.55,0.007924706
05/03/2014,96.78,-0.002579848
04/03/2014,97.03,0.024728685
03/03/2014,94.66,0.007848168
28/02/2014,93.92,0.007159298
27/02/2014,93.25,0.011432394
26/02/2014,92.19,-0.012932608
25/02/2014,93.39,-0.012873203
24/02/2014,94.6,-0.010306117
21/02/2014,95.58,0.014224991
20/02/2014,94.23,0.033561283
19/02/2014,91.12,-0.006017853
18/02/2014,91.67,-0.045736266
14/02/2014,95.96,-0.026328135
13/02/2014,98.52,-0.024068551
12/02/2014,100.92,-0.01172254
11/02/2014,102.11,0.003925037
10/02/2014,101.71,-0.008614835
07/02/2014,102.59,0.014234766
06/02/2014,101.14,0.01213583
05/02/2014,99.92,-0.01144348
04/02/2014,101.07,0.00814628
03/02/2014,100.25,-0.051896604
31/01/2014,105.59,0.000568397
30/01/2014,105.53,0.03333642
29/01/2014,102.07,0.004910636
28/01/2014,101.57,0.022703355
27/01/2014,99.29,-0.002012276
24/01/2014,99.49,-0.164507102
23/01/2014,117.28,0.002219378
22/01/2014,117.02,-0.001281011
21/01/2014,117.17,0.007366831
17/01/2014,116.31,-0.00676923
16/01/2014,117.1,-0.017438857
15/01/2014,119.16,0.010206322
14/01/2014,117.95,0.016584412
13/01/2014,116.01,-0.003184305
10/01/2014,116.38,-0.001888575
09/01/2014,116.6,-0.004193596
08/01/2014,117.09,-0.007657005
07/01/2014,117.99,0.013825105
06/01/2014,116.37,-0.028798467
03/01/2014,119.77,-0.001918506
02/01/2014,120,-0.031417914
31/12/2013,123.83,0.012187346
30/12/2013,122.33,0.002373451
27/12/2013,122.04,-0.013267868
26/12/2013,123.67,0.004700933
24/12/2013,123.09,0.006602298
23/12/2013,122.28,0.00450802
20/12/2013,121.73,0.009326193
19/12/2013,120.6,-0.001657001
18/12/2013,120.8,0.027868179
17/12/2013,117.48,-0.011173301
16/12/2013,118.8,0.011513842
13/12/2013,117.44,0.003326371
12/12/2013,117.05,0.000341793
11/12/2013,117.01,-0.017116161
10/12/2013,119.03,-0.00711568
09/12/2013,119.88,0.014536239
06/12/2013,118.15,0.000507958
05/12/2013,118.09,-0.015878017
04/12/2013,119.98,-0.008630759
03/12/2013,121.02,-0.006670809
02/12/2013,121.83,0.006670809
29/11/2013,121.02,-0.003382144
27/11/2013,121.43,-0.000987736
26/11/2013,121.55,-0.003531396
25/11/2013,121.98,0.001476742
22/11/2013,121.8,-0.002787573
21/11/2013,122.14,0.007890884
20/11/2013,121.18,-0.002801815
19/11/2013,121.52,-0.023423322
18/11/2013,124.4,-0.004971544
15/11/2013,125.02,-0.001438734
14/11/2013,125.2,0.001278773
13/11/2013,125.04,0.009724029
12/11/2013,123.83,-0.001371908
11/11/2013,124,0.005498963
08/11/2013,123.32,0.006753209
07/11/2013,122.49,-0.016436952
06/11/2013,124.52,-0.000642261
05/11/2013,124.6,0.004343287
04/11/2013,124.06,0.011756733
01/11/2013,122.61,0.008929728
31/10/2013,121.52,-0.003204209
30/10/2013,121.91,-0.014010166
29/10/2013,123.63,0.006980548
28/10/2013,122.77,-0.005847495
25/10/2013,123.49,-0.007824198
24/10/2013,124.46,0.006448515
23/10/2013,123.66,0.023647954
22/10/2013,120.77,0.022779647
21/10/2013,118.05,0.005947341
18/10/2013,117.35,0.036358176
17/10/2013,113.16,-0.000706714
16/10/2013,113.24,0.016023131
15/10/2013,111.44,-0.01150925
14/10/2013,112.73,-0.004955324
11/10/2013,113.29,0.00167852
10/10/2013,113.1,0.028974534
09/10/2013,109.87,-0.007616321
08/10/2013,110.71,-0.003336493
07/10/2013,111.08,-0.008158919
04/10/2013,111.99,0.014390032
03/10/2013,110.39,-0.006051046
02/10/2013,111.06,-0.003864305
01/10/2013,111.49,0.019289708
30/09/2013,109.36,-0.006834674
27/09/2013,110.11,-0.002539684
26/09/2013,110.39,0.005085834
25/09/2013,109.83,-0.011766971
24/09/2013,111.13,0.006681137
23/09/2013,110.39,-0.009287295
20/09/2013,111.42,-0.007332591
19/09/2013,112.24,-0.004533543
18/09/2013,112.75,0.011776387
17/09/2013,111.43,0.002066209
16/09/2013,111.2,0.008217121
13/09/2013,110.29,0.005090457
12/09/2013,109.73,-0.011957747
11/09/2013,111.05,-0.007178138
10/09/2013,111.85,0.019227022
09/09/2013,109.72,0.015337583
06/09/2013,108.05,-0.003141751
05/09/2013,108.39,0.00286414
04/09/2013,108.08,0.019526944
03/09/2013,105.99,0.005392379
30/08/2013,105.42,-0.014315558
29/08/2013,106.94,0.015359548
28/08/2013,105.31,-0.000284833
27/08/2013,105.34,-0.02215637
26/08/2013,107.7,-0.007400589
23/08/2013,108.5,-0.000368596
22/08/2013,108.54,0.025190249
21/08/2013,105.84,-0.012021182
20/08/2013,107.12,0.012871883
19/08/2013,105.75,-0.007254943
16/08/2013,106.52,0.006876764
15/08/2013,105.79,-0.012680393
14/08/2013,107.14,-0.019136244
13/08/2013,109.21,0.011048819
12/08/2013,108.01,-0.000832909
09/08/2013,108.1,0.002593555
08/08/2013,107.82,0.013069641
07/08/2013,106.42,-0.012513003
06/08/2013,107.76,-0.010431666
05/08/2013,108.89,-0.010687473
02/08/2013,110.06,-0.005888498
01/08/2013,110.71,0.027100441
31/07/2013,107.75,-0.001298461
30/07/2013,107.89,-0.002591874
29/07/2013,108.17,-0.017957423
26/07/2013,110.13,-0.000907606
25/07/2013,110.23,-0.005247931
24/07/2013,110.81,-0.021780741
23/07/2013,113.25,-0.022439497
22/07/2013,115.82,-0.021186509
19/07/2013,118.3,0.012161565
18/07/2013,116.87,0.024688334
17/07/2013,114.02,0.002107112
16/07/2013,113.78,-0.004034739
15/07/2013,114.24,0.003771107
12/07/2013,113.81,0.004756042
11/07/2013,113.27,0.004424003
10/07/2013,112.77,-0.019146905
09/07/2013,114.95,0.021455145
08/07/2013,112.51,-0.000710795
05/07/2013,112.59,0.0235453
03/07/2013,109.97,-0.000181851
02/07/2013,109.99,0.014376879
01/07/2013,108.42,0.022950909
28/06/2013,105.96,-0.016102201
27/06/2013,107.68,-0.001762932
26/06/2013,107.87,0.010530827
25/06/2013,106.74,0.029183194
24/06/2013,103.67,-0.032270049
21/06/2013,107.07,-0.008555804
20/06/2013,107.99,-0.022343206
19/06/2013,110.43,-0.015722888
18/06/2013,112.18,0.019806193
17/06/2013,109.98,-0.005621558
14/06/2013,110.6,-0.007655971
13/06/2013,111.45,0.035806181
12/06/2013,107.53,-0.016692415
11/06/2013,109.34,-0.008106799
10/06/2013,110.23,-0.002174899
07/06/2013,110.47,0.019284974
06/06/2013,108.36,0.020794259
05/06/2013,106.13,-0.02530603
04/06/2013,108.85,-0.007596248
03/06/2013,109.68,-0.009256804
31/05/2013,110.7,-0.011942853
30/05/2013,112.03,-0.000356983
29/05/2013,112.07,-0.015494577
28/05/2013,113.82,0.021760262
24/05/2013,111.37,-0.00564088
23/05/2013,112,0.015566968
22/05/2013,110.27,-0.031334856
21/05/2013,113.78,-0.008053265
20/05/2013,114.7,-0.021220498
17/05/2013,117.16,0.00831374
16/05/2013,116.19,-0.008143018
15/05/2013,117.14,0.006852862
14/05/2013,116.34,0.042851156
13/05/2013,111.46,0.013821983
10/05/2013,109.93,0.006113437
09/05/2013,109.26,-0.0063863
08/05/2013,109.96,0.000909835
07/05/2013,109.86,0.005751077
06/05/2013,109.23,-0.008387322
03/05/2013,110.15,0.042563562
02/05/2013,105.56,0.016620881
01/05/2013,103.82,-0.049331248
30/04/2013,109.07,0.013197552
29/04/2013,107.64,0.00933365
26/04/2013,106.64,-0.006542691
25/04/2013,107.34,0.005511715
24/04/2013,106.75,-0.001497707
23/04/2013,106.91,0.012328988
22/04/2013,105.6,-0.008110956
19/04/2013,106.46,0.029454543
18/04/2013,103.37,-0.003572984
17/04/2013,103.74,0.001157408
16/04/2013,103.62,0.01713104
15/04/2013,101.86,-0.056400005
12/04/2013,107.77,0.005209799
11/04/2013,107.21,-0.002794339
10/04/2013,107.51,0.016222401
09/04/2013,105.78,-0.006126026
08/04/2013,106.43,0.016101882
05/04/2013,104.73,0.006994711
04/04/2013,104,-0.004413324
03/04/2013,104.46,-0.01302981
02/04/2013,105.83,-0.025561093
01/04/2013,108.57,-0.021233768
28/03/2013,110.9,0.028907977
27/03/2013,107.74,-0.016294952
26/03/2013,109.51,0.025900995
25/03/2013,106.71,-0.007933957
22/03/2013,107.56,0.009059133
21/03/2013,106.59,-0.02217468
20/03/2013,108.98,0.009866833
19/03/2013,107.91,-0.000741084
18/03/2013,107.99,9.26055E-05
15/03/2013,107.98,-0.005541204
14/03/2013,108.58,0.014471496
13/03/2013,107.02,0.008727942
12/03/2013,106.09,0.000471409
11/03/2013,106.04,0.006813047
08/03/2013,105.32,0.016369484
07/03/2013,103.61,-0.007020947
06/03/2013,104.34,-0.01238229
05/03/2013,105.64,0.01670444
04/03/2013,103.89,0.018163775
01/03/2013,102.02,-0.009268811
28/02/2013,102.97,-0.009376126
27/02/2013,103.94,0.060480318
26/02/2013,97.84,0.013376061
25/02/2013,96.54,-0.022937725
22/02/2013,98.78,0.010277374
21/02/2013,97.77,0.002355231
20/02/2013,97.54,-0.015665054
19/02/2013,99.08,0.013309823
15/02/2013,97.77,0.001637834
14/02/2013,97.61,0.002564499
13/02/2013,97.36,0.015422342
12/02/2013,95.87,0.005333904
11/02/2013,95.36,0.002835392
08/02/2013,95.09,-0.00115613
07/02/2013,95.2,0.004316023
06/02/2013,94.79,0.001161134
05/02/2013,94.68,0.0083789
04/02/2013,93.89,-0.004781394
01/02/2013,94.34,0.013123688
31/01/2013,93.11,0.002796302
30/01/2013,92.85,-0.02099507
29/01/2013,94.82,0.003592186
28/01/2013,94.48,0.004880646
25/01/2013,94.02,0.002449285
24/01/2013,93.79,0.014714835
23/01/2013,92.42,0.008148233
22/01/2013,91.67,0.045071767
18/01/2013,87.63,-0.002735044
17/01/2013,87.87,0.014905114
16/01/2013,86.57,-0.003804697
15/01/2013,86.9,0.0140219
14/01/2013,85.69,0.00175203
11/01/2013,85.54,0.001638002
10/01/2013,85.4,-0.009208061
09/01/2013,86.19,0.005118076
08/01/2013,85.75,-0.007783044
07/01/2013,86.42,-0.027392719
04/01/2013,88.82,0.013488445
03/01/2013,87.63,0.017149525
02/01/2013,86.14,0.031366797
31/12/2012,83.48,0.017156395
28/12/2012,82.06,-0.00413475
27/12/2012,82.4,-0.001818733
26/12/2012,82.55,-0.007963363
24/12/2012,83.21,-0.00730411
21/12/2012,83.82,0.000716076
20/12/2012,83.76,0.023433854
19/12/2012,81.82,-0.004755237
18/12/2012,82.21,-0.003400125
17/12/2012,82.49,0.007300191
14/12/2012,81.89,0.000977398
13/12/2012,81.81,0.005515734
12/12/2012,81.36,0.006659292
11/12/2012,80.82,0.006081309
10/12/2012,80.33,0.006870304
07/12/2012,79.78,0.014901147
06/12/2012,78.6,0.016419045
05/12/2012,77.32,0.007659888
04/12/2012,76.73,0.004179189
03/12/2012,76.41,-0.022516479
30/11/2012,78.15,-0.00739422
29/11/2012,78.73,-0.009732744
28/11/2012,79.5,0.002392798
27/11/2012,79.31,-0.003649869
26/11/2012,79.6,0.025317808
23/11/2012,77.61,0.016630239
21/11/2012,76.33,0.009080802
20/11/2012,75.64,-0.00329968
19/11/2012,75.89,0.027248914
16/11/2012,73.85,-0.003379523
15/11/2012,74.1,-0.004980827
14/11/2012,74.47,-0.039107083
13/11/2012,77.44,0.00168013
12/11/2012,77.31,0.005187406
09/11/2012,76.91,-0.020462718
08/11/2012,78.5,-0.014794479
07/11/2012,79.67,-0.031262199
06/11/2012,82.2,0.010025759
05/11/2012,81.38,0.003446581
02/11/2012,81.1,-0.028205128
01/11/2012,83.42,0.036127922
31/10/2012,80.46,-0.009770655
26/10/2012,81.25,0.015129257
25/10/2012,80.03,0.012068028
24/10/2012,79.07,0.006470872
23/10/2012,78.56,0.002549071
22/10/2012,78.36,-0.000892914
19/10/2012,78.43,0.013478158
18/10/2012,77.38,-0.003740733
17/10/2012,77.67,0.004128505
16/10/2012,77.35,0.034860485
15/10/2012,74.7,-0.006006024
12/10/2012,75.15,0.009492684
11/10/2012,74.44,-0.001208297
10/10/2012,74.53,-0.004150773
09/10/2012,74.84,-0.020630195
08/10/2012,76.4,0.001571915
05/10/2012,76.28,0.013993628
04/10/2012,75.22,0.020007381
03/10/2012,73.73,-0.021734153
