Date,Close,KSU
02/10/2012,75.35,-0.005162497
01/10/2012,75.74,-0.000527983
28/09/2012,75.78,-0.015451401
27/09/2012,76.96,0.021009176
26/09/2012,75.36,-0.013182369
25/09/2012,76.36,-0.009384845
24/09/2012,77.08,0.014110503
21/09/2012,76,-0.011772536
20/09/2012,76.9,-0.028459811
19/09/2012,79.12,-0.007931054
18/09/2012,79.75,-0.018510995
17/09/2012,81.24,-0.028994571
14/09/2012,83.63,0.02530861
13/09/2012,81.54,-0.002694429
12/09/2012,81.76,0.013297413
11/09/2012,80.68,0.011719371
10/09/2012,79.74,-0.001002758
07/09/2012,79.82,0.001629992
06/09/2012,79.69,0.037460436
05/09/2012,76.76,-0.013072082
04/09/2012,77.77,0.005673774
31/08/2012,77.33,0.005186061
30/08/2012,76.93,-0.009058033
29/08/2012,77.63,-0.001158674
28/08/2012,77.72,0.007231436
27/08/2012,77.16,-0.006974069
24/08/2012,77.7,0.012041319
23/08/2012,76.77,-0.018199922
22/08/2012,78.18,-0.003065136
21/08/2012,78.42,0.010125046
20/08/2012,77.63,-0.001801802
17/08/2012,77.77,0.015158676
16/08/2012,76.6,0.004973181
15/08/2012,76.22,0.011081908
14/08/2012,75.38,0.018612039
13/08/2012,73.99,-0.002294972
10/08/2012,74.16,0.010573502
09/08/2012,73.38,-0.002721831
08/08/2012,73.58,0.001632209
07/08/2012,73.46,0.000953354
06/08/2012,73.39,-0.010032622
03/08/2012,74.13,0.036402618
02/08/2012,71.48,0.002661625
01/08/2012,71.29,-0.02095989
31/07/2012,72.8,-0.010521379
30/07/2012,73.57,-0.01470714
27/07/2012,74.66,0.031290813
26/07/2012,72.36,0.02179466
25/07/2012,70.8,0.017238122
24/07/2012,69.59,-0.000861821
23/07/2012,69.65,-0.016235048
20/07/2012,70.79,-0.015002034
19/07/2012,71.86,0.045261746
18/07/2012,68.68,-0.002472189
17/07/2012,68.85,0
16/07/2012,68.85,-0.017849905
13/07/2012,70.09,0.026602696
12/07/2012,68.25,-0.005989354
11/07/2012,68.66,-0.010720079
10/07/2012,69.4,-0.012458098
09/07/2012,70.27,0.005422388
06/07/2012,69.89,-0.01448889
05/07/2012,70.91,0.023399555
03/07/2012,69.27,0.009865161
02/07/2012,68.59,-0.014042938
29/06/2012,69.56,0.024890303
28/06/2012,67.85,0.017994388
27/06/2012,66.64,-0.007772834
26/06/2012,67.16,0.006722965
25/06/2012,66.71,-0.014731313
22/06/2012,67.7,-0.016698791
21/06/2012,68.84,-0.023685884
20/06/2012,70.49,-0.014785878
19/06/2012,71.54,0.001538785
18/06/2012,71.43,0.044954606
15/06/2012,68.29,0.023408476
14/06/2012,66.71,0.000149914
13/06/2012,66.7,-0.008360753
12/06/2012,67.26,0.016187404
11/06/2012,66.18,-0.014252735
08/06/2012,67.13,0.004927957
07/06/2012,66.8,0.01129105
06/06/2012,66.05,0.04426597
05/06/2012,63.19,0.010339709
04/06/2012,62.54,-0.011446866
01/06/2012,63.26,-0.042098448
31/05/2012,65.98,0.036109462
30/05/2012,63.64,-0.046062794
29/05/2012,66.64,0.003005713
25/05/2012,66.44,-0.011225142
24/05/2012,67.19,-0.017117136
23/05/2012,68.35,0.007194804
22/05/2012,67.86,0.008435122
21/05/2012,67.29,0.038941364
18/05/2012,64.72,-0.010757749
17/05/2012,65.42,-0.066094555
16/05/2012,69.89,-0.004710593
15/05/2012,70.22,0.000569801
14/05/2012,70.18,-0.020869342
11/05/2012,71.66,-0.013445348
10/05/2012,72.63,-0.01543852
09/05/2012,73.76,-0.020663556
08/05/2012,75.3,-0.000531067
07/05/2012,75.34,0.003190643
04/05/2012,75.1,-0.016245487
03/05/2012,76.33,-0.012498535
02/05/2012,77.29,-0.012983022
01/05/2012,78.3,0.016482475
30/04/2012,77.02,-0.017248465
27/04/2012,78.36,0.011035657
26/04/2012,77.5,0.00206665
25/04/2012,77.34,0.029523892
24/04/2012,75.09,0.057981295
23/04/2012,70.86,-0.007731816
20/04/2012,71.41,0.000560303
19/04/2012,71.37,-0.03144653
18/04/2012,73.65,-0.005011184
17/04/2012,74.02,0.016482019
16/04/2012,72.81,0.003026137
13/04/2012,72.59,-0.002064268
12/04/2012,72.74,0.042260798
11/04/2012,69.73,0.00748528
10/04/2012,69.21,-0.036181857
09/04/2012,71.76,-0.011637704
05/04/2012,72.6,0.00566339
04/04/2012,72.19,-0.014849716
03/04/2012,73.27,0.008635514
02/04/2012,72.64,0.013164466
30/03/2012,71.69,0.014330113
29/03/2012,70.67,-0.012375351
28/03/2012,71.55,-0.004044918
27/03/2012,71.84,0.005163643
26/03/2012,71.47,0.014374543
23/03/2012,70.45,-0.010308642
22/03/2012,71.18,-0.029894283
21/03/2012,73.34,0.018856797
20/03/2012,71.97,-0.023617739
19/03/2012,73.69,-0.0132113
16/03/2012,74.67,0.015656954
15/03/2012,73.51,0.048640536
14/03/2012,70.02,-0.019236803
13/03/2012,71.38,0.037831933
12/03/2012,68.73,-0.00753736
09/03/2012,69.25,-0.01105777
08/03/2012,70.02,0.014239723
07/03/2012,69.03,0.015180557
06/03/2012,67.99,-0.010388564
05/03/2012,68.7,-0.015168221
02/03/2012,69.75,-0.015082813
01/03/2012,70.81,0.017523064
29/02/2012,69.58,0.001150417
28/02/2012,69.5,0.00244904
27/02/2012,69.33,0.001298983
24/02/2012,69.24,0.018071025
23/02/2012,68,0.014964351
22/02/2012,66.99,0.005388428
21/02/2012,66.63,0.005870416
17/02/2012,66.24,-0.007669787
16/02/2012,66.75,-0.002693
15/02/2012,66.93,-0.03911727
14/02/2012,69.6,-0.000143668
13/02/2012,69.61,0.017243056
10/02/2012,68.42,-0.015517678
09/02/2012,69.49,0.005772855
08/02/2012,69.09,-0.00115724
07/02/2012,69.17,-0.008636875
06/02/2012,69.77,-0.010550426
03/02/2012,70.51,0.025714266
02/02/2012,68.72,0.000436649
01/02/2012,68.69,0.000728173
31/01/2012,68.64,-0.008269906
30/01/2012,69.21,0.008852826
27/01/2012,68.6,0.015276443
26/01/2012,67.56,0.002667854
25/01/2012,67.38,0.008046534
24/01/2012,66.84,-0.078799012
23/01/2012,72.32,-0.01468697
20/01/2012,73.39,-0.005028893
19/01/2012,73.76,0.028465311
18/01/2012,71.69,-0.001533208
17/01/2012,71.8,-0.003337044
13/01/2012,72.04,-0.007605651
12/01/2012,72.59,0.002206593
11/01/2012,72.43,-0.002344344
10/01/2012,72.6,0.018349139
09/01/2012,71.28,0.022702451
06/01/2012,69.68,-0.004010318
05/01/2012,69.96,-0.004136658
04/01/2012,70.25,0.022165559
03/01/2012,68.71,0.010239996
30/12/2011,68.01,0.00102979
29/12/2011,67.94,0.019470036
28/12/2011,66.63,-0.015931253
27/12/2011,67.7,-0.001918395
23/12/2011,67.83,0.010075652
22/12/2011,67.15,0.025948054
21/12/2011,65.43,0.00921241
20/12/2011,64.83,0.031494965
19/12/2011,62.82,-0.015636424
16/12/2011,63.81,0.024912038
15/12/2011,62.24,0.0054777
14/12/2011,61.9,-0.034299964
13/12/2011,64.06,-0.021466348
12/12/2011,65.45,-0.014109314
09/12/2011,66.38,0.010144685
08/12/2011,65.71,-0.017200183
07/12/2011,66.85,-0.013963388
06/12/2011,67.79,-0.020152551
05/12/2011,69.17,0.019120483
02/12/2011,67.86,-0.013320844
01/12/2011,68.77,0.010818819
30/11/2011,68.03,0.013466722
29/11/2011,67.12,0.015313315
28/11/2011,66.1,0.05105445
25/11/2011,62.81,-0.009822639
23/11/2011,63.43,-0.024450334
22/11/2011,65,-0.015721914
21/11/2011,66.03,-0.029692595
18/11/2011,68.02,0.024707314
17/11/2011,66.36,-0.001957095
16/11/2011,66.49,-0.010770486
15/11/2011,67.21,0.018318831
14/11/2011,65.99,-0.018616361
11/11/2011,67.23,0.038822161
10/11/2011,64.67,0.01684119
09/11/2011,63.59,-0.04097924
08/11/2011,66.25,-0.00301432
07/11/2011,66.45,0.001958274
04/11/2011,66.32,0.005897938
03/11/2011,65.93,0.035037151
02/11/2011,63.66,0.023040663
01/11/2011,62.21,-0.015313746
31/10/2011,63.17,-0.029019197
28/10/2011,65.03,-0.004449566
27/10/2011,65.32,0.057825038
26/10/2011,61.65,0.019325855
25/10/2011,60.47,-0.016401877
24/10/2011,61.47,0.031900895
21/10/2011,59.54,0.037824309
20/10/2011,57.33,-0.00851069
19/10/2011,57.82,-0.009981153
18/10/2011,58.4,0.031130242
17/10/2011,56.61,-0.030445076
14/10/2011,58.36,0.020426537
13/10/2011,57.18,-0.013376383
12/10/2011,57.95,0.01740688
11/10/2011,56.95,0.008818399
10/10/2011,56.45,0.034237578
07/10/2011,54.55,-0.012207494
06/10/2011,55.22,0.02382374
05/10/2011,53.92,0.050590746
04/10/2011,51.26,0.053698797
03/10/2011,48.58,-0.028010762
30/09/2011,49.96,-0.045199907
29/09/2011,52.27,0.043599907
28/09/2011,50.04,-0.030311315
27/09/2011,51.58,0.022746079
26/09/2011,50.42,0.020235089
23/09/2011,49.41,0.019414117
22/09/2011,48.46,-0.02506499
21/09/2011,49.69,-0.046593194
20/09/2011,52.06,-0.012218556
19/09/2011,52.7,-0.037431053
16/09/2011,54.71,0.006601895
15/09/2011,54.35,0.017821151
14/09/2011,53.39,0.014527187
13/09/2011,52.62,0.056890156
12/09/2011,49.71,0.001812142
09/09/2011,49.62,-0.033491687
08/09/2011,51.31,-0.020830068
07/09/2011,52.39,0.035554984
06/09/2011,50.56,-0.008272649
02/09/2011,50.98,-0.034698932
01/09/2011,52.78,-0.025810298
31/08/2011,54.16,-0.006991749
30/08/2011,54.54,0.022435353
29/08/2011,53.33,0.050967669
26/08/2011,50.68,0.058505716
25/08/2011,47.8,-0.023569419
24/08/2011,48.94,0.018769242
23/08/2011,48.03,0.038196878
22/08/2011,46.23,0.004987542
19/08/2011,46,-0.031456536
18/08/2011,47.47,-0.128145099
17/08/2011,53.96,0.005761562
16/08/2011,53.65,-0.043227301
15/08/2011,56.02,0.028058678
12/08/2011,54.47,0.023215826
11/08/2011,53.22,0.041432854
10/08/2011,51.06,-0.024568409
09/08/2011,52.33,0.089289738
08/08/2011,47.86,-0.085460516
05/08/2011,52.13,-0.011443955
04/08/2011,52.73,-0.086252508
03/08/2011,57.48,0.013310179
02/08/2011,56.72,-0.04599898
01/08/2011,59.39,0.000673741
29/07/2011,59.35,0.003713711
28/07/2011,59.13,0.005086481
27/07/2011,58.83,-0.038841452
26/07/2011,61.16,-0.01718311
25/07/2011,62.22,0.007744472
22/07/2011,61.74,0.006010903
21/07/2011,61.37,0.03836724
20/07/2011,59.06,0.012951783
19/07/2011,58.3,0.024658308
18/07/2011,56.88,-0.003334799
15/07/2011,57.07,0.000525808
14/07/2011,57.04,-0.017379652
13/07/2011,58.04,0.020716208
12/07/2011,56.85,-0.018646528
11/07/2011,57.92,-0.027585608
08/07/2011,59.54,-0.040163397
07/07/2011,61.98,0.001776343
06/07/2011,61.87,0.0214008
05/07/2011,60.56,-0.000825287
01/07/2011,60.61,0.021344816
30/06/2011,59.33,0.030460945
29/06/2011,57.55,0.00662485
28/06/2011,57.17,0.02228603
27/06/2011,55.91,0.005739926
24/06/2011,55.59,-0.007348362
23/06/2011,56,0.002324127
22/06/2011,55.87,-0.015099319
21/06/2011,56.72,0.049142836
20/06/2011,54,0.008741802
17/06/2011,53.53,0.028613984
16/06/2011,52.02,-0.004028782
15/06/2011,52.23,-0.013879869
14/06/2011,52.96,0.021953731
13/06/2011,51.81,-0.010750727
10/06/2011,52.37,-0.047361573
09/06/2011,54.91,0.011171254
08/06/2011,54.3,-0.020777128
07/06/2011,55.44,-0.007010004
06/06/2011,55.83,-0.01316745
03/06/2011,56.57,-0.025481309
02/06/2011,58.03,0.029023016
01/06/2011,56.37,-0.043734195
31/05/2011,58.89,0.006986482
27/05/2011,58.48,-0.000341939
26/05/2011,58.5,0.015504187
25/05/2011,57.6,0.032645157
24/05/2011,55.75,0.003953995
23/05/2011,55.53,-0.02261291
20/05/2011,56.8,0.002291356
19/05/2011,56.67,0.012429137
18/05/2011,55.97,0.027532984
17/05/2011,54.45,0.001102536
16/05/2011,54.39,-0.004951867
13/05/2011,54.66,-0.018668417
12/05/2011,55.69,0.00215711
11/05/2011,55.57,-0.030308035
10/05/2011,57.28,0.011412643
09/05/2011,56.63,0.003360753
06/05/2011,56.44,0.009256029
05/05/2011,55.92,-0.00570615
04/05/2011,56.24,-0.014650337
03/05/2011,57.07,-0.0144388
02/05/2011,57.9,-0.003620382
29/04/2011,58.11,0.000172102
28/04/2011,58.1,0.033248907
27/04/2011,56.2,0.017772661
26/04/2011,55.21,0.033146102
25/04/2011,53.41,0.007706081
21/04/2011,53,0.019432884
20/04/2011,51.98,-0.006710791
19/04/2011,52.33,0.017542619
18/04/2011,51.42,-0.022688918
15/04/2011,52.6,0.014554068
14/04/2011,51.84,-0.00288934
13/04/2011,51.99,0.013945607
12/04/2011,51.27,-0.005058377
11/04/2011,51.53,-0.009271845
08/04/2011,52.01,-0.021117497
07/04/2011,53.12,-0.012719962
06/04/2011,53.8,-0.010355122
05/04/2011,54.36,-0.01279491
04/04/2011,55.06,0.010773408
01/04/2011,54.47,0.000367242
31/03/2011,54.45,0.007003346
30/03/2011,54.07,-0.007737695
29/03/2011,54.49,0.002572585
28/03/2011,54.35,0.002210353
25/03/2011,54.23,0.007403328
24/03/2011,53.83,0.030748438
23/03/2011,52.2,-0.004396452
22/03/2011,52.43,-0.009491339
21/03/2011,52.93,0.042847156
18/03/2011,50.71,-0.013515043
17/03/2011,51.4,0.016675227
16/03/2011,50.55,-0.010234295
15/03/2011,51.07,-0.003128057
14/03/2011,51.23,-0.034532493
11/03/2011,53.03,0.022117203
10/03/2011,51.87,-0.043017385
09/03/2011,54.15,-0.001845019
08/03/2011,54.25,0.026334513
07/03/2011,52.84,-0.020789212
04/03/2011,53.95,-0.002036849
03/03/2011,54.06,0.024909987
02/03/2011,52.73,0.007996996
01/03/2011,52.31,-0.028829128
28/02/2011,53.84,-0.004632641
25/02/2011,54.09,0.027173039
24/02/2011,52.64,0.000380011
23/02/2011,52.62,-0.014152515
22/02/2011,53.37,-0.038593544
18/02/2011,55.47,-0.011471716
17/02/2011,56.11,-0.007103564
16/02/2011,56.51,0.008351892
15/02/2011,56.04,0.019824041
14/02/2011,54.94,0.003464312
11/02/2011,54.75,0.016760683
10/02/2011,53.84,0.034965293
09/02/2011,51.99,0.017658361
08/02/2011,51.08,-0.0019558
07/02/2011,51.18,0.001368658
04/02/2011,51.11,-0.001368658
03/02/2011,51.18,-0.008172842
02/02/2011,51.6,-0.004833262
01/02/2011,51.85,0.036732009
31/01/2011,49.98,0.022459214
28/01/2011,48.87,-0.012606918
