Date,Close,EBAY
28/05/2010,21.41,-0.023085051
27/05/2010,21.91,0.024487248
26/05/2010,21.38,-0.009774339
25/05/2010,21.59,0.01071023
24/05/2010,21.36,-0.002805051
21/05/2010,21.42,0.028891425
20/05/2010,20.81,-0.039109814
19/05/2010,21.64,-0.02419657
18/05/2010,22.17,-0.015219631
17/05/2010,22.51,0.011617646
14/05/2010,22.25,-0.01914147
13/05/2010,22.68,0.007523824
12/05/2010,22.51,0.005791952
11/05/2010,22.38,0.002236637
10/05/2010,22.33,0.038808796
07/05/2010,21.48,-0.036118212
06/05/2010,22.27,-0.017360774
05/05/2010,22.66,-0.018365186
04/05/2010,23.08,-0.03533034
03/05/2010,23.91,0.00545189
30/04/2010,23.78,-0.01915927
29/04/2010,24.24,0.010367084
28/04/2010,23.99,0.009212795
27/04/2010,23.77,-0.032694822
26/04/2010,24.56,0.000407249
23/04/2010,24.55,-0.009325022
22/04/2010,24.78,-0.059151763
21/04/2010,26.29,-0.004175371
20/04/2010,26.4,0.003034904
19/04/2010,26.32,-0.000379867
16/04/2010,26.33,-0.024386877
15/04/2010,26.98,-0.0022214
14/04/2010,27.04,0.014903406
13/04/2010,26.64,0.000375446
12/04/2010,26.63,0.003008652
09/04/2010,26.55,0.003395589
08/04/2010,26.46,-0.014631662
07/04/2010,26.85,-0.015521376
06/04/2010,27.27,-0.003660326
05/04/2010,27.37,0.029664763
