Date,Close,CBG
01/11/2013,23.03,-0.008646833
31/10/2013,23.23,-0.010704448
30/10/2013,23.48,-0.038434137
29/10/2013,24.4,0.041419851
28/10/2013,23.41,-0.013155293
25/10/2013,23.72,0.008042371
24/10/2013,23.53,0.007679219
23/10/2013,23.35,-0.007254139
22/10/2013,23.52,0.019751608
21/10/2013,23.06,0.008273507
18/10/2013,22.87,-0.01346383
17/10/2013,23.18,0.016967995
16/10/2013,22.79,0.016368426
15/10/2013,22.42,-0.011089047
14/10/2013,22.67,-0.004840493
11/10/2013,22.78,-0.001754386
10/10/2013,22.82,0.024396863
09/10/2013,22.27,0.007210486
08/10/2013,22.11,-0.017485314
07/10/2013,22.5,-0.002219757
04/10/2013,22.55,-0.008830079
03/10/2013,22.75,-0.021309787
02/10/2013,23.24,-0.015795419
01/10/2013,23.61,0.020539875
30/09/2013,23.13,-0.009038151
27/09/2013,23.34,-0.003421731
26/09/2013,23.42,0.000854336
25/09/2013,23.4,0.004282662
24/09/2013,23.3,-0.012369533
23/09/2013,23.59,-0.009282767
20/09/2013,23.81,-0.007531416
19/09/2013,23.99,-0.010367084
18/09/2013,24.24,0.024218303
17/09/2013,23.66,0.003811142
16/09/2013,23.57,0.007238695
13/09/2013,23.4,-0.005965079
12/09/2013,23.54,-0.016013827
11/09/2013,23.92,0.016863806
10/09/2013,23.52,0.011976191
09/09/2013,23.24,0.038154156
06/09/2013,22.37,0.016678322
05/09/2013,22,-0.00769757
04/09/2013,22.17,0.008607075
03/09/2013,21.98,0.005017114
30/08/2013,21.87,0.00826451
29/08/2013,21.69,-0.005975656
28/08/2013,21.82,0.013844245
27/08/2013,21.52,-0.011090687
26/08/2013,21.76,-0.006869732
23/08/2013,21.91,0.008709659
22/08/2013,21.72,0
21/08/2013,21.72,-0.01235431
20/08/2013,21.99,0.033290175
19/08/2013,21.27,-0.015395685
16/08/2013,21.6,-0.02016567
15/08/2013,22.04,-0.036092133
14/08/2013,22.85,-0.003930994
13/08/2013,22.94,-0.015571249
12/08/2013,23.3,-0.000429092
09/08/2013,23.31,0.006024115
08/08/2013,23.17,0.011284842
07/08/2013,22.91,-0.006092273
06/08/2013,23.05,-0.003464707
05/08/2013,23.13,-0.003021802
02/08/2013,23.2,-0.001292268
01/08/2013,23.23,0.002586208
31/07/2013,23.17,-0.026827242
30/07/2013,23.8,0.00210305
29/07/2013,23.75,-0.014214286
26/07/2013,24.09,-0.016059641
25/07/2013,24.48,0.004914015
24/07/2013,24.36,-0.000410425
23/07/2013,24.37,0.007000234
22/07/2013,24.2,-0.004123717
19/07/2013,24.3,0.007020471
18/07/2013,24.13,0.00373677
17/07/2013,24.04,0.006677821
16/07/2013,23.88,-0.006677821
15/07/2013,24.04,-0.001247142
12/07/2013,24.07,0.004997928
11/07/2013,23.95,0.021951071
10/07/2013,23.43,-0.00340861
09/07/2013,23.51,0.009401779
08/07/2013,23.29,-0.005993169
05/07/2013,23.43,0.003848626
03/07/2013,23.34,0.006016348
02/07/2013,23.2,-0.004301082
01/07/2013,23.3,-0.002571797
28/06/2013,23.36,0.006011182
27/06/2013,23.22,0.027949418
26/06/2013,22.58,0.026476754
25/06/2013,21.99,0.024863159
24/06/2013,21.45,-0.00232829
21/06/2013,21.5,-0.005103235
20/06/2013,21.61,-0.030533245
19/06/2013,22.28,-0.033976354
18/06/2013,23.05,0.010466733
17/06/2013,22.81,0.006156572
14/06/2013,22.67,-0.010967427
13/06/2013,22.92,0.015831465
12/06/2013,22.56,-0.014958484
11/06/2013,22.9,-0.013015368
10/06/2013,23.2,-0.010291686
07/06/2013,23.44,0.011585626
06/06/2013,23.17,0.028898684
05/06/2013,22.51,-0.023706115
04/06/2013,23.05,-0.006917451
03/06/2013,23.21,0.001293382
31/05/2013,23.18,-0.009873444
30/05/2013,23.41,0.000854701
29/05/2013,23.39,-0.014852809
28/05/2013,23.74,0.014852809
24/05/2013,23.39,-0.021151381
23/05/2013,23.89,-0.014131573
22/05/2013,24.23,-0.034479181
21/05/2013,25.08,0.018917851
20/05/2013,24.61,-0.006884012
17/05/2013,24.78,0.002424244
16/05/2013,24.72,-0.018437396
15/05/2013,25.18,0.026968831
14/05/2013,24.51,0.019778148
13/05/2013,24.03,-0.002908791
10/05/2013,24.1,-0.008675948
09/05/2013,24.31,-0.010638398
08/05/2013,24.57,0.005305052
07/05/2013,24.44,0.009042396
06/05/2013,24.22,0.002894358
03/05/2013,24.15,0.005397563
02/05/2013,24.02,-0.000832293
01/05/2013,24.04,-0.007459628
30/04/2013,24.22,-0.005353111
29/04/2013,24.35,0.007006004
26/04/2013,24.18,-0.023299644
25/04/2013,24.75,0.005672625
24/04/2013,24.61,0.01804067
23/04/2013,24.17,0.019215295
22/04/2013,23.71,-0.005048391
19/04/2013,23.83,0.01394487
18/04/2013,23.5,-0.008474627
17/04/2013,23.7,-0.02541274
16/04/2013,24.31,0.007846416
15/04/2013,24.12,-0.047367689
12/04/2013,25.29,-0.008269391
11/04/2013,25.5,-0.00039208
10/04/2013,25.51,0.019794787
09/04/2013,25.01,0.003203847
08/04/2013,24.93,0.028893159
05/04/2013,24.22,-0.002474228
04/04/2013,24.28,0.014520064
03/04/2013,23.93,-0.01945023
02/04/2013,24.4,-0.001638002
01/04/2013,24.44,-0.032605021
28/03/2013,25.25,0.005559983
27/03/2013,25.11,0.003590668
26/03/2013,25.02,0.013682306
25/03/2013,24.68,-0.001214821
22/03/2013,24.71,0.008126822
21/03/2013,24.51,-0.012971402
20/03/2013,24.83,0.015013469
19/03/2013,24.46,-0.029010898
18/03/2013,25.18,0.009978131
15/03/2013,24.93,-0.010772097
14/03/2013,25.2,-0.006329135
13/03/2013,25.36,0.001973555
12/03/2013,25.31,0.003562244
11/03/2013,25.22,0.023266192
08/03/2013,24.64,0.00447428
07/03/2013,24.53,0.002040401
06/03/2013,24.48,-0.010564909
05/03/2013,24.74,0.006488263
04/03/2013,24.58,0.008990661
01/03/2013,24.36,0.007830248
28/02/2013,24.17,0.011652233
27/02/2013,23.89,0.019869603
26/02/2013,23.42,0.007715426
25/02/2013,23.24,-0.028421849
22/02/2013,23.91,0.014322065
21/02/2013,23.57,-0.011390125
20/02/2013,23.84,-0.027308275
19/02/2013,24.5,0.009020151
15/02/2013,24.28,-0.017150277
14/02/2013,24.7,0.008130126
13/02/2013,24.5,0.009844214
12/02/2013,24.26,0.005373024
11/02/2013,24.13,-0.002483445
08/02/2013,24.19,0.015833664
07/02/2013,23.81,0.085904739
06/02/2013,21.85,-0.002742232
05/02/2013,21.91,0.010091829
04/02/2013,21.69,-0.00826451
01/02/2013,21.87,0.013348875
31/01/2013,21.58,0.005576223
30/01/2013,21.46,-0.01480138
29/01/2013,21.78,-0.005037794
28/01/2013,21.89,0.002286761
25/01/2013,21.84,0.030213779
24/01/2013,21.19,0.014258797
23/01/2013,20.89,0.016409635
22/01/2013,20.55,0
18/01/2013,20.55,-0.003885386
17/01/2013,20.63,0.003398886
16/01/2013,20.56,-0.013526776
15/01/2013,20.84,0.009158897
14/01/2013,20.65,0.006802747
11/01/2013,20.51,-0.001948369
10/01/2013,20.55,-0.000972763
09/01/2013,20.57,-0.010157282
08/01/2013,20.78,-0.000962001
07/01/2013,20.8,0.003853569
04/01/2013,20.72,0.027398974
03/01/2013,20.16,-0.009871748
02/01/2013,20.36,0.02285246
31/12/2012,19.9,0.025962262
28/12/2012,19.39,-0.010261763
27/12/2012,19.59,-0.003566883
26/12/2012,19.66,0.003056548
24/12/2012,19.6,-0.002038737
21/12/2012,19.64,-0.018163971
20/12/2012,20,0.002002003
19/12/2012,19.96,-0.022294706
18/12/2012,20.41,0.031353651
17/12/2012,19.78,0.029761047
14/12/2012,19.2,0.005221944
13/12/2012,19.1,-0.030422558
12/12/2012,19.69,0.006624228
11/12/2012,19.56,0.011311175
10/12/2012,19.34,0.018262965
07/12/2012,18.99,0.013786008
06/12/2012,18.73,-0.001067236
05/12/2012,18.75,0.009646377
04/12/2012,18.57,-0.010179568
03/12/2012,18.76,-0.009021022
30/11/2012,18.93,0.015974781
29/11/2012,18.63,0.020608105
28/11/2012,18.25,0.018805864
27/11/2012,17.91,-0.013862157
26/11/2012,18.16,0.016098044
23/11/2012,17.87,0.010123821
21/11/2012,17.69,0.002830458
20/11/2012,17.64,-0.008467451
19/11/2012,17.79,0.016435621
16/11/2012,17.5,0.00918491
15/11/2012,17.34,-0.000576535
14/11/2012,17.35,-0.017143277
13/11/2012,17.65,0.010250659
12/11/2012,17.47,-0.001715757
09/11/2012,17.5,0.001715757
08/11/2012,17.47,-0.003428575
07/11/2012,17.53,-0.034205746
06/11/2012,18.14,0.0234255
05/11/2012,17.72,0.009639995
02/11/2012,17.55,-0.004548046
01/11/2012,17.63,-0.021880256
31/10/2012,18.02,-0.012682828
26/10/2012,18.25,0.000548095
25/10/2012,18.24,-0.013613061
24/10/2012,18.49,-0.020873115
23/10/2012,18.88,-0.028200302
22/10/2012,19.42,0.016091705
19/10/2012,19.11,-0.024296879
18/10/2012,19.58,0.013885541
17/10/2012,19.31,0.018819165
16/10/2012,18.95,0.002113049
15/10/2012,18.91,0.004770749
12/10/2012,18.82,-0.012146967
11/10/2012,19.05,0.032002731
10/10/2012,18.45,-0.025683595
09/10/2012,18.93,-0.026584834
08/10/2012,19.44,-0.008706841
05/10/2012,19.61,0.020088237
04/10/2012,19.22,-0.002598079
03/10/2012,19.27,0.015163689
02/10/2012,18.98,0.017539647
01/10/2012,18.65,0.012952151
28/09/2012,18.41,-0.011342277
27/09/2012,18.62,0.003766483
26/09/2012,18.55,0.000539229
25/09/2012,18.54,-0.037580501
24/09/2012,19.25,-0.005698021
21/09/2012,19.36,-0.002063984
20/09/2012,19.4,-0.0051414
19/09/2012,19.5,0.010827639
18/09/2012,19.29,-0.026095111
17/09/2012,19.8,-0.027890254
14/09/2012,20.36,0.038042625
13/09/2012,19.6,0.065899992
12/09/2012,18.35,0.038893791
11/09/2012,17.65,0.02118602
10/09/2012,17.28,-0.024014876
07/09/2012,17.7,0.012507269
06/09/2012,17.48,0.027255964
05/09/2012,17.01,-0.012270093
04/09/2012,17.22,-0.00521287
31/08/2012,17.31,0.006374985
30/08/2012,17.2,-0.01213537
29/08/2012,17.41,0
28/08/2012,17.41,-0.001721665
27/08/2012,17.44,-0.007995474
24/08/2012,17.58,-0.003973891
23/08/2012,17.65,-0.013506114
22/08/2012,17.89,-0.013877547
21/08/2012,18.14,0.004419897
20/08/2012,18.06,0.001108033
17/08/2012,18.04,0.007790802
16/08/2012,17.9,0.019177125
15/08/2012,17.56,0.002280503
14/08/2012,17.52,-0.004555817
13/08/2012,17.6,-0.00961274
10/08/2012,17.77,-0.001686815
09/08/2012,17.8,0
08/08/2012,17.8,-0.015054647
07/08/2012,18.07,0.018994985
06/08/2012,17.73,0.037349932
03/08/2012,17.08,0.030918039
02/08/2012,16.56,-0.006620548
01/08/2012,16.67,0.067622656
31/07/2012,15.58,-0.041489294
30/07/2012,16.24,-0.005526572
27/07/2012,16.33,0.060586349
26/07/2012,15.37,0.017722814
25/07/2012,15.1,-0.013811466
24/07/2012,15.31,-0.030237106
23/07/2012,15.78,-0.022557347
20/07/2012,16.14,-0.011090687
19/07/2012,16.32,0.020427823
18/07/2012,15.99,-0.00125
17/07/2012,16.01,0.021465471
16/07/2012,15.67,-0.006995259
13/07/2012,15.78,0.023726666
12/07/2012,15.41,-0.009043989
11/07/2012,15.55,0.009693129
10/07/2012,15.4,-0.019293203
09/07/2012,15.7,-0.009508788
06/07/2012,15.85,-0.014406763
05/07/2012,16.08,-0.017874128
03/07/2012,16.37,0.012911338
02/07/2012,16.16,-0.012300278
29/06/2012,16.36,0.037998966
28/06/2012,15.75,0.010852325
27/06/2012,15.58,0.011620531
26/06/2012,15.4,0.001949952
25/06/2012,15.37,-0.032012977
22/06/2012,15.87,-0.009407407
21/06/2012,16.02,-0.049919067
20/06/2012,16.84,0.001783061
19/06/2012,16.81,0.025302555
18/06/2012,16.39,-0.001219512
15/06/2012,16.41,0.032830449
14/06/2012,15.88,0.003153582
13/06/2012,15.83,-0.016291087
12/06/2012,16.09,0.022628244
11/06/2012,15.73,-0.031907618
08/06/2012,16.24,0.006176672
07/06/2012,16.14,0.001860466
06/06/2012,16.11,0.038600173
05/06/2012,15.5,0.014949905
04/06/2012,15.27,-0.020739564
01/06/2012,15.59,-0.053695794
31/05/2012,16.45,0.012232568
30/05/2012,16.25,-0.045708498
29/05/2012,17.01,0.037740328
25/05/2012,16.38,-0.000610314
24/05/2012,16.39,-0.015738824
23/05/2012,16.65,0.012084739
22/05/2012,16.45,0.001825373
21/05/2012,16.42,0.035961718
18/05/2012,15.84,0.005063302
17/05/2012,15.76,-0.026918683
16/05/2012,16.19,-0.029816629
15/05/2012,16.68,-0.019591009
14/05/2012,17.01,-0.015169486
11/05/2012,17.27,0.001738627
10/05/2012,17.24,-0.005206838
09/05/2012,17.33,-0.012614846
08/05/2012,17.55,-0.006814336
07/05/2012,17.67,-0.014607001
04/05/2012,17.93,-0.037223783
03/05/2012,18.61,-0.030168999
02/05/2012,19.18,-0.009341012
01/05/2012,19.36,0.028820439
30/04/2012,18.81,-0.01686914
27/04/2012,19.13,0.003141364
26/04/2012,19.07,0.021198462
25/04/2012,18.67,0.015110919
24/04/2012,18.39,0.00873845
23/04/2012,18.23,-0.007650311
20/04/2012,18.37,-0.00488733
19/04/2012,18.46,0.006521762
18/04/2012,18.34,-0.026897802
17/04/2012,18.84,0.025807884
16/04/2012,18.36,0.008203491
13/04/2012,18.21,-0.035072383
12/04/2012,18.86,0.031782907
11/04/2012,18.27,0.030566425
10/04/2012,17.72,-0.026727649
09/04/2012,18.2,-0.021739987
05/04/2012,18.6,-0.022855101
04/04/2012,19.03,-0.024397784
03/04/2012,19.5,-0.033781886
02/04/2012,20.17,0.010466081
30/03/2012,19.96,0.008553511
29/03/2012,19.79,-0.010055389
28/03/2012,19.99,-0.021282664
27/03/2012,20.42,-0.007318891
26/03/2012,20.57,0.004384903
23/03/2012,20.48,0.003913899
22/03/2012,20.4,-0.017011346
21/03/2012,20.75,-0.000963391
20/03/2012,20.77,-0.004323812
19/03/2012,20.86,0.001439194
16/03/2012,20.83,0.007227206
15/03/2012,20.68,0.010695289
14/03/2012,20.46,-0.00584797
13/03/2012,20.58,0.070451661
12/03/2012,19.18,-0.000521241
09/03/2012,19.19,0.037159265
08/03/2012,18.49,0.043665406
07/03/2012,17.7,-0.012910648
06/03/2012,17.93,-0.038834522
05/03/2012,18.64,-0.001608148
02/03/2012,18.67,-0.002140183
01/03/2012,18.71,0.020519078
29/02/2012,18.33,0.009868501
28/02/2012,18.15,-0.019100171
27/02/2012,18.5,-0.000540395
24/02/2012,18.51,-0.003236249
23/02/2012,18.57,0.006483005
22/02/2012,18.45,-0.017728103
21/02/2012,18.78,-0.015323946
17/02/2012,19.07,-0.000524246
16/02/2012,19.08,0.022258471
15/02/2012,18.66,0.019481136
14/02/2012,18.3,0.010436788
13/02/2012,18.11,0.013340943
10/02/2012,17.87,-0.025415733
09/02/2012,18.33,0.012627124
08/02/2012,18.1,-0.062118468
07/02/2012,19.26,-0.01749916
06/02/2012,19.6,-0.000510074
03/02/2012,19.61,0.035291675
02/02/2012,18.93,-0.003691014
01/02/2012,19,-0.015666117
31/01/2012,19.3,0.055392221
30/01/2012,18.26,-0.043403544
27/01/2012,19.07,0.003151263
26/01/2012,19.01,0.046294596
25/01/2012,18.15,0.014987791
24/01/2012,17.88,-0.006688988
23/01/2012,18,0.007808182
20/01/2012,17.86,0.014096653
19/01/2012,17.61,0.032316719
18/01/2012,17.05,0.011206251
17/01/2012,16.86,-0.009445171
13/01/2012,17.02,-0.023803736
12/01/2012,17.43,-0.00686109
11/01/2012,17.55,0.057460118
10/01/2012,16.57,0.040017651
09/01/2012,15.92,-0.002509412
06/01/2012,15.96,-0.016159457
05/01/2012,16.22,0.010536199
04/01/2012,16.05,0.001246883
03/01/2012,16.03,0.051851614
30/12/2011,15.22,0.003949972
29/12/2011,15.16,0.027417297
28/12/2011,14.75,-0.036609746
27/12/2011,15.3,-0.005865119
23/12/2011,15.39,-0.001298701
22/12/2011,15.41,-0.000648719
21/12/2011,15.42,0.01832512
20/12/2011,15.14,0.054985006
19/12/2011,14.33,-0.048358077
16/12/2011,15.04,-0.003981425
15/12/2011,15.1,0.037791272
14/12/2011,14.54,-0.015017347
13/12/2011,14.76,-0.030689533
12/12/2011,15.22,-0.016938516
09/12/2011,15.48,0.027506646
08/12/2011,15.06,-0.06304338
07/12/2011,16.04,-0.033111547
06/12/2011,16.58,-0.030296347
05/12/2011,17.09,0.034527239
02/12/2011,16.51,0.000605877
01/12/2011,16.5,-0.018613567
30/11/2011,16.81,0.10529442
29/11/2011,15.13,-0.013784268
28/11/2011,15.34,0.048073342
25/11/2011,14.62,0.009622067
23/11/2011,14.48,-0.021858794
22/11/2011,14.8,0.006099646
21/11/2011,14.71,-0.026829242
18/11/2011,15.11,-0.00987825
17/11/2011,15.26,-0.030970217
16/11/2011,15.74,-0.028188525
15/11/2011,16.19,0.021855381
14/11/2011,15.84,-0.029852963
11/11/2011,16.32,0.023559676
10/11/2011,15.94,0.006293287
09/11/2011,15.84,-0.06654881
08/11/2011,16.93,0.005924188
07/11/2011,16.83,0.009552311
04/11/2011,16.67,-0.042859509
03/11/2011,17.4,-0.003442344
02/11/2011,17.46,0.023762347
01/11/2011,17.05,-0.041924026
31/10/2011,17.78,-0.065311563
28/10/2011,18.98,0.103138422
27/10/2011,17.12,0.071415697
26/10/2011,15.94,-0.009366288
25/10/2011,16.09,-0.039603104
24/10/2011,16.74,0.090602045
21/10/2011,15.29,0.046862657
20/10/2011,14.59,0.013108156
19/10/2011,14.4,-0.061930958
18/10/2011,15.32,0.066803922
17/10/2011,14.33,-0.060255111
14/10/2011,15.22,0.014560151
13/10/2011,15,-0.011269592
12/10/2011,15.17,0.083840285
11/10/2011,13.95,-0.014235116
10/10/2011,14.15,0.046284472
07/10/2011,13.51,-0.063103369
06/10/2011,14.39,0.038970571
05/10/2011,13.84,0.024132798
04/10/2011,13.51,0.031581572
03/10/2011,13.09,-0.027873744
30/09/2011,13.46,-0.068200086
29/09/2011,14.41,0.033877622
28/09/2011,13.93,-0.000717618
27/09/2011,13.94,0.008645587
26/09/2011,13.82,0.033103427
23/09/2011,13.37,0.045131942
22/09/2011,12.78,-0.033849385
21/09/2011,13.22,-0.060179564
20/09/2011,14.04,-0.021839544
19/09/2011,14.35,-0.053590306
16/09/2011,15.14,-0.008549871
15/09/2011,15.27,0.029912499
14/09/2011,14.82,0.040625208
13/09/2011,14.23,0.00776018
12/09/2011,14.12,0.004969836
09/09/2011,14.05,-0.043863627
08/09/2011,14.68,-0.041366805
07/09/2011,15.3,0.091656731
06/09/2011,13.96,-0.027553845
02/09/2011,14.35,-0.038282187
01/09/2011,14.91,-0.016628251
31/08/2011,15.16,0.034220045
30/08/2011,14.65,-0.015577694
29/08/2011,14.88,0.048890976
26/08/2011,14.17,0.029361221
25/08/2011,13.76,-0.096234699
24/08/2011,15.15,0.031514509
23/08/2011,14.68,0.06399371
22/08/2011,13.77,0.00363769
19/08/2011,13.72,-0.062166906
18/08/2011,14.6,-0.095932651
17/08/2011,16.07,-0.00496587
16/08/2011,16.15,-0.04952703
15/08/2011,16.97,0.02084029
12/08/2011,16.62,-0.020250841
11/08/2011,16.96,0.017246934
10/08/2011,16.67,-0.046874427
09/08/2011,17.47,0.056518866
08/08/2011,16.51,-0.101294112
05/08/2011,18.27,-0.033901552
04/08/2011,18.9,-0.08077504
03/08/2011,20.49,-0.015496678
02/08/2011,20.81,-0.053333499
01/08/2011,21.95,0.00685717
29/07/2011,21.8,0.03500941
28/07/2011,21.05,-0.085109332
27/07/2011,22.92,-0.025415971
26/07/2011,23.51,-0.007204947
25/07/2011,23.68,-0.003793471
22/07/2011,23.77,0.005484089
21/07/2011,23.64,0.016205045
20/07/2011,23.26,-0.011115976
19/07/2011,23.52,0.019318051
18/07/2011,23.07,-0.009491012
15/07/2011,23.29,0.021263548
14/07/2011,22.8,-0.029814263
13/07/2011,23.49,0.000425804
12/07/2011,23.48,-0.017729464
11/07/2011,23.9,-0.05613511
08/07/2011,25.28,-0.030388002
07/07/2011,26.06,0.023292979
06/07/2011,25.46,0.002753197
05/07/2011,25.39,0
01/07/2011,25.39,0.011089223
30/06/2011,25.11,-0.002783855
29/06/2011,25.18,0.013997429
28/06/2011,24.83,0.036084276
27/06/2011,23.95,0.02794424
24/06/2011,23.29,-0.042452266
23/06/2011,24.3,0.00909473
22/06/2011,24.08,-0.028655256
21/06/2011,24.78,0.03783346
20/06/2011,23.86,-0.005016733
17/06/2011,23.98,0.045646653
16/06/2011,22.91,-0.001308615
15/06/2011,22.94,-0.056770854
14/06/2011,24.28,0.028406254
13/06/2011,23.6,-0.029229638
10/06/2011,24.3,-0.03597074
09/06/2011,25.19,0.011980974
08/06/2011,24.89,-0.019495346
07/06/2011,25.38,0.023521116
06/06/2011,24.79,-0.031761304
03/06/2011,25.59,-0.025083314
02/06/2011,26.24,0.030176371
01/06/2011,25.46,-0.037391135
31/05/2011,26.43,-0.003022292
27/05/2011,26.51,-0.015718887
26/05/2011,26.93,0.015718887
25/05/2011,26.51,0.022507149
24/05/2011,25.92,-0.002696977
23/05/2011,25.99,-0.0277005
20/05/2011,26.72,-0.012644274
19/05/2011,27.06,0.00147929
18/05/2011,27.02,0.037711859
17/05/2011,26.02,-0.004218606
16/05/2011,26.13,0.007297901
13/05/2011,25.94,-0.016440821
12/05/2011,26.37,-0.004917733
11/05/2011,26.5,-0.048250935
10/05/2011,27.81,0.020709187
09/05/2011,27.24,0.018899951
06/05/2011,26.73,0.007510362
05/05/2011,26.53,0.008707229
04/05/2011,26.3,-0.00606522
03/05/2011,26.46,-0.021313202
02/05/2011,27.03,0.011909333
29/04/2011,26.71,0.007516007
28/04/2011,26.51,-0.009012453
27/04/2011,26.75,-0.065122463
26/04/2011,28.55,-0.00070028
25/04/2011,28.57,-0.03878983
21/04/2011,29.7,0.001347709
20/04/2011,29.66,0.022158739
19/04/2011,29.01,0.012836256
18/04/2011,28.64,-0.009383214
15/04/2011,28.91,0.022740179
14/04/2011,28.26,0.016051709
13/04/2011,27.81,0.012301168
12/04/2011,27.47,0.001457195
11/04/2011,27.43,-0.001457195
08/04/2011,27.47,-0.002181819
07/04/2011,27.53,-0.005433812
06/04/2011,27.68,-0.016837224
05/04/2011,28.15,0.014311514
04/04/2011,27.75,0.003248514
01/04/2011,27.66,0.035323761
31/03/2011,26.7,-0.011913767
30/03/2011,27.02,-0.021600693
29/03/2011,27.61,0.024565855
28/03/2011,26.94,-0.009237088
25/03/2011,27.19,-0.023265317
24/03/2011,27.83,0.031760289
23/03/2011,26.96,-0.013264749
22/03/2011,27.32,-0.001828488
21/03/2011,27.37,0.026658372
18/03/2011,26.65,0.01893996
17/03/2011,26.15,0.026740597
16/03/2011,25.46,-0.019063016
15/03/2011,25.95,-0.046677649
14/03/2011,27.19,-0.004037444
11/03/2011,27.3,0.05651221
10/03/2011,25.8,-0.029784561
09/03/2011,26.58,0.040304822
08/03/2011,25.53,0.032646211
07/03/2011,24.71,-0.014463892
04/03/2011,25.07,-0.015043831
03/03/2011,25.45,0.0339693
02/03/2011,24.6,0.000406587
01/03/2011,24.59,-0.01813469
28/02/2011,25.04,0.00600843
25/02/2011,24.89,0.027700345
24/02/2011,24.21,-0.006176672
23/02/2011,24.36,-0.009397413
22/02/2011,24.59,-0.034768737
18/02/2011,25.46,0.007490672
17/02/2011,25.27,-0.010627929
16/02/2011,25.54,0.007861676
15/02/2011,25.34,0.028418963
14/02/2011,24.63,0.004068354
11/02/2011,24.53,0.021010042
10/02/2011,24.02,0.005845528
09/02/2011,23.88,-0.001673641
08/02/2011,23.92,0.00755354
07/02/2011,23.74,-0.008806935
04/02/2011,23.95,0.007123433
03/02/2011,23.78,-0.010874218
02/02/2011,24.04,0.048145613
01/02/2011,22.91,0.03193176
31/01/2011,22.19,0.014068759
28/01/2011,21.88,-0.00955204
