Date,Close,APC
30/09/2013,92.99,-0.016425284
27/09/2013,94.53,0.000529073
26/09/2013,94.48,-0.003697643
25/09/2013,94.83,0.001266224
24/09/2013,94.71,0.00635528
23/09/2013,94.11,0.004472851
20/09/2013,93.69,-0.011777949
19/09/2013,94.8,-0.001686341
18/09/2013,94.96,0.013677783
17/09/2013,93.67,0.003314979
16/09/2013,93.36,-0.014251012
13/09/2013,94.7,-0.008726334
12/09/2013,95.53,0.009043174
11/09/2013,94.67,0.013505815
10/09/2013,93.4,-0.00661618
09/09/2013,94.02,0.010800511
06/09/2013,93.01,0.002799313
05/09/2013,92.75,0.006381505
04/09/2013,92.16,-0.005950145
03/09/2013,92.71,0.014012069
30/08/2013,91.42,-0.002512701
29/08/2013,91.65,-0.010096161
28/08/2013,92.58,0.018533181
27/08/2013,90.88,-0.001539308
26/08/2013,91.02,0.013494287
23/08/2013,89.8,0.006031516
22/08/2013,89.26,0.008099032
21/08/2013,88.54,-0.014019183
20/08/2013,89.79,0.009399196
19/08/2013,88.95,-0.028483114
16/08/2013,91.52,0.025676488
15/08/2013,89.2,0.002469414
14/08/2013,88.98,-0.001459936
13/08/2013,89.11,-0.000336606
12/08/2013,89.14,-0.007376808
09/08/2013,89.8,-0.007543856
08/08/2013,90.48,0.013911526
07/08/2013,89.23,0.00123353
06/08/2013,89.12,-0.019226019
05/08/2013,90.85,0.004302031
02/08/2013,90.46,0.000663497
01/08/2013,90.4,0.021015752
31/07/2013,88.52,-0.003158135
30/07/2013,88.8,0.001690617
29/07/2013,88.65,0.001580493
26/07/2013,88.51,-0.011011347
25/07/2013,89.49,-0.000446877
24/07/2013,89.53,-0.017932736
23/07/2013,91.15,0.001097695
22/07/2013,91.05,-0.019576482
19/07/2013,92.85,0.028290893
18/07/2013,90.26,0.015407249
17/07/2013,88.88,0.00722677
16/07/2013,88.24,-0.009811187
15/07/2013,89.11,-0.017685795
12/07/2013,90.7,0.000992775
11/07/2013,90.61,0.022207016
10/07/2013,88.62,0.002938187
09/07/2013,88.36,0.000679271
08/07/2013,88.3,-0.000905592
05/07/2013,88.38,0.016542503
03/07/2013,86.93,0.001842257
02/07/2013,86.77,-0.000230468
01/07/2013,86.79,0.009958396
28/06/2013,85.93,-0.001163061
27/06/2013,86.03,-0.003596917
26/06/2013,86.34,0.014701
25/06/2013,85.08,0.025112894
24/06/2013,82.97,-0.005648714
21/06/2013,83.44,0.003962779
20/06/2013,83.11,-0.03720096
19/06/2013,86.26,-0.008542127
18/06/2013,87,-0.000574548
17/06/2013,87.05,0.010857118
14/06/2013,86.11,-0.015441653
13/06/2013,87.45,0.018116228
12/06/2013,85.88,-0.003719205
11/06/2013,86.2,-0.021575315
10/06/2013,88.08,0.001135976
07/06/2013,87.98,0.012351484
06/06/2013,86.9,0.007392041
05/06/2013,86.26,-0.014501347
04/06/2013,87.52,-0.011700026
03/06/2013,88.55,0.012271487
31/05/2013,87.47,-0.029735269
30/05/2013,90.11,-0.004318704
29/05/2013,90.5,-0.010551868
28/05/2013,91.46,0.023452402
24/05/2013,89.34,-0.003352333
23/05/2013,89.64,0.004808508
22/05/2013,89.21,-0.023924056
21/05/2013,91.37,0.001533407
20/05/2013,91.23,0.013240842
17/05/2013,90.03,0.024967559
16/05/2013,87.81,-0.00409138
15/05/2013,88.17,-0.006781986
14/05/2013,88.77,0.022326933
13/05/2013,86.81,0.00415561
10/05/2013,86.45,-0.006226957
09/05/2013,86.99,-0.007786596
08/05/2013,87.67,0.010664627
07/05/2013,86.74,-0.010094144
06/05/2013,87.62,0.011709467
03/05/2013,86.6,0.021122204
02/05/2013,84.79,0.018569752
01/05/2013,83.23,-0.018215874
30/04/2013,84.76,0.002953863
29/04/2013,84.51,0.00795965
26/04/2013,83.84,-0.00333413
25/04/2013,84.12,0.009555734
24/04/2013,83.32,0.021227069
23/04/2013,81.57,0.006395299
22/04/2013,81.05,0.013164621
19/04/2013,79.99,-0.008093177
18/04/2013,80.64,0.014866911
17/04/2013,79.45,-0.033540673
16/04/2013,82.16,0.033288974
15/04/2013,79.47,-0.070677622
12/04/2013,85.29,-0.023865822
11/04/2013,87.35,0.011166869
10/04/2013,86.38,-0.004965655
09/04/2013,86.81,0.002999541
08/04/2013,86.55,0.017718146
05/04/2013,85.03,0.008978206
04/04/2013,84.27,0.002971064
03/04/2013,84.02,-0.019097598
02/04/2013,85.64,-0.008372142
01/04/2013,86.36,-0.012542596
28/03/2013,87.45,-0.014868897
27/03/2013,88.76,-0.001351047
26/03/2013,88.88,0.018051237
25/03/2013,87.29,0.008167067
22/03/2013,86.58,0.012669432
21/03/2013,85.49,-0.010588266
20/03/2013,86.4,0.036779252
19/03/2013,83.28,-0.015962221
18/03/2013,84.62,-0.008589804
15/03/2013,85.35,0.001876393
14/03/2013,85.19,0.014781798
13/03/2013,83.94,-0.003804999
12/03/2013,84.26,0.008103
11/03/2013,83.58,0.005879899
08/03/2013,83.09,0.003375531
07/03/2013,82.81,0.013005349
06/03/2013,81.74,-0.012038815
05/03/2013,82.73,0.029314664
04/03/2013,80.34,0.006493529
01/03/2013,79.82,0.003011295
28/02/2013,79.58,-0.005763705
27/02/2013,80.04,0.018409296
26/02/2013,78.58,0.000127267
25/02/2013,78.57,-0.039675863
22/02/2013,81.75,0.019017614
21/02/2013,80.21,-0.001992777
20/02/2013,80.37,-0.045722249
19/02/2013,84.13,0.02466884
15/02/2013,82.08,-0.023122417
14/02/2013,84,-0.001546423
13/02/2013,84.13,0.008115571
12/02/2013,83.45,-0.000239636
11/02/2013,83.47,-0.011672357
08/02/2013,84.45,0.004153076
07/02/2013,84.1,0.004767589
06/02/2013,83.7,0.013229297
05/02/2013,82.6,0.025752496
04/02/2013,80.5,-0.008411727
01/02/2013,81.18,0.014392308
31/01/2013,80.02,-0.00274554
30/01/2013,80.24,-0.003980105
29/01/2013,80.56,0.014377944
28/01/2013,79.41,-0.01982485
25/01/2013,81,0.012172551
24/01/2013,80.02,0.015490518
23/01/2013,78.79,-0.008845142
22/01/2013,79.49,0.024708338
18/01/2013,77.55,0.006079046
17/01/2013,77.08,0.00090856
16/01/2013,77.01,-0.014054773
15/01/2013,78.1,0.002949287
14/01/2013,77.87,0.000385332
11/01/2013,77.84,0.002315114
10/01/2013,77.66,-0.004368502
09/01/2013,78,-0.004477142
08/01/2013,78.35,0.001277139
07/01/2013,78.25,-0.000255558
04/01/2013,78.27,0.025098342
03/01/2013,76.33,0.003543543
02/01/2013,76.06,0.02327697
31/12/2012,74.31,0.0272831
28/12/2012,72.31,-0.019989713
27/12/2012,73.77,0.001356484
26/12/2012,73.67,-0.013616658
24/12/2012,74.68,-0.014885974
21/12/2012,75.8,-0.006836734
20/12/2012,76.32,0.024807268
19/12/2012,74.45,-0.02257732
18/12/2012,76.15,0.016818247
17/12/2012,74.88,0.003880382
14/12/2012,74.59,-0.002142762
13/12/2012,74.75,-0.010513105
12/12/2012,75.54,0.003314993
11/12/2012,75.29,-0.006750969
10/12/2012,75.8,-0.006836734
07/12/2012,76.32,0.026151354
06/12/2012,74.35,-0.005231751
05/12/2012,74.74,0.016593973
04/12/2012,73.51,-0.00380177
03/12/2012,73.79,0.008164421
30/11/2012,73.19,-0.002456333
29/11/2012,73.37,-0.004487666
28/11/2012,73.7,0.004760295
27/11/2012,73.35,-0.012329944
26/11/2012,74.26,-0.003897592
23/11/2012,74.55,0.027745558
21/11/2012,72.51,0.00858731
20/11/2012,71.89,-0.003194225
19/11/2012,72.12,0.028551268
16/11/2012,70.09,-0.004129001
15/11/2012,70.38,0.015031419
14/11/2012,69.33,-0.013040236
13/11/2012,70.24,-0.007234587
12/11/2012,70.75,0.001414427
09/11/2012,70.65,0.014398994
08/11/2012,69.64,-0.010996184
07/11/2012,70.41,-0.037082587
06/11/2012,73.07,0.032972313
05/11/2012,70.7,0.006242926
02/11/2012,70.26,-0.00113798
01/11/2012,70.34,0.021991544
31/10/2012,68.81,0.034297523
26/10/2012,66.49,-0.000901984
25/10/2012,66.55,0.005575242
24/10/2012,66.18,-0.011418393
23/10/2012,66.94,-0.033637599
22/10/2012,69.23,-0.015906332
19/10/2012,70.34,-0.021657435
18/10/2012,71.88,-0.00430347
17/10/2012,72.19,0.019160085
16/10/2012,70.82,0.024008012
15/10/2012,69.14,-0.000578369
12/10/2012,69.18,0.003040176
11/10/2012,68.97,0.009908284
10/10/2012,68.29,-0.015691154
09/10/2012,69.37,0.007524272
08/10/2012,68.85,-0.002900655
05/10/2012,69.05,-0.010946386
04/10/2012,69.81,0.011091219
03/10/2012,69.04,-0.020501041
02/10/2012,70.47,-0.002126303
01/10/2012,70.62,0.009961659
28/09/2012,69.92,-0.004423839
27/09/2012,70.23,0.02115339
26/09/2012,68.76,-0.00580048
25/09/2012,69.16,-0.014498208
24/09/2012,70.17,-0.024772555
21/09/2012,71.93,-0.001111574
20/09/2012,72.01,-0.007470981
19/09/2012,72.55,-0.011920399
18/09/2012,73.42,-0.010163378
17/09/2012,74.17,-0.018964244
14/09/2012,75.59,0.020043429
13/09/2012,74.09,0.022659992
12/09/2012,72.43,0.011246214
11/09/2012,71.62,0.017181101
10/09/2012,70.4,-0.026492544
07/09/2012,72.29,0.0170205
06/09/2012,71.07,0.034207271
05/09/2012,68.68,-0.006530754
04/09/2012,69.13,-0.002023122
31/08/2012,69.27,0.014687969
30/08/2012,68.26,-0.021163277
29/08/2012,69.72,0.006475309
28/08/2012,69.27,0.007244309
27/08/2012,68.77,-0.011565837
24/08/2012,69.57,0.009387028
23/08/2012,68.92,-0.01454833
22/08/2012,69.93,0.005448823
21/08/2012,69.55,-0.000718649
20/08/2012,69.6,-0.01057606
17/08/2012,70.34,-0.008916625
16/08/2012,70.97,0.027281561
15/08/2012,69.06,0.000289645
14/08/2012,69.04,0.007852302
13/08/2012,68.5,-0.017079587
10/08/2012,69.68,0.000287068
09/08/2012,69.66,-0.001721171
08/08/2012,69.78,-0.010690715
07/08/2012,70.53,0.033300374
06/08/2012,68.22,-0.002781236
03/08/2012,68.41,0.032536481
02/08/2012,66.22,-0.035747225
01/08/2012,68.63,-0.011733313
31/07/2012,69.44,-0.032724784
30/07/2012,71.75,0.004749939
27/07/2012,71.41,0.003507053
26/07/2012,71.16,0.023316382
25/07/2012,69.52,0.008813176
24/07/2012,68.91,-0.019828236
23/07/2012,70.29,-0.024869564
20/07/2012,72.06,-0.007328066
19/07/2012,72.59,-0.000550888
18/07/2012,72.63,0.011215071
17/07/2012,71.82,0.016000341
16/07/2012,70.68,0.026813564
13/07/2012,68.81,0.010078227
12/07/2012,68.12,0.022866624
11/07/2012,66.58,0.027561699
10/07/2012,64.77,-0.02379975
09/07/2012,66.33,0.012439481
06/07/2012,65.51,-0.024428235
05/07/2012,67.13,-0.028199842
03/07/2012,69.05,0.050340968
02/07/2012,65.66,-0.008190551
29/06/2012,66.2,0.045585335
28/06/2012,63.25,0.016740128
27/06/2012,62.2,0.028538423
26/06/2012,60.45,0.006306028
25/06/2012,60.07,-0.030494166
22/06/2012,61.93,0.022370106
21/06/2012,60.56,-0.058524353
20/06/2012,64.21,-0.024460877
19/06/2012,65.8,0.017941139
18/06/2012,64.63,-0.011384738
15/06/2012,65.37,0.02180555
14/06/2012,63.96,0.015123162
13/06/2012,63,-0.009321499
12/06/2012,63.59,0.028391062
11/06/2012,61.81,-0.032314789
08/06/2012,63.84,0.010075652
07/06/2012,63.2,0.016592595
06/06/2012,62.16,0.054549963
05/06/2012,58.86,0.030007425
04/06/2012,57.12,-0.017527564
01/06/2012,58.13,-0.048191982
31/05/2012,61,-0.020124016
30/05/2012,62.24,-0.03489185
29/05/2012,64.45,0.021485967
25/05/2012,63.08,-0.008995563
24/05/2012,63.65,-0.004858563
23/05/2012,63.96,-0.00234247
22/05/2012,64.11,-0.00977889
21/05/2012,64.74,0.0291511
18/05/2012,62.88,-0.011856909
17/05/2012,63.63,-0.022532225
16/05/2012,65.08,-0.019778524
15/05/2012,66.38,-0.005558491
14/05/2012,66.75,-0.023101871
11/05/2012,68.31,-0.013955743
10/05/2012,69.27,0.009427875
09/05/2012,68.62,-0.006970693
08/05/2012,69.1,0.001883103
07/05/2012,68.97,-0.000579794
04/05/2012,69.01,-0.034606515
03/05/2012,71.44,-0.020230702
02/05/2012,72.9,-0.029199155
01/05/2012,75.06,0.02495577
30/04/2012,73.21,-0.007891197
27/04/2012,73.79,-0.004731977
26/04/2012,74.14,0.018651415
25/04/2012,72.77,0.009388444
24/04/2012,72.09,0.015235461
23/04/2012,71,-0.010229193
20/04/2012,71.73,-0.007776737
19/04/2012,72.29,-0.003452327
18/04/2012,72.54,-0.016542861
17/04/2012,73.75,0.005165862
16/04/2012,73.37,-0.021439505
13/04/2012,74.96,-0.021511882
12/04/2012,76.59,0.029413885
11/04/2012,74.37,-0.003489936
10/04/2012,74.63,-0.015951422
09/04/2012,75.83,-0.031542624
05/04/2012,78.26,0.001790511
04/04/2012,78.12,-0.013856447
03/04/2012,79.21,0.001263264
02/04/2012,79.11,0.009780961
30/03/2012,78.34,0.01297635
29/03/2012,77.33,-0.000646371
28/03/2012,77.38,-0.012202322
27/03/2012,78.33,-0.014323079
26/03/2012,79.46,0.000629445
23/03/2012,79.41,0.014971099
22/03/2012,78.23,-0.035289654
21/03/2012,81.04,-0.012142174
20/03/2012,82.03,-0.026703535
19/03/2012,84.25,-0.005090877
16/03/2012,84.68,0.009253833
15/03/2012,83.9,0.009701256
14/03/2012,83.09,-0.006597517
13/03/2012,83.64,-0.013301859
12/03/2012,84.76,-0.005764383
09/03/2012,85.25,0.019424986
08/03/2012,83.61,0.010218277
07/03/2012,82.76,0.010812229
06/03/2012,81.87,-0.01563384
05/03/2012,83.16,0.007362293
02/03/2012,82.55,-0.038731379
01/03/2012,85.81,0.019891199
29/02/2012,84.12,-0.020823057
28/02/2012,85.89,-0.007308193
27/02/2012,86.52,-0.008974862
24/02/2012,87.3,-0.002288331
23/02/2012,87.5,0.002059262
22/02/2012,87.32,0.018260071
21/02/2012,85.74,-0.026585374
17/02/2012,88.05,0.003412973
16/02/2012,87.75,0.00273879
15/02/2012,87.51,0.005270406
14/02/2012,87.05,-0.003325882
13/02/2012,87.34,0.003440765
10/02/2012,87.04,-0.004813763
09/02/2012,87.46,0.007344536
08/02/2012,86.82,-0.004481993
07/02/2012,87.21,0.051045888
06/02/2012,82.87,-0.017583133
03/02/2012,84.34,0.026187683
02/02/2012,82.16,0.020287165
01/02/2012,80.51,-0.002604976
31/01/2012,80.72,0.008584812
30/01/2012,80.03,0.008911261
27/01/2012,79.32,0.00012608
26/01/2012,79.31,-0.022072097
25/01/2012,81.08,0.026115059
24/01/2012,78.99,-0.006435759
23/01/2012,79.5,0.006056037
20/01/2012,79.02,-0.009697198
19/01/2012,79.79,-0.00562396
18/01/2012,80.24,0.013045845
17/01/2012,79.2,0.015139275
13/01/2012,78.01,-0.009314262
12/01/2012,78.74,-0.01236921
11/01/2012,79.72,-0.014446079
10/01/2012,80.88,0.001360965
09/01/2012,80.77,0.006209657
06/01/2012,80.27,-0.006581013
05/01/2012,80.8,0.012829472
04/01/2012,79.77,0.014139864
03/01/2012,78.65,0.029941584
30/12/2011,76.33,0.001835825
29/12/2011,76.19,0.007641671
28/12/2011,75.61,-0.021199433
27/12/2011,77.23,0.007277485
23/12/2011,76.67,0.006542813
22/12/2011,76.17,0.005001327
21/12/2011,75.79,0.015825851
20/12/2011,74.6,0.043842638
19/12/2011,71.4,-0.021339316
16/12/2011,72.94,0.003708541
15/12/2011,72.67,-0.014345488
14/12/2011,73.72,-0.036885881
13/12/2011,76.49,-0.017109944
12/12/2011,77.81,-0.030876804
09/12/2011,80.25,0.037452806
08/12/2011,77.3,-0.041928756
07/12/2011,80.61,-0.011470986
06/12/2011,81.54,-0.002327434
05/12/2011,81.73,0.015412425
02/12/2011,80.48,0.001243317
01/12/2011,80.38,-0.011011556
30/11/2011,81.27,0.057093274
29/11/2011,76.76,0.012981235
28/11/2011,75.77,0.053261012
25/11/2011,71.84,-0.001530009
23/11/2011,71.95,-0.035230296
22/11/2011,74.53,-0.015576432
21/11/2011,75.7,-0.013123548
18/11/2011,76.7,0.003395589
17/11/2011,76.44,-0.032308621
16/11/2011,78.95,-0.012461613
15/11/2011,79.94,0.008290463
14/11/2011,79.28,-0.018000486
11/11/2011,80.72,0.015355148
10/11/2011,79.49,0.02136127
09/11/2011,77.81,-0.075951426
08/11/2011,83.95,0.016817213
07/11/2011,82.55,0.001090843
04/11/2011,82.46,-0.003268966
03/11/2011,82.73,0.023481573
02/11/2011,80.81,0.043501612
01/11/2011,77.37,-0.014499516
31/10/2011,78.5,-0.064618136
28/10/2011,83.74,0.013101936
27/10/2011,82.65,0.045040398
26/10/2011,79.01,0.018651537
25/10/2011,77.55,-0.020927139
24/10/2011,79.19,0.001895975
21/10/2011,79.04,0.026798193
20/10/2011,76.95,-0.009699397
19/10/2011,77.7,-0.015452705
18/10/2011,78.91,0.058314531
17/10/2011,74.44,0.053388307
14/10/2011,70.57,0.051315669
13/10/2011,67.04,-0.004019358
12/10/2011,67.31,0.010754398
11/10/2011,66.59,-0.014757665
10/10/2011,67.58,0.03708036
07/10/2011,65.12,-0.020669429
06/10/2011,66.48,0.015156398
05/10/2011,65.48,0.061732444
04/10/2011,61.56,0.016873199
03/10/2011,60.53,-0.040788953
30/09/2011,63.05,-0.063000861
29/09/2011,67.15,-0.007861792
28/09/2011,67.68,-0.052245855
27/09/2011,71.31,0.021259304
26/09/2011,69.81,0.047373034
23/09/2011,66.58,-0.031927039
22/09/2011,68.74,-0.056285178
21/09/2011,72.72,-0.047269809
20/09/2011,76.24,0.026717878
19/09/2011,74.23,-0.007248354
16/09/2011,74.77,0.003080841
15/09/2011,74.54,0.033004496
14/09/2011,72.12,0.010734054
13/09/2011,71.35,0.014683308
12/09/2011,70.31,0.006134551
09/09/2011,69.88,-0.033906322
08/09/2011,72.29,-0.015510571
07/09/2011,73.42,0.041435094
06/09/2011,70.44,0.010417504
02/09/2011,69.71,-0.032600079
01/09/2011,72.02,-0.023737137
31/08/2011,73.75,0.015027605
30/08/2011,72.65,0.012465535
29/08/2011,71.75,0.035175943
26/08/2011,69.27,0.026032473
25/08/2011,67.49,-0.018060839
24/08/2011,68.72,-0.001454123
23/08/2011,68.82,0.050513531
22/08/2011,65.43,-0.010036581
19/08/2011,66.09,-0.012928623
18/08/2011,66.95,-0.08349512
17/08/2011,72.78,0.013278203
16/08/2011,71.82,-0.034217106
15/08/2011,74.32,0.035749887
12/08/2011,71.71,-0.022884925
11/08/2011,73.37,0.111634605
10/08/2011,65.62,-0.039443416
09/08/2011,68.26,0.062567616
08/08/2011,64.12,-0.109080972
05/08/2011,71.51,-0.013887183
04/08/2011,72.51,-0.101920597
03/08/2011,80.29,-0.00608433
02/08/2011,80.78,-0.025423027
01/08/2011,82.86,0.003627135
29/07/2011,82.56,-0.011441083
28/07/2011,83.51,0.013502315
27/07/2011,82.39,-0.022680519
26/07/2011,84.28,0.020377068
25/07/2011,82.58,-0.008681029
22/07/2011,83.3,0.001081016
21/07/2011,83.21,0.01014624
20/07/2011,82.37,0.000485732
19/07/2011,82.33,0.038380546
18/07/2011,79.23,-0.012043804
15/07/2011,80.19,0.04449711
14/07/2011,76.7,-0.000781963
13/07/2011,76.76,0.00300085
12/07/2011,76.53,-0.004823056
11/07/2011,76.9,-0.031236539
08/07/2011,79.34,-0.011030445
07/07/2011,80.22,0.018113703
06/07/2011,78.78,-0.006705067
05/07/2011,79.31,0.01780991
01/07/2011,77.91,0.014870643
30/06/2011,76.76,0.015095122
29/06/2011,75.61,0.011171815
28/06/2011,74.77,0.037611737
27/06/2011,72.01,-0.006229687
24/06/2011,72.46,-0.000413936
23/06/2011,72.49,-0.00137855
22/06/2011,72.59,0.006079886
21/06/2011,72.15,0.035264585
20/06/2011,69.65,-0.011420538
17/06/2011,70.45,0.007408497
16/06/2011,69.93,-0.022901764
15/06/2011,71.55,-0.018692133
14/06/2011,72.9,0.013951466
13/06/2011,71.89,-0.01244141
10/06/2011,72.79,-0.025499822
09/06/2011,74.67,0.009013312
08/06/2011,74,0.0035197
07/06/2011,73.74,-0.013603819
06/06/2011,74.75,-0.029396436
03/06/2011,76.98,0
02/06/2011,76.98,-0.001946662
01/06/2011,77.13,-0.030516252
31/05/2011,79.52,0.010873795
27/05/2011,78.66,0.009837192
26/05/2011,77.89,0.008639084
25/05/2011,77.22,0.017637141
24/05/2011,75.87,0.021314248
23/05/2011,74.27,-0.004165273
20/05/2011,74.58,0.040218798
19/05/2011,71.64,-0.018257769
18/05/2011,72.96,0.005635366
17/05/2011,72.55,-0.011647956
16/05/2011,73.4,-0.00895164
13/05/2011,74.06,-0.003639063
12/05/2011,74.33,-0.004563766
11/05/2011,74.67,-0.032543548
10/05/2011,77.14,0.010032004
09/05/2011,76.37,0.016236909
06/05/2011,75.14,0.011242088
05/05/2011,74.3,-0.023674467
04/05/2011,76.08,-0.031440587
03/05/2011,78.51,-0.023166087
02/05/2011,80.35,0.017704022
29/04/2011,78.94,0.003807594
28/04/2011,78.64,0.007146534
27/04/2011,78.08,-0.016386521
26/04/2011,79.37,0.004672611
25/04/2011,79,-0.000885684
21/04/2011,79.07,-0.013566343
20/04/2011,80.15,0.017240722
19/04/2011,78.78,0.017930808
18/04/2011,77.38,-0.038534552
15/04/2011,80.42,0.013016454
14/04/2011,79.38,0.013188119
13/04/2011,78.34,0.011684026
12/04/2011,77.43,-0.046431956
11/04/2011,81.11,-0.0434274
08/04/2011,84.71,0.016305032
07/04/2011,83.34,0.011585937
06/04/2011,82.38,-0.001213151
05/04/2011,82.48,-0.003509837
04/04/2011,82.77,-0.001328102
01/04/2011,82.88,0.011650617
31/03/2011,81.92,-0.005963627
30/03/2011,82.41,-0.009179917
29/03/2011,83.17,0.013436019
28/03/2011,82.06,-0.009943091
25/03/2011,82.88,0.010918463
24/03/2011,81.98,-0.003288075
23/03/2011,82.25,0.017910194
22/03/2011,80.79,0.010076592
21/03/2011,79.98,0.034470821
18/03/2011,77.27,0.002721443
17/03/2011,77.06,0.0360697
16/03/2011,74.33,-0.020506711
15/03/2011,75.87,-0.017119007
14/03/2011,77.18,-0.00090656
11/03/2011,77.25,0.016576768
10/03/2011,75.98,-0.04264187
09/03/2011,79.29,-0.004781086
08/03/2011,79.67,-0.003508336
07/03/2011,79.95,-0.013294598
04/03/2011,81.02,-0.016039524
03/03/2011,82.33,0.020368802
02/03/2011,80.67,0.008215132
01/03/2011,80.01,-0.022492298
28/02/2011,81.83,0.007482402
25/02/2011,81.22,0.038659433
24/02/2011,78.14,-0.019391014
23/02/2011,79.67,0.023109205
22/02/2011,77.85,-0.039171307
18/02/2011,80.96,-0.004190811
17/02/2011,81.3,0.049030045
16/02/2011,77.41,-0.006823329
15/02/2011,77.94,-0.025712264
14/02/2011,79.97,0.018680336
11/02/2011,78.49,0.009987279
10/02/2011,77.71,0.004384841
09/02/2011,77.37,-0.016916974
08/02/2011,78.69,-0.007343664
07/02/2011,79.27,0.012056749
04/02/2011,78.32,0.010654102
03/02/2011,77.49,-0.032252669
02/02/2011,80.03,0.018793515
01/02/2011,78.54,0.018764206
31/01/2011,77.08,0.038349271
