Date,Close,MHK
15/10/2013,125.86,-0.024487175
14/10/2013,128.98,-0.007492408
11/10/2013,129.95,0.008268022
10/10/2013,128.88,0.026894756
09/10/2013,125.46,0.003673245
08/10/2013,125,-0.019096496
07/10/2013,127.41,-0.025494388
04/10/2013,130.7,-0.001299843
03/10/2013,130.87,-0.022066942
02/10/2013,133.79,0.002769359
01/10/2013,133.42,0.024046367
30/09/2013,130.25,0.001229162
27/09/2013,130.09,0.004236805
26/09/2013,129.54,0.002628122
25/09/2013,129.2,-0.000928362
24/09/2013,129.32,0.011745167
23/09/2013,127.81,-0.020445225
20/09/2013,130.45,-0.023261268
19/09/2013,133.52,0.003451125
18/09/2013,133.06,0.023265704
17/09/2013,130,0.008497541
16/09/2013,128.9,0.009431459
13/09/2013,127.69,0.006442511
12/09/2013,126.87,-0.005659058
11/09/2013,127.59,0.014128654
10/09/2013,125.8,0.00653962
09/09/2013,124.98,0.029227604
06/09/2013,121.38,0.035129571
05/09/2013,117.19,-0.007565812
04/09/2013,118.08,0.003733247
03/09/2013,117.64,0.00127589
30/08/2013,117.49,-0.021721682
29/08/2013,120.07,0.014513069
28/08/2013,118.34,-0.015179125
27/08/2013,120.15,-0.033876583
26/08/2013,124.29,0.010026768
23/08/2013,123.05,-0.018359482
22/08/2013,125.33,0.017141208
21/08/2013,123.2,-0.007117468
20/08/2013,124.08,0.036857293
19/08/2013,119.59,-0.019623896
16/08/2013,121.96,-0.001065356
15/08/2013,122.09,-0.018341693
14/08/2013,124.35,-0.024467024
13/08/2013,127.43,-0.009761508
12/08/2013,128.68,0.005298438
09/08/2013,128,-0.00366515
08/08/2013,128.47,0.016085717
07/08/2013,126.42,-0.011326218
06/08/2013,127.86,-0.016367739
05/08/2013,129.97,0
02/08/2013,129.97,0.069119282
01/08/2013,121.29,0.019144916
31/07/2013,118.99,0.012090614
30/07/2013,117.56,0.025501037
29/07/2013,114.6,0.001571915
26/07/2013,114.42,-0.005230137
25/07/2013,115.02,-0.012785247
24/07/2013,116.5,-0.006417134
23/07/2013,117.25,0.012530202
22/07/2013,115.79,-0.016870449
19/07/2013,117.76,0.00135962
18/07/2013,117.6,-0.000340078
17/07/2013,117.64,0.005113357
16/07/2013,117.04,-0.004092775
15/07/2013,117.52,0.00417822
12/07/2013,117.03,0.004882446
11/07/2013,116.46,0.03219752
10/07/2013,112.77,-0.005747396
09/07/2013,113.42,0.039474669
08/07/2013,109.03,-0.023118749
05/07/2013,111.58,0
03/07/2013,111.58,0.008821733
02/07/2013,110.6,-0.013471241
01/07/2013,112.1,-0.003472999
28/06/2013,112.49,-0.010435185
27/06/2013,113.67,0.031728833
26/06/2013,110.12,-0.000998412
25/06/2013,110.23,0.035739526
24/06/2013,106.36,-0.024059495
21/06/2013,108.95,-0.008590804
20/06/2013,109.89,-0.042229685
19/06/2013,114.63,-0.000697654
18/06/2013,114.71,0.012986056
17/06/2013,113.23,0.019170486
14/06/2013,111.08,-0.000719942
13/06/2013,111.16,0.043295214
12/06/2013,106.45,-0.007207407
11/06/2013,107.22,-0.028864951
10/06/2013,110.36,-0.011531659
07/06/2013,111.64,0.01616361
06/06/2013,109.85,0.034922272
05/06/2013,106.08,-0.008635308
04/06/2013,107,-0.015210829
03/06/2013,108.64,-0.023020897
31/05/2013,111.17,-0.019419816
30/05/2013,113.35,-0.00255518
29/05/2013,113.64,-0.025970974
28/05/2013,116.63,0.020792571
24/05/2013,114.23,-0.00017507
23/05/2013,114.25,0.002804805
22/05/2013,113.93,-0.014811213
21/05/2013,115.63,0.000345991
20/05/2013,115.59,-0.01978736
17/05/2013,117.9,0.008945747
16/05/2013,116.85,-0.02175563
15/05/2013,119.42,-0.000920695
14/05/2013,119.53,0.00755798
13/05/2013,118.63,0.004985856
10/05/2013,118.04,0.003224441
09/05/2013,117.66,0.004770839
08/05/2013,117.1,0.016184926
07/05/2013,115.22,0.001911216
06/05/2013,115,-0.004338402
03/05/2013,115.5,0.062151761
02/05/2013,108.54,0.003507156
01/05/2013,108.16,-0.024836923
30/04/2013,110.88,-0.013259467
29/04/2013,112.36,-0.008860593
26/04/2013,113.36,-0.003434462
25/04/2013,113.75,-0.002019937
24/04/2013,113.98,-0.008909134
23/04/2013,115,0.020025261
22/04/2013,112.72,0.011241085
19/04/2013,111.46,0.026178554
18/04/2013,108.58,-0.020329794
17/04/2013,110.81,-0.024690412
16/04/2013,113.58,0.035396375
15/04/2013,109.63,-0.058804013
12/04/2013,116.27,-0.003091458
11/04/2013,116.63,0.020792571
10/04/2013,114.23,0.006411123
09/04/2013,113.5,0.002558336
08/04/2013,113.21,0.010388551
05/04/2013,112.04,0.029988205
04/04/2013,108.73,-0.004404889
03/04/2013,109.21,-0.019136302
02/04/2013,111.32,-0.00912105
01/04/2013,112.34,-0.006919215
28/03/2013,113.12,0.005495981
27/03/2013,112.5,-0.004434597
26/03/2013,113,0.018668757
25/03/2013,110.91,0.004518352
22/03/2013,110.41,-0.007938698
21/03/2013,111.29,-0.029221133
20/03/2013,114.59,0.017163648
19/03/2013,112.64,-0.011650617
18/03/2013,113.96,0.002987963
15/03/2013,113.62,0.000880514
14/03/2013,113.52,0.008226131
13/03/2013,112.59,0.000888573
12/03/2013,112.49,-0.002486017
11/03/2013,112.77,0.004176484
08/03/2013,112.3,0.003032197
07/03/2013,111.96,0.005373468
06/03/2013,111.36,0.010017682
05/03/2013,110.25,0.020156431
04/03/2013,108.05,0.015106591
01/03/2013,106.43,0.003859736
28/02/2013,106.02,-0.001225433
27/02/2013,106.15,0.014614039
26/02/2013,104.61,0.030180351
25/02/2013,101.5,-0.050337172
22/02/2013,106.74,0.043366451
21/02/2013,102.21,-0.012542092
20/02/2013,103.5,-0.049755881
19/02/2013,108.78,0.009049836
15/02/2013,107.8,0.006981643
14/02/2013,107.05,-0.004845783
13/02/2013,107.57,0.011124209
12/02/2013,106.38,0.014582211
11/02/2013,104.84,0.016638999
08/02/2013,103.11,0.01337584
07/02/2013,101.74,-0.009488944
06/02/2013,102.71,-0.004274756
05/02/2013,103.15,0.008567865
04/02/2013,102.27,-0.001465631
01/02/2013,102.42,0.007448094
31/01/2013,101.66,-0.003240857
30/01/2013,101.99,-0.0248863
29/01/2013,104.56,0.017267588
28/01/2013,102.77,0.002923409
25/01/2013,102.47,0.017424273
24/01/2013,100.7,0.018744597
23/01/2013,98.83,0.017145027
22/01/2013,97.15,0.008787857
18/01/2013,96.3,-0.00600478
17/01/2013,96.88,0.034442716
16/01/2013,93.6,-0.005965079
15/01/2013,94.16,0.000849979
14/01/2013,94.08,-0.001593118
11/01/2013,94.23,-0.002120217
10/01/2013,94.43,-0.001058425
09/01/2013,94.53,0.013097137
08/01/2013,93.3,0.006020229
07/01/2013,92.74,-0.008375438
04/01/2013,93.52,0.002676804
03/01/2013,93.27,0.001072731
02/01/2013,93.17,0.029407477
31/12/2012,90.47,0.011450295
28/12/2012,89.44,-0.004239658
27/12/2012,89.82,0.002117582
26/12/2012,89.63,-0.004563931
24/12/2012,90.04,-0.013787237
21/12/2012,91.29,0.047673469
20/12/2012,87.04,0.032341853
19/12/2012,84.27,-0.009566061
18/12/2012,85.08,0.037360667
17/12/2012,81.96,0.005628303
14/12/2012,81.5,0.000368166
13/12/2012,81.47,-0.003063916
12/12/2012,81.72,0.002082441
11/12/2012,81.55,-0.006599877
10/12/2012,82.09,-0.00909483
07/12/2012,82.84,-0.006497436
06/12/2012,83.38,0.005291018
05/12/2012,82.94,-0.03471707
04/12/2012,85.87,0.000698975
03/12/2012,85.81,-0.002095461
30/11/2012,85.99,0.000465279
29/11/2012,85.95,0.010996835
28/11/2012,85.01,0.00105926
27/11/2012,84.92,-0.001412097
26/11/2012,85.04,-0.02393515
23/11/2012,87.1,0.014338821
21/11/2012,85.86,0.002565599
20/11/2012,85.64,0.027944039
19/11/2012,83.28,0.02443148
16/11/2012,81.27,0.012380993
15/11/2012,80.27,-0.028250466
14/11/2012,82.57,-0.0163367
13/11/2012,83.93,0.001311476
12/11/2012,83.82,-0.008434858
09/11/2012,84.53,-0.014446196
08/11/2012,85.76,-0.000233182
07/11/2012,85.78,-0.023275622
06/11/2012,87.8,-0.01233815
05/11/2012,88.89,0.024253964
02/11/2012,86.76,0.021671593
01/11/2012,84.9,0.016986807
31/10/2012,83.47,0.039091334
26/10/2012,80.27,-0.008929738
25/10/2012,80.99,-0.00627733
24/10/2012,81.5,0.013464474
23/10/2012,80.41,-0.01100747
22/10/2012,81.3,-0.001966086
19/10/2012,81.46,-0.011716024
18/10/2012,82.42,0.009141389
17/10/2012,81.67,0.013560366
16/10/2012,80.57,-0.000124108
15/10/2012,80.58,0.02972511
12/10/2012,78.22,-0.001022234
11/10/2012,78.3,-0.003951315
10/10/2012,78.61,-0.006593152
09/10/2012,79.13,-0.035627178
08/10/2012,82,0.000365921
05/10/2012,81.97,0.018717453
04/10/2012,80.45,-0.004464847
03/10/2012,80.81,0.016595303
02/10/2012,79.48,0.010624942
01/10/2012,78.64,-0.017396128
28/09/2012,80.02,0.006142294
27/09/2012,79.53,0.015203638
26/09/2012,78.33,-0.025710301
25/09/2012,80.37,-0.009781543
24/09/2012,81.16,-0.017466093
21/09/2012,82.59,0.037000151
20/09/2012,79.59,0.009594822
19/09/2012,78.83,0.01199606
18/09/2012,77.89,-0.003332482
17/09/2012,78.15,-0.009804624
14/09/2012,78.92,0.016867254
13/09/2012,77.6,0.040768302
12/09/2012,74.5,0.009982546
11/09/2012,73.76,0.001628223
10/09/2012,73.64,-0.007980025
07/09/2012,74.23,0.000269469
06/09/2012,74.21,0.012747664
05/09/2012,73.27,0.007809864
04/09/2012,72.7,0.008981062
31/08/2012,72.05,0
30/08/2012,72.05,-0.004431526
29/08/2012,72.37,0.005959411
28/08/2012,71.94,0.000556174
27/08/2012,71.9,-0.012851694
24/08/2012,72.83,0.011600738
23/08/2012,71.99,-0.00305132
22/08/2012,72.21,-0.010058645
21/08/2012,72.94,-0.00068526
20/08/2012,72.99,-0.027832113
17/08/2012,75.05,0.011659986
16/08/2012,74.18,0.019465666
15/08/2012,72.75,-0.002471171
14/08/2012,72.93,0.004535155
13/08/2012,72.6,0.009271498
10/08/2012,71.93,-0.00678908
09/08/2012,72.42,0.016147344
08/08/2012,71.26,-0.010469838
07/08/2012,72.01,0.006408492
06/08/2012,71.55,0.024189594
03/08/2012,69.84,0.056249185
02/08/2012,66.02,0.003793919
01/08/2012,65.77,-0.009984954
31/07/2012,66.43,-0.030830958
30/07/2012,68.51,-0.043416786
27/07/2012,71.55,0.012658397
26/07/2012,70.65,0.029299812
25/07/2012,68.61,-0.014182582
24/07/2012,69.59,-0.023994904
23/07/2012,71.28,-0.017660196
20/07/2012,72.55,0
19/07/2012,72.55,0.015138127
18/07/2012,71.46,0.030548657
17/07/2012,69.31,0.006658971
16/07/2012,68.85,-0.014419861
13/07/2012,69.85,0.012243581
12/07/2012,69,0.023164795
11/07/2012,67.42,-0.007977587
10/07/2012,67.96,-0.026141483
09/07/2012,69.76,-0.002147921
06/07/2012,69.91,-0.000286041
05/07/2012,69.93,-0.000571837
03/07/2012,69.97,-0.001142694
02/07/2012,70.05,0.003145556
29/06/2012,69.83,0.04241642
28/06/2012,66.93,0.016723554
27/06/2012,65.82,-0.006209789
26/06/2012,66.23,0.035657689
25/06/2012,63.91,-0.008569033
22/06/2012,64.46,-0.013253392
21/06/2012,65.32,-0.038737766
20/06/2012,67.9,-0.012149751
19/06/2012,68.73,0.00131033
18/06/2012,68.64,0.010692156
15/06/2012,67.91,0.023842584
14/06/2012,66.31,0.014889367
13/06/2012,65.33,-0.026583653
12/06/2012,67.09,0.0144125
11/06/2012,66.13,-0.03448105
08/06/2012,68.45,0.019472514
07/06/2012,67.13,0.00612628
06/06/2012,66.72,0.024119485
05/06/2012,65.13,0.034362275
04/06/2012,62.93,-0.023866732
01/06/2012,64.45,-0.055087484
31/05/2012,68.1,-0.000146832
30/05/2012,68.11,-0.027371197
29/05/2012,70,0.004868977
25/05/2012,69.66,-0.005440242
24/05/2012,70.04,0.000714133
23/05/2012,69.99,0.02327199
22/05/2012,68.38,0.003662739
21/05/2012,68.13,0.008993794
18/05/2012,67.52,-0.006053913
17/05/2012,67.93,-0.04194605
16/05/2012,70.84,-0.018184863
15/05/2012,72.14,-0.003873829
14/05/2012,72.42,-0.029255777
11/05/2012,74.57,0.011599806
10/05/2012,73.71,0.024167042
09/05/2012,71.95,-0.008442372
08/05/2012,72.56,-0.015317586
07/05/2012,73.68,0.002173914
04/05/2012,73.52,0.070723733
03/05/2012,68.5,-0.01994574
02/05/2012,69.88,0.027124732
01/05/2012,68.01,0.014663671
30/04/2012,67.02,-0.015251647
27/04/2012,68.05,0.014953273
26/04/2012,67.04,0.037384691
25/04/2012,64.58,0.033218324
24/04/2012,62.47,0.016462605
23/04/2012,61.45,-0.030924518
20/04/2012,63.38,0.010149152
19/04/2012,62.74,-0.007779669
18/04/2012,63.23,-0.007405691
17/04/2012,63.7,0.013433628
16/04/2012,62.85,0.00302765
13/04/2012,62.66,-0.007314391
12/04/2012,63.12,0.015165108
11/04/2012,62.17,0.027229203
10/04/2012,60.5,-0.045715785
09/04/2012,63.33,-0.050495566
05/04/2012,66.61,0.000150139
04/04/2012,66.6,-0.007777485
03/04/2012,67.12,0.010935619
02/04/2012,66.39,-0.00180587
30/03/2012,66.51,0.003011597
29/03/2012,66.31,-0.008110588
28/03/2012,66.85,-0.004030759
27/03/2012,67.12,0.01349953
26/03/2012,66.22,0.017672611
23/03/2012,65.06,-0.01070183
22/03/2012,65.76,0.00167415
21/03/2012,65.65,-0.007284901
20/03/2012,66.13,-0.004676783
19/03/2012,66.44,0.010135477
16/03/2012,65.77,-0.021807015
15/03/2012,67.22,0.019832381
14/03/2012,65.9,-0.010115584
13/03/2012,66.57,0.038121723
12/03/2012,64.08,0.013986242
09/03/2012,63.19,0.010019965
08/03/2012,62.56,0.027385654
07/03/2012,60.87,0.017233235
06/03/2012,59.83,-0.04445903
05/03/2012,62.55,0.00432589
02/03/2012,62.28,-0.008792319
01/03/2012,62.83,-0.010764707
29/02/2012,63.51,0.017311637
28/02/2012,62.42,-0.017783892
27/02/2012,63.54,0.01794411
24/02/2012,62.41,-0.025313802
23/02/2012,64.01,-0.016885228
22/02/2012,65.1,-0.015849158
21/02/2012,66.14,-0.009779661
17/02/2012,66.79,0.019350566
16/02/2012,65.51,-0.01439746
15/02/2012,66.46,-0.00420421
14/02/2012,66.74,-0.002992222
13/02/2012,66.94,0.022510203
10/02/2012,65.45,-0.012148973
09/02/2012,66.25,0.003477738
08/02/2012,66.02,-0.002571668
07/02/2012,66.19,0.006669723
06/02/2012,65.75,-0.012694745
03/02/2012,66.59,0.049090555
02/02/2012,63.4,0.000788955
01/02/2012,63.35,0.035181526
31/01/2012,61.16,-0.015413626
30/01/2012,62.11,-0.021345188
27/01/2012,63.45,0.001419447
26/01/2012,63.36,-0.005979561
25/01/2012,63.74,0.009933073
24/01/2012,63.11,0.001744509
23/01/2012,63,-0.004750603
20/01/2012,63.3,-0.029267344
19/01/2012,65.18,-0.001992491
18/01/2012,65.31,0.015741066
17/01/2012,64.29,0.027917593
13/01/2012,62.52,-0.007171917
12/01/2012,62.97,-0.002696061
11/01/2012,63.14,0.045856556
10/01/2012,60.31,0.015372065
09/01/2012,59.39,-0.001850451
06/01/2012,59.5,-0.007868125
05/01/2012,59.97,0.008204316
04/01/2012,59.48,-0.011367558
03/01/2012,60.16,0.005166248
30/12/2011,59.85,-0.01360791
29/12/2011,60.67,0.002805977
28/12/2011,60.5,-0.004946424
27/12/2011,60.8,0.005773212
23/12/2011,60.45,0.004642688
22/12/2011,60.17,0.047129586
21/12/2011,57.4,0.017575145
20/12/2011,56.4,0.051479949
19/12/2011,53.57,-0.015191104
16/12/2011,54.39,0.017807927
15/12/2011,53.43,0.023864769
14/12/2011,52.17,-0.025547799
13/12/2011,53.52,-0.034704667
12/12/2011,55.41,-0.028466608
09/12/2011,57.01,0.024683842
08/12/2011,55.62,-0.033763702
07/12/2011,57.53,0.02250051
06/12/2011,56.25,0.001067236
05/12/2011,56.19,0.023407623
02/12/2011,54.89,0.001823487
01/12/2011,54.79,0.004206682
30/11/2011,54.56,0.057913399
29/11/2011,51.49,0.009365922
28/11/2011,51.01,0.024609299
25/11/2011,49.77,0.00725956
23/11/2011,49.41,-0.027152796
22/11/2011,50.77,0.000196986
21/11/2011,50.76,-0.036177657
18/11/2011,52.63,0.011081504
17/11/2011,52.05,-0.007846179
16/11/2011,52.46,-0.021684643
15/11/2011,53.61,-0.007248429
14/11/2011,54,-0.00958356
11/11/2011,54.52,0.043293559
10/11/2011,52.21,0.004415018
09/11/2011,51.98,-0.044033454
08/11/2011,54.32,0.029328711
07/11/2011,52.75,-0.010184924
04/11/2011,53.29,0.017223857
03/11/2011,52.38,0.009206049
02/11/2011,51.9,0.031711406
01/11/2011,50.28,-0.046058855
31/10/2011,52.65,-0.028091735
28/10/2011,54.15,-0.030374255
27/10/2011,55.82,0.021549046
26/10/2011,54.63,0.004586743
25/10/2011,54.38,-0.011154911
24/10/2011,54.99,0.021692027
21/10/2011,53.81,0.035177606
20/10/2011,51.95,0.02022235
19/10/2011,50.91,0.001375922
18/10/2011,50.84,0.049803659
17/10/2011,48.37,-0.033143219
14/10/2011,50,0.017553159
13/10/2011,49.13,0.005715468
12/10/2011,48.85,-0.017853994
11/10/2011,49.73,-0.003613011
10/10/2011,49.91,0.066691374
07/10/2011,46.69,-0.025167872
06/10/2011,47.88,0.03333996
05/10/2011,46.31,0.045502549
04/10/2011,44.25,0.082399532
03/10/2011,40.75,-0.051649059
30/09/2011,42.91,-0.047557591
29/09/2011,45,0.023609866
28/09/2011,43.95,-0.015801683
27/09/2011,44.65,0.035563356
26/09/2011,43.09,0.043397444
23/09/2011,41.26,0.007541697
22/09/2011,40.95,-0.030779059
21/09/2011,42.23,-0.020856058
20/09/2011,43.12,-0.034867381
19/09/2011,44.65,-0.019077775
16/09/2011,45.51,0.003080988
15/09/2011,45.37,-0.010087805
14/09/2011,45.83,0.039840587
13/09/2011,44.04,0.008665961
12/09/2011,43.66,0.010360401
09/09/2011,43.21,-0.047897115
08/09/2011,45.33,-0.070888272
07/09/2011,48.66,0.031947596
06/09/2011,47.13,-0.018499582
02/09/2011,48.01,-0.028136161
01/09/2011,49.38,-0.003436777
31/08/2011,49.55,0.002829428
30/08/2011,49.41,0.008536637
29/08/2011,48.99,0.062322838
26/08/2011,46.03,0.043968005
25/08/2011,44.05,-0.021559335
24/08/2011,45.01,0.023604558
23/08/2011,43.96,0.035188816
22/08/2011,42.44,0.000235655
19/08/2011,42.43,-0.017984836
18/08/2011,43.2,-0.059316577
17/08/2011,45.84,-0.024139103
16/08/2011,46.96,-0.002976826
15/08/2011,47.1,0.022545238
12/08/2011,46.05,0.016862329
11/08/2011,45.28,0.052363236
10/08/2011,42.97,-0.063781893
09/08/2011,45.8,0.026101902
08/08/2011,44.62,-0.071350765
05/08/2011,47.92,0.013022658
04/08/2011,47.3,-0.069218357
03/08/2011,50.69,0.030648368
02/08/2011,49.16,-0.055393907
01/08/2011,51.96,-0.001346283
29/07/2011,52.03,0.011987769
28/07/2011,51.41,-0.019455492
27/07/2011,52.42,-0.031361128
26/07/2011,54.09,-0.012128043
25/07/2011,54.75,-0.008366728
22/07/2011,55.21,-0.021502351
21/07/2011,56.41,-0.011807345
20/07/2011,57.08,-0.003846831
19/07/2011,57.3,0.034623965
18/07/2011,55.35,-0.014528101
15/07/2011,56.16,0.004282662
14/07/2011,55.92,-0.006772437
13/07/2011,56.3,0.01377112
12/07/2011,55.53,-0.00949913
11/07/2011,56.06,-0.004627166
08/07/2011,56.32,-0.02351398
07/07/2011,57.66,-0.053026097
06/07/2011,60.8,-0.001150654
05/07/2011,60.87,-0.011921428
01/07/2011,61.6,0.026483989
30/06/2011,59.99,0.00702579
29/06/2011,59.57,0.002016469
28/06/2011,59.45,0.005904699
27/06/2011,59.1,-0.014446749
24/06/2011,59.96,-0.012266025
23/06/2011,60.7,0.028914858
22/06/2011,58.97,-0.021307743
21/06/2011,60.24,0.019274878
20/06/2011,59.09,0.018101587
17/06/2011,58.03,0.002070037
16/06/2011,57.91,-0.0063689
15/06/2011,58.28,-0.037384384
14/06/2011,60.5,0.00813215
13/06/2011,60.01,0.016296035
10/06/2011,59.04,-0.032494736
09/06/2011,60.99,0.012705393
08/06/2011,60.22,-0.008103906
07/06/2011,60.71,-0.007384952
06/06/2011,61.16,-0.027893787
03/06/2011,62.89,-0.027136792
02/06/2011,64.62,-0.00847528
01/06/2011,65.17,-0.020503414
31/05/2011,66.52,0.009212479
27/05/2011,65.91,0.007767917
26/05/2011,65.4,0.010451986
25/05/2011,64.72,-0.001080998
24/05/2011,64.79,-0.004158651
23/05/2011,65.06,-0.003528964
20/05/2011,65.29,-0.022115412
19/05/2011,66.75,-0.006272422
18/05/2011,67.17,0.014999531
17/05/2011,66.17,-0.002113527
16/05/2011,66.31,-0.017786882
13/05/2011,67.5,-0.001480385
12/05/2011,67.6,0.002666273
11/05/2011,67.42,-0.015892035
10/05/2011,68.5,0.006444076
09/05/2011,68.06,0.008558411
06/05/2011,67.48,0.066001753
05/05/2011,63.17,0.022735529
04/05/2011,61.75,0.010745789
03/05/2011,61.09,-0.008313684
02/05/2011,61.6,0.025650864
29/04/2011,60.04,-0.004321097
28/04/2011,60.3,-0.00066313
27/04/2011,60.34,0.013514847
26/04/2011,59.53,0.004039729
25/04/2011,59.29,-0.017388835
21/04/2011,60.33,0.003819651
20/04/2011,60.1,0.011547279
19/04/2011,59.41,0.002696782
18/04/2011,59.25,-0.009908554
15/04/2011,59.84,0.005698021
14/04/2011,59.5,-0.006867124
13/04/2011,59.91,-0.004164244
12/04/2011,60.16,-0.007947062
11/04/2011,60.64,-0.000659413
08/04/2011,60.68,-0.023453844
07/04/2011,62.12,0.003870973
06/04/2011,61.88,0.001131862
05/04/2011,61.81,-0.000808604
04/04/2011,61.86,-0.010292789
01/04/2011,62.5,0.021836695
31/03/2011,61.15,0.011513285
30/03/2011,60.45,0.01533619
29/03/2011,59.53,0.010469532
28/03/2011,58.91,-0.013153647
25/03/2011,59.69,0.016895148
24/03/2011,58.69,0.011481576
23/03/2011,58.02,-0.003097576
22/03/2011,58.2,-0.009746166
21/03/2011,58.77,0.023064706
18/03/2011,57.43,0.006638739
17/03/2011,57.05,0
16/03/2011,57.05,-0.017032042
15/03/2011,58.03,0.008827405
14/03/2011,57.52,-0.006757368
11/03/2011,57.91,0.005888483
10/03/2011,57.57,-0.026567678
09/03/2011,59.12,0.036868948
08/03/2011,56.98,0.030831989
07/03/2011,55.25,-0.028371963
04/03/2011,56.84,-0.021408876
03/03/2011,58.07,0.009690334
02/03/2011,57.51,0.012950829
01/03/2011,56.77,-0.023329749
28/02/2011,58.11,-0.005833922
25/02/2011,58.45,0.026524915
24/02/2011,56.92,-0.014995922
23/02/2011,57.78,0.007644235
22/02/2011,57.34,-0.033610846
18/02/2011,59.3,0.004394126
17/02/2011,59.04,0.015361285
16/02/2011,58.14,0.015251595
15/02/2011,57.26,-0.029935144
14/02/2011,59,-0.009110912
11/02/2011,59.54,0.006064709
10/02/2011,59.18,-0.005224584
09/02/2011,59.49,0.005055622
08/02/2011,59.19,0.016008516
07/02/2011,58.25,0.034582559
04/02/2011,56.27,0.013418217
03/02/2011,55.52,0.002344244
02/02/2011,55.39,-0.01273674
01/02/2011,56.1,0.009852296
31/01/2011,55.55,-0.000180002
28/01/2011,55.56,-0.056338143
27/01/2011,58.78,-0.003057587
26/01/2011,58.96,0.009029791
