Date,Close,RDC
16/03/2011,39.62,-0.023201739
15/03/2011,40.55,-0.01371562
14/03/2011,41.11,0.005365867
11/03/2011,40.89,0.02551222
10/03/2011,39.86,-0.036699107
09/03/2011,41.35,-0.002656686
08/03/2011,41.46,-0.004572262
07/03/2011,41.65,-0.029570457
04/03/2011,42.9,0.00326874
03/03/2011,42.76,0.001404166
02/03/2011,42.7,0.022739019
01/03/2011,41.74,-0.022036196
28/02/2011,42.67,0.005169184
25/02/2011,42.45,0.063706516
24/02/2011,39.83,0.00326921
23/02/2011,39.7,0.002774627
22/02/2011,39.59,-0.002774627
18/02/2011,39.7,-0.010274492
17/02/2011,40.11,0.034236893
16/02/2011,38.76,0.00751007
15/02/2011,38.47,-0.016499472
14/02/2011,39.11,0.028528906
11/02/2011,38.01,-0.000526039
10/02/2011,38.03,0.010042368
09/02/2011,37.65,0.00372539
