Date,Close,BCR
17/07/2012,107.22,0.006080752
16/07/2012,106.57,-0.010640384
13/07/2012,107.71,0.019689367
12/07/2012,105.61,-0.007922328
11/07/2012,106.45,0.007259731
10/07/2012,105.68,-0.012786936
09/07/2012,107.04,0.003368897
06/07/2012,106.68,-0.009330167
05/07/2012,107.68,-0.001577507
03/07/2012,107.85,0.00018546
02/07/2012,107.83,0.003623361
29/06/2012,107.44,0.024687959
28/06/2012,104.82,0.009104476
27/06/2012,103.87,0.002023804
26/06/2012,103.66,0.000578983
25/06/2012,103.6,-0.007979661
22/06/2012,104.43,0.00585836
21/06/2012,103.82,-0.008917928
20/06/2012,104.75,0.001719855
19/06/2012,104.57,0.013187851
18/06/2012,103.2,0.007586847
15/06/2012,102.42,0.034467334
14/06/2012,98.95,-0.004939775
13/06/2012,99.44,0.009700965
12/06/2012,98.48,0.000507846
11/06/2012,98.43,-0.011916926
08/06/2012,99.61,0.010698528
07/06/2012,98.55,0.008867204
06/06/2012,97.68,0.013086899
05/06/2012,96.41,0.009902619
04/06/2012,95.46,-0.001465508
01/06/2012,95.6,-0.016495005
31/05/2012,97.19,-0.009523394
30/05/2012,98.12,-0.022074172
29/05/2012,100.31,0.004095705
25/05/2012,99.9,-0.000900495
24/05/2012,99.99,0.00894074
23/05/2012,99.1,0.004145817
22/05/2012,98.69,-0.004145817
21/05/2012,99.1,0.02368908
18/05/2012,96.78,-0.012935197
17/05/2012,98.04,-0.010753883
16/05/2012,99.1,-0.015718399
15/05/2012,100.67,0.000596184
14/05/2012,100.61,-0.005649453
11/05/2012,101.18,-0.005126194
10/05/2012,101.7,0.012665912
09/05/2012,100.42,-0.002883709
08/05/2012,100.71,0.008475895
07/05/2012,99.86,0.004818319
04/05/2012,99.38,-0.003415372
03/05/2012,99.72,-0.001603207
02/05/2012,99.88,0.002606518
01/05/2012,99.62,0.00664722
30/04/2012,98.96,0.00252947
27/04/2012,98.71,-0.000607656
26/04/2012,98.77,0.013249277
25/04/2012,97.47,-0.005218738
24/04/2012,97.98,0.001532098
23/04/2012,97.83,-0.002450231
20/04/2012,98.07,-0.002342518
19/04/2012,98.3,0.003056548
18/04/2012,98,-0.000204061
17/04/2012,98.02,0.022178432
16/04/2012,95.87,-0.001667536
13/04/2012,96.03,-0.005607491
12/04/2012,96.57,0.007066433
11/04/2012,95.89,0.006066964
10/04/2012,95.31,-0.014788855
09/04/2012,96.73,-0.013145922
05/04/2012,98.01,0.004089567
04/04/2012,97.61,-0.009888454
03/04/2012,98.58,-0.005765454
02/04/2012,99.15,0.004346295
30/03/2012,98.72,-0.002226046
29/03/2012,98.94,-0.000606244
28/03/2012,99,0.002123465
27/03/2012,98.79,-0.002628388
26/03/2012,99.05,0.025460196
23/03/2012,96.56,0.002903964
22/03/2012,96.28,0.003746102
21/03/2012,95.92,0.002505221
20/03/2012,95.68,-0.007911763
19/03/2012,96.44,-0.008672365
16/03/2012,97.28,0.011060116
15/03/2012,96.21,0.01191984
14/03/2012,95.07,-0.006813801
13/03/2012,95.72,0.014946073
12/03/2012,94.3,0.002442004
09/03/2012,94.07,0.000744404
08/03/2012,94,0.018250641
07/03/2012,92.3,0.003255564
06/03/2012,92,-0.011993013
05/03/2012,93.11,-0.002038518
02/03/2012,93.3,-0.001820421
01/03/2012,93.47,-0.001603507
29/02/2012,93.62,-0.005645219
28/02/2012,94.15,0.001169031
27/02/2012,94.04,-0.000318962
24/02/2012,94.07,0.003407521
23/02/2012,93.75,-0.003194891
22/02/2012,94.05,0
21/02/2012,94.05,-0.015613779
17/02/2012,95.53,0.000942556
16/02/2012,95.44,0.001887782
15/02/2012,95.26,-0.003772008
14/02/2012,95.62,0.00261794
13/02/2012,95.37,-0.003140706
10/02/2012,95.67,0.035752292
09/02/2012,92.31,-0.004755223
08/02/2012,92.75,-0.003121807
07/02/2012,93.04,-0.00204005
06/02/2012,93.23,-0.002677951
03/02/2012,93.48,0.008379037
02/02/2012,92.7,-0.011689768
01/02/2012,93.79,0.013633403
31/01/2012,92.52,0.004224214
30/01/2012,92.13,-0.012833824
27/01/2012,93.32,0.000857633
26/01/2012,93.24,-0.002891568
25/01/2012,93.51,0.017911571
24/01/2012,91.85,0.020013864
23/01/2012,90.03,0.000222173
20/01/2012,90.01,0.007247621
19/01/2012,89.36,0.035075333
18/01/2012,86.28,0.004763297
17/01/2012,85.87,0.004903115
13/01/2012,85.45,-0.006997113
12/01/2012,86.05,0.002559927
11/01/2012,85.83,0.00093251
10/01/2012,85.75,0.003504676
09/01/2012,85.45,-0.002688017
06/01/2012,85.68,-0.003029952
05/01/2012,85.94,-0.001627718
04/01/2012,86.08,-0.003363297
03/01/2012,86.37,0.010124017
30/12/2011,85.5,-0.003269503
29/12/2011,85.78,0.015152695
28/12/2011,84.49,-0.013052099
27/12/2011,85.6,0.005623258
23/12/2011,85.12,0.010510873
22/12/2011,84.23,0.002258276
21/12/2011,84.04,-0.043540808
20/12/2011,87.78,0.028893724
19/12/2011,85.28,-0.010266072
16/12/2011,86.16,-0.006363185
15/12/2011,86.71,0.024516754
14/12/2011,84.61,0.00201124
13/12/2011,84.44,-0.001656609
12/12/2011,84.58,-0.013154994
09/12/2011,85.7,0.018608475
08/12/2011,84.12,-0.023497322
07/12/2011,86.12,0.002674265
06/12/2011,85.89,-0.007192606
05/12/2011,86.51,0.009290509
02/12/2011,85.71,-0.017808056
01/12/2011,87.25,0.000687916
30/11/2011,87.19,0.040014697
29/11/2011,83.77,-0.010922583
28/11/2011,84.69,0.015708999
25/11/2011,83.37,0.011824462
23/11/2011,82.39,-0.018161543
22/11/2011,83.9,-0.003925539
21/11/2011,84.23,-0.012036964
18/11/2011,85.25,-0.009572802
17/11/2011,86.07,-0.009597114
16/11/2011,86.9,-0.012010439
15/11/2011,87.95,0.000113707
14/11/2011,87.94,-0.010744887
11/11/2011,88.89,0.015760857
10/11/2011,87.5,0.005500816
09/11/2011,87.02,-0.0261994
08/11/2011,89.33,0.013751344
07/11/2011,88.11,0.009235571
04/11/2011,87.3,-0.001602381
03/11/2011,87.44,0.021618089
02/11/2011,85.57,0.019232497
01/11/2011,83.94,-0.023663474
31/10/2011,85.95,-0.021409658
28/10/2011,87.81,0.015956259
27/10/2011,86.42,0.035570821
26/10/2011,83.4,-0.05027359
25/10/2011,87.7,-0.01133799
24/10/2011,88.7,0.016253128
21/10/2011,87.27,0.020607351
20/10/2011,85.49,-0.01497677
19/10/2011,86.78,0.01229001
18/10/2011,85.72,0.016822937
17/10/2011,84.29,-0.026690101
14/10/2011,86.57,-0.004609896
13/10/2011,86.97,0.002994014
12/10/2011,86.71,0.011366395
11/10/2011,85.73,-0.008132015
10/10/2011,86.43,0.02935172
07/10/2011,83.93,-0.013608872
06/10/2011,85.08,-0.006210108
05/10/2011,85.61,-0.000934034
04/10/2011,85.69,0.012092898
03/10/2011,84.66,-0.033452597
30/09/2011,87.54,-0.015303818
29/09/2011,88.89,0.006433068
28/09/2011,88.32,-0.011034905
27/09/2011,89.3,0.020476987
26/09/2011,87.49,0.019388951
23/09/2011,85.81,-0.009279733
22/09/2011,86.61,-0.022716575
21/09/2011,88.6,-0.034063314
20/09/2011,91.67,0.01527922
19/09/2011,90.28,-0.014951906
16/09/2011,91.64,0.004045711
15/09/2011,91.27,0.010906195
14/09/2011,90.28,0.004329251
13/09/2011,89.89,0.005577881
12/09/2011,89.39,-0.00256969
09/09/2011,89.62,-0.04313131
08/09/2011,93.57,-0.006816514
07/09/2011,94.21,0.02634986
06/09/2011,91.76,-0.000980339
02/09/2011,91.85,-0.031507107
01/09/2011,94.79,-0.004946077
31/08/2011,95.26,0.011614532
30/08/2011,94.16,0.00821119
29/08/2011,93.39,0.020882555
26/08/2011,91.46,0.02211012
25/08/2011,89.46,-0.008570368
24/08/2011,90.23,0.004331656
23/08/2011,89.84,0.032237141
22/08/2011,86.99,-0.005502708
19/08/2011,87.47,-0.001827528
18/08/2011,87.63,-0.033661879
17/08/2011,90.63,-0.001874002
16/08/2011,90.8,-0.017142965
15/08/2011,92.37,0.007061793
12/08/2011,91.72,0.00854051
11/08/2011,90.94,0.043028261
10/08/2011,87.11,-0.037957144
09/08/2011,90.48,0.050665263
08/08/2011,86.01,-0.050001913
05/08/2011,90.42,-0.009137511
04/08/2011,91.25,-0.033620234
03/08/2011,94.37,0.004141232
02/08/2011,93.98,-0.025942746
01/08/2011,96.45,-0.022857552
29/07/2011,98.68,0.008344406
28/07/2011,97.86,-0.012187841
27/07/2011,99.06,-0.013237257
26/07/2011,100.38,-0.00059755
25/07/2011,100.44,0.008599193
22/07/2011,99.58,-0.123856807
21/07/2011,112.71,0.004267811
20/07/2011,112.23,-0.006660475
19/07/2011,112.98,0.013724482
18/07/2011,111.44,-0.003225231
15/07/2011,111.8,-0.006241661
14/07/2011,112.5,0.001067236
13/07/2011,112.38,0.000979301
12/07/2011,112.27,0.008767277
11/07/2011,111.29,-0.013654221
08/07/2011,112.82,-0.004422047
07/07/2011,113.32,0.000706215
06/07/2011,113.24,0.012619025
05/07/2011,111.82,0.001163259
01/07/2011,111.69,0.016520349
30/06/2011,109.86,0.006392132
29/06/2011,109.16,-0.009300696
28/06/2011,110.18,0.017579651
27/06/2011,108.26,0.006858865
24/06/2011,107.52,-0.011834458
23/06/2011,108.8,-0.003303361
22/06/2011,109.16,-0.005299236
21/06/2011,109.74,0.00548247
20/06/2011,109.14,0.004315695
17/06/2011,108.67,0
16/06/2011,108.67,-0.000735903
15/06/2011,108.75,-0.016235307
14/06/2011,110.53,0.01467331
13/06/2011,108.92,-0.000550711
10/06/2011,108.98,-0.01376064
09/06/2011,110.49,0.018267016
08/06/2011,108.49,0.001568194
07/06/2011,108.32,0.00360694
06/06/2011,107.93,-0.003329945
03/06/2011,108.29,-0.016394561
02/06/2011,110.08,-0.003174462
01/06/2011,110.43,-0.012150818
31/05/2011,111.78,0.007993935
27/05/2011,110.89,0.002166652
26/05/2011,110.65,0.000632826
25/05/2011,110.58,0.001357405
24/05/2011,110.43,0.000996603
23/05/2011,110.32,-0.011715012
20/05/2011,111.62,-0.004469481
19/05/2011,112.12,-0.007021315
18/05/2011,112.91,0.020309354
17/05/2011,110.64,0.011819394
16/05/2011,109.34,-0.002010051
13/05/2011,109.56,0.000182565
12/05/2011,109.54,0.006594638
11/05/2011,108.82,-0.004858606
10/05/2011,109.35,0.018366074
09/05/2011,107.36,0.006728997
06/05/2011,106.64,0.002065147
05/05/2011,106.42,0.001410504
04/05/2011,106.27,-0.015499843
03/05/2011,107.93,0.003248112
02/05/2011,107.58,0.007745105
29/04/2011,106.75,0.007427988
28/04/2011,105.96,0.016269804
27/04/2011,104.25,0.010123008
26/04/2011,103.2,0.00242542
25/04/2011,102.95,-0.014273557
21/04/2011,104.43,0.013108621
20/04/2011,103.07,0.008770276
19/04/2011,102.17,0.005299325
18/04/2011,101.63,-0.004124122
15/04/2011,102.05,0.007968954
14/04/2011,101.24,0.006739371
13/04/2011,100.56,0.000596837
12/04/2011,100.5,0.001394006
11/04/2011,100.36,0.004794256
08/04/2011,99.88,-0.008077025
07/04/2011,100.69,-0.001885202
06/04/2011,100.88,0.007362485
05/04/2011,100.14,-0.003289969
04/04/2011,100.47,-0.004072516
01/04/2011,100.88,0.015182073
31/03/2011,99.36,0.008287061
30/03/2011,98.54,0.011739021
29/03/2011,97.39,0.005044017
28/03/2011,96.9,-0.005659907
25/03/2011,97.45,0.004010082
24/03/2011,97.06,0.008380371
23/03/2011,96.25,0.004164504
22/03/2011,95.85,0.001148286
21/03/2011,95.74,0.005026189
18/03/2011,95.26,0.004102462
17/03/2011,94.87,0.004436939
16/03/2011,94.45,-0.007173783
15/03/2011,95.13,-0.004719216
14/03/2011,95.58,-0.001777035
11/03/2011,95.75,0.00125405
10/03/2011,95.63,-0.015769597
09/03/2011,97.15,0.002576657
08/03/2011,96.9,0.008290203
07/03/2011,96.1,-0.011587136
04/03/2011,97.22,-0.005232123
03/03/2011,97.73,0.016715206
02/03/2011,96.11,-0.002494026
01/03/2011,96.35,-0.014528101
28/02/2011,97.76,0.00512769
25/02/2011,97.26,0.010334941
24/02/2011,96.26,0.002704672
23/02/2011,96,-0.01015658
22/02/2011,96.98,-0.017681487
18/02/2011,98.71,0.005995039
17/02/2011,98.12,0.003573438
16/02/2011,97.77,-0.000511274
15/02/2011,97.82,-0.002960243
14/02/2011,98.11,0.003676099
11/02/2011,97.75,0.017023883
10/02/2011,96.1,0.018484038
09/02/2011,94.34,0.006273613
08/02/2011,93.75,-0.006273613
07/02/2011,94.34,0.010870831
04/02/2011,93.32,0.000750389
03/02/2011,93.25,-0.000214454
02/02/2011,93.27,-0.005239813
01/02/2011,93.76,-0.006272946
31/01/2011,94.35,0.013766825
28/01/2011,93.06,-0.009731136
27/01/2011,93.97,0.004265763
26/01/2011,93.57,0.006110326
