Date,Close,BCR
04/04/2014,148.06,-0.000675174
03/04/2014,148.16,-0.004175934
02/04/2014,148.78,-0.003154048
01/04/2014,149.25,0.008545623
31/03/2014,147.98,0.016901043
28/03/2014,145.5,0.002063984
27/03/2014,145.2,-0.007888911
26/03/2014,146.35,0.009957164
25/03/2014,144.9,0.015299325
24/03/2014,142.7,-0.021765606
21/03/2014,145.84,-0.004993
20/03/2014,146.57,0.009115583
19/03/2014,145.24,-0.00467098
18/03/2014,145.92,-0.000342595
17/03/2014,145.97,0.007219255
14/03/2014,144.92,0.006924276
13/03/2014,143.92,-0.017289909
12/03/2014,146.43,0.004448863
11/03/2014,145.78,0.002885212
10/03/2014,145.36,0.011416044
07/03/2014,143.71,0
06/03/2014,143.71,-0.002848906
05/03/2014,144.12,0.003336117
04/03/2014,143.64,0.012540008
03/03/2014,141.85,-0.016153633
28/02/2014,144.16,-0.003669729
27/02/2014,144.69,0.011469211
26/02/2014,143.04,0.007578984
25/02/2014,141.96,-0.003375531
24/02/2014,142.44,0.006126564
21/02/2014,141.57,0.009011307
20/02/2014,140.3,0.008374239
19/02/2014,139.13,-0.009015516
18/02/2014,140.39,0.008584358
14/02/2014,139.19,0.00938364
13/02/2014,137.89,0.008960177
12/02/2014,136.66,7.3177E-05
11/02/2014,136.65,0.026021706
10/02/2014,133.14,0.016051223
07/02/2014,131.02,0.020199592
06/02/2014,128.4,-0.005746696
05/02/2014,129.14,0.008007817
04/02/2014,128.11,0.021221165
03/02/2014,125.42,-0.032707515
31/01/2014,129.59,-0.010974363
30/01/2014,131.02,0.005433756
29/01/2014,130.31,-0.003370876
28/01/2014,130.75,0.006753153
27/01/2014,129.87,-0.024491641
24/01/2014,133.09,-0.021188021
23/01/2014,135.94,-0.002791451
22/01/2014,136.32,0.002203129
21/01/2014,136.02,0.005972808
17/01/2014,135.21,-0.008689304
16/01/2014,136.39,0.002863543
15/01/2014,136,0.004347673
14/01/2014,135.41,0.012783526
13/01/2014,133.69,-0.005371143
10/01/2014,134.41,-0.00252638
09/01/2014,134.75,0.01510422
08/01/2014,132.73,0.013959714
07/01/2014,130.89,0.012144653
06/01/2014,129.31,-0.013976575
03/01/2014,131.13,-0.005324016
02/01/2014,131.83,-0.015878725
31/12/2013,133.94,0.002242321
30/12/2013,133.64,0.002622412
27/12/2013,133.29,-0.003370411
26/12/2013,133.74,0.003370411
24/12/2013,133.29,0.007303974
23/12/2013,132.32,0.00128559
20/12/2013,132.15,0.001438795
19/12/2013,131.96,-0.01287523
18/12/2013,133.67,0.011285103
17/12/2013,132.17,-0.008663281
16/12/2013,133.32,-0.002098008
13/12/2013,133.6,-0.000748223
12/12/2013,133.7,-0.01012064
11/12/2013,135.06,-0.01819566
10/12/2013,137.54,-0.002106258
09/12/2013,137.83,0.002833583
06/12/2013,137.44,0.005984109
05/12/2013,136.62,-0.00430925
04/12/2013,137.21,-0.006899835
03/12/2013,138.16,-0.003900893
02/12/2013,138.7,-0.001296924
29/11/2013,138.88,-0.002445165
27/11/2013,139.22,0.00460764
26/11/2013,138.58,-0.005110315
25/11/2013,139.29,-0.004012329
22/11/2013,139.85,0.005736839
21/11/2013,139.05,0.008667443
20/11/2013,137.85,0.002396776
19/11/2013,137.52,0.004372547
18/11/2013,136.92,-0.015436767
15/11/2013,139.05,0.004468798
14/11/2013,138.43,0.003183564
13/11/2013,137.99,0.00195858
12/11/2013,137.72,0.001307855
11/11/2013,137.54,-0.00058148
08/11/2013,137.62,0.008098392
07/11/2013,136.51,-0.008969978
06/11/2013,137.74,0.003855251
05/11/2013,137.21,-0.006175774
04/11/2013,138.06,0.012243266
01/11/2013,136.38,0.001173881
31/10/2013,136.22,-0.001467136
30/10/2013,136.42,0.00617649
29/10/2013,135.58,0.003546627
28/10/2013,135.1,0.004079368
25/10/2013,134.55,0.000743494
24/10/2013,134.45,-0.009990832
23/10/2013,135.8,0.067311139
22/10/2013,126.96,0.006717534
21/10/2013,126.11,0.012848826
18/10/2013,124.5,0.01350443
17/10/2013,122.83,0.019649582
16/10/2013,120.44,0.016576353
15/10/2013,118.46,-0.015330143
14/10/2013,120.29,0.010109958
11/10/2013,119.08,0.025946758
10/10/2013,116.03,0.014409972
09/10/2013,114.37,0.004644853
08/10/2013,113.84,-0.006130153
07/10/2013,114.54,-0.011458459
04/10/2013,115.86,0.008059318
03/10/2013,114.93,-0.013739685
02/10/2013,116.52,0.002061856
01/10/2013,116.28,0.009331327
30/09/2013,115.2,-0.004676548
27/09/2013,115.74,-0.004138651
26/09/2013,116.22,0.001894756
25/09/2013,116,-0.006530355
24/09/2013,116.76,-0.007508568
23/09/2013,117.64,-0.006861817
20/09/2013,118.45,-0.013833798
19/09/2013,120.1,-0.003739876
18/09/2013,120.55,0.010590934
17/09/2013,119.28,-0.000754243
16/09/2013,119.37,0.006302807
13/09/2013,118.62,0.00016862
12/09/2013,118.6,-0.006973939
11/09/2013,119.43,0.002431153
10/09/2013,119.14,0.004374166
09/09/2013,118.62,0.006851949
06/09/2013,117.81,0.008781334
05/09/2013,116.78,0.000428247
04/09/2013,116.73,0.017892348
03/09/2013,114.66,-0.001829827
30/08/2013,114.87,-0.007286007
29/08/2013,115.71,0.013573688
28/08/2013,114.15,0.008357207
27/08/2013,113.2,-0.019248188
26/08/2013,115.4,0.007742199
23/08/2013,114.51,-0.000261952
22/08/2013,114.54,0.004111812
21/08/2013,114.07,0.001491425
20/08/2013,113.9,0.012990065
19/08/2013,112.43,0.00544037
16/08/2013,111.82,-0.014648049
15/08/2013,113.47,-0.016952521
14/08/2013,115.41,-0.006477546
13/08/2013,116.16,-0.004809353
12/08/2013,116.72,-0.005553434
09/08/2013,117.37,0.004868268
08/08/2013,116.8,0.005064171
07/08/2013,116.21,-0.001805443
06/08/2013,116.42,0.004562876
05/08/2013,115.89,0.001036001
02/08/2013,115.77,0.000864155
01/08/2013,115.67,0.009293505
31/07/2013,114.6,0.003058775
30/07/2013,114.25,0.003946508
29/07/2013,113.8,-0.005782895
26/07/2013,114.46,0.010451068
25/07/2013,113.27,0.006465635
24/07/2013,112.54,-0.007436295
23/07/2013,113.38,-0.002378541
22/07/2013,113.65,-0.004565015
19/07/2013,114.17,0.008179105
18/07/2013,113.24,0.008068493
17/07/2013,112.33,0.003031386
16/07/2013,111.99,-0.000267845
15/07/2013,112.02,0.007706822
12/07/2013,111.16,0.00631714
11/07/2013,110.46,0.009277011
10/07/2013,109.44,0.009087217
09/07/2013,108.45,-0.005883992
08/07/2013,109.09,0.006252894
05/07/2013,108.41,0.010291686
03/07/2013,107.3,-0.002606107
02/07/2013,107.58,-0.005469307
01/07/2013,108.17,-0.004703721
28/06/2013,108.68,0.001196888
27/06/2013,108.55,0.001475062
26/06/2013,108.39,-0.003315836
25/06/2013,108.75,-0.003488162
24/06/2013,109.13,-0.008849212
21/06/2013,110.1,0.010041161
20/06/2013,109,-0.014391359
19/06/2013,110.58,-0.01097232
18/06/2013,111.8,0.010520261
17/06/2013,110.63,-0.003699197
14/06/2013,111.04,0.015702614
13/06/2013,109.31,0.039180461
12/06/2013,105.11,0.003812797
11/06/2013,104.71,-0.009504871
10/06/2013,105.71,0.00293686
07/06/2013,105.4,0.003231021
06/06/2013,105.06,0.010140716
05/06/2013,104,-0.001441269
04/06/2013,104.15,0.00269205
03/06/2013,103.87,0.007537724
31/05/2013,103.09,-0.01320183
30/05/2013,104.46,0.003164104
29/05/2013,104.13,-0.017610279
28/05/2013,105.98,0.007957602
24/05/2013,105.14,-9.51068E-05
23/05/2013,105.15,-0.001235565
22/05/2013,105.28,-0.013491407
21/05/2013,106.71,-0.002433547
20/05/2013,106.97,-0.004104866
17/05/2013,107.41,0.007100843
16/05/2013,106.65,-0.003089456
15/05/2013,106.98,0.002152249
14/05/2013,106.75,0.016529302
13/05/2013,105,0.003721201
10/05/2013,104.61,0.010474319
09/05/2013,103.52,0.004550523
08/05/2013,103.05,0.010437592
07/05/2013,101.98,0.007974445
06/05/2013,101.17,-0.003945946
03/05/2013,101.57,0.006519185
02/05/2013,100.91,0.014071386
01/05/2013,99.5,0.001408026
30/04/2013,99.36,0.003932844
29/04/2013,98.97,0.00425274
26/04/2013,98.55,-0.005464494
25/04/2013,99.09,0.000100923
24/04/2013,99.08,-0.00070625
23/04/2013,99.15,0.009118604
22/04/2013,98.25,-0.012943856
19/04/2013,99.53,-0.001104584
18/04/2013,99.64,-0.01107851
17/04/2013,100.75,-0.013114619
16/04/2013,102.08,0.003926193
15/04/2013,101.68,-0.01338368
12/04/2013,103.05,0.000485319
11/04/2013,103,0.001554606
10/04/2013,102.84,0.009869626
09/04/2013,101.83,0.014840003
08/04/2013,100.33,0.002195172
05/04/2013,100.11,-0.011520636
04/04/2013,101.27,0.005445828
03/04/2013,100.72,0.001291541
02/04/2013,100.59,0.004283942
01/04/2013,100.16,-0.006171016
28/03/2013,100.78,0.007669742
27/03/2013,100.01,-0.007768963
26/03/2013,100.79,0.004873449
25/03/2013,100.3,-0.00318535
22/03/2013,100.62,0.005581039
21/03/2013,100.06,-0.00736835
20/03/2013,100.8,-0.001784122
19/03/2013,100.98,-0.003953356
18/03/2013,101.38,-0.004919817
15/03/2013,101.88,-0.001177163
14/03/2013,102,0.007676447
13/03/2013,101.22,0.000197609
12/03/2013,101.2,0.002869726
11/03/2013,100.91,0.00238119
08/03/2013,100.67,0.011087363
07/03/2013,99.56,0.002413517
06/03/2013,99.32,-0.004921418
05/03/2013,99.81,0.009462523
04/03/2013,98.87,0.000708251
01/03/2013,98.8,-0.000505945
28/02/2013,98.85,0.000202347
27/02/2013,98.83,0.009761135
26/02/2013,97.87,-0.001531472
25/02/2013,98.02,-0.002547253
22/02/2013,98.27,-0.007502063
21/02/2013,99.01,-0.005941309
20/02/2013,99.6,-0.00700353
19/02/2013,100.3,-0.004873449
15/02/2013,100.79,-0.002081372
14/02/2013,101,-0.004445549
13/02/2013,101.45,0.001282241
12/02/2013,101.32,0.003856618
11/02/2013,100.93,-0.00257273
08/02/2013,101.19,0.001087655
07/02/2013,101.08,-0.004737474
06/02/2013,101.56,0.016580176
05/02/2013,99.89,0.013099744
04/02/2013,98.59,-0.007679132
01/02/2013,99.35,-0.027009883
31/01/2013,102.07,-0.001566324
30/01/2013,102.23,-0.004781663
29/01/2013,102.72,-0.006017683
28/01/2013,103.34,-0.000967212
25/01/2013,103.44,-0.000676492
24/01/2013,103.51,0.014891511
23/01/2013,101.98,0.003831611
22/01/2013,101.59,0
18/01/2013,101.59,-0.000295261
17/01/2013,101.62,-0.000590261
16/01/2013,101.68,-0.003142186
15/01/2013,102,-0.006644543
14/01/2013,102.68,-0.004372972
11/01/2013,103.13,0.003399547
10/01/2013,102.78,-0.001652652
09/01/2013,102.95,-0.001843855
08/01/2013,103.14,0.012586146
07/01/2013,101.85,0.009073935
04/01/2013,100.93,-0.005138859
03/01/2013,101.45,-0.00373869
02/01/2013,101.83,0.040993864
31/12/2012,97.74,0.018066872
28/12/2012,95.99,-0.011909218
27/12/2012,97.14,0.003816208
26/12/2012,96.77,0.002068895
24/12/2012,96.57,-0.016534395
21/12/2012,98.18,-0.003862971
20/12/2012,98.56,0.006412562
19/12/2012,97.93,0.003068114
18/12/2012,97.63,0.00864114
17/12/2012,96.79,0.005906447
14/12/2012,96.22,-0.00280214
13/12/2012,96.49,-0.005065396
12/12/2012,96.98,-0.011788359
11/12/2012,98.13,0.003266309
10/12/2012,97.81,0.003584784
07/12/2012,97.46,0.000718501
06/12/2012,97.39,-0.00061589
05/12/2012,97.45,-0.007768617
04/12/2012,98.21,0.000509243
03/12/2012,98.16,-0.008622055
30/11/2012,99.01,0.002730722
29/11/2012,98.74,0.011407742
28/11/2012,97.62,-0.001842187
27/11/2012,97.8,-0.004183466
26/11/2012,98.21,-0.003354514
23/11/2012,98.54,0.010200007
21/11/2012,97.54,0.003080401
20/11/2012,97.24,-0.000411269
19/11/2012,97.28,0.015539523
16/11/2012,95.78,0.007756039
15/11/2012,95.04,-0.003675896
14/11/2012,95.39,0.007259751
13/11/2012,94.7,0
12/11/2012,94.7,-0.00031674
09/11/2012,94.73,-0.000949618
08/11/2012,94.82,-0.012888532
07/11/2012,96.05,-0.017135019
06/11/2012,97.71,0.008324389
05/11/2012,96.9,0.008602426
02/11/2012,96.07,-0.012310713
01/11/2012,97.26,0.011062403
31/10/2012,96.19,-0.002595651
26/10/2012,96.44,-0.005068015
25/10/2012,96.93,0.007040095
24/10/2012,96.25,-0.025135973
23/10/2012,98.7,0.00111511
22/10/2012,98.59,-0.011396422
19/10/2012,99.72,-0.012754258
18/10/2012,101,-0.015912329
17/10/2012,102.62,0.003807669
16/10/2012,102.23,0.009928811
15/10/2012,101.22,0.002373888
12/10/2012,100.98,-0.009854238
11/10/2012,101.98,-0.002252805
10/10/2012,102.21,-0.000880153
09/10/2012,102.3,-0.029568293
08/10/2012,105.37,-0.002180406
05/10/2012,105.6,-0.003686379
04/10/2012,105.99,0.004539015
03/10/2012,105.51,0.000948227
02/10/2012,105.41,0.004087652
01/10/2012,104.98,0.003148407
28/09/2012,104.65,0.0003823
27/09/2012,104.61,0.003255461
26/09/2012,104.27,-0.006786167
25/09/2012,104.98,-0.004751506
24/09/2012,105.48,0.007040273
21/09/2012,104.74,0.003059861
20/09/2012,104.42,0.006437069
19/09/2012,103.75,0.000867846
18/09/2012,103.66,0.005125984
17/09/2012,103.13,0.008765152
14/09/2012,102.23,0.003036985
13/09/2012,101.92,0.009562847
12/09/2012,100.95,0.012259086
11/09/2012,99.72,0.002510167
10/09/2012,99.47,-0.013282264
07/09/2012,100.8,0.000396904
06/09/2012,100.76,0.013187004
05/09/2012,99.44,0.013872938
04/09/2012,98.07,-0.000407789
31/08/2012,98.11,0.003369241
30/08/2012,97.78,-0.001941252
29/08/2012,97.97,0.00286211
28/08/2012,97.69,-0.000102359
27/08/2012,97.7,-0.002555585
24/08/2012,97.95,0.006658155
23/08/2012,97.3,-0.001129886
22/08/2012,97.41,-0.01021355
21/08/2012,98.41,0.004072911
20/08/2012,98.01,-0.00397129
17/08/2012,98.4,0.000508259
16/08/2012,98.35,-0.003349747
15/08/2012,98.68,0.006506733
14/08/2012,98.04,-0.003766866
13/08/2012,98.41,-0.001624531
10/08/2012,98.57,0.008660709
09/08/2012,97.72,-0.0022488
08/08/2012,97.94,0.000408497
07/08/2012,97.9,0.000510856
06/08/2012,97.85,0.003993656
03/08/2012,97.46,0.011454643
02/08/2012,96.35,-0.011352031
01/08/2012,97.45,0.001951621
31/07/2012,97.26,-0.010025659
30/07/2012,98.24,-0.013648294
27/07/2012,99.59,0.011411384
26/07/2012,98.46,-0.047987002
25/07/2012,103.3,0.006117415
24/07/2012,102.67,-0.012582435
23/07/2012,103.97,-0.0165971
20/07/2012,105.71,-0.016791352
19/07/2012,107.5,0.007657148
18/07/2012,106.68,-0.005049099
