Date,Close,BBY
01/11/2013,42.93,0.00303278
31/10/2013,42.8,0.001636853
30/10/2013,42.73,-0.004436668
29/10/2013,42.92,0.001165637
28/10/2013,42.87,0.002335358
25/10/2013,42.77,0.000701672
24/10/2013,42.74,0.004455395
23/10/2013,42.55,-0.012378997
22/10/2013,43.08,0.006287132
21/10/2013,42.81,-0.003730478
18/10/2013,42.97,0.003496915
17/10/2013,42.82,0.028905116
16/10/2013,41.6,0.023839611
15/10/2013,40.62,0.025178945
14/10/2013,39.61,0.008875423
11/10/2013,39.26,0.006644543
10/10/2013,39,0.072846441
09/10/2013,36.26,0.016405206
08/10/2013,35.67,-0.036878147
07/10/2013,37.01,-0.030337611
04/10/2013,38.15,0.01213095
03/10/2013,37.69,0.000796284
02/10/2013,37.66,-0.007670981
01/10/2013,37.95,0.011928571
30/09/2013,37.5,-0.012718772
27/09/2013,37.98,-0.014377453
26/09/2013,38.53,0.013850999
25/09/2013,38,-0.007863736
24/09/2013,38.3,-0.015287252
23/09/2013,38.89,0.015287252
20/09/2013,38.3,-0.020672571
19/09/2013,39.1,0.001279591
18/09/2013,39.05,0.002564104
17/09/2013,38.95,0.016306819
16/09/2013,38.32,0.001044387
13/09/2013,38.28,0.017125962
12/09/2013,37.63,-0.007149507
11/09/2013,37.9,-0.000527565
10/09/2013,37.92,0.020245763
09/09/2013,37.16,0.003774607
06/09/2013,37.02,-0.012615924
05/09/2013,37.49,0.009379675
04/09/2013,37.14,0.00404695
03/09/2013,36.99,0.027128667
30/08/2013,36,-0.009675266
29/08/2013,36.35,0.01496702
28/08/2013,35.81,0.022307857
27/08/2013,35.02,-0.022307857
26/08/2013,35.81,0.020596017
23/08/2013,35.08,-0.003414915
22/08/2013,35.2,0.042065665
21/08/2013,33.75,-0.030636969
20/08/2013,34.8,0.124378011
19/08/2013,30.73,0.011784097
16/08/2013,30.37,-0.014384034
15/08/2013,30.81,-0.027530548
14/08/2013,31.67,0.025909014
13/08/2013,30.86,0
12/08/2013,30.86,0.007480926
09/08/2013,30.63,-0.012974558
08/08/2013,31.03,0.019196945
07/08/2013,30.44,-0.030731838
06/08/2013,31.39,0.004790046
05/08/2013,31.24,-0.001918773
02/08/2013,31.3,0.019029763
01/08/2013,30.71,0.020395444
31/07/2013,30.09,0.025241118
30/07/2013,29.34,0.016495219
29/07/2013,28.86,-0.027005572
26/07/2013,29.65,-0.009399196
25/07/2013,29.93,0.020250439
24/07/2013,29.33,0
23/07/2013,29.33,-0.002383791
22/07/2013,29.4,0.014733863
19/07/2013,28.97,0.005538263
18/07/2013,28.81,0.009415937
17/07/2013,28.54,-0.020805189
16/07/2013,29.14,-0.015662561
15/07/2013,29.6,-0.004382276
12/07/2013,29.73,0.011842466
11/07/2013,29.38,0.031463269
10/07/2013,28.47,-0.043305736
09/07/2013,29.73,-0.009707189
08/07/2013,30.02,0.009707189
05/07/2013,29.73,0.010481922
03/07/2013,29.42,0.025126085
02/07/2013,28.69,-0.035944311
01/07/2013,29.74,0.084507941
28/06/2013,27.33,-0.018488836
27/06/2013,27.84,0.020320002
26/06/2013,27.28,0.019993261
25/06/2013,26.74,0.015831465
24/06/2013,26.32,-0.016952751
21/06/2013,26.77,0.006746652
20/06/2013,26.59,-0.039452121
19/06/2013,27.66,-0.014357748
18/06/2013,28.06,0.023437164
17/06/2013,27.41,0.019897488
14/06/2013,26.87,-0.025355024
13/06/2013,27.56,0.02498293
12/06/2013,26.88,-0.036885686
11/06/2013,27.89,-0.005363861
10/06/2013,28.04,0.024549969
07/06/2013,27.36,-0.011628038
06/06/2013,27.68,0.021545475
05/06/2013,27.09,-0.011378357
04/06/2013,27.4,0.001460921
03/06/2013,27.36,-0.006920443
31/05/2013,27.55,-0.006872879
30/05/2013,27.74,0.025558164
29/05/2013,27.04,0.011530721
28/05/2013,26.73,0.026536811
24/05/2013,26.03,-0.00993892
23/05/2013,26.29,0.024645067
22/05/2013,25.65,0.00038994
21/05/2013,25.64,-0.04462132
20/05/2013,26.81,-0.003351334
17/05/2013,26.9,0.037883318
16/05/2013,25.9,-0.019121041
15/05/2013,26.4,-0.012796562
14/05/2013,26.74,0.054960997
13/05/2013,25.31,-0.002367799
10/05/2013,25.37,-0.009024978
09/05/2013,25.6,0.003521819
08/05/2013,25.51,-0.023630772
07/05/2013,26.12,-0.008387392
06/05/2013,26.34,-0.006810469
03/05/2013,26.52,0.009852296
02/05/2013,26.26,0.0138039
01/05/2013,25.9,-0.00346888
30/04/2013,25.99,0.071359215
29/04/2013,24.2,0.029352212
26/04/2013,23.5,-0.026869795
25/04/2013,24.14,0.015445934
24/04/2013,23.77,-0.015031598
23/04/2013,24.13,0.01882507
22/04/2013,23.68,0.018325678
19/04/2013,23.25,0.012116115
18/04/2013,22.97,-0.017691939
17/04/2013,23.38,-0.011904903
16/04/2013,23.66,0.030903747
15/04/2013,22.94,-0.048914705
12/04/2013,24.09,-0.000829876
11/04/2013,24.11,-0.029023088
10/04/2013,24.82,-0.036396422
09/04/2013,25.74,-0.00851069
08/04/2013,25.96,0.019841149
05/04/2013,25.45,0.012653391
04/04/2013,25.13,0.149056897
03/04/2013,21.65,0.000462
02/04/2013,21.64,-0.001846723
01/04/2013,21.68,-0.02144732
28/03/2013,22.15,0
27/03/2013,22.15,-0.024527428
26/03/2013,22.7,-0.021787354
25/03/2013,23.2,0.018269321
22/03/2013,22.78,0.014147009
21/03/2013,22.46,-0.026797123
20/03/2013,23.07,0.036191064
19/03/2013,22.25,0.005407855
18/03/2013,22.13,0.031209509
15/03/2013,21.45,-0.00232829
14/03/2013,21.5,0.025437076
13/03/2013,20.96,0.032487706
12/03/2013,20.29,0.010403859
11/03/2013,20.08,-0.004472057
08/03/2013,20.17,0.046165946
07/03/2013,19.26,0.026836654
06/03/2013,18.75,0.018843088
05/03/2013,18.4,0.034839022
04/03/2013,17.77,0.034930548
01/03/2013,17.16,0.044690189
28/02/2013,16.41,-0.01151179
27/02/2013,16.6,0.0084695
26/02/2013,16.46,-0.032280149
25/02/2013,17,-0.001175779
22/02/2013,17.02,-0.022655631
21/02/2013,17.41,0.00923261
20/02/2013,17.25,-0.00462696
19/02/2013,17.33,0.026902207
15/02/2013,16.87,0.071239444
14/02/2013,15.71,0.038279082
13/02/2013,15.12,-0.020295296
12/02/2013,15.43,-0.017983786
11/02/2013,15.71,0.027098432
08/02/2013,15.29,-0.018789021
07/02/2013,15.58,-0.020959802
06/02/2013,15.91,-0.001256282
05/02/2013,15.93,0.010729039
04/02/2013,15.76,-0.021965113
01/02/2013,16.11,-0.009267907
31/01/2013,16.26,0.022388995
30/01/2013,15.9,-0.005644418
29/01/2013,15.99,-0.004368182
28/01/2013,16.06,0.017588393
25/01/2013,15.78,0.028279519
24/01/2013,15.34,-0.003903713
23/01/2013,15.4,0.000649562
22/01/2013,15.39,0.033699918
18/01/2013,14.88,0.017627575
17/01/2013,14.62,-0.003414138
16/01/2013,14.67,0.01718846
15/01/2013,14.42,-0.004152255
14/01/2013,14.48,0.018822445
11/01/2013,14.21,0.151690654
10/01/2013,12.21,0.052112631
09/01/2013,11.59,-0.019650355
08/01/2013,11.82,-0.032462276
07/01/2013,12.21,0.008223731
04/01/2013,12.11,0.009958589
03/01/2013,11.99,0.015126339
02/01/2013,11.81,-0.003381237
31/12/2012,11.85,0.048410489
28/12/2012,11.29,-0.019298845
27/12/2012,11.51,0.003481292
26/12/2012,11.47,-0.00868061
24/12/2012,11.57,-0.008605905
21/12/2012,11.67,-0.025382073
20/12/2012,11.97,0.005865119
19/12/2012,11.9,-0.018318581
18/12/2012,12.12,-0.012300278
17/12/2012,12.27,0.018092599
14/12/2012,12.05,-0.158527572
13/12/2012,14.12,0.14779697
12/12/2012,12.18,0.005763705
11/12/2012,12.11,-0.022858138
10/12/2012,12.39,0.032816727
07/12/2012,11.99,-0.030392483
06/12/2012,12.36,0.02291426
05/12/2012,12.08,-0.005777977
04/12/2012,12.15,-0.061447329
03/12/2012,12.92,-0.014598799
30/11/2012,13.11,0.01227951
29/11/2012,12.95,-0.030420597
28/11/2012,13.35,0.035064568
27/11/2012,12.89,0.032324454
26/11/2012,12.48,0.064538521
23/11/2012,11.7,0.011173301
21/11/2012,11.57,-0.033152207
20/11/2012,11.96,-0.139471076
19/11/2012,13.75,0
16/11/2012,13.75,-0.103540679
15/11/2012,15.25,-0.00523219
14/11/2012,15.33,-0.023849019
13/11/2012,15.7,-0.009508788
12/11/2012,15.85,0.035316672
09/11/2012,15.3,0.002617803
08/11/2012,15.26,-0.013667639
07/11/2012,15.47,0.034191365
06/11/2012,14.95,0.032633759
05/11/2012,14.47,-0.01508945
02/11/2012,14.69,-0.024211001
01/11/2012,15.05,-0.010575115
31/10/2012,15.21,0.016573134
26/10/2012,14.96,-0.013939821
25/10/2012,15.17,-0.109176561
24/10/2012,16.92,0.002959458
23/10/2012,16.87,-0.013541567
22/10/2012,17.1,-0.00873368
19/10/2012,17.25,-0.013817146
18/10/2012,17.49,-0.00570127
17/10/2012,17.59,-0.001136364
16/10/2012,17.61,0.007409552
15/10/2012,17.48,-0.010244825
12/10/2012,17.66,-0.010140932
11/10/2012,17.84,0.00224467
10/10/2012,17.8,-0.00224467
09/10/2012,17.84,-0.003916089
08/10/2012,17.91,-0.006677821
05/10/2012,18.03,-0.020313627
04/10/2012,18.4,0.035401927
03/10/2012,17.76,0.045501658
02/10/2012,16.97,-0.001177856
01/10/2012,16.99,-0.012284448
28/09/2012,17.2,-0.021852508
27/09/2012,17.58,-0.000568666
26/09/2012,17.59,0.038243363
25/09/2012,16.93,-0.039379726
24/09/2012,17.61,-0.011293175
21/09/2012,17.81,-0.015599202
20/09/2012,18.09,0.008326443
19/09/2012,17.94,0.015730661
18/09/2012,17.66,-0.016844868
17/09/2012,17.96,-0.033938671
14/09/2012,18.58,0.014092374
13/09/2012,18.32,-0.014092374
12/09/2012,18.58,0
11/09/2012,18.58,0.021763645
10/09/2012,18.18,-0.0027465
07/09/2012,18.23,-0.000548396
06/09/2012,18.24,0.018257769
05/09/2012,17.91,-0.006123036
04/09/2012,18.02,0.015660275
31/08/2012,17.74,-0.00337648
30/08/2012,17.8,-0.022772436
29/08/2012,18.21,0.019407318
28/08/2012,17.86,-0.000559754
27/08/2012,17.87,0.03183896
24/08/2012,17.31,-0.03964279
23/08/2012,18.01,0.016233214
22/08/2012,17.72,-0.010665271
21/08/2012,17.91,-0.013862157
20/08/2012,18.16,-0.109920587
17/08/2012,20.27,-0.006883016
16/08/2012,20.41,0.052815895
15/08/2012,19.36,0.000516662
14/08/2012,19.35,-0.006695879
13/08/2012,19.48,0.013957321
10/08/2012,19.21,0.001041667
09/08/2012,19.19,-0.034318349
08/08/2012,19.86,-0.002012073
07/08/2012,19.9,-0.004512417
06/08/2012,19.99,0.125063098
03/08/2012,17.64,0.014273722
02/08/2012,17.39,-0.038357776
01/08/2012,18.07,-0.001106195
31/07/2012,18.09,0.001659751
30/07/2012,18.06,0.01675081
27/07/2012,17.76,0.030296687
26/07/2012,17.23,-0.006363921
25/07/2012,17.34,-0.042895967
24/07/2012,18.1,-0.031541495
23/07/2012,18.68,0.024384844
20/07/2012,18.23,-0.028658355
19/07/2012,18.76,-0.00478597
18/07/2012,18.85,0.00159278
17/07/2012,18.82,-0.004241788
16/07/2012,18.9,-0.005277057
13/07/2012,19,-0.001052078
12/07/2012,19.02,-0.01823442
11/07/2012,19.37,-0.087441503
10/07/2012,21.14,-0.00189036
09/07/2012,21.18,-0.019172904
06/07/2012,21.59,-0.006923637
05/07/2012,21.74,-0.000459876
03/07/2012,21.75,-0.020478531
02/07/2012,22.2,0.057476429
29/06/2012,20.96,0.003824096
28/06/2012,20.88,0.053109825
27/06/2012,19.8,0.02195646
26/06/2012,19.37,0.045414351
25/06/2012,18.51,-0.036078183
22/06/2012,19.19,-0.014998988
21/06/2012,19.48,-0.041725077
20/06/2012,20.31,0.003946724
19/06/2012,20.23,0.021484713
18/06/2012,19.8,-0.011549212
15/06/2012,20.03,0.011044289
14/06/2012,19.81,0.020913795
13/06/2012,19.4,-0.03245721
12/06/2012,20.04,0.027315811
11/06/2012,19.5,-0.024317308
08/06/2012,19.98,0.014113137
07/06/2012,19.7,-0.009598457
06/06/2012,19.89,0.036870536
05/06/2012,19.17,0.050826665
04/06/2012,18.22,-0.004381168
01/06/2012,18.3,-0.022691411
31/05/2012,18.72,-0.025317808
30/05/2012,19.2,-0.00415801
29/05/2012,19.28,0.005721732
25/05/2012,19.17,0.018426423
24/05/2012,18.82,0.013372759
23/05/2012,18.57,0.005941146
22/05/2012,18.46,0.015834347
21/05/2012,18.17,0.00828963
18/05/2012,18.02,-0.023039966
17/05/2012,18.44,-0.025697345
16/05/2012,18.92,-0.010515344
15/05/2012,19.12,-0.022751757
14/05/2012,19.56,0.014418375
11/05/2012,19.28,-0.033659475
10/05/2012,19.94,-0.007992051
09/05/2012,20.1,-0.00099453
08/05/2012,20.12,-0.024547133
07/05/2012,20.62,-0.009652585
04/05/2012,20.82,-0.036316181
03/05/2012,21.59,-0.023347364
02/05/2012,22.1,-0.015713006
01/05/2012,22.45,0.017071394
30/04/2012,22.07,-0.011711846
27/04/2012,22.33,0.009901071
26/04/2012,22.11,0.001357773
25/04/2012,22.08,0.017359961
24/04/2012,21.7,-0.002301497
23/04/2012,21.75,0.012957146
20/04/2012,21.47,-0.024385841
19/04/2012,22,-0.00272356
18/04/2012,22.06,0.006366552
17/04/2012,21.92,0.003198541
16/04/2012,21.85,-0.008658063
13/04/2012,22.04,-0.009033485
12/04/2012,22.24,0.012669853
11/04/2012,21.96,0.029577017
10/04/2012,21.32,-0.060514253
09/04/2012,22.65,0
05/04/2012,22.65,-0.013158085
04/04/2012,22.95,-0.025807884
03/04/2012,23.55,-0.003814372
02/04/2012,23.64,-0.001690617
30/03/2012,23.68,-0.045002433
29/03/2012,24.77,-0.072029569
28/03/2012,26.62,-0.011578094
27/03/2012,26.93,-0.016206616
26/03/2012,27.37,-0.005102052
23/03/2012,27.51,0.020195289
22/03/2012,26.96,-0.006654368
21/03/2012,27.14,0.031820016
20/03/2012,26.29,0.006487334
19/03/2012,26.12,0.023238846
16/03/2012,25.52,0.012618464
15/03/2012,25.2,0.052129065
14/03/2012,23.92,-0.027624927
13/03/2012,24.59,0.001220753
12/03/2012,24.56,-0.00851414
09/03/2012,24.77,0.008921389
08/03/2012,24.55,0.006538642
07/03/2012,24.39,0.013622502
06/03/2012,24.06,-0.023820428
05/03/2012,24.64,0.01348335
02/03/2012,24.31,-0.015915455
01/03/2012,24.7,0
29/02/2012,24.7,-0.033442607
28/02/2012,25.54,0.020970106
27/02/2012,25.01,0.0008
24/02/2012,24.99,-0.007971346
23/02/2012,25.19,0.004376375
22/02/2012,25.08,-0.032558279
21/02/2012,25.91,0.007748973
17/02/2012,25.71,-0.006203975
16/02/2012,25.87,0.020305266
15/02/2012,25.35,-0.005507488
14/02/2012,25.49,0.011045477
13/02/2012,25.21,0.005170025
10/02/2012,25.08,-0.010708014
09/02/2012,25.35,-0.001970444
08/02/2012,25.4,0.000787712
07/02/2012,25.38,0.028373532
06/02/2012,24.67,0.033384514
03/02/2012,23.86,-0.018272934
02/02/2012,24.3,0.004950505
01/02/2012,24.18,0.009557521
31/01/2012,23.95,-0.057993138
30/01/2012,25.38,-0.002361276
27/01/2012,25.44,0.016647233
26/01/2012,25.02,-0.027204516
25/01/2012,25.71,0.013706892
24/01/2012,25.36,-0.012928682
23/01/2012,25.69,0.027225986
20/01/2012,25,-0.003992021
19/01/2012,25.1,-0.002784963
18/01/2012,25.17,0.028613679
17/01/2012,24.46,0.006974387
13/01/2012,24.29,-0.019164705
12/01/2012,24.76,-0.00201735
11/01/2012,24.81,0.003634165
10/01/2012,24.72,0.004053512
09/01/2012,24.62,0.016380383
06/01/2012,24.22,0.032734773
05/01/2012,23.44,0.008999418
04/01/2012,23.23,-0.019186263
03/01/2012,23.68,0.013177661
30/12/2011,23.37,0.011187724
29/12/2011,23.11,0.004771208
28/12/2011,23,-0.018523037
27/12/2011,23.43,0.00642263
23/12/2011,23.28,0.002580647
22/12/2011,23.22,0.01475081
21/12/2011,22.88,-0.007836348
20/12/2011,23.06,0.021921088
19/12/2011,22.56,-0.027542725
16/12/2011,23.19,-0.007304007
15/12/2011,23.36,0.000428174
14/12/2011,23.35,-0.016143086
13/12/2011,23.73,-0.16796132
12/12/2011,28.07,-0.001423995
09/12/2011,28.11,0.024852711
08/12/2011,27.42,-0.025208393
07/12/2011,28.12,-0.000355556
06/12/2011,28.13,-0.008495626
05/12/2011,28.37,0.027516476
02/12/2011,27.6,0.019389669
01/12/2011,27.07,-0.000738552
30/11/2011,27.09,-0.028027312
29/11/2011,27.86,0.050424665
28/11/2011,26.49,0.033003763
25/11/2011,25.63,-0.003116481
23/11/2011,25.71,-0.018115739
22/11/2011,26.18,-0.008746966
21/11/2011,26.41,-0.024313896
18/11/2011,27.06,-0.01685639
17/11/2011,27.52,-0.019432062
16/11/2011,28.06,0
15/11/2011,28.06,0.015081076
14/11/2011,27.64,-0.016149642
11/11/2011,28.09,0.028526939
10/11/2011,27.3,0.002934705
09/11/2011,27.22,0.014058685
08/11/2011,26.84,0.014259153
07/11/2011,26.46,-0.031618777
04/11/2011,27.31,0.011045768
03/11/2011,27.01,0.015671963
02/11/2011,26.59,0.025134606
01/11/2011,25.93,-0.011503194
31/10/2011,26.23,-0.010240939
28/10/2011,26.5,-0.020542272
27/10/2011,27.05,0.014897855
26/10/2011,26.65,0.022771382
25/10/2011,26.05,-0.01448196
24/10/2011,26.43,0.013330992
21/10/2011,26.08,0.013511111
20/10/2011,25.73,0.02718308
19/10/2011,25.04,-0.013486916
18/10/2011,25.38,0.020299204
17/10/2011,24.87,-0.031271101
14/10/2011,25.66,0.004296043
13/10/2011,25.55,-0.010512069
12/10/2011,25.82,0.001162566
11/10/2011,25.79,0.02751746
10/10/2011,25.09,0.012836117
07/10/2011,24.77,0.02080434
06/10/2011,24.26,0.046402251
05/10/2011,23.16,0.016543695
04/10/2011,22.78,0.029400781
03/10/2011,22.12,-0.051971184
30/09/2011,23.3,-0.045309763
29/09/2011,24.38,-0.003684753
28/09/2011,24.47,-0.008950426
27/09/2011,24.69,-0.021239027
26/09/2011,25.22,0.042111485
23/09/2011,24.18,-0.002890772
22/09/2011,24.25,0.005375246
21/09/2011,24.12,-0.027398974
20/09/2011,24.79,-0.0124275
19/09/2011,25.1,-0.013061733
16/09/2011,25.43,-0.009782899
15/09/2011,25.68,0.067242069
14/09/2011,24.01,0.027873426
13/09/2011,23.35,-0.066677559
12/09/2011,24.96,0.018601426
09/09/2011,24.5,0.012320484
08/09/2011,24.2,-0.014359221
07/09/2011,24.55,0.052258494
06/09/2011,23.3,-0.03375848
02/09/2011,24.1,-0.028228506
01/09/2011,24.79,-0.031761304
31/08/2011,25.59,0.014167888
30/08/2011,25.23,-0.007895817
29/08/2011,25.43,0.025489233
26/08/2011,24.79,0.02657013
25/08/2011,24.14,-0.037003612
24/08/2011,25.05,0.027110703
23/08/2011,24.38,0.0177948
22/08/2011,23.95,-0.004582387
19/08/2011,24.06,0.001663894
18/08/2011,24.02,-0.032359981
17/08/2011,24.81,-0.00241546
16/08/2011,24.87,0.014173147
15/08/2011,24.52,0.034858301
12/08/2011,23.68,-0.052243012
11/08/2011,24.95,0.035492202
10/08/2011,24.08,-0.042282721
09/08/2011,25.12,0.047696018
08/08/2011,23.95,-0.063494135
05/08/2011,25.52,0.023791765
04/08/2011,24.92,-0.079425157
03/08/2011,26.98,0.00334138
02/08/2011,26.89,-0.002599816
01/08/2011,26.96,-0.023461487
29/07/2011,27.6,-0.012243581
28/07/2011,27.94,-0.029621348
27/07/2011,28.78,-0.033484509
26/07/2011,29.76,0.015577694
25/07/2011,29.3,-0.00883458
22/07/2011,29.56,-0.00472495
21/07/2011,29.7,0.026613649
20/07/2011,28.92,-0.00345185
19/07/2011,29.02,0.00206968
18/07/2011,28.96,-0.022196575
15/07/2011,29.61,0.005078731
14/07/2011,29.46,-0.058985965
13/07/2011,31.25,0.003205131
12/07/2011,31.15,0.001928021
11/07/2011,31.09,-0.023208799
08/07/2011,31.82,-0.01435282
07/07/2011,32.28,0.008711941
06/07/2011,32,-0.007472015
05/07/2011,32.24,0.007472015
01/07/2011,32,0.018609589
30/06/2011,31.41,-0.008243547
29/06/2011,31.67,-0.007862912
28/06/2011,31.92,0.018975901
27/06/2011,31.32,-0.036367644
24/06/2011,32.48,0.011145626
23/06/2011,32.12,0.010956441
22/06/2011,31.77,-0.0190185
21/06/2011,32.38,0.026284367
20/06/2011,31.54,0.016946848
17/06/2011,31.01,0.032779074
16/06/2011,30.01,-0.013240842
15/06/2011,30.41,0.009250149
14/06/2011,30.13,0.044451763
13/06/2011,28.82,0.013624665
10/06/2011,28.43,-0.018815886
09/06/2011,28.97,0.010409532
08/06/2011,28.67,-0.009027839
07/06/2011,28.93,-0.032310241
06/06/2011,29.88,-0.024790561
03/06/2011,30.63,0.002942621
02/06/2011,30.54,-0.013981694
01/06/2011,30.97,-0.025188642
31/05/2011,31.76,0.005367022
27/05/2011,31.59,0.015954391
26/05/2011,31.09,-0.003531871
25/05/2011,31.2,-0.017789542
24/05/2011,31.76,0.007585371
23/05/2011,31.52,0.00604616
20/05/2011,31.33,-0.014890185
19/05/2011,31.8,-0.013121088
18/05/2011,32.22,0.008102257
17/05/2011,31.96,-0.005305052
16/05/2011,32.13,-0.005586607
13/05/2011,32.31,0.019375606
12/05/2011,31.69,0.04057221
11/05/2011,30.43,0.001644467
10/05/2011,30.38,-0.000658111
09/05/2011,30.4,-0.019544596
06/05/2011,31,0.002907448
05/05/2011,30.91,-0.012857779
04/05/2011,31.31,-0.003188778
03/05/2011,31.41,-0.00127267
02/05/2011,31.45,0.007340068
29/04/2011,31.22,0.012246366
28/04/2011,30.84,0.004549894
27/04/2011,30.7,0
26/04/2011,30.7,0.01642073
25/04/2011,30.2,0.002652521
21/04/2011,30.12,0.000664231
20/04/2011,30.1,0.01675081
19/04/2011,29.6,0.012920955
18/04/2011,29.22,0.012743413
15/04/2011,28.85,-0.020923418
14/04/2011,29.46,-0.026462773
13/04/2011,30.25,-0.004617422
12/04/2011,30.39,-0.003940892
11/04/2011,30.51,0.026907453
08/04/2011,29.7,-0.009716947
07/04/2011,29.99,0.008034861
06/04/2011,29.75,0.03802479
05/04/2011,28.64,0.017256988
04/04/2011,28.15,-0.017256988
01/04/2011,28.64,-0.002789402
31/03/2011,28.72,-0.016917372
30/03/2011,29.21,0.004460464
29/03/2011,29.08,-0.009241894
28/03/2011,29.35,0.00443914
25/03/2011,29.22,-0.030667947
24/03/2011,30.13,-0.055516029
23/03/2011,31.85,0.013592749
22/03/2011,31.42,-0.015161377
21/03/2011,31.9,0.011666536
18/03/2011,31.53,0.021154635
17/03/2011,30.87,0.00097229
16/03/2011,30.84,-0.004852023
15/03/2011,30.99,-0.020757571
14/03/2011,31.64,0.003799878
11/03/2011,31.52,0.019542509
10/03/2011,30.91,-0.01189916
09/03/2011,31.28,-0.010810916
08/03/2011,31.62,-0.005990874
07/03/2011,31.81,-0.027288515
04/03/2011,32.69,-0.010347019
03/03/2011,33.03,0.01802401
02/03/2011,32.44,-0.000616333
01/03/2011,32.46,0.006800644
28/02/2011,32.24,-0.00402415
25/02/2011,32.37,0.006197727
24/02/2011,32.17,-0.01695217
23/02/2011,32.72,-0.012452705
22/02/2011,33.13,0.002720268
18/02/2011,33.04,0.005462836
17/02/2011,32.86,0.005798887
16/02/2011,32.67,-0.006407345
15/02/2011,32.88,-0.005459522
14/02/2011,33.06,-0.016201975
11/02/2011,33.6,-0.013597608
10/02/2011,34.06,0.006184676
09/02/2011,33.85,-0.014663019
08/02/2011,34.35,-0.018460288
07/02/2011,34.99,-0.007119495
04/02/2011,35.24,0.006262474
03/02/2011,35.02,0.009467866
02/02/2011,34.69,0.008394897
01/02/2011,34.4,0.01169604
31/01/2011,34,-0.003230072
28/01/2011,34.11,-0.019739393
27/01/2011,34.79,-0.005732317
