Date,Close,FFIV
29/05/2013,83.29,-0.004551996
28/05/2013,83.67,0.025541545
24/05/2013,81.56,0.004177423
23/05/2013,81.22,-0.009801598
22/05/2013,82.02,-0.007772689
21/05/2013,82.66,-0.002657969
20/05/2013,82.88,0.003020968
17/05/2013,82.63,0.00036313
16/05/2013,82.6,0.033108679
15/05/2013,79.91,0.013226873
14/05/2013,78.86,0.0066158
13/05/2013,78.34,-0.020843299
10/05/2013,79.99,0.010304188
09/05/2013,79.17,0.005954284
08/05/2013,78.7,0.022357349
07/05/2013,76.96,-0.007250161
06/05/2013,77.52,0.02812665
03/05/2013,75.37,0.011610192
02/05/2013,74.5,0.005113724
01/05/2013,74.12,-0.030689888
30/04/2013,76.43,0.006168403
29/04/2013,75.96,0.023442736
26/04/2013,74.2,-0.00925622
25/04/2013,74.89,0.034504917
24/04/2013,72.35,0.000276472
23/04/2013,72.33,0.012521032
22/04/2013,71.43,0.000700231
19/04/2013,71.38,-0.016120416
18/04/2013,72.54,-0.013011209
17/04/2013,73.49,-0.006104611
16/04/2013,73.94,0.012794512
15/04/2013,73,-0.02676197
12/04/2013,74.98,-0.012195273
11/04/2013,75.9,0.033492749
10/04/2013,73.4,0.013027267
09/04/2013,72.45,-0.004407114
08/04/2013,72.77,-0.006028241
05/04/2013,73.21,-0.211133458
04/04/2013,90.42,-0.001105339
03/04/2013,90.52,0.007651826
02/04/2013,89.83,0.021605431
01/04/2013,87.91,-0.013221279
28/03/2013,89.08,0.004049499
27/03/2013,88.72,0.01304687
26/03/2013,87.57,0.001028278
25/03/2013,87.48,0.005387141
22/03/2013,87.01,-0.022950337
21/03/2013,89.03,-0.021336513
20/03/2013,90.95,0.013839136
19/03/2013,89.7,-0.006002019
18/03/2013,90.24,-0.007397218
15/03/2013,90.91,-0.004390304
14/03/2013,91.31,-0.016078565
13/03/2013,92.79,-0.007194662
12/03/2013,93.46,-0.01360276
11/03/2013,94.74,0.007735138
08/03/2013,94.01,-0.002337443
07/03/2013,94.23,0.011957012
06/03/2013,93.11,-0.003430903
05/03/2013,93.43,0.00838354
04/03/2013,92.65,-0.009987733
01/03/2013,93.58,-0.009042134
28/02/2013,94.43,0.014829311
27/02/2013,93.04,-0.017050711
26/02/2013,94.64,0.007849833
25/02/2013,93.9,-0.073484014
22/02/2013,101.06,0.00327073
21/02/2013,100.73,-0.014488008
20/02/2013,102.2,-0.013798684
19/02/2013,103.62,0.018506421
15/02/2013,101.72,0.008193126
14/02/2013,100.89,-0.013683336
13/02/2013,102.28,0.001271829
12/02/2013,102.15,-0.013322509
11/02/2013,103.52,-0.016573642
08/02/2013,105.25,0.002378122
07/02/2013,105,-0.025017763
06/02/2013,107.66,0.013183305
05/02/2013,106.25,0.005189915
04/02/2013,105.7,-0.002456772
01/02/2013,105.96,0.010244825
31/01/2013,104.88,-0.000667207
30/01/2013,104.95,0.001334859
29/01/2013,104.81,-0.008077205
28/01/2013,105.66,0.002179166
25/01/2013,105.43,0.021184593
24/01/2013,103.22,0.043663819
23/01/2013,98.81,0.02168883
22/01/2013,96.69,-0.00206633
18/01/2013,96.89,-0.016683259
17/01/2013,98.52,0.012255055
16/01/2013,97.32,-0.001232286
15/01/2013,97.44,0.002568978
14/01/2013,97.19,-0.007176574
11/01/2013,97.89,0.022521613
10/01/2013,95.71,0.000522548
09/01/2013,95.66,0.006818089
08/01/2013,95.01,-0.012862922
07/01/2013,96.24,-0.013314951
04/01/2013,97.53,0.00287504
03/01/2013,97.25,-0.038924051
02/01/2013,101.11,0.039952857
31/12/2012,97.15,0.010450713
28/12/2012,96.14,-0.010244825
27/12/2012,97.13,-0.002262444
26/12/2012,97.35,0.01198733
24/12/2012,96.19,-0.013116635
21/12/2012,97.46,0.001334771
20/12/2012,97.33,0.009186213
19/12/2012,96.44,-0.008775156
18/12/2012,97.29,0.049407067
17/12/2012,92.6,0.023934261
14/12/2012,90.41,-0.036063428
13/12/2012,93.73,-0.005001873
12/12/2012,94.2,-0.00761425
11/12/2012,94.92,0.012189456
10/12/2012,93.77,0.015042725
07/12/2012,92.37,-0.001622587
06/12/2012,92.52,-0.004744456
05/12/2012,92.96,-0.000215123
04/12/2012,92.98,-0.010271864
03/12/2012,93.94,0.002771561
30/11/2012,93.68,-0.003090863
29/11/2012,93.97,0.017173332
28/11/2012,92.37,0.005863209
27/11/2012,91.83,-0.008458086
26/11/2012,92.61,0.00487093
23/11/2012,92.16,0.023161125
21/11/2012,90.05,0.028954876
20/11/2012,87.48,-0.006835297
19/11/2012,88.08,0.01648389
16/11/2012,86.64,-0.012274315
15/11/2012,87.71,0.002397125
14/11/2012,87.5,0.011032059
13/11/2012,86.54,0.004632855
12/11/2012,86.14,-0.020567164
09/11/2012,87.93,0.013395357
08/11/2012,86.76,-0.018160513
07/11/2012,88.35,0.007726433
06/11/2012,87.67,0.029400266
05/11/2012,85.13,0.030290892
02/11/2012,82.59,-0.041620804
01/11/2012,86.1,0.041620804
31/10/2012,82.59,0.009855893
26/10/2012,81.78,-0.014807893
25/10/2012,83,-0.117193839
24/10/2012,93.32,-0.023510561
23/10/2012,95.54,-0.004490635
22/10/2012,95.97,0.001355508
19/10/2012,95.84,-0.012546175
18/10/2012,97.05,-0.002880957
17/10/2012,97.33,-0.038892671
16/10/2012,101.19,0.028874186
15/10/2012,98.31,0.010635134
12/10/2012,97.27,-0.015505768
11/10/2012,98.79,0.00020247
10/10/2012,98.77,-0.032962905
09/10/2012,102.08,-0.017479567
08/10/2012,103.88,0.004341331
05/10/2012,103.43,-0.037944417
04/10/2012,107.43,0.004010638
03/10/2012,107,0.000280413
02/10/2012,106.97,0.021544819
01/10/2012,104.69,0.000477715
28/09/2012,104.64,-0.017619097
27/09/2012,106.5,0.01342302
26/09/2012,105.08,-0.01866746
25/09/2012,107.06,-0.018233649
24/09/2012,109.03,0.010603575
21/09/2012,107.88,-0.013625694
20/09/2012,109.36,-0.011003612
19/09/2012,110.57,0.017793252
18/09/2012,108.62,0.03905133
17/09/2012,104.46,0.007591446
14/09/2012,103.67,0.032150177
13/09/2012,100.39,0.034660948
12/09/2012,96.97,0.017266915
11/09/2012,95.31,-0.013754515
10/09/2012,96.63,-0.036977296
07/09/2012,100.27,0.012241774
06/09/2012,99.05,0.047130764
05/09/2012,94.49,0.000211685
04/09/2012,94.47,-0.031467485
31/08/2012,97.49,0.001026273
30/08/2012,97.39,-0.047131241
29/08/2012,102.09,0.012418847
28/08/2012,100.83,0.00337771
27/08/2012,100.49,0.018479988
24/08/2012,98.65,-0.003743617
23/08/2012,99.02,-0.012145695
22/08/2012,100.23,-0.020539875
21/08/2012,102.31,0.006176793
20/08/2012,101.68,-0.018320528
17/08/2012,103.56,-0.004720398
16/08/2012,104.05,0.046826692
15/08/2012,99.29,0.023436981
14/08/2012,96.99,-0.037736509
13/08/2012,100.72,-0.014880787
10/08/2012,102.23,-0.009540571
09/08/2012,103.21,0.020655622
08/08/2012,101.1,-0.00513024
07/08/2012,101.62,0.045190079
06/08/2012,97.13,0.045819188
03/08/2012,92.78,0.024549812
02/08/2012,90.53,-0.036655589
01/08/2012,93.91,0.005659687
31/07/2012,93.38,-0.020142736
30/07/2012,95.28,-0.025593274
27/07/2012,97.75,0.033284404
26/07/2012,94.55,0.027557633
25/07/2012,91.98,0.028003153
24/07/2012,89.44,-0.045355531
23/07/2012,93.59,-0.026465776
20/07/2012,96.1,-0.066909537
19/07/2012,102.75,0.041329017
18/07/2012,98.59,0.071793364
17/07/2012,91.76,-0.003807042
16/07/2012,92.11,0.007847452
13/07/2012,91.39,-0.022504466
12/07/2012,93.47,0.010864411
11/07/2012,92.46,0.011968373
10/07/2012,91.36,-0.013697355
09/07/2012,92.62,-0.019988908
06/07/2012,94.49,-0.070973482
05/07/2012,101.44,0.007917698
03/07/2012,100.64,0.026480279
02/07/2012,98.01,-0.015690963
29/06/2012,99.56,0.06429749
28/06/2012,93.36,-0.046461589
27/06/2012,97.8,0.020975094
26/06/2012,95.77,-0.002086159
25/06/2012,95.97,-0.034109928
22/06/2012,99.3,0.039124041
21/06/2012,95.49,-0.058571176
20/06/2012,101.25,0.008530105
19/06/2012,100.39,-0.022846882
18/06/2012,102.71,0.005369271
15/06/2012,102.16,0.016282987
14/06/2012,100.51,-0.005852901
13/06/2012,101.1,-0.004539631
12/06/2012,101.56,0.01428029
11/06/2012,100.12,-0.022517246
08/06/2012,102.4,0.008335425
07/06/2012,101.55,-0.01679563
06/06/2012,103.27,0.023316103
05/06/2012,100.89,0.034075878
04/06/2012,97.51,0.002053178
01/06/2012,97.31,-0.061476598
31/05/2012,103.48,-0.038484514
30/05/2012,107.54,-0.008334153
29/05/2012,108.44,-0.005517763
25/05/2012,109.04,0.004411772
24/05/2012,108.56,-0.082024757
23/05/2012,117.84,0.01109321
22/05/2012,116.54,-0.00760785
21/05/2012,117.43,0.041024263
18/05/2012,112.71,-0.032815581
17/05/2012,116.47,-0.015251861
16/05/2012,118.26,-0.046427765
15/05/2012,123.88,-0.013231419
14/05/2012,125.53,-0.003022592
11/05/2012,125.91,0.014640847
10/05/2012,124.08,-0.04190458
09/05/2012,129.39,0.004026955
08/05/2012,128.87,-0.02103886
07/05/2012,131.61,-0.002201056
04/05/2012,131.9,-0.032300574
03/05/2012,136.23,-0.000220192
02/05/2012,136.26,0.019115941
01/05/2012,133.68,-0.001868391
30/04/2012,133.93,-0.016146107
27/04/2012,136.11,0.020036289
26/04/2012,133.41,0.020369462
25/04/2012,130.72,0.011077036
24/04/2012,129.28,-0.012071034
23/04/2012,130.85,-0.005943327
20/04/2012,131.63,-0.017695579
19/04/2012,133.98,0.075716854
18/04/2012,124.21,0.00371028
17/04/2012,123.75,0.013914542
16/04/2012,122.04,-0.000655308
13/04/2012,122.12,-0.016486344
12/04/2012,124.15,0.012155741
11/04/2012,122.65,-0.045036501
10/04/2012,128.3,-0.035075194
09/04/2012,132.88,-0.022693582
05/04/2012,135.93,-0.001323335
04/04/2012,136.11,-0.014224991
03/04/2012,138.06,0.010192284
02/04/2012,136.66,0.012517651
30/03/2012,134.96,0.000741235
29/03/2012,134.86,0.006024339
28/03/2012,134.05,-0.000447494
27/03/2012,134.11,-0.00513184
26/03/2012,134.8,0.020005912
23/03/2012,132.13,-0.002569918
22/03/2012,132.47,0.008414559
21/03/2012,131.36,0.014183547
20/03/2012,129.51,-0.024558891
19/03/2012,132.73,0.006197118
16/03/2012,131.91,-0.003027782
15/03/2012,132.31,0.0034069
14/03/2012,131.86,-0.006500892
13/03/2012,132.72,0.053150924
12/03/2012,125.85,0.001908853
09/03/2012,125.61,0.010805724
08/03/2012,124.26,-0.00393559
07/03/2012,124.75,0.028374734
06/03/2012,121.26,-0.026288391
05/03/2012,124.49,-0.020040432
02/03/2012,127.01,-0.002516318
01/03/2012,127.33,0.018788455
29/02/2012,124.96,-0.016350868
28/02/2012,127.02,-0.009948772
27/02/2012,128.29,0.006333837
24/02/2012,127.48,-0.009524625
23/02/2012,128.7,0.016609595
22/02/2012,126.58,0.009206414
21/02/2012,125.42,0.003994573
17/02/2012,124.92,-0.020050598
16/02/2012,127.45,0.005744203
15/02/2012,126.72,0.007445579
14/02/2012,125.78,0.006220612
13/02/2012,125,0.00795153
10/02/2012,124.01,-0.013933601
09/02/2012,125.75,0.002787181
08/02/2012,125.4,-0.007942854
07/02/2012,126.4,0.011137744
06/02/2012,125,0.001841695
03/02/2012,124.77,0.034656328
02/02/2012,120.52,-0.015642041
01/02/2012,122.42,0.02213503
31/01/2012,119.74,-0.003002004
30/01/2012,120.1,-0.000499459
27/01/2012,120.16,-0.005477647
26/01/2012,120.82,-0.013645917
25/01/2012,122.48,-0.005049282
24/01/2012,123.1,0.017041212
23/01/2012,121.02,0.006216606
20/01/2012,120.27,0.002247473
19/01/2012,120,0.101110301
18/01/2012,108.46,0.020022087
17/01/2012,106.31,-0.004411289
13/01/2012,106.78,-0.03704638
12/01/2012,110.81,0.000812531
11/01/2012,110.72,0.010075881
10/01/2012,109.61,-0.007996408
09/01/2012,110.49,0.034716437
06/01/2012,106.72,0.014060151
05/01/2012,105.23,0.008685333
04/01/2012,104.32,-0.015409798
03/01/2012,105.94,-0.001697633
30/12/2011,106.12,-0.008258305
29/12/2011,107,0.01194016
28/12/2011,105.73,-0.007631827
27/12/2011,106.54,0.001408914
23/12/2011,106.39,0.018115922
22/12/2011,104.48,0.022749154
21/12/2011,102.13,-0.068672967
20/12/2011,109.39,0.065251821
19/12/2011,102.48,-0.022672333
16/12/2011,104.83,-0.004378457
15/12/2011,105.29,0.006096999
14/12/2011,104.65,-0.049313314
13/12/2011,109.94,-0.02177324
12/12/2011,112.36,-0.020960697
09/12/2011,114.74,0.032328016
08/12/2011,111.09,-0.030321472
07/12/2011,114.51,0.001660622
06/12/2011,114.32,-0.011653319
05/12/2011,115.66,0.028412995
02/12/2011,112.42,0.012081224
01/12/2011,111.07,-0.017492637
30/11/2011,113.03,0.088951601
29/11/2011,103.41,-0.012015332
28/11/2011,104.66,0.06963461
25/11/2011,97.62,-0.019376716
23/11/2011,99.53,-0.035628182
22/11/2011,103.14,0.003983101
21/11/2011,102.73,-0.033125755
18/11/2011,106.19,-0.008533035
17/11/2011,107.1,-0.030890487
16/11/2011,110.46,-0.019277057
15/11/2011,112.61,0.017829617
14/11/2011,110.62,-0.005139545
11/11/2011,111.19,0.038505078
10/11/2011,106.99,0.011468447
09/11/2011,105.77,-0.035661686
08/11/2011,109.61,0.009625596
07/11/2011,108.56,-0.009716824
04/11/2011,109.62,0.02475191
03/11/2011,106.94,0.021837612
02/11/2011,104.63,0.039675753
01/11/2011,100.56,-0.03315545
31/10/2011,103.95,-0.034789405
28/10/2011,107.63,0.01790533
27/10/2011,105.72,0.043102623
26/10/2011,101.26,0.131755368
25/10/2011,88.76,-0.051169357
24/10/2011,93.42,0.049368366
21/10/2011,88.92,0.025052551
20/10/2011,86.72,0.003002658
19/10/2011,86.46,-0.023320673
18/10/2011,88.5,0.016634769
17/10/2011,87.04,-0.034219363
14/10/2011,90.07,0.029519944
13/10/2011,87.45,-0.003994299
12/10/2011,87.8,0.008463965
11/10/2011,87.06,-0.002867468
10/10/2011,87.31,0.026696107
07/10/2011,85.01,-0.008667189
06/10/2011,85.75,0.037789668
05/10/2011,82.57,0.061692468
04/10/2011,77.63,0.097334642
03/10/2011,70.43,-0.008764546
30/09/2011,71.05,-0.050765358
29/09/2011,74.75,-0.014608494
28/09/2011,75.85,-0.026539869
27/09/2011,77.89,0.006569226
26/09/2011,77.38,0.039541261
23/09/2011,74.38,0.002422938
22/09/2011,74.2,-0.032876768
21/09/2011,76.68,-0.019245024
20/09/2011,78.17,-0.058628485
19/09/2011,82.89,-0.00996347
16/09/2011,83.72,-0.009628603
15/09/2011,84.53,0.015618797
14/09/2011,83.22,0.035718083
13/09/2011,80.3,0.035233653
12/09/2011,77.52,0.03839546
09/09/2011,74.6,-0.050193494
08/09/2011,78.44,-0.018692133
07/09/2011,79.92,0.049898135
06/09/2011,76.03,-0.003675992
02/09/2011,76.31,-0.036288078
01/09/2011,79.13,-0.030369478
31/08/2011,81.57,0.02784518
30/08/2011,79.33,0.007719115
29/08/2011,78.72,0.041897056
26/08/2011,75.49,0.051230548
25/08/2011,71.72,-0.023971392
24/08/2011,73.46,-0.006512913
23/08/2011,73.94,0.065530808
22/08/2011,69.25,-0.00101032
19/08/2011,69.32,-0.028162863
18/08/2011,71.3,-0.099000925
17/08/2011,78.72,-0.031879692
16/08/2011,81.27,-0.028864483
15/08/2011,83.65,0.021142437
12/08/2011,81.9,0.073187948
11/08/2011,76.12,0.042810965
10/08/2011,72.93,-0.048052068
09/08/2011,76.52,0.016603359
08/08/2011,75.26,-0.09716867
05/08/2011,82.94,-0.042258146
04/08/2011,86.52,-0.076087387
03/08/2011,93.36,0.034544432
02/08/2011,90.19,-0.035935923
01/08/2011,93.49,0.000106969
29/07/2011,93.48,-0.008415496
28/07/2011,94.27,-0.0066607
27/07/2011,94.9,-0.045422565
26/07/2011,99.31,0.018393893
25/07/2011,97.5,-0.037246379
22/07/2011,101.2,0.023292901
21/07/2011,98.87,-0.119680474
20/07/2011,111.44,-0.062691653
19/07/2011,118.65,0.059287547
18/07/2011,111.82,-0.018781558
15/07/2011,113.94,0.026502218
14/07/2011,110.96,-0.015737092
13/07/2011,112.72,0.020796734
12/07/2011,110.4,-0.021328885
11/07/2011,112.78,-0.031765323
08/07/2011,116.42,-0.010424772
07/07/2011,117.64,0.015591852
06/07/2011,115.82,0.020146323
05/07/2011,113.51,0.003088192
01/07/2011,113.16,0.026052232
30/06/2011,110.25,-0.008130126
29/06/2011,111.15,0.021553146
28/06/2011,108.78,-0.006962285
27/06/2011,109.54,0.031907734
24/06/2011,106.1,-0.014224458
23/06/2011,107.62,0.026457317
22/06/2011,104.81,0.017420199
21/06/2011,103,0.04792646
20/06/2011,98.18,0.010031817
17/06/2011,97.2,-0.02929907
16/06/2011,100.09,-0.034564069
15/06/2011,103.61,-0.028824826
14/06/2011,106.64,0.022283196
13/06/2011,104.29,-0.010492275
10/06/2011,105.39,-0.033037719
09/06/2011,108.93,-0.019185023
08/06/2011,111.04,-0.008697656
07/06/2011,112.01,0.045198728
06/06/2011,107.06,-0.024359942
03/06/2011,109.7,-0.016813195
02/06/2011,111.56,0.019551673
01/06/2011,109.4,-0.037496544
31/05/2011,113.58,0.006447931
27/05/2011,112.85,0.051643145
26/05/2011,107.17,0.027240879
25/05/2011,104.29,0.018484099
24/05/2011,102.38,-0.022980639
23/05/2011,104.76,-0.020782913
20/05/2011,106.96,-0.011341574
19/05/2011,108.18,-0.003137981
18/05/2011,108.52,0.044083235
17/05/2011,103.84,-0.011394771
16/05/2011,105.03,0.003720136
13/05/2011,104.64,-0.010646488
12/05/2011,105.76,0.018610071
11/05/2011,103.81,-0.00557158
10/05/2011,104.39,0.009819101
09/05/2011,103.37,0.024184857
06/05/2011,100.9,0.004071707
05/05/2011,100.49,0.007691961
04/05/2011,99.72,-0.008288858
03/05/2011,100.55,0.003586733
02/05/2011,100.19,-0.011610153
29/04/2011,101.36,-0.013912246
28/04/2011,102.78,-0.024982083
27/04/2011,105.38,0.013470469
26/04/2011,103.97,-0.0165971
25/04/2011,105.71,-0.010913647
21/04/2011,106.87,0.069046342
20/04/2011,99.74,0.070827892
19/04/2011,92.92,-0.006543333
18/04/2011,93.53,-0.012326158
15/04/2011,94.69,-0.015509061
14/04/2011,96.17,-0.005495944
13/04/2011,96.7,0.030768427
12/04/2011,93.77,-0.007754859
11/04/2011,94.5,-0.007170001
08/04/2011,95.18,0.006006657
07/04/2011,94.61,0.002328043
06/04/2011,94.39,0.011079265
05/04/2011,93.35,-0.008533385
04/04/2011,94.15,0.006286313
01/04/2011,93.56,-0.091942551
31/03/2011,102.57,0.018399693
30/03/2011,100.7,0.033319589
29/03/2011,97.4,0.038087885
28/03/2011,93.76,-0.020166444
25/03/2011,95.67,0.008291834
24/03/2011,94.88,-0.008291834
23/03/2011,95.67,0.042709598
22/03/2011,91.67,-0.041977648
21/03/2011,95.6,-0.013713076
18/03/2011,96.92,-0.064332144
17/03/2011,103.36,-0.031334405
16/03/2011,106.65,-0.037000355
15/03/2011,110.67,0.015480185
14/03/2011,108.97,-0.018457586
11/03/2011,111,0.00850453
10/03/2011,110.06,0.017321608
09/03/2011,108.17,-0.022306437
08/03/2011,110.61,0.017418707
07/03/2011,108.7,-0.046026459
04/03/2011,113.82,-0.004645667
03/03/2011,114.35,0.010107755
02/03/2011,113.2,-0.001588843
01/03/2011,113.38,-0.040024358
28/02/2011,118.01,-0.018221252
25/02/2011,120.18,0.026303995
24/02/2011,117.06,0.044277042
23/02/2011,111.99,-0.027478611
22/02/2011,115.11,-0.048661914
18/02/2011,120.85,-0.017064981
17/02/2011,122.93,-0.022123906
16/02/2011,125.68,-0.005475118
15/02/2011,126.37,-0.016092031
14/02/2011,128.42,0.014115667
11/02/2011,126.62,-0.002996611
10/02/2011,127,0.026651222
09/02/2011,123.66,0.001132778
08/02/2011,123.52,-0.0057316
07/02/2011,124.23,0.004760569
04/02/2011,123.64,0.044911414
03/02/2011,118.21,0.040571765
02/02/2011,113.51,0.031774275
01/02/2011,109.96,0.014473093
31/01/2011,108.38,-0.011011306
