Date,Close,ATI
29/07/2013,27.81,-0.00394761
26/07/2013,27.92,0.012615053
25/07/2013,27.57,0.02385872
24/07/2013,26.92,-0.035398697
23/07/2013,27.89,0.019186109
22/07/2013,27.36,0.013986242
19/07/2013,26.98,0.006320899
18/07/2013,26.81,0.003362604
17/07/2013,26.72,0.00675932
16/07/2013,26.54,-0.013473258
15/07/2013,26.9,-0.016590242
12/07/2013,27.35,-0.023130775
11/07/2013,27.99,0.039349339
10/07/2013,26.91,-0.007404699
09/07/2013,27.11,0.02919369
08/07/2013,26.33,0.00190078
05/07/2013,26.28,0.010711656
03/07/2013,26,-0.003072199
02/07/2013,26.08,-0.007639457
01/07/2013,26.28,-0.001140901
28/06/2013,26.31,-0.02773791
27/06/2013,27.05,0.01077877
26/06/2013,26.76,0.007878488
25/06/2013,26.55,0.016328443
24/06/2013,26.12,-0.053664142
21/06/2013,27.56,0.009845111
20/06/2013,27.29,-0.02782474
19/06/2013,28.06,-0.008163311
18/06/2013,28.29,0.008876323
17/06/2013,28.04,0.014006334
14/06/2013,27.65,-0.012935861
13/06/2013,28.01,0.031921463
12/06/2013,27.13,0.008142162
11/06/2013,26.91,-0.020960503
10/06/2013,27.48,-0.003269758
07/06/2013,27.57,0.020891359
06/06/2013,27,-0.002219757
05/06/2013,27.06,-0.015401845
04/06/2013,27.48,-0.010497834
03/06/2013,27.77,0.007228076
31/05/2013,27.57,-0.018685416
30/05/2013,28.09,-0.003553664
29/05/2013,28.19,-0.0038945
28/05/2013,28.3,0.001414427
24/05/2013,28.26,-0.031693407
23/05/2013,29.17,-0.010571283
22/05/2013,29.48,-0.048337778
21/05/2013,30.94,0.014979114
20/05/2013,30.48,0.023569556
17/05/2013,29.77,0.041494038
16/05/2013,28.56,-0.015633461
15/05/2013,29.01,-0.002753874
14/05/2013,29.09,-0.000687285
13/05/2013,29.11,-0.001716149
10/05/2013,29.16,0.015552413
09/05/2013,28.71,-0.011428696
08/05/2013,29.04,0.049410191
07/05/2013,27.64,0.016047026
06/05/2013,27.2,-0.013511252
03/05/2013,27.57,0.051350567
02/05/2013,26.19,0.006512185
01/05/2013,26.02,-0.036230378
30/04/2013,26.98,0.005202539
29/04/2013,26.84,0.014259153
26/04/2013,26.46,-0.02684725
25/04/2013,27.18,0.009983444
24/04/2013,26.91,-0.022778354
23/04/2013,27.53,0.005828796
22/04/2013,27.37,-0.002918645
19/04/2013,27.45,0.003649639
18/04/2013,27.35,0.007707874
17/04/2013,27.14,-0.031552935
16/04/2013,28.01,0.00107162
15/04/2013,27.98,-0.060666668
12/04/2013,29.73,-0.01634732
11/04/2013,30.22,-0.025805776
10/04/2013,31.01,0.008419739
09/04/2013,30.75,0.027697122
08/04/2013,29.91,0.01414165
05/04/2013,29.49,-0.007432467
04/04/2013,29.71,0.001010271
03/04/2013,29.68,-0.033789236
02/04/2013,30.7,-0.022863659
01/04/2013,31.41,-0.009505775
28/03/2013,31.71,-0.001575548
27/03/2013,31.76,0.005367022
26/03/2013,31.59,0.007626348
25/03/2013,31.35,0.002235351
22/03/2013,31.28,0.000639591
21/03/2013,31.26,0.00064
20/03/2013,31.24,0.014834197
19/03/2013,30.78,-0.026924703
18/03/2013,31.62,-0.019107864
15/03/2013,32.23,-0.00124031
14/03/2013,32.27,-0.000619579
13/03/2013,32.29,-0.003400838
12/03/2013,32.4,-0.010744539
11/03/2013,32.75,-0.002439769
08/03/2013,32.83,0.018445036
07/03/2013,32.23,0.024816728
06/03/2013,31.44,0.034625689
05/03/2013,30.37,0.017605504
04/03/2013,29.84,-0.01496785
01/03/2013,30.29,-0.005924968
28/02/2013,30.47,-0.007845741
27/02/2013,30.71,0.024391453
26/02/2013,29.97,0.009386593
25/02/2013,29.69,-0.04188576
22/02/2013,30.96,-0.000968523
21/02/2013,30.99,-0.016322974
20/02/2013,31.5,-0.035550984
19/02/2013,32.64,-0.035218087
15/02/2013,33.81,-0.006485872
14/02/2013,34.03,0.017190702
13/02/2013,33.45,0.005997019
12/02/2013,33.25,-0.008982096
11/02/2013,33.55,0.008380773
08/02/2013,33.27,0.005122808
07/02/2013,33.1,-0.014397369
06/02/2013,33.58,0.04258551
05/02/2013,32.18,0.005296788
04/02/2013,32.01,-0.033786998
01/02/2013,33.11,0.045097203
31/01/2013,31.65,0.015602928
30/01/2013,31.16,0.003536413
29/01/2013,31.05,0.035401927
28/01/2013,29.97,-0.010620744
25/01/2013,30.29,0.003306881
24/01/2013,30.19,-0.021626007
23/01/2013,30.85,0.009117614
22/01/2013,30.57,0.02249516
18/01/2013,29.89,-0.006004021
17/01/2013,30.07,0.015415855
16/01/2013,29.61,-0.044260857
15/01/2013,30.95,0.029177615
14/01/2013,30.06,-0.017150816
11/01/2013,30.58,-0.014285957
10/01/2013,31.02,-0.010582109
09/01/2013,31.35,-0.000637755
08/01/2013,31.37,-0.029215208
07/01/2013,32.3,0.002169534
04/01/2013,32.23,0.03215914
03/01/2013,31.21,-0.01115194
02/01/2013,31.56,0.038764543
31/12/2012,30.36,0.039985169
28/12/2012,29.17,-0.018342906
27/12/2012,29.71,-0.012709201
26/12/2012,30.09,0.008678292
24/12/2012,29.83,-0.011996145
21/12/2012,30.19,0.000662691
20/12/2012,30.17,0.018398244
19/12/2012,29.62,-0.005722958
18/12/2012,29.79,0.044268679
17/12/2012,28.5,0.002107482
14/12/2012,28.44,0.01452124
13/12/2012,28.03,-0.000356697
12/12/2012,28.04,-0.002137514
11/12/2012,28.1,0.020130083
10/12/2012,27.54,0.031725272
07/12/2012,26.68,0.011687221
06/12/2012,26.37,-0.012436565
05/12/2012,26.7,0.013954592
04/12/2012,26.33,0.027726073
03/12/2012,25.61,-0.02201286
30/11/2012,26.18,-0.005333346
29/11/2012,26.32,0.006479916
28/11/2012,26.15,0.011151817
27/11/2012,25.86,-0.013062037
26/11/2012,26.2,-0.02487878
23/11/2012,26.86,0.018411191
21/11/2012,26.37,0.00646759
20/11/2012,26.2,-0.008740318
19/11/2012,26.43,0.01678788
16/11/2012,25.99,-0.00384025
15/11/2012,26.09,-0.013704059
14/11/2012,26.45,-0.023169945
13/11/2012,27.07,-0.044082282
12/11/2012,28.29,0.055226528
09/11/2012,26.77,0.003367636
08/11/2012,26.68,-0.028087582
07/11/2012,27.44,-0.042802539
06/11/2012,28.64,0.033371929
05/11/2012,27.7,0.01235032
02/11/2012,27.36,-0.014153747
01/11/2012,27.75,0.051767565
31/10/2012,26.35,-0.013569752
26/10/2012,26.71,-0.022581008
25/10/2012,27.32,-0.023513473
24/10/2012,27.97,-0.121708108
23/10/2012,31.59,-0.040328045
22/10/2012,32.89,0.002435313
19/10/2012,32.81,-0.028839487
18/10/2012,33.77,0.01762555
17/10/2012,33.18,0.012739026
16/10/2012,32.76,0.025975486
15/10/2012,31.92,0.01578814
12/10/2012,31.42,-0.009502764
11/10/2012,31.72,0.025544173
10/10/2012,30.92,-0.032768957
09/10/2012,31.95,0.009750038
08/10/2012,31.64,0.017857617
05/10/2012,31.08,-0.000643294
04/10/2012,31.1,0.007746972
03/10/2012,30.86,-0.004526358
02/10/2012,31,-0.035802969
01/10/2012,32.13,0.007184163
28/09/2012,31.9,-0.014008011
27/09/2012,32.35,0.030443274
26/09/2012,31.38,-0.008251396
25/09/2012,31.64,-0.042388403
24/09/2012,33.01,-0.009347271
21/09/2012,33.32,-0.003295883
20/09/2012,33.43,-0.016318416
19/09/2012,33.98,-0.00849822
18/09/2012,34.27,-0.021363399
17/09/2012,35.01,-0.048504491
14/09/2012,36.75,0.055670925
13/09/2012,34.76,0.025642431
12/09/2012,33.88,0.018770103
11/09/2012,33.25,0.044902992
10/09/2012,31.79,-0.013435603
07/09/2012,32.22,0.043774829
06/09/2012,30.84,0.056357636
05/09/2012,29.15,0.014165032
04/09/2012,28.74,-0.03083492
31/08/2012,29.64,0.010513917
30/08/2012,29.33,-0.029231041
29/08/2012,30.2,-0.011522761
28/08/2012,30.55,-0.001962067
27/08/2012,30.61,-0.005213436
24/08/2012,30.77,-0.020586124
23/08/2012,31.41,-0.049381248
22/08/2012,33,-0.010550211
21/08/2012,33.35,0.02305228
20/08/2012,32.59,0.005538476
17/08/2012,32.41,-0.001849569
16/08/2012,32.47,0.030646551
15/08/2012,31.49,-0.011995093
14/08/2012,31.87,-0.003758226
13/08/2012,31.99,-0.016431931
10/08/2012,32.52,0.001846723
09/08/2012,32.46,0.005560719
08/08/2012,32.28,0.013724482
07/08/2012,31.84,0.028027312
06/08/2012,30.96,0.025516595
03/08/2012,30.18,0.050282331
02/08/2012,28.7,-0.023757358
01/08/2012,29.39,-0.021542402
31/07/2012,30.03,0.002000001
30/07/2012,29.97,-0.007313862
27/07/2012,30.19,0.045400751
26/07/2012,28.85,0.030977486
25/07/2012,27.97,-0.023671835
24/07/2012,28.64,-0.033983019
23/07/2012,29.63,-0.040025187
20/07/2012,30.84,-0.040043481
19/07/2012,32.1,0.006877176
18/07/2012,31.88,0.022843633
17/07/2012,31.16,0
16/07/2012,31.16,-0.014338305
13/07/2012,31.61,0.022070303
12/07/2012,30.92,0.005188079
11/07/2012,30.76,-0.011314166
10/07/2012,31.11,-0.019418086
09/07/2012,31.72,-0.004403908
06/07/2012,31.86,-0.022654188
05/07/2012,32.59,-0.011592564
03/07/2012,32.97,0.038020342
02/07/2012,31.74,-0.004714766
29/06/2012,31.89,0.053457672
28/06/2012,30.23,0.016005677
27/06/2012,29.75,0.038723358
26/06/2012,28.62,0.019404384
25/06/2012,28.07,-0.02114989
22/06/2012,28.67,-0.012133968
21/06/2012,29.02,-0.065356588
20/06/2012,30.98,0.025831091
19/06/2012,30.19,0.044015229
18/06/2012,28.89,-0.020555708
15/06/2012,29.49,0.015721445
14/06/2012,29.03,0.028298832
13/06/2012,28.22,-0.02415661
12/06/2012,28.91,0.01183034
11/06/2012,28.57,-0.058790496
08/06/2012,30.3,-0.029911203
07/06/2012,31.22,0.003208216
06/06/2012,31.12,0.014891826
05/06/2012,30.66,0.02845048
04/06/2012,29.8,-0.017628928
01/06/2012,30.33,-0.057341567
31/05/2012,32.12,-0.026422428
30/05/2012,32.98,-0.058589234
29/05/2012,34.97,0.024899955
25/05/2012,34.11,-0.019451912
24/05/2012,34.78,-0.023864769
23/05/2012,35.62,0.02876462
22/05/2012,34.61,-0.009489647
21/05/2012,34.94,0.05168502
18/05/2012,33.18,-0.016736792
17/05/2012,33.74,-0.047179926
16/05/2012,35.37,-0.033910976
15/05/2012,36.59,-0.060705001
14/05/2012,38.88,-0.018096582
11/05/2012,39.59,-0.008050358
10/05/2012,39.91,-0.001502254
09/05/2012,39.97,-0.009710023
08/05/2012,40.36,-0.018168926
07/05/2012,41.1,-0.005822433
04/05/2012,41.34,-0.022956532
03/05/2012,42.3,-0.01734283
02/05/2012,43.04,-0.018644803
01/05/2012,43.85,0.020970926
30/04/2012,42.94,0.015016706
27/04/2012,42.3,-0.006832398
26/04/2012,42.59,-0.004684946
25/04/2012,42.79,0.059208822
24/04/2012,40.33,0.014234227
23/04/2012,39.76,-0.017205262
20/04/2012,40.45,-0.010329654
19/04/2012,40.87,-0.00949721
18/04/2012,41.26,-0.00652255
17/04/2012,41.53,0.030064589
16/04/2012,40.3,0.00797214
13/04/2012,39.98,-0.034176651
12/04/2012,41.37,0.05311422
11/04/2012,39.23,0.020603356
10/04/2012,38.43,-0.018306557
09/04/2012,39.14,-0.004079557
05/04/2012,39.3,-0.011385322
04/04/2012,39.75,-0.02460057
03/04/2012,40.74,-0.025446666
02/04/2012,41.79,0.014947241
30/03/2012,41.17,0.012219116
29/03/2012,40.67,-0.002946233
28/03/2012,40.79,-0.029708742
27/03/2012,42.02,-0.001664487
26/03/2012,42.09,0.002140564
23/03/2012,42,0.010050336
22/03/2012,41.58,-0.027047912
21/03/2012,42.72,-0.01071023
20/03/2012,43.18,-0.022215502
19/03/2012,44.15,0.0150619
16/03/2012,43.49,0.014825382
15/03/2012,42.85,0.030808124
14/03/2012,41.55,-0.005998818
13/03/2012,41.8,0.030607199
12/03/2012,40.54,-0.018573359
09/03/2012,41.3,0.010710911
08/03/2012,40.86,0.016284594
07/03/2012,40.2,-0.004219939
06/03/2012,40.37,-0.045754077
05/03/2012,42.26,-0.035792805
02/03/2012,43.8,-0.016978337
01/03/2012,44.55,0.015381439
29/02/2012,43.87,0.000912201
28/02/2012,43.83,-0.004325562
27/02/2012,44.02,-0.004306932
24/02/2012,44.21,0.003171729
23/02/2012,44.07,0.006602187
22/02/2012,43.78,-0.029705154
21/02/2012,45.1,-0.00640957
17/02/2012,45.39,-0.0050544
16/02/2012,45.62,0.02149191
15/02/2012,44.65,-0.008474627
14/02/2012,45.03,-0.022833045
13/02/2012,46.07,0.010692955
10/02/2012,45.58,-0.045042999
09/02/2012,47.68,0.005257083
08/02/2012,47.43,-0.021483775
07/02/2012,48.46,0.001238902
06/02/2012,48.4,0.002482417
03/02/2012,48.28,0.028999721
02/02/2012,46.9,0.008565363
01/02/2012,46.5,0.024160496
31/01/2012,45.39,-0.012697193
30/01/2012,45.97,-0.015755155
27/01/2012,46.7,-0.021396855
26/01/2012,47.71,-0.047481806
25/01/2012,50.03,-0.015273529
24/01/2012,50.8,0.007706786
23/01/2012,50.41,-0.013594929
20/01/2012,51.1,-0.010124697
19/01/2012,51.62,0.039313705
18/01/2012,49.63,0.00707717
17/01/2012,49.28,0.005698021
13/01/2012,49,-0.019402387
12/01/2012,49.96,-0.0006003
11/01/2012,49.99,0.01045656
10/01/2012,49.47,0.025177873
09/01/2012,48.24,0.005404295
06/01/2012,47.98,-0.004782211
05/01/2012,48.21,-0.01318791
04/01/2012,48.85,-0.027459832
03/01/2012,50.21,0.049188571
30/12/2011,47.8,-0.00292459
29/12/2011,47.94,0.012172238
28/12/2011,47.36,-0.027079347
27/12/2011,48.66,0.011159446
23/12/2011,48.12,-0.006628028
22/12/2011,48.44,0.055168846
21/12/2011,45.84,0.00283998
20/12/2011,45.71,0.064611447
19/12/2011,42.85,-0.042491545
16/12/2011,44.71,0.014871838
15/12/2011,44.05,0.007748444
14/12/2011,43.71,-0.013633476
13/12/2011,44.31,-0.045657947
12/12/2011,46.38,-0.052499983
09/12/2011,48.88,0.034550783
08/12/2011,47.22,-0.048366525
07/12/2011,49.56,-0.006636525
06/12/2011,49.89,0.001604815
05/12/2011,49.81,-0.002606518
02/12/2011,49.94,0.000600901
01/12/2011,49.91,-0.00619197
30/11/2011,50.22,0.095409747
29/11/2011,45.65,-0.008506977
28/11/2011,46.04,0.060665348
25/11/2011,43.33,0.008575786
23/11/2011,42.96,-0.054581643
22/11/2011,45.37,-0.012485104
21/11/2011,45.94,-0.027904794
18/11/2011,47.24,0.006157786
17/11/2011,46.95,-0.02958982
16/11/2011,48.36,-0.03334998
15/11/2011,50,0.006420568
14/11/2011,49.68,-0.006220548
11/11/2011,49.99,0.047940355
10/11/2011,47.65,0.025721473
09/11/2011,46.44,-0.07085734
08/11/2011,49.85,0.004624518
07/11/2011,49.62,0
04/11/2011,49.62,0.037577566
03/11/2011,47.79,0.027149069
02/11/2011,46.51,0.028570256
01/11/2011,45.2,-0.026202372
31/10/2011,46.4,-0.078914751
28/10/2011,50.21,0.067770186
27/10/2011,46.92,0.072011673
26/10/2011,43.66,0.081073931
25/10/2011,40.26,-0.063746479
24/10/2011,42.91,0.05632254
21/10/2011,40.56,0.046426097
20/10/2011,38.72,0.007517858
19/10/2011,38.43,-0.038039047
18/10/2011,39.92,0.034661982
17/10/2011,38.56,-0.051306261
14/10/2011,40.59,0.013642776
13/10/2011,40.04,0.01332515
12/10/2011,39.51,0.009408842
11/10/2011,39.14,0.003839759
10/10/2011,38.99,0.046190315
07/10/2011,37.23,-0.02519693
06/10/2011,38.18,0.075599998
05/10/2011,35.4,0.076893247
04/10/2011,32.78,-0.029161844
03/10/2011,33.75,-0.091667189
30/09/2011,36.99,-0.047772641
29/09/2011,38.8,-0.011531198
28/09/2011,39.25,-0.058629377
27/09/2011,41.62,0.070934069
26/09/2011,38.77,0.0349071
23/09/2011,37.44,0.015341439
22/09/2011,36.87,-0.13975015
21/09/2011,42.4,-0.063506149
20/09/2011,45.18,-0.033303763
19/09/2011,46.71,-0.015085806
16/09/2011,47.42,-0.011740177
15/09/2011,47.98,0.036290454
14/09/2011,46.27,0.025168196
13/09/2011,45.12,0.025363272
12/09/2011,43.99,-0.017129109
09/09/2011,44.75,-0.02885345
08/09/2011,46.06,-0.030784817
07/09/2011,47.5,0.074269929
06/09/2011,44.1,-0.05299253
02/09/2011,46.5,-0.053795538
01/09/2011,49.07,-0.02117228
31/08/2011,50.12,0.019339845
30/08/2011,49.16,0.008580237
29/08/2011,48.74,0.052222391
26/08/2011,46.26,0.044196322
25/08/2011,44.26,-0.039212023
24/08/2011,46.03,0.019746144
23/08/2011,45.13,0.061927265
22/08/2011,42.42,-0.008918153
19/08/2011,42.8,-0.02058114
18/08/2011,43.69,-0.073879061
17/08/2011,47.04,-0.022075952
16/08/2011,48.09,-0.024444064
15/08/2011,49.28,0.017605368
12/08/2011,48.42,0.018762276
11/08/2011,47.52,0.078325608
10/08/2011,43.94,-0.054905334
09/08/2011,46.42,0.086815556
08/08/2011,42.56,-0.130648953
05/08/2011,48.5,-0.016563102
04/08/2011,49.31,-0.080619737
03/08/2011,53.45,0.004688241
02/08/2011,53.2,-0.05147185
01/08/2011,56.01,-0.038183272
29/07/2011,58.19,-0.013993402
28/07/2011,59.01,-0.028730889
27/07/2011,60.73,-0.051194492
26/07/2011,63.92,-0.02273704
25/07/2011,65.39,-0.003206354
22/07/2011,65.6,-0.009406836
21/07/2011,66.22,0.030200808
20/07/2011,64.25,-0.008832474
19/07/2011,64.82,0.005414198
18/07/2011,64.47,-0.027989898
15/07/2011,66.3,0.094857793
14/07/2011,60.3,-0.03359194
13/07/2011,62.36,0.037579982
12/07/2011,60.06,-0.011752184
11/07/2011,60.77,-0.013727949
08/07/2011,61.61,-0.010013004
07/07/2011,62.23,0.029682544
06/07/2011,60.41,-0.037525722
05/07/2011,62.72,-0.003342621
01/07/2011,62.93,-0.008544356
30/06/2011,63.47,-0.012836745
29/06/2011,64.29,0.042255333
28/06/2011,61.63,0.04174865
27/06/2011,59.11,-0.0151111
24/06/2011,60.01,-0.012420463
23/06/2011,60.76,0.014088242
22/06/2011,59.91,-0.025705815
21/06/2011,61.47,0.024204689
20/06/2011,60,0.023268627
17/06/2011,58.62,0.003246479
16/06/2011,58.43,-0.03398712
15/06/2011,60.45,-0.022895522
14/06/2011,61.85,0.02753821
13/06/2011,60.17,-0.025920086
10/06/2011,61.75,-0.000971188
09/06/2011,61.81,0.037584777
08/06/2011,59.53,-0.031092301
07/06/2011,61.41,-0.013746477
06/06/2011,62.26,-0.014193684
03/06/2011,63.15,-0.037147794
02/06/2011,65.54,0.008273373
01/06/2011,65,-0.030305349
31/05/2011,67,0.008543858
27/05/2011,66.43,-0.004505865
26/05/2011,66.73,0.012061054
25/05/2011,65.93,0.014821877
24/05/2011,64.96,0.015826552
23/05/2011,63.94,0.002505482
20/05/2011,63.78,-0.024164745
19/05/2011,65.34,-0.023295563
18/05/2011,66.88,0.00179587
17/05/2011,66.76,-0.020313546
16/05/2011,68.13,-0.009931438
13/05/2011,68.81,-0.023554155
12/05/2011,70.45,0.027923518
11/05/2011,68.51,-0.051906156
10/05/2011,72.16,0.022564197
09/05/2011,70.55,0.007826436
06/05/2011,70,0.010627703
05/05/2011,69.26,-0.010056111
04/05/2011,69.96,-0.004278997
03/05/2011,70.26,-0.000142318
02/05/2011,70.27,-0.024321154
29/04/2011,72,0.007388338
28/04/2011,71.47,-0.017613658
27/04/2011,72.74,0.02294476
26/04/2011,71.09,0.017453441
25/04/2011,69.86,0.006606372
21/04/2011,69.4,0.004911176
20/04/2011,69.06,0.011358794
19/04/2011,68.28,0.038517972
18/04/2011,65.7,-0.025694449
15/04/2011,67.41,0.052066554
14/04/2011,63.99,-0.002964815
13/04/2011,64.18,0.000155824
12/04/2011,64.17,0.013492517
11/04/2011,63.31,-0.004570176
08/04/2011,63.6,-0.026684798
07/04/2011,65.32,-0.019706565
06/04/2011,66.62,-0.019031202
05/04/2011,67.9,0.006797721
04/04/2011,67.44,0.001780944
01/04/2011,67.32,-0.005924188
31/03/2011,67.72,-0.000590493
30/03/2011,67.76,0.026923553
29/03/2011,65.96,0.018669249
28/03/2011,64.74,-0.005084365
25/03/2011,65.07,-0.002762433
24/03/2011,65.25,0.010785929
23/03/2011,64.55,0.002792431
22/03/2011,64.37,0.006702542
21/03/2011,63.94,0.04904043
18/03/2011,60.88,-0.001805203
17/03/2011,60.99,0.005755175
16/03/2011,60.64,-0.043246494
15/03/2011,63.32,-0.009900293
14/03/2011,63.95,-0.003434284
11/03/2011,64.17,0.049678824
10/03/2011,61.06,-0.018337228
09/03/2011,62.19,-0.028220008
08/03/2011,63.97,0.005486337
07/03/2011,63.62,-0.028052983
04/03/2011,65.43,-0.013510642
03/03/2011,66.32,0.045500947
02/03/2011,63.37,-0.01394679
01/03/2011,64.26,-0.042948583
28/02/2011,67.08,0.010791472
25/02/2011,66.36,0.02116884
24/02/2011,64.97,0.022570808
23/02/2011,63.52,-0.027024474
22/02/2011,65.26,-0.048746382
18/02/2011,68.52,-0.009296987
17/02/2011,69.16,0.009442941
16/02/2011,68.51,-0.001021227
15/02/2011,68.58,-0.0111652
14/02/2011,69.35,0.027483092
11/02/2011,67.47,0.014030081
10/02/2011,66.53,0.013163062
09/02/2011,65.66,-0.026451798
08/02/2011,67.42,0.002524691
07/02/2011,67.25,0.005367539
04/02/2011,66.89,0.003444406
03/02/2011,66.66,0.008890287
02/02/2011,66.07,-0.005132862
01/02/2011,66.41,0.018541565
31/01/2011,65.19,0.023592589
