Date,Close,WYNN
07/03/2013,117.21,-0.000767558
06/03/2013,117.3,0.011144565
05/03/2013,116,-0.004730174
04/03/2013,116.55,-0.000171585
01/03/2013,116.57,-0.002826918
28/02/2013,116.9,-0.006310245
27/02/2013,117.64,0.018358584
26/02/2013,115.5,-0.000519346
25/02/2013,115.56,-0.015285828
22/02/2013,117.34,0.015545467
21/02/2013,115.53,-0.008875925
20/02/2013,116.56,-0.032330311
19/02/2013,120.39,-0.021122626
15/02/2013,122.96,-0.001949952
14/02/2013,123.2,0.006514681
13/02/2013,122.4,-0.002203453
12/02/2013,122.67,-0.011589869
11/02/2013,124.1,-0.019312706
08/02/2013,126.52,0.029599113
07/02/2013,122.83,-0.003819125
06/02/2013,123.3,-0.019675399
05/02/2013,125.75,0.007903917
04/02/2013,124.76,-0.01282222
01/02/2013,126.37,0.009141921
31/01/2013,125.22,0.013912009
30/01/2013,123.49,0.008947514
29/01/2013,122.39,-0.009352323
28/01/2013,123.54,-0.0031519
25/01/2013,123.93,0.010137551
24/01/2013,122.68,-0.003661369
23/01/2013,123.13,-0.009618179
22/01/2013,124.32,0.002093567
18/01/2013,124.06,0.004848103
17/01/2013,123.46,0.004058118
16/01/2013,122.96,-0.006808261
15/01/2013,123.8,0.008110345
14/01/2013,122.8,-0.001546036
11/01/2013,122.99,0.000732035
10/01/2013,122.9,0.011292158
09/01/2013,121.52,0.003544788
08/01/2013,121.09,-0.000825491
07/01/2013,121.19,0.003388853
04/01/2013,120.78,0.011994147
03/01/2013,119.34,0.010698893
02/01/2013,118.07,0.04841334
31/12/2012,112.49,0.025388472
28/12/2012,109.67,-0.012144431
27/12/2012,111.01,-0.004852634
26/12/2012,111.55,-0.008658063
24/12/2012,112.52,-0.008759955
21/12/2012,113.51,-0.006760639
20/12/2012,114.28,0.00561602
19/12/2012,113.64,-0.002724199
18/12/2012,113.95,0.00228431
17/12/2012,113.69,-0.000527612
14/12/2012,113.75,-0.004123355
13/12/2012,114.22,0.006676061
12/12/2012,113.46,0.032789823
11/12/2012,109.8,-0.002183407
10/12/2012,110.04,-0.001997277
07/12/2012,110.26,-0.010734847
06/12/2012,111.45,0.013641297
05/12/2012,109.94,-0.001635918
04/12/2012,110.12,-0.029350711
03/12/2012,113.4,0.008857454
30/11/2012,112.4,0.003297245
29/11/2012,112.03,0.003039516
28/11/2012,111.69,0.031191435
27/11/2012,108.26,0.006393943
26/11/2012,107.57,-0.016229033
23/11/2012,109.33,0.011961865
21/11/2012,108.03,0.010795824
20/11/2012,106.87,0.010157146
19/11/2012,105.79,0.013897045
16/11/2012,104.33,-0.002106473
15/11/2012,104.55,-9.56434E-05
14/11/2012,104.56,-0.022413345
13/11/2012,106.93,-0.00457197
12/11/2012,107.42,-0.008620344
09/11/2012,108.35,-0.008272106
08/11/2012,109.25,-0.016161601
07/11/2012,111.03,-0.010571681
06/11/2012,112.21,0.006168169
05/11/2012,111.52,-0.079932338
02/11/2012,120.8,-0.017234731
01/11/2012,122.9,0.015084726
31/10/2012,121.06,0.01741493
26/10/2012,118.97,-0.012197311
25/10/2012,120.43,0.069983861
24/10/2012,112.29,-0.018441428
23/10/2012,114.38,-0.009397911
22/10/2012,115.46,-0.001384802
19/10/2012,115.62,-0.022914819
18/10/2012,118.3,-0.005479466
17/10/2012,118.95,0.009714966
16/10/2012,117.8,0.013245227
15/10/2012,116.25,0.021212653
12/10/2012,113.81,0.011932788
11/10/2012,112.46,0.012887238
10/10/2012,111.02,-0.006822289
09/10/2012,111.78,-0.008019289
08/10/2012,112.68,-0.009978448
05/10/2012,113.81,-0.00184348
04/10/2012,114.02,-0.007427183
03/10/2012,114.87,0.002265994
02/10/2012,114.61,-0.00842787
01/10/2012,115.58,0.001212016
28/09/2012,115.44,8.66288E-05
27/09/2012,115.43,0.015012938
26/09/2012,113.71,-0.001932877
25/09/2012,113.93,-0.00122807
24/09/2012,114.07,-0.002626512
21/09/2012,114.37,-0.004623378
20/09/2012,114.9,-0.006852015
19/09/2012,115.69,0.025918621
18/09/2012,112.73,0.00230906
17/09/2012,112.47,-0.004878275
14/09/2012,113.02,0.026902627
13/09/2012,110.02,0.023636544
12/09/2012,107.45,0.024971851
11/09/2012,104.8,0.016451379
10/09/2012,103.09,0.003400868
07/09/2012,102.74,0.011650237
06/09/2012,101.55,0.019288727
05/09/2012,99.61,-0.011081829
04/09/2012,100.72,-0.024033723
31/08/2012,103.17,0.003106497
30/08/2012,102.85,-0.019926539
29/08/2012,104.92,-0.002950276
28/08/2012,105.23,-0.002278122
27/08/2012,105.47,0.001328273
24/08/2012,105.33,0.001710377
23/08/2012,105.15,-0.006162617
22/08/2012,105.8,0.003693011
21/08/2012,105.41,-0.001800863
20/08/2012,105.6,0.007604599
17/08/2012,104.8,0.005357839
16/08/2012,104.24,0.039427949
15/08/2012,100.21,0.006708411
14/08/2012,99.54,-0.005909768
13/08/2012,100.13,-0.016835414
10/08/2012,101.83,0.002950435
09/08/2012,101.53,-0.011555162
08/08/2012,102.71,0.000681763
07/08/2012,102.64,0.048303143
06/08/2012,97.8,0.023170255
03/08/2012,95.56,0.021472082
02/08/2012,93.53,-0.01874757
01/08/2012,95.3,0.016398146
31/07/2012,93.75,-0.00849713
30/07/2012,94.55,-0.000634384
27/07/2012,94.61,0.016088994
26/07/2012,93.1,0.003335309
25/07/2012,92.79,-0.002260618
24/07/2012,93,-0.021487903
23/07/2012,95.02,-0.023814363
20/07/2012,97.31,-0.023862634
19/07/2012,99.66,0.034399922
18/07/2012,96.29,-0.011050977
17/07/2012,97.36,0.009494395
16/07/2012,96.44,0.002283817
13/07/2012,96.22,-0.005493096
12/07/2012,96.75,-0.039419461
11/07/2012,100.64,0.004082248
10/07/2012,100.23,0.002197364
09/07/2012,100.01,-0.006776309
06/07/2012,100.69,-0.011160059
05/07/2012,101.82,0.00265526
03/07/2012,101.55,-0.005891033
02/07/2012,102.15,-0.015252639
29/06/2012,103.72,0.016624113
28/06/2012,102.01,-0.003815865
27/06/2012,102.4,0.003521819
26/06/2012,102.04,-0.000195982
25/06/2012,102.06,-0.012270093
22/06/2012,103.32,0.012368079
21/06/2012,102.05,-0.027449293
20/06/2012,104.89,0.003533741
19/06/2012,104.52,0.040913688
18/06/2012,100.33,0.008005647
15/06/2012,99.53,-0.009599114
14/06/2012,100.49,0.002890031
13/06/2012,100.2,-0.012595
12/06/2012,101.47,0.019304082
11/06/2012,99.53,-0.045948988
08/06/2012,104.21,0.015180374
07/06/2012,102.64,-0.01229742
06/06/2012,103.91,0.028503638
05/06/2012,100.99,0.028320832
04/06/2012,98.17,0.008079819
01/06/2012,97.38,-0.056496412
31/05/2012,103.04,-0.014548164
30/05/2012,104.55,-0.000573723
29/05/2012,104.61,0.024874256
25/05/2012,102.04,-0.011594615
24/05/2012,103.23,-0.004156804
23/05/2012,103.66,0.004932073
22/05/2012,103.15,-0.00983994
21/05/2012,104.17,0.021639775
18/05/2012,101.94,0.003931595
17/05/2012,101.54,-0.034078806
16/05/2012,105.06,-0.013143776
15/05/2012,106.45,-0.015288822
14/05/2012,108.09,-0.043538258
11/05/2012,112.9,-0.003095293
10/05/2012,113.25,-0.018546591
09/05/2012,115.37,-0.032910046
08/05/2012,119.23,-0.048778182
07/05/2012,125.19,-0.01749916
04/05/2012,127.4,-0.024424552
03/05/2012,130.55,-0.023468147
02/05/2012,133.65,-0.007899877
01/05/2012,134.71,0.009772186
30/04/2012,133.4,-0.012218897
27/04/2012,135.04,0.006761552
26/04/2012,134.13,0.039772569
25/04/2012,128.9,0.033045868
24/04/2012,124.71,-0.004320698
23/04/2012,125.25,-0.029423142
20/04/2012,128.99,-0.004332025
19/04/2012,129.55,-0.005619073
18/04/2012,130.28,0.043213938
17/04/2012,124.77,0.011284072
16/04/2012,123.37,-0.016958413
13/04/2012,125.48,-0.00635528
12/04/2012,126.28,0.015964579
11/04/2012,124.28,0.017696703
10/04/2012,122.1,-0.017213806
09/04/2012,124.22,-0.013751416
05/04/2012,125.94,0.017461397
04/04/2012,123.76,-0.015394788
03/04/2012,125.68,0.001592611
02/04/2012,125.48,0.004793107
30/03/2012,124.88,-0.000400304
29/03/2012,124.93,-0.010510488
28/03/2012,126.25,-0.020074382
27/03/2012,128.81,-0.009196
26/03/2012,130,0.026738936
23/03/2012,126.57,-0.001894388
22/03/2012,126.81,-0.016114241
21/03/2012,128.87,0.006695758
20/03/2012,128.01,-0.009949557
19/03/2012,129.29,0.018185867
16/03/2012,126.96,-0.008158188
15/03/2012,128,0.015113638
14/03/2012,126.08,0.005966367
13/03/2012,125.33,0.034581368
12/03/2012,121.07,0.00231539
09/03/2012,120.79,-0.02129657
08/03/2012,123.39,0.009118357
07/03/2012,122.27,0.023920031
06/03/2012,119.38,-0.027838084
05/03/2012,122.75,-0.036161047
02/03/2012,127.27,0.041798087
01/03/2012,122.06,0.029262271
29/02/2012,118.54,0.029536025
28/02/2012,115.09,-0.012348501
27/02/2012,116.52,-0.013468791
24/02/2012,118.1,0.015014785
23/02/2012,116.34,-0.011961865
22/02/2012,117.74,-0.014000397
21/02/2012,119.4,0.057838515
17/02/2012,112.69,0.000177494
16/02/2012,112.67,0.011246102
15/02/2012,111.41,0.002246485
14/02/2012,111.16,0.005412245
13/02/2012,110.56,-0.023597806
10/02/2012,113.2,-0.003439308
09/02/2012,113.59,-0.009201309
08/02/2012,114.64,0.017333591
07/02/2012,112.67,-0.001419069
06/02/2012,112.83,-0.018875939
03/02/2012,114.98,-0.049212509
02/02/2012,120.78,0.025406976
01/02/2012,117.75,0.021633602
31/01/2012,115.23,-0.001560874
30/01/2012,115.41,-0.03122055
27/01/2012,119.07,-0.000671648
26/01/2012,119.15,-0.010602428
25/01/2012,120.42,0.016325868
24/01/2012,118.47,0.010180795
23/01/2012,117.27,0.015468213
20/01/2012,115.47,-0.016150166
19/01/2012,117.35,0.004612239
18/01/2012,116.81,0.042943068
17/01/2012,111.9,0.036864242
13/01/2012,107.85,-0.017919156
12/01/2012,109.8,-0.018855717
11/01/2012,111.89,0.039746367
10/01/2012,107.53,0.008311203
09/01/2012,106.64,-0.002809254
06/01/2012,106.94,-0.03581979
05/01/2012,110.84,-0.010500433
04/01/2012,112.01,-0.017347103
03/01/2012,113.97,0.031010237
30/12/2011,110.49,0.001358511
29/12/2011,110.34,0.010202311
28/12/2011,109.22,-0.038702922
27/12/2011,113.53,0.031586753
23/12/2011,110,0.017978837
22/12/2011,108.04,0.000926012
21/12/2011,107.94,0.00334076
20/12/2011,107.58,0.051303079
19/12/2011,102.2,-0.033200066
16/12/2011,105.65,0.010179415
15/12/2011,104.58,0.022140412
14/12/2011,102.29,-0.02051354
13/12/2011,104.41,-0.043389331
12/12/2011,109.04,-0.016553357
09/12/2011,110.86,0.006152752
08/12/2011,110.18,-0.034521557
07/12/2011,114.05,0.003337435
06/12/2011,113.67,-0.034244591
05/12/2011,117.63,-0.006609073
02/12/2011,118.41,-0.004634124
01/12/2011,118.96,-0.013360252
30/11/2011,120.56,0.09039527
29/11/2011,110.14,-0.03969552
28/11/2011,114.6,0.068432071
25/11/2011,107.02,-0.009022897
23/11/2011,107.99,-0.044463841
22/11/2011,112.9,0.007378795
21/11/2011,112.07,-0.082928218
18/11/2011,121.76,0.008081185
17/11/2011,120.78,-0.020244104
16/11/2011,123.25,-0.036721102
15/11/2011,127.86,0.022462191
14/11/2011,125.02,-0.003513258
11/11/2011,125.46,0.048085009
10/11/2011,119.57,-0.035653522
09/11/2011,123.91,-0.040566938
08/11/2011,129.04,0.002482931
07/11/2011,128.72,-0.022507383
04/11/2011,131.65,-0.015376801
03/11/2011,133.69,0.0086392
02/11/2011,132.54,0.030099917
01/11/2011,128.61,-0.032059668
31/10/2011,132.8,-0.038626816
28/10/2011,138.03,0.008293369
27/10/2011,136.89,0.067069298
26/10/2011,128.01,0.038461686
25/10/2011,123.18,-0.035645443
24/10/2011,127.65,0.058472611
21/10/2011,120.4,-0.024368437
20/10/2011,123.37,-0.05442125
19/10/2011,130.27,-0.055105012
18/10/2011,137.65,0.020847852
17/10/2011,134.81,0.002450891
14/10/2011,134.48,0.024083042
13/10/2011,131.28,-0.047817578
12/10/2011,137.71,-0.000435603
11/10/2011,137.77,-0.014126361
10/10/2011,139.73,0.079434577
07/10/2011,129.06,-0.026908824
06/10/2011,132.58,0.100194619
05/10/2011,119.94,0.009971175
04/10/2011,118.75,0.070467643
03/10/2011,110.67,-0.039074738
30/09/2011,115.08,-0.086996894
29/09/2011,125.54,-0.076273404
28/09/2011,135.49,-0.032887433
27/09/2011,140.02,0.023411474
26/09/2011,136.78,-0.013723214
23/09/2011,138.67,-0.002520798
22/09/2011,139.02,-0.057242331
21/09/2011,147.21,-0.039949391
20/09/2011,153.21,-0.032745607
19/09/2011,158.31,0.039885453
16/09/2011,152.12,0.016637775
15/09/2011,149.61,0.006437359
14/09/2011,148.65,-0.013630197
13/09/2011,150.69,-0.00681197
12/09/2011,151.72,0.02192325
09/09/2011,148.43,-0.026854389
08/09/2011,152.47,-0.001179864
07/09/2011,152.65,0.024939941
06/09/2011,148.89,0.006671409
02/09/2011,147.9,-0.032724389
01/09/2011,152.82,-0.012356273
31/08/2011,154.72,0.007916465
30/08/2011,153.5,0.042519961
29/08/2011,147.11,0.047112556
26/08/2011,140.34,0.022701223
25/08/2011,137.19,-0.019346593
24/08/2011,139.87,0.012445756
23/08/2011,138.14,0.060887071
22/08/2011,129.98,-0.010408788
19/08/2011,131.34,-0.034865505
18/08/2011,136,-0.081851026
17/08/2011,147.6,0.004889985
16/08/2011,146.88,-0.015001295
15/08/2011,149.1,0.025679014
12/08/2011,145.32,0.030745854
11/08/2011,140.92,0.045290759
10/08/2011,134.68,-0.036452498
09/08/2011,139.68,0.095875918
08/08/2011,126.91,-0.097521185
05/08/2011,139.91,-0.008256862
04/08/2011,141.07,-0.072978209
03/08/2011,151.75,0.032958975
02/08/2011,146.83,-0.049039855
01/08/2011,154.21,0.003442791
29/07/2011,153.68,-0.011322951
28/07/2011,155.43,-0.023777344
27/07/2011,159.17,-0.030685983
26/07/2011,164.13,-0.002980991
25/07/2011,164.62,-0.003819691
22/07/2011,165.25,0.009057537
21/07/2011,163.76,0.022103758
20/07/2011,160.18,-0.012963432
19/07/2011,162.27,-0.01601697
18/07/2011,164.89,0.013862394
15/07/2011,162.62,0.023896594
14/07/2011,158.78,0.015422512
13/07/2011,156.35,-0.003320353
12/07/2011,156.87,0.000382555
11/07/2011,156.81,-0.027300727
08/07/2011,161.15,0.022973644
07/07/2011,157.49,0.027030412
06/07/2011,153.29,0.013992674
05/07/2011,151.16,0.010574368
01/07/2011,149.57,0.041150769
30/06/2011,143.54,0.023472443
29/06/2011,140.21,0.005578616
28/06/2011,139.43,0.03748658
27/06/2011,134.3,0.022362864
24/06/2011,131.33,-0.011507433
23/06/2011,132.85,-0.001654633
22/06/2011,133.07,-0.017579596
21/06/2011,135.43,0.023609614
20/06/2011,132.27,0.021936906
17/06/2011,129.4,-0.004241379
16/06/2011,129.95,-0.003226801
15/06/2011,130.37,-0.020423593
14/06/2011,133.06,0.024959445
13/06/2011,129.78,-0.016885453
10/06/2011,131.99,-0.024029001
09/06/2011,135.2,0.004447746
08/06/2011,134.6,-0.011009014
07/06/2011,136.09,-0.037568858
06/06/2011,141.3,-0.014822371
03/06/2011,143.41,-0.019678199
02/06/2011,146.26,0.002738602
01/06/2011,145.86,-0.00451468
31/05/2011,146.52,0.000819336
27/05/2011,146.4,0.007266776
26/05/2011,145.34,0.015182794
25/05/2011,143.15,0.009828089
24/05/2011,141.75,-0.005066509
23/05/2011,142.47,-0.017464351
20/05/2011,144.98,-0.01390481
19/05/2011,147.01,0.00102086
18/05/2011,146.86,0.027684623
17/05/2011,142.85,0.016302983
16/05/2011,140.54,-0.039962083
13/05/2011,146.27,-0.003821226
12/05/2011,146.83,-0.012184541
11/05/2011,148.63,-0.007440461
10/05/2011,149.74,0.034168717
09/05/2011,144.71,0.002560112
06/05/2011,144.34,0.004513426
05/05/2011,143.69,0.003904893
04/05/2011,143.13,-0.020401109
03/05/2011,146.08,-0.012179093
02/05/2011,147.87,0.004881035
29/04/2011,147.15,0.00983413
28/04/2011,145.71,-0.007180254
27/04/2011,146.76,0.003891454
26/04/2011,146.19,-0.006681236
25/04/2011,147.17,-0.003662511
21/04/2011,147.71,-0.001420695
20/04/2011,147.92,0.062701378
19/04/2011,138.93,-0.01123728
18/04/2011,140.5,0.014626014
15/04/2011,138.46,0.025603037
14/04/2011,134.96,-0.001406834
13/04/2011,135.15,0.037774479
12/04/2011,130.14,-0.01396383
11/04/2011,131.97,-0.004536184
08/04/2011,132.57,-0.020974831
07/04/2011,135.38,0.008009536
06/04/2011,134.3,0.008674897
05/04/2011,133.14,0.001352875
04/04/2011,132.96,-0.000375982
01/04/2011,133.01,0.044978177
31/03/2011,127.16,-0.003924344
30/03/2011,127.66,0.014041408
29/03/2011,125.88,0.006055795
28/03/2011,125.12,-0.015150002
25/03/2011,127.03,0.0222081
24/03/2011,124.24,0.026672598
23/03/2011,120.97,0.021389403
22/03/2011,118.41,-0.027898716
21/03/2011,121.76,0.044504028
18/03/2011,116.46,-0.01466102
17/03/2011,118.18,0.009693129
16/03/2011,117.04,-0.034678762
15/03/2011,121.17,-0.023006399
14/03/2011,123.99,0.001614336
11/03/2011,123.79,0.005670786
10/03/2011,123.09,-0.039817347
09/03/2011,128.09,0.008073726
08/03/2011,127.06,0.005207934
07/03/2011,126.4,-0.034294407
04/03/2011,130.81,0.002142803
03/03/2011,130.53,0.034686459
02/03/2011,126.08,0.001984837
01/03/2011,125.83,0.023316702
28/02/2011,122.93,0.008906379
25/02/2011,121.84,0.021151205
24/02/2011,119.29,-0.008763566
23/02/2011,120.34,-0.022432229
22/02/2011,123.07,-0.036930464
18/02/2011,127.7,-0.005933809
17/02/2011,128.46,0.004525248
16/02/2011,127.88,-0.00249922
15/02/2011,128.2,0.001951982
14/02/2011,127.95,-0.008947735
11/02/2011,129.1,0.071846336
10/02/2011,120.15,-0.011420184
09/02/2011,121.53,0.011170527
08/02/2011,120.18,0.018221252
07/02/2011,118.01,-0.000423603
04/02/2011,118.06,-0.011286231
03/02/2011,119.4,0.004448742
02/02/2011,118.87,-0.002604496
01/02/2011,119.18,0.024203975
31/01/2011,116.33,0.015768824
