Date,Close,PLD
28/06/2013,37.72,-0.007921879
27/06/2013,38.02,0.023687069
26/06/2013,37.13,0.005671859
25/06/2013,36.92,0.029688822
24/06/2013,35.84,-0.014404681
21/06/2013,36.36,0.021123631
20/06/2013,35.6,-0.037490609
19/06/2013,36.96,-0.036657491
18/06/2013,38.34,-0.003125003
17/06/2013,38.46,-0.000519886
14/06/2013,38.48,0.005472326
13/06/2013,38.27,0.030510392
12/06/2013,37.12,-0.009117789
11/06/2013,37.46,-0.018252061
10/06/2013,38.15,-0.022804823
07/06/2013,39.03,-0.005875608
06/06/2013,39.26,0.010240745
05/06/2013,38.86,-0.014307858
04/06/2013,39.42,-0.02505141
03/06/2013,40.42,0.002973243
31/05/2013,40.3,-0.019656653
30/05/2013,41.1,-0.018322596
29/05/2013,41.86,-0.013760597
28/05/2013,42.44,-0.000235599
24/05/2013,42.45,0.00165036
23/05/2013,42.38,-0.026084385
22/05/2013,43.5,-0.028777334
21/05/2013,44.77,0.013266074
20/05/2013,44.18,0.007041483
17/05/2013,43.87,0
16/05/2013,43.87,0.000684073
15/05/2013,43.84,0.010778685
14/05/2013,43.37,0.003001965
13/05/2013,43.24,-0.001848429
10/05/2013,43.32,0.009509523
09/05/2013,42.91,-0.00465009
08/05/2013,43.11,0.003020098
07/05/2013,42.98,0.002795901
06/05/2013,42.86,0.00280374
03/05/2013,42.74,0.008458697
02/05/2013,42.38,0.011152091
01/05/2013,41.91,-0.000953971
30/04/2013,41.95,0.005497803
29/04/2013,41.72,0.002880463
26/04/2013,41.6,0.003612286
25/04/2013,41.45,-0.029242545
24/04/2013,42.68,0.017490401
23/04/2013,41.94,0.010305663
22/04/2013,41.51,-0.001925392
19/04/2013,41.59,0.023599198
18/04/2013,40.62,-0.009555383
17/04/2013,41.01,-0.009706458
16/04/2013,41.41,0.020247063
15/04/2013,40.58,-0.012976067
12/04/2013,41.11,-0.000729483
11/04/2013,41.14,0.021622464
10/04/2013,40.26,0.010236015
09/04/2013,39.85,-0.005006268
08/04/2013,40.05,0.017632699
05/04/2013,39.35,-0.007847148
04/04/2013,39.66,0.000504414
03/04/2013,39.64,-0.012534634
02/04/2013,40.14,0.005495892
01/04/2013,39.92,-0.001501878
28/03/2013,39.98,0.003006014
27/03/2013,39.86,-0.007000029
26/03/2013,40.14,0.028811697
25/03/2013,39,0.002824498
22/03/2013,38.89,0.009559561
21/03/2013,38.52,-0.005436907
20/03/2013,38.73,0.01064254
19/03/2013,38.32,-0.005984147
18/03/2013,38.55,-0.006206381
15/03/2013,38.79,-0.003345776
14/03/2013,38.92,-0.002566078
13/03/2013,39.02,0.00539639
12/03/2013,38.81,-0.0079559
11/03/2013,39.12,-0.002297971
08/03/2013,39.21,-0.006102231
07/03/2013,39.45,-0.010088358
06/03/2013,39.85,-0.004506768
05/03/2013,40.03,0.005511036
04/03/2013,39.81,0.013148103
01/03/2013,39.29,0.008948034
28/02/2013,38.94,0.007475225
27/02/2013,38.65,0.007270871
26/02/2013,38.37,0.001303951
25/02/2013,38.32,-0.028301349
22/02/2013,39.42,0.016368652
21/02/2013,38.78,-0.010261763
20/02/2013,39.18,-0.012176711
19/02/2013,39.66,0.02089248
15/02/2013,38.84,-0.009481173
14/02/2013,39.21,-0.006609073
13/02/2013,39.47,-0.003288229
12/02/2013,39.6,0.006841532
11/02/2013,39.33,-0.003553303
08/02/2013,39.47,0.001267588
07/02/2013,39.42,-0.012353617
06/02/2013,39.91,-0.009228149
05/02/2013,40.28,0.000496648
04/02/2013,40.26,-0.005449605
01/02/2013,40.48,0.014431701
31/01/2013,39.9,-0.00375235
30/01/2013,40.05,-0.017081737
29/01/2013,40.74,-0.00465288
28/01/2013,40.93,0.007110487
25/01/2013,40.64,0.011383444
24/01/2013,40.18,0.01353065
23/01/2013,39.64,0.008105414
22/01/2013,39.32,-0.004567377
18/01/2013,39.5,0.019944409
17/01/2013,38.72,0.006997566
16/01/2013,38.45,-0.000520021
15/01/2013,38.47,0.004428821
14/01/2013,38.3,0.00052233
11/01/2013,38.28,0.006289329
10/01/2013,38.04,-0.004720701
09/01/2013,38.22,0.009992195
08/01/2013,37.84,-0.00316623
07/01/2013,37.96,0.006607662
04/01/2013,37.71,0.008254607
03/01/2013,37.4,0.001337793
02/01/2013,37.35,0.023294661
31/12/2012,36.49,0.019928697
28/12/2012,35.77,-0.014157072
27/12/2012,36.28,0.00580513
26/12/2012,36.07,-0.012398561
24/12/2012,36.52,0.001644286
21/12/2012,36.46,-0.003285874
20/12/2012,36.58,0.02603304
19/12/2012,35.64,-0.005316929
18/12/2012,35.83,0.01660373
17/12/2012,35.24,0.003980671
14/12/2012,35.1,0.002281804
13/12/2012,35.02,-0.007113417
12/12/2012,35.27,0.001134752
11/12/2012,35.23,0.001420253
10/12/2012,35.18,-0.001704062
07/12/2012,35.24,0.00940848
06/12/2012,34.91,0.017627967
05/12/2012,34.3,0.001166861
04/12/2012,34.26,0.008795131
03/12/2012,33.96,0.000589102
30/11/2012,33.94,-0.002354327
29/11/2012,34.02,0.00471421
28/11/2012,33.86,-0.002654477
27/11/2012,33.95,-0.0102565
26/11/2012,34.3,0.006141268
23/11/2012,34.09,0.005589072
21/11/2012,33.9,0.014859114
20/11/2012,33.4,0.001798023
19/11/2012,33.34,0.019994607
16/11/2012,32.68,0.002450982
15/11/2012,32.6,-0.007639457
14/11/2012,32.85,-0.015705548
13/11/2012,33.37,0.000899415
12/11/2012,33.34,-0.001498577
09/11/2012,33.39,-0.00597195
08/11/2012,33.59,-0.016534182
07/11/2012,34.15,-0.007293978
06/11/2012,34.4,0.006415887
05/11/2012,34.18,-0.005543413
02/11/2012,34.37,0.003205598
01/11/2012,34.26,-0.000875274
31/10/2012,34.29,0.01114381
26/10/2012,33.91,-0.010852138
25/10/2012,34.28,-0.007845456
24/10/2012,34.55,-0.006347396
23/10/2012,34.77,-0.011154127
22/10/2012,35.16,-0.011593513
19/10/2012,35.57,-0.022516587
18/10/2012,36.38,0.006618888
17/10/2012,36.14,0.004715027
16/10/2012,35.97,0.014844132
15/10/2012,35.44,0.017074974
12/10/2012,34.84,0.000287068
11/10/2012,34.83,0
10/10/2012,34.83,0.006625402
09/10/2012,34.6,-0.00691247
08/10/2012,34.84,-0.001720677
05/10/2012,34.9,-0.001717722
04/10/2012,34.96,0.004012616
03/10/2012,34.82,-0.000574218
02/10/2012,34.84,0.007490672
01/10/2012,34.58,-0.012929357
28/09/2012,35.03,0.007737537
27/09/2012,34.76,0.023578446
26/09/2012,33.95,-0.009381482
25/09/2012,34.27,-0.016782801
24/09/2012,34.85,-0.004009169
21/09/2012,34.99,-0.009103904
20/09/2012,35.31,-0.012384059
19/09/2012,35.75,-0.013061183
18/09/2012,36.22,-0.01234753
17/09/2012,36.67,-0.00598153
14/09/2012,36.89,-0.000542005
13/09/2012,36.91,0.023021022
12/09/2012,36.07,-0.003044985
11/09/2012,36.18,0.012515808
10/09/2012,35.73,0
07/09/2012,35.73,0.010409434
06/09/2012,35.36,0.022305758
05/09/2012,34.58,0.003476249
04/09/2012,34.46,0.008451165
31/08/2012,34.17,0.002930834
30/08/2012,34.07,-0.005269333
29/08/2012,34.25,0.009976609
28/08/2012,33.91,0.005025879
27/08/2012,33.74,0.009230377
24/08/2012,33.43,0.015677137
23/08/2012,32.91,-0.009676519
22/08/2012,33.23,-0.013154151
21/08/2012,33.67,-0.002076844
20/08/2012,33.74,-0.001776725
17/08/2012,33.8,0.001776725
16/08/2012,33.74,0.012826425
15/08/2012,33.31,0.003609026
14/08/2012,33.19,0.006953921
13/08/2012,32.96,-0.007255171
10/08/2012,33.2,-0.001504891
09/08/2012,33.25,-0.005698021
08/08/2012,33.44,-0.009523882
07/08/2012,33.76,-0.005022909
06/08/2012,33.93,0.00798939
03/08/2012,33.66,0.039696168
02/08/2012,32.35,-0.001235712
01/08/2012,32.39,0.001854141
31/07/2012,32.33,0.002167519
30/07/2012,32.26,-0.008027212
27/07/2012,32.52,0.008337241
26/07/2012,32.25,0.017832476
25/07/2012,31.68,0.0104713
24/07/2012,31.35,-0.002548584
23/07/2012,31.43,-0.021404657
20/07/2012,32.11,-0.017595762
19/07/2012,32.68,-0.011258296
18/07/2012,33.05,0
17/07/2012,33.05,0.010952346
16/07/2012,32.69,-0.00305437
13/07/2012,32.79,0.009499076
12/07/2012,32.48,-0.004301082
11/07/2012,32.62,0.008311576
10/07/2012,32.35,-0.010761057
09/07/2012,32.7,-0.011553792
06/07/2012,33.08,-0.000604412
05/07/2012,33.1,-0.012310619
03/07/2012,33.51,0.004786129
02/07/2012,33.35,0.00360469
29/06/2012,33.23,0.051562586
28/06/2012,31.56,0.012755275
27/06/2012,31.16,-0.000320873
26/06/2012,31.17,0.00869991
25/06/2012,30.9,-0.020500398
22/06/2012,31.54,-0.002216945
21/06/2012,31.61,-0.026535036
20/06/2012,32.46,0.005560719
19/06/2012,32.28,0.013410461
18/06/2012,31.85,0.003144657
15/06/2012,31.75,-0.000314911
14/06/2012,31.76,0.000314911
13/06/2012,31.75,-0.008467982
12/06/2012,32.02,0.024661383
11/06/2012,31.24,-0.019965803
08/06/2012,31.87,0.004717732
07/06/2012,31.72,-0.008788506
06/06/2012,32,0.026600682
05/06/2012,31.16,0.024034934
04/06/2012,30.42,-0.004591677
01/06/2012,30.56,-0.045418743
31/05/2012,31.98,0.005958932
30/05/2012,31.79,-0.016534459
29/05/2012,32.32,0.025698688
25/05/2012,31.5,-0.008849615
24/05/2012,31.78,-0.00564796
23/05/2012,31.96,0.005018831
22/05/2012,31.8,-0.012500163
21/05/2012,32.2,0.040239866
18/05/2012,30.93,-0.035258536
17/05/2012,32.04,-0.03254816
16/05/2012,33.1,-0.011414963
15/05/2012,33.48,-0.008328424
14/05/2012,33.76,-0.025443689
11/05/2012,34.63,0.000866676
10/05/2012,34.6,0.000289059
09/05/2012,34.59,-0.012640214
08/05/2012,35.03,-0.011354082
07/05/2012,35.43,0.011068653
04/05/2012,35.04,-0.022853301
03/05/2012,35.85,-0.001393728
02/05/2012,35.9,-0.001113586
01/05/2012,35.94,0.005020931
30/04/2012,35.76,0.01011813
27/04/2012,35.4,0.010792493
26/04/2012,35.02,0.009756175
25/04/2012,34.68,0.023043166
24/04/2012,33.89,0.011574547
23/04/2012,33.5,-0.03749707
20/04/2012,34.78,0.012149412
19/04/2012,34.36,0.005252419
18/04/2012,34.18,-0.014522474
17/04/2012,34.68,0.019508553
16/04/2012,34.01,0.015706353
13/04/2012,33.48,-0.011876624
12/04/2012,33.88,0.014867952
11/04/2012,33.38,0.007517702
10/04/2012,33.13,-0.052334105
09/04/2012,34.91,-0.016195836
05/04/2012,35.48,-0.006741599
04/04/2012,35.72,-0.011966193
03/04/2012,36.15,-0.002762433
02/04/2012,36.25,0.006365042
30/03/2012,36.02,0.01990813
29/03/2012,35.31,0.007390596
28/03/2012,35.05,-0.011347639
27/03/2012,35.45,-0.007307509
26/03/2012,35.71,0.014384679
23/03/2012,35.2,0.004841245
22/03/2012,35.03,-0.011071795
21/03/2012,35.42,0.003960401
20/03/2012,35.28,-0.005652926
19/03/2012,35.48,0.00621998
16/03/2012,35.26,0.007401115
15/03/2012,35,0.004868977
14/03/2012,34.83,-0.002580647
13/03/2012,34.92,0.026993367
12/03/2012,33.99,-0.004403354
09/03/2012,34.14,0.01594365
08/03/2012,33.6,-0.017991932
07/03/2012,34.21,0.015316942
06/03/2012,33.69,-0.022888323
05/03/2012,34.47,0.021405303
02/03/2012,33.74,-0.001776725
01/03/2012,33.8,0.004150614
29/02/2012,33.66,0.002081785
28/02/2012,33.59,-0.008891582
27/02/2012,33.89,0.000295116
24/02/2012,33.88,0.006514681
23/02/2012,33.66,0.022533626
22/02/2012,32.91,-0.022533626
21/02/2012,33.66,-0.010050336
17/02/2012,34,0.004126148
16/02/2012,33.86,0.017878903
15/02/2012,33.26,-0.00390098
14/02/2012,33.39,-0.010723963
13/02/2012,33.75,0.02035389
10/02/2012,33.07,-0.031257196
09/02/2012,34.12,-0.001756955
08/02/2012,34.18,0.026383626
07/02/2012,33.29,0.009355734
06/02/2012,32.98,-0.005443013
03/02/2012,33.16,0.010610983
02/02/2012,32.81,0.008263245
01/02/2012,32.54,0.025838013
31/01/2012,31.71,0.003474968
30/01/2012,31.6,-0.028698164
27/01/2012,32.52,-0.000922084
26/01/2012,32.55,0.005545301
25/01/2012,32.37,0.005886926
24/01/2012,32.18,0.011564436
23/01/2012,31.81,0.000943545
20/01/2012,31.78,0.015219064
19/01/2012,31.3,0.018378721
18/01/2012,30.73,0.006202076
17/01/2012,30.54,0.032276966
13/01/2012,29.57,-0.005059886
12/01/2012,29.72,0.003370411
11/01/2012,29.62,0.010521054
10/01/2012,29.31,0.026972589
09/01/2012,28.53,-0.009071939
06/01/2012,28.79,-0.01550953
05/01/2012,29.24,0.025633548
04/01/2012,28.5,-0.025633548
03/01/2012,29.24,0.022480629
30/12/2011,28.59,0.00069979
29/12/2011,28.57,0.00315513
28/12/2011,28.48,-0.018093743
27/12/2011,29,0.002762433
23/12/2011,28.92,0.004505293
22/12/2011,28.79,0.018580727
21/12/2011,28.26,0.00035392
20/12/2011,28.25,0.050827637
19/12/2011,26.85,-0.024283754
16/12/2011,27.51,0.009863094
15/12/2011,27.24,0.009961344
14/12/2011,26.97,-0.004808591
13/12/2011,27.1,-0.016831718
12/12/2011,27.56,-0.040531677
09/12/2011,28.7,0.026837769
08/12/2011,27.94,-0.031703959
07/12/2011,28.84,0.016431064
06/12/2011,28.37,-0.004571838
05/12/2011,28.5,0.024868067
02/12/2011,27.8,0.010850016
01/12/2011,27.5,-0.011569182
30/11/2011,27.82,0.065353615
29/11/2011,26.06,-0.003829955
28/11/2011,26.16,0.036990785
25/11/2011,25.21,0.011570047
23/11/2011,24.92,-0.030041785
22/11/2011,25.68,-0.020428539
21/11/2011,26.21,-0.049498476
18/11/2011,27.54,0.003273325
17/11/2011,27.45,-0.01697711
16/11/2011,27.92,-0.007493345
15/11/2011,28.13,0.005704115
14/11/2011,27.97,-0.018069579
11/11/2011,28.48,0.044515605
10/11/2011,27.24,-0.014939247
09/11/2011,27.65,-0.072194492
08/11/2011,29.72,0.010485467
07/11/2011,29.41,0.004771652
04/11/2011,29.27,0.000683527
03/11/2011,29.25,0.034078402
02/11/2011,28.27,0.018205036
01/11/2011,27.76,-0.069569074
31/10/2011,29.76,-0.005696112
28/10/2011,29.93,0.01007396
27/10/2011,29.63,0.066994003
26/10/2011,27.71,0.009427191
25/10/2011,27.45,-0.041739606
24/10/2011,28.62,0.036290001
21/10/2011,27.6,0.046727076
20/10/2011,26.34,0.004566218
19/10/2011,26.22,-0.028943949
18/10/2011,26.99,0.062687697
17/10/2011,25.35,-0.016820267
14/10/2011,25.78,0.041986365
13/10/2011,24.72,-0.006451635
12/10/2011,24.88,0.017025138
11/10/2011,24.46,-0.004893974
10/10/2011,24.58,0.044081981
07/10/2011,23.52,-0.040005335
06/10/2011,24.48,0.053273237
05/10/2011,23.21,-0.014117882
04/10/2011,23.54,0.039424642
03/10/2011,22.63,-0.069140158
30/09/2011,24.25,-0.047512962
29/09/2011,25.43,0.015055752
28/09/2011,25.05,-0.047934366
27/09/2011,26.28,0.008790425
26/09/2011,26.05,0.020947236
23/09/2011,25.51,0.015008181
22/09/2011,25.13,-0.060226612
21/09/2011,26.69,-0.057512208
20/09/2011,28.27,0.012816124
19/09/2011,27.91,-0.014583221
16/09/2011,28.32,0.033390286
15/09/2011,27.39,0.030771659
14/09/2011,26.56,0.025163356
13/09/2011,25.9,0.012823179
12/09/2011,25.57,-0.003123782
09/09/2011,25.65,-0.044604306
08/09/2011,26.82,-0.011123585
07/09/2011,27.12,0.057679112
06/09/2011,25.6,-0.021256839
02/09/2011,26.15,-0.047423484
01/09/2011,27.42,0.006953367
31/08/2011,27.23,0.018158735
30/08/2011,26.74,0.011660843
29/08/2011,26.43,0.050039525
26/08/2011,25.14,0.005584378
25/08/2011,25,-0.027615167
24/08/2011,25.7,-0.013142825
23/08/2011,26.04,-0.005743841
22/08/2011,26.19,-0.016285154
19/08/2011,26.62,-0.039408524
18/08/2011,27.69,-0.058221209
17/08/2011,29.35,0.008554372
16/08/2011,29.1,-0.0102565
15/08/2011,29.4,0.057398539
12/08/2011,27.76,0.001802777
11/08/2011,27.71,0.048429349
10/08/2011,26.4,-0.044089378
09/08/2011,27.59,0.087044328
08/08/2011,25.29,-0.128576472
05/08/2011,28.76,-0.035187234
04/08/2011,29.79,-0.079345277
03/08/2011,32.25,-0.012326812
02/08/2011,32.65,-0.051630144
01/08/2011,34.38,-0.03571298
29/07/2011,35.63,0.009588342
28/07/2011,35.29,0.029913073
27/07/2011,34.25,-0.044819832
26/07/2011,35.82,0.010383144
25/07/2011,35.45,-0.011220314
22/07/2011,35.85,0.010656298
21/07/2011,35.47,0.0099165
20/07/2011,35.12,0.000854579
19/07/2011,35.09,0.019859625
18/07/2011,34.4,-0.011273425
15/07/2011,34.79,0.005476307
14/07/2011,34.6,-0.00691247
13/07/2011,34.84,-0.023543847
12/07/2011,35.67,-0.001400757
11/07/2011,35.72,-0.029243463
08/07/2011,36.78,-0.012966146
07/07/2011,37.26,0.034401427
06/07/2011,36,-0.00554018
05/07/2011,36.2,0
01/07/2011,36.2,0.009994531
30/06/2011,35.84,0.012352768
29/06/2011,35.4,0.027783543
28/06/2011,34.43,0.001744186
27/06/2011,34.37,0.006128722
24/06/2011,34.16,0.009707386
23/06/2011,33.83,-0.012922353
22/06/2011,34.27,0.000291843
21/06/2011,34.26,0.005561261
20/06/2011,34.07,0.010919394
17/06/2011,33.7,0.015851984
16/06/2011,33.17,0.007261757
15/06/2011,32.93,-0.015368692
14/06/2011,33.44,0.018410057
13/06/2011,32.83,0.022798276
10/06/2011,32.09,-0.01791277
09/06/2011,32.67,-0.031040612
08/06/2011,33.7,-0.012092759
07/06/2011,34.11,0.035814033
06/06/2011,32.91,-0.032583962
03/06/2011,34,-0.002056707
02/06/2011,34.07,-0.045051371
01/06/2011,35.64,-0.037179003
31/05/2011,36.99,0.013609355
27/05/2011,36.49,0.009084715
26/05/2011,36.16,0.020676903
25/05/2011,35.42,0.009930568
24/05/2011,35.07,0.004286333
23/05/2011,34.92,-0.011106479
20/05/2011,35.31,-0.0121043
19/05/2011,35.74,0.012670872
18/05/2011,35.29,0.0125465
17/05/2011,34.85,0.002298191
16/05/2011,34.77,-0.002298191
13/05/2011,34.85,-0.015093552
12/05/2011,35.38,-0.006760589
11/05/2011,35.62,-0.026867701
10/05/2011,36.59,0.031651726
09/05/2011,35.45,-0.002254157
06/05/2011,35.53,-0.011195191
05/05/2011,35.93,0.007262602
04/05/2011,35.67,-0.011151496
03/05/2011,36.07,-0.008007774
02/05/2011,36.36,-0.001099505
29/04/2011,36.4,-0.0147262
28/04/2011,36.94,0.018855593
27/04/2011,36.25,-0.007420674
26/04/2011,36.52,0.006042314
25/04/2011,36.3,0.00996686
21/04/2011,35.94,0.006980344
20/04/2011,35.69,-0.011976191
19/04/2011,36.12,0.008340332
18/04/2011,35.82,-0.016337066
15/04/2011,36.41,0.017174937
14/04/2011,35.79,0.02403622
13/04/2011,34.94,-0.006561142
12/04/2011,35.17,-0.001988355
11/04/2011,35.24,0.005120922
08/04/2011,35.06,-0.011062373
07/04/2011,35.45,-0.019830283
06/04/2011,36.16,0.003046672
05/04/2011,36.05,-0.003599616
04/04/2011,36.18,0.003877047
01/04/2011,36.04,0.001944175
31/03/2011,35.97,0.008936111
30/03/2011,35.65,0.023557213
29/03/2011,34.82,0.00460565
28/03/2011,34.66,-0.003456225
25/03/2011,34.78,0.006924436
24/03/2011,34.54,0.017523813
23/03/2011,33.94,-0.005875458
22/03/2011,34.14,-0.00642338
21/03/2011,34.36,0.028636643
18/03/2011,33.39,-0.001795333
17/03/2011,33.45,0.002694209
16/03/2011,33.36,-0.001497679
15/03/2011,33.41,-0.02014883
14/03/2011,34.09,-0.024914383
11/03/2011,34.95,0.008043709
10/03/2011,34.67,-0.027593843
09/03/2011,35.64,-0.008382279
08/03/2011,35.94,0.022226263
07/03/2011,35.15,-0.013563361
04/03/2011,35.63,-0.007827829
03/03/2011,35.91,0.03629545
02/03/2011,34.63,-0.015188714
01/03/2011,35.16,-0.0341101
28/02/2011,36.38,0.019709174
25/02/2011,35.67,0.024118065
24/02/2011,34.82,-0.005156127
23/02/2011,35,-0.001142205
22/02/2011,35.04,-0.010221554
18/02/2011,35.4,-0.012352768
17/02/2011,35.84,0.016599059
16/02/2011,35.25,0.016302377
15/02/2011,34.68,0.006654154
14/02/2011,34.45,0.004363643
11/02/2011,34.3,0.013797371
10/02/2011,33.83,0.004146925
09/02/2011,33.69,-0.00029678
08/02/2011,33.7,0.005952399
07/02/2011,33.5,0.012012156
04/02/2011,33.1,0.00030216
03/02/2011,33.09,0.004239861
02/02/2011,32.95,-0.008160843
01/02/2011,33.22,-0.009884759
31/01/2011,33.55,0.018652767
28/01/2011,32.93,-0.032270503
27/01/2011,34.01,0.034398486
