Date,Close,PLD
26/01/2011,32.86,-0.009691172
25/01/2011,33.18,-0.003610112
24/01/2011,33.3,-0.000300255
21/01/2011,33.31,0.005418436
20/01/2011,33.13,0.013981991
19/01/2011,32.67,-0.016694879
18/01/2011,33.22,0.021912015
14/01/2011,32.5,0.006172859
13/01/2011,32.3,-0.004941332
12/01/2011,32.46,0.000924642
11/01/2011,32.43,-0.0079853
10/01/2011,32.69,0.005829131
07/01/2011,32.5,-0.00796817
06/01/2011,32.76,-0.001220256
05/01/2011,32.8,0.016910472
04/01/2011,32.25,-0.001858737
03/01/2011,32.31,0.018744691
31/12/2010,31.71,0.002526051
30/12/2010,31.63,0.004753614
29/12/2010,31.48,0.002544531
28/12/2010,31.4,-0.005082603
27/12/2010,31.56,0.013718512
23/12/2010,31.13,-0.013718512
22/12/2010,31.56,0.000316907
21/12/2010,31.55,0.006678352
20/12/2010,31.34,0.022262575
17/12/2010,30.65,0.005890069
16/12/2010,30.47,0.001971091
15/12/2010,30.41,-0.018570333
14/12/2010,30.98,-0.026753188
13/12/2010,31.82,0.001887387
10/12/2010,31.76,0.011399743
09/12/2010,31.4,0.005748978
08/12/2010,31.22,-0.009246041
07/12/2010,31.51,0.006048085
06/12/2010,31.32,0.018041726
03/12/2010,30.76,0.008816384
02/12/2010,30.49,0.028273961
01/12/2010,29.64,0.015298616
30/11/2010,29.19,-0.009885882
29/11/2010,29.48,-0.009453143
26/11/2010,29.76,0
24/11/2010,29.76,0.027940489
23/11/2010,28.94,-0.007230192
22/11/2010,29.15,-0.003766483
19/11/2010,29.26,0.020370116
18/11/2010,28.67,0.010871578
17/11/2010,28.36,0.0210234
16/11/2010,27.77,-0.04230451
15/11/2010,28.97,-0.006879972
12/11/2010,29.17,-0.024048576
11/11/2010,29.88,-0.001003512
10/11/2010,29.91,0.021971477
09/11/2010,29.26,-0.040849335
08/11/2010,30.48,0.010885808
05/11/2010,30.15,0.010000083
04/11/2010,29.85,0.037894959
03/11/2010,28.74,0.005932664
02/11/2010,28.57,0.001751621
01/11/2010,28.52,0.01163829
29/10/2010,28.19,0.017534892
28/10/2010,27.7,0.00579292
27/10/2010,27.54,0.002544993
26/10/2010,27.47,-0.01660688
25/10/2010,27.93,0.002150538
22/10/2010,27.87,0.002155173
21/10/2010,27.81,-0.000359518
20/10/2010,27.82,0.049365455
19/10/2010,26.48,-0.019817437
18/10/2010,27.01,0.002966261
15/10/2010,26.93,0.00111462
14/10/2010,26.9,-0.011090687
13/10/2010,27.2,0.0166825
12/10/2010,26.75,-0.007448824
11/10/2010,26.95,0.010443959
08/10/2010,26.67,-0.00560854
07/10/2010,26.82,0.008236662
06/10/2010,26.6,-0.018622512
05/10/2010,27.1,0.00332656
04/10/2010,27.01,0.015295952
01/10/2010,26.6,0.0048992
30/09/2010,26.47,0.008727052
29/09/2010,26.24,0.006116227
28/09/2010,26.08,0.024060144
27/09/2010,25.46,-0.01558878
24/09/2010,25.86,0.033821548
23/09/2010,25,-0.018232768
22/09/2010,25.46,-0.012102432
21/09/2010,25.77,-0.028688141
20/09/2010,26.52,0.031408173
17/09/2010,25.7,-0.015827391
16/09/2010,26.11,-0.008010724
15/09/2010,26.32,0.011463633
14/09/2010,26.02,0.002308581
13/09/2010,25.96,0.021807718
10/09/2010,25.4,0.013875346
09/09/2010,25.05,-0.008348289
08/09/2010,25.26,0.007949167
07/09/2010,25.06,-0.027549952
03/09/2010,25.76,0.023965005
02/09/2010,25.15,0.026184779
01/09/2010,24.5,0.029407793
31/08/2010,23.79,0.006748233
30/08/2010,23.63,-0.010524197
27/08/2010,23.88,0.015615426
26/08/2010,23.51,-0.021460954
25/08/2010,24.02,0.027433668
24/08/2010,23.37,-0.006823054
23/08/2010,23.53,-0.016438726
20/08/2010,23.92,0.003350087
19/08/2010,23.84,-0.038268401
18/08/2010,24.77,0.00323494
17/08/2010,24.69,0.019219565
16/08/2010,24.22,0.001239414
13/08/2010,24.19,0.009971001
12/08/2010,23.95,-0.021479554
11/08/2010,24.47,-0.045144474
10/08/2010,25.6,-0.020108953
09/08/2010,26.12,0.018937764
06/08/2010,25.63,-0.007385845
05/08/2010,25.82,-0.005407506
04/08/2010,25.96,0.009287992
03/08/2010,25.72,-0.013132672
02/08/2010,26.06,0.043127028
30/07/2010,24.96,0.030095805
29/07/2010,24.22,-0.014754366
28/07/2010,24.58,-0.004465199
27/07/2010,24.69,0.006909192
26/07/2010,24.52,0.046753089
23/07/2010,23.4,0.019418086
22/07/2010,22.95,0.019802627
21/07/2010,22.5,-0.0662038
20/07/2010,24.04,0.010033529
19/07/2010,23.8,0.034191365
16/07/2010,23,-0.057448227
15/07/2010,24.36,-0.020719815
14/07/2010,24.87,-0.017142138
13/07/2010,25.3,0.024406092
12/07/2010,24.69,0.0052792
09/07/2010,24.56,0.007766236
08/07/2010,24.37,0.027034294
07/07/2010,23.72,0.064426105
06/07/2010,22.24,-0.022672676
02/07/2010,22.75,-0.028598136
01/07/2010,23.41,-0.012733619
30/06/2010,23.71,-0.020455733
29/06/2010,24.2,-0.035718083
28/06/2010,25.08,-0.013858864
25/06/2010,25.43,0.027508212
24/06/2010,24.74,-0.026327807
23/06/2010,25.4,0.003944778
22/06/2010,25.3,-0.047471772
21/06/2010,26.53,-0.006387397
18/06/2010,26.7,-0.008948606
17/06/2010,26.94,-0.006290493
16/06/2010,27.11,-0.021168674
15/06/2010,27.69,0.021168674
14/06/2010,27.11,0.010754786
11/06/2010,26.82,0.01389172
10/06/2010,26.45,0.049603349
09/06/2010,25.17,0.018040177
08/06/2010,24.72,0.027061922
07/06/2010,24.06,-0.00373367
04/06/2010,24.15,-0.057526416
03/06/2010,25.58,-0.002732775
02/06/2010,25.65,0.021277398
01/06/2010,25.11,-0.032134426
28/05/2010,25.93,-0.008066109
27/05/2010,26.14,0.05828421
26/05/2010,24.66,0.006917627
25/05/2010,24.49,-0.001631987
24/05/2010,24.53,-0.041522931
21/05/2010,25.57,0.028159703
20/05/2010,24.86,-0.053262392
19/05/2010,26.22,0.000763068
18/05/2010,26.2,-0.012893618
17/05/2010,26.54,-0.002634056
14/05/2010,26.61,-0.061928014
13/05/2010,28.31,-0.019934215
12/05/2010,28.88,0.044247175
11/05/2010,27.63,0.002173914
10/05/2010,27.57,0.079226936
07/05/2010,25.47,-0.042657764
06/05/2010,26.58,-0.049900301
05/05/2010,27.94,-0.003216011
04/05/2010,28.03,-0.029873949
03/05/2010,28.88,0.035957346
30/04/2010,27.86,-0.036303546
29/04/2010,28.89,0.036662548
28/04/2010,27.85,0.011193473
27/04/2010,27.54,-0.029340208
26/04/2010,28.36,0.001764603
23/04/2010,28.31,0.015305513
22/04/2010,27.88,0.006477173
21/04/2010,27.7,-0.001082446
20/04/2010,27.73,0.020401436
19/04/2010,27.17,0.011475232
16/04/2010,26.86,-0.020634483
15/04/2010,27.42,-0.033707028
14/04/2010,28.36,0.002824861
13/04/2010,28.28,0.017838504
12/04/2010,27.78,-0.004310352
09/04/2010,27.9,0.01335037
08/04/2010,27.53,0
07/04/2010,27.53,-0.039528023
06/04/2010,28.64,0.031568502
05/04/2010,27.75,0.018549359
01/04/2010,27.24,0
31/03/2010,27.24,-0.01926982
30/03/2010,27.77,-0.025947786
29/03/2010,28.5,-0.012552466
26/03/2010,28.86,-0.001038961
25/03/2010,28.89,0.003814813
24/03/2010,28.78,0.0108298
23/03/2010,28.47,0.01343726
22/03/2010,28.09,0.001068566
19/03/2010,28.06,-0.019061643
18/03/2010,28.6,0.000699545
17/03/2010,28.58,0.021217203
16/03/2010,27.98,0.022042446
15/03/2010,27.37,0.003660326
12/03/2010,27.27,0.012917692
11/03/2010,26.92,0.011958289
10/03/2010,26.6,0.022430136
09/03/2010,26.01,0.007719066
08/03/2010,25.81,0.015619216
05/03/2010,25.41,0.034430943
04/03/2010,24.55,0.004081638
03/03/2010,24.45,-0.007740923
02/03/2010,24.64,0.007332008
01/03/2010,24.46,0.004918043
26/02/2010,24.34,0.002468121
25/02/2010,24.28,0.014938037
24/02/2010,23.92,0.010084119
23/02/2010,23.68,-0.012172238
22/02/2010,23.97,0.008799554
19/02/2010,23.76,-0.006293287
18/02/2010,23.91,0.018999938
17/02/2010,23.46,0.006843483
16/02/2010,23.3,0.029176901
12/02/2010,22.63,0.021890532
11/02/2010,22.14,-0.01256749
10/02/2010,22.42,-0.003117348
09/02/2010,22.49,-0.001333037
08/02/2010,22.52,-0.027590977
05/02/2010,23.15,0.015234245
04/02/2010,22.8,-0.045442881
03/02/2010,23.86,-0.034194887
02/02/2010,24.69,0.004058447
01/02/2010,24.59,0.024286026
29/01/2010,24,-0.000832986
28/01/2010,24.02,-0.025890084
27/01/2010,24.65,0.016360283
26/01/2010,24.25,0.022941569
25/01/2010,23.7,0.000844238
22/01/2010,23.68,-0.023785807
21/01/2010,24.25,-0.048691976
20/01/2010,25.46,-0.023676635
19/01/2010,26.07,0.019365439
15/01/2010,25.57,-0.004682022
14/01/2010,25.69,-0.003885009
13/01/2010,25.79,0.026720647
12/01/2010,25.11,-0.022446306
11/01/2010,25.68,0.001168907
08/01/2010,25.65,-0.002725328
07/01/2010,25.72,0.008198367
06/01/2010,25.51,-0.00897567
05/01/2010,25.74,0.014478829
04/01/2010,25.37,-0.007069943
31/12/2009,25.55,-0.018612402
30/12/2009,26.03,-0.007654075
29/12/2009,26.23,-0.025594171
28/12/2009,26.91,0.004842624
24/12/2009,26.78,0.029558802
23/12/2009,26,0.011605546
22/12/2009,25.7,0.01252953
21/12/2009,25.38,0
18/12/2009,25.38,-0.000393933
17/12/2009,25.39,-0.019115074
16/12/2009,25.88,0.02069174
15/12/2009,25.35,-0.003937013
14/12/2009,25.45,0.025065963
11/12/2009,24.82,0.031514783
10/12/2009,24.05,-0.005804328
09/12/2009,24.19,-0.010690891
08/12/2009,24.45,-0.010173028
07/12/2009,24.7,-0.013671303
04/12/2009,25.04,0.029175489
03/12/2009,24.32,0.003707522
02/12/2009,24.23,0.02422842
01/12/2009,23.65,0.004237294
30/11/2009,23.55,0.036320464
27/11/2009,22.71,-0.034195065
25/11/2009,23.5,-0.001700681
24/11/2009,23.54,-0.024754778
23/11/2009,24.13,0.00373677
20/11/2009,24.04,-0.00373677
19/11/2009,24.13,-0.047743695
18/11/2009,25.31,0.016331771
17/11/2009,24.9,-0.012372938
16/11/2009,25.21,0.027343883
13/11/2009,24.53,0.019346148
12/11/2009,24.06,-0.022602154
11/11/2009,24.61,0.038099846
10/11/2009,23.69,0.006351916
09/11/2009,23.54,0.07267119
06/11/2009,21.89,-0.016312097
05/11/2009,22.25,0.027798555
04/11/2009,21.64,-0.035409964
03/11/2009,22.42,0.024837583
02/11/2009,21.87,-0.005017114
30/10/2009,21.98,-0.01892801
29/10/2009,22.4,0.042870222
28/10/2009,21.46,-0.071475032
27/10/2009,23.05,-0.014642811
26/10/2009,23.39,0.008156302
23/10/2009,23.2,-0.023430252
22/10/2009,23.75,0.070196603
21/10/2009,22.14,-0.012121361
20/10/2009,22.41,-0.028592227
19/10/2009,23.06,0.020149609
16/10/2009,22.6,-0.011876102
15/10/2009,22.87,-0.018198076
14/10/2009,23.29,0.036288135
13/10/2009,22.46,-0.011949689
12/10/2009,22.73,0.024043901
09/10/2009,22.19,0.00451672
08/10/2009,22.09,0.024285271
07/10/2009,21.56,0.002321803
06/10/2009,21.51,-0.007410872
05/10/2009,21.67,0.021456047
02/10/2009,21.21,-0.000471365
01/10/2009,21.22,-0.078373803
30/09/2009,22.95,-0.008676844
29/09/2009,23.15,-0.019251931
28/09/2009,23.6,0.045068285
25/09/2009,22.56,-0.003981425
24/09/2009,22.65,-0.060390859
23/09/2009,24.06,-0.042317136
22/09/2009,25.1,0.031980058
21/09/2009,24.31,-0.021969964
18/09/2009,24.85,0.014184635
17/09/2009,24.5,-0.021002387
16/09/2009,25.02,0.058428793
15/09/2009,23.6,0.02228027
14/09/2009,23.08,0.03572596
11/09/2009,22.27,-0.023081362
10/09/2009,22.79,0.01815414
09/09/2009,22.38,0.035011532
08/09/2009,21.61,0.036281954
04/09/2009,20.84,0.007223725
03/09/2009,20.69,0.002904165
02/09/2009,20.63,-0.029139869
01/09/2009,21.24,-0.072189264
31/08/2009,22.83,-0.025514898
28/08/2009,23.42,0.005995735
27/08/2009,23.28,0.012535284
26/08/2009,22.99,0.004359205
25/08/2009,22.89,0.010981881
24/08/2009,22.64,-0.003967385
21/08/2009,22.73,0.035830075
20/08/2009,21.93,0.039056568
19/08/2009,21.09,-0.016925651
18/08/2009,21.45,0.033660443
17/08/2009,20.74,-0.068478435
14/08/2009,22.21,0.004512643
13/08/2009,22.11,0.015956573
12/08/2009,21.76,0.013882685
11/08/2009,21.46,-0.071041099
10/08/2009,23.04,-0.031613055
07/08/2009,23.78,0.036398794
06/08/2009,22.93,0.011844841
05/08/2009,22.66,0.050225439
04/08/2009,21.55,0.052392934
03/08/2009,20.45,0.031796022
31/07/2009,19.81,0.020398464
30/07/2009,19.41,0.04477967
29/07/2009,18.56,-0.016564632
28/07/2009,18.87,-0.033866222
27/07/2009,19.52,0.023847683
24/07/2009,19.06,0.024968096
23/07/2009,18.59,0.04230238
22/07/2009,17.82,0.005063302
21/07/2009,17.73,-0.025063969
20/07/2009,18.18,0.04442676
17/07/2009,17.39,-0.036696186
16/07/2009,18.04,0.017333395
15/07/2009,17.73,0.011344421
14/07/2009,17.53,-0.002848193
13/07/2009,17.58,0.056756969
10/07/2009,16.61,-0.010182777
09/07/2009,16.78,-0.015962503
08/07/2009,17.05,-0.014556298
07/07/2009,17.3,-0.048514872
06/07/2009,18.16,0.034737386
02/07/2009,17.54,-0.064574153
01/07/2009,18.71,-0.005330503
30/06/2009,18.81,0.008542497
29/06/2009,18.65,0.012952151
26/06/2009,18.41,0.030890487
25/06/2009,17.85,0.022090958
24/06/2009,17.46,0.020249463
23/06/2009,17.11,0.005273965
22/06/2009,17.02,-0.091993072
19/06/2009,18.66,0.020027733
18/06/2009,18.29,0.029405725
17/06/2009,17.76,-0.011754963
16/06/2009,17.97,-0.014913284
15/06/2009,18.24,-0.071912582
12/06/2009,19.6,0.038486289
11/06/2009,18.86,-0.01369163
10/06/2009,19.12,-0.046496242
09/06/2009,20.03,-0.015849762
08/06/2009,20.35,0.00690338
05/06/2009,20.21,0.002477088
04/06/2009,20.16,0.051397728
03/06/2009,19.15,-0.008838113
02/06/2009,19.32,0.007272759
01/06/2009,19.18,0.071864561
29/05/2009,17.85,0.015810606
28/05/2009,17.57,0.042435893
27/05/2009,16.84,-0.040726978
26/05/2009,17.54,0.036578824
22/05/2009,16.91,-0.043963123
21/05/2009,17.67,-0.002825659
20/05/2009,17.72,-0.013453118
19/05/2009,17.96,-0.0182074
18/05/2009,18.29,0.113963113
15/05/2009,16.32,-0.069809531
14/05/2009,17.5,0.0588405
13/05/2009,16.5,-0.106269194
12/05/2009,18.35,-0.011379153
11/05/2009,18.56,-0.052989054
08/05/2009,19.57,0.09986833
07/05/2009,17.71,-0.108010868
06/05/2009,19.73,0.042978398
05/05/2009,18.9,-0.042471427
04/05/2009,19.72,0.095715942
01/05/2009,17.92,-0.06324723
30/04/2009,19.09,0.021176016
29/04/2009,18.69,0.037061462
28/04/2009,18.01,0.025303571
27/04/2009,17.56,-0.057537993
24/04/2009,18.6,0.06210421
23/04/2009,17.48,0.01440532
22/04/2009,17.23,-0.032546407
21/04/2009,17.8,0.104736491
20/04/2009,16.03,-0.146546761
17/04/2009,18.56,-0.019210836
16/04/2009,18.92,0.010093047
15/04/2009,18.73,0.11711588
14/04/2009,16.66,-0.114442796
13/04/2009,18.68,0.006983644
09/04/2009,18.55,0.160459849
08/04/2009,15.8,0.008900249
07/04/2009,15.66,-0.10994768
06/04/2009,17.48,-0.021506205
03/04/2009,17.86,0.124454174
02/04/2009,15.77,0.073669066
01/04/2009,14.65,0.017212129
31/03/2009,14.4,0.084741228
30/03/2009,13.23,-0.079170183
27/03/2009,14.32,-0.031617754
26/03/2009,14.78,0.043560291
25/03/2009,14.15,0.139302684
24/03/2009,12.31,-0.178795173
23/03/2009,14.72,0.200142453
20/03/2009,12.05,-0.147847513
19/03/2009,13.97,-0.037236476
18/03/2009,14.5,0.070718497
17/03/2009,13.51,0.099538202
16/03/2009,12.23,-0.089121441
13/03/2009,13.37,-0.053161406
12/03/2009,14.1,0.118049028
11/03/2009,12.53,0.01527975
10/03/2009,12.34,0.181673469
09/03/2009,10.29,0.056986931
06/03/2009,9.72,-0.062800901
05/03/2009,10.35,-0.049939722
04/03/2009,10.88,0.045120435
03/03/2009,10.4,-0.02093321
02/03/2009,10.62,-0.114639368
27/02/2009,11.91,-0.04434224
26/02/2009,12.45,-0.044766014
25/02/2009,13.02,-0.036203049
24/02/2009,13.5,0.091465727
23/02/2009,12.32,-0.092206194
20/02/2009,13.51,0.055548703
19/02/2009,12.78,-0.065858073
18/02/2009,13.65,0.041127291
17/02/2009,13.1,-0.109093996
13/02/2009,14.61,-0.087125448
12/02/2009,15.94,0.006924799
11/02/2009,15.83,-0.005669307
10/02/2009,15.92,-0.112183917
09/02/2009,17.81,0.019274973
06/02/2009,17.47,0.115139138
05/02/2009,15.57,0.013579258
04/02/2009,15.36,-0.014221313
03/02/2009,15.58,-0.012121361
02/02/2009,15.77,-0.021951336
30/01/2009,16.12,-0.079851813
29/01/2009,17.46,-0.180314963
28/01/2009,20.91,0.127333518
27/01/2009,18.41,0.01974831
26/01/2009,18.05,-0.051293294
23/01/2009,19,0.056848864
22/01/2009,17.95,-0.020403244
21/01/2009,18.32,0.146718397
20/01/2009,15.82,-0.213233675
16/01/2009,19.58,0.056197511
15/01/2009,18.51,-0.008606831
14/01/2009,18.67,-0.115697902
13/01/2009,20.96,0.018782156
12/01/2009,20.57,-0.103365333
09/01/2009,22.81,-0.037431774
08/01/2009,23.68,-0.027079347
07/01/2009,24.33,-0.062146637
06/01/2009,25.89,0.128412914
05/01/2009,22.77,
