Date,Close,AMAT
24/05/2013,14.5,-0.006872879
23/05/2013,14.6,0.004118057
22/05/2013,14.54,-0.00890112
21/05/2013,14.67,-0.016227537
20/05/2013,14.91,-0.003347844
17/05/2013,14.96,0.020257276
16/05/2013,14.66,-0.009504484
15/05/2013,14.8,0.000675904
14/05/2013,14.79,0.006784287
13/05/2013,14.69,-0.018881208
10/05/2013,14.97,0.003345604
09/05/2013,14.92,0.00470273
08/05/2013,14.85,0.008792752
07/05/2013,14.72,-0.006095515
06/05/2013,14.81,-0.001349528
03/05/2013,14.83,0.002700879
02/05/2013,14.79,0.021873736
01/05/2013,14.47,-0.002760526
30/04/2013,14.51,0.00760986
29/04/2013,14.4,0.018220546
26/04/2013,14.14,-0.000706964
25/04/2013,14.15,0.037441378
24/04/2013,13.63,0.014782235
23/04/2013,13.43,0.026406665
22/04/2013,13.08,0.011534153
19/04/2013,12.93,0.000773694
18/04/2013,12.92,-0.010011635
17/04/2013,13.05,-0.03093419
16/04/2013,13.46,0.011206692
15/04/2013,13.31,-0.023757613
12/04/2013,13.63,-0.012395346
11/04/2013,13.8,-0.000724375
10/04/2013,13.81,0.037628932
09/04/2013,13.3,-0.005997019
08/04/2013,13.38,0.013544225
05/04/2013,13.2,-0.001514005
04/04/2013,13.22,0.005309076
03/04/2013,13.15,-0.006820792
02/04/2013,13.24,-0.009022618
01/04/2013,13.36,-0.008941937
28/03/2013,13.48,0.005206408
27/03/2013,13.41,0.00074599
26/03/2013,13.4,0.005988042
25/03/2013,13.32,0.00451468
22/03/2013,13.26,0.022884294
21/03/2013,12.96,-0.016832838
20/03/2013,13.18,0.016832838
19/03/2013,12.96,-0.006920443
18/03/2013,13.05,-0.019727499
15/03/2013,13.31,-0.02741928
14/03/2013,13.68,0.003661666
13/03/2013,13.63,0.017018539
12/03/2013,13.4,-0.008915364
11/03/2013,13.52,-0.001478197
08/03/2013,13.54,-0.00073828
07/03/2013,13.55,-0.008817103
06/03/2013,13.67,-0.005107636
05/03/2013,13.74,0.012449813
04/03/2013,13.57,-0.001472754
01/03/2013,13.59,-0.008791265
28/02/2013,13.71,-0.002185793
27/02/2013,13.74,0.008038041
26/02/2013,13.63,0.029786268
25/02/2013,13.23,-0.025374496
22/02/2013,13.57,0.023863921
21/02/2013,13.25,-0.025336676
20/02/2013,13.59,-0.021834929
19/02/2013,13.89,0.01085787
15/02/2013,13.74,-0.01085787
14/02/2013,13.89,0.008676844
13/02/2013,13.77,0.008020459
12/02/2013,13.66,0
11/02/2013,13.66,0.003667037
08/02/2013,13.61,0.023040781
07/02/2013,13.3,-0.007490672
06/02/2013,13.4,-0.001491425
05/02/2013,13.42,0.031796774
04/02/2013,13,-0.012992158
01/02/2013,13.17,0.019939311
31/01/2013,12.91,0.003880486
30/01/2013,12.86,0.004676548
29/01/2013,12.8,-0.01242252
28/01/2013,12.96,0.010081512
25/01/2013,12.83,0.018089365
24/01/2013,12.6,-0.00790518
23/01/2013,12.7,-0.000787092
22/01/2013,12.71,0.00473187
18/01/2013,12.65,0.019960743
17/01/2013,12.4,0.038640237
16/01/2013,11.93,0.013502315
15/01/2013,11.77,0.001700681
14/01/2013,11.75,0.003410063
11/01/2013,11.71,0.005995735
10/01/2013,11.64,-0.003430535
09/01/2013,11.68,0.014661755
08/01/2013,11.51,-0.013805224
07/01/2013,11.67,-0.011925184
04/01/2013,11.81,0
03/01/2013,11.81,-0.002536999
02/01/2013,11.84,0.034367644
31/12/2012,11.44,0.015859363
28/12/2012,11.26,-0.007961121
27/12/2012,11.35,-0.003518034
26/12/2012,11.39,0.00175747
24/12/2012,11.37,-0.011368728
21/12/2012,11.5,0.010489607
20/12/2012,11.38,0.00352113
19/12/2012,11.34,0.014209831
18/12/2012,11.18,0.006280864
17/12/2012,11.11,0.002703922
14/12/2012,11.08,-0.002703922
13/12/2012,11.11,0.001801802
12/12/2012,11.09,0.00090212
11/12/2012,11.08,0.002711253
10/12/2012,11.05,0.007266154
07/12/2012,10.97,0.007319337
06/12/2012,10.89,0.008298803
05/12/2012,10.8,-0.007380107
04/12/2012,10.88,0.020427823
03/12/2012,10.66,-0.006545138
30/11/2012,10.73,-0.000931532
29/11/2012,10.74,0.013121088
28/11/2012,10.6,0.022901764
27/11/2012,10.36,-0.010561788
26/11/2012,10.47,0.006708219
23/11/2012,10.4,-0.002880463
21/11/2012,10.43,0.003842464
20/11/2012,10.39,0.002891568
19/11/2012,10.36,0.020478531
16/11/2012,10.15,-0.01467019
15/11/2012,10.3,-0.005808342
14/11/2012,10.36,-0.011516442
13/11/2012,10.48,-0.014211513
12/11/2012,10.63,-0.003755873
09/11/2012,10.67,0.016060808
08/11/2012,10.5,-0.041964199
07/11/2012,10.95,-0.045523255
06/11/2012,11.46,0.03281891
05/11/2012,11.09,0.02557217
02/11/2012,10.81,-0.012867825
01/11/2012,10.95,0.032485455
31/10/2012,10.6,-0.004705891
26/10/2012,10.65,-0.002812941
25/10/2012,10.68,-0.000935892
24/10/2012,10.69,-0.010237409
23/10/2012,10.8,-0.00554018
22/10/2012,10.86,0.001843318
19/10/2012,10.84,-0.031777526
18/10/2012,11.19,0.002684565
17/10/2012,11.16,-0.003577821
16/10/2012,11.2,0.021661497
15/10/2012,10.96,0.005489492
12/10/2012,10.9,-0.004576667
11/10/2012,10.95,0.004576667
10/10/2012,10.9,0
09/10/2012,10.9,-0.010041161
08/10/2012,11.01,-0.010840215
05/10/2012,11.13,0.002699057
04/10/2012,11.1,-0.005390849
03/10/2012,11.16,-0.000895656
02/10/2012,11.17,0.003587448
01/10/2012,11.13,-0.003587448
28/09/2012,11.17,-0.010685765
27/09/2012,11.29,0.013375144
26/09/2012,11.14,-0.000897263
25/09/2012,11.15,-0.018658915
24/09/2012,11.36,-0.007891317
21/09/2012,11.45,0.000873744
20/09/2012,11.44,-0.005231049
19/09/2012,11.5,-0.018096142
18/09/2012,11.71,-0.01945093
17/09/2012,11.94,-0.009170552
14/09/2012,12.05,0.016736792
13/09/2012,11.85,0.021322769
12/09/2012,11.6,-0.004301082
11/09/2012,11.65,-0.003427595
10/09/2012,11.69,-0.014437618
07/09/2012,11.86,-0.00420699
06/09/2012,11.91,0.016081599
05/09/2012,11.72,-0.00170503
04/09/2012,11.74,0.004268039
31/08/2012,11.69,0.018998844
30/08/2012,11.47,-0.019853911
29/08/2012,11.7,0.006000875
28/08/2012,11.63,0.000860215
27/08/2012,11.62,-0.01282617
24/08/2012,11.77,-0.00254561
23/08/2012,11.8,0.001696353
22/08/2012,11.78,0
21/08/2012,11.78,-0.016000341
20/08/2012,11.97,-0.00250313
17/08/2012,12,0.001668057
16/08/2012,11.98,0.015139061
15/08/2012,11.8,0.007656354
14/08/2012,11.71,-0.008503453
13/08/2012,11.81,-0.011784648
10/08/2012,11.95,0.005033568
09/08/2012,11.89,-0.002519951
08/08/2012,11.92,0.004203453
07/08/2012,11.87,0.050982963
06/08/2012,11.28,0.005333346
03/08/2012,11.22,0.02710193
02/08/2012,10.92,0
01/08/2012,10.92,0.002751033
31/07/2012,10.89,0.006448664
30/07/2012,10.82,-0.007366516
27/07/2012,10.9,0.024142305
26/07/2012,10.64,0.016106459
25/07/2012,10.47,0.008633147
24/07/2012,10.38,-0.010541545
23/07/2012,10.49,-0.001904762
20/07/2012,10.51,-0.017916557
19/07/2012,10.7,0.001870908
18/07/2012,10.68,0.027529028
17/07/2012,10.39,0.000962927
16/07/2012,10.38,-0.009587801
13/07/2012,10.48,0.010551657
12/07/2012,10.37,-0.019102778
11/07/2012,10.57,-0.013158085
10/07/2012,10.71,-0.027626066
09/07/2012,11.01,-0.00272109
06/07/2012,11.04,-0.025046032
05/07/2012,11.32,-0.013163858
03/07/2012,11.47,0.016703685
02/07/2012,11.28,-0.014958484
29/06/2012,11.45,0.031945929
28/06/2012,11.09,-0.003600364
27/06/2012,11.13,0.012658397
26/06/2012,10.99,0.004559971
25/06/2012,10.94,-0.027053047
22/06/2012,11.24,0.006247231
21/06/2012,11.17,-0.033453824
20/06/2012,11.55,0.032558969
19/06/2012,11.18,0.016231195
18/06/2012,11,0.000909504
15/06/2012,10.99,0.019293203
14/06/2012,10.78,0.001857011
13/06/2012,10.76,-0.006484506
12/06/2012,10.83,0.022409901
11/06/2012,10.59,-0.015925395
08/06/2012,10.76,0.014038602
07/06/2012,10.61,-0.00376294
06/06/2012,10.65,0.034387342
05/06/2012,10.29,0.018637126
04/06/2012,10.1,0.008950831
01/06/2012,10.01,-0.03146769
31/05/2012,10.33,-0.012506176
30/05/2012,10.46,-0.023619426
29/05/2012,10.71,0.016000341
25/05/2012,10.54,0.015296665
24/05/2012,10.38,-0.027555188
23/05/2012,10.67,0.012258522
22/05/2012,10.54,-0.011320876
21/05/2012,10.66,0.028546182
18/05/2012,10.36,-0.011516442
17/05/2012,10.48,-0.01702974
16/05/2012,10.66,-0.013973213
15/05/2012,10.81,-0.012867825
14/05/2012,10.95,-0.00273598
11/05/2012,10.98,-0.00725956
10/05/2012,11.06,-0.001806685
09/05/2012,11.08,-0.007194276
08/05/2012,11.16,-0.002684565
07/05/2012,11.19,-0.008010724
04/05/2012,11.28,-0.021921088
03/05/2012,11.53,-0.023994296
02/05/2012,11.81,-0.004224763
01/05/2012,11.86,-0.010901575
30/04/2012,11.99,-0.003330561
27/04/2012,12.03,0.007509422
26/04/2012,11.94,0.025446666
25/04/2012,11.64,0.01297035
24/04/2012,11.49,-0.00780238
23/04/2012,11.58,-0.016274449
20/04/2012,11.77,-0.008460287
19/04/2012,11.87,0.001686341
18/04/2012,11.85,-0.015075662
17/04/2012,12.03,0.014232136
16/04/2012,11.86,0.005071862
13/04/2012,11.8,-0.022623504
12/04/2012,12.07,0.012505373
11/04/2012,11.92,0.014364421
10/04/2012,11.75,-0.009318153
09/04/2012,11.86,-0.014232136
05/04/2012,12.03,-0.002490661
04/04/2012,12.06,-0.014815086
03/04/2012,12.24,-0.021019367
02/04/2012,12.5,0.004008021
30/03/2012,12.45,-0.00240674
29/03/2012,12.48,0.00160385
28/03/2012,12.46,-0.028482938
27/03/2012,12.82,-0.010861239
26/03/2012,12.96,0.021053409
23/03/2012,12.69,0.003157067
22/03/2012,12.65,-0.005518343
21/03/2012,12.72,0.000786473
20/03/2012,12.71,-0.009397093
19/03/2012,12.83,0.000779727
16/03/2012,12.82,0.002342836
15/03/2012,12.79,0.01974008
14/03/2012,12.54,0.003194891
13/03/2012,12.5,0.009646377
12/03/2012,12.38,0.000808081
09/03/2012,12.37,0.014658243
08/03/2012,12.19,0.007410491
07/03/2012,12.1,0.007465817
06/03/2012,12.01,-0.001663894
05/03/2012,12.03,-0.015670424
02/03/2012,12.22,-0.001635323
01/03/2012,12.24,-0.00081666
29/02/2012,12.25,-0.024991224
28/02/2012,12.56,0.002391392
27/02/2012,12.53,-0.007949167
24/02/2012,12.63,-0.008671714
23/02/2012,12.74,-0.012480661
22/02/2012,12.9,0.014838226
21/02/2012,12.71,-0.021790745
17/02/2012,12.99,-0.016794288
16/02/2012,13.21,0.023746807
15/02/2012,12.9,0.00232829
14/02/2012,12.87,-0.004651171
13/02/2012,12.93,-0.001545595
10/02/2012,12.95,-0.01227951
09/02/2012,13.11,0.00842594
08/02/2012,13,0.020202707
07/02/2012,12.74,0.0102565
06/02/2012,12.61,-0.014173466
03/02/2012,12.79,0.011797227
02/02/2012,12.64,0.005553366
01/02/2012,12.57,0.0233411
31/01/2012,12.28,0.018077731
30/01/2012,12.06,-0.013997758
27/01/2012,12.23,-0.013804523
26/01/2012,12.4,0.003231021
25/01/2012,12.36,0.004053512
24/01/2012,12.31,0.007337986
23/01/2012,12.22,-0.020251806
20/01/2012,12.47,0.012913819
19/01/2012,12.31,0.01555496
18/01/2012,12.12,0.028453802
17/01/2012,11.78,0.024056143
13/01/2012,11.5,-0.025752496
12/01/2012,11.8,0.007656354
11/01/2012,11.71,0.009438079
10/01/2012,11.6,0.0226688
09/01/2012,11.34,0.029532348
06/01/2012,11.01,0.01648389
05/01/2012,10.83,0.006484506
04/01/2012,10.76,0.005591813
03/01/2012,10.7,-0.000934143
30/12/2011,10.71,0.002805051
29/12/2011,10.68,0.005633818
28/12/2011,10.62,-0.019581045
27/12/2011,10.83,0.000923788
23/12/2011,10.82,0.027167947
22/12/2011,10.53,0.031840606
21/12/2011,10.2,-0.021339316
20/12/2011,10.42,0.028225718
19/12/2011,10.13,-0.019550965
16/12/2011,10.33,0.013645436
15/12/2011,10.19,-0.013645436
14/12/2011,10.33,-0.016322974
13/12/2011,10.5,-0.00190295
12/12/2011,10.52,-0.062635571
09/12/2011,11.2,0.026233978
08/12/2011,10.91,-0.030688329
07/12/2011,11.25,0.014324327
06/12/2011,11.09,0.009058033
05/12/2011,10.99,0.014665707
02/12/2011,10.83,0.00555557
01/12/2011,10.77,-0.000928074
30/11/2011,10.78,0.05041486
29/11/2011,10.25,-0.014528101
28/11/2011,10.4,0.023347364
25/11/2011,10.16,-0.00490919
23/11/2011,10.21,-0.034652168
22/11/2011,10.57,-0.029825137
21/11/2011,10.89,-0.030743832
18/11/2011,11.23,-0.026363566
17/11/2011,11.53,-0.078373425
16/11/2011,12.47,-0.013540629
15/11/2011,12.64,0.007942854
14/11/2011,12.54,-0.015037877
11/11/2011,12.73,0.038435476
10/11/2011,12.25,0.009020151
09/11/2011,12.14,-0.040360603
08/11/2011,12.64,0.01836379
07/11/2011,12.41,-0.000805477
04/11/2011,12.42,0.004842624
03/11/2011,12.36,0.026231012
02/11/2011,12.04,0.010016778
01/11/2011,11.92,-0.033006296
31/10/2011,12.32,-0.024058899
28/10/2011,12.62,0.006359322
27/10/2011,12.54,0.057439906
26/10/2011,11.84,0.006779687
25/10/2011,11.76,-0.014352294
24/10/2011,11.93,0.020322461
21/10/2011,11.69,0.0312797
20/10/2011,11.33,-0.013152316
19/10/2011,11.48,-0.01555779
18/10/2011,11.66,0.023428403
17/10/2011,11.39,-0.018269321
14/10/2011,11.6,0.001725626
13/10/2011,11.58,0.024476746
12/10/2011,11.3,0.02872729
11/10/2011,10.98,-0.002728515
10/10/2011,11.01,0.027626066
07/10/2011,10.71,-0.00372787
06/10/2011,10.75,0.014995595
05/10/2011,10.59,0.030683136
04/10/2011,10.27,0.041755569
03/10/2011,9.85,-0.050480782
30/09/2011,10.36,-0.024786779
29/09/2011,10.62,0.000942063
28/09/2011,10.61,-0.016822827
27/09/2011,10.79,0.038738902
26/09/2011,10.38,-0.020029282
23/09/2011,10.59,0.021957923
22/09/2011,10.36,-0.046212843
21/09/2011,10.85,-0.025479085
20/09/2011,11.13,-0.008944603
19/09/2011,11.23,-0.029826772
16/09/2011,11.57,-0.008605905
15/09/2011,11.67,0.036653318
14/09/2011,11.25,0.020656325
13/09/2011,11.02,0.014625489
12/09/2011,10.86,0.012042758
09/09/2011,10.73,-0.011121523
08/09/2011,10.85,-0.021878721
07/09/2011,11.09,0.038607736
06/09/2011,10.67,-0.015806931
02/09/2011,10.84,-0.020092
01/09/2011,11.06,-0.023236077
31/08/2011,11.32,-0.008795131
30/08/2011,11.42,0.002630427
29/08/2011,11.39,0.029400781
26/08/2011,11.06,0.022863364
25/08/2011,10.81,-0.049626782
24/08/2011,11.36,-0.007017573
23/08/2011,11.44,0.052029671
22/08/2011,10.86,0.003690041
19/08/2011,10.82,-0.015589495
18/08/2011,10.99,-0.055741983
17/08/2011,11.62,-0.005150226
16/08/2011,11.68,-0.016136231
15/08/2011,11.87,0.023009111
12/08/2011,11.6,-0.010291686
11/08/2011,11.72,0.040928655
10/08/2011,11.25,-0.016747857
09/08/2011,11.44,0.031072185
08/08/2011,11.09,-0.031072185
05/08/2011,11.44,-0.003490405
04/08/2011,11.48,-0.061648897
03/08/2011,12.21,0.010704096
02/08/2011,12.08,-0.020484125
01/08/2011,12.33,0.000811359
29/07/2011,12.32,-0.012903405
28/07/2011,12.48,-0.012739026
27/07/2011,12.64,-0.035745841
26/07/2011,13.1,0
25/07/2011,13.1,-0.003809528
22/07/2011,13.15,0.016871566
21/07/2011,12.93,0.018735911
20/07/2011,12.69,0.002366865
19/07/2011,12.66,0.028848154
18/07/2011,12.3,-0.012121361
15/07/2011,12.45,0.014563364
14/07/2011,12.27,-0.013759829
13/07/2011,12.44,-0.015949301
12/07/2011,12.64,-0.026543323
11/07/2011,12.98,-0.009202519
08/07/2011,13.1,-0.025623105
07/07/2011,13.44,0.030213779
06/07/2011,13.04,-0.003827023
05/07/2011,13.09,-0.015163293
01/07/2011,13.29,0.02129358
30/06/2011,13.01,0.026481298
29/06/2011,12.67,-0.003152091
28/06/2011,12.71,0.003941668
27/06/2011,12.66,0.020750944
24/06/2011,12.4,-0.028618805
23/06/2011,12.76,0.014207027
22/06/2011,12.58,-0.007917698
21/06/2011,12.68,0.020717873
20/06/2011,12.42,0.000805477
17/06/2011,12.41,-0.00482316
16/06/2011,12.47,-0.007987263
15/06/2011,12.57,-0.010288971
14/06/2011,12.7,0.017474631
13/06/2011,12.48,-0.007980888
10/06/2011,12.58,-0.015773198
09/06/2011,12.78,0.003920036
08/06/2011,12.73,-0.023292979
07/06/2011,13.03,0.010802574
06/06/2011,12.89,-0.005415874
03/06/2011,12.96,-0.014554068
02/06/2011,13.15,0.005337413
01/06/2011,13.08,-0.05213392
31/05/2011,13.78,0.025727255
27/05/2011,13.43,-0.015515642
26/05/2011,13.64,-0.016000341
25/05/2011,13.86,0.0108815
24/05/2011,13.71,-0.005818198
23/05/2011,13.79,-0.021521634
20/05/2011,14.09,-0.016889916
19/05/2011,14.33,-0.011793408
18/05/2011,14.5,0.013190056
17/05/2011,14.31,-0.014568416
16/05/2011,14.52,-0.019100171
13/05/2011,14.8,-0.019405092
12/05/2011,15.09,0.011329678
11/05/2011,14.92,-0.009339628
10/05/2011,15.06,0.001328904
09/05/2011,15.04,-0.012553848
06/05/2011,15.23,0.017887194
05/05/2011,14.96,-0.0086523
04/05/2011,15.09,-0.009891277
03/05/2011,15.24,0.005923018
02/05/2011,15.15,-0.035023035
29/04/2011,15.69,0
28/04/2011,15.69,-0.014552614
27/04/2011,15.92,0.019664446
26/04/2011,15.61,0.020058906
25/04/2011,15.3,0.003273325
21/04/2011,15.25,-0.001965281
20/04/2011,15.28,0.044838558
19/04/2011,14.61,0.008937839
18/04/2011,14.48,-0.016438726
15/04/2011,14.72,-0.004067802
14/04/2011,14.78,-0.006743114
13/04/2011,14.88,-0.010030174
12/04/2011,15.03,-0.019763489
11/04/2011,15.33,0.001305483
08/04/2011,15.31,-0.012333814
07/04/2011,15.5,-0.016000341
06/04/2011,15.75,0.014066728
05/04/2011,15.53,0.008406128
04/04/2011,15.4,-0.008406128
01/04/2011,15.53,-0.005778507
31/03/2011,15.62,-0.007017573
30/03/2011,15.73,0.001909005
29/03/2011,15.7,0.014758048
28/03/2011,15.47,0.002588998
25/03/2011,15.43,-0.000647878
24/03/2011,15.44,0.018301164
23/03/2011,15.16,0.003303604
22/03/2011,15.11,-0.00659633
21/03/2011,15.21,0.024626869
18/03/2011,14.84,0.000674082
17/03/2011,14.83,0.025265939
16/03/2011,14.46,-0.028631813
15/03/2011,14.88,-0.005361943
14/03/2011,14.96,-0.002670229
11/03/2011,15,0.002670229
10/03/2011,14.96,-0.022472856
09/03/2011,15.3,-0.031524
08/03/2011,15.79,-0.010708764
07/03/2011,15.96,-0.047117923
04/03/2011,16.73,-0.007147142
03/03/2011,16.85,0.025850553
02/03/2011,16.42,0.013488862
01/03/2011,16.2,-0.01409769
28/02/2011,16.43,0.019048195
25/02/2011,16.12,0.018153863
24/02/2011,15.83,0.012075139
23/02/2011,15.64,-0.001277955
22/02/2011,15.66,-0.050430854
18/02/2011,16.47,0.00304044
17/02/2011,16.42,0.004272207
16/02/2011,16.35,0.01416716
15/02/2011,16.12,-0.004950505
14/02/2011,16.2,0.011797715
11/02/2011,16.01,-0.00684721
10/02/2011,16.12,0.015630203
09/02/2011,15.87,-0.018108519
08/02/2011,16.16,-0.01413234
07/02/2011,16.39,-0.006082744
04/02/2011,16.49,0.021453474
03/02/2011,16.14,-0.012927235
02/02/2011,16.35,0.007982849
01/02/2011,16.22,0.033221482
31/01/2011,15.69,-0.005085834
28/01/2011,15.77,-0.020709871
27/01/2011,16.1,0.040563229
26/01/2011,15.46,0.005838486
