Date,Close,CMCSA
04/04/2014,50.18,-0.018559269
03/04/2014,51.12,0.004312887
02/04/2014,50.9,0.019240899
01/04/2014,49.93,-0.002200661
31/03/2014,50.04,0.009638629
28/03/2014,49.56,0.009325022
27/03/2014,49.1,-0.010534943
26/03/2014,49.62,-0.001007151
25/03/2014,49.67,-0.012603948
24/03/2014,50.3,0.005982072
21/03/2014,50,-0.01212618
20/03/2014,50.61,0.014529064
19/03/2014,49.88,-0.006793233
18/03/2014,50.22,-0.011089223
17/03/2014,50.78,0.002760798
14/03/2014,50.64,0.003560835
13/03/2014,50.46,-0.010252456
12/03/2014,50.98,-0.004696682
11/03/2014,51.22,-0.005840001
10/03/2014,51.52,-0.002132817
07/03/2014,51.63,-0.00925397
06/03/2014,52.11,0.004230776
05/03/2014,51.89,0.010266434
04/03/2014,51.36,0.007034027
03/03/2014,51,-0.013438706
28/02/2014,51.69,0.011871308
27/02/2014,51.08,0.007861676
26/02/2014,50.68,-0.001774274
25/02/2014,50.77,-0.007456863
24/02/2014,51.15,0.001956948
21/02/2014,51.05,-0.013812106
20/02/2014,51.76,0.003677542
19/02/2014,51.57,-0.037302136
18/02/2014,53.53,-0.003170757
14/02/2014,53.7,0.013687286
13/02/2014,52.97,-0.041961613
12/02/2014,55.24,0.004354143
11/02/2014,55,0.011888572
10/02/2014,54.35,-0.005321602
07/02/2014,54.64,0.011226767
06/02/2014,54.03,0.012103304
05/02/2014,53.38,-0.002619272
04/02/2014,53.52,0.014112568
03/02/2014,52.77,-0.031340002
31/01/2014,54.45,0.00478646
30/01/2014,54.19,0.021073041
29/01/2014,53.06,-0.005450629
28/01/2014,53.35,0.016251302
27/01/2014,52.49,0.001716084
24/01/2014,52.4,-0.012893618
23/01/2014,53.08,-0.012357394
22/01/2014,53.74,0.008033672
21/01/2014,53.31,-0.004305107
17/01/2014,53.54,0
16/01/2014,53.54,-0.009850465
15/01/2014,54.07,0.023578937
14/01/2014,52.81,0.012384649
13/01/2014,52.16,-0.02611312
