Date,Close,TMO
15/11/2013,101.37,0.011509205
14/11/2013,100.21,0.01406917
13/11/2013,98.81,0.011399615
12/11/2013,97.69,-0.007343225
11/11/2013,98.41,0.002441755
08/11/2013,98.17,0.020687199
07/11/2013,96.16,-0.014556598
06/11/2013,97.57,0.004931686
05/11/2013,97.09,-0.009839169
04/11/2013,98.05,0.001224615
01/11/2013,97.93,0.001532881
31/10/2013,97.78,0.002970249
30/10/2013,97.49,-0.009494227
29/10/2013,98.42,0.005603968
28/10/2013,97.87,0.000613246
25/10/2013,97.81,0.008006612
24/10/2013,97.03,-0.00462702
23/10/2013,97.48,0.017175797
22/10/2013,95.82,0.005966417
21/10/2013,95.25,-0.009092397
18/10/2013,96.12,0.005215408
17/10/2013,95.62,0.022313621
16/10/2013,93.51,0.01802045
15/10/2013,91.84,-0.008888947
14/10/2013,92.66,-0.003232413
11/10/2013,92.96,0.007450232
10/10/2013,92.27,0.025687472
09/10/2013,89.93,-0.008305236
08/10/2013,90.68,-0.011403632
07/10/2013,91.72,-0.006953526
04/10/2013,92.36,0.011105177
03/10/2013,91.34,-0.012619837
02/10/2013,92.5,-0.003776643
01/10/2013,92.85,0.007567604
30/09/2013,92.15,-0.00928933
27/09/2013,93.01,0
26/09/2013,93.01,0.006904764
25/09/2013,92.37,-0.004859883
24/09/2013,92.82,-0.005372313
23/09/2013,93.32,-0.001820032
20/09/2013,93.49,-0.007990241
19/09/2013,94.24,-0.000106106
18/09/2013,94.25,0.010237905
17/09/2013,93.29,0.016427474
16/09/2013,91.77,0.007217879
13/09/2013,91.11,0.000439126
12/09/2013,91.07,0.002969156
11/09/2013,90.8,0.000330451
10/09/2013,90.77,-0.003738733
09/09/2013,91.11,0.006607226
06/09/2013,90.51,-0.001876484
05/09/2013,90.68,-0.001872969
04/09/2013,90.85,0.008067679
03/09/2013,90.12,0.014417685
30/08/2013,88.83,-0.003820229
29/08/2013,89.17,0.003032518
28/08/2013,88.9,0.000787712
27/08/2013,88.83,-0.017077261
26/08/2013,90.36,-0.005408103
23/08/2013,90.85,0.005518778
22/08/2013,90.35,0.003103871
21/08/2013,90.07,-0.002771774
20/08/2013,90.32,-0.001106562
19/08/2013,90.42,-0.002981616
16/08/2013,90.69,-0.00670369
15/08/2013,91.3,-0.008289751
14/08/2013,92.06,-0.006388414
13/08/2013,92.65,0.005085765
12/08/2013,92.18,-0.00314108
09/08/2013,92.47,0.005530568
08/08/2013,91.96,0.003049447
07/08/2013,91.68,-0.004353511
06/08/2013,92.08,0.000325857
05/08/2013,92.05,0.002610684
02/08/2013,91.81,-0.002284721
01/08/2013,92.02,0.009938377
31/07/2013,91.11,0.006938736
30/07/2013,90.48,0.000884564
29/07/2013,90.4,-0.002099564
26/07/2013,90.59,-0.007259161
25/07/2013,91.25,0.00703841
24/07/2013,90.61,0.012102518
23/07/2013,89.52,-0.009007567
22/07/2013,90.33,0.00833755
19/07/2013,89.58,0.00694525
18/07/2013,88.96,0.013239232
17/07/2013,87.79,0.002623326
16/07/2013,87.56,-0.007736102
15/07/2013,88.24,0.000566797
12/07/2013,88.19,-0.00260461
11/07/2013,88.42,0.004306932
10/07/2013,88.04,0.008784495
09/07/2013,87.27,0.015357383
08/07/2013,85.94,0.006069113
05/07/2013,85.42,0.005517417
03/07/2013,84.95,-0.000470754
02/07/2013,84.99,-0.015875202
01/07/2013,86.35,0.020119991
28/06/2013,84.63,-0.008705937
27/06/2013,85.37,0.023346442
26/06/2013,83.4,0.003242662
25/06/2013,83.13,0.010763846
24/06/2013,82.24,-0.010282556
21/06/2013,83.09,0.017360072
20/06/2013,81.66,-0.036433245
19/06/2013,84.69,-0.017440601
18/06/2013,86.18,0.007337132
17/06/2013,85.55,0.005038975
14/06/2013,85.12,-0.002698424
13/06/2013,85.35,0.01178564
12/06/2013,84.35,-0.012605456
11/06/2013,85.42,-0.004438741
10/06/2013,85.8,0.014321174
07/06/2013,84.58,-0.027635409
06/06/2013,86.95,0.008663063
05/06/2013,86.2,-0.023730121
04/06/2013,88.27,-0.002715241
03/06/2013,88.51,0.002375432
31/05/2013,88.3,-0.00519599
30/05/2013,88.76,0.015898586
29/05/2013,87.36,-0.010476069
28/05/2013,88.28,0.012079919
24/05/2013,87.22,0.01769753
23/05/2013,85.69,-0.006861689
22/05/2013,86.28,-0.012325215
21/05/2013,87.35,0.006546856
20/05/2013,86.78,0.005894267
17/05/2013,86.27,0.008965537
16/05/2013,85.5,-0.005947193
15/05/2013,86.01,0.01522991
14/05/2013,84.71,0.003784747
13/05/2013,84.39,-0.000829138
10/05/2013,84.46,0.011670967
09/05/2013,83.48,-0.007518384
08/05/2013,84.11,0.00238067
07/05/2013,83.91,0.01767404
06/05/2013,82.44,0.003280484
03/05/2013,82.17,0.00696101
02/05/2013,81.6,0.010842886
01/05/2013,80.72,0.000495663
30/04/2013,80.68,-0.00099108
29/04/2013,80.76,-0.004571013
26/04/2013,81.13,0.012527296
25/04/2013,80.12,-0.013389736
24/04/2013,81.2,0.006920443
23/04/2013,80.64,0.008593365
22/04/2013,79.95,-0.001000125
19/04/2013,80.03,-0.000624571
18/04/2013,80.08,-0.017576885
17/04/2013,81.5,-0.003918692
16/04/2013,81.82,0.040404498
15/04/2013,78.58,-0.012771243
12/04/2013,79.59,-0.004012545
11/04/2013,79.91,-0.017736899
10/04/2013,81.34,0.037069108
09/04/2013,78.38,0.000510465
08/04/2013,78.34,0.01517714
05/04/2013,77.16,-0.009801471
04/04/2013,77.92,-0.002307398
03/04/2013,78.1,-0.005872607
02/04/2013,78.56,0.039332736
01/04/2013,75.53,-0.012630085
28/03/2013,76.49,0.017407798
27/03/2013,75.17,0.003598325
26/03/2013,74.9,0.002807676
25/03/2013,74.69,-0.016860672
22/03/2013,75.96,-0.008781759
21/03/2013,76.63,-0.01219211
20/03/2013,77.57,0.002064783
19/03/2013,77.41,0.007911331
18/03/2013,76.8,-0.004546939
15/03/2013,77.15,-0.002588998
14/03/2013,77.35,-0.003484549
13/03/2013,77.62,-0.001030131
12/03/2013,77.7,0.006196767
11/03/2013,77.22,0.002333723
08/03/2013,77.04,0.007164754
07/03/2013,76.49,-0.002350484
06/03/2013,76.67,0.003135208
05/03/2013,76.43,0.014496827
04/03/2013,75.33,0.007327992
01/03/2013,74.78,0.013191738
28/02/2013,73.8,-0.006079046
27/02/2013,74.25,0.013696058
26/02/2013,73.24,0.022646646
25/02/2013,71.6,-0.018679201
22/02/2013,72.95,0.011858937
21/02/2013,72.09,-0.007600396
20/02/2013,72.64,-0.031972379
19/02/2013,75,0.007629027
15/02/2013,74.43,-0.006027746
14/02/2013,74.88,-0.002933727
13/02/2013,75.1,0.006948184
12/02/2013,74.58,-0.002276838
11/02/2013,74.75,0.002142762
08/02/2013,74.59,0.010512226
07/02/2013,73.81,-0.000270929
06/02/2013,73.83,-0.012919033
05/02/2013,74.79,0.031925553
04/02/2013,72.44,-0.031791837
01/02/2013,74.78,0.035941794
31/01/2013,72.14,0.024557468
30/01/2013,70.39,-0.000426106
29/01/2013,70.42,-0.004675223
28/01/2013,70.75,-0.006480721
25/01/2013,71.21,0.020572478
24/01/2013,69.76,-0.00057323
23/01/2013,69.8,0.001720677
22/01/2013,69.68,0.004026465
18/01/2013,69.4,0.006795371
17/01/2013,68.93,0.01770994
16/01/2013,67.72,-0.00029529
15/01/2013,67.74,0.002660755
14/01/2013,67.56,0.000148028
11/01/2013,67.55,0.000148049
10/01/2013,67.54,-0.002809198
09/01/2013,67.73,0.033937191
08/01/2013,65.47,-0.006242883
07/01/2013,65.88,0.007771468
04/01/2013,65.37,0.008757834
03/01/2013,64.8,-0.003081667
02/01/2013,65,0.018947608
31/12/2012,63.78,0.013734528
28/12/2012,62.91,-0.008074136
27/12/2012,63.42,0.002209946
26/12/2012,63.28,-0.01037582
24/12/2012,63.94,0.002035226
21/12/2012,63.81,-0.020782386
20/12/2012,65.15,0.006158603
19/12/2012,64.75,-0.007692346
18/12/2012,65.25,0.006920443
17/12/2012,64.8,0.009146642
14/12/2012,64.21,-0.010996781
13/12/2012,64.92,-0.003536561
12/12/2012,65.15,-0.001993407
11/12/2012,65.28,0.007688797
10/12/2012,64.78,0.007748373
07/12/2012,64.28,-0.001399145
06/12/2012,64.37,0.006389798
05/12/2012,63.96,0.005487197
04/12/2012,63.61,0.001573317
03/12/2012,63.51,-0.000629624
30/11/2012,63.55,0.000629624
29/11/2012,63.51,0.012038796
28/11/2012,62.75,0.008964363
27/11/2012,62.19,-0.002088186
26/11/2012,62.32,-0.00512165
23/11/2012,62.64,0.023910671
21/11/2012,61.16,-0.010895303
20/11/2012,61.83,0.006815995
19/11/2012,61.41,0.013442825
16/11/2012,60.59,0.002478726
15/11/2012,60.44,-0.004621996
14/11/2012,60.72,-0.007710644
13/11/2012,61.19,0.009193957
12/11/2012,60.63,-0.00098912
09/11/2012,60.69,0.015442399
08/11/2012,59.76,-0.018075279
07/11/2012,60.85,-0.015815117
06/11/2012,61.82,-0.001777778
05/11/2012,61.93,0.00696754
02/11/2012,61.5,-0.015008754
01/11/2012,62.43,0.022188942
31/10/2012,61.06,0.0003276
26/10/2012,61.04,-0.010754544
25/10/2012,61.7,0.021957297
24/10/2012,60.36,0.04663047
23/10/2012,57.61,-0.014475524
22/10/2012,58.45,0.00703926
19/10/2012,58.04,-0.016405016
18/10/2012,59,-0.025601666
17/10/2012,60.53,0.004304642
16/10/2012,60.27,0.014035318
15/10/2012,59.43,0.009977254
12/10/2012,58.84,-0.005592761
11/10/2012,59.17,0.012927549
10/10/2012,58.41,-0.008014366
09/10/2012,58.88,-0.027141891
08/10/2012,60.5,-0.00658981
05/10/2012,60.9,0.009901071
04/10/2012,60.3,0.009162913
03/10/2012,59.75,0.000502218
02/10/2012,59.72,0.008238802
01/10/2012,59.23,0.006776241
28/09/2012,58.83,-0.010315472
27/09/2012,59.44,0.012187016
26/09/2012,58.72,-0.004926537
25/09/2012,59.01,-0.007765063
24/09/2012,59.47,-0.004027527
21/09/2012,59.71,-0.000167462
20/09/2012,59.72,-0.00033484
19/09/2012,59.74,-0.004009361
18/09/2012,59.98,-0.003495052
17/09/2012,60.19,-0.00695367
14/09/2012,60.61,0.010615459
13/09/2012,59.97,0.010729357
12/09/2012,59.33,0.004222623
11/09/2012,59.08,0.000507915
10/09/2012,59.05,0.002034244
07/09/2012,58.93,0.011949613
06/09/2012,58.23,0.02064791
05/09/2012,57.04,-0.004722352
04/09/2012,57.31,-0.000697715
31/08/2012,57.35,0.006472515
30/08/2012,56.98,-0.003328956
29/08/2012,57.17,0.015690053
28/08/2012,56.28,-0.006376217
27/08/2012,56.64,0.000883158
24/08/2012,56.59,0.004960152
23/08/2012,56.31,-0.004429882
22/08/2012,56.56,0.003187536
21/08/2012,56.38,-0.003187536
20/08/2012,56.56,-0.000883626
17/08/2012,56.61,0.001060445
16/08/2012,56.55,-0.017702679
15/08/2012,57.56,0.01487732
14/08/2012,56.71,-0.004925252
13/08/2012,56.99,-0.001402771
10/08/2012,57.07,0.002104895
09/08/2012,56.95,-0.006126934
08/08/2012,57.3,0.002621233
07/08/2012,57.15,0.010023824
06/08/2012,56.58,-0.000353419
03/08/2012,56.6,0.039828672
02/08/2012,54.39,-0.023081443
01/08/2012,55.66,-0.000179646
31/07/2012,55.67,-0.006981144
30/07/2012,56.06,-0.000713267
27/07/2012,56.1,0.025454935
26/07/2012,54.69,0.010107593
25/07/2012,54.14,0.083959987
24/07/2012,49.78,-0.018312614
23/07/2012,50.7,-0.026278884
20/07/2012,52.05,-0.018652996
19/07/2012,53.03,-0.003764356
18/07/2012,53.23,0.01724344
17/07/2012,52.32,0.008059917
16/07/2012,51.9,-0.002693863
13/07/2012,52.04,0.011402191
12/07/2012,51.45,-0.005234092
11/07/2012,51.72,0.010495723
10/07/2012,51.18,-0.00778517
09/07/2012,51.58,0.002912341
06/07/2012,51.43,-0.022304328
05/07/2012,52.59,-0.003985203
03/07/2012,52.8,0.027262199
02/07/2012,51.38,-0.010262458
29/06/2012,51.91,0.026548504
28/06/2012,50.55,-0.006703495
27/06/2012,50.89,0.026886017
26/06/2012,49.54,-0.005836788
25/06/2012,49.83,-0.023992427
22/06/2012,51.04,0.012618464
21/06/2012,50.4,-0.024111724
20/06/2012,51.63,-0.005601174
19/06/2012,51.92,0.019841149
18/06/2012,50.9,-0.006462374
15/06/2012,51.23,0.01158352
14/06/2012,50.64,0.0155227
13/06/2012,49.86,-0.008984786
12/06/2012,50.31,0.011796598
11/06/2012,49.72,-0.022866092
08/06/2012,50.87,0.004334128
07/06/2012,50.65,0.010718642
06/06/2012,50.11,0.014675105
05/06/2012,49.38,0.01530486
04/06/2012,48.63,-0.010229222
01/06/2012,49.13,-0.027107372
31/05/2012,50.48,-0.013576205
30/05/2012,51.17,-0.010691131
29/05/2012,51.72,0.000773694
25/05/2012,51.68,-0.010203188
24/05/2012,52.21,0.023840648
23/05/2012,50.98,-0.007036776
22/05/2012,51.34,-0.011233897
21/05/2012,51.92,0.02693897
18/05/2012,50.54,-0.01199739
17/05/2012,51.15,-0.007595713
16/05/2012,51.54,-0.005610927
15/05/2012,51.83,-0.013605652
14/05/2012,52.54,-0.014361547
11/05/2012,53.3,-0.00299738
10/05/2012,53.46,0.002247192
09/05/2012,53.34,-0.008401058
08/05/2012,53.79,-0.004451872
07/05/2012,54.03,0
04/05/2012,54.03,-0.022147881
03/05/2012,55.24,-0.006675713
02/05/2012,55.61,-0.008951009
01/05/2012,56.11,0.008231972
30/04/2012,55.65,0.013386596
27/04/2012,54.91,0
26/04/2012,54.91,-0.002909622
25/04/2012,55.07,0.043230922
24/04/2012,52.74,-0.018969486
23/04/2012,53.75,-0.007229617
20/04/2012,54.14,-0.004239247
19/04/2012,54.37,-0.002755076
18/04/2012,54.52,0.008103175
17/04/2012,54.08,0.008169373
16/04/2012,53.64,-0.008539127
13/04/2012,54.1,-0.018678441
12/04/2012,55.12,0.032451225
11/04/2012,53.36,0.004696167
10/04/2012,53.11,-0.026385775
09/04/2012,54.53,-0.024634464
05/04/2012,55.89,0.005562049
04/04/2012,55.58,-0.010559382
03/04/2012,56.17,-0.003731679
02/04/2012,56.38,0
30/03/2012,56.38,0.00569194
29/03/2012,56.06,-0.008525807
28/03/2012,56.54,-0.019094913
27/03/2012,57.63,-0.008982614
26/03/2012,58.15,0.024370223
23/03/2012,56.75,0.005300366
22/03/2012,56.45,-0.009345038
21/03/2012,56.98,-0.004727313
20/03/2012,57.25,-0.011807743
19/03/2012,57.93,0.000345304
16/03/2012,57.91,-0.001552929
15/03/2012,58,0.004146516
14/03/2012,57.76,0.011842702
13/03/2012,57.08,0.030054721
12/03/2012,55.39,-0.015762461
09/03/2012,56.27,0.00320399
08/03/2012,56.09,0.015089203
07/03/2012,55.25,-0.003252623
06/03/2012,55.43,-0.020181058
05/03/2012,56.56,-0.012125621
02/03/2012,57.25,0.001223456
01/03/2012,57.18,0.009841907
29/02/2012,56.62,-0.010890675
28/02/2012,57.24,0.014252023
27/02/2012,56.43,-0.004067562
24/02/2012,56.66,0.009576239
23/02/2012,56.12,0.005001797
22/02/2012,55.84,-0.001431639
21/02/2012,55.92,-0.008192388
17/02/2012,56.38,-0.004247794
16/02/2012,56.62,0.013513719
15/02/2012,55.86,0.000179035
14/02/2012,55.85,0.002689379
13/02/2012,55.7,0.003236831
10/02/2012,55.52,-0.009857594
09/02/2012,56.07,0.001249219
08/02/2012,56,0.011494379
07/02/2012,55.36,-0.006840711
06/02/2012,55.74,-0.009818877
03/02/2012,56.29,0.026826706
02/02/2012,54.8,0.001643686
01/02/2012,54.71,0.033643169
31/01/2012,52.9,0.008543004
30/01/2012,52.45,-0.00019064
27/01/2012,52.46,0.002863417
26/01/2012,52.31,-0.023241481
25/01/2012,53.54,0.019996893
24/01/2012,52.48,0.012463012
23/01/2012,51.83,0.013402162
20/01/2012,51.14,-0.013595082
19/01/2012,51.84,0.012617852
18/01/2012,51.19,0.026325122
17/01/2012,49.86,0.010281312
13/01/2012,49.35,-0.008675531
12/01/2012,49.78,-0.003809528
11/01/2012,49.97,0.018174975
10/01/2012,49.07,0.028945581
09/01/2012,47.67,0.001049428
06/01/2012,47.62,0.027247322
05/01/2012,46.34,0.00845167
04/01/2012,45.95,-0.020463827
03/01/2012,46.9,0.042022075
30/12/2011,44.97,0.00044484
29/12/2011,44.95,0.016147469
28/12/2011,44.23,-0.028309034
27/12/2011,45.5,-0.00416713
23/12/2011,45.69,0.001752465
22/12/2011,45.61,0.021048744
21/12/2011,44.66,-0.006027477
20/12/2011,44.93,0.031425667
19/12/2011,43.54,-0.006866587
16/12/2011,43.84,-0.007046284
15/12/2011,44.15,0.009101314
14/12/2011,43.75,-0.02125815
13/12/2011,44.69,-0.009797451
12/12/2011,45.13,-0.011237311
09/12/2011,45.64,0.007698267
08/12/2011,45.29,-0.036635722
07/12/2011,46.98,-0.004248095
06/12/2011,47.18,0.008514313
05/12/2011,46.78,0.005143603
02/12/2011,46.54,-0.010686146
01/12/2011,47.04,-0.00445435
30/11/2011,47.25,0.024856647
29/11/2011,46.09,0.01068829
28/11/2011,45.6,0.026217898
25/11/2011,44.42,-0.001124986
23/11/2011,44.47,-0.014289147
22/11/2011,45.11,0.001109016
21/11/2011,45.06,-0.018470182
18/11/2011,45.9,-0.019418086
17/11/2011,46.8,-0.033823201
16/11/2011,48.41,-0.019028707
15/11/2011,49.34,0.014083302
14/11/2011,48.65,-0.003283401
11/11/2011,48.81,0.022375079
10/11/2011,47.73,-0.017034064
09/11/2011,48.55,-0.037793727
08/11/2011,50.42,0.018011293
07/11/2011,49.52,0.013417563
04/11/2011,48.86,-0.028051481
03/11/2011,50.25,0.010000083
02/11/2011,49.75,0.023181193
01/11/2011,48.61,-0.033579207
31/10/2011,50.27,-0.022229695
28/10/2011,51.4,0.014698942
27/10/2011,50.65,0.046266205
26/10/2011,48.36,-0.095949121
25/10/2011,53.23,-0.023027944
24/10/2011,54.47,0.022464511
21/10/2011,53.26,0.02586679
20/10/2011,51.9,0.015338617
19/10/2011,51.11,-0.025689486
18/10/2011,52.44,0.016341804
17/10/2011,51.59,-0.032420841
14/10/2011,53.29,-0.011938213
13/10/2011,53.93,-0.013262305
12/10/2011,54.65,0.016419518
11/10/2011,53.76,0.026386755
10/10/2011,52.36,0.036367644
07/10/2011,50.49,-0.061078889
06/10/2011,53.67,0.015964279
05/10/2011,52.82,0.043531392
04/10/2011,50.57,0.02949948
03/10/2011,49.1,-0.030882743
30/09/2011,50.64,-0.01684003
29/09/2011,51.5,0.012701685
28/09/2011,50.85,-0.022555885
27/09/2011,52.01,0.02137664
26/09/2011,50.91,-0.000589102
23/09/2011,50.94,0.023236077
22/09/2011,49.77,-0.031057783
21/09/2011,51.34,-0.038965969
20/09/2011,53.38,0.003189795
19/09/2011,53.21,-0.024137822
16/09/2011,54.51,-0.001283344
15/09/2011,54.58,0.024669711
14/09/2011,53.25,0.020298525
13/09/2011,52.18,0.021110496
12/09/2011,51.09,0.011813486
09/09/2011,50.49,-0.042650387
08/09/2011,52.69,-0.02862416
07/09/2011,54.22,0.041421584
06/09/2011,52.02,-0.006132637
02/09/2011,52.34,-0.040072765
01/09/2011,54.48,-0.008225986
31/08/2011,54.93,0.002917049
30/08/2011,54.77,-0.002006385
29/08/2011,54.88,0.026963776
26/08/2011,53.42,0.015088932
25/08/2011,52.62,-0.019571569
24/08/2011,53.66,0.028351927
23/08/2011,52.16,0.040095329
22/08/2011,50.11,-0.006960354
19/08/2011,50.46,-0.012016297
18/08/2011,51.07,-0.06261529
17/08/2011,54.37,0.006458183
16/08/2011,54.02,-0.016341133
15/08/2011,54.91,0.023400423
12/08/2011,53.64,0.019769071
11/08/2011,52.59,0.050502982
10/08/2011,50,-0.039989648
09/08/2011,52.04,0.039789668
08/08/2011,50.01,-0.07342216
05/08/2011,53.82,-0.007957847
04/08/2011,54.25,-0.042935888
03/08/2011,56.63,0.00495664
02/08/2011,56.35,-0.022461025
01/08/2011,57.63,-0.041800173
29/07/2011,60.09,-0.003322814
28/07/2011,60.29,0.004321815
27/07/2011,60.03,-0.025005415
26/07/2011,61.55,-0.039970292
25/07/2011,64.06,-0.013489622
22/07/2011,64.93,-0.002614783
21/07/2011,65.1,0.022525224
20/07/2011,63.65,0.00188709
19/07/2011,63.53,0.016345679
18/07/2011,62.5,-0.01145415
15/07/2011,63.22,0.014017432
14/07/2011,62.34,-0.00272327
13/07/2011,62.51,0.00032
12/07/2011,62.49,-0.004311384
11/07/2011,62.76,-0.031678986
08/07/2011,64.78,-0.012121361
07/07/2011,65.57,0.004892228
06/07/2011,65.25,0.004146516
05/07/2011,64.98,-0.000461574
01/07/2011,65.01,0.009582763
30/06/2011,64.39,0.004982106
29/06/2011,64.07,-0.003583396
28/06/2011,64.3,0.015358396
27/06/2011,63.32,0.012874691
24/06/2011,62.51,-0.016657798
23/06/2011,63.56,-0.002200221
22/06/2011,63.7,-0.004385972
21/06/2011,63.98,0.018615461
20/06/2011,62.8,0.009278582
17/06/2011,62.22,0.025062337
16/06/2011,60.68,-0.010654965
15/06/2011,61.33,-0.028293159
14/06/2011,63.09,0.011157272
13/06/2011,62.39,-0.007186807
10/06/2011,62.84,-0.010920422
09/06/2011,63.53,0.015705883
08/06/2011,62.54,0.000799808
07/06/2011,62.49,0.003045118
06/06/2011,62.3,-0.007993648
03/06/2011,62.8,-0.015484588
02/06/2011,63.78,-0.001253526
01/06/2011,63.86,-0.024593305
31/05/2011,65.45,0.004594189
27/05/2011,65.15,-0.00245286
26/05/2011,65.31,0.017297729
25/05/2011,64.19,-0.004662738
24/05/2011,64.49,0.001551831
23/05/2011,64.39,-0.012194332
20/05/2011,65.18,-0.003063728
19/05/2011,65.38,0.041217199
18/05/2011,62.74,0.013802177
17/05/2011,61.88,-0.006924901
16/05/2011,62.31,0.006440209
13/05/2011,61.91,0.003884129
12/05/2011,61.67,0.00536543
11/05/2011,61.34,0.004247678
10/05/2011,61.08,0.005088234
09/05/2011,60.77,0.006769612
06/05/2011,60.36,0.010659661
05/05/2011,59.72,-0.012149604
04/05/2011,60.45,-0.003138164
03/05/2011,60.64,-0.010009108
02/05/2011,61.25,0.020785968
29/04/2011,59.99,-0.002829798
28/04/2011,60.16,0.006002019
27/04/2011,59.8,0.02918429
26/04/2011,58.08,0.021229264
25/04/2011,56.86,-0.000703235
21/04/2011,56.9,0.016479508
20/04/2011,55.97,0.022952123
19/04/2011,54.7,0.001829827
18/04/2011,54.6,-0.020843528
15/04/2011,55.75,0.015910659
14/04/2011,54.87,-0.009612843
13/04/2011,55.4,-0.000721761
12/04/2011,55.44,-0.009693129
11/04/2011,55.98,0.003041419
08/04/2011,55.81,0.003230441
07/04/2011,55.63,0.001799209
06/04/2011,55.53,0.011045834
05/04/2011,54.92,-0.016791945
04/04/2011,55.85,-0.002324959
01/04/2011,55.98,0.007710968
31/03/2011,55.55,0.011588035
30/03/2011,54.91,0.005112299
29/03/2011,54.63,0.007533338
28/03/2011,54.22,-0.003130469
25/03/2011,54.39,0.003683924
24/03/2011,54.19,0.013001669
23/03/2011,53.49,-0.008562971
22/03/2011,53.95,0.003714025
21/03/2011,53.75,0.022007848
18/03/2011,52.58,-0.000760456
17/03/2011,52.62,-0.005685064
16/03/2011,52.92,-0.021683092
15/03/2011,54.08,-0.01103358
14/03/2011,54.68,-0.010370329
11/03/2011,55.25,0.007448486
10/03/2011,54.84,-0.019144525
09/03/2011,55.9,-0.017730961
08/03/2011,56.9,0.005109693
07/03/2011,56.61,-0.007216435
04/03/2011,57.02,-0.003326625
03/03/2011,57.21,0.022091558
02/03/2011,55.96,0.005555072
01/03/2011,55.65,-0.00305015
28/02/2011,55.82,0.00466871
25/02/2011,55.56,0.004148261
24/02/2011,55.33,0.006527675
23/02/2011,54.97,-0.021239099
22/02/2011,56.15,-0.026883812
18/02/2011,57.68,0.008356595
17/02/2011,57.2,0.000524613
16/02/2011,57.17,0.009667006
15/02/2011,56.62,-0.009317111
14/02/2011,57.15,-0.012174063
11/02/2011,57.85,0.014802186
10/02/2011,57,0.000877578
09/02/2011,56.95,0.018967156
08/02/2011,55.88,-0.002680727
07/02/2011,56.03,0.001250112
04/02/2011,55.96,0.000715052
03/02/2011,55.92,-0.002500448
02/02/2011,56.06,-0.023795958
01/02/2011,57.41,0.002441578
31/01/2011,57.27,0.004550235
28/01/2011,57.01,-0.014626763
27/01/2011,57.85,0.004851855
