Date,Close,VLO
04/06/2013,38.96,-0.032574525
03/06/2013,40.25,-0.009396706
31/05/2013,40.63,-0.000738098
30/05/2013,40.66,0.004436783
29/05/2013,40.48,-0.006156897
28/05/2013,40.73,0.016586591
24/05/2013,40.06,-0.004483196
23/05/2013,40.24,-0.007180915
22/05/2013,40.53,-0.016638505
21/05/2013,41.21,-0.021129237
20/05/2013,42.09,0.021371926
17/05/2013,41.2,0.039356645
16/05/2013,39.61,-0.005036525
15/05/2013,39.81,0.020300113
14/05/2013,39.01,0.023078945
13/05/2013,38.12,-0.017681168
10/05/2013,38.8,0.014799699
09/05/2013,38.23,-0.000784416
08/05/2013,38.26,-0.021973225
07/05/2013,39.11,0.018841698
06/05/2013,38.38,0.020798433
03/05/2013,37.59,0.016360832
02/05/2013,36.98,-0.047527424
01/05/2013,38.78,-0.038942974
30/04/2013,40.32,-0.021590633
29/04/2013,41.2,0.011718884
26/04/2013,40.72,-0.012689287
25/04/2013,41.24,-0.017546418
24/04/2013,41.97,0.031956241
23/04/2013,40.65,0.021383212
22/04/2013,39.79,0.01391899
19/04/2013,39.24,0.014115466
18/04/2013,38.69,0.011699081
17/04/2013,38.24,-0.035956621
16/04/2013,39.64,0.021418463
15/04/2013,38.8,-0.052954285
12/04/2013,40.91,-0.008518976
11/04/2013,41.26,-0.04060869
10/04/2013,42.97,0.007240485
09/04/2013,42.66,0.012739026
08/04/2013,42.12,0.003329373
05/04/2013,41.98,0.012946716
04/04/2013,41.44,0.020478531
03/04/2013,40.6,-0.043616117
02/04/2013,42.41,-0.058611417
01/04/2013,44.97,-0.011496921
28/03/2013,45.49,0.011941761
27/03/2013,44.95,0
26/03/2013,44.95,0.015017653
25/03/2013,44.28,0.000903751
22/03/2013,44.24,0.004985281
21/03/2013,44.02,-0.014658059
20/03/2013,44.67,0.01012496
19/03/2013,44.22,-0.003837043
18/03/2013,44.39,0.004742021
15/03/2013,44.18,0.007725555
14/03/2013,43.84,0.009626478
13/03/2013,43.42,-0.047890459
12/03/2013,45.55,0.04100496
11/03/2013,43.72,-0.039906663
08/03/2013,45.5,-0.021955017
07/03/2013,46.51,-0.023585498
06/03/2013,47.62,-0.012935711
05/03/2013,48.24,-0.00558141
04/03/2013,48.51,0.039525851
01/03/2013,46.63,0.022555717
28/02/2013,45.59,-0.008735587
27/02/2013,45.99,0.023318258
26/02/2013,44.93,0.015250352
25/02/2013,44.25,-0.040306607
22/02/2013,46.07,0.01179053
21/02/2013,45.53,0.013265726
20/02/2013,44.93,-0.060454408
19/02/2013,47.73,0.009261274
15/02/2013,47.29,0.001269573
14/02/2013,47.23,0.02118406
13/02/2013,46.24,0.012841617
12/02/2013,45.65,-0.010676646
11/02/2013,46.14,0.000216755
08/02/2013,46.13,0.017715061
07/02/2013,45.32,-0.002644338
06/02/2013,45.44,-0.005705523
05/02/2013,45.7,0.017660503
04/02/2013,44.9,0.001114206
01/02/2013,44.85,0.025289223
31/01/2013,43.73,-0.000457247
30/01/2013,43.75,-0.000457038
29/01/2013,43.77,0.120270706
28/01/2013,38.81,0.018463663
25/01/2013,38.1,0.003681308
24/01/2013,37.96,-0.000263401
23/01/2013,37.97,0.02156346
22/01/2013,37.16,0.010822616
18/01/2013,36.76,-0.001630878
17/01/2013,36.82,0.000815107
16/01/2013,36.79,0.027278176
15/01/2013,35.8,0.013215432
14/01/2013,35.33,0.017992774
11/01/2013,34.7,-0.005747142
10/01/2013,34.9,0.015302738
09/01/2013,34.37,-0.008690669
08/01/2013,34.67,0.009272741
07/01/2013,34.35,-0.027564191
04/01/2013,35.31,0.01685032
03/01/2013,34.72,-0.021653268
02/01/2013,35.48,0.039085435
31/12/2012,34.12,0.03035044
28/12/2012,33.1,-0.0218147
27/12/2012,33.83,0.004443793
26/12/2012,33.68,-0.001779888
24/12/2012,33.74,-0.01178564
21/12/2012,34.14,-0.007005283
20/12/2012,34.38,0.010232511
19/12/2012,34.03,-0.006152063
18/12/2012,34.24,0.005858248
17/12/2012,34.04,0.019879011
14/12/2012,33.37,0.023345004
13/12/2012,32.6,-0.005811302
12/12/2012,32.79,0.003972503
11/12/2012,32.66,0
10/12/2012,32.66,0.024799783
07/12/2012,31.86,0.001885015
06/12/2012,31.8,0.014571053
05/12/2012,31.34,-0.027381726
04/12/2012,32.21,0.009984482
03/12/2012,31.89,-0.011535592
30/11/2012,32.26,0.000620155
29/11/2012,32.24,0.018469769
28/11/2012,31.65,0.015923903
27/11/2012,31.15,-0.01402637
26/11/2012,31.59,-0.010392158
23/11/2012,31.92,0.029245568
21/11/2012,31,0.014622519
20/11/2012,30.55,0.014507343
19/11/2012,30.11,0.025224139
16/11/2012,29.36,-0.007465254
15/11/2012,29.58,0.024641904
14/11/2012,28.86,-0.012396853
13/11/2012,29.22,-0.008180005
12/11/2012,29.46,-0.004403055
09/11/2012,29.59,0.007462721
08/11/2012,29.37,-0.000680735
07/11/2012,29.39,-0.022540904
06/11/2012,30.06,0.04004607
05/11/2012,28.88,0.023827336
02/11/2012,28.2,-0.019663555
01/11/2012,28.76,-0.011752641
31/10/2012,29.1,0.002408396
26/10/2012,29.03,0.01877663
25/10/2012,28.49,0.002811953
24/10/2012,28.41,0.001761494
23/10/2012,28.36,-0.038393095
22/10/2012,29.47,-0.002033899
19/10/2012,29.53,-0.003718105
18/10/2012,29.64,-0.013072082
17/10/2012,30.03,0.017128882
16/10/2012,29.52,0.024345451
15/10/2012,28.81,-0.006918049
12/10/2012,29.01,-0.004471203
11/10/2012,29.14,-0.011260996
10/10/2012,29.47,-0.063435096
09/10/2012,31.4,-0.009824196
08/10/2012,31.71,-0.005660392
05/10/2012,31.89,-0.022326509
04/10/2012,32.61,0.031778375
03/10/2012,31.59,-0.017260745
02/10/2012,32.14,0.000311187
01/10/2012,32.13,0.014104606
28/09/2012,31.68,0.007604599
27/09/2012,31.44,0.017324784
26/09/2012,30.9,-0.018278527
25/09/2012,31.47,-0.008858014
24/09/2012,31.75,-0.006905238
21/09/2012,31.97,-0.005303397
20/09/2012,32.14,-0.002486017
19/09/2012,32.22,0.019430257
18/09/2012,31.6,-0.013828002
17/09/2012,32.04,-0.051995295
14/09/2012,33.75,0.028856826
13/09/2012,32.79,0.000305018
12/09/2012,32.78,0.000305111
11/09/2012,32.77,0.023152755
10/09/2012,32.02,-0.004984434
07/09/2012,32.18,0.023900509
06/09/2012,31.42,0.006385718
05/09/2012,31.22,0.006426757
04/09/2012,31.02,-0.007707167
31/08/2012,31.26,0.017099949
30/08/2012,30.73,-0.001300813
29/08/2012,30.77,-0.01131051
28/08/2012,31.12,0.01131051
27/08/2012,30.77,0.051002554
24/08/2012,29.24,0.001026518
23/08/2012,29.21,-0.011572627
22/08/2012,29.55,-0.00842465
21/08/2012,29.8,0.001679262
20/08/2012,29.75,0.032453745
17/08/2012,28.8,-0.00760986
16/08/2012,29.02,0.01457853
15/08/2012,28.6,-0.003838776
14/08/2012,28.71,0.006289329
13/08/2012,28.53,-0.019782009
10/08/2012,29.1,0.008281621
09/08/2012,28.86,0.00347102
08/08/2012,28.76,0.006978395
07/08/2012,28.56,0.014815086
06/08/2012,28.14,0.010718216
03/08/2012,27.84,0.019587133
02/08/2012,27.3,0.005509656
01/08/2012,27.15,-0.012808958
31/07/2012,27.5,0.053017268
30/07/2012,26.08,-0.000766577
27/07/2012,26.1,0.022864782
26/07/2012,25.51,0.022998635
25/07/2012,24.93,-0.010772097
24/07/2012,25.2,-0.017699577
23/07/2012,25.65,0.004297721
20/07/2012,25.54,0.004709585
19/07/2012,25.42,-0.01561312
18/07/2012,25.82,0.014433642
17/07/2012,25.45,0.008285705
16/07/2012,25.24,0.015169952
13/07/2012,24.86,0.022783736
12/07/2012,24.3,0.011589534
11/07/2012,24.02,0.015946624
10/07/2012,23.64,-0.007165468
09/07/2012,23.81,-0.031013443
06/07/2012,24.56,0.006126219
05/07/2012,24.41,-0.02428286
03/07/2012,25.01,0.03333642
02/07/2012,24.19,0.001654945
29/06/2012,24.15,0.009151478
28/06/2012,23.93,0.013039091
27/06/2012,23.62,0.011496827
26/06/2012,23.35,0.016407967
25/06/2012,22.97,-0.022811404
22/06/2012,23.5,0.021941082
21/06/2012,22.99,-0.023641763
20/06/2012,23.54,0.021903388
19/06/2012,23.03,0.055346565
18/06/2012,21.79,-0.02044132
15/06/2012,22.24,0.015862558
14/06/2012,21.89,0.00687603
13/06/2012,21.74,-0.024535533
12/06/2012,22.28,0.019488494
11/06/2012,21.85,0.026903292
08/06/2012,21.27,-0.008427016
07/06/2012,21.45,-0.01250885
06/06/2012,21.72,0.033711057
05/06/2012,21,0.030459207
04/06/2012,20.37,-0.015103819
01/06/2012,20.68,-0.020105991
31/05/2012,21.1,-0.03309554
30/05/2012,21.81,-0.025352195
29/05/2012,22.37,0.001341982
25/05/2012,22.34,0.009896617
24/05/2012,22.12,-0.004060461
23/05/2012,22.21,0.006776624
22/05/2012,22.06,0.008193036
21/05/2012,21.88,0.020314641
18/05/2012,21.44,-0.006971908
17/05/2012,21.59,-0.011054926
16/05/2012,21.83,0.014302435
15/05/2012,21.52,-0.024329867
14/05/2012,22.05,-0.021978907
11/05/2012,22.54,-0.000886918
10/05/2012,22.56,0.003552402
09/05/2012,22.48,-0.003552402
08/05/2012,22.56,-0.01408474
07/05/2012,22.88,-0.00305477
04/05/2012,22.95,-0.025383165
03/05/2012,23.54,-0.028064669
02/05/2012,24.21,-0.025689486
01/05/2012,24.84,0.005652013
30/04/2012,24.7,-0.016861098
27/04/2012,25.12,0.022138155
26/04/2012,24.57,0.016827813
25/04/2012,24.16,0.009565471
24/04/2012,23.93,0.013039091
23/04/2012,23.62,-0.00548872
20/04/2012,23.75,-0.006295928
19/04/2012,23.9,0.00083717
18/04/2012,23.88,-0.008340332
17/04/2012,24.08,0.030356462
16/04/2012,23.36,-0.032845058
13/04/2012,24.14,-0.032201682
12/04/2012,24.93,0.046806573
11/04/2012,23.79,0.008018612
10/04/2012,23.6,-0.045961308
09/04/2012,24.71,-0.00926492
05/04/2012,24.94,-0.013144981
04/04/2012,25.27,-0.005131253
03/04/2012,25.4,-0.035959799
02/04/2012,26.33,0.021497949
30/03/2012,25.77,-0.033578126
29/03/2012,26.65,-0.024829884
28/03/2012,27.32,-0.007293978
27/03/2012,27.52,0.017226008
26/03/2012,27.05,0.013398042
23/03/2012,26.69,0.009410948
22/03/2012,26.44,-0.026130639
21/03/2012,27.14,-0.011721746
20/03/2012,27.46,-0.017686799
19/03/2012,27.95,-0.001430104
16/03/2012,27.99,-0.001071237
15/03/2012,28.02,0.001428572
14/03/2012,27.98,-0.017712117
13/03/2012,28.48,0.00917114
12/03/2012,28.22,-0.011976191
09/03/2012,28.56,0.024456296
08/03/2012,27.87,0.031713975
07/03/2012,27,0.070184057
06/03/2012,25.17,-0.020449002
05/03/2012,25.69,-0.012763662
02/03/2012,26.02,0.012374481
01/03/2012,25.7,0.048226121
29/02/2012,24.49,-0.012175475
28/02/2012,24.79,0.010543488
27/02/2012,24.53,0.005723646
24/02/2012,24.39,-0.05620128
23/02/2012,25.8,0.01130396
22/02/2012,25.51,-0.000783699
21/02/2012,25.53,0.021378486
17/02/2012,24.99,-0.014302985
16/02/2012,25.35,0.019116472
15/02/2012,24.87,0.010103137
14/02/2012,24.62,0.006928905
13/02/2012,24.45,-0.014616582
10/02/2012,24.81,-0.019162263
09/02/2012,25.29,0.009934514
08/02/2012,25.04,-0.009934514
07/02/2012,25.29,0.017148975
06/02/2012,24.86,0.009294874
03/02/2012,24.63,0.022583592
02/02/2012,24.08,0.004161471
01/02/2012,23.98,-0.000416927
31/01/2012,23.99,-0.012015889
30/01/2012,24.28,0.006611594
27/01/2012,24.12,0.009581411
26/01/2012,23.89,-0.031316939
25/01/2012,24.65,0.018837576
24/01/2012,24.19,0.028088202
23/01/2012,23.52,0.00042526
20/01/2012,23.51,0.021931647
19/01/2012,23,-0.002171554
18/01/2012,23.05,0.045260609
17/01/2012,22.03,0.046930795
13/01/2012,21.02,0.00381316
12/01/2012,20.94,0.023678323
11/01/2012,20.45,0.018258588
10/01/2012,20.08,0.023684655
09/01/2012,19.61,-0.03802359
06/01/2012,20.37,0.02787637
05/01/2012,19.81,-0.030327952
04/01/2012,20.42,-0.024668724
03/01/2012,20.93,-0.005717024
30/12/2011,21.05,0.014354313
29/12/2011,20.75,-0.000963391
28/12/2011,20.77,-0.023317735
27/12/2011,21.26,0.010401985
23/12/2011,21.04,0.002379254
22/12/2011,20.99,-0.001903856
21/12/2011,21.03,0.010035927
20/12/2011,20.82,0.04569697
19/12/2011,19.89,-0.031182927
16/12/2011,20.52,0.00881063
15/12/2011,20.34,-0.000982801
14/12/2011,20.36,-0.004899569
13/12/2011,20.46,-0.01166194
12/12/2011,20.7,-0.021506205
09/12/2011,21.15,0.012848142
08/12/2011,20.88,-0.054974251
07/12/2011,22.06,-0.013954762
06/12/2011,22.37,-0.01903976
05/12/2011,22.8,0.010582109
02/12/2011,22.56,0.01969625
01/12/2011,22.12,-0.006758305
30/11/2011,22.27,0.040316958
29/11/2011,21.39,0.009394151
28/11/2011,21.19,0.046362721
25/11/2011,20.23,-0.00836825
23/11/2011,20.4,-0.023256862
22/11/2011,20.88,-0.009532961
21/11/2011,21.08,-0.034043857
18/11/2011,21.81,-0.002747254
17/11/2011,21.87,-0.031062592
16/11/2011,22.56,-0.097885841
15/11/2011,24.88,0.018252383
14/11/2011,24.43,-0.013821358
11/11/2011,24.77,-0.033349657
10/11/2011,25.61,0.003912368
09/11/2011,25.51,-0.031638441
08/11/2011,26.33,0.005713213
07/11/2011,26.18,0.014621269
04/11/2011,25.8,0.014051753
03/11/2011,25.44,0.011464842
02/11/2011,25.15,0.037266362
01/11/2011,24.23,-0.015154908
31/10/2011,24.6,-0.081917122
28/10/2011,26.7,0.017378601
27/10/2011,26.24,0.042427068
26/10/2011,25.15,0.141114746
25/10/2011,21.84,-0.062561981
24/10/2011,23.25,-0.018325678
21/10/2011,23.68,0.012749854
20/10/2011,23.38,0.023805496
19/10/2011,22.83,-0.02423312
18/10/2011,23.39,0.033032121
17/10/2011,22.63,-0.042817351
14/10/2011,23.62,0.041933959
13/10/2011,22.65,0.018267383
12/10/2011,22.24,0.023658974
11/10/2011,21.72,0.031808107
10/10/2011,21.04,0.061754062
07/10/2011,19.78,-0.025456828
06/10/2011,20.29,0.034088514
05/10/2011,19.61,0.087892577
04/10/2011,17.96,0.044983388
03/10/2011,17.17,-0.034910555
30/09/2011,17.78,-0.045087351
29/09/2011,18.6,0.007555352
28/09/2011,18.46,-0.03930405
27/09/2011,19.2,0
26/09/2011,19.2,0.038221213
23/09/2011,18.48,-0.004858309
22/09/2011,18.57,-0.068669718
21/09/2011,19.89,-0.05335251
20/09/2011,20.98,-0.0202885
19/09/2011,21.41,-0.035783634
16/09/2011,22.19,-0.009865551
15/09/2011,22.41,0.020284671
14/09/2011,21.96,-0.005902401
13/09/2011,22.09,-0.011253776
12/09/2011,22.34,0.000895656
09/09/2011,22.32,-0.038238014
08/09/2011,23.19,0.040031736
07/09/2011,22.28,0.028683961
06/09/2011,21.65,-0.013306
02/09/2011,21.94,-0.024759311
01/09/2011,22.49,-0.010174828
31/08/2011,22.72,0.03220314
30/08/2011,22,0.013730193
29/08/2011,21.7,0.038999539
26/08/2011,20.87,0.03213519
25/08/2011,20.21,-0.012294229
24/08/2011,20.46,0.016260521
23/08/2011,20.13,0.060935152
22/08/2011,18.94,0.006355954
19/08/2011,18.82,-0.023110272
18/08/2011,19.26,-0.08410824
17/08/2011,20.95,-0.000954199
16/08/2011,20.97,-0.026354466
15/08/2011,21.53,0.029698152
12/08/2011,20.9,0.006721101
11/08/2011,20.76,0.074997652
10/08/2011,19.26,-0.03969987
09/08/2011,20.04,0.089736917
08/08/2011,18.32,-0.122623316
05/08/2011,20.71,-0.013905762
04/08/2011,21,-0.102212709
03/08/2011,23.26,-0.012815212
02/08/2011,23.56,-0.056922581
01/08/2011,24.94,-0.007191401
29/07/2011,25.12,0.011209085
28/07/2011,24.84,-0.023867481
27/07/2011,25.44,-0.040066993
26/07/2011,26.48,-0.00752449
25/07/2011,26.68,-0.001123806
22/07/2011,26.71,-0.006716443
21/07/2011,26.89,0.043708268
20/07/2011,25.74,0.003502631
19/07/2011,25.65,0.02087923
18/07/2011,25.12,-0.005557775
15/07/2011,25.26,0.017572337
14/07/2011,24.82,-0.027028672
13/07/2011,25.5,0.010248414
12/07/2011,25.24,-0.00316456
11/07/2011,25.32,-0.033401163
08/07/2011,26.18,-0.005333346
07/07/2011,26.32,0.039524711
06/07/2011,25.3,-0.007481823
05/07/2011,25.49,-0.011700602
01/07/2011,25.79,0.008567031
30/06/2011,25.57,0.024545967
29/06/2011,24.95,0.014127379
28/06/2011,24.6,0.037271395
27/06/2011,23.7,0.02218521
24/06/2011,23.18,-0.06593961
23/06/2011,24.76,-0.007644374
22/06/2011,24.95,0.002407706
21/06/2011,24.89,0.026461955
20/06/2011,24.24,0.005792321
17/06/2011,24.1,-0.002900354
16/06/2011,24.17,-0.007008893
15/06/2011,24.34,-0.037101029
14/06/2011,25.26,0.03751196
13/06/2011,24.33,-0.025564387
10/06/2011,24.96,-0.017474631
09/06/2011,25.4,0.009493742
08/06/2011,25.16,-0.016164357
07/06/2011,25.57,0.018551943
06/06/2011,25.1,-0.047841127
03/06/2011,26.33,-0.004925185
02/06/2011,26.46,-0.023530497
01/06/2011,27.09,-0.015021349
31/05/2011,27.5,0.0213165
27/05/2011,26.92,0.018748206
26/05/2011,26.42,0.00607443
25/05/2011,26.26,0.01612319
24/05/2011,25.84,-0.003476921
23/05/2011,25.93,-0.004617169
20/05/2011,26.05,-0.017504252
19/05/2011,26.51,-0.002637033
18/05/2011,26.58,0.025916085
17/05/2011,25.9,-0.012660825
16/05/2011,26.23,-0.017010427
13/05/2011,26.68,0.005638053
12/05/2011,26.53,-0.019780455
11/05/2011,27.06,-0.051145464
10/05/2011,28.48,0.028491956
09/05/2011,27.68,0.032681447
06/05/2011,26.79,0.018079589
05/05/2011,26.31,-0.014339868
04/05/2011,26.69,-0.019295589
03/05/2011,27.21,-0.027905416
02/05/2011,27.98,-0.011371835
29/04/2011,28.3,0.005669753
28/04/2011,28.14,0.004630462
27/04/2011,28.01,-0.000356952
26/04/2011,28.02,-0.038163217
25/04/2011,29.11,0.00275198
21/04/2011,29.03,0.022997529
20/04/2011,28.37,0.022456834
19/04/2011,27.74,0.024079967
18/04/2011,27.08,-0.016844045
15/04/2011,27.54,-0.002176279
14/04/2011,27.6,-0.014031531
13/04/2011,27.99,0.030102001
12/04/2011,27.16,-0.014620143
11/04/2011,27.56,-0.022601859
08/04/2011,28.19,-0.027983638
07/04/2011,28.99,-0.028228366
06/04/2011,29.82,-0.022547374
05/04/2011,30.5,0.014198687
04/04/2011,30.07,0.001664171
01/04/2011,30.02,0.006684517
31/03/2011,29.82,-0.030060067
30/03/2011,30.73,0.009481843
29/03/2011,30.44,0.028997199
28/03/2011,29.57,-0.012100988
25/03/2011,29.93,0.038833217
24/03/2011,28.79,-0.001388407
23/03/2011,28.83,0.025646935
22/03/2011,28.1,-0.007092228
21/03/2011,28.3,0.034510973
18/03/2011,27.34,-0.020634216
17/03/2011,27.91,0.016983245
16/03/2011,27.44,-0.016983245
15/03/2011,27.91,-0.034510467
14/03/2011,28.89,0.032005545
11/03/2011,27.98,0.061160863
10/03/2011,26.32,-0.051464252
09/03/2011,27.71,0.0189441
08/03/2011,27.19,-0.023265317
07/03/2011,27.83,-0.029736704
04/03/2011,28.67,-0.010754657
03/03/2011,28.98,0.07447965
02/03/2011,26.9,-0.002969564
01/03/2011,26.98,-0.043516656
28/02/2011,28.18,-0.013394631
25/02/2011,28.56,0.06360525
24/02/2011,26.8,-0.034833953
23/02/2011,27.75,-0.015021742
22/02/2011,28.17,-0.043417133
18/02/2011,29.42,-0.02914291
17/02/2011,30.29,0.037334082
16/02/2011,29.18,0.025335383
15/02/2011,28.45,-0.021902492
14/02/2011,29.08,0.038918145
11/02/2011,27.97,-0.003925072
10/02/2011,28.08,0.02634105
09/02/2011,27.35,-0.023487981
08/02/2011,28,0.025317808
07/02/2011,27.3,0.028610534
04/02/2011,26.53,0.015957785
03/02/2011,26.11,-0.012181346
02/02/2011,26.43,0.014098157
01/02/2011,26.06,0.027228442
31/01/2011,25.36,0.008315233
28/01/2011,25.15,-0.008709477
