Date,Close,NBL
06/12/2013,69.5,0.006640706
05/12/2013,69.04,-0.008653068
04/12/2013,69.64,0.001868488
03/12/2013,69.51,-0.004163383
02/12/2013,69.8,-0.00628394
29/11/2013,70.24,0.005281577
27/11/2013,69.87,-0.046285787
26/11/2013,73.18,0.003284974
25/11/2013,72.94,-0.008736064
22/11/2013,73.58,-0.005421537
21/11/2013,73.98,0.015392254
20/11/2013,72.85,-0.002056909
19/11/2013,73,-0.002462718
18/11/2013,73.18,-0.023632185
15/11/2013,74.93,0.009790194
14/11/2013,74.2,0.002699057
13/11/2013,74,0.004197988
12/11/2013,73.69,-0.020417096
11/11/2013,75.21,-0.005172082
08/11/2013,75.6,0.039802893
07/11/2013,72.65,-0.02635306
06/11/2013,74.59,-0.005614988
05/11/2013,75.01,-0.014820967
04/11/2013,76.13,0.012424162
01/11/2013,75.19,0.003463899
31/10/2013,74.93,-0.015362506
30/10/2013,76.09,-0.01357546
29/10/2013,77.13,0.00767883
28/10/2013,76.54,0.000392029
25/10/2013,76.51,0.026353906
24/10/2013,74.52,0.043049828
23/10/2013,71.38,-0.026270002
22/10/2013,73.28,0.01263406
21/10/2013,72.36,-0.002760145
18/10/2013,72.56,0.025543995
17/10/2013,70.73,0.00737906
16/10/2013,70.21,0.027434582
15/10/2013,68.31,0.013411151
14/10/2013,67.4,0.005952399
11/10/2013,67,0.008242834
10/10/2013,66.45,0.025144182
09/10/2013,64.8,-0.006920443
08/10/2013,65.25,-0.017019101
07/10/2013,66.37,-0.012874429
04/10/2013,67.23,0.012874429
03/10/2013,66.37,-0.021759428
02/10/2013,67.83,-0.002356061
01/10/2013,67.99,0.014518774
30/09/2013,67.01,0
27/09/2013,67.01,-0.004615507
26/09/2013,67.32,0.004466287
25/09/2013,67.02,-0.001788909
24/09/2013,67.14,0.00193813
23/09/2013,67.01,-0.004169775
20/09/2013,67.29,-0.002226676
19/09/2013,67.44,-0.004881305
18/09/2013,67.77,0.024950872
17/09/2013,66.1,0.003030305
16/09/2013,65.9,-0.009364213
13/09/2013,66.52,-0.003451643
12/09/2013,66.75,0.008727109
11/09/2013,66.17,0.016917267
10/09/2013,65.06,0.014397648
09/09/2013,64.13,0.01920714
06/09/2013,62.91,0.00015897
05/09/2013,62.9,0.004461448
04/09/2013,62.62,0.007051311
03/09/2013,62.18,0.012135089
30/08/2013,61.43,0.001303144
29/08/2013,61.35,-0.006498804
28/08/2013,61.75,0.006172859
27/08/2013,61.37,-0.023670697
26/08/2013,62.84,-0.001907791
23/08/2013,62.96,0.00749306
22/08/2013,62.49,0.011265005
21/08/2013,61.79,-0.007256341
20/08/2013,62.24,0.006932716
19/08/2013,61.81,-0.013498518
16/08/2013,62.65,-0.005571045
15/08/2013,63,0.000317511
14/08/2013,62.98,-0.012151968
13/08/2013,63.75,0.005189915
12/08/2013,63.42,-0.00644403
09/08/2013,63.83,-0.002347235
08/08/2013,63.98,0.0034445
07/08/2013,63.76,-0.00594216
06/08/2013,64.14,-0.012087548
05/08/2013,64.92,-0.000615953
02/08/2013,64.96,0.009901071
01/08/2013,64.32,0.028864081
31/07/2013,62.49,-0.000479962
30/07/2013,62.52,0.007223725
29/07/2013,62.07,-0.021674155
26/07/2013,63.43,-0.01486609
25/07/2013,64.38,-0.002482161
24/07/2013,64.54,-0.009867487
23/07/2013,65.18,-0.01204742
22/07/2013,65.97,-0.001514693
19/07/2013,66.07,0.006224874
18/07/2013,65.66,0.027796725
17/07/2013,63.86,0.012447967
16/07/2013,63.07,-0.007581777
15/07/2013,63.55,-0.011732634
12/07/2013,64.3,-0.003570601
11/07/2013,64.53,0.012161048
10/07/2013,63.75,-0.001724003
09/07/2013,63.86,0.024892288
08/07/2013,62.29,-0.006720025
05/07/2013,62.71,0.01737216
03/07/2013,61.63,0.009619378
02/07/2013,61.04,0.019186827
01/07/2013,59.88,-0.002668447
28/06/2013,60.04,-0.013893707
27/06/2013,60.88,0.011398488
26/06/2013,60.19,0.007002363
25/06/2013,59.77,0.002680518
24/06/2013,59.61,0.002855945
21/06/2013,59.44,0.010995628
20/06/2013,58.79,-0.029167337
19/06/2013,60.53,-0.00263983
18/06/2013,60.69,0.016446919
17/06/2013,59.7,0.030441939
14/06/2013,57.91,-0.007397883
13/06/2013,58.34,0.019734066
12/06/2013,57.2,-0.009742596
11/06/2013,57.76,-0.012046265
10/06/2013,58.46,-0.002562571
07/06/2013,58.61,0.021383812
06/06/2013,57.37,0.010865862
05/06/2013,56.75,-0.017467693
04/06/2013,57.75,-0.00034626
03/06/2013,57.77,0.002079363
31/05/2013,57.65,-0.024840678
30/05/2013,59.1,-0.000338352
29/05/2013,59.12,-0.693316314
28/05/2013,118.26,0.007469055
24/05/2013,117.38,-0.011603908
23/05/2013,118.75,-0.002691113
22/05/2013,119.07,-0.017235346
21/05/2013,121.14,-0.011164128
20/05/2013,122.5,0.009844214
17/05/2013,121.3,0.02910878
16/05/2013,117.82,-0.001441839
15/05/2013,117.99,0.003225809
14/05/2013,117.61,0.016805677
13/05/2013,115.65,0.007551136
10/05/2013,114.78,-0.010659142
09/05/2013,116.01,-0.012166017
08/05/2013,117.43,0.005293728
07/05/2013,116.81,0.023648727
06/05/2013,114.08,0.008892861
03/05/2013,113.07,0.020099833
02/05/2013,110.82,-0.000811798
01/05/2013,110.91,-0.021231841
30/04/2013,113.29,0.002209165
29/04/2013,113.04,0.012014562
26/04/2013,111.69,-0.01669221
25/04/2013,113.57,0.008400067
24/04/2013,112.62,0.017014828
23/04/2013,110.72,0.019241008
22/04/2013,108.61,0.012973956
19/04/2013,107.21,-0.003724052
18/04/2013,107.61,0.010462496
17/04/2013,106.49,-0.031792716
16/04/2013,109.93,0.017805169
15/04/2013,107.99,-0.050116567
12/04/2013,113.54,-0.038190386
11/04/2013,117.96,0.011081863
10/04/2013,116.66,-0.001884046
09/04/2013,116.88,0.01109832
08/04/2013,115.59,0.035397251
05/04/2013,111.57,-0.010165952
04/04/2013,112.71,-0.022198762
03/04/2013,115.24,-0.005538263
02/04/2013,115.88,-0.001035018
01/04/2013,116,0.002935338
28/03/2013,115.66,0.003724722
27/03/2013,115.23,-0.003205825
26/03/2013,115.6,0.021068134
25/03/2013,113.19,-0.008533151
22/03/2013,114.16,0.010213154
21/03/2013,113,-0.008547437
20/03/2013,113.97,-0.002453774
19/03/2013,114.25,-0.012179359
18/03/2013,115.65,-0.006893608
15/03/2013,116.45,0.004044234
14/03/2013,115.98,0.014503706
13/03/2013,114.31,0.004471534
12/03/2013,113.8,0.006789251
11/03/2013,113.03,0.004788941
08/03/2013,112.49,0.00124533
07/03/2013,112.35,0.02186617
06/03/2013,109.92,0.005199081
05/03/2013,109.35,-0.00656278
04/03/2013,110.07,0.000272591
01/03/2013,110.04,-0.00715356
28/02/2013,110.83,0.00497491
27/02/2013,110.28,0.013603168
26/02/2013,108.79,0.003314615
25/02/2013,108.43,-0.028726637
22/02/2013,111.59,0.013805769
21/02/2013,110.06,-0.011562911
20/02/2013,111.34,-0.022732288
19/02/2013,113.9,0.016643444
15/02/2013,112.02,-0.001159834
14/02/2013,112.15,-0.001069424
13/02/2013,112.27,0.000445454
12/02/2013,112.22,-0.004711748
11/02/2013,112.75,-0.022884695
08/02/2013,115.36,0.014934123
07/02/2013,113.65,0.000704163
06/02/2013,113.57,0.014635057
05/02/2013,111.92,0.028548769
04/02/2013,108.77,-0.003853923
01/02/2013,109.19,0.012904594
31/01/2013,107.79,-0.004073703
30/01/2013,108.23,-0.009471771
29/01/2013,109.26,0.015681532
28/01/2013,107.56,-0.006856323
25/01/2013,108.3,0.006484506
24/01/2013,107.6,0.002698806
23/01/2013,107.31,-0.015992945
22/01/2013,109.04,0.022443676
18/01/2013,106.62,-0.00327731
17/01/2013,106.97,0.011470603
16/01/2013,105.75,0.004169437
15/01/2013,105.31,-0.001138844
14/01/2013,105.43,-0.001327014
11/01/2013,105.57,0.009326295
10/01/2013,104.59,0.007196692
09/01/2013,103.84,-0.002116403
08/01/2013,104.06,-0.00984947
07/01/2013,105.09,0.00180961
04/01/2013,104.9,0.015951141
03/01/2013,103.24,-9.6857E-05
02/01/2013,103.25,0.014732692
31/12/2012,101.74,0.028210194
28/12/2012,98.91,-0.017836144
27/12/2012,100.69,-0.002677909
26/12/2012,100.96,-0.00671276
24/12/2012,101.64,-0.009108334
21/12/2012,102.57,-0.001266625
20/12/2012,102.7,0.00968649
19/12/2012,101.71,-0.010756998
18/12/2012,102.81,0.021730367
17/12/2012,100.6,0.005782092
14/12/2012,100.02,0.007224595
13/12/2012,99.3,-0.025060977
12/12/2012,101.82,0.007294266
11/12/2012,101.08,0.006750075
10/12/2012,100.4,-0.010403859
07/12/2012,101.45,0.021118426
06/12/2012,99.33,0.033682869
05/12/2012,96.04,0.000937549
04/12/2012,95.95,-0.003329521
03/12/2012,96.27,-0.015256455
30/11/2012,97.75,-0.000511378
29/11/2012,97.8,0.008626055
28/11/2012,96.96,0.00797312
27/11/2012,96.19,-0.004770803
26/11/2012,96.65,0.001035197
23/11/2012,96.55,0.012926272
21/11/2012,95.31,0.005365328
20/11/2012,94.8,0.010284775
19/11/2012,93.83,0.021001256
16/11/2012,91.88,-0.007589758
15/11/2012,92.58,-0.020526699
14/11/2012,94.5,-0.005277057
13/11/2012,95,0
12/11/2012,95,-0.000105258
09/11/2012,95.01,0.002951409
08/11/2012,94.73,-0.002846152
07/11/2012,95,-0.017839918
06/11/2012,96.71,0.01070752
05/11/2012,95.68,0.007132399
02/11/2012,95,-0.004201687
01/11/2012,95.4,0.004096429
31/10/2012,95.01,0.005911555
26/10/2012,94.45,0.016869928
25/10/2012,92.87,0.029392993
24/10/2012,90.18,-0.014640583
23/10/2012,91.51,-0.029714749
22/10/2012,94.27,0.000318286
19/10/2012,94.24,-0.023698288
18/10/2012,96.5,0.003737546
17/10/2012,96.14,0.015197064
16/10/2012,94.69,0.009763423
15/10/2012,93.77,-0.000106638
12/10/2012,93.78,0.005238693
11/10/2012,93.29,-0.00875139
10/10/2012,94.11,-0.002758915
09/10/2012,94.37,0.000742036
08/10/2012,94.3,0.009804
05/10/2012,93.38,0.005691902
04/10/2012,92.85,0.000646412
03/10/2012,92.79,-0.011678496
02/10/2012,93.88,0.017731914
01/10/2012,92.23,-0.005190884
28/09/2012,92.71,-0.004305248
27/09/2012,93.11,0.020946015
26/09/2012,91.18,-0.008300616
25/09/2012,91.94,-0.008771511
24/09/2012,92.75,-0.005590811
21/09/2012,93.27,0.000536222
20/09/2012,93.22,-0.001714899
19/09/2012,93.38,-0.009804
18/09/2012,94.3,-0.007921879
17/09/2012,95.05,-0.01793396
14/09/2012,96.77,0.01111873
13/09/2012,95.7,0.019733664
12/09/2012,93.83,-0.001171646
11/09/2012,93.94,0.008874691
10/09/2012,93.11,0.017442618
07/09/2012,91.5,0.023553917
06/09/2012,89.37,0.036114878
05/09/2012,86.2,-0.006129667
04/09/2012,86.73,-0.01339996
31/08/2012,87.9,0.010406635
30/08/2012,86.99,-0.003098998
29/08/2012,87.26,-0.000572836
28/08/2012,87.31,0.002867468
27/08/2012,87.06,-0.002409225
24/08/2012,87.27,0.007706946
23/08/2012,86.6,-0.021250657
22/08/2012,88.46,0.005782001
21/08/2012,87.95,-0.007927561
20/08/2012,88.65,-0.013779415
17/08/2012,89.88,-0.00908191
16/08/2012,90.7,0.014324824
15/08/2012,89.41,-0.001564596
14/08/2012,89.55,-0.005567943
13/08/2012,90.05,-0.009504935
10/08/2012,90.91,0.012285031
09/08/2012,89.8,-0.001001725
08/08/2012,89.89,0.009950331
07/08/2012,89,0.018484395
06/08/2012,87.37,-0.003769925
03/08/2012,87.7,0.017831936
02/08/2012,86.15,-0.027138552
01/08/2012,88.52,0.012390042
31/07/2012,87.43,-0.018920861
30/07/2012,89.1,-0.005037794
27/07/2012,89.55,0.029003959
26/07/2012,86.99,0.024201298
25/07/2012,84.91,0.00804072
24/07/2012,84.23,-0.020330919
23/07/2012,85.96,-0.02481745
20/07/2012,88.12,-0.00430303
19/07/2012,88.5,0.02644839
18/07/2012,86.19,0.008388724
17/07/2012,85.47,-0.000233973
16/07/2012,85.49,0.008103867
13/07/2012,84.8,0.016047893
12/07/2012,83.45,-0.016873024
11/07/2012,84.87,0.021557436
10/07/2012,83.06,-0.021675256
09/07/2012,84.88,-0.002588541
06/07/2012,85.1,-0.01342302
05/07/2012,86.25,-0.021222477
03/07/2012,88.1,0.046228182
02/07/2012,84.12,-0.008287013
29/06/2012,84.82,0.042877473
28/06/2012,81.26,0.007163177
27/06/2012,80.68,0.027264708
26/06/2012,78.51,0.011787452
25/06/2012,77.59,-0.027458189
22/06/2012,79.75,0.004524326
21/06/2012,79.39,-0.040242409
20/06/2012,82.65,-0.020122849
19/06/2012,84.33,0.018068095
18/06/2012,82.82,-0.01700029
15/06/2012,84.24,0.015070253
14/06/2012,82.98,0.006771489
13/06/2012,82.42,-0.020891623
12/06/2012,84.16,0.011592601
11/06/2012,83.19,-0.020111346
08/06/2012,84.88,0.002949681
07/06/2012,84.63,-0.009642596
06/06/2012,85.45,0.035254336
05/06/2012,82.49,0.014285085
04/06/2012,81.32,0.004560309
01/06/2012,80.95,-0.042446369
31/05/2012,84.46,0.004985174
30/05/2012,84.04,-0.025493304
29/05/2012,86.21,0.026683922
25/05/2012,83.94,-0.004872551
24/05/2012,84.35,-0.004258849
23/05/2012,84.71,0.002482124
22/05/2012,84.5,-0.003072199
21/05/2012,84.76,0.03493543
18/05/2012,81.85,-0.007425023
17/05/2012,82.46,-0.016358315
16/05/2012,83.82,-0.013979614
15/05/2012,85,-0.021646371
14/05/2012,86.86,-0.026471299
11/05/2012,89.19,-0.010927852
10/05/2012,90.17,0.000443705
09/05/2012,90.13,-0.017596407
08/05/2012,91.73,-0.024658046
07/05/2012,94.02,-0.010685106
04/05/2012,95.03,-0.019590082
03/05/2012,96.91,-0.015969221
02/05/2012,98.47,-0.014317647
01/05/2012,99.89,0.00572262
30/04/2012,99.32,-0.0073231
27/04/2012,100.05,0.00782665
26/04/2012,99.27,0.036311682
25/04/2012,95.73,0.018449735
24/04/2012,93.98,0.001490789
23/04/2012,93.84,0.002240359
20/04/2012,93.63,-0.001067464
19/04/2012,93.73,-0.001812077
18/04/2012,93.9,-0.009011458
17/04/2012,94.75,0.011036937
16/04/2012,93.71,-0.007971557
13/04/2012,94.46,-0.003803893
12/04/2012,94.82,0.0253124
11/04/2012,92.45,-0.007650487
10/04/2012,93.16,-0.027422183
09/04/2012,95.75,-0.007906002
05/04/2012,96.51,-0.006094745
04/04/2012,97.1,-0.01846897
03/04/2012,98.91,-0.013556466
02/04/2012,100.26,0.025046755
30/03/2012,97.78,-0.003980613
29/03/2012,98.17,0.003367178
28/03/2012,97.84,-0.006316883
27/03/2012,98.46,-0.005974399
26/03/2012,99.05,0.027533595
23/03/2012,96.36,0.011166304
22/03/2012,95.29,-0.040918537
21/03/2012,99.27,0.005758464
20/03/2012,98.7,-0.01448426
19/03/2012,100.14,0.004503836
16/03/2012,99.69,0.006339644
15/03/2012,99.06,0.008515867
14/03/2012,98.22,0.006844794
13/03/2012,97.55,0.015287975
12/03/2012,96.07,-0.004776748
09/03/2012,96.53,0.011251291
08/03/2012,95.45,0.000523972
07/03/2012,95.4,0.006836734
06/03/2012,94.75,-0.018819165
05/03/2012,96.55,0.021672837
02/03/2012,94.48,-0.015230587
01/03/2012,95.93,-0.017770898
29/02/2012,97.65,-0.048278
28/02/2012,102.48,-0.0017549
27/02/2012,102.66,-0.018434146
24/02/2012,104.57,0.000861038
23/02/2012,104.48,0.009617308
22/02/2012,103.48,0.002903322
21/02/2012,103.18,-0.008012013
17/02/2012,104.01,0.003370736
16/02/2012,103.66,0.003382136
15/02/2012,103.31,-0.006560564
14/02/2012,103.99,0.002310582
13/02/2012,103.75,0.025379595
10/02/2012,101.15,-0.023256862
09/02/2012,103.53,-0.007985034
08/02/2012,104.36,0.006633683
07/02/2012,103.67,-0.000964134
06/02/2012,103.77,0.007836348
03/02/2012,102.96,0.006724188
02/02/2012,102.27,0.004409826
01/02/2012,101.82,0.011358708
31/01/2012,100.67,-0.005547315
30/01/2012,101.23,0.007237428
27/01/2012,100.5,0.004087946
26/01/2012,100.09,-0.019980882
25/01/2012,102.11,0.016291025
24/01/2012,100.46,-0.017269882
23/01/2012,102.21,0.059353539
20/01/2012,96.32,-0.012073827
19/01/2012,97.49,0.001026273
18/01/2012,97.39,0.015834742
17/01/2012,95.86,-0.000521458
13/01/2012,95.91,0.007115234
12/01/2012,95.23,-0.02345479
11/01/2012,97.49,-0.012639043
10/01/2012,98.73,0.004059683
09/01/2012,98.33,0.016508962
06/01/2012,96.72,-0.008032172
05/01/2012,97.5,-0.011016023
04/01/2012,98.58,0.008352906
03/01/2012,97.76,0.03508036
30/12/2011,94.39,-0.017225507
29/12/2011,96.03,0.021153117
28/12/2011,94.02,-0.017083617
27/12/2011,95.64,0.00272223
23/12/2011,95.38,0.005994024
22/12/2011,94.81,0.002640335
21/12/2011,94.56,0.018680161
20/12/2011,92.81,0.055720708
19/12/2011,87.78,-0.025642431
16/12/2011,90.06,0.011165815
15/12/2011,89.06,0.00619476
14/12/2011,88.51,-0.032786178
13/12/2011,91.46,-0.008817343
12/12/2011,92.27,-0.034721273
09/12/2011,95.53,0.025014553
08/12/2011,93.17,-0.030755396
07/12/2011,96.08,-0.023656354
06/12/2011,98.38,0.003768017
05/12/2011,98.01,0.006962248
02/12/2011,97.33,-0.002770227
01/12/2011,97.6,-0.008061679
30/11/2011,98.39,0.067259297
29/11/2011,91.99,0.005887501
28/11/2011,91.45,0.059122197
25/11/2011,86.2,-0.009122992
23/11/2011,86.99,-0.038119184
22/11/2011,90.37,0.005436907
21/11/2011,89.88,-0.029165536
18/11/2011,92.54,-0.003451999
17/11/2011,92.86,-0.019198542
16/11/2011,94.66,0.002220931
15/11/2011,94.45,-0.004120667
14/11/2011,94.84,0.000949417
11/11/2011,94.75,0.021765502
10/11/2011,92.71,0.044554728
09/11/2011,88.67,-0.050898494
08/11/2011,93.3,0.022655568
07/11/2011,91.21,0.001206736
04/11/2011,91.1,-0.002412017
03/11/2011,91.32,0.031932401
02/11/2011,88.45,0.039903818
01/11/2011,84.99,-0.049915713
31/10/2011,89.34,-0.047755591
28/10/2011,93.71,-0.000213402
27/10/2011,93.73,0.054144278
26/10/2011,88.79,0.01749647
25/10/2011,87.25,-0.03469207
24/10/2011,90.33,0.002882485
21/10/2011,90.07,0.036865323
20/10/2011,86.81,0.031239744
19/10/2011,84.14,0.005721112
18/10/2011,83.66,0.026280653
17/10/2011,81.49,-0.026041561
14/10/2011,83.64,0.030838913
13/10/2011,81.1,-0.003815154
12/10/2011,81.41,0.01074416
11/10/2011,80.54,0.022729678
10/10/2011,78.73,0.044809782
07/10/2011,75.28,-0.016206956
06/10/2011,76.51,0.032275861
05/10/2011,74.08,0.022110905
04/10/2011,72.46,0.055179564
03/10/2011,68.57,-0.032003879
30/09/2011,70.8,-0.027582191
29/09/2011,72.78,0.019283389
28/09/2011,71.39,-0.045723814
27/09/2011,74.73,0.024381541
26/09/2011,72.93,0.037439769
23/09/2011,70.25,-0.012308283
22/09/2011,71.12,-0.080604979
21/09/2011,77.09,-0.053787263
20/09/2011,81.35,0.023255416
19/09/2011,79.48,-0.029627206
16/09/2011,81.87,-0.007423216
15/09/2011,82.48,0.015517447
14/09/2011,81.21,0.008408606
13/09/2011,80.53,-0.000744787
12/09/2011,80.59,-0.0166127
09/09/2011,81.94,-0.02851321
08/09/2011,84.31,-0.019497916
07/09/2011,85.97,0.017246864
06/09/2011,84.5,-0.017246864
02/09/2011,85.97,-0.018440075
01/09/2011,87.57,-0.008980905
31/08/2011,88.36,0.017236886
30/08/2011,86.85,0.02164889
29/08/2011,84.99,0.030220275
26/08/2011,82.46,0.008280612
25/08/2011,81.78,-0.024758224
24/08/2011,83.83,0.004543289
23/08/2011,83.45,0.048490628
22/08/2011,79.5,-0.021650715
19/08/2011,81.24,-0.021794252
18/08/2011,83.03,-0.057452775
17/08/2011,87.94,0.000454959
16/08/2011,87.9,-0.021941809
15/08/2011,89.85,0.027074412
12/08/2011,87.45,0
11/08/2011,87.45,0.05090217
10/08/2011,83.11,-0.040094983
09/08/2011,86.51,0.047946687
08/08/2011,82.46,-0.076884682
05/08/2011,89.05,0.00303661
04/08/2011,88.78,-0.078915693
03/08/2011,96.07,-0.001664067
02/08/2011,96.23,-0.034621788
01/08/2011,99.62,-0.000602107
29/07/2011,99.68,0.0067442
28/07/2011,99.01,0.037876299
27/07/2011,95.33,-0.022200082
26/07/2011,97.47,-0.001640185
25/07/2011,97.63,0.000614754
22/07/2011,97.57,0.007200196
21/07/2011,96.87,0.029011827
20/07/2011,94.1,0
19/07/2011,94.1,0.022026139
18/07/2011,92.05,-0.010160053
15/07/2011,92.99,0.034350347
14/07/2011,89.85,-0.005770741
13/07/2011,90.37,0.009785467
12/07/2011,89.49,0.002573428
11/07/2011,89.26,-0.024020193
08/07/2011,91.43,-0.006432293
07/07/2011,92.02,0.013787285
06/07/2011,90.76,-0.005932128
05/07/2011,91.3,0.010349096
01/07/2011,90.36,0.008111606
30/06/2011,89.63,0.003128844
29/06/2011,89.35,0.007526857
28/06/2011,88.68,0.034181559
27/06/2011,85.7,0.004443932
24/06/2011,85.32,-0.003626795
23/06/2011,85.63,0.001870252
22/06/2011,85.47,-0.00443615
21/06/2011,85.85,0.027036651
20/06/2011,83.56,0.001676848
17/06/2011,83.42,-0.003709247
16/06/2011,83.73,-0.009509165
15/06/2011,84.53,-0.0277666
14/06/2011,86.91,0.019636952
13/06/2011,85.22,-0.016871655
10/06/2011,86.67,-0.022926582
09/06/2011,88.68,0.014539102
08/06/2011,87.4,0.000228859
07/06/2011,87.38,0.001718115
06/06/2011,87.23,-0.02725334
03/06/2011,89.64,-0.005229497
02/06/2011,90.11,-0.004208201
01/06/2011,90.49,-0.029508374
31/05/2011,93.2,0.008728974
27/05/2011,92.39,0.0174696
26/05/2011,90.79,0.007518001
25/05/2011,90.11,0.012619521
24/05/2011,88.98,0.01528822
23/05/2011,87.63,-0.023124374
20/05/2011,89.68,0.005366739
19/05/2011,89.2,-0.008484088
18/05/2011,89.96,0.023051563
17/05/2011,87.91,0.021036467
16/05/2011,86.08,-0.017846309
13/05/2011,87.63,0.002742545
12/05/2011,87.39,-0.002742545
11/05/2011,87.63,-0.030456925
10/05/2011,90.34,0.012363024
09/05/2011,89.23,0.012290846
06/05/2011,88.14,0.003523331
05/05/2011,87.83,-0.01469285
04/05/2011,89.13,-0.016358235
03/05/2011,90.6,-0.029901657
02/05/2011,93.35,-0.030800874
29/04/2011,96.27,0.001663375
28/04/2011,96.11,0.008148812
27/04/2011,95.33,0.002941488
26/04/2011,95.05,0.000526177
25/04/2011,95,-0.005877431
21/04/2011,95.56,-0.005739046
20/04/2011,96.11,0.030423811
19/04/2011,93.23,0.013607121
18/04/2011,91.97,-0.020341873
15/04/2011,93.86,0.011896609
14/04/2011,92.75,0.002590955
13/04/2011,92.51,0.009994651
12/04/2011,91.59,-0.033814202
11/04/2011,94.74,-0.023059084
08/04/2011,96.95,0.004341541
07/04/2011,96.53,-0.00423839
06/04/2011,96.94,-0.002061007
05/04/2011,97.14,-0.00072035
04/04/2011,97.21,0.015968817
01/04/2011,95.67,-0.010191436
31/03/2011,96.65,-0.013871273
30/03/2011,98,0.00306592
29/03/2011,97.7,0.014744815
28/03/2011,96.27,-0.011874785
25/03/2011,97.42,0.013850351
24/03/2011,96.08,-0.001456058
23/03/2011,96.22,0.001976594
22/03/2011,96.03,0.001980508
21/03/2011,95.84,0.026752851
18/03/2011,93.31,0.00731422
17/03/2011,92.63,0.051503547
16/03/2011,87.98,-0.030998957
15/03/2011,90.75,0.008743346
14/03/2011,89.96,0.003451927
11/03/2011,89.65,0.023931608
10/03/2011,87.53,-0.040634613
09/03/2011,91.16,0.001427082
08/03/2011,91.03,-0.026451407
07/03/2011,93.47,-0.00245766
04/03/2011,93.7,0.012781442
03/03/2011,92.51,0.015029688
02/03/2011,91.13,0.001977154
01/03/2011,90.95,-0.018626975
28/02/2011,92.66,0.038167954
25/02/2011,89.19,0.02762324
24/02/2011,86.76,-0.01917867
23/02/2011,88.44,-0.003048267
22/02/2011,88.71,-0.001802005
18/02/2011,88.87,0.012682765
17/02/2011,87.75,0.016083058
16/02/2011,86.35,-0.003583612
15/02/2011,86.66,-0.017727919
14/02/2011,88.21,0.013122799
11/02/2011,87.06,-0.010739278
10/02/2011,88,-0.01231028
09/02/2011,89.09,-0.021432168
08/02/2011,91.02,0.02570664
07/02/2011,88.71,-0.007188619
04/02/2011,89.35,0.005049099
03/02/2011,88.9,-0.001011861
02/02/2011,88.99,-0.001684164
01/02/2011,89.14,-0.021749637
31/01/2011,91.1,0.052275925
28/01/2011,86.46,0.006730906
27/01/2011,85.88,-0.007540202
