Date,Close,V
10/07/2013,186.7,-0.002674513
09/07/2013,187.2,-0.004796172
08/07/2013,188.1,-0.01419961
05/07/2013,190.79,0.019850849
03/07/2013,187.04,0.009670216
02/07/2013,185.24,0.000107974
01/07/2013,185.22,0.013425209
28/06/2013,182.75,-0.008228705
27/06/2013,184.26,0.00877605
26/06/2013,182.65,0.012007194
25/06/2013,180.47,0.012265304
24/06/2013,178.27,-0.006875953
21/06/2013,179.5,0.005810721
20/06/2013,178.46,-0.023097762
19/06/2013,182.63,-0.007527856
18/06/2013,184.01,0.009062187
17/06/2013,182.35,0.007817701
14/06/2013,180.93,-0.007269155
13/06/2013,182.25,0.017155927
12/06/2013,179.15,-0.002842732
11/06/2013,179.66,-0.014752056
10/06/2013,182.33,0.01319477
07/06/2013,179.94,0.003284258
06/06/2013,179.35,0.011947305
05/06/2013,177.22,-0.016675447
04/06/2013,180.2,5.54954E-05
03/06/2013,180.19,0.011442092
31/05/2013,178.14,-0.016093005
30/05/2013,181.03,0.016093005
29/05/2013,178.14,-0.010553746
28/05/2013,180.03,-0.002330227
24/05/2013,180.45,0.013108541
23/05/2013,178.1,-0.011389136
22/05/2013,180.14,-0.007796772
21/05/2013,181.55,-0.000330433
20/05/2013,181.61,-0.016167265
17/05/2013,184.57,0.026183673
16/05/2013,179.8,-0.010842013
15/05/2013,181.76,0.007954085
14/05/2013,180.32,0.007738382
13/05/2013,178.93,0.001006486
10/05/2013,178.75,0.000951501
09/05/2013,178.58,-0.003800586
08/05/2013,179.26,-0.002952237
07/05/2013,179.79,0.005018411
06/05/2013,178.89,-0.003626933
03/05/2013,179.54,0.023328944
02/05/2013,175.4,0.054960817
01/05/2013,166.02,-0.01459007
30/04/2013,168.46,0.003329769
29/04/2013,167.9,0.003998454
26/04/2013,167.23,-0.009107477
25/04/2013,168.76,0.010124558
24/04/2013,167.06,0.008415534
23/04/2013,165.66,0.012941035
22/04/2013,163.53,-0.002626036
19/04/2013,163.96,0.015674784
18/04/2013,161.41,-0.00506737
17/04/2013,162.23,-0.01517127
16/04/2013,164.71,0.020982365
15/04/2013,161.29,-0.027276642
12/04/2013,165.75,-0.011218884
11/04/2013,167.62,0.003765582
10/04/2013,166.99,0.013504757
09/04/2013,164.75,-0.009304079
08/04/2013,166.29,0.006818551
05/04/2013,165.16,-0.007960481
04/04/2013,166.48,0.010446009
03/04/2013,164.75,-0.019237143
02/04/2013,167.95,0.003578888
01/04/2013,167.35,-0.01476939
28/03/2013,169.84,0.006971963
27/03/2013,168.66,0.007140337
26/03/2013,167.46,0.020878089
25/03/2013,164,0.024130271
22/03/2013,160.09,0.014407749
21/03/2013,157.8,-0.009649115
20/03/2013,159.33,0.021121516
19/03/2013,156,-0.013181966
18/03/2013,158.07,-0.003032028
15/03/2013,158.55,-0.01322033
14/03/2013,160.66,0.008061788
13/03/2013,159.37,-0.00269449
12/03/2013,159.8,-0.00859872
11/03/2013,161.18,0.003169181
08/03/2013,160.67,0.000996326
07/03/2013,160.51,-0.00342072
06/03/2013,161.06,0.004792292
05/03/2013,160.29,0.004940752
04/03/2013,159.5,0.008942688
01/03/2013,158.08,-0.00353625
28/02/2013,158.64,-0.007723501
27/02/2013,159.87,0.012842481
26/02/2013,157.83,0.012367874
25/02/2013,155.89,-0.022454324
22/02/2013,159.43,0.012560521
21/02/2013,157.44,0.012913304
20/02/2013,155.42,-0.013992497
19/02/2013,157.61,-0.002408113
15/02/2013,157.99,0.012803946
14/02/2013,155.98,0.00778765
13/02/2013,154.77,-0.013030964
12/02/2013,156.8,0.00300195
11/02/2013,156.33,-0.009359251
08/02/2013,157.8,0.00470051
07/02/2013,157.06,-0.023657829
06/02/2013,160.82,0.008053735
05/02/2013,159.53,0.018217975
04/02/2013,156.65,-0.012119053
01/02/2013,158.56,0.00410782
31/01/2013,157.91,0.01853562
30/01/2013,155.01,-0.010588221
29/01/2013,156.66,0.001980768
28/01/2013,156.35,-0.022076231
25/01/2013,159.84,0.001753288
24/01/2013,159.56,0.003201409
23/01/2013,159.05,0
22/01/2013,159.05,0.004916183
18/01/2013,158.27,-0.010121098
17/01/2013,159.88,-0.001999501
16/01/2013,160.2,-0.001559333
15/01/2013,160.45,-0.001245718
14/01/2013,160.65,-0.003169575
11/01/2013,161.16,0.004041414
10/01/2013,160.51,-0.007942952
09/01/2013,161.79,0.015133404
08/01/2013,159.36,0.009267206
07/01/2013,157.89,0.007118825
04/01/2013,156.77,0.008134031
03/01/2013,155.5,0.000772002
02/01/2013,155.38,0.024760191
31/12/2012,151.58,0.019518989
28/12/2012,148.65,-0.005032723
27/12/2012,149.4,-0.00240674
26/12/2012,149.76,-0.009437167
24/12/2012,151.18,0.002715683
21/12/2012,150.77,-0.01114677
20/12/2012,152.46,0.021882711
19/12/2012,149.16,-0.010404256
18/12/2012,150.72,0.010605402
17/12/2012,149.13,0.015611062
14/12/2012,146.82,-0.00258486
13/12/2012,147.2,-0.004608928
12/12/2012,147.88,-0.006873806
11/12/2012,148.9,0.00161312
10/12/2012,148.66,0.000740217
07/12/2012,148.55,0.000538684
06/12/2012,148.47,0.002765321
05/12/2012,148.06,0.003179438
04/12/2012,147.59,-0.007089116
03/12/2012,148.64,-0.007172814
30/11/2012,149.71,0.010272338
29/11/2012,148.18,0.006024318
28/11/2012,147.29,0.003468565
27/11/2012,146.78,-0.003196955
26/11/2012,147.25,-0.005890934
23/11/2012,148.12,0.009905773
21/11/2012,146.66,0.002184301
20/11/2012,146.34,0.004726198
19/11/2012,145.65,0.020391884
16/11/2012,142.71,0.019172177
15/11/2012,140,0.000357207
14/11/2012,139.95,-0.017705845
13/11/2012,142.45,-0.005530484
12/11/2012,143.24,0.002166545
09/11/2012,142.93,0.006105496
08/11/2012,142.06,-0.00351346
07/11/2012,142.56,-0.009077641
06/11/2012,143.86,0.016540887
05/11/2012,141.5,-0.013338211
02/11/2012,143.4,-0.003341691
01/11/2012,143.88,0.036233797
31/10/2012,138.76,0.003248279
26/10/2012,138.31,0.005510055
25/10/2012,137.55,0.007736136
24/10/2012,136.49,-0.001098378
23/10/2012,136.64,-0.017124203
22/10/2012,139,-0.006954181
19/10/2012,139.97,-0.013553516
18/10/2012,141.88,-0.004781334
17/10/2012,142.56,0.009868965
16/10/2012,141.16,0.009037599
15/10/2012,139.89,0.005519529
12/10/2012,139.12,0.000503289
11/10/2012,139.05,0.011791651
10/10/2012,137.42,0.004960617
09/10/2012,136.74,-0.01430411
08/10/2012,138.71,-0.01111242
05/10/2012,140.26,0.004215346
04/10/2012,139.67,0.008267778
03/10/2012,138.52,0.018359834
02/10/2012,136,-0.005353293
01/10/2012,136.73,0.018081006
28/09/2012,134.28,0.00275924
27/09/2012,133.91,0.010434355
26/09/2012,132.52,-0.015276619
25/09/2012,134.56,0.00611258
24/09/2012,133.74,-0.009377162
21/09/2012,135,0.00289307
20/09/2012,134.61,-0.001336303
19/09/2012,134.79,0.00841875
18/09/2012,133.66,-0.001569918
17/09/2012,133.87,-0.002834554
14/09/2012,134.25,-0.005422886
13/09/2012,134.98,0.011324812
12/09/2012,133.46,0.014871004
11/09/2012,131.49,0.021602101
10/09/2012,128.68,-0.007972487
07/09/2012,129.71,0.001620308
06/09/2012,129.5,0.014702143
05/09/2012,127.61,-0.007105797
04/09/2012,128.52,0.00210305
31/08/2012,128.25,0.012159397
30/08/2012,126.7,-0.010364414
29/08/2012,128.02,0.004854759
28/08/2012,127.4,-0.002038737
27/08/2012,127.66,0.007864149
24/08/2012,126.66,-0.003861161
23/08/2012,127.15,-0.007443717
22/08/2012,128.1,0.004537994
21/08/2012,127.52,-0.005006268
20/08/2012,128.16,-0.004126928
17/08/2012,128.69,-0.007663466
16/08/2012,129.68,0.004792465
15/08/2012,129.06,-0.006410526
14/08/2012,129.89,0.012160794
13/08/2012,128.32,-0.005982691
10/08/2012,129.09,0.004503113
09/08/2012,128.51,-0.020334984
08/08/2012,131.15,0.005735057
07/08/2012,130.4,-0.004819655
06/08/2012,131.03,0.000381665
03/08/2012,130.98,0.013141399
02/08/2012,129.27,0.01410065
01/08/2012,127.46,-0.012552303
31/07/2012,129.07,-0.01362031
30/07/2012,130.84,0.013078115
27/07/2012,129.14,0.018522666
26/07/2012,126.77,0.036715374
25/07/2012,122.2,-0.003675724
24/07/2012,122.65,-0.014729952
23/07/2012,124.47,-0.010231086
20/07/2012,125.75,0.002866929
19/07/2012,125.39,-0.019194144
18/07/2012,127.82,-0.003202502
17/07/2012,128.23,0.008458035
16/07/2012,127.15,0.024360383
13/07/2012,124.09,0.011753874
12/07/2012,122.64,0.015613761
11/07/2012,120.74,-0.012674024
10/07/2012,122.28,-0.011141497
09/07/2012,123.65,-0.013096238
06/07/2012,125.28,-0.013714591
05/07/2012,127.01,0.005289138
03/07/2012,126.34,-0.00221379
02/07/2012,126.62,0.023897241
29/06/2012,123.63,0.017214376
28/06/2012,121.52,-0.01567635
27/06/2012,123.44,0.002270885
26/06/2012,123.16,0.015464858
25/06/2012,121.27,-0.029894193
22/06/2012,124.95,0.044764664
21/06/2012,119.48,-0.025696461
20/06/2012,122.59,0.010166522
19/06/2012,121.35,0.010354203
18/06/2012,120.1,0.014256007
15/06/2012,118.4,0.01626329
14/06/2012,116.49,0.013743248
13/06/2012,114.9,-0.019478337
12/06/2012,117.16,0.006937632
11/06/2012,116.35,-0.001974843
08/06/2012,116.58,-0.001970951
07/06/2012,116.81,0.004031745
06/06/2012,116.34,0.021986547
05/06/2012,113.81,-0.003070582
04/06/2012,114.16,0.016872447
01/06/2012,112.25,-0.025941222
31/05/2012,115.2,-0.019683475
30/05/2012,117.49,-0.023469135
29/05/2012,120.28,0.007594445
25/05/2012,119.37,-0.003345324
24/05/2012,119.77,0.005022192
23/05/2012,119.17,0.006566786
22/05/2012,118.39,0.018499313
21/05/2012,116.22,0.031288054
18/05/2012,112.64,-0.020822189
17/05/2012,115.01,-0.021674539
16/05/2012,117.53,0.007858587
15/05/2012,116.61,-0.000942871
14/05/2012,116.72,-0.010228524
11/05/2012,117.92,-0.002117837
10/05/2012,118.17,0.006367015
09/05/2012,117.42,-0.006113111
08/05/2012,118.14,-0.003126983
07/05/2012,118.51,0.006093967
04/05/2012,117.79,0.011784936
03/05/2012,116.41,-0.048458768
02/05/2012,122.19,-0.007338585
01/05/2012,123.09,0.000894055
30/04/2012,122.98,-0.004381346
27/04/2012,123.52,0.002675207
26/04/2012,123.19,0.011429629
25/04/2012,121.79,0.023763165
24/04/2012,118.93,0.007003362
23/04/2012,118.1,-0.024341464
20/04/2012,121.01,-0.001486375
19/04/2012,121.19,-0.004856576
18/04/2012,121.78,-0.002460429
17/04/2012,122.08,0.010291968
16/04/2012,120.83,-0.019099724
13/04/2012,123.16,0.017528502
12/04/2012,121.02,0.030539286
11/04/2012,117.38,0.005467295
10/04/2012,116.74,-0.023367132
09/04/2012,119.5,-0.012556815
05/04/2012,121.01,0.016917775
04/04/2012,118.98,-0.01153184
03/04/2012,120.36,0.01153184
02/04/2012,118.98,0.008270787
30/03/2012,118,-0.008438869
29/03/2012,119,-0.00293686
28/03/2012,119.35,-0.003846802
27/03/2012,119.81,-0.002084463
26/03/2012,120.06,0.010718575
23/03/2012,118.78,0.012708804
22/03/2012,117.28,0.004529342
21/03/2012,116.75,0.001971964
20/03/2012,116.52,-0.019715119
19/03/2012,118.84,0.018342906
16/03/2012,116.68,-0.00273879
15/03/2012,117,0.002139038
14/03/2012,116.75,-0.004444072
13/03/2012,117.27,0.006330218
12/03/2012,116.53,-0.005477121
09/03/2012,117.17,-0.006804483
08/03/2012,117.97,0.019948438
07/03/2012,115.64,0.006942062
06/03/2012,114.84,-0.012117164
05/03/2012,116.24,0.000688468
02/03/2012,116.16,-0.008742663
01/03/2012,117.18,0.006936444
29/02/2012,116.37,-0.021928467
28/02/2012,118.95,0.0177266
27/02/2012,116.86,-0.005802064
24/02/2012,117.54,0.009059117
23/02/2012,116.48,0.001030751
22/02/2012,116.36,0.018737536
21/02/2012,114.2,-0.007067784
17/02/2012,115.01,0.010576559
16/02/2012,113.8,-0.011358794
15/02/2012,115.1,-0.001215594
14/02/2012,115.24,0.022198762
13/02/2012,112.71,-0.010502722
10/02/2012,113.9,0.013079013
09/02/2012,112.42,0.03687513
08/02/2012,108.35,0.012724827
07/02/2012,106.98,-0.003545772
06/02/2012,107.36,0.003078504
03/02/2012,107.03,0.009104197
02/02/2012,106.06,0.034044617
01/02/2012,102.51,0.018410562
31/01/2012,100.64,0.007580328
30/01/2012,99.88,-0.011645978
27/01/2012,101.05,0.001882027
26/01/2012,100.86,0.002978852
25/01/2012,100.56,-0.004464958
24/01/2012,101.01,0.014057357
23/01/2012,99.6,-0.009791266
20/01/2012,100.58,-0.01764027
19/01/2012,102.37,-0.013679573
18/01/2012,103.78,0.012117835
17/01/2012,102.53,0.017612498
13/01/2012,100.74,-0.00593826
12/01/2012,101.34,0.022250856
11/01/2012,99.11,-0.006937839
10/01/2012,99.8,-0.001001502
09/01/2012,99.9,-0.008075414
06/01/2012,100.71,-0.011844971
05/01/2012,101.91,0.007485507
04/01/2012,101.15,-0.018027333
03/01/2012,102.99,0.014277575
30/12/2011,101.53,-0.015829918
29/12/2011,103.15,0.02383985
28/12/2011,100.72,-0.011745681
27/12/2011,101.91,-0.005577587
23/12/2011,102.48,0.019111999
22/12/2011,100.54,-0.001788731
21/12/2011,100.72,-0.006235483
20/12/2011,101.35,0.027711472
19/12/2011,98.58,0.011631597
16/12/2011,97.44,0.016765373
15/12/2011,95.82,-0.005619746
14/12/2011,96.36,0.004680926
13/12/2011,95.91,-0.010475644
12/12/2011,96.92,-0.00278193
09/12/2011,97.19,0.014405141
08/12/2011,95.8,-0.013169683
07/12/2011,97.07,0.017668304
06/12/2011,95.37,-0.007208933
05/12/2011,96.06,-0.011797715
02/12/2011,97.2,-0.005744784
01/12/2011,97.76,0.008113843
30/11/2011,96.97,0.042878006
29/11/2011,92.9,-0.006116883
28/11/2011,93.47,0.048779466
25/11/2011,89.02,-0.003028436
23/11/2011,89.29,-0.017210218
22/11/2011,90.84,-0.004064823
21/11/2011,91.21,0.004395128
18/11/2011,90.81,-0.006476067
17/11/2011,91.4,-0.021645867
16/11/2011,93.4,-0.023595233
15/11/2011,95.63,0.019108525
14/11/2011,93.82,-0.014181633
11/11/2011,95.16,0.022530177
10/11/2011,93.04,-0.000966858
09/11/2011,93.13,-0.015026659
08/11/2011,94.54,0.016853732
07/11/2011,92.96,0.003448279
04/11/2011,92.64,-0.005812093
03/11/2011,93.18,0.018194134
02/11/2011,91.5,0.016196024
01/11/2011,90.03,-0.035248343
31/10/2011,93.26,-0.019537678
28/10/2011,95.1,0.007387896
27/10/2011,94.4,0.025535128
26/10/2011,92.02,0.014669119
25/10/2011,90.68,-0.038189507
24/10/2011,94.21,0.00831384
21/10/2011,93.43,0.02251421
20/10/2011,91.35,0.014000118
19/10/2011,90.08,-0.041638712
18/10/2011,93.91,0.029391635
17/10/2011,91.19,-0.029498114
14/10/2011,93.92,0.014154214
13/10/2011,92.6,0.015563246
12/10/2011,91.17,0.007265554
11/10/2011,90.51,0.014018921
10/10/2011,89.25,0.034191365
07/10/2011,86.25,-0.0101512
06/10/2011,87.13,0.024867654
05/10/2011,84.99,0.002473937
04/10/2011,84.78,0.006152409
03/10/2011,84.26,-0.017178914
30/09/2011,85.72,-0.022721697
29/09/2011,87.69,0.000684463
28/09/2011,87.63,-0.020891732
27/09/2011,89.48,-0.008900815
26/09/2011,90.28,0.002217788
23/09/2011,90.08,0.019958057
22/09/2011,88.3,-0.034724165
21/09/2011,91.42,-0.015413309
20/09/2011,92.84,0.030734633
19/09/2011,90.03,-0.009066847
16/09/2011,90.85,0.003859944
15/09/2011,90.5,0.01021777
14/09/2011,89.58,0.020412324
13/09/2011,87.77,0.003652555
12/09/2011,87.45,0.012658397
09/09/2011,86.35,-0.012772741
08/09/2011,87.46,-0.011594992
07/09/2011,88.48,0.030058475
06/09/2011,85.86,0.003617062
02/09/2011,85.55,-0.025162916
01/09/2011,87.73,-0.001708331
31/08/2011,87.88,-0.000568796
30/08/2011,87.93,0.015472201
29/08/2011,86.58,0.008467255
26/08/2011,85.85,0.020476121
25/08/2011,84.11,-0.026630702
24/08/2011,86.38,0.030681219
23/08/2011,83.77,0.048676765
22/08/2011,79.79,0.00238409
19/08/2011,79.6,-0.008630987
18/08/2011,80.29,-0.045052664
17/08/2011,83.99,-0.021670852
16/08/2011,85.83,-0.000465929
15/08/2011,85.87,0.024043586
12/08/2011,83.83,-0.008197254
11/08/2011,84.52,0.064002303
10/08/2011,79.28,-0.042958963
09/08/2011,82.76,0.043463631
08/08/2011,79.24,-0.051286984
05/08/2011,83.41,-0.018765396
04/08/2011,84.99,-0.028876593
03/08/2011,87.48,0.045845259
02/08/2011,83.56,-0.025054489
01/08/2011,85.68,0.001635323
29/07/2011,85.54,-0.016004053
28/07/2011,86.92,-0.009503707
27/07/2011,87.75,-0.016389177
26/07/2011,89.2,0.001346197
25/07/2011,89.08,-0.004927222
22/07/2011,89.52,0.016557229
21/07/2011,88.05,-0.006678388
20/07/2011,88.64,-0.006409918
19/07/2011,89.21,0.012861188
18/07/2011,88.07,-0.007691476
15/07/2011,88.75,0.009168665
14/07/2011,87.94,-0.009055982
13/07/2011,88.74,0.011788847
12/07/2011,87.7,-0.002277905
11/07/2011,87.9,-0.020605357
08/07/2011,89.73,-0.004669788
07/07/2011,90.15,0.021867987
06/07/2011,88.2,-0.00135962
05/07/2011,88.32,0.003970735
01/07/2011,87.97,0.043088591
30/06/2011,84.26,-0.027046079
29/06/2011,86.57,0.13973884
28/06/2011,75.28,0.018636994
27/06/2011,73.89,0.007062368
24/06/2011,73.37,-0.026097795
23/06/2011,75.31,0.008668455
22/06/2011,74.66,-0.004410298
21/06/2011,74.99,0.012614231
20/06/2011,74.05,-0.005118546
17/06/2011,74.43,-0.006027746
16/06/2011,74.88,0.000534331
15/06/2011,74.84,-0.014459362
14/06/2011,75.93,0.014192161
13/06/2011,74.86,0.002273488
10/06/2011,74.69,-0.023029075
09/06/2011,76.43,-0.003656789
08/06/2011,76.71,-0.039742022
07/06/2011,79.82,0.020504452
06/06/2011,78.2,-0.011822422
03/06/2011,79.13,-0.019646506
02/06/2011,80.7,0.019014834
01/06/2011,79.18,-0.02346588
31/05/2011,81.06,0.015666117
27/05/2011,79.8,0.006411487
26/05/2011,79.29,0.00683374
25/05/2011,78.75,0.014710851
24/05/2011,77.6,0.008801506
23/05/2011,76.92,-0.016887285
20/05/2011,78.23,-0.017863273
19/05/2011,79.64,-0.004635148
18/05/2011,80.01,-0.007347023
17/05/2011,80.6,0.008222296
16/05/2011,79.94,0.000375352
13/05/2011,79.91,-0.00025025
12/05/2011,79.93,0.007408837
11/05/2011,79.34,-0.012649677
10/05/2011,80.35,0.006116991
09/05/2011,79.86,0.005650797
06/05/2011,79.41,0.008981149
05/05/2011,78.7,-0.013504338
04/05/2011,79.77,-0.002879141
03/05/2011,80,0.010808199
02/05/2011,79.14,0.01297233
29/04/2011,78.12,0.005905782
28/04/2011,77.66,-0.015714153
27/04/2011,78.89,0.001522263
26/04/2011,78.77,0.012905054
25/04/2011,77.76,-0.000128593
21/04/2011,77.77,0.005156644
20/04/2011,77.37,0.018918954
19/04/2011,75.92,0.00316623
18/04/2011,75.68,-0.010384582
15/04/2011,76.47,0.002094516
14/04/2011,76.31,-0.015473945
13/04/2011,77.5,0.00608298
12/04/2011,77.03,-0.008788993
11/04/2011,77.71,0.012821519
08/04/2011,76.72,0.004048853
07/04/2011,76.41,0.005380237
06/04/2011,76,0.005012542
05/04/2011,75.62,0.005037794
04/04/2011,75.24,0.013649349
01/04/2011,74.22,0.008116928
31/03/2011,73.62,-0.008251653
30/03/2011,74.23,0.027728335
29/03/2011,72.2,-0.00758886
28/03/2011,72.75,0.009113568
25/03/2011,72.09,-0.007875688
24/03/2011,72.66,0.009263806
23/03/2011,71.99,0.005432147
22/03/2011,71.6,-0.005015335
21/03/2011,71.96,0.007532467
18/03/2011,71.42,-0.000140007
17/03/2011,71.43,0.006601611
16/03/2011,70.96,-0.00337648
15/03/2011,71.2,-0.009226963
14/03/2011,71.86,-0.009004702
11/03/2011,72.51,0.015426614
10/03/2011,71.4,-0.031840606
09/03/2011,73.71,-0.006221281
08/03/2011,74.17,0.000269687
07/03/2011,74.15,-0.007256146
04/03/2011,74.69,-0.015147778
03/03/2011,75.83,0.024834387
02/03/2011,73.97,0.017318221
01/03/2011,72.7,-0.004802754
28/02/2011,73.05,-0.02206818
25/02/2011,74.68,0.010364182
24/02/2011,73.91,0.014033884
23/02/2011,72.88,-0.01173114
22/02/2011,73.74,-0.0279486
18/02/2011,75.83,-0.004079758
17/02/2011,76.14,0.002366865
16/02/2011,75.96,0.004618336
15/02/2011,75.61,-0.001717873
14/02/2011,75.74,0.010752078
11/02/2011,74.93,0.00253892
10/02/2011,74.74,0.019727704
09/02/2011,73.28,-0.017450561
08/02/2011,74.57,0.008619582
07/02/2011,73.93,0.014030061
04/02/2011,72.9,0.017574658
03/02/2011,71.63,-0.006401358
02/02/2011,72.09,0.019469766
01/02/2011,70.7,0.012095487
31/01/2011,69.85,0.005599038
28/01/2011,69.46,-0.016279097
27/01/2011,70.6,-0.005649733
