Date,Close,ISRG
06/08/2013,392.93,-0.001779903
05/08/2013,393.63,-5.08078E-05
02/08/2013,393.65,0.003027568
01/08/2013,392.46,0.011429282
31/07/2013,388,0.0056344
30/07/2013,385.82,-0.013336621
29/07/2013,391,0.022528077
26/07/2013,382.29,0.018373844
25/07/2013,375.33,-0.022732741
24/07/2013,383.96,-0.027384896
23/07/2013,394.62,-0.003263636
22/07/2013,395.91,0.008217348
19/07/2013,392.67,-0.070779036
18/07/2013,421.47,0.014169721
17/07/2013,415.54,-0.015734444
16/07/2013,422.13,-0.010955335
15/07/2013,426.78,-0.005281497
12/07/2013,429.04,-0.002235054
11/07/2013,430,0.017169817
10/07/2013,422.68,0.008028737
09/07/2013,419.3,-0.176181431
08/07/2013,500.08,-0.007828024
05/07/2013,504.01,0.008548168
03/07/2013,499.72,-0.002937329
02/07/2013,501.19,-0.000718033
01/07/2013,501.55,-0.00909025
28/06/2013,506.13,0.007815019
27/06/2013,502.19,-0.003399302
26/06/2013,503.9,0.004375504
25/06/2013,501.7,-0.004911181
24/06/2013,504.17,0.00256194
21/06/2013,502.88,0.010735916
20/06/2013,497.51,-0.024795069
19/06/2013,510,0.000764998
18/06/2013,509.61,0.020398555
17/06/2013,499.32,0.002024799
14/06/2013,498.31,-0.012345466
13/06/2013,504.5,0.018121583
12/06/2013,495.44,-0.008301472
11/06/2013,499.57,-0.021074677
10/06/2013,510.21,-0.006408149
07/06/2013,513.49,0.0119112
06/06/2013,507.41,0.01363184
05/06/2013,500.54,0.003903401
04/06/2013,498.59,-0.003283878
03/06/2013,500.23,0.005412136
31/05/2013,497.53,-0.014268709
30/05/2013,504.68,0.012320976
29/05/2013,498.5,-0.006279142
28/05/2013,501.64,0.000219305
24/05/2013,501.53,0.047090813
23/05/2013,478.46,0.017201824
22/05/2013,470.3,-0.032590891
21/05/2013,485.88,0.01338464
20/05/2013,479.42,-0.009507867
17/05/2013,484,0.016204974
16/05/2013,476.22,-0.017031079
15/05/2013,484.4,-0.006850962
14/05/2013,487.73,0.004191414
13/05/2013,485.69,-0.028177168
10/05/2013,499.57,-0.012393606
09/05/2013,505.8,0.033145099
08/05/2013,489.31,-0.001552003
07/05/2013,490.07,-0.023214878
06/05/2013,501.58,-0.004455945
03/05/2013,503.82,0.024024938
02/05/2013,491.86,0.003462255
01/05/2013,490.16,-0.004336105
30/04/2013,492.29,0.006378339
29/04/2013,489.16,0.004918446
26/04/2013,486.76,0.00609959
25/04/2013,483.8,0.014406711
24/04/2013,476.88,0.012258184
23/04/2013,471.07,-0.008034379
22/04/2013,474.87,-0.020592212
19/04/2013,484.75,-0.017626106
18/04/2013,493.37,-0.028513135
17/04/2013,507.64,-0.005383011
16/04/2013,510.38,0.000764429
15/04/2013,509.99,-0.004031159
12/04/2013,512.05,-0.001015011
11/04/2013,512.57,0.027171931
10/04/2013,498.83,0.004621452
09/04/2013,496.53,0.005108387
08/04/2013,494,0.008191352
05/04/2013,489.97,-0.013521253
04/04/2013,496.64,-0.003718111
03/04/2013,498.49,0.015546816
02/04/2013,490.8,0.012754176
01/04/2013,484.58,-0.013548482
28/03/2013,491.19,0.001344579
27/03/2013,490.53,-0.013606479
26/03/2013,497.25,0.017958175
25/03/2013,488.4,-0.002024975
22/03/2013,489.39,0.005326899
21/03/2013,486.79,-0.018480977
20/03/2013,495.87,0.026959887
19/03/2013,482.68,-0.005866573
18/03/2013,485.52,0.055212125
15/03/2013,459.44,-0.06417252
14/03/2013,489.89,-0.03891526
13/03/2013,509.33,-0.007023751
12/03/2013,512.92,-0.007458663
11/03/2013,516.76,0.004130354
08/03/2013,514.63,0.002821535
07/03/2013,513.18,-0.012778984
06/03/2013,519.78,-0.011363106
05/03/2013,525.72,-0.02924185
04/03/2013,541.32,-0.022070466
01/03/2013,553.4,0.081886051
28/02/2013,509.89,-0.117597793
27/02/2013,573.52,0.008334257
26/02/2013,568.76,0.004263948
25/02/2013,566.34,-0.013521896
22/02/2013,574.05,0.022550061
21/02/2013,561.25,0.007906452
20/02/2013,556.83,-0.044674271
19/02/2013,582.27,0.022684823
15/02/2013,569.21,-0.003595013
14/02/2013,571.26,-0.004262164
13/02/2013,573.7,0.004034623
12/02/2013,571.39,-0.000227489
11/02/2013,571.52,-0.012571127
08/02/2013,578.75,0.014655465
07/02/2013,570.33,-0.002714038
06/02/2013,571.88,-0.003020544
05/02/2013,573.61,0
04/02/2013,573.61,-0.017386032
01/02/2013,583.67,0.016044556
31/01/2013,574.38,0.002405481
30/01/2013,573,-0.002492528
29/01/2013,574.43,-0.006074509
28/01/2013,577.93,0.000190353
25/01/2013,577.82,-0.005488355
24/01/2013,581,0.024285639
23/01/2013,567.06,0.089544377
22/01/2013,518.49,0.019789898
18/01/2013,508.33,-0.011481452
17/01/2013,514.2,0.031008705
16/01/2013,498.5,-0.010158856
15/01/2013,503.59,-0.017967442
14/01/2013,512.72,0.013193218
11/01/2013,506,-0.005655912
10/01/2013,508.87,0.004214264
09/01/2013,506.73,0.004549238
08/01/2013,504.43,0.004828959
07/01/2013,502,0.003432178
04/01/2013,500.28,-0.00675335
03/01/2013,503.67,0.012285535
02/01/2013,497.52,0.014475549
31/12/2012,490.37,0.022416314
28/12/2012,479.5,-0.015869244
27/12/2012,487.17,0.01453541
26/12/2012,480.14,-0.019776491
24/12/2012,489.73,-0.014313183
21/12/2012,496.79,0.017216952
20/12/2012,488.31,-0.054089855
19/12/2012,515.45,-0.058530598
18/12/2012,546.52,-0.008163906
17/12/2012,551,0.033007027
14/12/2012,533.11,-0.009037837
13/12/2012,537.95,-0.003006907
12/12/2012,539.57,0.00607882
11/12/2012,536.3,0.017777828
10/12/2012,526.85,0.016380947
07/12/2012,518.29,-0.002870714
06/12/2012,519.78,0.005807744
05/12/2012,516.77,-0.019925176
04/12/2012,527.17,0.003344167
03/12/2012,525.41,-0.006809522
30/11/2012,529,-0.011184853
29/11/2012,534.95,0.008372177
28/11/2012,530.49,0.010402845
27/11/2012,525,-0.017465632
26/11/2012,534.25,-0.006064866
23/11/2012,537.5,0.005671869
21/11/2012,534.46,-0.003772391
20/11/2012,536.48,-0.011140369
19/11/2012,542.49,0.015923637
16/11/2012,533.92,0.018201049
15/11/2012,524.29,-0.004130389
14/11/2012,526.46,-0.01827592
13/11/2012,536.17,0.004729821
12/11/2012,533.64,0.00759945
09/11/2012,529.6,-0.003581193
08/11/2012,531.5,-0.011597586
07/11/2012,537.7,-0.011464623
06/11/2012,543.9,0.0056789
05/11/2012,540.82,-0.001201157
02/11/2012,541.47,0.000942324
01/11/2012,540.96,-0.002326484
31/10/2012,542.22,0.011836214
26/10/2012,535.84,-0.018105481
25/10/2012,545.63,0.004813354
24/10/2012,543.01,-0.006607832
23/10/2012,546.61,-0.008344009
22/10/2012,551.19,0.023570671
19/10/2012,538.35,0.004710622
18/10/2012,535.82,0.006384415
17/10/2012,532.41,-0.001351428
16/10/2012,533.13,0.039406051
15/10/2012,512.53,0.035650328
12/10/2012,494.58,-0.000121308
11/10/2012,494.64,2.02169E-05
10/10/2012,494.63,-0.001070934
09/10/2012,495.16,-0.02819556
08/10/2012,509.32,-0.003899557
05/10/2012,511.31,-0.010079867
04/10/2012,516.49,0.01062763
03/10/2012,511.03,0.020321322
02/10/2012,500.75,0.001898956
01/10/2012,499.8,0.008378338
28/09/2012,495.63,-0.008098187
27/09/2012,499.66,0.008118363
26/09/2012,495.62,-0.031479429
25/09/2012,511.47,-0.011720592
24/09/2012,517.5,-0.000502289
21/09/2012,517.76,0.022303434
20/09/2012,506.34,-0.006005551
19/09/2012,509.39,-0.005813572
18/09/2012,512.36,0.004009119
17/09/2012,510.31,0.017115719
14/09/2012,501.65,0.024068866
13/09/2012,489.72,0.00746058
12/09/2012,486.08,-0.002732439
11/09/2012,487.41,-0.015835869
10/09/2012,495.19,-0.011145477
07/09/2012,500.74,0.009672381
06/09/2012,495.92,0.016714161
05/09/2012,487.7,-0.006926948
04/09/2012,491.09,-0.001424386
31/08/2012,491.79,0.000264375
30/08/2012,491.66,-0.009876623
29/08/2012,496.54,-0.002956113
28/08/2012,498.01,-0.00536699
27/08/2012,500.69,-0.009600455
24/08/2012,505.52,0.004580024
23/08/2012,503.21,-0.009001317
22/08/2012,507.76,0.000512184
21/08/2012,507.5,-0.005541269
20/08/2012,510.32,-0.002759162
17/08/2012,511.73,-0.006272666
16/08/2012,514.95,-0.004572499
15/08/2012,517.31,0.01450613
14/08/2012,509.86,0.003044681
13/08/2012,508.31,0.01932744
10/08/2012,498.58,0.002047906
09/08/2012,497.56,-0.007328974
08/08/2012,501.22,0.008938114
07/08/2012,496.76,0.012070299
06/08/2012,490.8,-0.004168155
03/08/2012,492.85,0.031033563
02/08/2012,477.79,0.002095163
01/08/2012,476.79,-0.009830089
31/07/2012,481.5,-0.020779488
30/07/2012,491.61,-0.014800129
27/07/2012,498.94,0.019714444
26/07/2012,489.2,0.011533964
25/07/2012,483.59,0.023242022
24/07/2012,472.48,-0.010505913
23/07/2012,477.47,-0.043102259
20/07/2012,498.5,-0.087731612
19/07/2012,544.21,-0.009418763
18/07/2012,549.36,0.009602532
17/07/2012,544.11,0.014047592
16/07/2012,536.52,-0.006539371
13/07/2012,540.04,0.010143113
12/07/2012,534.59,-0.00078534
11/07/2012,535.01,0.006074373
10/07/2012,531.77,-0.036231298
09/07/2012,551.39,-0.000145077
06/07/2012,551.47,-0.021420165
05/07/2012,563.41,-0.005663632
03/07/2012,566.61,0.001130163
02/07/2012,565.97,0.02175552
29/06/2012,553.79,0.032110494
28/06/2012,536.29,-0.014715267
27/06/2012,544.24,-0.000128611
26/06/2012,544.31,0.008301712
25/06/2012,539.81,-0.01891921
22/06/2012,550.12,0.024082477
21/06/2012,537.03,-0.020622707
20/06/2012,548.22,-0.000656455
19/06/2012,548.58,0.006107057
18/06/2012,545.24,0.025221877
15/06/2012,531.66,0.006945783
14/06/2012,527.98,0.003814227
13/06/2012,525.97,-0.009310667
12/06/2012,530.89,0.019015956
11/06/2012,520.89,-0.029900392
08/06/2012,536.7,0.013487229
07/06/2012,529.51,-0.007394549
06/06/2012,533.44,0.020951307
05/06/2012,522.38,0.011881633
04/06/2012,516.21,0.025903609
01/06/2012,503.01,-0.0391626
31/05/2012,523.1,-0.016024616
30/05/2012,531.55,0.006890395
29/05/2012,527.9,0.002560578
25/05/2012,526.55,-0.009356904
24/05/2012,531.5,0.001148354
23/05/2012,530.89,0.011004212
22/05/2012,525.08,-0.003782735
21/05/2012,527.07,0.03049422
18/05/2012,511.24,-0.015238131
17/05/2012,519.09,-0.034255955
16/05/2012,537.18,-0.017841308
15/05/2012,546.85,-0.0067614
14/05/2012,550.56,-0.015124082
11/05/2012,558.95,0.003943718
10/05/2012,556.75,0.01294376
09/05/2012,549.59,-0.013392694
08/05/2012,557,-0.012489012
07/05/2012,564,-0.002054625
04/05/2012,565.16,-0.023104925
03/05/2012,578.37,-0.013378988
02/05/2012,586.16,-0.003610235
01/05/2012,588.28,0.017283195
30/04/2012,578.2,-0.013092746
27/04/2012,585.82,0.01579442
26/04/2012,576.64,0.001978927
25/04/2012,575.5,0.027106035
24/04/2012,560.11,-0.013001824
23/04/2012,567.44,-0.015961738
20/04/2012,576.57,-0.004585616
19/04/2012,579.22,-0.009108627
18/04/2012,584.52,0.069033198
17/04/2012,545.53,0.008172176
16/04/2012,541.09,-0.010058468
13/04/2012,546.56,-0.009160926
12/04/2012,551.59,0.021217359
11/04/2012,540.01,0.008872413
10/04/2012,535.24,-0.007130188
09/04/2012,539.07,-0.011380632
05/04/2012,545.24,0.002331966
04/04/2012,543.97,-0.008092614
03/04/2012,548.39,0.004697462
02/04/2012,545.82,0.007484611
30/03/2012,541.75,-0.003556198
29/03/2012,543.68,-0.001745827
28/03/2012,544.63,-0.003079915
27/03/2012,546.31,0.007994382
26/03/2012,541.96,0.015920586
23/03/2012,533.4,-0.002639932
22/03/2012,534.81,0.003540225
21/03/2012,532.92,0.00242356
20/03/2012,531.63,0.003939054
19/03/2012,529.54,-0.000377615
16/03/2012,529.74,0.00291132
15/03/2012,528.2,0
14/03/2012,528.2,-0.005889476
13/03/2012,531.32,0.009170126
12/03/2012,526.47,0.005027146
09/03/2012,523.83,0.013395159
08/03/2012,516.86,0.016798592
07/03/2012,508.25,0.00317276
06/03/2012,506.64,-0.013313008
05/03/2012,513.43,-0.006755077
02/03/2012,516.91,-0.00851446
01/03/2012,521.33,0.018801077
29/02/2012,511.62,-0.007923648
28/02/2012,515.69,0.002835174
27/02/2012,514.23,0.002862737
24/02/2012,512.76,0.012560021
23/02/2012,506.36,0.004512893
22/02/2012,504.08,-0.00164521
21/02/2012,504.91,-0.002136711
17/02/2012,505.99,-0.003058619
16/02/2012,507.54,0.004561754
15/02/2012,505.23,-0.010180961
14/02/2012,510.4,0.014465407
13/02/2012,503.07,0.02463149
10/02/2012,490.83,-0.003213867
09/02/2012,492.41,0.000995601
08/02/2012,491.92,-0.004219416
07/02/2012,494,0.005297407
06/02/2012,491.39,-0.001260932
03/02/2012,492.01,0.018482388
02/02/2012,483,0.042419198
01/02/2012,462.94,0.006566638
31/01/2012,459.91,0.007398307
30/01/2012,456.52,-0.005417699
27/01/2012,459,0.005724414
26/01/2012,456.38,0.001578878
25/01/2012,455.66,0.03497219
24/01/2012,440,-0.009927828
23/01/2012,444.39,-0.00289865
20/01/2012,445.68,-0.062976485
19/01/2012,474.65,0.00801688
18/01/2012,470.86,0.01174951
17/01/2012,465.36,0.012802943
13/01/2012,459.44,0.00285537
12/01/2012,458.13,0.002579011
11/01/2012,456.95,0.01490426
10/01/2012,450.19,-0.002905657
09/01/2012,451.5,-0.019650617
06/01/2012,460.46,-0.025515417
05/01/2012,472.36,0.011540637
04/01/2012,466.94,-0.01016362
03/01/2012,471.71,0.018615738
30/12/2011,463.01,-0.006501358
29/12/2011,466.03,0.018036062
28/12/2011,457.7,-0.01252771
27/12/2011,463.47,0.012615108
23/12/2011,457.66,0.021645867
22/12/2011,447.86,0.016048241
21/12/2011,440.73,-0.006445726
20/12/2011,443.58,0.026012862
19/12/2011,432.19,0.000161979
16/12/2011,432.12,0.008762709
15/12/2011,428.35,0.01133988
14/12/2011,423.52,-0.02534201
13/12/2011,434.39,0.00156664
12/12/2011,433.71,-0.015307297
09/12/2011,440.4,0.023898196
08/12/2011,430,-0.022716754
07/12/2011,439.88,-0.000159122
06/12/2011,439.95,0.008033088
05/12/2011,436.43,0.005929144
02/12/2011,433.85,-0.004002582
01/12/2011,435.59,0.003173146
30/11/2011,434.21,0.027054858
29/11/2011,422.62,-0.005521617
28/11/2011,424.96,0.027918112
25/11/2011,413.26,-0.008841407
23/11/2011,416.93,-0.004188563
22/11/2011,418.68,-0.005098284
21/11/2011,420.82,-0.005308824
18/11/2011,423.06,-0.013686463
17/11/2011,428.89,-0.022068112
16/11/2011,438.46,-0.023241919
15/11/2011,448.77,0.018645466
14/11/2011,440.48,0.001113042
11/11/2011,439.99,0.024037131
10/11/2011,429.54,0.000605482
09/11/2011,429.28,-0.027366235
08/11/2011,441.19,0.020193919
07/11/2011,432.37,0.000323849
04/11/2011,432.23,-0.011775936
03/11/2011,437.35,0.023715612
02/11/2011,427.1,0.00217985
01/11/2011,426.17,-0.017883574
31/10/2011,433.86,-0.0061352
28/10/2011,436.53,0.00279868
27/10/2011,435.31,0.034518821
26/10/2011,420.54,0.002786015
25/10/2011,419.37,-0.007175473
24/10/2011,422.39,0.016133616
21/10/2011,415.63,-0.006666372
20/10/2011,418.41,0.001889885
19/10/2011,417.62,0.087163767
18/10/2011,382.76,-0.013674495
17/10/2011,388.03,-0.01369341
14/10/2011,393.38,0.015705587
13/10/2011,387.25,0.01323111
12/10/2011,382.16,-0.008312643
11/10/2011,385.35,0.01564003
10/10/2011,379.37,0.040122614
07/10/2011,364.45,-0.022920919
06/10/2011,372.9,0.015948439
05/10/2011,367,0.008125566
04/10/2011,364.03,0.042852275
03/10/2011,348.76,-0.043538796
30/09/2011,364.28,-0.024245255
29/09/2011,373.22,-0.01203807
28/09/2011,377.74,-0.027031143
27/09/2011,388.09,0.029628892
26/09/2011,376.76,0.004655688
23/09/2011,375.01,0.017349172
22/09/2011,368.56,-0.031330599
21/09/2011,380.29,-0.021847991
20/09/2011,388.69,-0.012426014
19/09/2011,393.55,0.007677728
16/09/2011,390.54,-0.011532568
15/09/2011,395.07,0.023225595
14/09/2011,386,0.01727267
13/09/2011,379.39,0.020181729
12/09/2011,371.81,0.006990299
09/09/2011,369.22,-0.031012924
08/09/2011,380.85,-0.021173747
07/09/2011,389,0.031838262
06/09/2011,376.81,0.016536821
02/09/2011,370.63,-0.023465866
01/09/2011,379.43,-0.005047462
31/08/2011,381.35,0.007369424
30/08/2011,378.55,0.007131431
29/08/2011,375.86,0.05167705
26/08/2011,356.93,0.028589614
25/08/2011,346.87,-0.008182764
24/08/2011,349.72,0.028275456
23/08/2011,339.97,0.056015368
22/08/2011,321.45,-0.024703994
19/08/2011,329.49,-0.014642344
18/08/2011,334.35,-0.038605093
17/08/2011,347.51,-0.004278481
16/08/2011,349,-0.005970679
15/08/2011,351.09,0.012207854
12/08/2011,346.83,0.01399477
11/08/2011,342.01,0.041826368
10/08/2011,328,-0.043462408
09/08/2011,342.57,0.032034059
08/08/2011,331.77,-0.077681941
05/08/2011,358.57,-0.000752708
04/08/2011,358.84,-0.055661735
03/08/2011,379.38,-0.00892207
02/08/2011,382.78,-0.02919502
01/08/2011,394.12,-0.016183171
29/07/2011,400.55,0.027050902
28/07/2011,389.86,-0.009496651
27/07/2011,393.58,-0.013852489
26/07/2011,399.07,-0.004799649
25/07/2011,400.99,-0.010197461
22/07/2011,405.1,-0.021079637
21/07/2011,413.73,0.040094128
20/07/2011,397.47,0.058460136
19/07/2011,374.9,0.03424193
18/07/2011,362.28,0.009680134
15/07/2011,358.79,0.007918894
14/07/2011,355.96,-0.009617609
13/07/2011,359.4,0.006476128
12/07/2011,357.08,-0.013214642
11/07/2011,361.83,-0.018808817
08/07/2011,368.7,0.00122125
07/07/2011,368.25,-0.033696054
06/07/2011,380.87,-0.001311923
05/07/2011,381.37,0.007157737
01/07/2011,378.65,0.017422786
30/06/2011,372.11,0.010020205
29/06/2011,368.4,0.007219264
28/06/2011,365.75,0.02525121
27/06/2011,356.63,0.026221976
24/06/2011,347.4,-0.017321762
23/06/2011,353.47,0.002691258
22/06/2011,352.52,0.001760314
21/06/2011,351.9,0.000540072
20/06/2011,351.71,0.020828999
17/06/2011,344.46,0.011386652
16/06/2011,340.56,-0.000205523
15/06/2011,340.63,-0.017230264
14/06/2011,346.55,0.016232611
13/06/2011,340.97,0.008068359
10/06/2011,338.23,-0.011026118
09/06/2011,341.98,-0.005249662
08/06/2011,343.78,-0.000145431
07/06/2011,343.83,0.012320004
06/06/2011,339.62,-0.0076849
03/06/2011,342.24,-0.007104205
02/06/2011,344.68,-0.001188802
01/06/2011,345.09,-0.01126667
31/05/2011,349,0.013674736
27/05/2011,344.26,-0.002755742
26/05/2011,345.21,0.00060851
25/05/2011,345,0.009201626
24/05/2011,341.84,-0.003766593
23/05/2011,343.13,-0.014839943
20/05/2011,348.26,-0.01309371
19/05/2011,352.85,0.000198404
18/05/2011,352.78,0.008140076
17/05/2011,349.92,0.002288854
16/05/2011,349.12,-0.019515028
13/05/2011,356,-0.014058025
12/05/2011,361.04,0.017744587
11/05/2011,354.69,-0.016774695
10/05/2011,360.69,0.013369071
09/05/2011,355.9,0.021355954
06/05/2011,348.38,0.004141984
05/05/2011,346.94,0.004448689
04/05/2011,345.4,-0.018956419
03/05/2011,352.01,-0.006145674
02/05/2011,354.18,0.012729614
29/04/2011,349.7,-0.017826997
28/04/2011,355.99,0.001405521
27/04/2011,355.49,0.007539108
26/04/2011,352.82,0.002213206
25/04/2011,352.04,-0.014523048
21/04/2011,357.19,-0.015997231
20/04/2011,362.95,-0.004782594
19/04/2011,364.69,0.022489059
18/04/2011,356.58,-0.010544913
15/04/2011,360.36,-0.008180457
14/04/2011,363.32,0.002452636
13/04/2011,362.43,-0.010866988
12/04/2011,366.39,-0.012934897
11/04/2011,371.16,0.00944744
08/04/2011,367.67,-0.011923088
07/04/2011,372.08,0.018581593
06/04/2011,365.23,0.037635026
05/04/2011,351.74,0.014288207
04/04/2011,346.75,0.005523518
01/04/2011,344.84,0.033557623
31/03/2011,333.46,-0.014144086
30/03/2011,338.21,0.008671175
29/03/2011,335.29,0.014752322
28/03/2011,330.38,0.001696456
25/03/2011,329.82,-0.002059608
24/03/2011,330.5,0.029383628
23/03/2011,320.93,-0.009242669
22/03/2011,323.91,-0.003667128
21/03/2011,325.1,0.025546561
18/03/2011,316.9,-0.012979459
17/03/2011,321.04,0.005622555
16/03/2011,319.24,-0.021567519
15/03/2011,326.2,-0.004862469
14/03/2011,327.79,0.007225775
11/03/2011,325.43,0.001599164
10/03/2011,324.91,-0.016180595
09/03/2011,330.21,-0.004592569
08/03/2011,331.73,0.006471927
07/03/2011,329.59,-0.007405986
04/03/2011,332.04,0.000964204
03/03/2011,331.72,0.027227325
02/03/2011,322.81,0.009336845
01/03/2011,319.81,-0.025134088
28/02/2011,327.95,-0.021060397
25/02/2011,334.93,0.020877459
24/02/2011,328.01,0.002655882
23/02/2011,327.14,-0.012062433
22/02/2011,331.11,-0.029197199
18/02/2011,340.92,-0.000205306
17/02/2011,340.99,0.002936946
16/02/2011,339.99,-0.003523301
15/02/2011,341.19,-0.009102907
14/02/2011,344.31,-0.002784305
11/02/2011,345.27,0.023650494
10/02/2011,337.2,0.010883447
09/02/2011,333.55,-0.001138611
08/02/2011,333.93,0.001528434
07/02/2011,333.42,0.006499391
04/02/2011,331.26,0.002357422
03/02/2011,330.48,0.008172984
02/02/2011,327.79,-0.014507273
01/02/2011,332.58,0.029506786
31/01/2011,322.91,-0.015426524
28/01/2011,327.93,-0.018849675
27/01/2011,334.17,-0.011573549
