Date,Close,ADBE
20/05/2013,44.29,-0.007199131
17/05/2013,44.61,0.001121454
16/05/2013,44.56,-0.011380241
15/05/2013,45.07,0.023118525
14/05/2013,44.04,0.00981183
13/05/2013,43.61,-0.009357594
10/05/2013,44.02,0.001136493
09/05/2013,43.97,-0.030240853
08/05/2013,45.32,-0.00615928
07/05/2013,45.6,-0.019329519
06/05/2013,46.49,-0.011123109
03/05/2013,47.01,0.028480889
02/05/2013,45.69,0.021682265
01/05/2013,44.71,-0.008241499
30/04/2013,45.08,0.000443754
29/04/2013,45.06,0.003334448
26/04/2013,44.91,-0.003112497
25/04/2013,45.05,0.008470849
24/04/2013,44.67,-0.004467285
23/04/2013,44.87,0.007606301
22/04/2013,44.53,-0.004704837
19/04/2013,44.74,0.006278048
18/04/2013,44.46,-0.009847886
17/04/2013,44.9,-0.008427639
16/04/2013,45.28,0.015131575
15/04/2013,44.6,-0.009595075
12/04/2013,45.03,-0.003989367
11/04/2013,45.21,0.0113448
10/04/2013,44.7,0.011927676
09/04/2013,44.17,0.008640345
08/04/2013,43.79,0.009406975
05/04/2013,43.38,-0.018952502
04/04/2013,44.21,0.011602906
03/04/2013,43.7,-0.003426617
02/04/2013,43.85,0.010776213
01/04/2013,43.38,-0.003222097
28/03/2013,43.52,0.01995889
27/03/2013,42.66,-0.002107482
26/03/2013,42.75,0.006100441
25/03/2013,42.49,-0.011233444
22/03/2013,42.97,0.018556023
21/03/2013,42.18,-0.006616281
20/03/2013,42.46,0.041106617
19/03/2013,40.75,-0.007578572
18/03/2013,41.06,-0.007763261
15/03/2013,41.38,-0.005783149
14/03/2013,41.62,0.000721067
13/03/2013,41.59,0.004578873
12/03/2013,41.4,-0.001930503
11/03/2013,41.48,-0.000482044
08/03/2013,41.5,0
07/03/2013,41.5,0.005073087
06/03/2013,41.29,-0.004108767
05/03/2013,41.46,0.024415275
04/03/2013,40.46,0.015693435
01/03/2013,39.83,0.013141458
28/02/2013,39.31,-0.007350179
27/02/2013,39.6,0.025835943
26/02/2013,38.59,0.012516461
25/02/2013,38.11,-0.011479385
22/02/2013,38.55,0.005462362
21/02/2013,38.34,-0.011153014
20/02/2013,38.77,-0.005658451
19/02/2013,38.99,0.009276026
15/02/2013,38.63,0.000517866
14/02/2013,38.61,-0.005166635
13/02/2013,38.81,-0.002059203
12/02/2013,38.89,0.006449139
11/02/2013,38.64,-0.012345836
08/02/2013,39.12,0.027207275
07/02/2013,38.07,-0.008630889
06/02/2013,38.4,-0.002860488
05/02/2013,38.51,0.010703666
04/02/2013,38.1,-0.006279455
01/02/2013,38.34,0.013391299
31/01/2013,37.83,-0.002903526
30/01/2013,37.94,-0.015171622
29/01/2013,38.52,0.007295499
28/01/2013,38.24,-0.002089865
25/01/2013,38.32,0.005495238
24/01/2013,38.11,-0.003666845
23/01/2013,38.25,0.007874056
22/01/2013,37.95,-0.000790202
18/01/2013,37.98,0.006604171
17/01/2013,37.73,-0.003967734
16/01/2013,37.88,-0.007102489
15/01/2013,38.15,-0.000262089
14/01/2013,38.16,0.001836066
11/01/2013,38.09,-0.013818497
10/01/2013,38.62,-0.001035197
09/01/2013,38.66,0.013541874
08/01/2013,38.14,0.005257636
07/01/2013,37.94,-0.004995409
04/01/2013,38.13,0.010015898
03/01/2013,37.75,-0.015508262
02/01/2013,38.34,0.017364288
31/12/2012,37.68,0.020917899
28/12/2012,36.9,-0.010781776
27/12/2012,37.3,-0.006680052
26/12/2012,37.55,0.000532765
24/12/2012,37.53,-0.004784698
21/12/2012,37.71,-0.004233931
20/12/2012,37.87,-0.005792539
19/12/2012,38.09,0.01587755
18/12/2012,37.49,0.00186891
17/12/2012,37.42,-0.003734333
14/12/2012,37.56,0.055562244
13/12/2012,35.53,-0.0120298
12/12/2012,35.96,0.011748387
11/12/2012,35.54,-0.005891446
10/12/2012,35.75,0.007581112
07/12/2012,35.48,0.009629075
06/12/2012,35.14,-0.007371737
05/12/2012,35.4,0.002828856
04/12/2012,35.3,0.017143277
03/12/2012,34.7,0.002597029
30/11/2012,34.61,0.015138571
29/11/2012,34.09,0.006179216
28/11/2012,33.88,0.020877585
27/11/2012,33.18,-0.003309767
26/11/2012,33.29,-0.003298848
23/11/2012,33.4,0.016908615
21/11/2012,32.84,0.006108754
20/11/2012,32.64,-0.008541846
19/11/2012,32.92,0.00823552
16/11/2012,32.65,0.000306326
15/11/2012,32.64,0.012330612
14/11/2012,32.24,-0.009262184
13/11/2012,32.54,-0.004904976
12/11/2012,32.7,-0.00609758
09/11/2012,32.9,-0.002428659
08/11/2012,32.98,-0.014748198
07/11/2012,33.47,-0.027116309
06/11/2012,34.39,0.004371273
05/11/2012,34.24,-0.004371273
02/11/2012,34.39,0.000872727
01/11/2012,34.36,0.009650609
31/10/2012,34.03,0.000587889
26/10/2012,34.01,0.018098699
25/10/2012,33.4,0.001198322
24/10/2012,33.36,0.001499925
23/10/2012,33.31,-0.005389235
22/10/2012,33.49,0.007492917
19/10/2012,33.24,-0.006895545
18/10/2012,33.47,0.000896727
17/10/2012,33.44,0.005998818
16/10/2012,33.24,0.027758378
15/10/2012,32.33,0.012136449
12/10/2012,31.94,0.005021982
11/10/2012,31.78,0.008532205
10/10/2012,31.51,-0.005696218
09/10/2012,31.69,-0.016896522
08/10/2012,32.23,-0.00741889
05/10/2012,32.47,-0.006446684
04/10/2012,32.68,0.002450982
03/10/2012,32.6,0.000920669
02/10/2012,32.57,-0.001533978
01/10/2012,32.62,0.005533368
28/09/2012,32.44,-0.011036286
27/09/2012,32.8,0.008265775
26/09/2012,32.53,-0.011309917
25/09/2012,32.9,-0.015681865
24/09/2012,33.42,-0.01219346
21/09/2012,33.83,-0.020480529
20/09/2012,34.53,0.041691182
19/09/2012,33.12,0.01674571
18/09/2012,32.57,-0.025463637
17/09/2012,33.41,0.002097379
14/09/2012,33.34,0.01602453
13/09/2012,32.81,0.011957831
12/09/2012,32.42,-0.000308404
11/09/2012,32.43,0.009293747
10/09/2012,32.13,-0.010218389
07/09/2012,32.46,-0.010115029
06/09/2012,32.79,0.016295518
05/09/2012,32.26,0.025747105
04/09/2012,31.44,0.005421796
31/08/2012,31.27,-0.006057726
30/08/2012,31.46,-0.015768223
29/08/2012,31.96,-0.003124026
28/08/2012,32.06,-0.008077086
27/08/2012,32.32,0.001858161
24/08/2012,32.26,-0.037717366
23/08/2012,33.5,-0.010098096
22/08/2012,33.84,0.002663117
21/08/2012,33.75,-0.005024394
20/08/2012,33.92,0.003544008
17/08/2012,33.8,0.004447746
16/08/2012,33.65,0.022236493
15/08/2012,32.91,0.024609055
14/08/2012,32.11,-0.004970498
13/08/2012,32.27,-0.011400524
10/08/2012,32.64,-0.000306326
09/08/2012,32.65,0.004297121
08/08/2012,32.51,0.004315666
07/08/2012,32.37,0.007130708
06/08/2012,32.14,0.003740653
03/08/2012,32.02,0.046014507
02/08/2012,30.58,-0.003590668
01/08/2012,30.69,-0.006171857
31/07/2012,30.88,-0.004201008
30/07/2012,31.01,-0.028296277
27/07/2012,31.9,0.030233011
26/07/2012,30.95,0.020235677
25/07/2012,30.33,0.010273495
24/07/2012,30.02,-0.020442519
23/07/2012,30.64,-0.023864402
20/07/2012,31.38,-0.016121734
19/07/2012,31.89,0.01452963
18/07/2012,31.43,0.025130188
17/07/2012,30.65,0.008190054
16/07/2012,30.4,-0.008190054
13/07/2012,30.65,0.016779469
12/07/2012,30.14,-0.001988731
11/07/2012,30.2,-0.007915609
10/07/2012,30.44,0.000328569
09/07/2012,30.43,-0.030423058
06/07/2012,31.37,-0.036310718
05/07/2012,32.53,0.000615006
03/07/2012,32.51,0.009891889
02/07/2012,32.19,-0.005576223
29/06/2012,32.37,0.037775974
28/06/2012,31.17,-0.00767022
27/06/2012,31.41,0.01088359
26/06/2012,31.07,0.007105973
25/06/2012,30.85,-0.023070552
22/06/2012,31.57,0.010828131
21/06/2012,31.23,-0.024044183
20/06/2012,31.99,-0.027745306
19/06/2012,32.89,0.00793655
18/06/2012,32.63,0.007382377
15/06/2012,32.39,0.022479873
14/06/2012,31.67,-0.003781914
13/06/2012,31.79,0.000629327
12/06/2012,31.77,0.020350464
11/06/2012,31.13,-0.016566164
08/06/2012,31.65,0.010481277
07/06/2012,31.32,-0.011744303
06/06/2012,31.69,0.031412839
05/06/2012,30.71,0.013110643
04/06/2012,30.31,0.016298382
01/06/2012,29.82,-0.040419499
31/05/2012,31.05,-0.007699749
30/05/2012,31.29,-0.023998626
29/05/2012,32.05,0.014140063
25/05/2012,31.6,0.001900539
24/05/2012,31.54,-0.02008856
23/05/2012,32.18,0.005296788
22/05/2012,32.01,0
21/05/2012,32.01,0.022110819
18/05/2012,31.31,-0.022110819
17/05/2012,32.01,-0.010874738
16/05/2012,32.36,0.0009275
15/05/2012,32.33,0.003097896
14/05/2012,32.23,0.000931243
11/05/2012,32.2,0.00873368
10/05/2012,31.92,-0.018622512
09/05/2012,32.52,-0.004601941
08/05/2012,32.67,0.004601941
07/05/2012,32.52,-0.002763705
04/05/2012,32.61,-0.021538827
03/05/2012,33.32,-0.013118852
02/05/2012,33.76,-0.000296165
01/05/2012,33.77,0.006535971
30/04/2012,33.55,-0.000893788
27/04/2012,33.58,0.009575178
26/04/2012,33.26,0.003916257
25/04/2012,33.13,0.022280794
24/04/2012,32.4,-0.006767174
23/04/2012,32.62,-0.013398495
20/04/2012,33.06,0.004851435
19/04/2012,32.9,-0.014783796
18/04/2012,33.39,-0.013387081
17/04/2012,33.84,0.02969179
16/04/2012,32.85,-0.00999554
13/04/2012,33.18,-0.011089579
12/04/2012,33.55,0.016226318
11/04/2012,33.01,0.012191556
10/04/2012,32.61,-0.018533114
09/04/2012,33.22,-0.011076299
05/04/2012,33.59,0.003877708
04/04/2012,33.46,-0.025086161
03/04/2012,34.31,-0.01130283
02/04/2012,34.7,0.01130283
30/03/2012,34.31,-0.004942589
29/03/2012,34.48,0.000580215
28/03/2012,34.46,-0.004921127
27/03/2012,34.63,0.006663794
26/03/2012,34.4,0.017299948
23/03/2012,33.81,0.002962087
22/03/2012,33.71,0.004459648
21/03/2012,33.56,0.011990551
20/03/2012,33.16,-0.039904807
19/03/2012,34.51,0.020196794
16/03/2012,33.82,-0.010295723
15/03/2012,34.17,0.011775232
14/03/2012,33.77,-0.013237434
13/03/2012,34.22,0.019475387
12/03/2012,33.56,-0.002380954
09/03/2012,33.64,0.017694269
08/03/2012,33.05,0.019554549
07/03/2012,32.41,0.013043663
06/03/2012,31.99,-0.03772875
05/03/2012,33.22,-0.015235545
02/03/2012,33.73,0.018854367
01/03/2012,33.1,0.006364622
29/02/2012,32.89,-0.01148743
28/02/2012,33.27,0
27/02/2012,33.27,-0.004199166
24/02/2012,33.41,0.013257199
23/02/2012,32.97,0.019602465
22/02/2012,32.33,-0.00647451
21/02/2012,32.54,-0.00643286
17/02/2012,32.75,-0.003353151
16/02/2012,32.86,0.012247551
15/02/2012,32.46,0.000616333
14/02/2012,32.44,0.002778208
13/02/2012,32.35,0.004337058
10/02/2012,32.21,-0.013567892
09/02/2012,32.65,0.016988826
08/02/2012,32.1,-0.005591813
07/02/2012,32.28,0.013096539
06/02/2012,31.86,0.000313922
03/02/2012,31.85,0.017738824
02/02/2012,31.29,0.001599233
01/02/2012,31.24,0.009326326
31/01/2012,30.95,-0.001614205
30/01/2012,31,-0.001611604
27/01/2012,31.05,-0.004178055
26/01/2012,31.18,-0.005118373
25/01/2012,31.34,0.012522238
24/01/2012,30.95,0.02353819
23/01/2012,30.23,-0.008891875
20/01/2012,30.5,0.008561132
19/01/2012,30.24,0.011641575
18/01/2012,29.89,0.01823143
17/01/2012,29.35,0.013031734
13/01/2012,28.97,-0.008934767
12/01/2012,29.23,-0.003074298
11/01/2012,29.32,0.004101168
10/01/2012,29.2,0.023212544
09/01/2012,28.53,-0.006637579
06/01/2012,28.72,0.008391658
05/01/2012,28.48,0.007047246
04/01/2012,28.28,-0.010202375
03/01/2012,28.57,0.010556045
30/12/2011,28.27,-0.001413927
29/12/2011,28.31,0.010296558
28/12/2011,28.02,-0.016985546
27/12/2011,28.5,0.007395702
23/12/2011,28.29,0.014240184
22/12/2011,27.89,-0.002864306
21/12/2011,27.97,-0.016664098
20/12/2011,28.44,0.03324703
19/12/2011,27.51,-0.024772403
16/12/2011,28.2,0.063687819
15/12/2011,26.46,-0.002265007
14/12/2011,26.52,-0.017567262
13/12/2011,26.99,-0.014711556
12/12/2011,27.39,-0.023454079
09/12/2011,28.04,0.023819242
08/12/2011,27.38,-0.017379148
07/12/2011,27.86,-0.003582949
06/12/2011,27.96,0.00178987
05/12/2011,27.91,0.029082384
02/12/2011,27.11,-0.001105991
01/12/2011,27.14,-0.01026402
30/11/2011,27.42,0.050487446
29/11/2011,26.07,-0.020877585
28/11/2011,26.62,0.030126206
25/11/2011,25.83,-0.004249572
23/11/2011,25.94,-0.014922795
22/11/2011,26.33,-0.011329426
21/11/2011,26.63,-0.020443009
18/11/2011,27.18,-0.018589928
17/11/2011,27.69,-0.030235275
16/11/2011,28.54,0.002455711
15/11/2011,28.47,0.008111489
14/11/2011,28.24,-0.006705513
11/11/2011,28.43,0.01416956
10/11/2011,28.03,-0.001782214
09/11/2011,28.08,-0.080042708
08/11/2011,30.42,0.016573134
07/11/2011,29.92,0.004354386
04/11/2011,29.79,-0.012343776
03/11/2011,30.16,0.027223997
02/11/2011,29.35,0.02623554
01/11/2011,28.59,-0.028277746
31/10/2011,29.41,0.013349505
28/10/2011,29.02,0.023711013
27/10/2011,28.34,0.018878566
26/10/2011,27.81,-0.001437298
25/10/2011,27.85,-0.012489012
24/10/2011,28.2,0.032435276
21/10/2011,27.3,0.045717965
20/10/2011,26.08,0.002303264
19/10/2011,26.02,-0.028042762
18/10/2011,26.76,0.019623271
17/10/2011,26.24,-0.021489988
14/10/2011,26.81,0.03840046
13/10/2011,25.8,-0.003095978
12/10/2011,25.88,0.001546791
11/10/2011,25.84,0.003100778
10/10/2011,25.76,0.018809332
07/10/2011,25.28,-0.001975895
06/10/2011,25.33,0.025996265
05/10/2011,24.68,0.026274089
04/10/2011,24.04,0.032983963
03/10/2011,23.26,-0.038377048
30/09/2011,24.17,-0.03336355
29/09/2011,24.99,-0.004790428
28/09/2011,25.11,-0.017762456
27/09/2011,25.56,0.016966278
26/09/2011,25.13,0.009998084
23/09/2011,24.88,0.02317648
22/09/2011,24.31,-0.023578328
21/09/2011,24.89,0.010094978
20/09/2011,24.64,-0.025246783
19/09/2011,25.27,-0.009844537
16/09/2011,25.52,-0.023238846
15/09/2011,26.12,0.013878403
14/09/2011,25.76,0.022772873
13/09/2011,25.18,-0.000793966
12/09/2011,25.2,0.022472856
09/09/2011,24.64,-0.014104606
08/09/2011,24.99,-0.012328651
07/09/2011,25.3,0.063643007
06/09/2011,23.74,-0.017122991
02/09/2011,24.15,-0.025348863
01/09/2011,24.77,-0.018796794
31/08/2011,25.24,0.001982947
30/08/2011,25.19,-0.013015368
29/08/2011,25.52,0.039158019
26/08/2011,24.54,0.027681999
25/08/2011,23.87,-0.0095894
24/08/2011,24.1,0.013366949
23/08/2011,23.78,0.025986553
22/08/2011,23.17,0.02093404
19/08/2011,22.69,-0.025670324
18/08/2011,23.28,-0.05352448
17/08/2011,24.56,-0.002846109
16/08/2011,24.63,-0.000811688
15/08/2011,24.65,0.02256506
12/08/2011,24.1,0.00415801
11/08/2011,24,0.051293294
10/08/2011,22.8,-0.084486262
09/08/2011,24.81,0.036950016
08/08/2011,23.91,-0.069076515
05/08/2011,25.62,-0.020475894
04/08/2011,26.15,-0.045598333
03/08/2011,27.37,0.012500163
02/08/2011,27.03,-0.023401434
01/08/2011,27.67,-0.001444565
29/07/2011,27.71,-0.011125182
28/07/2011,28.02,-0.016985546
27/07/2011,28.5,-0.038883274
26/07/2011,29.63,-0.000674764
25/07/2011,29.65,-0.002358094
22/07/2011,29.72,0.005398124
21/07/2011,29.56,0.013624189
20/07/2011,29.16,-0.008196767
19/07/2011,29.4,0.021661497
18/07/2011,28.77,-0.017912983
15/07/2011,29.29,-0.002046385
14/07/2011,29.35,-0.024235451
13/07/2011,30.07,-0.009268521
12/07/2011,30.35,-0.020545317
11/07/2011,30.98,-0.017914747
08/07/2011,31.54,-0.016664432
07/07/2011,32.07,0.013182865
06/07/2011,31.65,0.004115884
05/07/2011,31.52,-0.000317209
01/07/2011,31.53,0.00254049
30/06/2011,31.45,0.009584738
29/06/2011,31.15,0.011624283
28/06/2011,30.79,-0.003242545
27/06/2011,30.89,0.030235626
24/06/2011,29.97,-0.015560652
23/06/2011,30.44,0.014226874
22/06/2011,30.01,-0.064517695
21/06/2011,32.01,0.033675355
20/06/2011,30.95,0.015630406
17/06/2011,30.47,-0.010772097
16/06/2011,30.8,-0.010657294
15/06/2011,31.13,-0.030372471
14/06/2011,32.09,0.013490401
13/06/2011,31.66,-0.000315806
10/06/2011,31.67,-0.017217517
09/06/2011,32.22,-0.00062054
08/06/2011,32.24,-0.023602628
07/06/2011,33.01,0.005163261
06/06/2011,32.84,-0.013008805
03/06/2011,33.27,-0.029322403
02/06/2011,34.26,0.00409477
01/06/2011,34.12,-0.014836636
31/05/2011,34.63,0.009866592
27/05/2011,34.29,-0.007264306
26/05/2011,34.54,0.01194131
25/05/2011,34.13,-0.000292954
24/05/2011,34.14,-0.00845856
23/05/2011,34.43,-0.025237933
20/05/2011,35.31,-0.002828056
19/05/2011,35.41,0.015367405
18/05/2011,34.87,0.004310971
17/05/2011,34.72,0.009550065
16/05/2011,34.39,-0.026966637
13/05/2011,35.33,-0.014890007
12/05/2011,35.86,0.012910648
11/05/2011,35.4,0.018532248
10/05/2011,34.75,0.02270179
09/05/2011,33.97,0.016921882
06/05/2011,33.4,0.013868175
05/05/2011,32.94,-0.008464379
04/05/2011,33.22,-0.008094783
03/05/2011,33.49,-0.001789977
02/05/2011,33.55,0
29/04/2011,33.55,-0.013911724
28/04/2011,34.02,0.010935531
27/04/2011,33.65,0.01557384
26/04/2011,33.13,-0.003013866
25/04/2011,33.23,-0.007495163
21/04/2011,33.48,-0.006252812
20/04/2011,33.69,0.001188001
19/04/2011,33.65,-0.005925943
18/04/2011,33.85,-0.019310138
15/04/2011,34.51,0.00522953
14/04/2011,34.33,0.003501608
13/04/2011,34.21,0.003513913
12/04/2011,34.09,-0.008470914
11/04/2011,34.38,0.006712414
08/04/2011,34.15,-0.00961686
07/04/2011,34.48,0.006984895
06/04/2011,34.24,0.001753874
05/04/2011,34.18,-0.005543413
04/04/2011,34.37,0.006128722
01/04/2011,34.16,0.029711039
31/03/2011,33.16,0.006353069
30/03/2011,32.95,0.010065664
29/03/2011,32.62,0.005841677
28/03/2011,32.43,-0.00645461
25/03/2011,32.64,0.001533037
24/03/2011,32.59,0.028319926
23/03/2011,31.68,-0.037179003
22/03/2011,32.88,0.016559716
21/03/2011,32.34,0.0108815
18/03/2011,31.99,0.004699993
17/03/2011,31.84,-0.007821094
16/03/2011,32.09,-0.029174494
15/03/2011,33.04,-0.030991753
14/03/2011,34.08,-0.015431956
11/03/2011,34.61,-0.007197382
10/03/2011,34.86,-0.007715426
09/03/2011,35.13,-0.004544171
08/03/2011,35.29,0.016283748
07/03/2011,34.72,-0.015716854
04/03/2011,35.27,0.006257131
03/03/2011,35.05,0.016396168
02/03/2011,34.48,0.014901664
01/03/2011,33.97,-0.015481542
28/02/2011,34.5,-0.003761034
25/02/2011,34.63,0.034668572
24/02/2011,33.45,0.002094868
23/02/2011,33.38,-0.010727159
22/02/2011,33.74,-0.047745217
18/02/2011,35.39,0.011652825
17/02/2011,34.98,0.008325009
16/02/2011,34.69,0.021857201
15/02/2011,33.94,0.002359883
14/02/2011,33.86,0.005627144
11/02/2011,33.67,0.002974422
10/02/2011,33.57,0.016822265
09/02/2011,33.01,-0.016822265
08/02/2011,33.57,0.000297929
07/02/2011,33.56,0.005977304
04/02/2011,33.36,-0.005082983
03/02/2011,33.53,0.00298686
02/02/2011,33.43,-0.002390201
01/02/2011,33.51,0.013822335
31/01/2011,33.05,0.017089217
28/01/2011,32.49,-0.04100665
