Date,Close,XEL
24/06/2011,24.02,0.004590035
23/06/2011,23.91,-0.010815413
22/06/2011,24.17,-0.009470938
21/06/2011,24.4,-0.008163311
20/06/2011,24.6,0.00162734
17/06/2011,24.56,0.009820046
16/06/2011,24.32,0.008672365
15/06/2011,24.11,-0.005377469
14/06/2011,24.24,0.002478316
13/06/2011,24.18,0.006222795
10/06/2011,24.03,-0.005809145
09/06/2011,24.17,-0.001240438
08/06/2011,24.2,-0.001651528
07/06/2011,24.24,0.001651528
06/06/2011,24.2,-0.004946424
03/06/2011,24.32,-0.005740073
02/06/2011,24.46,-0.003265309
01/06/2011,24.54,-0.008116928
31/05/2011,24.74,0.006488263
27/05/2011,24.58,-0.004465199
26/05/2011,24.69,0
25/05/2011,24.69,-0.005654296
24/05/2011,24.83,-0.00321673
23/05/2011,24.91,-0.013952788
20/05/2011,25.26,0.000792079
19/05/2011,25.24,0.002380009
18/05/2011,25.18,-0.001983734
17/05/2011,25.23,0.008758018
16/05/2011,25.01,0.002401923
13/05/2011,24.95,0.004821223
12/05/2011,24.83,0.014604722
11/05/2011,24.47,-0.006111243
10/05/2011,24.62,0.01308277
09/05/2011,24.3,0.000411607
06/05/2011,24.29,0.001648126
05/05/2011,24.25,-0.00903126
04/05/2011,24.47,0.001226743
03/05/2011,24.44,0.001638002
02/05/2011,24.4,0.002872976
29/04/2011,24.33,0.000822368
28/04/2011,24.31,0.002883627
27/04/2011,24.24,0.004133946
26/04/2011,24.14,0.003319505
25/04/2011,24.06,0.000415714
21/04/2011,24.05,0.000415887
20/04/2011,24.04,0.007934892
19/04/2011,23.85,-0.004601556
18/04/2011,23.96,-0.006655599
15/04/2011,24.12,0.015879983
14/04/2011,23.74,0.006762494
13/04/2011,23.58,0.004675885
12/04/2011,23.47,-0.001702853
11/04/2011,23.51,-0.016034099
08/04/2011,23.89,-0.005010449
07/04/2011,24.01,-0.007882223
06/04/2011,24.2,0.005801923
05/04/2011,24.06,-0.004561484
04/04/2011,24.17,0.003730574
01/04/2011,24.08,0.007921659
31/03/2011,23.89,-0.001672941
30/03/2011,23.93,0.012615811
29/03/2011,23.63,0.00935381
28/03/2011,23.41,-0.00383714
25/03/2011,23.5,0.001277411
24/03/2011,23.47,0.002986987
23/03/2011,23.4,-0.002134473
22/03/2011,23.45,-0.010182523
21/03/2011,23.69,0.010182523
18/03/2011,23.45,-0.003405708
17/03/2011,23.53,0.006823054
16/03/2011,23.37,-0.011063943
15/03/2011,23.63,-0.015119986
14/03/2011,23.99,-0.013250711
11/03/2011,24.31,0.004948464
10/03/2011,24.19,-0.017619796
09/03/2011,24.62,0.005702663
08/03/2011,24.48,0.019802627
07/03/2011,24,0.004593869
04/03/2011,23.89,-0.001672941
03/03/2011,23.93,0.012192709
02/03/2011,23.64,0.007643349
01/03/2011,23.46,-0.020253857
28/02/2011,23.94,0.005025136
25/02/2011,23.82,0.012674441
24/02/2011,23.52,-0.003819228
23/02/2011,23.61,-0.00042346
22/02/2011,23.62,-0.00801185
18/02/2011,23.81,0.001260769
17/02/2011,23.78,-0.001260769
16/02/2011,23.81,0.002102166
15/02/2011,23.76,0.002106594
14/02/2011,23.71,-0.009236002
11/02/2011,23.93,0.005447321
10/02/2011,23.8,-0.00042008
09/02/2011,23.81,0.001260769
08/02/2011,23.78,-0.002939326
07/02/2011,23.85,0.008421102
04/02/2011,23.65,-0.000845309
