Date,Close,DIS
04/04/2014,80.43,-0.015544354
03/04/2014,81.69,0.000244858
02/04/2014,81.67,0.00122519
01/04/2014,81.57,0.018560295
31/03/2014,80.07,0.01357999
28/03/2014,78.99,0.006477447
27/03/2014,78.48,-0.001782305
26/03/2014,78.62,-0.011759635
25/03/2014,79.55,0.000754527
24/03/2014,79.49,-0.010760865
21/03/2014,80.35,-0.005708628
20/03/2014,80.81,0.003595119
19/03/2014,80.52,-0.018091688
18/03/2014,81.99,0.007344873
17/03/2014,81.39,0.016351163
14/03/2014,80.07,0.00175
13/03/2014,79.93,-0.017978291
12/03/2014,81.38,0.004063294
11/03/2014,81.05,-0.011287078
10/03/2014,81.97,-0.002923622
07/03/2014,82.21,-0.013651677
06/03/2014,83.34,0.007950891
05/03/2014,82.68,0.011801341
04/03/2014,81.71,0.027922643
03/03/2014,79.46,-0.01684697
28/02/2014,80.81,0.004092014
27/02/2014,80.48,0.004982571
26/02/2014,80.08,-0.00162206
25/02/2014,80.21,-0.006462058
24/02/2014,80.73,0.007459938
21/02/2014,80.13,0.011800288
20/02/2014,79.19,0.004049101
19/02/2014,78.87,-0.008961878
18/02/2014,79.58,0.00440779
14/02/2014,79.23,0.016929062
13/02/2014,77.9,-0.000128361
12/02/2014,77.91,0.001541426
11/02/2014,77.79,0.009428549
10/02/2014,77.06,0.018202558
07/02/2014,75.67,0.001454738
06/02/2014,75.56,0.051599825
05/02/2014,71.76,0.009943363
04/02/2014,71.05,0.01503148
03/02/2014,69.99,-0.036750279
31/01/2014,72.61,-0.008365954
30/01/2014,73.22,0.026151611
29/01/2014,71.33,-0.021497257
28/01/2014,72.88,0.008681926
27/01/2014,72.25,-0.006484123
24/01/2014,72.72,-0.028067736
23/01/2014,74.79,-0.006928742
22/01/2014,75.31,0.014848778
21/01/2014,74.2,0.002969364
17/01/2014,73.98,-0.003104126
16/01/2014,74.21,-0.000942825
15/01/2014,74.28,-0.002286023
14/01/2014,74.45,0.015976511
13/01/2014,73.27,-0.028523392
10/01/2014,75.39,0.00652075
09/01/2014,74.9,-0.004263263
08/01/2014,75.22,-0.014779894
07/01/2014,76.34,0.006834937
06/01/2014,75.82,-0.003817552
03/01/2014,76.11,-0.002100014
02/01/2014,76.27,-0.00170302
31/12/2013,76.4,0.00222761
30/12/2013,76.23,0.024971413
27/12/2013,74.35,-0.003624895
26/12/2013,74.62,0.010372559
24/12/2013,73.85,0.007748289
23/12/2013,73.28,0.012081421
20/12/2013,72.4,-0.007842098
19/12/2013,72.97,0.010608352
18/12/2013,72.2,0.021560404
17/12/2013,70.66,0.002125098
16/12/2013,70.51,0.012702661
13/12/2013,69.62,-0.000143627
12/12/2013,69.63,-0.012700849
11/12/2013,70.52,-0.014779634
10/12/2013,71.57,0.006448018
09/12/2013,71.11,-0.004909879
06/12/2013,71.46,0.017362282
05/12/2013,70.23,0.003708991
04/12/2013,69.97,0.00100093
03/12/2013,69.9,-0.014345818
02/12/2013,70.91,0.005231543
29/11/2013,70.54,-0.003255257
27/11/2013,70.77,-0.005776698
26/11/2013,71.18,0.020437839
25/11/2013,69.74,-0.00657427
22/11/2013,70.2,0.003710579
21/11/2013,69.94,0.010203437
20/11/2013,69.23,0.00159017
19/11/2013,69.12,-0.005482628
18/11/2013,69.5,-0.007168489
15/11/2013,70,-0.000285673
14/11/2013,70.02,0.015109288
13/11/2013,68.97,0.017552008
12/11/2013,67.77,-0.008375628
11/11/2013,68.34,-0.0035057
08/11/2013,68.58,0.021072024
07/11/2013,67.15,-0.027177582
06/11/2013,69,0.002176279
05/11/2013,68.85,0.000581142
04/11/2013,68.81,-0.002902338
01/11/2013,69.01,0.00610467
31/10/2013,68.59,0.001751058
30/10/2013,68.47,-0.006550719
29/10/2013,68.92,-0.001160093
28/10/2013,69,-0.003761034
25/10/2013,69.26,0.003036659
24/10/2013,69.05,0.013560024
23/10/2013,68.12,-0.012835649
22/10/2013,69,0.020350603
21/10/2013,67.61,0.006826978
18/10/2013,67.15,0.010930707
17/10/2013,66.42,0.001054455
16/10/2013,66.35,-0.001355524
15/10/2013,66.44,-0.005852797
14/10/2013,66.83,0.009320573
11/10/2013,66.21,0.009560738
10/10/2013,65.58,0.030814546
09/10/2013,63.59,-0.006426858
08/10/2013,64,-0.009176517
07/10/2013,64.59,-0.010932436
04/10/2013,65.3,0.019796502
03/10/2013,64.02,-0.013343875
02/10/2013,64.88,0.000770951
01/10/2013,64.83,0.005258286
30/09/2013,64.49,-0.01079591
27/09/2013,65.19,-0.000766695
26/09/2013,65.24,0.012183048
25/09/2013,64.45,0.002019105
24/09/2013,64.32,-0.006663076
23/09/2013,64.75,-0.004007404
20/09/2013,65.01,-0.010862189
19/09/2013,65.72,-0.020929771
18/09/2013,67.11,0.001938997
17/09/2013,66.98,0.000597372
16/09/2013,66.94,0.003741679
13/09/2013,66.69,0.018157557
12/09/2013,65.49,0.023952316
11/09/2013,63.94,0.017512477
10/09/2013,62.83,0.019933147
09/09/2013,61.59,0.003252564
06/09/2013,61.39,0.001467112
05/09/2013,61.3,0.003104324
04/09/2013,61.11,0.002949855
03/09/2013,60.93,0.001642576
30/08/2013,60.83,-0.004101392
29/08/2013,61.08,0.004430231
28/08/2013,60.81,0.001975309
27/08/2013,60.69,-0.010816231
26/08/2013,61.35,-0.006174865
23/08/2013,61.73,0.001459026
22/08/2013,61.64,0.008144694
21/08/2013,61.14,-0.012030709
20/08/2013,61.88,0.000808342
19/08/2013,61.83,-0.005483885
16/08/2013,62.17,-0.003372143
15/08/2013,62.38,-0.025013177
14/08/2013,63.96,-0.000312647
13/08/2013,63.98,0.0007818
12/08/2013,63.93,-0.012436038
09/08/2013,64.73,-0.015634899
08/08/2013,65.75,-0.002430504
07/08/2013,65.91,-0.017148435
06/08/2013,67.05,0.015480883
05/08/2013,66.02,-0.007394586
02/08/2013,66.51,0.017441862
01/08/2013,65.36,0.010922345
31/07/2013,64.65,0.00729647
30/07/2013,64.18,-0.006677562
29/07/2013,64.61,-0.005710333
26/07/2013,64.98,0.006639413
25/07/2013,64.55,-0.001393297
24/07/2013,64.64,0.002943685
23/07/2013,64.45,0.000776096
22/07/2013,64.4,-0.011732151
19/07/2013,65.16,-0.01007796
18/07/2013,65.82,0.007013293
17/07/2013,65.36,0.005061749
16/07/2013,65.03,-0.013744871
15/07/2013,65.93,-0.015800494
12/07/2013,66.98,0.005989835
11/07/2013,66.58,0.025402537
10/07/2013,64.91,-0.000462072
09/07/2013,64.94,0.003548018
08/07/2013,64.71,0.013849128
05/07/2013,63.82,0.00329593
03/07/2013,63.61,0.005517473
02/07/2013,63.26,-0.010535517
01/07/2013,63.93,0.012275886
28/06/2013,63.15,-0.008985636
27/06/2013,63.72,0.008035969
26/06/2013,63.21,0.010176586
25/06/2013,62.57,0.002079834
24/06/2013,62.44,-0.004633706
21/06/2013,62.73,0.01202805
20/06/2013,61.98,-0.037214333
19/06/2013,64.33,-0.0148128
18/06/2013,65.29,0.012328712
17/06/2013,64.49,0.010756983
14/06/2013,63.8,-0.007806441
13/06/2013,64.3,0.020583648
12/06/2013,62.99,-0.012777207
11/06/2013,63.8,-0.000470109
10/06/2013,63.83,-0.015853611
07/06/2013,64.85,0.026722428
06/06/2013,63.14,0.000316807
05/06/2013,63.12,-0.019299258
04/06/2013,64.35,0.008583744
03/06/2013,63.8,0.011349428
31/05/2013,63.08,-0.024584343
30/05/2013,64.65,-0.024598292
29/05/2013,66.26,-0.00646862
28/05/2013,66.69,0.018157557
24/05/2013,65.49,0.003977973
23/05/2013,65.23,-0.005198788
22/05/2013,65.57,-0.003957387
21/05/2013,65.83,-0.004395611
20/05/2013,66.12,-0.006932959
17/05/2013,66.58,0.001653514
16/05/2013,66.47,-0.017892232
15/05/2013,67.67,0.002959896
14/05/2013,67.47,0.002225685
13/05/2013,67.32,0.001784122
10/05/2013,67.2,0.007918171
09/05/2013,66.67,0.010251861
08/05/2013,65.99,-0.001211571
07/05/2013,66.07,0.015404865
06/05/2013,65.06,0.004004318
03/05/2013,64.8,0.01429928
02/05/2013,63.88,0.010543807
01/05/2013,63.21,0.005870703
30/04/2013,62.84,-0.002542913
29/04/2013,63,0.018099317
26/04/2013,61.87,-0.002098976
25/04/2013,62,0.000968211
24/04/2013,61.94,-0.010439346
23/04/2013,62.59,0.009309859
22/04/2013,62.01,0.007283353
19/04/2013,61.56,0.025834427
18/04/2013,59.99,-0.011436273
17/04/2013,60.68,-0.001152928
16/04/2013,60.75,0.031265608
15/04/2013,58.88,-0.027967996
12/04/2013,60.55,0
11/04/2013,60.55,0.007293253
10/04/2013,60.11,0.016268703
09/04/2013,59.14,0.005425581
08/04/2013,58.82,0.01922476
05/04/2013,57.7,0.001908232
04/04/2013,57.59,0.005921299
03/04/2013,57.25,-0.003661411
02/04/2013,57.46,0.013491225
01/04/2013,56.69,-0.001938497
28/03/2013,56.8,0.005826802
27/03/2013,56.47,-0.002829356
26/03/2013,56.63,0.007444203
25/03/2013,56.21,-0.010089474
22/03/2013,56.78,0.008312012
21/03/2013,56.31,-0.011125943
20/03/2013,56.94,0.011125943
19/03/2013,56.31,-0.009192216
18/03/2013,56.83,-0.01311093
15/03/2013,57.58,-0.002948064
14/03/2013,57.75,0.007124889
13/03/2013,57.34,0.004019228
12/03/2013,57.11,-0.00958446
11/03/2013,57.66,0.00469362
08/03/2013,57.39,0.01882036
07/03/2013,56.32,-0.000709975
06/03/2013,56.36,-0.002126906
05/03/2013,56.48,0.012112724
04/03/2013,55.8,0.008458612
01/03/2013,55.33,0.013464541
28/02/2013,54.59,0.002017054
27/02/2013,54.48,0.010703184
26/02/2013,53.9,0.005767994
25/02/2013,53.59,-0.012240509
22/02/2013,54.25,0.001475743
21/02/2013,54.17,-0.007906633
20/02/2013,54.6,-0.020484719
19/02/2013,55.73,0.00215556
15/02/2013,55.61,0.013214058
14/02/2013,54.88,-0.001456664
13/02/2013,54.96,0.000181967
12/02/2013,54.95,0.003646312
11/02/2013,54.75,0.001645188
08/02/2013,54.66,0.005503591
07/02/2013,54.36,-0.002939018
06/02/2013,54.52,0.004227559
05/02/2013,54.29,0.00720957
04/02/2013,53.9,-0.012720238
01/02/2013,54.59,0.013091364
31/01/2013,53.88,0.001671775
30/01/2013,53.79,-0.003711268
29/01/2013,53.99,-0.006829745
28/01/2013,54.36,-0.00036785
25/01/2013,54.38,0.007938748
24/01/2013,53.95,0
23/01/2013,53.95,0.022873138
22/01/2013,52.73,0.007423656
18/01/2013,52.34,-0.001336516
17/01/2013,52.41,0.01693325
16/01/2013,51.53,0.008575379
15/01/2013,51.09,0.009834855
14/01/2013,50.59,0.000197687
11/01/2013,50.58,-0.004143244
10/01/2013,50.79,0.000196909
09/01/2013,50.78,0.000393933
08/01/2013,50.76,-0.004128582
07/01/2013,50.97,-0.023653681
04/01/2013,52.19,0.01895608
03/01/2013,51.21,0.002150328
02/01/2013,51.1,0.025970337
31/12/2012,49.79,0.012937314
28/12/2012,49.15,-0.0077017
27/12/2012,49.53,-0.00643995
26/12/2012,49.85,-0.000601624
24/12/2012,49.88,-0.002402885
21/12/2012,50,-0.018429135
20/12/2012,50.93,0.019629856
19/12/2012,49.94,-0.005591069
18/12/2012,50.22,0.018895035
17/12/2012,49.28,0.012455495
14/12/2012,48.67,-0.008999856
13/12/2012,49.11,-0.01073428
12/12/2012,49.64,0.003228413
11/12/2012,49.48,0.003644466
10/12/2012,49.3,0.00121778
07/12/2012,49.24,0.003662262
06/12/2012,49.06,-0.010745162
05/12/2012,49.59,0.005865119
04/12/2012,49.3,0.00020286
03/12/2012,49.29,-0.007478559
30/11/2012,49.66,-0.001207487
29/11/2012,49.72,0.010513643
28/11/2012,49.2,0.012270093
27/11/2012,48.6,-0.008808825
26/11/2012,49.03,-0.004680037
23/11/2012,49.26,0.011844125
21/11/2012,48.68,0.004942349
20/11/2012,48.44,0.011001668
19/11/2012,47.91,0.01028017
16/11/2012,47.42,-0.001053852
15/11/2012,47.47,0.006339835
14/11/2012,47.17,-0.016609233
13/11/2012,47.96,0.010690805
12/11/2012,47.45,0.008253142
09/11/2012,47.06,-0.061399302
08/11/2012,50.04,-0.000799041
07/11/2012,50.08,-0.007757374
06/11/2012,50.47,0.002976488
05/11/2012,50.32,0.009183534
02/11/2012,49.86,0.001605781
01/11/2012,49.78,0.013347013
31/10/2012,49.12,-0.019355443
26/10/2012,50.08,-0.003587805
25/10/2012,50.26,-0.007729699
24/10/2012,50.65,-0.002169412
23/10/2012,50.76,-0.020088438
22/10/2012,51.79,-0.00212171
19/10/2012,51.9,-0.009969408
18/10/2012,52.42,0.00248305
