Date,Close,TRV
06/04/2011,59.94,0.013605652
05/04/2011,59.13,-0.008420393
04/04/2011,59.63,-0.001340707
01/04/2011,59.71,0.003859389
31/03/2011,59.48,0.00151426
30/03/2011,59.39,0.00219132
29/03/2011,59.26,0.005923687
28/03/2011,58.91,-0.001187548
25/03/2011,58.98,0.002546475
24/03/2011,58.83,0.006822472
23/03/2011,58.43,0.002570475
22/03/2011,58.28,-0.011430646
21/03/2011,58.95,0.015212668
18/03/2011,58.06,-0.010621995
17/03/2011,58.68,0.010794245
16/03/2011,58.05,-0.008063868
15/03/2011,58.52,-0.005793167
14/03/2011,58.86,-0.000339732
11/03/2011,58.88,0.006132898
10/03/2011,58.52,-0.01492565
09/03/2011,59.4,0.00574035
08/03/2011,59.06,0.001694628
07/03/2011,58.96,-0.003724399
04/03/2011,59.18,0.002199104
03/03/2011,59.05,0.004072634
02/03/2011,58.81,-0.006947414
01/03/2011,59.22,-0.011917892
28/02/2011,59.93,0.00552164
25/02/2011,59.6,0.004540494
24/02/2011,59.33,-0.018205096
23/02/2011,60.42,-0.001818934
22/02/2011,60.53,-0.006422418
18/02/2011,60.92,0.018890371
17/02/2011,59.78,0.005367339
16/02/2011,59.46,0.001851697
15/02/2011,59.35,0.008630225
14/02/2011,58.84,-0.002546042
11/02/2011,58.99,0.009025178
10/02/2011,58.46,-0.005969149
09/02/2011,58.81,0.015940007
08/02/2011,57.88,0.012167715
