Date,Close,EXPD
13/08/2013,40.71,-0.002208319
12/08/2013,40.8,0.000245128
09/08/2013,40.79,-0.007814448
08/08/2013,41.11,-0.002429544
07/08/2013,41.21,0
06/08/2013,41.21,0.021337413
05/08/2013,40.34,-0.020851976
02/08/2013,41.19,-0.011825889
01/08/2013,41.68,0.033173774
31/07/2013,40.32,0.001240849
30/07/2013,40.27,0.002735299
29/07/2013,40.16,-0.015810606
26/07/2013,40.8,0.019302752
25/07/2013,40.02,-0.000999001
24/07/2013,40.06,-0.008203899
23/07/2013,40.39,-0.021553614
22/07/2013,41.27,0.001697587
19/07/2013,41.2,-0.002666345
18/07/2013,41.31,0.020543643
17/07/2013,40.47,-0.003699597
16/07/2013,40.62,-0.001230164
15/07/2013,40.67,0.016611266
12/07/2013,40,-0.007472015
11/07/2013,40.3,0.017522351
10/07/2013,39.6,-0.001514005
09/07/2013,39.66,0.025796348
08/07/2013,38.65,0.003369188
05/07/2013,38.52,0.014117882
03/07/2013,37.98,-0.005252113
02/07/2013,38.18,-0.012493655
01/07/2013,38.66,0.016167236
28/06/2013,38.04,0.005800174
27/06/2013,37.82,0.013308687
26/06/2013,37.32,0.003758394
25/06/2013,37.18,0.012721785
24/06/2013,36.71,-0.009219154
21/06/2013,37.05,-0.006456842
20/06/2013,37.29,-0.031413432
19/06/2013,38.48,-0.013166577
18/06/2013,38.99,0.008758428
17/06/2013,38.65,0.009619208
14/06/2013,38.28,-0.007547206
13/06/2013,38.57,0.0252048
12/06/2013,37.61,-0.006096772
11/06/2013,37.84,-0.016771882
10/06/2013,38.48,-0.003631651
07/06/2013,38.62,0.008581512
06/06/2013,38.29,0.013408903
05/06/2013,37.78,-0.018618605
04/06/2013,38.49,-0.013163179
03/06/2013,39,-0.000768935
31/05/2013,39.03,0
30/05/2013,39.03,-0.008419491
29/05/2013,39.36,-0.005826489
28/05/2013,39.59,0.006588975
24/05/2013,39.33,-0.020385757
23/05/2013,40.14,0.046923447
22/05/2013,38.3,-0.010648068
21/05/2013,38.71,0.003623192
20/05/2013,38.57,0.001037614
17/05/2013,38.53,0.008601643
16/05/2013,38.2,-0.011193661
15/05/2013,38.63,-0.002068788
14/05/2013,38.71,0.010126011
13/05/2013,38.32,-0.002866451
10/05/2013,38.43,-0.000520291
09/05/2013,38.45,-0.016252131
08/05/2013,39.08,0.008996334
07/05/2013,38.73,0.021663381
06/05/2013,37.9,0.021064637
03/05/2013,37.11,0.00215808
02/05/2013,37.03,0.047279019
01/05/2013,35.32,-0.017123225
30/04/2013,35.93,0.007542989
29/04/2013,35.66,0.00675298
26/04/2013,35.42,-0.000564493
25/04/2013,35.44,-0.002817697
24/04/2013,35.54,0.00338219
23/04/2013,35.42,-0.003100778
22/04/2013,35.53,0.005361943
19/04/2013,35.34,0.005960001
18/04/2013,35.13,-0.002558637
17/04/2013,35.22,-0.023847392
16/04/2013,36.07,0.005839027
15/04/2013,35.86,-0.023154287
12/04/2013,36.7,-0.00895164
11/04/2013,37.03,-0.000539957
10/04/2013,37.05,0.001080205
09/04/2013,37.01,0.014698142
08/04/2013,36.47,0.007154681
05/04/2013,36.21,0.003596629
04/04/2013,36.08,0.012831417
03/04/2013,35.62,0.009024314
02/04/2013,35.3,-0.001981039
01/04/2013,35.37,-0.010126669
28/03/2013,35.73,0
27/03/2013,35.73,-0.001957221
26/03/2013,35.8,0.003637894
25/03/2013,35.67,-0.024097552
22/03/2013,36.54,-0.001367428
21/03/2013,36.59,-0.016264929
20/03/2013,37.19,-0.006432614
19/03/2013,37.43,-0.019839296
18/03/2013,38.18,-0.006786766
15/03/2013,38.44,0.00182268
14/03/2013,38.37,0.002087139
13/03/2013,38.29,0.001306677
12/03/2013,38.24,-0.010405921
11/03/2013,38.64,-0.001293159
08/03/2013,38.69,-0.002323481
07/03/2013,38.78,-0.00796203
06/03/2013,39.09,-0.011699014
05/03/2013,39.55,0.015543694
04/03/2013,38.94,0.003086422
01/03/2013,38.82,-0.000772499
28/02/2013,38.85,0.016349138
27/02/2013,38.22,0.030820718
26/02/2013,37.06,-0.076091202
25/02/2013,39.99,-0.020297727
22/02/2013,40.81,0.00147131
21/02/2013,40.75,-0.025679706
20/02/2013,41.81,-0.018718708
19/02/2013,42.6,0.008013241
15/02/2013,42.26,-0.00330735
14/02/2013,42.4,-0.006347735
13/02/2013,42.67,-0.001873098
12/02/2013,42.75,-0.00583092
11/02/2013,43,-0.00787588
08/02/2013,43.34,0.006017144
07/02/2013,43.08,-0.002550135
06/02/2013,43.19,-0.00554146
05/02/2013,43.43,0.015079743
04/02/2013,42.78,-0.005826843
01/02/2013,43.03,0.003025721
31/01/2013,42.9,-0.005115101
30/01/2013,43.12,-0.009233676
29/01/2013,43.52,0.003222097
28/01/2013,43.38,-0.00368155
25/01/2013,43.54,0.008071069
24/01/2013,43.19,0.004874096
23/01/2013,42.98,-0.002323961
22/01/2013,43.08,0.004886572
18/01/2013,42.87,-0.003725266
17/01/2013,43.03,0.007230352
16/01/2013,42.72,-0.000468055
15/01/2013,42.74,0.00093633
14/01/2013,42.7,0
11/01/2013,42.7,0.00375411
10/01/2013,42.54,0.008972906
09/01/2013,42.16,0.025950519
08/01/2013,41.08,-0.007034595
07/01/2013,41.37,-0.010818714
04/01/2013,41.82,0.019071188
03/01/2013,41.03,0.003173443
02/01/2013,40.9,0.033564369
31/12/2012,39.55,0.013235113
28/12/2012,39.03,-0.006130287
27/12/2012,39.27,-0.005586607
26/12/2012,39.49,-0.007065384
24/12/2012,39.77,0.001006289
21/12/2012,39.73,-0.004269754
20/12/2012,39.9,0.007294712
19/12/2012,39.61,0.006077507
18/12/2012,39.37,0.019751828
17/12/2012,38.6,0.009893338
14/12/2012,38.22,0.002882224
13/12/2012,38.11,0.001838477
12/12/2012,38.04,-0.015390939
11/12/2012,38.63,0.010670238
10/12/2012,38.22,0.023293801
07/12/2012,37.34,0.009417532
06/12/2012,36.99,-0.017419709
05/12/2012,37.64,0.015529094
04/12/2012,37.06,0.000539811
03/12/2012,37.04,-0.010206911
30/11/2012,37.42,0.001872409
29/11/2012,37.35,0.008604517
28/11/2012,37.03,0.001351169
27/11/2012,36.98,-0.007006226
26/11/2012,37.24,0.00161247
23/11/2012,37.18,0.010273137
21/11/2012,36.8,0.00900784
20/11/2012,36.47,0.007430886
19/11/2012,36.2,0.012229169
16/11/2012,35.76,-0.012781502
15/11/2012,36.22,-0.004132807
14/11/2012,36.37,-0.013382693
13/11/2012,36.86,-0.002979821
12/11/2012,36.97,0.006512913
09/11/2012,36.73,-0.00027222
08/11/2012,36.74,-0.011097691
07/11/2012,37.15,-0.019459497
06/11/2012,37.88,0.02026736
05/11/2012,37.12,0.005673391
02/11/2012,36.91,-0.008363734
01/11/2012,37.22,0.016524824
31/10/2012,36.61,0.004928816
26/10/2012,36.43,0.018003533
25/10/2012,35.78,-0.001117319
24/10/2012,35.82,-0.012760229
23/10/2012,36.28,0.026534164
22/10/2012,35.33,0.000283086
19/10/2012,35.32,-0.006209447
18/10/2012,35.54,-0.000281334
17/10/2012,35.55,0.008474627
16/10/2012,35.25,0.007117468
15/10/2012,35,0.006305553
12/10/2012,34.78,0.010695289
11/10/2012,34.41,0.001454123
10/10/2012,34.36,-0.01272429
09/10/2012,34.8,-0.011996716
08/10/2012,35.22,-0.009326053
05/10/2012,35.55,0.003381237
04/10/2012,35.43,0.007649846
03/10/2012,35.16,-0.000284374
02/10/2012,35.17,-0.027206839
01/10/2012,36.14,-0.005793919
28/09/2012,36.35,-0.012575343
27/09/2012,36.81,0.021695208
26/09/2012,36.02,-0.000832524
25/09/2012,36.05,-0.022220089
24/09/2012,36.86,0.002172733
21/09/2012,36.78,-0.020186394
20/09/2012,37.53,-0.019264351
19/09/2012,38.26,0.001569448
18/09/2012,38.2,-0.00730311
17/09/2012,38.48,-0.017517192
14/09/2012,39.16,0.001277629
13/09/2012,39.11,0.002816543
12/09/2012,39,0.004883701
11/09/2012,38.81,0.012184208
10/09/2012,38.34,0.014713876
07/09/2012,37.78,0.017893387
06/09/2012,37.11,0.02399897
05/09/2012,36.23,-0.0066025
04/09/2012,36.47,-0.003831422
31/08/2012,36.61,0.01153859
30/08/2012,36.19,-0.016715008
29/08/2012,36.8,-0.001900367
28/08/2012,36.87,-0.004330183
27/08/2012,37.03,-0.018196916
24/08/2012,37.71,0.005051187
23/08/2012,37.52,-0.012712036
22/08/2012,38,-0.013072082
21/08/2012,38.5,0.000259774
20/08/2012,38.49,0.005209702
17/08/2012,38.29,-0.000522193
16/08/2012,38.31,0.024040254
15/08/2012,37.4,0.009942309
14/08/2012,37.03,0.002704166
13/08/2012,36.93,0.006792581
10/08/2012,36.68,0.007662873
09/08/2012,36.4,-0.0005493
08/08/2012,36.42,0.020808075
07/08/2012,35.67,-0.010319433
06/08/2012,36.04,-0.001663433
03/08/2012,36.1,0.025530914
02/08/2012,35.19,-0.00141985
01/08/2012,35.24,-0.009320785
31/07/2012,35.57,-0.012571754
30/07/2012,36.02,-0.001109878
27/07/2012,36.06,0.006677821
26/07/2012,35.82,0.006160759
25/07/2012,35.6,-0.03070356
24/07/2012,36.71,-0.015675997
23/07/2012,37.29,0.006456842
20/07/2012,37.05,-0.037610365
19/07/2012,38.47,0.000520021
18/07/2012,38.45,0.029561403
17/07/2012,37.33,0.004026311
16/07/2012,37.18,-0.013093039
13/07/2012,37.67,0.026632374
12/07/2012,36.68,-0.00625087
11/07/2012,36.91,-0.007288465
10/07/2012,37.18,-0.015744154
09/07/2012,37.77,-0.01341243
06/07/2012,38.28,-0.026042467
05/07/2012,39.29,0.000763845
03/07/2012,39.26,0.012301539
02/07/2012,38.78,0.000773894
29/06/2012,38.75,0.040284505
28/06/2012,37.22,-0.00535907
27/06/2012,37.42,0
26/06/2012,37.42,-0.015117646
25/06/2012,37.99,-0.019291526
22/06/2012,38.73,0.001550388
21/06/2012,38.67,-0.031312218
20/06/2012,39.9,-0.009230451
19/06/2012,40.27,0.016272734
18/06/2012,39.62,0.003539827
15/06/2012,39.48,-0.001012658
14/06/2012,39.52,0.016841429
13/06/2012,38.86,-0.005645383
12/06/2012,39.08,0.005130848
11/06/2012,38.88,-0.012270093
08/06/2012,39.36,0.009957953
07/06/2012,38.97,-0.004097317
06/06/2012,39.13,0.032202211
05/06/2012,37.89,0.00661991
04/06/2012,37.64,0.005060605
01/06/2012,37.45,-0.02113685
31/05/2012,38.25,0.005768238
30/05/2012,38.03,-0.026979587
29/05/2012,39.07,0.015476192
25/05/2012,38.47,-0.006993941
24/05/2012,38.74,-0.005662821
23/05/2012,38.96,0.016041741
22/05/2012,38.34,0.000260858
21/05/2012,38.33,0.026703503
18/05/2012,37.32,-0.006144002
17/05/2012,37.55,-0.008221768
16/05/2012,37.86,-0.001583532
15/05/2012,37.92,-0.01491979
14/05/2012,38.49,-0.005957795
11/05/2012,38.72,-0.002063984
10/05/2012,38.8,0.004908936
09/05/2012,38.61,-0.017967629
08/05/2012,39.31,-0.015398512
07/05/2012,39.92,0.01057678
04/05/2012,39.5,-0.012828751
03/05/2012,40.01,-0.018080988
02/05/2012,40.74,0.002949855
01/05/2012,40.62,0.015381102
30/04/2012,40,0.00250313
27/04/2012,39.9,-0.010719285
26/04/2012,40.33,-0.013789925
25/04/2012,40.89,-0.008765578
24/04/2012,41.25,0.007299302
23/04/2012,40.95,-0.024364973
20/04/2012,41.96,-0.086256405
19/04/2012,45.74,-0.016264047
18/04/2012,46.49,-0.002577875
17/04/2012,46.61,0.012739026
16/04/2012,46.02,-0.006713615
13/04/2012,46.33,-0.014145114
12/04/2012,46.99,0.020424229
11/04/2012,46.04,0.021515649
10/04/2012,45.06,-0.017380264
09/04/2012,45.85,-0.019011158
05/04/2012,46.73,0.006440555
04/04/2012,46.43,0.004100578
03/04/2012,46.24,-0.00732604
02/04/2012,46.58,0.001503921
30/03/2012,46.51,0.004741388
29/03/2012,46.29,-0.001295337
28/03/2012,46.35,-0.004949972
27/03/2012,46.58,-0.006846411
26/03/2012,46.9,0.013740019
23/03/2012,46.26,-0.002806262
22/03/2012,46.39,-0.01263806
21/03/2012,46.98,0.036635722
20/03/2012,45.29,-0.017726692
19/03/2012,46.1,0.006310542
16/03/2012,45.81,0.027890254
15/03/2012,44.55,0.008566328
14/03/2012,44.17,-0.017949775
13/03/2012,44.97,0.020670248
12/03/2012,44.05,-0.006336296
09/03/2012,44.33,0.011343134
08/03/2012,43.83,0.008247469
07/03/2012,43.47,-0.000919752
06/03/2012,43.51,-0.016186379
05/03/2012,44.22,-0.002258867
02/03/2012,44.32,0.001128796
01/03/2012,44.27,0.013416915
29/02/2012,43.68,0.027386256
28/02/2012,42.5,-0.014714735
27/02/2012,43.13,-0.004857185
24/02/2012,43.34,-0.011242518
23/02/2012,43.83,0.005720185
22/02/2012,43.58,-0.01027289
21/02/2012,44.03,-0.006564823
17/02/2012,44.32,-0.008089932
16/02/2012,44.68,0.050492597
15/02/2012,42.48,-0.028772286
14/02/2012,43.72,-0.000685949
13/02/2012,43.75,0.016594066
10/02/2012,43.03,-0.000929152
09/02/2012,43.07,0.009799425
08/02/2012,42.65,-0.007940257
07/02/2012,42.99,-0.011103514
06/02/2012,43.47,-0.024765551
03/02/2012,44.56,0.024995621
02/02/2012,43.46,-0.015525426
01/02/2012,44.14,-0.011487906
31/01/2012,44.65,0.003140424
30/01/2012,44.51,0.000224694
27/01/2012,44.5,-0.00493164
26/01/2012,44.72,0.010791472
25/01/2012,44.24,0.008626614
24/01/2012,43.86,-0.008400549
23/01/2012,44.23,-0.004061377
20/01/2012,44.41,-0.000225149
19/01/2012,44.42,0.025537183
18/01/2012,43.3,0.016533151
17/01/2012,42.59,-0.002345217
13/01/2012,42.69,0.002110447
12/01/2012,42.6,0.002350177
11/01/2012,42.5,-0.000235266
10/01/2012,42.51,0.018758712
09/01/2012,41.72,0.001439194
06/01/2012,41.66,0.015481683
05/01/2012,41.02,-0.008979553
04/01/2012,41.39,0.001692662
03/01/2012,41.32,0.008750664
30/12/2011,40.96,-0.004627946
29/12/2011,41.15,0.015428248
28/12/2011,40.52,-0.025342487
27/12/2011,41.56,0.011860238
23/12/2011,41.07,0.008313006
22/12/2011,40.73,0.015339242
21/12/2011,40.11,-0.009182345
20/12/2011,40.48,0.030092541
19/12/2011,39.28,-0.027371451
16/12/2011,40.37,0.000247739
15/12/2011,40.36,0.007960241
14/12/2011,40.04,-0.009693129
13/12/2011,40.43,-0.016679317
12/12/2011,41.11,-0.014968894
09/12/2011,41.73,0.020823997
08/12/2011,40.87,-0.027035197
07/12/2011,41.99,-0.012543059
06/12/2011,42.52,-0.006563549
05/12/2011,42.8,0.01625286
02/12/2011,42.11,-0.002134979
01/12/2011,42.2,-0.030570576
30/11/2011,43.51,0.058931044
29/11/2011,41.02,-0.002191648
28/11/2011,41.11,0.027371947
25/11/2011,40,-0.002746226
23/11/2011,40.11,-0.026569829
22/11/2011,41.19,-0.019950187
21/11/2011,42.02,-0.018859588
18/11/2011,42.82,0.001636088
17/11/2011,42.75,-0.033129324
16/11/2011,44.19,-0.024587738
15/11/2011,45.29,0.004425765
14/11/2011,45.09,-0.009710957
11/11/2011,45.53,0.021534854
10/11/2011,44.56,0.012419715
09/11/2011,44.01,-0.041394428
08/11/2011,45.87,0.032571839
07/11/2011,44.4,0.004288462
04/11/2011,44.21,-0.005188957
03/11/2011,44.44,0.024833262
02/11/2011,43.35,-0.010327114
01/11/2011,43.8,-0.040273899
31/10/2011,45.6,-0.034909815
28/10/2011,47.22,0.000211797
27/10/2011,47.21,0.053961317
26/10/2011,44.73,-0.014427062
25/10/2011,45.38,-0.029314877
24/10/2011,46.73,0.023601832
21/10/2011,45.64,0.027545056
20/10/2011,44.4,0.00995934
19/10/2011,43.96,-0.01288299
18/10/2011,44.53,0.026856416
17/10/2011,43.35,-0.025058259
14/10/2011,44.45,0.011084832
13/10/2011,43.96,-0.00544466
12/10/2011,44.2,-0.011024974
11/10/2011,44.69,0.012836569
10/10/2011,44.12,0.034120415
07/10/2011,42.64,-0.00234247
06/10/2011,42.74,0.031854369
05/10/2011,41.4,0.033901552
04/10/2011,40.02,0.018663846
03/10/2011,39.28,-0.031820297
30/09/2011,40.55,-0.030121296
29/09/2011,41.79,0.020305266
28/09/2011,40.95,-0.024126623
27/09/2011,41.95,0.015131789
26/09/2011,41.32,0.021280001
23/09/2011,40.45,0.013439724
22/09/2011,39.91,-0.055319256
21/09/2011,42.18,-0.030814763
20/09/2011,43.5,-0.019577224
19/09/2011,44.36,0.000676514
16/09/2011,44.33,-0.014778594
15/09/2011,44.99,0.018620841
14/09/2011,44.16,0.017359961
13/09/2011,43.4,0.038520498
12/09/2011,41.76,-0.007158227
09/09/2011,42.06,-0.024889756
08/09/2011,43.12,-0.009693129
07/09/2011,43.54,0.039827236
06/09/2011,41.84,-0.029206033
02/09/2011,43.08,-0.040264736
01/09/2011,44.85,-0.014388737
31/08/2011,45.5,-0.010494193
30/08/2011,45.98,0.008298803
29/08/2011,45.6,0.039132998
26/08/2011,43.85,0.025873469
25/08/2011,42.73,-0.023361766
24/08/2011,43.74,0.023595821
23/08/2011,42.72,0.051638317
22/08/2011,40.57,0.005933268
19/08/2011,40.33,-0.021342647
18/08/2011,41.2,-0.05271219
17/08/2011,43.43,-0.014855718
16/08/2011,44.08,-0.009483024
15/08/2011,44.5,0.003601985
12/08/2011,44.34,0.006107925
11/08/2011,44.07,0.067098334
10/08/2011,41.21,-0.0390247
09/08/2011,42.85,0.026245743
08/08/2011,41.74,-0.049542841
05/08/2011,43.86,-0.000911577
04/08/2011,43.9,-0.055385139
03/08/2011,46.4,0.030636969
02/08/2011,45,-0.045398174
01/08/2011,47.09,-0.013289933
29/07/2011,47.72,-0.006266994
28/07/2011,48.02,0.00878483
27/07/2011,47.6,-0.043172172
26/07/2011,49.7,-0.016760169
25/07/2011,50.54,0.000395804
22/07/2011,50.52,0.004563047
21/07/2011,50.29,0.021099949
20/07/2011,49.24,-0.008896136
19/07/2011,49.68,0.018487068
18/07/2011,48.77,-0.013846688
15/07/2011,49.45,-0.008858524
14/07/2011,49.89,-0.013735659
13/07/2011,50.58,-0.000197687
12/07/2011,50.59,-0.019380072
11/07/2011,51.58,-0.014626897
08/07/2011,52.34,-0.010264298
07/07/2011,52.88,0.007974221
06/07/2011,52.46,0.003628382
05/07/2011,52.27,-0.003056354
01/07/2011,52.43,0.023934746
30/06/2011,51.19,0.017141588
29/06/2011,50.32,-0.005944143
28/06/2011,50.62,0.027234362
27/06/2011,49.26,0.034699888
24/06/2011,47.58,-0.019151293
23/06/2011,48.5,0.000825083
22/06/2011,48.46,0.003721319
21/06/2011,48.28,0.015235607
20/06/2011,47.55,0.000210327
17/06/2011,47.54,0.004004642
16/06/2011,47.35,0.010402387
15/06/2011,46.86,-0.00892294
14/06/2011,47.28,0.012129099
13/06/2011,46.71,-0.006827421
10/06/2011,47.03,-0.023535442
09/06/2011,48.15,0.003328482
08/06/2011,47.99,-0.01796641
07/06/2011,48.86,-0.008559253
06/06/2011,49.28,-0.022274423
03/06/2011,50.39,-0.021983221
02/06/2011,51.51,0.004670178
01/06/2011,51.27,-0.029784121
31/05/2011,52.82,0.016415715
27/05/2011,51.96,-0.012051796
26/05/2011,52.59,0.008593579
25/05/2011,52.14,0.014294236
24/05/2011,51.4,-0.012758727
23/05/2011,52.06,-0.017895014
20/05/2011,53,-0.007893294
19/05/2011,53.42,0.013380017
18/05/2011,52.71,0.011832199
17/05/2011,52.09,-0.010123284
16/05/2011,52.62,-0.008515521
13/05/2011,53.07,-0.021253596
12/05/2011,54.21,0.005363927
11/05/2011,53.92,-0.018194015
10/05/2011,54.91,0.007861819
09/05/2011,54.48,0.017591417
06/05/2011,53.53,0.008630448
05/05/2011,53.07,0.005100606
04/05/2011,52.8,-0.017274181
03/05/2011,53.72,-0.013497478
02/05/2011,54.45,0.003311261
29/04/2011,54.27,-0.005329425
28/04/2011,54.56,0.004224453
27/04/2011,54.33,0.01036087
26/04/2011,53.77,0.010093544
25/04/2011,53.23,-0.003188599
21/04/2011,53.4,0.018904155
20/04/2011,52.4,0.024144099
19/04/2011,51.15,0.001761081
18/04/2011,51.06,-0.007220248
15/04/2011,51.43,0.02142167
14/04/2011,50.34,-0.003371347
13/04/2011,50.51,0.00039604
12/04/2011,50.49,0.003372684
11/04/2011,50.32,-0.002381899
08/04/2011,50.44,-0.0102565
07/04/2011,50.96,0.004129393
06/04/2011,50.75,0.003553103
05/04/2011,50.57,0.004757194
04/04/2011,50.33,-0.009491865
01/04/2011,50.81,0.013074671
31/03/2011,50.15,0.007204354
30/03/2011,49.79,0.018855095
29/03/2011,48.86,0.008014016
28/03/2011,48.47,0.004549222
25/03/2011,48.25,0.006237026
24/03/2011,47.95,0.01027155
23/03/2011,47.46,0.00761425
22/03/2011,47.1,-0.025779485
21/03/2011,48.33,0.015850175
18/03/2011,47.57,0.009717018
17/03/2011,47.11,0.012173135
16/03/2011,46.54,-0.009196942
15/03/2011,46.97,-0.012482972
14/03/2011,47.56,-0.016680954
11/03/2011,48.36,0.00062054
10/03/2011,48.33,-0.015399134
09/03/2011,49.08,-0.001221747
08/03/2011,49.14,0.030371098
07/03/2011,47.67,-0.017261529
04/03/2011,48.5,-0.014736247
03/03/2011,49.22,0.025932715
02/03/2011,47.96,0.021071155
01/03/2011,46.96,-0.017729464
28/02/2011,47.8,0.00272337
25/02/2011,47.67,-0.005439344
24/02/2011,47.93,-0.009964791
23/02/2011,48.41,-0.012929888
22/02/2011,49.04,-0.111601198
18/02/2011,54.83,0.00695464
17/02/2011,54.45,-0.002018164
16/02/2011,54.56,0.013470081
15/02/2011,53.83,0.002417931
14/02/2011,53.7,0.000186237
11/02/2011,53.69,0.017852584
10/02/2011,52.74,0.025541475
09/02/2011,51.41,-0.001554908
08/02/2011,51.49,0.003307074
07/02/2011,51.32,0.002927117
04/02/2011,51.17,0.016353433
03/02/2011,50.34,-0.005546765
02/02/2011,50.62,-0.034559836
01/02/2011,52.4,0.033572572
31/01/2011,50.67,0.000987264
28/01/2011,50.62,-0.054586956
