Date,Close,PLL
15/06/2010,37.58,0.028338153
14/06/2010,36.53,-0.007635707
11/06/2010,36.81,0.018922819
10/06/2010,36.12,0.027506646
09/06/2010,35.14,0.086442387
08/06/2010,32.23,-0.012027901
07/06/2010,32.62,-0.02183228
04/06/2010,33.34,-0.04944696
03/06/2010,35.03,0.022518273
02/06/2010,34.25,0.022738319
01/06/2010,33.48,-0.016881787
28/05/2010,34.05,-0.012839394
27/05/2010,34.49,0.034211535
26/05/2010,33.33,0.00300481
25/05/2010,33.23,-0.005701441
24/05/2010,33.42,-0.012489012
21/05/2010,33.84,0.014885657
20/05/2010,33.34,-0.044582163
19/05/2010,34.86,-0.022409107
18/05/2010,35.65,-0.018344039
17/05/2010,36.31,-0.002475589
14/05/2010,36.4,-0.024960601
13/05/2010,37.32,-0.009865431
12/05/2010,37.69,0.021996595
11/05/2010,36.87,-0.020403392
10/05/2010,37.63,0.067323865
07/05/2010,35.18,-0.049899487
06/05/2010,36.98,-0.030624148
05/05/2010,38.13,-0.004187392
04/05/2010,38.29,-0.041438154
03/05/2010,39.91,0.023321716
30/04/2010,38.99,-0.019304638
29/04/2010,39.75,0.005297023
28/04/2010,39.54,0.00025294
27/04/2010,39.53,-0.032357228
26/04/2010,40.83,0.014058685
23/04/2010,40.26,0.004730496
22/04/2010,40.07,0.011798806
21/04/2010,39.6,0.008877674
20/04/2010,39.25,0.000509684
19/04/2010,39.23,0.005880114
16/04/2010,39,-0.013498231
15/04/2010,39.53,-0.00529836
14/04/2010,39.74,-0.00226216
13/04/2010,39.83,0.00226216
12/04/2010,39.74,-0.005020091
09/04/2010,39.94,0.000500877
08/04/2010,39.92,0.002759314
07/04/2010,39.81,-0.020634666
06/04/2010,40.64,0.004933409
05/04/2010,40.44,0.001237165
01/04/2010,40.39,-0.0024728
31/03/2010,40.49,-0.001480751
30/03/2010,40.55,0.006184312
29/03/2010,40.3,0.011229064
26/03/2010,39.85,0.004275123
25/03/2010,39.68,0.002523342
24/03/2010,39.58,-0.011055389
23/03/2010,40.02,0.02402442
22/03/2010,39.07,0.010549435
19/03/2010,38.66,-0.003614773
18/03/2010,38.8,0.003614773
17/03/2010,38.66,0.011708212
16/03/2010,38.21,-0.000523286
15/03/2010,38.23,-0.016602197
12/03/2010,38.87,-0.049439248
11/03/2010,40.84,-0.004885208
10/03/2010,41.04,0.000975134
09/03/2010,41,-0.000487686
08/03/2010,41.02,-0.007286892
05/03/2010,41.32,0.016593841
04/03/2010,40.64,-0.008819263
03/03/2010,41,-0.001218769
02/03/2010,41.05,0.000974896
01/03/2010,41.01,0.03827505
26/02/2010,39.47,0.00406195
25/02/2010,39.31,0.004589503
24/02/2010,39.13,0.014933336
23/02/2010,38.55,-0.012374481
22/02/2010,39.03,0.051522564
19/02/2010,37.07,0.010303779
18/02/2010,36.69,0.013997758
17/02/2010,36.18,0.009162913
16/02/2010,35.85,0.029151633
12/02/2010,34.82,0.013589916
11/02/2010,34.35,0.013187004
10/02/2010,33.9,-0.005295688
09/02/2010,34.08,0.017165263
08/02/2010,33.5,-0.012459372
05/02/2010,33.92,-0.010848956
04/02/2010,34.29,-0.035242152
03/02/2010,35.52,-0.005614838
02/02/2010,35.72,0.009281462
01/02/2010,35.39,0.026339914
29/01/2010,34.47,-0.011824219
28/01/2010,34.88,-0.022116013
27/01/2010,35.66,-0.003359466
26/01/2010,35.78,-0.00362673
25/01/2010,35.91,-0.001391401
22/01/2010,35.96,-0.017094433
21/01/2010,36.58,-0.017344608
