Date,Close,SLB
23/06/2011,83.07,-0.006120631
22/06/2011,83.58,0.000957625
21/06/2011,83.5,0.016543274
20/06/2011,82.13,0.004148371
17/06/2011,81.79,-0.005608403
16/06/2011,82.25,-0.004972419
15/06/2011,82.66,-0.022015725
14/06/2011,84.5,0.021531932
13/06/2011,82.7,-0.011541364
10/06/2011,83.66,-0.025724132
09/06/2011,85.84,0.024887762
08/06/2011,83.73,0.010203558
07/06/2011,82.88,-0.00216946
06/06/2011,83.06,-0.023558496
03/06/2011,85.04,0.0088585
02/06/2011,84.29,0.013136086
01/06/2011,83.19,-0.029959022
31/05/2011,85.72,0.011852512
27/05/2011,84.71,-0.005650398
26/05/2011,85.19,0.012996402
25/05/2011,84.09,0.00967923
24/05/2011,83.28,0.014514043
23/05/2011,82.08,-0.01715225
20/05/2011,83.5,-0.000957625
19/05/2011,83.58,-0.002031914
18/05/2011,83.75,0.020385484
17/05/2011,82.06,-0.001582953
16/05/2011,82.19,-0.006306874
13/05/2011,82.71,-0.00974561
12/05/2011,83.52,0.015322734
11/05/2011,82.25,-0.026869795
10/05/2011,84.49,0.010709288
09/05/2011,83.59,0.011188087
06/05/2011,82.66,-0.002175227
05/05/2011,82.84,-0.023266575
04/05/2011,84.79,-0.012423976
03/05/2011,85.85,-0.022346012
02/05/2011,87.79,-0.022080428
29/04/2011,89.75,0.007156466
28/04/2011,89.11,-0.003025382
27/04/2011,89.38,-0.00100643
26/04/2011,89.47,0.015998539
25/04/2011,88.05,-0.019457398
21/04/2011,89.78,0.021276201
20/04/2011,87.89,0.02022825
19/04/2011,86.13,0.016152037
18/04/2011,84.75,-0.02228667
15/04/2011,86.66,0.007412589
14/04/2011,86.02,0.002677378
13/04/2011,85.79,-0.005231658
12/04/2011,86.24,-0.029252543
11/04/2011,88.8,-0.022823145
08/04/2011,90.85,-0.008439794
07/04/2011,91.62,-0.003486602
06/04/2011,91.94,-0.010064475
05/04/2011,92.87,0.001077354
04/04/2011,92.77,-0.009974878
01/04/2011,93.7,0.004706898
31/03/2011,93.26,-0.004173138
30/03/2011,93.65,-0.007552826
29/03/2011,94.36,0.042541184
28/03/2011,90.43,0.03993312
25/03/2011,86.89,-0.013829582
24/03/2011,88.1,-0.004530019
23/03/2011,88.5,-0.003046203
22/03/2011,88.77,-0.010756406
21/03/2011,89.73,0.04327215
18/03/2011,85.93,-0.012949655
17/03/2011,87.05,0.046437964
16/03/2011,83.1,-0.020250841
15/03/2011,84.8,-0.006582064
14/03/2011,85.36,-0.0102565
11/03/2011,86.24,0.019081644
10/03/2011,84.61,-0.045514901
09/03/2011,88.55,-0.014574249
08/03/2011,89.85,-0.004441984
07/03/2011,90.25,-0.012661881
04/03/2011,91.4,-0.015739809
03/03/2011,92.85,0.020235677
02/03/2011,90.99,-0.005589362
01/03/2011,91.5,-0.020766483
28/02/2011,93.42,0.006120167
25/02/2011,92.85,0.035072088
24/02/2011,89.65,-0.035610446
23/02/2011,92.9,-0.000107637
22/02/2011,92.91,-0.022666573
18/02/2011,95.04,0.00707463
17/02/2011,94.37,0.003822066
16/02/2011,94.01,0.017923743
15/02/2011,92.34,0.001083541
14/02/2011,92.24,0.020481522
11/02/2011,90.37,-0.00287293
