Date,Close,MHFI
23/01/2012,46.36,0.002159362
20/01/2012,46.26,-0.002806262
19/01/2012,46.39,0.007573335
18/01/2012,46.04,0.014218767
17/01/2012,45.39,-0.01530419
13/01/2012,46.09,0.001519922
12/01/2012,46.02,-0.007145207
11/01/2012,46.35,-0.029757775
10/01/2012,47.75,0.03170141
09/01/2012,46.26,0.005418893
06/01/2012,46.01,0.001522567
05/01/2012,45.94,0.017124458
04/01/2012,45.16,-0.011229888
03/01/2012,45.67,0.015446026
30/12/2011,44.97,-0.008414576
29/12/2011,45.35,0.018247057
28/12/2011,44.53,-0.023086486
27/12/2011,45.57,0.009259325
23/12/2011,45.15,0.017652117
22/12/2011,44.36,0.015905811
21/12/2011,43.66,0.004821499
20/12/2011,43.45,0.027533237
19/12/2011,42.27,-0.011291581
16/12/2011,42.75,0.006571251
15/12/2011,42.47,0.004483783
14/12/2011,42.28,-0.006130649
13/12/2011,42.54,-0.020705637
12/12/2011,43.43,0.005078497
09/12/2011,43.21,0.031024815
08/12/2011,41.89,-0.005950273
07/12/2011,42.14,-0.014371787
06/12/2011,42.75,-0.01670185
05/12/2011,43.47,0.005767694
02/12/2011,43.22,0.009765248
01/12/2011,42.8,0.002339182
30/11/2011,42.7,0.038434137
29/11/2011,41.09,-0.002673473
28/11/2011,41.2,0.016149115
25/11/2011,40.54,-0.003938951
23/11/2011,40.7,-0.070891151
22/11/2011,43.69,0.005508391
21/11/2011,43.45,0.006696711
18/11/2011,43.16,0.00697515
17/11/2011,42.86,-0.012750839
16/11/2011,43.41,-0.008487263
15/11/2011,43.78,0.027557608
14/11/2011,42.59,-0.014683867
11/11/2011,43.22,0.021516265
10/11/2011,42.3,0.011412392
09/11/2011,41.82,-0.033391299
08/11/2011,43.24,0.015851148
07/11/2011,42.56,0.001646091
04/11/2011,42.49,0.010409368
03/11/2011,42.05,0.001427892
02/11/2011,41.99,0.007410097
01/11/2011,41.68,-0.019482678
31/10/2011,42.5,-0.020033281
28/10/2011,43.36,-0.021673028
27/10/2011,44.31,0.02282683
26/10/2011,43.31,0.001848857
25/10/2011,43.23,-0.033438803
24/10/2011,44.7,0.001791313
21/10/2011,44.62,0.03907729
20/10/2011,42.91,-0.0037218
19/10/2011,43.07,-0.026802658
18/10/2011,44.24,0.009539023
17/10/2011,43.82,-0.025905267
14/10/2011,44.97,0.016818425
13/10/2011,44.22,-0.000226116
12/10/2011,44.23,0.011826383
11/10/2011,43.71,0.008731673
10/10/2011,43.33,0.03523145
07/10/2011,41.83,-0.002149255
06/10/2011,41.92,0.025122094
05/10/2011,40.88,-0.005367176
04/10/2011,41.1,0.028629794
03/10/2011,39.94,-0.026193739
30/09/2011,41,-0.031451398
29/09/2011,42.31,-0.018499532
28/09/2011,43.1,-0.012451164
27/09/2011,43.64,0.010133666
26/09/2011,43.2,0.006269613
23/09/2011,42.93,0.006778102
22/09/2011,42.64,-0.016513923
21/09/2011,43.35,-0.042895967
20/09/2011,45.25,-0.004190104
19/09/2011,45.44,0.003306517
16/09/2011,45.29,0.016249662
15/09/2011,44.56,0.025225744
14/09/2011,43.45,0.045917424
13/09/2011,41.5,0.030335007
12/09/2011,40.26,0.039002158
09/09/2011,38.72,-0.043463132
08/09/2011,40.44,-0.016432007
07/09/2011,41.11,0.024875067
06/09/2011,40.1,-0.012884222
02/09/2011,40.62,-0.022636965
01/09/2011,41.55,-0.013387721
31/08/2011,42.11,-0.002134979
30/08/2011,42.2,-0.002839567
29/08/2011,42.32,0.041738057
26/08/2011,40.59,0.007170262
25/08/2011,40.3,-0.024511031
24/08/2011,41.3,0.065281331
23/08/2011,38.69,0.043582759
22/08/2011,37.04,0.001080497
19/08/2011,37,-0.004045859
18/08/2011,37.15,-0.075164902
17/08/2011,40.05,0.031450728
16/08/2011,38.81,-0.004883701
15/08/2011,39,0.032046509
12/08/2011,37.77,0.022761727
11/08/2011,36.92,0.043455017
10/08/2011,35.35,-0.060641262
09/08/2011,37.56,-0.014799424
08/08/2011,38.12,-0.090241551
05/08/2011,41.72,-0.034859865
04/08/2011,43.2,-0.033013812
03/08/2011,44.65,0.00493939
02/08/2011,44.43,0.070392519
01/08/2011,41.41,-0.00457777
29/07/2011,41.6,-0.024927107
28/07/2011,42.65,-0.009799425
27/07/2011,43.07,-0.02045343
26/07/2011,43.96,0.001365809
25/07/2011,43.9,-0.000455477
22/07/2011,43.92,-0.007485574
21/07/2011,44.25,0.027725456
20/07/2011,43.04,-0.001393081
19/07/2011,43.1,0.022288313
18/07/2011,42.15,-0.004497581
15/07/2011,42.34,0.001891254
14/07/2011,42.26,-0.006838843
13/07/2011,42.55,0.018980404
12/07/2011,41.75,-0.001196888
11/07/2011,41.8,-0.013780213
08/07/2011,42.38,-0.015453363
07/07/2011,43.04,0.007462721
06/07/2011,42.72,0.00964373
05/07/2011,42.31,-0.002124898
01/07/2011,42.4,0.0116239
30/06/2011,41.91,0.014661962
29/06/2011,41.3,0.018080141
28/06/2011,40.56,0.010907396
27/06/2011,40.12,0.015321159
24/06/2011,39.51,-0.01407412
23/06/2011,40.07,-0.005723544
22/06/2011,40.3,-0.008893339
21/06/2011,40.66,0.01212436
20/06/2011,40.17,0.014038837
17/06/2011,39.61,-0.036439773
16/06/2011,41.08,-0.000486736
15/06/2011,41.1,-0.016648955
14/06/2011,41.79,0.025201237
13/06/2011,40.75,-0.002206154
10/06/2011,40.84,-0.013135679
09/06/2011,41.38,0.012890851
08/06/2011,40.85,-0.0169907
07/06/2011,41.55,0.01235032
06/06/2011,41.04,-0.003405501
03/06/2011,41.18,-0.003393943
02/06/2011,41.32,0.003636808
01/06/2011,41.17,-0.031088109
31/05/2011,42.47,0.006377723
27/05/2011,42.2,0.00237248
26/05/2011,42.1,-0.003556613
25/05/2011,42.25,0.003794171
24/05/2011,42.09,-0.005922083
23/05/2011,42.34,-0.010805837
20/05/2011,42.8,-0.010690318
19/05/2011,43.26,0.000925069
18/05/2011,43.22,0.017034597
17/05/2011,42.49,0.005427742
16/05/2011,42.26,0.004268444
13/05/2011,42.08,-0.002610658
12/05/2011,42.19,0.014323472
11/05/2011,41.59,-0.009571741
10/05/2011,41.99,0.009331327
09/05/2011,41.6,0.012335384
06/05/2011,41.09,0.00732783
05/05/2011,40.79,0.000735745
04/05/2011,40.76,0.008871423
03/05/2011,40.4,0.000495172
02/05/2011,40.38,-0.002226346
29/04/2011,40.47,0.006445238
28/04/2011,40.21,0.028249041
27/04/2011,39.09,-0.001533743
26/04/2011,39.15,-0.011176139
25/04/2011,39.59,-0.005290351
21/04/2011,39.8,0.011370937
20/04/2011,39.35,0.00586213
19/04/2011,39.12,0.0064111
18/04/2011,38.87,-0.011256195
15/04/2011,39.31,0.017449763
14/04/2011,38.63,-0.013626641
13/04/2011,39.16,0.004350615
12/04/2011,38.99,-0.002817264
11/04/2011,39.1,0.003330348
08/04/2011,38.97,-0.01198841
07/04/2011,39.44,-0.00354341
06/04/2011,39.58,0.010157528
05/04/2011,39.18,0.001021451
04/04/2011,39.14,-0.00127665
01/04/2011,39.19,-0.005344204
31/03/2011,39.4,-0.017859863
30/03/2011,40.11,0.001497006
29/03/2011,40.05,0.037653901
28/03/2011,38.57,0.001037614
25/03/2011,38.53,-0.000518941
24/03/2011,38.55,-0.002331909
23/03/2011,38.64,0.002331909
22/03/2011,38.55,-0.009038151
21/03/2011,38.9,0.024724747
18/03/2011,37.95,0.018886051
17/03/2011,37.24,0.020071192
16/03/2011,36.5,-0.014146047
15/03/2011,37.02,-0.00134971
14/03/2011,37.07,-0.012599014
11/03/2011,37.54,-0.000798828
10/03/2011,37.57,-0.014795514
09/03/2011,38.13,0.006578106
08/03/2011,37.88,0.009016237
07/03/2011,37.54,-0.015594343
04/03/2011,38.13,-0.021534105
03/03/2011,38.96,0.022583698
02/03/2011,38.09,0.011884466
01/03/2011,37.64,-0.027255356
28/02/2011,38.68,0.0158961
25/02/2011,38.07,0.010828047
24/02/2011,37.66,0.001594473
23/02/2011,37.6,-0.011634187
22/02/2011,38.04,-0.021069839
18/02/2011,38.85,0.016087529
17/02/2011,38.23,0.004193977
16/02/2011,38.07,0.008441095
15/02/2011,37.75,-0.00475688
14/02/2011,37.93,0.012735646
11/02/2011,37.45,0.005623258
10/02/2011,37.24,0.001074691
09/02/2011,37.2,0.001883493
08/02/2011,37.13,0.008384092
07/02/2011,36.82,0.006539533
04/02/2011,36.58,-0.010334604
03/02/2011,36.96,0.005698021
02/02/2011,36.75,-0.004615184
01/02/2011,36.92,-0.054295284
31/01/2011,38.98,0.018382395
28/01/2011,38.27,-0.018638904
27/01/2011,38.99,0.001283203
26/01/2011,38.94,0.013704158
