Date,Close,MHFI
04/04/2014,75.17,-0.015837734
03/04/2014,76.37,-0.007045958
02/04/2014,76.91,-0.011634051
01/04/2014,77.81,0.019597019
31/03/2014,76.3,0.0170515
28/03/2014,75.01,0.006419709
27/03/2014,74.53,-0.012533497
26/03/2014,75.47,-0.006340003
25/03/2014,75.95,0.002636785
24/03/2014,75.75,-0.014677239
21/03/2014,76.87,-0.007258619
20/03/2014,77.43,-0.017919333
19/03/2014,78.83,-0.00644878
18/03/2014,79.34,-0.011653537
17/03/2014,80.27,0.009010197
14/03/2014,79.55,-0.003513619
13/03/2014,79.83,-0.02572171
12/03/2014,81.91,0.011912944
11/03/2014,80.94,-0.013498794
10/03/2014,82.04,0.004152931
07/03/2014,81.7,0.002082951
06/03/2014,81.53,0.008499158
05/03/2014,80.84,0.007574383
04/03/2014,80.23,0.023201142
03/03/2014,78.39,-0.01607121
28/02/2014,79.66,-0.00037653
27/02/2014,79.69,0.001632653
26/02/2014,79.56,-0.005390173
25/02/2014,79.99,-0.001998252
24/02/2014,80.15,-0.000872981
21/02/2014,80.22,-0.005221944
20/02/2014,80.64,0.00173762
19/02/2014,80.5,-0.009273637
18/02/2014,81.25,-0.003440229
14/02/2014,81.53,-0.004650033
13/02/2014,81.91,0.004527386
12/02/2014,81.54,0.013955151
11/02/2014,80.41,0.013396131
10/02/2014,79.34,-0.007909149
07/02/2014,79.97,0.033310987
06/02/2014,77.35,0.005834701
05/02/2014,76.9,-0.001559252
04/02/2014,77.02,0.034743604
03/02/2014,74.39,-0.021937993
31/01/2014,76.04,-0.009554421
30/01/2014,76.77,0.023592528
29/01/2014,74.98,-0.002530804
28/01/2014,75.17,0.017987062
27/01/2014,73.83,0.007613905
24/01/2014,73.27,-0.024536146
23/01/2014,75.09,-0.019387353
22/01/2014,76.56,0.000130625
21/01/2014,76.55,-0.002609264
17/01/2014,76.75,0.004047267
16/01/2014,76.44,-0.011446535
15/01/2014,77.32,-0.003099176
14/01/2014,77.56,0.012063185
13/01/2014,76.63,-0.018232871
10/01/2014,78.04,-0.001408541
09/01/2014,78.15,0.002690757
08/01/2014,77.94,-0.001538462
07/01/2014,78.06,0.008749412
06/01/2014,77.38,-0.002065583
03/01/2014,77.54,-0.002704619
02/01/2014,77.75,-0.005771096
31/12/2013,78.2,0.007959986
30/12/2013,77.58,0.001418897
27/12/2013,77.47,0.00362085
26/12/2013,77.19,0.00584683
24/12/2013,76.74,0.006667999
23/12/2013,76.23,0.003021746
20/12/2013,76,0.029103643
19/12/2013,73.82,-0.00580808
18/12/2013,74.25,0.019172523
17/12/2013,72.84,-0.011194656
16/12/2013,73.66,0.020019865
13/12/2013,72.2,0.002635048
12/12/2013,72.01,0.000694589
11/12/2013,71.96,-0.025383815
10/12/2013,73.81,-0.006482129
09/12/2013,74.29,-0.005905265
06/12/2013,74.73,0.013878819
05/12/2013,73.7,-0.003251154
04/12/2013,73.94,0.007330018
03/12/2013,73.4,-0.011917801
02/12/2013,74.28,-0.002957389
29/11/2013,74.5,-0.001073249
27/11/2013,74.58,0.011869576
26/11/2013,73.7,-0.001626898
25/11/2013,73.82,-0.006212039
22/11/2013,74.28,0.007160741
21/11/2013,73.75,0.006256821
20/11/2013,73.29,-0.003677226
19/11/2013,73.56,0.009836145
18/11/2013,72.84,0.009933857
15/11/2013,72.12,-0.002354409
14/11/2013,72.29,0.014771729
13/11/2013,71.23,0.000842697
12/11/2013,71.17,-0.005045561
11/11/2013,71.53,0.001539
08/11/2013,71.42,0.02194157
07/11/2013,69.87,-0.01421084
06/11/2013,70.87,-0.00225511
05/11/2013,71.03,-0.00407447
04/11/2013,71.32,0.00337079
01/11/2013,71.08,0.019892671
31/10/2013,69.68,-0.013258445
30/10/2013,70.61,-0.01531897
29/10/2013,71.7,0.017871439
28/10/2013,70.43,-0.012978035
25/10/2013,71.35,-0.000980598
24/10/2013,71.42,0.00914276
23/10/2013,70.77,0.001697073
22/10/2013,70.65,0.012247376
21/10/2013,69.79,0.012399236
18/10/2013,68.93,-0.004198341
17/10/2013,69.22,0.006522235
16/10/2013,68.77,0.022945557
15/10/2013,67.21,-0.010066702
14/10/2013,67.89,0.000589362
11/10/2013,67.85,-0.000736648
10/10/2013,67.9,0.028381293
09/10/2013,66,0.006841532
08/10/2013,65.55,-0.004869892
07/10/2013,65.87,-0.002426082
04/10/2013,66.03,0.003641333
03/10/2013,65.79,-0.012987196
02/10/2013,66.65,-0.005685234
01/10/2013,67.03,0.021717035
30/09/2013,65.59,-0.00501864
27/09/2013,65.92,-0.001212856
26/09/2013,66,0.00790999
25/09/2013,65.48,-0.008364432
24/09/2013,66.03,0.006838413
23/09/2013,65.58,-0.001523694
20/09/2013,65.68,0.003966443
19/09/2013,65.42,0.010294322
18/09/2013,64.75,0.004023528
17/09/2013,64.49,0.023216729
16/09/2013,63.01,0.020361425
13/09/2013,61.74,-0.00468612
12/09/2013,62.03,-0.003058352
11/09/2013,62.22,0.004348883
10/09/2013,61.95,0.012507269
09/09/2013,61.18,0.018975901
06/09/2013,60.03,0.003003005
05/09/2013,59.85,0.000835771
04/09/2013,59.8,-0.002004678
03/09/2013,59.92,0.02620828
30/08/2013,58.37,-0.004103271
29/08/2013,58.61,-0.001193623
28/08/2013,58.68,0.003756194
27/08/2013,58.46,-0.02883113
26/08/2013,60.17,0.002829327
23/08/2013,60,-0.000166653
22/08/2013,60.01,0.012745435
21/08/2013,59.25,-0.015075662
20/08/2013,60.15,0.00249688
19/08/2013,60,-0.01093994
16/08/2013,60.66,0.005952399
15/08/2013,60.3,-0.020192757
14/08/2013,61.53,-0.0326168
13/08/2013,63.57,0.013620736
12/08/2013,62.71,-0.000797003
09/08/2013,62.76,-0.003022833
08/08/2013,62.95,0.001112612
07/08/2013,62.88,-0.007288893
06/08/2013,63.34,0.005223597
05/08/2013,63.01,0.003975516
02/08/2013,62.76,0.002392918
01/08/2013,62.61,0.012051243
31/07/2013,61.86,0.025873393
30/07/2013,60.28,0.008161951
29/07/2013,59.79,-0.011804942
26/07/2013,60.5,0.006633523
25/07/2013,60.1,0.01036972
24/07/2013,59.48,0.027613822
23/07/2013,57.86,-0.019511144
22/07/2013,59,0.008681644
19/07/2013,58.49,0.00927523
18/07/2013,57.95,0.006405285
17/07/2013,57.58,0.000347403
16/07/2013,57.56,-0.021313973
15/07/2013,58.8,0.02340093
12/07/2013,57.44,-0.002086957
11/07/2013,57.56,0.029442409
10/07/2013,55.89,0.006822289
09/07/2013,55.51,-0.003237413
08/07/2013,55.69,0.014833847
05/07/2013,54.87,0.010810916
03/07/2013,54.28,0.005356991
02/07/2013,53.99,-0.001295697
01/07/2013,54.06,0.016224132
28/06/2013,53.19,-0.001502912
27/06/2013,53.27,0.002255216
26/06/2013,53.15,0.002071759
25/06/2013,53.04,-0.00301205
24/06/2013,53.2,-0.022489564
21/06/2013,54.41,-0.002936321
20/06/2013,54.57,-0.017078904
19/06/2013,55.51,-0.010216058
18/06/2013,56.08,0.01853738
17/06/2013,55.05,0.005829858
14/06/2013,54.73,-0.006193098
13/06/2013,55.07,0.009670726
12/06/2013,54.54,0.001651528
11/06/2013,54.45,-0.006772241
10/06/2013,54.82,0.001460387
07/06/2013,54.74,0.0123152
06/06/2013,54.07,0.005006036
05/06/2013,53.8,-0.015126649
04/06/2013,54.62,-0.006933069
03/06/2013,55,0.008215473
31/05/2013,54.55,-0.012026384
30/05/2013,55.21,0.02049477
29/05/2013,54.09,-0.005714828
28/05/2013,54.4,0.017617516
24/05/2013,53.45,-0.01079281
23/05/2013,54.03,-0.012324262
22/05/2013,54.7,-0.015779778
21/05/2013,55.57,0.010492137
20/05/2013,54.99,-0.012828796
17/05/2013,55.7,0.003597126
16/05/2013,55.5,-0.007539077
15/05/2013,55.92,0.005738897
14/05/2013,55.6,0.007582632
13/05/2013,55.18,-0.009200029
10/05/2013,55.69,0.017205894
09/05/2013,54.74,-0.004556647
08/05/2013,54.99,0.006934334
07/05/2013,54.61,0.006061181
06/05/2013,54.28,-0.002759637
03/05/2013,54.43,0.010713069
02/05/2013,53.85,-0.002966811
01/05/2013,54.01,-0.001849797
30/04/2013,54.11,0.012272374
29/04/2013,53.45,0.027502919
26/04/2013,52,0.008691508
25/04/2013,51.55,-0.00503097
24/04/2013,51.81,-0.002313477
23/04/2013,51.93,-0.001347061
22/04/2013,52,0.002888784
19/04/2013,51.85,0.007161552
18/04/2013,51.48,-0.006389798
17/04/2013,51.81,-0.003852827
16/04/2013,52.01,0.01511071
15/04/2013,51.23,-0.011064851
12/04/2013,51.8,-0.000386026
11/04/2013,51.82,-0.002120483
10/04/2013,51.93,0.009869456
09/04/2013,51.42,-0.009869456
08/04/2013,51.93,0.007538453
05/04/2013,51.54,0.003303861
04/04/2013,51.37,0.001948559
03/04/2013,51.27,-0.010670389
02/04/2013,51.82,0.005223965
01/04/2013,51.55,-0.010228787
28/03/2013,52.08,0.031600055
27/03/2013,50.46,0.002380954
26/03/2013,50.34,0.006177164
25/03/2013,50.03,0.033743039
22/03/2013,48.37,-0.004537962
21/03/2013,48.59,0.001235585
20/03/2013,48.53,0.015365751
19/03/2013,47.79,-0.012476768
18/03/2013,48.39,-0.010484216
15/03/2013,48.9,0.000613685
14/03/2013,48.87,-0.009774055
13/03/2013,49.35,0.018405428
12/03/2013,48.45,-0.00288541
11/03/2013,48.59,0.021425677
08/03/2013,47.56,-0.003568059
07/03/2013,47.73,-0.004181482
06/03/2013,47.93,-0.005409917
05/03/2013,48.19,0.022029633
04/03/2013,47.14,-0.002542374
01/03/2013,47.26,0.015137268
28/02/2013,46.55,-0.003645335
27/02/2013,46.72,0.01836103
26/02/2013,45.87,0.007000685
25/02/2013,45.55,-0.01069996
22/02/2013,46.04,0.004135385
21/02/2013,45.85,-0.001089918
20/02/2013,45.9,-0.002610968
19/02/2013,46.02,0.023525324
15/02/2013,44.95,0.002004232
14/02/2013,44.86,0.01188488
13/02/2013,44.33,0.006790429
12/02/2013,44.03,-0.005661888
11/02/2013,44.28,0.037037011
08/02/2013,42.67,-0.026366005
07/02/2013,43.81,-0.018095947
06/02/2013,44.61,-0.006925081
05/02/2013,44.92,-0.113121947
04/02/2013,50.3,-0.148282887
01/02/2013,58.34,0.014155251
31/01/2013,57.52,0.002436903
30/01/2013,57.38,0.003491624
29/01/2013,57.18,0.005436226
28/01/2013,56.87,-0.001932368
25/01/2013,56.98,0.000702247
24/01/2013,56.94,0.022197484
23/01/2013,55.69,0.025644763
22/01/2013,54.28,-0.001104769
18/01/2013,54.34,0.006276557
17/01/2013,54,0.005384843
16/01/2013,53.71,-0.014968403
15/01/2013,54.52,-0.001283109
14/01/2013,54.59,0.013276979
11/01/2013,53.87,-0.00795049
10/01/2013,54.3,-0.008253142
09/01/2013,54.75,-0.00273598
08/01/2013,54.9,-0.00508722
07/01/2013,55.18,0.001450853
04/01/2013,55.1,-0.003261463
03/01/2013,55.28,-0.007927969
02/01/2013,55.72,0.019024036
31/12/2012,54.67,0.026692966
28/12/2012,53.23,-0.007113471
27/12/2012,53.61,-0.003351958
26/12/2012,53.79,-0.002042902
24/12/2012,53.9,-0.002594035
21/12/2012,54.04,-0.015788835
20/12/2012,54.9,0.006029067
19/12/2012,54.57,0.000916674
18/12/2012,54.52,-0.001283109
17/12/2012,54.59,0.011237108
14/12/2012,53.98,-0.017628073
13/12/2012,54.94,-0.020002469
12/12/2012,56.05,-0.010647838
11/12/2012,56.65,0.001589966
10/12/2012,56.56,0.000530551
07/12/2012,56.53,0.040799883
06/12/2012,54.27,0.014103036
05/12/2012,53.51,0.005622204
04/12/2012,53.21,-0.004313181
03/12/2012,53.44,0.006194295
30/11/2012,53.11,0.026714048
29/11/2012,51.71,0.00581848
28/11/2012,51.41,-0.006978125
27/11/2012,51.77,-0.002315262
26/11/2012,51.89,-0.000963113
23/11/2012,51.94,0.01142427
21/11/2012,51.35,0.000584397
20/11/2012,51.32,0.006843315
19/11/2012,50.97,0.004719773
16/11/2012,50.73,0.011498937
15/11/2012,50.15,-0.001793008
14/11/2012,50.24,-0.020294264
13/11/2012,51.27,0.000195065
12/11/2012,51.26,0.009605092
09/11/2012,50.77,-0.006674544
08/11/2012,51.11,-0.015338617
07/11/2012,51.9,-0.018138922
06/11/2012,52.85,0.011609227
05/11/2012,52.24,-0.041066987
02/11/2012,54.43,-0.037325166
01/11/2012,56.5,0.021829459
31/10/2012,55.28,-0.013476082
26/10/2012,56.03,0.02019178
25/10/2012,54.91,0.004014604
24/10/2012,54.69,-0.000365631
23/10/2012,54.71,-0.017394894
22/10/2012,55.67,-0.007516141
19/10/2012,56.09,0.005183674
18/10/2012,55.8,-0.001432665
17/10/2012,55.88,-0.003751009
16/10/2012,56.09,0.004825315
15/10/2012,55.82,0.008274917
12/10/2012,55.36,-0.001985023
11/10/2012,55.47,0.006148301
10/10/2012,55.13,-0.000362713
09/10/2012,55.15,-0.008306295
08/10/2012,55.61,-0.003948318
05/10/2012,55.83,0.010805075
04/10/2012,55.23,0.005446637
03/10/2012,54.93,0.002186988
02/10/2012,54.81,0.001460654
01/10/2012,54.73,0.002561289
28/09/2012,54.59,-0.004021943
27/09/2012,54.81,0.011560822
26/09/2012,54.18,0.002217296
25/09/2012,54.06,-0.01103764
24/09/2012,54.66,0.002931479
21/09/2012,54.5,0.001652741
20/09/2012,54.41,0.014998892
19/09/2012,53.6,0
18/09/2012,53.6,-0.005766921
17/09/2012,53.91,0.007447437
14/09/2012,53.51,-0.00596238
13/09/2012,53.83,0.009144414
12/09/2012,53.34,0.007527322
11/09/2012,52.94,0.003595424
10/09/2012,52.75,-0.003028585
07/09/2012,52.91,0.000945448
06/09/2012,52.86,0.020449829
05/09/2012,51.79,0.006003698
04/09/2012,51.48,0.005453851
31/08/2012,51.2,0.002933987
30/08/2012,51.05,0.00510606
29/08/2012,50.79,0.0168772
28/08/2012,49.94,0.004012846
27/08/2012,49.74,0.003423626
24/08/2012,49.57,0.001211143
23/08/2012,49.51,-0.000201959
22/08/2012,49.52,0.01362225
21/08/2012,48.85,-0.000818498
20/08/2012,48.89,-0.004489803
17/08/2012,49.11,-0.000203604
16/08/2012,49.12,0.000814664
15/08/2012,49.08,-0.009732437
14/08/2012,49.56,0.001615509
13/08/2012,49.48,0.005878197
10/08/2012,49.19,0.009806003
09/08/2012,48.71,-0.007567272
08/08/2012,49.08,-0.006701213
07/08/2012,49.41,0.019620495
06/08/2012,48.45,0.000619387
03/08/2012,48.42,0.033175413
02/08/2012,46.84,0.003421731
01/08/2012,46.68,-0.005980368
31/07/2012,46.96,0.000425985
30/07/2012,46.94,-0.001915506
27/07/2012,47.03,0.019105443
26/07/2012,46.14,0.02524001
25/07/2012,44.99,-0.011491839
24/07/2012,45.51,-0.012012812
23/07/2012,46.06,-0.019989919
20/07/2012,46.99,-0.010373757
19/07/2012,47.48,-0.003993699
18/07/2012,47.67,0.009484738
17/07/2012,47.22,0.015580296
16/07/2012,46.49,0.006041011
13/07/2012,46.21,0.036808563
12/07/2012,44.54,-0.002690585
11/07/2012,44.66,-0.000895255
10/07/2012,44.7,-0.00178811
09/07/2012,44.78,-0.00955669
06/07/2012,45.21,-0.016888218
05/07/2012,45.98,0.006327064
03/07/2012,45.69,0.011224945
02/07/2012,45.18,0.003992021
29/06/2012,45,0.031834724
28/06/2012,43.59,-0.006858737
27/06/2012,43.89,0.018859805
26/06/2012,43.07,0.015678337
25/06/2012,42.4,-0.017534055
22/06/2012,43.15,0.008845495
21/06/2012,42.77,-0.01738368
20/06/2012,43.52,-0.003211749
19/06/2012,43.66,0.014534804
18/06/2012,43.03,0.012393471
15/06/2012,42.5,0
14/06/2012,42.5,-0.003054155
13/06/2012,42.63,-0.018592216
12/06/2012,43.43,0.013211457
11/06/2012,42.86,-0.015281613
08/06/2012,43.52,-0.006184878
07/06/2012,43.79,0.00388972
06/06/2012,43.62,0.01478087
05/06/2012,42.98,0.002562611
04/06/2012,42.87,0.002569194
01/06/2012,42.76,-0.014395419
31/05/2012,43.38,-0.010091829
30/05/2012,43.82,-0.014049631
29/05/2012,44.44,-0.002247697
25/05/2012,44.54,-0.004927222
24/05/2012,44.76,-0.002677378
23/05/2012,44.88,-0.002225685
22/05/2012,44.98,0.006468184
21/05/2012,44.69,0.00403588
18/05/2012,44.51,-0.002244166
17/05/2012,44.61,-0.028289179
16/05/2012,45.89,-0.011483172
15/05/2012,46.42,-0.003226156
14/05/2012,46.57,-0.0153423
11/05/2012,47.29,-0.002323372
10/05/2012,47.4,0.003804697
09/05/2012,47.22,-0.009904201
08/05/2012,47.69,-0.019107539
07/05/2012,48.61,-0.001849759
04/05/2012,48.7,-0.011230338
03/05/2012,49.25,-0.001420311
02/05/2012,49.32,-0.001620746
01/05/2012,49.4,0.004666743
30/04/2012,49.17,-0.001016364
27/04/2012,49.22,0.008364835
26/04/2012,48.81,0.01756788
25/04/2012,47.96,0.005435932
24/04/2012,47.7,-0.028927637
23/04/2012,49.1,-0.008719512
20/04/2012,49.53,0.00526317
19/04/2012,49.27,-0.00687705
18/04/2012,49.61,0.011964048
17/04/2012,49.02,0.015003878
16/04/2012,48.29,-0.005781556
13/04/2012,48.57,-0.009426299
12/04/2012,49.03,0.015207856
11/04/2012,48.29,0.009153382
10/04/2012,47.85,-0.017402552
09/04/2012,48.69,-0.006142525
05/04/2012,48.99,0.004910998
04/04/2012,48.75,-0.001434868
03/04/2012,48.82,0.002871797
02/04/2012,48.68,0.004323218
30/03/2012,48.47,0.018532545
29/03/2012,47.58,0.008866429
28/03/2012,47.16,-0.00739414
27/03/2012,47.51,0.004218526
26/03/2012,47.31,0.002751616
23/03/2012,47.18,0.016455121
22/03/2012,46.41,-0.015819056
21/03/2012,47.15,-0.002753364
20/03/2012,47.28,0.000634719
19/03/2012,47.25,-0.006118808
16/03/2012,47.54,0.010998419
15/03/2012,47.02,0.00404902
14/03/2012,46.83,-0.007869869
13/03/2012,47.2,0.008297037
12/03/2012,46.81,0.004496314
09/03/2012,46.6,0.005810842
08/03/2012,46.33,0.011287292
07/03/2012,45.81,0.001310616
06/03/2012,45.75,-0.013892127
05/03/2012,46.39,0.003454981
02/03/2012,46.23,-0.007112865
01/03/2012,46.56,0.000429646
29/02/2012,46.54,-0.005784697
28/02/2012,46.81,0.002352691
27/02/2012,46.7,0.014450807
24/02/2012,46.03,0.001304348
23/02/2012,45.97,0.005234472
22/02/2012,45.73,0.001093972
21/02/2012,45.68,-0.006328444
17/02/2012,45.97,-0.003691243
16/02/2012,46.14,0.012430647
15/02/2012,45.57,0.001537279
14/02/2012,45.5,-0.008534902
13/02/2012,45.89,0.008095439
10/02/2012,45.52,-0.004602748
09/02/2012,45.73,-0.004799311
08/02/2012,45.95,0
07/02/2012,45.95,0
06/02/2012,45.95,-0.00953007
03/02/2012,46.39,0.008225155
02/02/2012,46.01,0.004356356
01/02/2012,45.81,-0.004138989
31/01/2012,46,-0.006716524
30/01/2012,46.31,-0.012659755
27/01/2012,46.9,0.001066667
26/01/2012,46.85,-0.011460227
25/01/2012,47.39,0.01831397
24/01/2012,46.53,0.003660247
