Date,Close,RHT
24/12/2013,55.98,-0.001606426
23/12/2013,56.07,-0.000534902
20/12/2013,56.1,0.135315514
19/12/2013,49,0.001838424
18/12/2013,48.91,0.014208002
17/12/2013,48.22,0.014202411
16/12/2013,47.54,0.01632949
13/12/2013,46.77,0.00902068
12/12/2013,46.35,0.004324331
11/12/2013,46.15,-0.011633048
10/12/2013,46.69,-0.016567924
09/12/2013,47.47,0.014855961
06/12/2013,46.77,0.002140412
05/12/2013,46.67,0.000214293
04/12/2013,46.66,0.015768768
03/12/2013,45.93,-0.005428306
02/12/2013,46.18,-0.014404205
29/11/2013,46.85,-0.001066667
27/11/2013,46.9,0.007705518
26/11/2013,46.54,-0.007065654
25/11/2013,46.87,-0.005107481
22/11/2013,47.11,0
21/11/2013,47.11,0.012388027
20/11/2013,46.53,0.002366865
19/11/2013,46.42,-0.003011403
18/11/2013,46.56,-0.011531198
15/11/2013,47.1,0.016699168
14/11/2013,46.32,-0.001078865
13/11/2013,46.37,0.038918839
12/11/2013,44.6,0.007426612
11/11/2013,44.27,0.021692825
08/11/2013,43.32,0.002773927
07/11/2013,43.2,-0.019938784
06/11/2013,44.07,0.026208397
05/11/2013,42.93,-0.003952115
04/11/2013,43.1,-0.003011702
01/11/2013,43.23,-0.000924856
31/10/2013,43.27,-0.002769446
30/10/2013,43.39,-0.015550279
29/10/2013,44.07,0.010951513
28/10/2013,43.59,0.004368325
25/10/2013,43.4,-0.008032172
24/10/2013,43.75,0.032523192
23/10/2013,42.35,-0.013136478
22/10/2013,42.91,0.007485415
21/10/2013,42.59,-0.016302178
18/10/2013,43.29,-0.005528694
17/10/2013,43.53,-0.001606795
16/10/2013,43.6,0.022968183
15/10/2013,42.61,-0.005383278
14/10/2013,42.84,0.000466962
11/10/2013,42.82,-0.001166997
10/10/2013,42.87,-0.005350716
09/10/2013,43.1,-0.004629638
08/10/2013,43.3,-0.048460186
07/10/2013,45.45,0.008839837
04/10/2013,45.05,0.003112497
03/10/2013,44.91,-0.007984074
02/10/2013,45.27,-0.010328627
01/10/2013,45.74,-0.008707064
30/09/2013,46.14,0.004126404
27/09/2013,45.95,-0.014475785
26/09/2013,46.62,-0.005774799
25/09/2013,46.89,0.003418076
24/09/2013,46.73,-0.124583929
23/09/2013,52.93,-0.00546398
20/09/2013,53.22,-0.006928218
19/09/2013,53.59,0.000186619
18/09/2013,53.58,0.019030249
17/09/2013,52.57,-0.008523586
16/09/2013,53.02,0.011190254
13/09/2013,52.43,-0.007978766
12/09/2013,52.85,-0.011663037
11/09/2013,53.47,0.011852269
10/09/2013,52.84,0.012377574
09/09/2013,52.19,0.021889494
06/09/2013,51.06,0.003924652
05/09/2013,50.86,-0.005685732
04/09/2013,51.15,0.00588237
03/09/2013,50.85,0.006510825
30/08/2013,50.52,-0.006510825
29/08/2013,50.85,0.01047751
28/08/2013,50.32,0.002985374
27/08/2013,50.17,-0.030040543
26/08/2013,51.7,0.002517673
23/08/2013,51.57,-0.007534084
22/08/2013,51.96,0.016689695
21/08/2013,51.1,-0.004296043
20/08/2013,51.32,0.001364922
19/08/2013,51.25,-0.005060346
16/08/2013,51.51,-0.008890665
15/08/2013,51.97,-0.02113358
14/08/2013,53.08,-0.008255206
13/08/2013,53.52,0.023441527
12/08/2013,52.28,-0.003437086
09/08/2013,52.46,0.008038321
08/08/2013,52.04,0.015297036
07/08/2013,51.25,-0.00796817
06/08/2013,51.66,-0.011164697
05/08/2013,52.24,-0.003821174
02/08/2013,52.44,-0.000762486
01/08/2013,52.48,0.013621314
31/07/2013,51.77,0.0134178
30/07/2013,51.08,0.006087402
29/07/2013,50.77,-0.001181102
26/07/2013,50.83,-0.017937701
25/07/2013,51.75,0.02365933
24/07/2013,50.54,0.035239728
23/07/2013,48.79,-0.003478264
22/07/2013,48.96,-0.008541846
19/07/2013,49.38,-0.016668726
18/07/2013,50.21,0.010611772
17/07/2013,49.68,0.001813237
16/07/2013,49.59,-0.005229296
15/07/2013,49.85,-0.008191036
12/07/2013,50.26,-0.006148983
11/07/2013,50.57,0.045306029
10/07/2013,48.33,0.003939054
09/07/2013,48.14,0.004163203
08/07/2013,47.94,-0.008309146
05/07/2013,48.34,0.010188257
03/07/2013,47.85,0.009237941
02/07/2013,47.41,0
01/07/2013,47.41,-0.008610785
28/06/2013,47.82,-0.013501088
27/06/2013,48.47,0.035275545
26/06/2013,46.79,0.020076227
25/06/2013,45.86,-0.001089681
24/06/2013,45.91,-0.011693507
21/06/2013,46.45,0.012347173
20/06/2013,45.88,-0.007383313
19/06/2013,46.22,-0.008831506
18/06/2013,46.63,0.020583545
17/06/2013,45.68,-0.002841843
14/06/2013,45.81,-0.000872791
13/06/2013,45.85,-0.011924261
12/06/2013,46.4,0.003454235
11/06/2013,46.24,-0.003454235
10/06/2013,46.4,0.003454235
07/06/2013,46.24,0.016572555
06/06/2013,45.48,-0.004825629
05/06/2013,45.7,-0.010448506
04/06/2013,46.18,-0.020999272
03/06/2013,47.16,-0.022435158
31/05/2013,48.23,0.007701152
30/05/2013,47.86,-0.006663915
29/05/2013,48.18,-0.00950224
28/05/2013,48.64,0.003088647
24/05/2013,48.49,-0.017782788
23/05/2013,49.36,-0.013282546
22/05/2013,50.02,-0.036124855
21/05/2013,51.86,-0.015118458
20/05/2013,52.65,-0.043485112
17/05/2013,54.99,0.005104842
16/05/2013,54.71,0.010103879
15/05/2013,54.16,0.026947738
14/05/2013,52.72,0.014520698
13/05/2013,51.96,0.001155402
10/05/2013,51.9,0.018670321
09/05/2013,50.94,0.002358492
08/05/2013,50.82,0.003350747
07/05/2013,50.65,0.006934154
06/05/2013,50.3,0.013006687
03/05/2013,49.65,0.023228428
02/05/2013,48.51,0.016209831
01/05/2013,47.73,-0.004181482
30/04/2013,47.93,-0.018193597
29/04/2013,48.81,0.005753046
26/04/2013,48.53,-0.011269456
25/04/2013,49.08,0.008799811
24/04/2013,48.65,-0.009410871
23/04/2013,49.11,0.010233409
22/04/2013,48.61,-0.013080097
19/04/2013,49.25,0.003050333
18/04/2013,49.1,-0.023549443
17/04/2013,50.27,-0.019892335
16/04/2013,51.28,0.04018842
15/04/2013,49.26,-0.025850553
12/04/2013,50.55,0.01113996
11/04/2013,49.99,0.009446357
10/04/2013,49.52,0.025566379
09/04/2013,48.27,0.00644292
08/04/2013,47.96,0.010269398
05/04/2013,47.47,-0.012144203
04/04/2013,48.05,0.007310738
03/04/2013,47.7,-0.023618251
02/04/2013,48.84,0.010704096
01/04/2013,48.32,-0.045315196
28/03/2013,50.56,0.011737924
27/03/2013,49.97,0.014513458
26/03/2013,49.25,0.005293172
25/03/2013,48.99,-0.036280159
22/03/2013,50.8,-0.002752115
21/03/2013,50.94,-0.004700361
20/03/2013,51.18,0.02753467
19/03/2013,49.79,-0.006805471
18/03/2013,50.13,-0.00616488
15/03/2013,50.44,-0.004352133
14/03/2013,50.66,-0.00275971
13/03/2013,50.8,0.003944778
12/03/2013,50.6,-0.048978364
11/03/2013,53.14,0.002638027
08/03/2013,53,-0.008828835
07/03/2013,53.47,0.012609558
06/03/2013,52.8,0.015459798
05/03/2013,51.99,-0.001729606
04/03/2013,52.08,0.009646997
01/03/2013,51.58,0.015040815
28/02/2013,50.81,0.00513024
27/02/2013,50.55,0.023214971
26/02/2013,49.39,-0.017063548
25/02/2013,50.24,-0.019708955
22/02/2013,51.24,-0.009130709
21/02/2013,51.71,-0.038134185
20/02/2013,53.72,-0.004086946
19/02/2013,53.94,0.000185408
15/02/2013,53.93,-0.002592594
14/02/2013,54.07,-0.007921198
13/02/2013,54.5,-0.015114555
12/02/2013,55.33,0.014931086
11/02/2013,54.51,-0.008221477
08/02/2013,54.96,-0.002362564
07/02/2013,55.09,-0.01155039
06/02/2013,55.73,-0.009109646
05/02/2013,56.24,0.005169813
04/02/2013,55.95,-0.016836906
01/02/2013,56.9,0.023831823
31/01/2013,55.56,0.019446319
30/01/2013,54.49,-0.010406301
29/01/2013,55.06,-0.021382541
28/01/2013,56.25,0.003561892
25/01/2013,56.05,0.028594058
24/01/2013,54.47,0.005892118
23/01/2013,54.15,0.025246783
22/01/2013,52.8,-0.025246783
18/01/2013,54.15,-0.013026512
17/01/2013,54.86,-0.000728863
16/01/2013,54.9,-0.001638002
15/01/2013,54.99,0
14/01/2013,54.99,0.009868501
11/01/2013,54.45,0.003311261
10/01/2013,54.27,-0.00312759
09/01/2013,54.44,-0.002568337
08/01/2013,54.58,0.012166049
07/01/2013,53.92,-0.006101526
04/01/2013,54.25,0.006287003
03/01/2013,53.91,-0.012717893
02/01/2013,54.6,0.030496971
31/12/2012,52.96,0.018677882
28/12/2012,51.98,-0.015273302
27/12/2012,52.78,-0.014296707
26/12/2012,53.54,-0.008184569
24/12/2012,53.98,-0.018537743
21/12/2012,54.99,0.044245135
20/12/2012,52.61,0.007823721
19/12/2012,52.2,0
18/12/2012,52.2,0.017391743
17/12/2012,51.3,0.021277398
14/12/2012,50.22,0.00059755
13/12/2012,50.19,-0.003182815
12/12/2012,50.35,-0.008110024
11/12/2012,50.76,0.024732014
10/12/2012,49.52,0.007296344
07/12/2012,49.16,0.014960828
06/12/2012,48.43,0.00123967
05/12/2012,48.37,-0.013144572
04/12/2012,49.01,-0.008937699
03/12/2012,49.45,0.001011634
30/11/2012,49.4,-0.006255696
29/11/2012,49.71,0.013977742
28/11/2012,49.02,0.010458416
27/11/2012,48.51,-0.024436158
26/11/2012,49.71,-0.000603318
23/11/2012,49.74,0.0137654
21/11/2012,49.06,0.018307618
20/11/2012,48.17,-0.015040976
19/11/2012,48.9,0.009245058
16/11/2012,48.45,0.014972207
15/11/2012,47.73,-0.000628338
14/11/2012,47.76,0.007355292
13/11/2012,47.41,-0.002527914
12/11/2012,47.53,-0.016898285
09/11/2012,48.34,0.000206889
08/11/2012,48.33,-0.006599323
07/11/2012,48.65,-0.035934427
06/11/2012,50.43,0.006365647
05/11/2012,50.11,-0.010521189
02/11/2012,50.64,-0.004531581
01/11/2012,50.87,0.033989677
31/10/2012,49.17,-0.022124796
26/10/2012,50.27,0.004785652
25/10/2012,50.03,-0.023897652
24/10/2012,51.24,-0.012798313
23/10/2012,51.9,0.016317378
22/10/2012,51.06,0.00648396
19/10/2012,50.73,-0.029522439
18/10/2012,52.25,0.000765843
17/10/2012,52.21,-0.045858133
16/10/2012,54.66,0.00605562
15/10/2012,54.33,0.011849796
12/10/2012,53.69,-0.001488926
11/10/2012,53.77,-0.001672397
10/10/2012,53.86,-0.002595959
09/10/2012,54,-0.007563914
08/10/2012,54.41,-0.014596136
05/10/2012,55.21,-0.010629773
04/10/2012,55.8,0.000179228
03/10/2012,55.79,0.005932602
02/10/2012,55.46,0.004336834
01/10/2012,55.22,-0.030672875
28/09/2012,56.94,0.005282632
27/09/2012,56.64,0.035583269
26/09/2012,54.66,-0.007654493
25/09/2012,55.08,-0.043693684
24/09/2012,57.54,-0.001736413
21/09/2012,57.64,0.013976468
20/09/2012,56.84,-0.012934982
19/09/2012,57.58,0.006446577
18/09/2012,57.21,-0.024347227
17/09/2012,58.62,-0.023268627
14/09/2012,60,0.016976624
13/09/2012,58.99,0.028718335
12/09/2012,57.32,0.002445416
11/09/2012,57.18,-0.02145411
10/09/2012,58.42,-0.012418293
07/09/2012,59.15,0.000845666
06/09/2012,59.1,0.036355111
05/09/2012,56.99,-0.000701631
04/09/2012,57.03,0.017511724
31/08/2012,56.04,0.002680248
30/08/2012,55.89,-0.020191972
29/08/2012,57.03,0.00263366
28/08/2012,56.88,-0.006483857
27/08/2012,57.25,-0.009041967
24/08/2012,57.77,0.000692641
23/08/2012,57.73,-0.011538921
22/08/2012,58.4,0.00566671
21/08/2012,58.07,-0.008061102
20/08/2012,58.54,-0.014920589
17/08/2012,59.42,0.020058466
16/08/2012,58.24,0.044233255
15/08/2012,55.72,0.010645116
14/08/2012,55.13,-0.022597805
13/08/2012,56.39,-0.011460938
10/08/2012,57.04,-0.013754896
09/08/2012,57.83,-0.007751309
08/08/2012,58.28,0.007924245
07/08/2012,57.82,0.019031565
06/08/2012,56.73,0.021920151
03/08/2012,55.5,0.045902446
02/08/2012,53.01,0
01/08/2012,53.01,-0.01218727
31/07/2012,53.66,-0.001861851
30/07/2012,53.76,-0.037423369
27/07/2012,55.81,0.052227349
26/07/2012,52.97,0.021756583
25/07/2012,51.83,0.006775749
24/07/2012,51.48,-0.022282904
23/07/2012,52.64,-0.020309085
20/07/2012,53.72,-0.03457767
19/07/2012,55.61,0.03012001
18/07/2012,53.96,0.043365689
17/07/2012,51.67,-0.005789287
16/07/2012,51.97,-0.009765516
13/07/2012,52.48,0.038854926
12/07/2012,50.48,-0.017282441
11/07/2012,51.36,0.003120127
10/07/2012,51.2,0.000781555
09/07/2012,51.16,-0.03420122
06/07/2012,52.94,-0.068085773
05/07/2012,56.67,0
03/07/2012,56.67,0.014754512
02/07/2012,55.84,-0.011396135
29/06/2012,56.48,0.069650716
28/06/2012,52.68,-0.032495856
27/06/2012,54.42,-0.003668383
26/06/2012,54.62,0.016242513
25/06/2012,53.74,-0.023357384
22/06/2012,55.01,0.037223073
21/06/2012,53,-0.063948725
20/06/2012,56.5,-0.007406135
19/06/2012,56.92,0.006344752
18/06/2012,56.56,0.00123839
15/06/2012,56.49,0.042305658
14/06/2012,54.15,0.019581045
13/06/2012,53.1,-0.011608443
12/06/2012,53.72,-0.000930319
11/06/2012,53.77,-0.036341076
08/06/2012,55.76,0.020473584
07/06/2012,54.63,-0.011647083
06/06/2012,55.27,0.042693354
05/06/2012,52.96,0.047959693
04/06/2012,50.48,0.011556215
01/06/2012,49.9,-0.029227989
31/05/2012,51.38,-0.002915171
30/05/2012,51.53,-0.012918333
29/05/2012,52.2,0.002109503
25/05/2012,52.09,-0.010123284
24/05/2012,52.62,-0.033819197
23/05/2012,54.43,-0.034134239
22/05/2012,56.32,0.018638532
21/05/2012,55.28,0.032168935
18/05/2012,53.53,-0.017591417
17/05/2012,54.48,-0.021966936
16/05/2012,55.69,-0.020087779
15/05/2012,56.82,0.016145121
14/05/2012,55.91,-0.013501715
11/05/2012,56.67,0.011179249
10/05/2012,56.04,-0.032651663
09/05/2012,57.9,0.007280323
08/05/2012,57.48,-0.019979996
07/05/2012,58.64,-0.001022669
04/05/2012,58.7,-0.035150062
03/05/2012,60.8,-0.018737819
02/05/2012,61.95,0.02550408
01/05/2012,60.39,0.013000183
30/04/2012,59.61,-0.02157402
27/04/2012,60.91,0.018558942
26/04/2012,59.79,0.009410253
25/04/2012,59.23,0.036448938
24/04/2012,57.11,-0.03035239
23/04/2012,58.87,-0.028137847
20/04/2012,60.55,0.006960585
19/04/2012,60.13,-0.001329566
18/04/2012,60.21,0.00449439
17/04/2012,59.94,-0.002000001
16/04/2012,60.06,-0.00232829
13/04/2012,60.2,-0.010081897
12/04/2012,60.81,0.021273862
11/04/2012,59.53,0.016428518
10/04/2012,58.56,-0.019782537
09/04/2012,59.73,-0.020219449
05/04/2012,60.95,0.004604514
04/04/2012,60.67,-0.017482677
03/04/2012,61.74,0.01534223
02/04/2012,60.8,0.015080243
30/03/2012,59.89,-0.025388769
29/03/2012,61.43,0.178454714
28/03/2012,51.39,-0.009875189
27/03/2012,51.9,-0.02342295
26/03/2012,53.13,0.024001152
23/03/2012,51.87,0.006382383
22/03/2012,51.54,-0.00946227
21/03/2012,52.03,0.026091823
20/03/2012,50.69,-0.006685043
19/03/2012,51.03,0.007671917
16/03/2012,50.64,-0.001775674
15/03/2012,50.73,0.007916131
14/03/2012,50.33,-0.014400091
13/03/2012,51.06,0.002352942
12/03/2012,50.94,0.007289954
09/03/2012,50.57,-0.001975504
08/03/2012,50.67,0.020940041
07/03/2012,49.62,0.018714948
06/03/2012,48.7,-0.012245051
05/03/2012,49.3,-0.018688377
02/03/2012,50.23,-0.009707852
01/03/2012,50.72,0.025156048
29/02/2012,49.46,-0.004438176
28/02/2012,49.68,0.002014911
27/02/2012,49.58,-0.008635459
24/02/2012,50.01,0.022445589
23/02/2012,48.9,0.004303726
22/02/2012,48.69,0.008663421
21/02/2012,48.27,-0.007019021
17/02/2012,48.61,-0.009622349
16/02/2012,49.08,0.019130482
15/02/2012,48.15,-0.013614072
14/02/2012,48.81,-0.000614439
13/02/2012,48.84,0.017973834
10/02/2012,47.97,-0.016744577
09/02/2012,48.78,0.014454103
08/02/2012,48.08,0.001456968
07/02/2012,48.01,-0.004986505
06/02/2012,48.25,-0.014403541
03/02/2012,48.95,0.030490799
02/02/2012,47.48,0.008672714
01/02/2012,47.07,0.014983157
31/01/2012,46.37,-0.006020229
30/01/2012,46.65,-0.018056784
27/01/2012,47.5,0.002107482
26/01/2012,47.4,-0.007775599
25/01/2012,47.77,0.005457612
24/01/2012,47.51,0.010792613
23/01/2012,47,0.016302377
20/01/2012,46.24,-0.014172451
19/01/2012,46.9,0.030745007
18/01/2012,45.48,0.050969318
17/01/2012,43.22,0.018447692
13/01/2012,42.43,-0.01589933
12/01/2012,43.11,0.001625073
11/01/2012,43.04,0.001860466
10/01/2012,42.96,0.014537184
09/01/2012,42.34,-0.01639765
06/01/2012,43.04,0.007930996
05/01/2012,42.7,0.007050558
04/01/2012,42.4,0.017846994
03/01/2012,41.65,0.008681029
30/12/2011,41.29,-0.007239414
29/12/2011,41.59,0.014287687
28/12/2011,41,-0.015008754
27/12/2011,41.62,0.000721067
23/12/2011,41.59,0.018932604
22/12/2011,40.81,0.022550826
21/12/2011,39.9,-0.050102109
20/12/2011,41.95,-0.09324933
19/12/2011,46.05,-0.033944982
16/12/2011,47.64,0.030043806
15/12/2011,46.23,0.005422419
14/12/2011,45.98,-0.02151546
13/12/2011,46.98,-0.041894216
12/12/2011,48.99,-0.014388737
09/12/2011,49.7,0.018069723
08/12/2011,48.81,-0.016055624
07/12/2011,49.6,-0.018972112
06/12/2011,50.55,-0.024427204
05/12/2011,51.8,0.030976796
02/12/2011,50.22,-0.006351748
01/12/2011,50.54,0.009143375
30/11/2011,50.08,0.060287718
29/11/2011,47.15,-0.006974561
28/11/2011,47.48,0.055202847
25/11/2011,44.93,-0.012826359
23/11/2011,45.51,-0.042165851
22/11/2011,47.47,-0.005462198
21/11/2011,47.73,-0.027076161
18/11/2011,49.04,-0.010951235
17/11/2011,49.58,-0.045538567
16/11/2011,51.89,-0.015868797
15/11/2011,52.72,0.048979863
14/11/2011,50.2,0.002992521
11/11/2011,50.05,0.019774656
10/11/2011,49.07,0.008185026
09/11/2011,48.67,-0.037504395
08/11/2011,50.53,-0.000989022
07/11/2011,50.58,-0.000197687
04/11/2011,50.59,-0.000395257
03/11/2011,50.61,0.037854328
02/11/2011,48.73,0.009277461
01/11/2011,48.28,-0.027980994
31/10/2011,49.65,-0.04354939
28/10/2011,51.86,0.014567607
27/10/2011,51.11,0.057998939
26/10/2011,48.23,0.037389507
25/10/2011,46.46,-0.020452353
24/10/2011,47.42,0.024118126
21/10/2011,46.29,0.020074861
20/10/2011,45.37,-0.00395953
19/10/2011,45.55,-0.027499838
18/10/2011,46.82,0.012897857
17/10/2011,46.22,-0.02605315
14/10/2011,47.44,0.026918951
13/10/2011,46.18,0.010886239
12/10/2011,45.68,0.015442619
11/10/2011,44.98,0.018172121
10/10/2011,44.17,0.029640309
07/10/2011,42.88,0.019783971
06/10/2011,42.04,0.033868743
05/10/2011,40.64,0.018627137
04/10/2011,39.89,-0.014188166
03/10/2011,40.46,-0.04352718
30/09/2011,42.26,-0.038756446
29/09/2011,43.93,0.006394176
28/09/2011,43.65,-0.024217547
27/09/2011,44.72,0.027889802
26/09/2011,43.49,0.027271239
23/09/2011,42.32,0.019807353
22/09/2011,41.49,0.029349135
21/09/2011,40.29,0.004976373
20/09/2011,40.09,-0.020980654
19/09/2011,40.94,-0.006573365
16/09/2011,41.21,-0.000727714
15/09/2011,41.24,0.038561377
14/09/2011,39.68,0.021396639
13/09/2011,38.84,0.02160136
12/09/2011,38.01,0.020734395
09/09/2011,37.23,-0.027812679
08/09/2011,38.28,-0.00832471
07/09/2011,38.6,0.043686629
06/09/2011,36.95,-0.008623066
02/09/2011,37.27,-0.032469528
01/09/2011,38.5,-0.026654576
31/08/2011,39.54,0.043417672
30/08/2011,37.86,0.017855238
29/08/2011,37.19,0.035302612
26/08/2011,35.9,0.040067869
25/08/2011,34.49,-0.027171699
24/08/2011,35.44,0.017936424
23/08/2011,34.81,0.076076629
22/08/2011,32.26,0.012162944
19/08/2011,31.87,-0.044792764
18/08/2011,33.33,-0.093043751
17/08/2011,36.58,-0.03280746
16/08/2011,37.8,-0.021461174
15/08/2011,38.62,0.031564956
12/08/2011,37.42,-0.006924129
11/08/2011,37.68,0.064680074
10/08/2011,35.32,-0.038327379
09/08/2011,36.7,0.048572204
08/08/2011,34.96,-0.076780925
05/08/2011,37.75,-0.023043701
04/08/2011,38.63,-0.047766503
03/08/2011,40.52,0.006685676
02/08/2011,40.25,-0.025510336
01/08/2011,41.29,-0.018952229
29/07/2011,42.08,-0.013689145
28/07/2011,42.66,0.00140746
27/07/2011,42.6,-0.037322922
26/07/2011,44.22,0.006124551
25/07/2011,43.95,-0.01355953
22/07/2011,44.55,0.01652182
21/07/2011,43.82,0.002742232
20/07/2011,43.7,-0.017466702
19/07/2011,44.47,0.032452574
18/07/2011,43.05,-0.005790404
15/07/2011,43.3,0.014422209
14/07/2011,42.68,-0.027500289
13/07/2011,43.87,0.002053623
12/07/2011,43.78,-0.034350667
11/07/2011,45.31,-0.026139585
08/07/2011,46.51,-0.003434217
07/07/2011,46.67,0.003864324
06/07/2011,46.49,0.009292341
05/07/2011,46.06,-0.007354565
01/07/2011,46.4,0.010834342
30/06/2011,45.9,0.015589294
29/06/2011,45.19,-0.010127784
28/06/2011,45.65,0.010127784
27/06/2011,45.19,0.003546889
24/06/2011,45.03,-0.005315627
23/06/2011,45.27,0.034838898
22/06/2011,43.72,-0.000685949
21/06/2011,43.75,0.04201318
20/06/2011,41.95,0.018040177
17/06/2011,41.2,0.006330676
16/06/2011,40.94,-0.011414817
15/06/2011,41.41,-0.020318615
14/06/2011,42.26,0.015019951
13/06/2011,41.63,0.003368627
10/06/2011,41.49,-0.02381632
09/06/2011,42.49,0.016133209
08/06/2011,41.81,-0.015662399
07/06/2011,42.47,0.002121391
06/06/2011,42.38,0.006153866
03/06/2011,42.12,-0.02137486
02/06/2011,43.03,0.002792648
01/06/2011,42.91,-0.015952251
31/05/2011,43.6,0.005750447
27/05/2011,43.35,-0.002304148
26/05/2011,43.45,0.008784153
25/05/2011,43.07,0.002091808
24/05/2011,42.98,-0.024136329
23/05/2011,44.03,-0.038101969
20/05/2011,45.74,0.002188664
19/05/2011,45.64,0.001096131
18/05/2011,45.59,0.008591307
17/05/2011,45.2,-0.006615239
16/05/2011,45.5,-0.029665486
13/05/2011,46.87,-0.012087943
12/05/2011,47.44,0.023244463
11/05/2011,46.35,-0.010943141
10/05/2011,46.86,0.016351483
09/05/2011,46.1,0.006747223
06/05/2011,45.79,0.00415801
05/05/2011,45.6,-0.005249356
04/05/2011,45.84,-0.024990529
03/05/2011,47,-0.005728243
02/05/2011,47.27,-0.004222088
29/04/2011,47.47,0.015497603
28/04/2011,46.74,0.000427991
27/04/2011,46.72,0.005150226
26/04/2011,46.48,-0.015795419
25/04/2011,47.22,-0.007805123
21/04/2011,47.59,-0.002518364
20/04/2011,47.71,0.056037068
19/04/2011,45.11,-0.003319689
18/04/2011,45.26,-0.014477112
15/04/2011,45.92,0.00940823
14/04/2011,45.49,-0.004605776
13/04/2011,45.7,0.024588679
12/04/2011,44.59,-0.010041365
11/04/2011,45.04,-0.003546103
08/04/2011,45.2,0.00177148
07/04/2011,45.12,-0.001107542
06/04/2011,45.17,-0.026435182
05/04/2011,46.38,-0.013917364
04/04/2011,47.03,0.015427775
01/04/2011,46.31,0.020066104
31/03/2011,45.39,-0.015521134
30/03/2011,46.1,-0.017417922
29/03/2011,46.91,0.017634866
28/03/2011,46.09,-0.005409512
25/03/2011,46.34,-0.019658753
24/03/2011,47.26,0.167535099
23/03/2011,39.97,0.010310666
22/03/2011,39.56,-0.00629963
21/03/2011,39.81,0.017739948
18/03/2011,39.11,-0.004591845
17/03/2011,39.29,-0.007353907
16/03/2011,39.58,-0.01330174
15/03/2011,40.11,-0.002490041
14/03/2011,40.21,-0.020918691
11/03/2011,41.06,0.017443017
10/03/2011,40.35,-0.02423916
09/03/2011,41.34,0.000968054
08/03/2011,41.3,0.023271105
07/03/2011,40.35,-0.015004586
04/03/2011,40.96,-0.021734736
03/03/2011,41.86,0.027856955
02/03/2011,40.71,0.008882368
01/03/2011,40.35,-0.022786726
28/02/2011,41.28,-0.001452433
25/02/2011,41.34,0.018308823
24/02/2011,40.59,0.000246396
23/02/2011,40.58,-0.058622212
22/02/2011,43.03,-0.054275133
18/02/2011,45.43,-0.003296344
17/02/2011,45.58,-0.001753617
16/02/2011,45.66,0.008136384
15/02/2011,45.29,-0.005943881
14/02/2011,45.56,0.015037877
11/02/2011,44.88,0.003571432
10/02/2011,44.72,0.00740661
09/02/2011,44.39,-0.00157569
08/02/2011,44.46,0.007903394
07/02/2011,44.11,0.012317674
04/02/2011,43.57,0.011542141
03/02/2011,43.07,0.01144204
02/02/2011,42.58,0.013953165
01/02/2011,41.99,0.01608485
31/01/2011,41.32,0.006312233
28/01/2011,41.06,-0.007763261
