Date,Close,BAX
04/04/2014,72.93,-0.00628761
03/04/2014,73.39,0.002728887
02/04/2014,73.19,-0.006536861
01/04/2014,73.67,0.001222411
31/03/2014,73.58,0.009970717
28/03/2014,72.85,0.000686577
27/03/2014,72.8,0.038078509
26/03/2014,70.08,0.024410832
25/03/2014,68.39,0.022625734
24/03/2014,66.86,-0.012632999
21/03/2014,67.71,-0.001918112
20/03/2014,67.84,0.006210282
19/03/2014,67.42,0.001632896
18/03/2014,67.31,0.012106866
17/03/2014,66.5,0.000150387
14/03/2014,66.49,-0.007193198
13/03/2014,66.97,-0.009659039
12/03/2014,67.62,-0.001920662
11/03/2014,67.75,0.000886001
10/03/2014,67.69,0.002810861
07/03/2014,67.5,-0.0010365
06/03/2014,67.57,-0.005460865
05/03/2014,67.94,-0.01591623
04/03/2014,69.03,0.002030163
03/03/2014,68.89,-0.008815723
28/02/2014,69.5,0.008815723
27/02/2014,68.89,-0.004634331
26/02/2014,69.21,0.007978573
25/02/2014,68.66,-0.011872153
24/02/2014,69.48,0.002738346
21/02/2014,69.29,-0.000865551
20/02/2014,69.35,0.003322022
19/02/2014,69.12,-0.002456471
18/02/2014,69.29,0.003035342
14/02/2014,69.08,-0.002602286
13/02/2014,69.26,0.002023414
12/02/2014,69.12,-0.004762945
11/02/2014,69.45,0.016697303
10/02/2014,68.3,0.005873732
07/02/2014,67.9,0.012001033
06/02/2014,67.09,-0.003125235
05/02/2014,67.3,0.005214165
04/02/2014,66.95,0.005992527
03/02/2014,66.55,-0.025956222
31/01/2014,68.3,-0.014102145
30/01/2014,69.27,0.012639087
29/01/2014,68.4,-0.001460921
28/01/2014,68.5,0.009092305
27/01/2014,67.88,0.003541916
24/01/2014,67.64,-0.019906981
23/01/2014,69,-0.010667537
22/01/2014,69.74,0.002584352
21/01/2014,69.56,-0.005305052
17/01/2014,69.93,-0.001857276
16/01/2014,70.06,0.003288301
15/01/2014,69.83,0.002437452
14/01/2014,69.66,-0.006296529
13/01/2014,70.1,0.001284705
10/01/2014,70.01,-0.002852662
09/01/2014,70.21,0.002709836
08/01/2014,70.02,0.003290182
07/01/2014,69.79,0.005315723
06/01/2014,69.42,0.001730104
03/01/2014,69.3,0.001588563
02/01/2014,69.19,-0.005189575
31/12/2013,69.55,0.004322773
30/12/2013,69.25,-0.00317186
27/12/2013,69.47,0.00216154
26/12/2013,69.32,0.003757773
24/12/2013,69.06,0.002319514
23/12/2013,68.9,0.007429563
20/12/2013,68.39,0.019638874
19/12/2013,67.06,-0.002680568
18/12/2013,67.24,0.025455098
17/12/2013,65.55,-0.008960497
16/12/2013,66.14,-0.001963599
13/12/2013,66.27,-0.004216239
12/12/2013,66.55,-0.006291213
11/12/2013,66.97,-0.004320948
10/12/2013,67.26,-0.007848985
09/12/2013,67.79,0.005918052
06/12/2013,67.39,0.010291686
05/12/2013,66.7,-0.001048925
04/12/2013,66.77,-0.008649025
03/12/2013,67.35,-0.012101683
02/12/2013,68.17,-0.004098966
29/11/2013,68.45,0.003365775
27/11/2013,68.22,0.005585786
26/11/2013,67.84,0.002213533
25/11/2013,67.69,-0.001328708
